POA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
POA6031,98,0,0,0,0,103,25,0,0,0,0,28,23,0,0,0,0,24,64,0,0,0,0,64,117,4,0,0,0,117,428,11,0,0,0,438,874,21,0,0,0,899,1276,12,0,0,0,1289,466,4,0,0,0,468,220,0,0,0,0,221,141,0,0,0,0,143,225,0,0,0,0,227,3957,52,6,0,0,4020
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22
POA6033,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,17,0,0,0,0,17,7,0,0,0,0,7,4,0,0,0,0,4,49,0,0,0,0,49
POA6034,8,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,78,0,0,0,0,78,214,3,0,0,0,215,336,0,0,0,0,339,121,0,0,0,0,124,23,0,0,0,0,23,16,0,0,0,0,16,41,0,0,0,0,41,868,3,0,0,5,875
POA6035,67,0,0,0,0,68,16,0,0,0,0,17,23,0,0,0,0,23,37,0,0,0,0,37,62,0,0,0,0,56,260,4,0,0,0,267,430,6,0,0,0,435,677,0,0,0,0,682,217,0,0,0,0,221,118,0,0,0,0,118,56,0,0,0,0,55,138,6,0,0,0,139,2089,25,0,0,0,2113
POA6036,75,3,0,0,0,81,25,0,0,0,0,22,29,0,0,0,0,29,51,0,0,0,0,51,81,3,0,0,0,86,380,14,0,0,0,396,692,7,0,0,0,700,921,6,0,0,0,931,418,0,0,0,0,419,239,0,0,0,0,239,133,0,0,0,0,129,175,0,0,0,0,175,3210,39,8,0,0,3259
POA6037,36,0,0,0,0,39,5,0,0,0,0,5,11,0,0,0,0,11,16,0,0,0,0,16,19,0,0,0,0,19,102,0,0,0,0,102,146,0,0,0,0,146,182,0,0,0,0,182,74,0,0,0,0,74,58,0,0,0,0,58,27,0,0,0,0,27,41,0,0,0,0,41,725,0,0,0,0,723
POA6038,34,0,0,0,0,36,13,0,0,0,0,13,15,0,0,0,0,15,26,0,0,0,0,26,44,0,0,0,0,46,196,8,0,0,0,207,503,8,0,0,0,516,715,10,0,0,0,727,325,4,0,0,0,327,120,0,0,0,0,121,73,0,0,0,0,73,126,0,0,0,0,122,2184,38,0,0,3,2222
POA6041,11,0,0,0,0,11,10,0,0,0,0,10,5,0,0,0,0,5,6,0,0,0,0,6,4,0,0,0,0,4,33,0,0,0,0,33,48,0,0,0,0,48,59,0,0,0,0,59,29,0,0,0,0,29,18,0,0,0,0,18,4,0,0,0,0,4,12,0,0,0,0,12,252,0,0,0,0,252
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6043,5,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,34,0,0,0,0,37
POA6044,12,0,0,0,0,12,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,3,8,0,0,0,0,8,15,0,0,0,0,18,19,0,0,0,0,21,29,0,0,0,0,30,3,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,9,9,0,0,0,0,10,130,4,0,0,0,135
POA6050,81,9,11,0,0,105,19,5,3,0,0,27,15,4,4,0,0,29,24,5,13,0,0,46,37,10,29,0,0,73,105,23,62,0,0,197,91,43,70,0,0,204,165,76,47,0,0,291,153,39,16,0,0,210,258,31,14,0,0,300,406,21,0,0,0,429,87,12,8,0,0,112,1448,284,269,0,0,2008
POA6051,42,25,10,0,0,84,9,9,10,0,0,32,7,7,15,0,0,34,16,20,34,0,0,71,25,26,37,0,0,89,50,126,139,0,0,319,85,176,98,0,0,352,182,122,71,0,0,378,138,56,22,0,0,213,137,36,7,0,0,180,94,23,5,0,0,123,41,15,24,0,0,82,822,649,485,0,0,1954
POA6052,79,11,0,0,0,96,19,8,0,0,0,29,21,0,4,0,0,25,34,0,3,0,0,45,35,6,11,0,0,49,128,22,32,0,0,182,141,36,23,0,0,201,311,37,14,0,3,362,222,27,7,0,0,261,232,30,5,0,0,267,160,5,4,0,0,168,61,4,8,0,0,79,1462,196,101,0,3,1761
POA6053,94,20,0,0,0,113,38,7,0,0,0,43,21,3,0,0,0,27,49,15,7,0,0,65,70,9,8,0,0,91,199,44,21,0,0,258,311,49,5,0,0,363,602,48,3,0,0,656,333,16,0,0,0,347,295,18,0,0,0,310,136,5,0,0,0,148,115,11,0,0,0,124,2270,234,52,0,0,2554
POA6054,143,29,3,0,0,173,57,10,0,0,0,68,44,7,0,0,0,49,82,21,8,0,0,111,121,34,6,0,0,164,409,94,24,0,0,529,538,102,22,0,0,659,717,60,11,0,0,788,284,18,0,0,3,306,196,11,5,0,0,213,120,4,4,0,0,125,165,16,3,0,0,189,2886,411,85,0,6,3384
POA6055,140,0,0,0,0,142,42,0,0,0,0,43,48,3,0,0,0,48,81,4,0,0,0,90,112,4,0,0,0,114,621,18,0,0,0,641,1431,46,0,0,0,1481,2354,36,3,0,5,2401,962,13,0,0,6,981,483,8,0,0,0,492,320,4,0,0,0,323,318,3,0,0,6,323,6912,140,6,4,18,7072
POA6056,288,20,0,0,0,312,90,11,0,0,0,104,95,10,3,0,0,104,174,29,10,0,0,205,265,45,3,0,0,316,936,130,15,0,0,1090,1217,72,16,0,0,1297,1437,55,7,0,0,1501,542,10,0,0,0,551,379,11,3,0,0,391,231,3,0,0,0,242,341,23,0,0,0,365,5994,410,53,4,5,6472
POA6057,108,4,0,0,0,107,36,0,0,0,0,30,44,0,0,0,0,49,75,0,0,0,0,75,110,3,0,0,0,109,378,13,0,0,0,390,584,13,0,0,0,600,795,17,0,0,0,806,259,0,0,0,0,262,173,5,0,0,0,181,102,0,0,0,0,108,170,3,0,0,0,172,2820,52,3,0,0,2879
POA6058,61,3,0,0,0,70,33,4,0,0,0,34,30,0,0,0,0,36,54,0,0,0,0,55,71,6,0,0,0,81,330,22,0,0,0,351,545,30,0,0,0,577,617,10,0,0,0,631,184,0,0,0,0,191,102,0,0,0,0,98,61,3,0,0,0,62,135,0,0,0,0,141,2228,96,0,3,0,2325
POA6059,149,38,3,0,0,193,37,8,0,0,0,44,40,8,0,0,0,50,56,17,6,0,0,76,79,31,3,0,0,114,254,134,12,0,0,399,284,142,10,0,0,434,579,158,7,0,0,745,329,36,0,0,0,366,352,36,0,0,0,386,244,14,0,0,0,262,160,22,0,0,0,186,2550,656,37,0,0,3250
POA6060,81,83,20,0,0,187,24,19,5,0,0,41,16,29,9,0,0,50,29,52,25,0,0,98,54,81,14,0,0,147,117,296,98,0,0,518,201,336,76,0,0,612,369,371,52,0,0,796,253,149,17,0,0,425,226,131,10,0,0,360,144,55,5,0,0,204,75,75,9,0,0,160,1598,1676,336,0,0,3611
POA6061,192,59,0,0,0,256,62,23,0,0,0,86,58,22,0,0,0,87,106,72,7,0,0,184,184,108,13,0,0,303,747,420,25,0,0,1195,934,503,14,0,0,1455,663,343,8,0,0,1018,190,84,0,0,0,270,118,53,0,0,0,172,73,33,0,0,0,105,227,101,4,0,0,335,3562,1831,75,0,0,5471
POA6062,211,41,3,0,0,259,58,11,0,0,0,70,63,8,3,0,0,75,105,25,0,0,0,128,140,33,0,0,0,178,472,100,7,0,0,585,766,133,0,0,0,905,1049,125,0,0,0,1174,436,37,0,0,0,465,330,18,0,0,0,351,154,18,0,0,0,166,260,31,0,0,0,292,4038,580,18,0,0,4642
POA6063,127,7,0,0,0,137,44,0,0,0,0,52,40,0,0,0,0,40,80,8,4,0,0,86,101,6,0,0,0,107,348,24,9,0,0,385,514,18,6,0,0,538,600,9,0,0,0,613,174,5,0,0,0,180,112,0,0,0,0,113,58,0,0,0,0,58,141,5,0,0,0,142,2343,81,19,0,0,2444
POA6064,247,23,0,0,0,268,94,7,0,0,0,103,82,8,0,0,0,94,122,30,0,0,0,155,190,35,4,0,0,225,765,150,10,0,0,921,943,106,0,0,0,1043,961,49,4,0,0,1017,279,9,0,0,0,296,132,3,0,0,0,135,95,4,0,0,0,100,257,16,0,0,0,271,4172,442,8,0,0,4633
POA6065,408,11,0,0,0,419,126,8,0,0,0,133,121,11,0,0,0,136,217,14,0,0,0,230,341,8,0,0,0,353,1213,86,0,3,0,1302,2088,118,0,0,0,2206,3875,82,0,0,6,3954,1846,21,0,0,0,1864,1096,20,0,0,0,1116,554,3,0,0,0,556,671,28,0,0,0,697,12552,399,5,4,6,12962
POA6066,160,5,0,0,0,165,59,0,0,0,0,63,47,0,0,0,0,51,87,6,0,0,0,92,120,5,0,0,0,121,464,14,0,0,0,478,657,19,0,0,0,675,731,12,0,0,0,741,267,0,0,0,0,271,158,0,0,0,0,155,78,0,0,0,0,78,202,0,0,0,0,207,3021,58,5,0,0,3087
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,232,7,0,0,0,236,75,0,0,0,0,82,65,6,0,0,0,69,102,4,0,0,0,106,225,11,4,0,0,242,1012,64,9,0,0,1089,1861,99,0,0,0,1959,2690,136,6,0,0,2828,1167,30,0,0,0,1195,708,21,0,0,0,728,391,4,0,0,0,395,438,18,3,0,0,463,8952,409,23,0,3,9386
POA6070,30,0,0,0,0,30,8,0,0,0,0,8,9,0,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,21,46,0,0,0,0,46,87,0,0,0,0,82,168,0,0,0,0,165,85,0,0,0,0,85,84,0,0,0,0,84,65,0,0,0,0,61,47,0,0,0,0,47,673,0,0,6,0,680
POA6071,31,0,0,0,0,31,10,0,0,0,0,10,11,0,0,0,0,11,21,0,0,0,0,21,21,0,0,0,0,21,52,0,0,0,0,52,102,0,0,0,0,105,141,0,0,0,0,141,79,0,0,0,0,79,64,0,0,0,0,64,47,0,0,0,0,49,31,0,0,0,0,31,605,4,0,0,0,602
POA6072,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,25,0,0,0,0,25,48,0,0,0,0,48,20,0,0,0,0,20,14,0,0,0,0,14,16,0,0,0,0,16,5,0,0,0,0,5,157,0,0,0,0,159
POA6073,19,0,0,0,0,21,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,10,32,0,0,0,0,32,39,0,0,0,0,39,67,3,0,0,0,72,105,0,0,0,0,104,70,0,0,0,0,76,52,0,0,0,0,52,22,0,0,0,0,22,26,0,0,0,0,26,459,0,0,0,0,466
POA6074,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,12,0,0,0,0,12,19,0,0,0,0,19,53,0,0,0,0,53,22,0,0,0,0,22,20,0,0,0,0,24,4,0,0,0,0,4,12,0,0,0,0,12,171,0,0,0,0,176
POA6076,145,0,3,0,0,158,51,0,0,0,0,51,54,0,0,0,0,55,66,0,0,0,0,63,102,3,0,0,0,107,304,8,6,0,0,315,367,6,0,0,0,379,757,6,0,0,0,768,443,0,0,0,0,453,431,0,0,0,0,433,248,0,0,3,0,252,164,3,0,0,0,164,3141,35,11,6,5,3195
POA6077,14,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,7,22,0,0,0,0,19,7,3,0,0,0,12,26,0,0,0,0,24,8,0,0,0,0,13,35,0,0,0,0,35,34,0,0,0,0,39,17,0,0,0,0,17,175,8,6,0,0,186
POA6078,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,13,0,0,0,0,13,22,0,0,0,0,22,31,0,0,0,0,26,3,0,0,0,0,3,119,0,3,0,0,118
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,42,0,0,0,0,42,20,0,0,0,0,20,17,0,0,0,0,17,29,0,0,0,0,29,20,0,0,0,0,20,94,0,0,0,0,94,137,0,0,0,0,137,213,0,0,0,0,217,118,0,0,0,0,118,119,0,0,0,0,119,70,0,0,0,0,70,49,0,0,0,0,49,928,0,0,0,0,928
POA6082,20,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15,19,0,0,0,0,19,57,0,0,0,0,57,91,0,0,0,0,91,171,0,0,0,0,170,83,0,0,0,0,83,85,0,0,0,0,85,34,0,0,0,0,34,48,0,0,0,0,50,628,0,0,0,0,636
POA6083,20,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,16,24,0,0,0,0,24,58,0,0,0,0,58,76,0,0,0,0,76,111,0,0,0,0,111,92,0,0,0,0,95,97,0,0,0,0,97,63,0,0,0,0,69,45,0,0,0,0,45,624,0,0,0,0,632
