SA1_CODE_2021,A_0_4_Indig_M,A_0_4_Indig_F,A_0_4_Indig_P,A_0_4_Non_Indig_M,A_0_4_Non_Indig_F,A_0_4_Non_Indig_P,A_0_4_Indig_status_ns_M,A_0_4_Indig_status_ns_F,A_0_4_Indig_status_ns_P,A_0_4_Tot_M,A_0_4_Tot_F,A_0_4_Tot_P,A_5_9_Indig_M,A_5_9_Indig_F,A_5_9_Indig_P,A_5_9_Non_Indig_M,A_5_9_Non_Indig_F,A_5_9_Non_Indig_P,A_5_9_Indig_status_ns_M,A_5_9_Indig_status_ns_F,A_5_9_Indig_status_ns_P,A_5_9_Tot_M,A_5_9_Tot_F,A_5_9_Tot_P,A_10_14_Indig_M,A_10_14_Indig_F,A_10_14_Indig_P,A_10_14_Non_Indig_M,A_10_14_Non_Indig_F,A_10_14_Non_Indig_P,A_10_14_Indig_status_ns_M,A_10_14_Indig_status_ns_F,A_10_14_Indig_status_ns_P,A_10_14_Tot_M,A_10_14_Tot_F,A_10_14_Tot_P,A_15_19_Indig_M,A_15_19_Indig_F,A_15_19_Indig_P,A_15_19_Non_Indig_M,A_15_19_Non_Indig_F,A_15_19_Non_Indig_P,A_15_19_Indig_status_ns_M,A_15_19_Indig_status_ns_F,A_15_19_Indig_status_ns_P,A_15_19_Tot_M,A_15_19_Tot_F,A_15_19_Tot_P,A_20_24_Indig_M,A_20_24_Indig_F,A_20_24_Indig_P,A_20_24_Non_Indig_M,A_20_24_Non_Indig_F,A_20_24_Non_Indig_P,A_20_24_Indig_status_ns_M,A_20_24_Indig_status_ns_F,A_20_24_Indig_status_ns_P,A_20_24_Tot_M,A_20_24_Tot_F,A_20_24_Tot_P,A_25_29_Indig_M,A_25_29_Indig_F,A_25_29_Indig_P,A_25_29_Non_Indig_M,A_25_29_Non_Indig_F,A_25_29_Non_Indig_P,A_25_29_Indig_status_ns_M,A_25_29_Indig_status_ns_F,A_25_29_Indig_status_ns_P,A_25_29_Tot_M,A_25_29_Tot_F,A_25_29_Tot_P,A_30_34_Indig_M,A_30_34_Indig_F,A_30_34_Indig_P,A_30_34_Non_Indig_M,A_30_34_Non_Indig_F,A_30_34_Non_Indig_P,A_30_34_Indig_status_ns_M,A_30_34_Indig_status_ns_F,A_30_34_Indig_status_ns_P,A_30_34_Tot_M,A_30_34_Tot_F,A_30_34_Tot_P,A_35_39_Indig_M,A_35_39_Indig_F,A_35_39_Indig_P,A_35_39_Non_Indig_M,A_35_39_Non_Indig_F,A_35_39_Non_Indig_P,A_35_39_Indig_status_ns_M,A_35_39_Indig_status_ns_F,A_35_39_Indig_status_ns_P,A_35_39_Tot_M,A_35_39_Tot_F,A_35_39_Tot_P,A_40_44_Indig_M,A_40_44_Indig_F,A_40_44_Indig_P,A_40_44_Non_Indig_M,A_40_44_Non_Indig_F,A_40_44_Non_Indig_P,A_40_44_Indig_status_ns_M,A_40_44_Indig_status_ns_F,A_40_44_Indig_status_ns_P,A_40_44_Tot_M,A_40_44_Tot_F,A_40_44_Tot_P,A_45_49_Indig_M,A_45_49_Indig_F,A_45_49_Indig_P,A_45_49_Non_Indig_M,A_45_49_Non_Indig_F,A_45_49_Non_Indig_P,A_45_49_Indig_status_ns_M,A_45_49_Indig_status_ns_F,A_45_49_Indig_status_ns_P,A_45_49_Tot_M,A_45_49_Tot_F,A_45_49_Tot_P,A_50_54_Indig_M,A_50_54_Indig_F,A_50_54_Indig_P,A_50_54_Non_Indig_M,A_50_54_Non_Indig_F,A_50_54_Non_Indig_P,A_50_54_Indig_status_ns_M,A_50_54_Indig_status_ns_F,A_50_54_Indig_status_ns_P,A_50_54_Tot_M,A_50_54_Tot_F,A_50_54_Tot_P,A_55_59_Indig_M,A_55_59_Indig_F,A_55_59_Indig_P,A_55_59_Non_Indig_M,A_55_59_Non_Indig_F,A_55_59_Non_Indig_P,A_55_59_Indig_status_ns_M,A_55_59_Indig_status_ns_F,A_55_59_Indig_status_ns_P,A_55_59_Tot_M,A_55_59_Tot_F,A_55_59_Tot_P,A_60_64_Indig_M,A_60_64_Indig_F,A_60_64_Indig_P,A_60_64_Non_Indig_M,A_60_64_Non_Indig_F,A_60_64_Non_Indig_P,A_60_64_Indig_status_ns_M,A_60_64_Indig_status_ns_F,A_60_64_Indig_status_ns_P,A_60_64_Tot_M,A_60_64_Tot_F,A_60_64_Tot_P,A_65_and_over_Indig_M,A_65_and_over_Indig_F,A_65_and_over_Indig_P,A_65_and_over_Non_Indig_M,A_65_and_over_Non_Indig_F,A_65_and_over_Non_Indig_P,A_65_and_over_Indig_stat_ns_M,A_65_and_over_Indig_stat_ns_F,A_65_and_over_Indig_stat_ns_P,A_65_and_over_Tot_M,A_65_and_over_Tot_F,A_65_and_over_Tot_P,Tot_Indig_M,Tot_Indig_F,Tot_Indig_P,Tot_Non_Indig_M,Tot_Non_Indig_F,Tot_Non_Indig_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
50101100111,3,0,0,20,10,30,4,0,3,25,12,34,0,0,0,20,19,41,5,0,4,23,22,43,0,0,0,21,18,37,0,0,0,20,18,36,0,0,0,11,6,20,3,0,4,13,9,25,0,0,0,5,3,10,0,0,0,5,7,8,0,0,0,6,17,25,0,6,6,6,21,27,0,0,3,12,16,30,0,0,0,14,21,36,0,0,0,18,26,49,0,3,3,24,25,49,0,0,0,34,26,57,5,6,8,32,29,59,0,0,0,16,11,29,0,0,0,18,11,33,0,0,0,17,10,24,0,0,0,17,10,28,0,0,0,20,19,39,5,0,6,21,25,43,0,0,0,21,23,42,0,6,10,22,29,50,0,0,0,35,37,68,0,0,3,42,38,79,0,5,6,259,244,504,23,22,47,288,273,565
50101100112,0,0,0,18,3,23,5,0,3,23,6,32,0,0,0,19,8,28,3,3,4,24,12,30,0,0,0,14,4,15,7,0,9,19,8,29,0,0,0,6,11,16,0,0,0,6,12,19,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,5,8,15,0,0,0,11,8,17,0,0,0,11,15,25,0,5,5,11,18,27,0,0,0,9,21,30,0,0,4,12,22,35,0,0,0,19,7,25,3,3,5,17,10,32,0,0,0,11,12,17,3,4,9,13,12,28,0,0,0,12,13,23,0,0,0,13,13,25,0,0,0,15,26,39,0,0,0,15,25,41,0,0,0,23,16,38,0,0,0,22,16,36,0,0,0,45,38,81,9,5,10,53,41,90,0,0,0,204,189,396,31,26,53,234,212,448
50101100113,0,0,4,4,5,7,0,0,0,4,4,10,0,0,0,8,7,8,0,4,4,8,11,12,0,0,0,3,5,8,0,0,0,3,8,9,0,0,0,6,0,10,0,0,0,7,3,6,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,6,4,5,0,0,0,3,4,8,0,0,0,0,3,3,0,0,0,4,3,9,0,0,0,5,3,4,0,0,0,5,5,12,0,0,0,0,7,9,0,0,0,3,7,10,0,0,0,9,7,15,0,0,0,5,7,13,0,0,0,12,12,20,0,0,0,12,15,23,0,0,0,9,13,21,0,0,0,10,13,28,0,0,0,9,16,23,0,0,0,10,16,19,0,0,0,41,32,77,0,4,7,45,42,85,5,0,8,101,114,216,5,13,18,117,124,240
50101100114,0,0,4,18,24,34,0,0,0,20,21,43,0,0,0,32,26,54,4,3,7,32,29,59,0,0,0,27,18,48,3,5,12,32,30,58,0,0,0,8,13,23,5,0,0,11,12,26,0,0,0,8,9,13,0,0,0,8,9,13,0,0,0,9,16,18,0,0,0,9,15,25,0,0,0,9,18,25,5,5,0,9,18,31,0,0,0,17,21,42,3,3,12,23,28,50,0,0,0,19,27,46,0,0,4,20,32,52,0,0,0,21,24,45,3,3,4,25,25,51,0,0,0,28,20,50,3,3,4,36,27,60,0,0,0,21,24,41,0,0,5,20,24,41,0,0,0,19,25,40,0,0,3,20,23,41,0,0,0,28,32,60,9,0,10,35,32,70,4,0,6,260,292,551,30,35,67,291,330,619
50101100115,0,0,0,10,12,20,0,0,0,10,11,20,0,0,0,8,11,21,0,3,3,8,17,25,0,0,0,15,13,22,0,0,0,15,11,24,0,0,0,3,10,14,0,0,0,3,12,20,0,0,0,5,0,5,0,0,0,5,3,10,0,0,0,6,11,10,0,4,3,5,7,17,0,0,0,6,6,16,0,0,4,7,10,17,0,0,0,11,16,25,0,0,3,5,16,25,0,0,0,11,14,24,0,0,0,11,16,28,0,0,0,17,7,27,0,3,3,17,12,31,0,0,0,5,8,19,0,5,4,10,16,19,0,0,0,11,22,29,0,0,0,10,22,30,0,0,0,17,12,31,0,0,3,18,14,35,0,0,0,47,39,84,5,0,3,50,37,88,0,3,9,166,185,351,10,22,32,181,212,388
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,0,3,5,0,0,0,0,3,5,0,0,0,3,3,8,0,0,0,5,3,5,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,6,10,0,0,3,4,10,14,0,0,0,0,3,6,0,0,0,0,5,7,0,0,0,6,7,16,0,0,0,11,7,13,0,0,0,3,10,6,0,0,0,5,10,9,0,0,0,5,6,13,0,0,0,5,6,13,0,0,0,4,3,10,0,0,0,4,7,10,0,0,0,3,7,12,0,0,0,3,7,12,0,0,0,0,8,6,0,3,6,0,5,13,0,0,0,11,6,19,0,6,6,14,9,24,0,0,0,12,13,18,0,4,3,11,11,26,0,0,0,35,46,77,0,4,8,35,52,81,0,0,0,89,120,212,9,12,22,106,133,233
50101100302,0,0,0,8,5,14,0,0,0,13,5,17,4,0,4,12,18,31,0,0,0,14,18,32,0,0,3,19,17,31,0,0,0,22,15,35,0,0,0,14,7,24,0,0,0,14,7,24,0,0,0,3,6,8,0,0,0,3,6,8,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,6,4,11,0,0,0,3,4,9,0,0,0,9,13,21,0,0,0,9,13,22,0,0,0,7,18,27,0,0,0,7,23,30,0,0,0,16,20,27,0,0,0,16,17,31,0,0,0,10,8,22,0,0,0,10,8,22,0,0,0,3,9,12,0,0,0,3,9,12,0,0,0,6,14,24,0,0,0,6,14,24,0,0,0,23,24,48,0,0,0,23,24,49,7,7,11,133,165,305,3,3,3,149,171,315
50101100303,0,0,0,4,5,9,0,0,0,4,12,10,0,0,0,5,8,11,0,0,0,5,11,14,0,0,0,4,6,12,0,0,0,4,6,14,0,0,0,12,4,13,0,0,0,12,4,13,0,0,0,9,3,7,0,0,0,9,3,7,0,0,0,5,4,7,0,0,0,5,4,7,0,0,0,8,0,6,0,0,3,10,3,12,0,0,0,12,14,19,0,0,0,12,14,19,0,0,0,8,10,16,0,0,0,8,10,16,0,0,0,8,7,18,0,0,0,8,7,18,0,0,0,12,17,30,0,0,0,12,17,27,0,0,0,12,15,31,0,0,0,13,20,32,0,0,0,18,15,28,0,0,0,16,15,33,0,0,0,57,41,95,0,0,4,56,45,97,0,0,0,158,158,311,3,7,10,163,162,322
50101100304,0,0,0,8,6,11,0,0,4,8,7,16,0,0,0,10,11,19,0,0,0,11,11,21,0,0,0,9,13,18,0,3,3,9,13,17,0,0,0,10,13,25,0,0,0,10,13,25,0,0,0,8,0,7,0,0,0,7,0,9,0,0,0,4,6,14,5,0,3,13,6,20,0,0,0,3,7,9,0,0,0,3,5,13,0,0,0,4,5,11,0,0,0,4,5,15,0,0,0,8,7,16,0,0,0,8,10,21,0,0,0,10,4,13,0,0,0,10,4,13,0,0,0,8,15,22,0,0,0,8,15,26,0,0,0,3,7,13,0,0,0,9,7,15,0,0,0,9,4,12,0,0,0,8,4,17,0,0,0,18,18,33,4,6,10,23,23,44,0,0,4,114,108,226,16,17,33,133,132,261
50101100305,0,0,0,5,10,15,0,0,0,5,16,20,0,0,0,10,0,8,0,0,0,10,0,13,0,0,0,9,12,18,3,0,5,7,10,22,0,0,0,8,3,21,0,0,0,14,3,21,0,0,0,8,3,6,0,0,3,6,4,10,0,0,0,5,5,7,0,0,3,6,4,11,0,0,0,12,6,16,0,0,0,12,9,18,0,0,0,7,9,11,0,3,3,3,13,14,0,0,0,5,3,13,3,0,3,15,3,12,0,0,0,10,12,18,0,0,6,14,13,28,0,0,0,5,9,14,3,0,3,14,9,20,0,0,0,17,11,24,0,0,0,17,11,28,0,0,0,14,14,25,0,0,0,14,14,25,0,0,0,23,23,48,9,6,12,32,33,61,0,0,0,124,125,253,26,20,48,150,147,302
50101100306,0,0,0,11,14,25,0,0,3,16,14,28,0,0,0,11,15,30,0,3,3,11,18,34,0,0,0,12,13,27,0,0,0,12,13,27,0,0,0,14,16,31,0,0,0,14,16,31,0,0,0,4,8,11,0,0,0,4,8,11,0,0,0,13,11,22,0,0,0,13,14,25,0,0,0,11,16,25,0,0,0,13,16,20,0,0,0,11,23,37,0,0,0,11,23,37,0,0,0,20,6,23,0,0,0,20,10,25,0,0,0,12,11,26,0,0,0,13,11,33,0,0,0,12,17,29,0,0,0,11,19,29,0,0,0,22,21,41,0,0,0,25,19,45,0,0,0,18,23,35,0,0,0,18,23,35,0,0,0,39,36,74,0,0,0,39,36,74,0,0,4,208,230,442,4,9,9,219,239,460
50101100307,0,0,0,11,6,15,0,0,0,11,6,15,0,0,0,7,15,19,0,0,0,7,13,26,0,0,0,15,8,23,0,0,0,15,12,25,0,0,3,5,6,13,0,0,0,9,12,17,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,4,12,0,0,0,4,4,12,0,0,0,5,8,13,0,0,0,5,10,8,0,0,0,7,9,16,0,0,0,7,8,19,0,0,0,8,11,22,0,0,0,13,11,26,0,0,0,12,9,19,0,0,0,12,11,19,0,0,0,13,10,25,0,0,0,13,10,25,0,0,0,12,12,25,0,0,0,12,16,24,0,0,0,9,13,18,0,0,0,13,13,25,0,0,0,33,29,57,0,4,5,36,33,67,0,7,6,148,139,285,6,16,17,153,155,307
50101100308,0,0,0,0,4,10,0,0,0,0,4,11,0,0,0,12,7,23,0,0,0,12,14,24,0,0,0,23,11,38,0,0,0,25,17,37,0,0,0,8,11,20,0,0,0,8,14,20,0,0,0,4,3,5,0,0,0,4,3,5,0,0,0,3,6,12,0,0,0,3,7,9,0,0,0,5,3,6,0,0,0,8,0,5,0,0,0,7,16,20,0,0,0,10,16,24,0,0,0,9,11,24,0,0,0,9,12,22,0,0,0,10,11,25,0,0,0,10,18,26,0,0,0,10,18,31,0,0,0,10,18,31,0,0,0,23,23,42,0,0,4,25,26,46,0,0,0,19,15,37,0,0,0,19,15,37,0,0,0,40,38,75,0,0,0,45,42,77,0,3,5,185,188,369,3,10,16,193,197,389
