SA1_CODE_2021,P_PG_Deg_35_44_yr,P_PG_Deg_45_54_yr,P_PG_Deg_55_64_yr,P_PG_Deg_65_74_yr,P_PG_Deg_75_84_yr,P_PG_Deg_85_yr_over,P_PGuate_Deg_Tot,P_Grad_Dip_Cer_15_24_yr,P_Grad_Dip_Cer_25_34_yr,P_Grad_Dip_Cer_35_44_yr,P_Grad_Dip_Cer_45_54_yr,P_Grad_Dip_Cer_55_64_yr,P_Grad_Dip_Cer_65_74_yr,P_Grad_Dip_Cer_75_84_yr,P_Grad_Dip_Cer_85_yr_over,P_Grad_Dip_Cer_Tot,P_B_Deg_15_24_yr,P_B_Deg_25_34_yr,P_B_Deg_35_44_yr,P_B_Deg_45_54_yr,P_B_Deg_55_64_yr,P_B_Deg_65_74_yr,P_B_Deg_75_84_yr,P_B_Deg_85_yr_over,P_B_Deg_Tot,P_Adv_Dip_Dip_15_24,P_Adv_Dip_Dip_25_34,P_Adv_Dip_Dip_35_44,P_Adv_Dip_Dip_45_54,P_Adv_Dip_Dip_55_64,P_Adv_Dip_Dip_65_74,P_Adv_Dip_Dip_75_84,P_Adv_Dip_Dip_85_yr_over,P_Adv_Dip_Dip_Total,P_Cer_III_IV_15_24_yr,P_Cer_III_IV_25_34_yr,P_Cer_III_IV_35_44_yr,P_Cer_III_IV_45_54_yr,P_Cer_III_IV_55_64_yr,P_Cer_III_IV_65_74_yr,P_Cer_III_IV_75_84_yr,P_Cer_III_IV_85_yr_over,P_Cer_III_IV_Tot,P_Cer_I_II_15_24_yr,P_Cer_I_II_25_34_yr,P_Cer_I_II_35_44_yr,P_Cer_I_II_45_54_yr,P_Cer_I_II_55_64_yr,P_Cer_I_II_65_74_yr,P_Cer_I_II_75_84_yr,P_Cer_I_II_85_yr_over,P_Cer_I_II_Tot,P_Cer_nfd_15_24_yr,P_Cer_nfd_25_34_yr,P_Cer_nfd_35_44_yr,P_Cer_nfd_45_54_yr,P_Cer_nfd_55_64_yr,P_Cer_nfd_65_74_yr,P_Cer_nfd_75_84_yr,P_Cer_nfd_85_yr_over,P_Cer_nfd_Tot,P_Cer_Tot_15_24_yr,P_Cer_Tot_25_34_yr,P_Cer_Tot_35_44_yr,P_Cer_Tot_45_54_yr,P_Cer_Tot_55_64_yr,P_Cer_Tot_65_74_yr,P_Cer_Tot_75_84_yr,P_Cer_Tot_85_yr_over,P_Cer_Tot_Tot,P_lvl_educ_inad_desc_15_24,P_lvl_educ_inad_desc_25_34,P_lvl_educ_inad_desc_35_44,P_lvl_educ_inad_desc_45_54,P_lvl_educ_inad_desc_55_64,P_lvl_educ_inad_desc_65_74,P_lvl_educ_inad_desc_75_84,P_lvl_educ_inad_desc_85ov,P_lvl_educ_inad_desc_Tot,P_lvl_educ_ns_15_24,P_lvl_educ_ns_25_34,P_lvl_educ_ns_35_44,P_lvl_educ_ns_45_54,P_lvl_educ_ns_55_64,P_lvl_educ_ns_65_74,P_lvl_educ_ns_75_84,P_lvl_educ_ns_85ov,P_lvl_educ_ns_Tot,P_Tot_15_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
50101100317,6,4,4,4,0,0,22,0,0,0,6,4,5,0,0,14,0,16,20,27,17,13,8,0,105,0,5,10,14,17,7,6,0,63,8,8,14,22,13,6,6,0,73,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,9,8,17,26,17,7,6,0,82,0,0,0,0,0,0,0,0,3,7,3,0,11,6,6,4,0,32,15,37,47,87,65,46,13,3,319
50101100319,0,0,4,10,6,0,21,0,4,0,0,0,0,0,0,14,0,4,12,20,11,14,11,0,63,0,3,4,4,9,12,8,0,39,0,4,4,4,8,8,0,0,29,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,7,5,4,4,4,8,13,5,0,39,0,0,0,0,0,3,0,0,8,3,4,0,0,0,3,3,7,22,3,24,15,29,36,51,29,5,194
50101100320,0,0,3,7,0,0,17,0,0,0,0,3,5,0,0,13,6,6,28,28,21,32,13,0,124,0,9,10,16,11,11,5,0,71,3,13,25,16,21,8,0,0,82,0,0,0,0,0,0,0,0,5,0,3,0,0,4,3,3,0,11,0,13,26,16,23,8,3,0,102,0,0,0,0,0,4,0,0,6,7,4,7,3,0,4,0,3,28,6,36,83,73,57,67,28,3,364
50101100321,3,7,4,0,0,0,22,0,0,9,5,0,0,0,0,13,0,9,16,21,12,13,8,0,83,0,3,16,12,3,6,4,0,42,8,10,10,24,15,6,0,0,68,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,8,10,16,26,17,8,0,0,83,0,0,0,0,0,0,0,0,9,3,0,3,12,0,4,0,0,25,9,24,59,84,42,38,8,0,265
50101100322,4,0,0,4,4,0,11,0,0,0,0,0,8,0,0,7,4,7,20,10,17,17,3,0,80,0,3,0,0,9,15,0,0,34,6,4,5,3,12,5,0,0,28,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,5,4,9,4,10,3,0,0,39,0,0,0,0,0,0,0,0,0,0,9,11,5,12,10,0,0,51,13,32,41,24,56,55,10,0,218
50101100323,0,3,0,4,0,0,7,0,0,8,0,0,0,0,0,5,0,0,7,3,3,11,0,0,30,0,0,3,6,4,0,3,0,24,0,5,0,14,11,0,0,0,29,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,3,0,5,6,12,8,0,0,0,35,0,0,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,25,0,11,36,32,29,13,9,0,127
50101100324,5,9,3,4,0,0,23,0,0,9,0,5,7,0,0,20,6,8,13,22,13,12,3,0,81,0,9,9,3,10,7,0,0,36,10,5,10,14,19,13,4,0,72,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,12,5,8,12,14,13,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,17,24,46,47,51,45,15,3,243
50101100325,4,3,0,0,4,0,16,0,0,0,0,0,0,0,0,11,0,23,27,21,5,3,3,4,90,0,7,15,12,7,9,3,0,58,12,20,39,25,5,8,9,0,114,0,0,3,0,0,0,0,0,8,0,3,5,4,0,8,0,0,13,12,24,40,29,7,14,8,0,132,0,0,0,0,0,0,0,0,3,4,11,7,7,0,3,0,0,39,22,65,110,65,28,33,16,6,334
50101100326,4,4,5,0,0,0,13,0,5,3,0,0,4,0,0,12,0,21,20,4,0,3,6,0,56,0,6,4,11,0,5,0,0,32,3,15,16,18,10,6,0,0,68,0,0,4,0,0,0,0,0,3,0,0,0,0,5,0,0,0,11,3,15,16,18,12,8,8,0,87,0,0,5,0,6,0,0,0,7,6,3,3,8,3,0,6,0,25,12,57,57,42,22,21,14,3,228
50101100328,7,5,8,0,5,0,18,0,0,3,0,0,0,0,0,12,0,14,25,27,14,12,3,0,96,0,10,25,17,16,12,8,0,92,11,29,41,42,16,11,0,4,155,0,0,5,4,0,0,0,0,9,0,0,3,8,7,0,3,0,20,9,31,51,51,26,13,6,4,184,0,0,0,3,7,0,0,0,6,4,10,4,0,6,10,9,0,41,18,59,107,107,72,50,26,5,443
50101100329,3,0,0,0,0,0,11,0,0,0,5,0,0,0,0,11,0,5,20,13,7,9,8,0,61,0,10,12,12,9,8,7,0,58,9,9,19,19,14,16,6,0,90,5,0,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,9,11,9,22,25,11,23,0,0,104,0,0,0,0,0,0,0,0,6,11,0,10,3,6,8,8,0,50,24,27,69,52,41,48,31,8,290
50101100330,0,3,6,5,0,0,19,0,0,0,0,0,0,0,0,3,0,12,8,10,8,21,7,0,65,0,3,4,6,4,3,3,0,29,5,6,3,4,11,13,0,0,41,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,5,6,5,3,4,15,13,4,0,49,0,0,0,0,0,0,0,0,0,4,10,7,14,25,28,9,0,102,10,34,29,42,57,79,25,6,273
50101100331,3,4,0,3,0,0,16,0,0,6,0,0,0,0,0,13,0,26,38,8,3,7,0,0,82,0,22,24,13,10,0,3,0,70,8,39,35,20,7,14,0,0,113,5,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,0,11,10,38,36,26,11,13,0,0,135,0,0,0,0,0,0,0,0,7,0,9,5,0,0,0,0,0,19,12,98,108,60,20,30,3,0,339
50101100332,0,0,4,3,0,0,10,0,0,0,4,0,0,0,0,3,0,5,13,11,13,8,5,0,53,0,0,5,4,3,3,0,0,19,4,6,6,4,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,4,6,9,8,7,3,0,5,34,0,0,0,0,0,0,0,0,0,4,0,3,5,9,3,0,0,20,3,14,29,30,39,17,6,5,137
50101100401,0,4,0,3,0,0,13,0,0,4,6,0,0,0,0,13,0,8,21,23,9,11,4,0,74,0,0,9,15,14,9,0,0,51,3,11,13,25,7,8,0,0,57,0,0,0,6,0,0,0,0,7,3,0,0,0,0,0,3,0,8,6,10,13,26,11,7,3,0,74,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,10,12,23,50,72,32,28,12,0,234
50101100405,4,7,0,0,0,0,20,0,3,0,4,9,5,0,0,23,0,15,27,35,15,4,6,0,97,0,7,13,11,15,4,0,3,53,3,8,9,12,12,4,0,0,50,0,0,6,0,3,0,0,0,9,0,0,0,5,5,0,0,0,5,5,12,10,15,13,9,0,0,65,0,0,0,0,0,0,0,0,0,11,0,5,17,13,5,0,0,55,16,45,64,91,65,27,9,3,313
50101100406,8,3,0,8,0,0,16,0,0,0,3,0,0,0,0,8,3,19,14,16,8,14,4,0,80,0,8,10,3,10,11,0,0,47,7,9,15,16,15,3,0,0,73,3,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,12,11,12,22,19,17,9,0,4,83,0,0,0,0,0,0,0,0,0,3,7,6,11,4,4,0,0,29,16,52,57,57,39,39,6,3,270
50101100407,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,8,13,16,4,9,9,6,64,0,13,0,4,3,4,4,3,33,5,8,11,18,7,12,4,5,72,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,5,8,8,15,13,7,6,10,5,81,0,0,0,0,0,0,0,0,4,12,8,7,10,11,6,20,31,107,23,49,50,50,28,33,38,39,306
50101100408,4,4,0,3,0,0,18,0,0,0,0,5,0,3,0,7,0,23,10,14,7,9,0,0,62,5,8,10,8,9,7,5,0,38,4,17,12,5,24,10,0,0,67,0,0,0,4,0,0,0,0,5,0,0,0,0,6,0,0,0,14,11,21,16,5,26,14,0,0,88,0,0,0,0,5,0,0,0,6,8,8,8,10,20,8,5,0,67,18,60,41,36,71,49,8,0,291
50101100410,9,0,0,3,0,0,25,0,0,7,6,0,0,0,0,16,5,45,31,17,6,7,6,0,117,0,25,25,17,9,5,4,0,77,13,50,56,27,11,4,0,0,163,6,4,6,0,0,0,0,0,13,0,4,5,5,0,3,0,0,12,22,59,61,30,11,7,0,0,189,0,0,0,0,0,0,0,0,4,11,19,10,13,3,9,0,0,66,37,148,142,82,36,29,12,0,486
50101100411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,6,3,3,0,4,33,0,0,4,3,3,3,0,0,19,4,3,10,13,9,5,5,0,49,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,10,5,3,14,17,14,6,5,0,56,0,0,0,0,0,0,0,0,5,3,6,9,4,13,9,0,0,50,16,21,32,34,34,16,9,0,164
50101100412,0,0,3,3,0,0,13,0,0,5,0,8,0,0,0,18,0,0,10,12,10,15,3,0,53,0,0,0,12,12,11,0,0,36,6,7,9,6,18,6,4,0,55,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,6,7,9,7,22,11,0,0,60,0,0,0,0,0,0,0,0,0,3,3,13,0,13,9,10,4,52,9,16,42,38,59,51,18,3,239
