SED_CODE_2021,Cntd_home_Cen_Nt_0_14_yr,Cntd_home_Cen_Nt_15_24_yr,Cntd_home_Cen_Nt_25_34_yr,Cntd_home_Cen_Nt_35_44_yr,Cntd_home_Cen_Nt_45_54_yr,Cntd_home_Cen_Nt_55_64_yr,Cntd_home_Cen_Nt_65_74_yr,Cntd_home_Cen_Nt_75_84_yr,Cntd_home_Cen_Nt_85_yr_over,Cntd_home_Cen_Night_Tot,Vis_from_Same_SA2_0_14,Vis_from_Same_SA2_15_24,Vis_from_Same_SA2_25_34,Vis_from_Same_SA2_35_44,Vis_from_Same_SA2_45_54,Vis_from_Same_SA2_55_64,Vis_from_Same_SA2_65_74,Vis_from_Same_SA2_75_84,Vis_from_Same_SA2_85_yr_over,Vis_from_Same_SA2_Tot,Vis_fro_Diff_SA2_NSW_0_14,Vis_fr_Diff_SA2_NSW_15_24,Vis_fr_Diff_SA2_NSW_25_34,Vis_fr_Diff_SA2_NSW_35_44,Vis_fr_Diff_SA2_NSW_45_54,Vis_fr_Diff_SA2_NSW_55_64,Vis_fr_Diff_SA2_NSW_65_74,Vis_fr_Diff_SA2_NSW_75_84,Vis_fr_Diff_SA2_NSW_85_over,Vis_fr_Diff_SA2_NSW_Tot,Vis_fro_Diff_SA2_Vic_0_14,Vis_fr_Diff_SA2_Vic_15_24,Vis_fr_Diff_SA2_Vic_25_34,Vis_fr_Diff_SA2_Vic_35_44,Vis_fr_Diff_SA2_Vic_45_54,Vis_fr_Diff_SA2_Vic_55_64,Vis_fr_Diff_SA2_Vic_65_74,Vis_fr_Diff_SA2_Vic_75_84,Vis_fr_Diff_SA2_Vic_85_over,Vis_fr_Diff_SA2_Vic_Tot,Vis_fro_Diff_SA2_Qld_0_14,Vis_fr_Diff_SA2_Qld_15_24,Vis_fr_Diff_SA2_Qld_25_34,Vis_fr_Diff_SA2_Qld_35_44,Vis_fr_Diff_SA2_Qld_45_54,Vis_fr_Diff_SA2_Qld_55_64,Vis_fr_Diff_SA2_Qld_65_74,Vis_fr_Diff_SA2_Qld_75_84,Vis_fr_Diff_SA2_Qld_85_over,Vis_fr_Diff_SA2_Qld_Tot,Vis_fro_Diff_SA2_SA_0_14,Vis_fr_Diff_SA2_SA_15_24,Vis_fr_Diff_SA2_SA_25_34,Vis_fr_Diff_SA2_SA_35_44,Vis_fr_Diff_SA2_SA_45_54,Vis_fr_Diff_SA2_SA_55_64,Vis_fr_Diff_SA2_SA_65_74,Vis_fr_Diff_SA2_SA_75_84,Vis_fr_Diff_SA2_SA_85_over,Vis_fr_Diff_SA2_SA_Tot,Vis_fro_Diff_SA2_WA_0_14,Vis_fr_Diff_SA2_WA_15_24,Vis_fr_Diff_SA2_WA_25_34,Vis_fr_Diff_SA2_WA_35_44,Vis_fr_Diff_SA2_WA_45_54,Vis_fr_Diff_SA2_WA_55_64,Vis_fr_Diff_SA2_WA_65_74,Vis_fr_Diff_SA2_WA_75_84,Vis_fr_Diff_SA2_WA_85_over,Vis_fr_Diff_SA2_WA_Tot,Vis_fro_Diff_SA2_Tas_0_14,Vis_fr_Diff_SA2_Tas_15_24,Vis_fr_Diff_SA2_Tas_25_34,Vis_fr_Diff_SA2_Tas_35_44,Vis_fr_Diff_SA2_Tas_45_54,Vis_fr_Diff_SA2_Tas_55_64,Vis_fr_Diff_SA2_Tas_65_74,Vis_fr_Diff_SA2_Tas_75_84,Vis_fr_Diff_SA2_Tas_85_over,Vis_fr_Diff_SA2_Tas_Tot,Vis_fro_Diff_SA2_NT_0_14,Vis_fr_Diff_SA2_NT_15_24,Vis_fr_Diff_SA2_NT_25_34,Vis_fr_Diff_SA2_NT_35_44,Vis_fr_Diff_SA2_NT_45_54,Vis_fr_Diff_SA2_NT_55_64,Vis_fr_Diff_SA2_NT_65_74,Vis_fr_Diff_SA2_NT_75_84,Vis_fr_Diff_SA2_NT_85_over,Vis_fr_Diff_SA2_NT_Tot,Vis_fro_Diff_SA2_ACT_0_14,Vis_fr_Diff_SA2_ACT_15_24,Vis_fr_Diff_SA2_ACT_25_34,Vis_fr_Diff_SA2_ACT_35_44,Vis_fr_Diff_SA2_ACT_45_54,Vis_fr_Diff_SA2_ACT_55_64,Vis_fr_Diff_SA2_ACT_65_74,Vis_fr_Diff_SA2_ACT_75_84,Vis_fr_Diff_SA2_ACT_85_over,Vis_fr_Diff_SA2_ACT_Tot,Vis_fro_Diff_SA2_OT_0_14,Vis_fr_Diff_SA2_OT_15_24,Vis_fr_Diff_SA2_OT_25_34,Vis_fr_Diff_SA2_OT_35_44,Vis_fr_Diff_SA2_OT_45_54,Vis_fr_Diff_SA2_OT_55_64,Vis_fr_Diff_SA2_OT_65_74,Vis_fr_Diff_SA2_OT_75_84,Vis_fr_Diff_SA2_OT_85_over,Vis_fr_Diff_SA2_OT_Tot,Vis_fro_Diff_SA2_TOT_0_14,Vis_fr_Diff_SA2_TOT_15_24,Vis_fr_Diff_SA2_TOT_25_34,Vis_fr_Diff_SA2_TOT_35_44,Vis_fr_Diff_SA2_TOT_45_54,Vis_fr_Diff_SA2_TOT_55_64,Vis_fr_Diff_SA2_TOT_65_74,Vis_fr_Diff_SA2_TOT_75_84,Vis_fr_Diff_SA2_TOT_85_over,Vis_fr_Diff_SA2_TOT_TTOT,Vis_from_Tot_Viss_0_14_yr,Vis_from_Tot_Viss_15_24_yr,Vis_from_Tot_Viss_25_34_yr,Vis_from_Tot_Viss_35_44_yr,Vis_from_Tot_Viss_45_54_yr,Vis_from_Tot_Viss_55_64_yr,Vis_from_Tot_Viss_65_74_yr,Vis_from_Tot_Viss_75_84_yr,Vis_from_Tot_Viss_85_over,Vis_from_Tot_Viss_Tot,OS_vis_0_14_yr,OS_vis_15_24_yr,OS_vis_25_34_yr,OS_vis_35_44_yr,OS_vis_45_54_yr,OS_vis_55_64_yr,OS_vis_65_74_yr,OS_vis_75_84_yr,OS_vis_85_yr_over,OS_vis_Tot,Tot_pop_pl_en_0_14_yr,Tot_pop_pl_en_15_24_yr,Tot_pop_pl_en_25_34_yr,Tot_pop_pl_en_35_44_yr,Tot_pop_pl_en_45_54_yr,Tot_pop_pl_en_55_64_yr,Tot_pop_pl_en_65_74_yr,Tot_pop_pl_en_75_84_yr,Tot_pop_pl_en_85_yr_over,Tot_pop_pl_en_Tot
SED52404,7893,4529,4570,5602,5395,5081,4349,1854,540,39807,7,0,4,7,3,4,9,0,0,34,0,3,3,0,0,4,0,0,0,21,3,0,6,5,0,7,3,3,0,27,0,0,4,4,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,122,128,143,84,88,65,49,18,17,709,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,135,131,153,101,97,78,64,14,17,790,141,129,159,109,97,84,75,14,14,825,5,0,6,4,7,9,5,4,0,49,8039,4668,4732,5711,5499,5169,4435,1878,549,40683
SED52505,13134,6287,8594,10187,6370,5242,3760,1324,347,55244,4,6,6,6,4,4,7,3,0,40,3,0,0,3,0,0,4,0,0,11,0,5,5,0,3,6,0,0,0,26,4,0,3,0,0,0,0,0,0,13,0,0,0,0,4,4,0,0,0,9,132,186,125,70,65,51,80,30,8,745,3,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,145,190,142,82,79,68,89,31,7,837,144,194,141,95,87,72,88,36,7,872,12,4,10,9,20,49,64,14,4,180,13287,6492,8747,10289,6469,5362,3914,1374,358,56297
SED52604,6767,5301,4382,4869,5653,5802,3997,1712,639,39115,8,0,4,0,9,8,4,4,3,27,5,0,0,3,3,3,3,0,0,17,0,3,5,3,3,7,0,0,0,24,0,0,0,0,0,9,3,0,0,12,0,0,0,0,3,0,0,0,0,3,112,189,177,161,147,150,98,108,98,1243,0,0,0,0,0,0,8,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,193,185,165,161,168,116,114,98,1309,122,198,187,165,164,170,114,111,102,1331,6,3,10,6,8,5,4,3,3,60,6898,5504,4576,5040,5827,5978,4123,1826,740,40515
SED52702,6882,4227,2683,4197,5499,5226,4705,2861,963,37242,0,8,4,7,5,12,23,6,0,58,0,0,0,0,3,0,7,0,0,14,0,0,4,0,0,0,3,0,0,16,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,9,123,130,105,86,76,89,58,53,24,743,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,135,107,95,84,94,77,54,24,793,120,135,111,96,90,103,91,70,24,849,9,0,9,4,7,5,3,4,0,36,7010,4373,2811,4298,5589,5332,4800,2934,986,38132
SED52803,7442,4227,5766,5230,4778,4169,2123,777,219,34722,4,14,21,16,27,26,20,10,0,128,0,4,36,22,27,47,54,8,0,189,3,9,27,27,27,47,120,14,0,272,0,19,55,45,43,76,60,4,0,306,4,12,16,32,21,33,60,8,0,178,150,784,2287,2023,1981,1452,435,82,9,9214,0,0,3,0,25,28,7,0,0,71,0,0,4,10,8,13,4,0,0,45,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,156,829,2438,2158,2128,1705,735,114,9,10279,163,838,2457,2170,2158,1725,757,126,8,10408,5,17,47,17,13,24,19,0,4,147,7608,5082,8272,7425,6947,5913,2891,899,230,45275
SED52903,7981,4096,5633,4964,4235,3403,1782,538,126,32757,42,36,43,37,38,47,30,23,0,299,168,55,146,148,146,297,366,38,9,1372,324,55,123,244,196,530,624,93,0,2191,125,38,99,135,108,345,379,40,0,1276,56,29,43,69,74,178,252,55,0,759,660,638,1440,1167,1462,2348,2788,885,76,11475,31,5,27,26,24,64,61,6,0,239,31,29,92,44,54,43,17,6,0,317,28,0,3,25,9,26,20,0,0,113,0,0,0,0,0,0,0,0,0,0,1424,843,1969,1865,2076,3840,4508,1125,90,17742,1468,879,2015,1899,2115,3888,4539,1146,93,18041,8,89,179,42,14,17,26,0,0,374,9458,5062,7831,6901,6358,7312,6344,1688,216,51170
SED53004,7671,4415,3814,5505,5221,5004,5004,2312,951,39889,3,3,6,8,10,18,14,5,0,68,0,0,5,0,0,0,0,0,0,11,3,5,0,7,0,4,4,0,0,23,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,105,106,104,95,55,64,74,35,48,695,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,111,110,109,106,59,74,86,35,52,734,111,111,115,112,63,92,104,38,54,800,0,4,9,5,6,16,5,10,0,53,7783,4535,3939,5620,5292,5113,5106,2353,1002,40742
SED53105,11346,5640,7566,8303,5843,4193,2856,1378,500,47624,3,3,9,3,11,9,5,3,3,44,0,0,4,6,0,3,0,0,0,16,0,0,0,6,0,0,0,4,0,13,0,0,0,0,3,0,6,0,0,15,0,0,0,0,3,13,7,0,0,22,142,158,157,102,103,109,61,37,10,870,0,0,0,0,0,0,4,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,165,158,110,116,121,78,38,10,947,148,171,163,116,126,129,86,41,8,986,6,5,15,4,0,21,19,7,0,80,11500,5816,7743,8427,5970,4343,2960,1425,511,48695
SED53204,10843,6199,6154,7621,6533,4780,2976,1388,457,46953,0,3,4,0,0,3,5,5,0,22,0,0,0,5,0,5,0,0,0,10,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,3,0,4,91,127,101,86,52,49,69,31,19,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,92,127,106,88,61,57,79,34,13,652,91,127,110,88,61,57,80,41,18,678,6,4,8,7,4,16,18,6,4,76,10943,6333,6271,7717,6597,4860,3074,1433,478,47702
SED53306,8391,4796,4943,4956,4977,5086,4956,3455,1505,43064,6,17,13,15,10,23,14,16,8,120,0,4,0,0,0,5,11,0,0,27,5,0,5,3,7,5,12,4,0,41,0,0,0,0,0,4,11,0,0,11,0,0,0,0,0,0,0,0,0,9,166,159,159,145,190,169,148,82,48,1284,0,0,0,0,0,0,9,0,0,13,0,3,4,0,4,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,164,175,157,205,183,187,91,48,1389,188,181,186,169,213,207,197,115,57,1503,3,4,3,3,9,13,5,0,0,42,8579,4982,5127,5126,5201,5295,5164,3568,1563,44609
SED53402,6778,4235,7308,6927,5445,4511,3464,1793,875,41346,3,0,6,3,9,14,7,6,0,56,0,4,0,0,5,0,0,0,0,23,0,7,6,3,4,3,0,0,0,22,0,3,0,0,6,0,3,0,0,14,0,0,0,0,0,0,0,0,0,7,95,164,167,140,97,91,84,44,32,906,0,0,0,0,4,7,0,0,0,12,5,0,5,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,179,185,147,113,101,92,50,32,992,101,181,194,153,117,122,100,57,32,1051,3,5,17,16,9,15,9,3,0,76,6887,4421,7519,7097,5573,4650,3567,1853,909,42471
SED53502,8250,5265,6333,6018,5704,5376,4122,2392,972,44431,4,15,11,9,12,9,16,6,10,86,0,0,0,0,3,7,3,0,0,15,0,0,0,3,0,4,3,0,0,25,0,0,0,0,0,3,6,0,0,15,0,0,0,0,0,9,0,0,0,14,200,287,281,239,223,174,122,121,79,1730,0,0,0,0,0,3,3,4,0,6,0,0,0,4,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,290,286,253,240,201,140,130,81,1829,212,306,300,262,249,213,155,133,88,1915,13,11,13,15,7,19,15,9,0,99,8476,5579,6640,6290,5965,5608,4293,2534,1061,46448
SED53602,9283,6158,7105,6372,5571,5141,4054,2114,713,46500,13,15,13,5,12,4,19,6,0,80,0,0,0,6,3,5,0,0,0,9,0,0,4,3,7,0,0,3,0,16,0,0,4,3,0,4,4,0,0,16,6,0,0,0,0,0,0,3,0,9,122,133,165,136,107,78,65,27,17,847,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,138,171,142,116,83,76,37,17,908,140,150,180,148,126,89,89,43,17,987,11,3,19,15,7,26,16,0,0,96,9431,6312,7304,6533,5707,5255,4155,2152,732,47580
SED53701,6102,2880,3115,3893,4692,5791,5160,2501,633,34769,9,18,10,14,19,22,31,21,6,145,7,3,3,4,3,17,40,3,0,86,11,6,16,13,6,39,48,9,0,139,0,0,11,13,9,20,42,12,0,107,0,4,3,5,17,19,41,5,0,94,205,313,463,441,517,730,678,220,31,3598,0,10,20,8,0,0,6,0,0,44,4,3,0,0,0,0,0,0,0,10,0,0,3,0,0,5,8,0,0,13,0,0,0,0,0,0,0,0,0,0,226,347,515,484,550,836,863,247,35,4094,232,364,528,493,566,860,892,269,40,4236,0,27,84,48,11,0,4,0,0,179,6338,3266,3726,4432,5273,6649,6059,2766,678,39188
SED53802,7472,4962,7057,6372,5205,4852,4254,2650,944,43779,0,0,7,9,11,11,9,10,0,59,9,3,0,9,3,0,0,0,0,24,0,0,7,0,5,0,6,0,3,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,80,126,142,116,105,75,53,21,17,730,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,137,152,121,112,87,69,26,17,798,94,135,157,127,119,95,75,32,21,864,3,3,8,6,4,20,17,7,0,72,7569,5102,7221,6505,5332,4971,4346,2696,967,44714
SED53902,6060,4505,6442,5904,5144,4578,3713,2662,1571,40592,4,5,12,3,8,12,9,4,4,63,4,0,8,0,0,3,0,0,0,22,3,8,8,4,3,3,3,3,0,37,0,0,0,0,0,0,5,0,3,12,0,0,0,0,0,0,0,0,0,9,82,121,177,91,91,106,83,66,34,864,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,97,129,199,100,96,123,96,69,37,952,99,139,205,105,111,127,108,78,45,1014,7,10,10,6,8,10,7,4,0,69,6161,4653,6660,6021,5269,4725,3824,2737,1617,41674
SED54006,7972,4296,3946,4762,5214,5485,4936,2660,783,40050,5,5,9,11,12,15,25,20,8,108,0,0,3,3,0,11,14,0,0,35,10,0,9,3,4,10,8,0,0,40,0,0,0,0,9,3,14,3,0,29,0,0,0,0,12,3,0,0,0,21,168,287,165,150,176,174,147,62,24,1354,0,0,0,0,3,7,0,0,0,13,0,0,3,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,295,176,164,206,204,184,67,24,1503,183,297,191,172,217,218,212,85,38,1612,5,5,18,6,6,3,4,5,0,52,8162,4594,4148,4939,5439,5710,5150,2746,816,41710
SED54104,7095,6628,6362,5814,5381,4857,4442,2761,1115,44469,9,14,9,6,7,8,5,0,3,71,4,9,8,6,11,14,7,0,0,63,5,19,14,12,6,5,3,0,0,75,0,6,5,7,5,7,4,0,0,36,0,0,0,0,7,3,0,0,0,13,440,416,418,392,331,357,397,333,148,3234,0,0,4,0,4,5,13,4,0,26,0,0,8,7,9,4,0,0,0,39,0,0,4,4,3,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,450,455,467,434,375,396,425,340,152,3501,457,474,474,443,384,401,430,347,154,3566,9,41,37,14,28,21,23,9,9,188,7567,7145,6881,6270,5796,5280,4900,3115,1271,48221
SED54203,4144,2140,3602,3274,2932,2633,1608,631,124,21090,16,19,16,16,28,16,17,5,0,145,77,22,87,123,96,195,245,23,0,863,115,23,61,103,115,224,334,31,3,1009,49,37,74,108,132,196,164,19,0,785,40,20,54,61,79,129,170,16,0,574,727,1042,3251,2856,3207,3605,3319,1146,101,19238,19,9,21,26,27,57,46,7,0,210,13,0,13,18,8,29,12,0,0,84,12,3,3,3,9,3,6,0,0,39,0,0,0,0,0,0,0,0,0,0,1050,1149,3561,3303,3673,4440,4284,1241,100,22810,1071,1166,3581,3315,3704,4459,4299,1245,105,22949,6,56,140,30,30,34,9,0,0,313,5221,3364,7326,6627,6670,7126,5918,1886,232,44356
SED54304,5990,5797,13185,8894,5989,4998,3353,1530,696,50432,10,11,31,26,22,28,15,0,5,151,6,29,46,62,70,59,15,0,0,291,0,14,63,44,51,62,21,7,0,259,8,15,66,62,68,61,12,0,0,297,0,7,21,28,37,25,12,6,0,132,174,398,785,609,613,458,329,142,83,3592,0,0,6,11,12,9,10,0,0,52,3,0,14,16,12,14,5,0,0,63,0,4,7,12,5,4,4,0,0,40,5,0,0,0,4,0,3,0,0,11,198,466,1013,847,871,688,409,157,86,4728,214,471,1045,873,886,722,420,162,88,4884,41,130,320,160,125,85,34,20,3,916,6241,6400,14541,9933,6998,5806,3811,1708,790,56232
SED54403,10649,4700,8908,8716,6157,4147,1161,268,51,44744,21,15,19,21,27,16,6,6,0,134,33,24,83,110,115,130,86,17,0,588,61,12,77,88,123,175,150,30,0,715,21,17,139,231,249,252,153,18,3,1082,7,12,57,59,79,136,90,18,0,462,240,1085,4316,4261,4209,3057,1357,329,27,18877,0,8,12,20,29,45,25,11,0,148,0,9,16,21,15,35,5,0,0,97,4,0,4,3,0,9,7,0,0,23,0,0,0,0,0,0,0,0,0,0,369,1159,4704,4790,4827,3830,1878,420,26,21995,388,1175,4719,4815,4848,3842,1887,424,26,22128,7,33,93,72,54,48,22,4,0,345,11050,5908,13718,13602,11064,8037,3070,695,77,67221
SED54505,9086,5890,3357,6313,6294,4919,4797,2655,1047,44356,0,0,0,0,4,4,17,9,6,38,0,6,7,4,0,0,0,4,0,24,7,3,3,7,0,0,0,0,0,20,3,0,0,4,3,0,0,0,0,7,0,0,0,3,0,4,0,0,0,7,95,82,98,85,50,48,50,24,12,552,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,103,98,105,99,54,59,53,32,12,633,108,99,105,95,61,68,73,40,20,666,10,8,18,13,13,38,39,12,3,150,9202,6000,3480,6427,6369,5027,4901,2696,1068,45177
SED54605,6142,4169,4335,4225,4772,5479,4733,3046,1271,38175,12,19,7,19,9,13,22,10,0,116,0,5,43,23,7,7,12,0,0,98,0,0,3,3,6,9,7,0,0,24,0,4,3,3,11,8,10,4,0,48,0,3,0,3,8,0,5,0,0,23,148,235,304,208,173,133,84,42,11,1336,0,0,5,0,0,4,0,0,0,5,0,5,6,0,7,5,0,0,0,23,0,5,6,6,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,153,256,375,251,216,165,115,42,11,1582,162,275,387,270,226,176,134,54,16,1699,0,16,12,10,5,15,12,6,6,81,6298,4457,4736,4511,4999,5672,4886,3108,1292,39957
SED54701,6996,3339,3935,4268,4512,4876,3761,2168,736,34590,16,21,14,15,17,28,43,10,6,161,5,8,4,7,9,18,28,4,0,84,6,5,8,9,5,9,17,0,0,57,0,0,3,7,13,25,18,0,0,71,0,0,6,0,0,10,14,0,0,39,169,430,455,343,453,460,273,104,31,2721,0,0,0,0,5,16,5,0,0,21,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,180,447,488,370,483,549,358,118,32,3018,195,466,499,384,501,573,397,121,40,3176,0,7,35,11,3,10,4,0,0,70,7188,3815,4476,4657,5017,5458,4162,2289,779,37842
SED54804,7322,4331,7653,7044,5409,4331,3461,2259,1220,43024,4,0,4,5,4,3,5,7,0,39,3,3,10,8,4,13,8,4,0,59,5,7,3,7,8,12,13,4,0,61,0,0,3,6,13,15,5,3,0,57,3,0,3,4,5,0,4,0,0,25,152,167,194,132,119,127,85,42,26,1045,3,0,3,0,6,3,0,0,0,24,0,0,8,0,0,0,0,0,0,9,5,0,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,182,174,233,166,152,171,121,54,33,1299,187,179,235,174,155,178,128,66,35,1333,14,11,25,10,18,22,12,8,0,137,7519,4522,7917,7230,5587,4537,3603,2330,1246,44499
SED54905,6061,5604,6157,5402,4964,4787,4408,2377,1192,40944,3,8,12,11,9,8,16,5,5,71,0,4,3,5,5,13,5,0,0,43,6,3,4,12,11,3,12,0,0,45,0,4,3,0,5,13,8,0,0,41,4,0,5,3,0,0,0,0,0,13,141,278,192,161,117,163,137,63,36,1285,0,0,0,0,0,8,4,0,0,12,0,0,0,0,0,5,0,0,0,5,0,0,9,0,0,0,0,0,0,11,4,0,0,3,0,0,0,0,0,8,154,300,216,183,147,199,163,68,35,1467,152,307,229,200,154,210,176,77,33,1547,13,22,43,23,21,22,30,0,0,172,6226,5930,6427,5620,5143,5016,4614,2457,1232,42668
SED55005,11481,6650,6208,8153,6616,4767,3471,1528,594,49460,8,4,6,8,4,3,6,9,3,54,0,3,0,0,0,0,5,3,0,17,0,0,4,4,6,0,5,0,0,20,0,0,6,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,7,129,116,130,90,75,69,42,22,12,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,130,120,136,99,90,75,68,27,12,752,142,127,143,106,89,83,72,28,15,808,10,5,14,9,14,28,33,10,4,138,11636,6784,6364,8275,6723,4877,3576,1569,608,50404
SED55102,10953,5898,6260,7077,6508,5112,3420,1441,308,46980,8,7,3,13,10,8,9,10,4,70,0,3,0,0,0,6,8,0,0,23,0,0,10,11,10,11,9,4,0,47,0,0,0,7,0,9,4,0,0,27,0,0,0,0,3,3,4,4,0,21,142,160,170,183,135,110,100,35,15,1040,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,168,174,206,154,145,122,46,14,1164,152,173,180,217,164,153,130,53,21,1240,7,46,18,4,3,15,12,3,6,111,11110,6115,6457,7304,6672,5275,3561,1504,327,48325
SED55202,9494,5707,6324,6800,5659,4947,4312,2519,1004,46762,17,5,8,22,3,11,9,15,6,95,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,0,16,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,8,161,147,139,116,105,98,75,29,16,877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,152,149,116,111,107,81,34,20,933,175,159,158,135,121,122,92,45,27,1026,7,5,14,12,14,21,18,6,5,108,9683,5870,6501,6945,5789,5082,4423,2565,1035,47891
SED55306,8246,3624,3676,5271,5474,5094,5023,2736,1020,40181,16,3,11,14,16,29,34,23,3,157,0,4,8,3,4,10,5,0,0,46,3,0,9,4,0,11,13,0,0,44,5,0,9,7,3,18,23,4,0,60,5,7,0,4,11,8,0,0,0,40,300,256,423,343,328,568,554,212,51,3042,0,0,0,0,3,8,0,0,0,15,0,0,0,0,0,3,0,0,0,9,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,318,278,454,372,360,626,599,214,53,3264,333,278,458,384,378,653,638,243,56,3416,20,3,28,7,11,10,5,4,0,89,8602,3911,4162,5665,5863,5756,5666,2983,1080,43688
SED55405,6747,6758,10291,7247,4960,4154,3143,1920,1189,46411,4,8,14,5,9,11,9,5,4,67,3,4,7,10,6,0,7,0,0,42,0,0,10,10,4,11,0,0,0,29,0,3,0,4,0,10,0,0,0,22,0,0,4,7,0,0,0,0,0,13,102,252,218,115,104,103,89,50,28,1060,0,0,0,0,0,5,0,0,0,9,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,107,258,243,137,120,136,99,53,28,1185,111,268,252,145,130,143,110,53,37,1248,9,23,40,17,11,20,15,6,0,137,6870,7046,10580,7407,5105,4316,3269,1984,1219,47799
SED55504,10966,5934,6353,7159,6167,4726,3516,1884,619,47318,3,0,0,4,3,0,10,15,4,45,0,0,0,0,0,3,0,0,0,8,3,0,7,0,5,3,0,0,0,13,0,0,0,0,0,7,6,3,0,18,0,0,0,0,0,0,0,0,0,3,121,158,125,105,66,62,59,24,17,736,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,129,158,136,107,75,83,69,31,17,797,133,163,132,113,79,86,83,44,17,839,8,5,16,12,9,17,10,7,0,74,11099,6103,6501,7281,6252,4823,3606,1930,638,48232
SED55605,11196,6461,5678,6236,6669,5166,2872,1490,462,46238,16,3,5,10,10,9,6,11,0,67,0,4,0,0,0,0,6,3,0,13,0,0,0,0,0,5,0,0,0,15,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,7,155,186,125,105,73,67,56,23,10,792,0,0,3,3,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,186,133,109,77,79,68,31,10,849,173,197,142,122,85,83,66,38,4,917,3,3,9,8,7,9,7,6,0,55,11373,6659,5823,6370,6771,5263,2947,1535,470,47203
