SA3_CODE_2021,A25_34_UOLSE_T_11_15,A25_34_UOLSE_T_16,A25_34_UOLSE_T_17,A25_34_UOLSE_T_18,A25_34_UOLSE_T_19,A25_34_UOLSE_T_20,A25_34_UOLSE_T_21,A25_34_UOLSE_T_YNS,A25_34_UOLSE_T_T,A25_34_L_PinE_NS_B_05,A25_34_L_PinE_NS_05_10,A25_34_L_PinE_NS_11_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_17,A25_34_L_PinE_NS_18,A25_34_L_PinE_NS_19,A25_34_L_PinE_NS_20,A25_34_L_PinE_NS_21,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B_05,A25_34_T_05_10,A25_34_T_11_15,A25_34_T_16,A25_34_T_17,A25_34_T_18,A25_34_T_19,A25_34_T_20,A25_34_T_21,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B_05,A35_44_SEO_05_10,A35_44_SEO_11_15,A35_44_SEO_16,A35_44_SEO_17,A35_44_SEO_18,A35_44_SEO_19,A35_44_SEO_20,A35_44_SEO_21,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_UOLSE_VWW_B_05,A35_44_UOLSE_VWW_05_10,A35_44_UOLSE_VWW_11_15,A35_44_UOLSE_VWW_16,A35_44_UOLSE_VWW_17,A35_44_UOLSE_VWW_18,A35_44_UOLSE_VWW_19,A35_44_UOLSE_VWW_20,A35_44_UOLSE_VWW_21,A35_44_UOLSE_VWW_YNS,A35_44_UOLSE_VWW_T,A35_44_UOLSE_NWNAA_B_05,A35_44_UOLSE_NWNAA_05_10,A35_44_UOLSE_NWNAA_11_15,A35_44_UOLSE_NWNAA_16,A35_44_UOLSE_NWNAA_17,A35_44_UOLSE_NWNAA_18,A35_44_UOLSE_NWNAA_19,A35_44_UOLSE_NWNAA_20,A35_44_UOLSE_NWNAA_21,A35_44_UOLSE_NWNAA_YNS,A35_44_UOLSE_NWNAA_T,A35_44_UOLSE_PinE_NS_B_05,A35_44_UOLSE_PinE_NS_05_10,A35_44_UOLSE_PinE_NS_11_15,A35_44_UOLSE_PinE_NS_16,A35_44_UOLSE_PinE_NS_17,A35_44_UOLSE_PinE_NS_18,A35_44_UOLSE_PinE_NS_19,A35_44_UOLSE_PinE_NS_20,A35_44_UOLSE_PinE_NS_21,A35_44_UOLSE_PinE_NS_YNS,A35_44_UOLSE_PinE_NS_T,A35_44_UOLSE_T_B_05,A35_44_UOLSE_T_05_10,A35_44_UOLSE_T_11_15,A35_44_UOLSE_T_16,A35_44_UOLSE_T_17,A35_44_UOLSE_T_18,A35_44_UOLSE_T_19,A35_44_UOLSE_T_20,A35_44_UOLSE_T_21,A35_44_UOLSE_T_YNS,A35_44_UOLSE_T_T,A35_44_L_PinE_NS_B_05,A35_44_L_PinE_NS_05_10,A35_44_L_PinE_NS_11_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_17,A35_44_L_PinE_NS_18,A35_44_L_PinE_NS_19,A35_44_L_PinE_NS_20,A35_44_L_PinE_NS_21,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B_05,A35_44_T_05_10,A35_44_T_11_15,A35_44_T_16,A35_44_T_17,A35_44_T_18,A35_44_T_19,A35_44_T_20,A35_44_T_21,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B_05,A45_54_SEO_05_10,A45_54_SEO_11_15,A45_54_SEO_16,A45_54_SEO_17,A45_54_SEO_18,A45_54_SEO_19,A45_54_SEO_20,A45_54_SEO_21,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_UOLSE_VWW_B_05,A45_54_UOLSE_VWW_05_10,A45_54_UOLSE_VWW_11_15,A45_54_UOLSE_VWW_16,A45_54_UOLSE_VWW_17,A45_54_UOLSE_VWW_18,A45_54_UOLSE_VWW_19,A45_54_UOLSE_VWW_20,A45_54_UOLSE_VWW_21,A45_54_UOLSE_VWW_YNS,A45_54_UOLSE_VWW_T,A45_54_UOLSE_NWNAA_B_05,A45_54_UOLSE_NWNAA_05_10,A45_54_UOLSE_NWNAA_11_15,A45_54_UOLSE_NWNAA_16,A45_54_UOLSE_NWNAA_17,A45_54_UOLSE_NWNAA_18,A45_54_UOLSE_NWNAA_19,A45_54_UOLSE_NWNAA_20,A45_54_UOLSE_NWNAA_21,A45_54_UOLSE_NWNAA_YNS,A45_54_UOLSE_NWNAA_T,A45_54_UOLSE_PinE_NS_B_05,A45_54_UOLSE_PinE_NS_05_10,A45_54_UOLSE_PinE_NS_11_15,A45_54_UOLSE_PinE_NS_16,A45_54_UOLSE_PinE_NS_17,A45_54_UOLSE_PinE_NS_18,A45_54_UOLSE_PinE_NS_19,A45_54_UOLSE_PinE_NS_20,A45_54_UOLSE_PinE_NS_21,A45_54_UOLSE_PinE_NS_YNS,A45_54_UOLSE_PinE_NS_T,A45_54_UOLSE_T_B_05,A45_54_UOLSE_T_05_10,A45_54_UOLSE_T_11_15,A45_54_UOLSE_T_16,A45_54_UOLSE_T_17,A45_54_UOLSE_T_18,A45_54_UOLSE_T_19,A45_54_UOLSE_T_20,A45_54_UOLSE_T_21,A45_54_UOLSE_T_YNS,A45_54_UOLSE_T_T,A45_54_L_PinE_NS_B_05,A45_54_L_PinE_NS_05_10,A45_54_L_PinE_NS_11_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_17,A45_54_L_PinE_NS_18,A45_54_L_PinE_NS_19,A45_54_L_PinE_NS_20,A45_54_L_PinE_NS_21,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B_05,A45_54_T_05_10,A45_54_T_11_15,A45_54_T_16,A45_54_T_17,A45_54_T_18,A45_54_T_19,A45_54_T_20,A45_54_T_21,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B_05,A55_64_SEO_05_10,A55_64_SEO_11_15,A55_64_SEO_16,A55_64_SEO_17,A55_64_SEO_18,A55_64_SEO_19,A55_64_SEO_20,A55_64_SEO_21,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_UOLSE_VWW_B_05,A55_64_UOLSE_VWW_05_10,A55_64_UOLSE_VWW_11_15,A55_64_UOLSE_VWW_16
50502,2750,899,831,953,1099,355,49,128,9556,0,0,0,3,0,4,3,5,0,19,35,2605,2405,4343,1134,1070,1226,1436,472,80,247,15014,2614,1470,1319,96,77,91,77,45,17,100,5899,2131,2778,2405,361,316,289,327,144,22,76,8854,108,239,261,80,57,59,83,23,5,28,952,4,6,8,0,0,0,7,0,0,5,20,2244,3025,2669,449,370,345,417,166,28,112,9819,8,3,0,0,0,0,0,0,0,6,23,4861,4502,3984,543,453,443,492,204,45,218,15749,3716,799,408,28,34,38,32,26,8,75,5163,2569,1211,680,104,73,59,71,27,8,57,4850,362,216,164,44,27,28,38,30,5,29,951,3,5,0,0,0,0,0,0,0,4,15,2927,1436,849,152,98,90,113,53,9,85,5818,0,0,0,0,0,0,0,0,0,8,16,6647,2236,1258,180,134,129,143,76,22,173,10993,4736,415,172,19,11,13,14,18,0,72,5478,2684,380,142,17
50503,1512,302,234,313,326,124,42,93,5313,3,0,4,0,0,0,0,0,0,8,18,3111,3420,3068,499,383,445,460,205,63,209,11860,3381,2047,1913,160,110,84,80,42,28,111,7950,1920,2594,1718,204,151,155,134,70,24,63,7032,137,261,228,45,31,30,35,15,14,17,807,5,3,0,0,4,0,0,0,0,5,14,2066,2856,1949,250,182,183,167,86,32,85,7858,3,7,3,0,0,0,0,0,0,9,15,5444,4913,3864,408,290,265,251,129,62,206,15822,4812,3255,1555,96,64,50,47,24,9,104,10013,2175,1813,872,76,55,40,32,31,12,51,5157,415,226,139,29,20,24,33,7,4,27,936,0,9,0,0,0,0,0,0,0,3,7,2600,2044,1015,111,72,63,65,37,23,81,6102,8,6,0,0,0,0,0,0,0,10,20,7417,5299,2575,203,138,108,116,63,28,193,16138,6371,1655,528,36,25,23,28,18,10,103,8802,1980,606,191,8
50601,1145,234,184,203,190,40,26,23,3345,0,0,0,0,0,0,0,0,0,6,13,927,1569,1515,271,235,260,224,55,33,60,5144,1180,521,388,31,23,24,25,11,3,46,2252,792,2287,1742,177,121,114,98,43,13,38,5424,7,136,100,11,11,0,12,3,5,3,293,4,4,8,0,0,0,0,0,0,0,12,798,2423,1852,189,134,119,112,46,19,34,5732,0,5,0,0,0,0,0,0,0,5,15,1983,2953,2237,218,159,147,138,56,18,91,7997,1755,531,253,13,17,16,12,9,4,40,2651,508,994,531,37,34,21,21,12,0,6,2171,17,105,65,7,7,9,7,0,0,3,225,6,0,0,0,0,0,0,0,0,0,8,531,1101,596,49,46,24,27,15,3,12,2402,0,0,0,0,0,0,0,0,0,3,6,2289,1634,843,58,59,46,37,28,7,63,5060,2911,308,140,5,0,8,7,8,4,53,3447,513,276,119,8
50602,1571,483,439,536,671,212,37,82,5224,0,0,0,0,0,0,3,0,0,13,21,918,1214,2201,588,555,655,823,263,57,146,7428,865,519,431,40,33,38,31,16,13,39,2018,832,1201,1083,187,160,164,171,59,22,41,3914,22,94,90,28,29,17,29,13,8,9,339,0,4,0,0,0,0,0,0,0,4,11,850,1295,1175,217,186,183,197,73,24,58,4265,0,0,0,0,0,0,0,0,0,16,18,1718,1816,1605,254,223,221,228,84,38,117,6301,1261,252,150,18,18,4,15,8,0,30,1750,741,562,297,44,30,25,21,23,4,25,1778,59,116,74,6,10,20,12,16,0,3,326,0,0,0,0,0,0,0,0,0,0,4,798,680,375,53,43,49,37,40,4,28,2105,0,0,0,0,0,0,0,0,0,5,4,2065,935,521,70,58,52,59,42,4,60,3866,1934,140,91,8,5,7,8,4,3,31,2234,651,142,61,7
50603,2076,737,668,882,1031,306,25,135,7863,0,0,0,0,0,0,0,0,0,15,20,1124,1789,2438,804,713,957,1126,346,34,178,9507,1008,383,292,35,31,34,29,14,3,24,1849,1611,2278,1783,289,256,232,277,106,36,61,6919,58,217,205,47,66,70,48,23,5,18,750,3,6,3,0,0,3,0,0,0,3,22,1670,2501,1991,338,320,302,326,129,41,79,7692,0,0,0,0,0,0,0,0,0,14,20,2681,2883,2286,375,346,335,351,139,47,119,9565,1525,322,225,16,25,18,12,8,5,34,2188,1484,1454,914,96,71,66,53,31,14,31,4217,143,315,153,50,42,23,26,19,3,28,806,0,0,0,0,0,0,0,0,0,3,8,1631,1771,1066,145,110,88,86,49,17,62,5033,0,0,0,0,0,0,0,0,0,3,8,3154,2102,1296,164,135,107,93,61,23,94,7223,2294,259,68,12,8,3,11,8,0,38,2701,1480,542,185,18
50604,2272,520,394,571,649,121,43,134,7280,0,0,4,0,0,0,3,0,0,77,89,1261,2386,2664,569,444,624,709,138,53,261,9108,1271,560,348,28,25,23,21,13,7,43,2341,1640,3271,2297,214,205,176,161,59,12,66,8106,64,370,328,46,43,48,64,19,11,23,1022,0,3,4,0,0,0,3,0,0,0,17,1702,3646,2632,259,251,227,228,80,24,96,9141,3,0,0,0,0,0,0,0,0,34,46,2978,4211,2982,297,272,246,249,97,33,168,11535,2102,584,236,19,17,25,17,10,0,44,3060,1539,1776,895,60,51,35,42,27,0,41,4471,214,500,235,30,35,31,38,17,4,22,1127,5,4,0,0,0,0,0,0,0,4,17,1755,2277,1131,91,86,67,83,45,9,63,5615,0,0,0,0,0,0,0,0,0,35,40,3856,2863,1369,115,105,88,104,50,13,144,8708,3345,346,137,3,11,4,12,9,0,53,3923,1392,610,217,17
50605,270,53,43,57,35,20,8,5,870,0,0,0,0,0,0,0,0,0,0,0,364,463,480,82,66,71,62,30,15,24,1644,676,312,220,9,17,10,10,7,3,24,1283,285,642,354,29,19,25,22,7,6,6,1395,11,34,22,3,4,0,4,0,0,0,78,0,0,3,0,0,0,0,0,0,0,4,295,672,381,30,30,23,29,8,6,6,1478,0,0,0,0,0,0,0,0,0,0,0,970,984,598,40,44,35,36,10,3,29,2755,1264,343,135,11,4,7,4,4,0,27,1808,272,337,156,9,9,4,8,6,0,9,803,18,51,13,4,0,3,6,0,0,4,90,0,0,0,0,0,0,0,0,0,0,0,282,379,167,15,9,4,10,3,4,15,890,0,0,0,0,0,0,0,0,0,0,3,1550,726,304,22,14,14,18,9,6,42,2699,2042,179,69,0,5,0,6,0,3,38,2347,293,104,26,6
50606,157,31,23,21,30,12,3,6,512,0,0,0,0,0,0,0,0,0,12,8,276,364,285,41,28,35,46,18,3,32,1139,415,212,124,9,7,11,7,6,0,15,805,118,401,238,12,5,8,8,6,0,7,819,0,10,10,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,125,414,255,6,5,7,8,6,0,7,849,0,0,0,0,0,0,0,0,0,19,19,537,622,378,17,14,16,14,11,0,45,1672,699,181,90,3,4,5,0,6,0,14,1004,77,191,74,3,0,5,4,0,5,6,364,10,4,5,7,0,3,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,84,200,79,6,0,6,6,3,5,5,389,0,0,0,0,0,0,0,0,0,18,23,785,382,169,10,5,12,0,4,5,39,1415,1001,126,50,5,5,0,6,0,0,28,1215,81,56,8,4
50607,404,111,111,152,211,80,17,24,1534,0,0,0,0,0,0,0,0,0,0,3,546,407,641,158,152,196,269,107,29,43,2541,540,232,219,21,29,22,17,8,4,11,1126,475,367,377,71,56,83,87,37,10,16,1569,6,17,32,7,0,9,13,5,3,0,82,0,4,0,0,0,0,0,0,0,0,3,481,383,407,71,57,83,101,36,8,16,1653,0,0,0,0,0,0,0,0,0,3,3,1025,618,632,96,87,109,122,42,12,30,2775,876,171,105,13,11,9,7,3,0,14,1216,459,157,125,18,16,11,19,10,0,0,822,30,17,26,0,5,6,8,6,0,0,95,0,0,0,0,0,0,0,0,0,0,0,491,180,151,17,22,15,25,15,0,0,923,0,0,0,0,0,0,0,0,0,6,6,1368,351,254,28,32,24,39,17,5,20,2142,1337,78,37,0,4,3,10,9,3,15,1505,543,77,32,5
50701,1106,203,213,217,217,78,26,38,3351,3,0,0,0,0,0,0,0,0,8,20,1370,1407,1875,306,311,321,331,113,46,107,6181,1431,952,807,82,49,56,41,25,7,47,3499,1027,1454,1338,126,115,101,99,40,11,28,4336,22,125,85,11,21,4,9,4,0,4,287,0,6,0,0,0,0,0,0,0,0,6,1051,1582,1426,133,137,108,110,47,11,33,4632,4,0,0,0,0,0,0,0,0,5,5,2491,2534,2230,208,189,162,150,69,19,86,8139,2208,679,400,27,13,10,18,12,5,51,3422,1058,881,528,52,20,28,23,6,4,26,2635,88,152,66,12,4,7,10,0,0,6,354,0,0,0,0,0,0,0,0,0,0,10,1152,1040,598,63,25,37,35,8,4,33,2992,0,0,0,0,0,0,0,0,0,4,4,3357,1717,999,92,45,43,56,22,8,88,6420,3124,329,141,17,6,6,16,10,7,47,3704,1347,335,113,9
50702,98,43,37,52,92,39,12,13,490,0,0,0,0,0,0,0,0,0,0,5,339,171,299,84,90,121,184,91,30,29,1437,465,313,311,27,27,20,20,22,3,12,1225,111,198,172,24,21,25,17,11,9,9,582,3,8,0,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,110,202,171,29,21,21,17,11,9,9,598,0,0,3,0,0,0,0,0,0,4,8,581,509,486,57,48,40,37,35,12,25,1829,915,220,126,10,7,5,9,3,5,29,1329,239,80,60,4,9,14,0,9,0,10,420,12,10,3,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,249,94,58,4,9,14,6,8,0,8,451,0,0,0,0,0,0,0,0,0,3,7,1165,315,180,16,13,15,8,10,4,38,1783,1413,105,55,0,4,6,6,0,4,15,1605,256,33,15,3
50703,555,95,101,97,98,38,9,17,1572,0,0,0,0,0,0,0,0,0,71,71,412,736,864,136,124,118,124,45,10,105,2686,536,326,267,26,13,24,18,6,6,14,1220,292,980,729,84,54,31,45,13,9,17,2269,12,35,32,5,9,7,0,3,0,0,101,0,0,5,0,0,0,0,0,0,0,3,304,1018,764,88,59,39,53,19,7,23,2376,0,0,0,0,0,0,0,0,0,51,57,842,1341,1030,116,73,60,68,19,14,92,3653,729,253,135,9,8,3,4,0,0,23,1173,264,561,318,25,19,14,19,0,3,11,1231,12,49,17,0,0,4,7,7,0,0,104,0,0,0,0,0,0,0,0,0,0,0,280,610,336,27,21,23,24,12,3,14,1338,0,0,0,0,0,0,0,0,0,27,32,1009,867,469,37,29,27,29,11,5,61,2539,1135,170,72,0,3,0,5,0,0,27,1415,208,172,57,9
50704,522,120,131,159,214,80,11,15,2150,0,0,4,0,0,0,0,0,0,6,7,1152,791,821,171,179,229,269,113,16,60,3797,1371,544,387,46,27,26,38,15,11,23,2494,1313,941,768,104,132,100,86,50,13,26,3542,15,59,60,14,16,13,3,7,0,4,195,0,0,0,0,0,0,0,0,0,0,3,1335,1002,827,119,151,110,94,54,16,33,3738,0,0,0,0,0,0,0,0,0,7,6,2700,1552,1215,164,172,139,133,71,29,57,6239,2328,543,285,30,23,32,14,25,15,40,3323,1243,581,400,62,41,27,39,28,8,19,2436,68,77,52,10,4,3,15,4,0,3,239,0,0,0,0,0,0,0,0,0,0,0,1309,656,448,68,54,33,55,29,8,26,2680,0,4,0,0,0,0,0,0,0,0,0,3646,1200,741,93,70,57,61,52,18,65,6004,3352,254,106,3,3,5,7,11,0,40,3779,1438,222,94,12
50705,398,99,90,104,88,27,13,28,1354,0,4,3,0,0,0,0,0,0,6,15,1189,1262,1221,179,165,164,145,53,32,91,4489,1695,1097,1164,84,62,57,64,22,9,49,4310,307,839,618,65,56,52,56,28,19,24,2064,9,27,32,9,7,3,8,6,3,3,103,0,3,0,0,0,0,0,0,0,0,4,316,869,648,70,65,55,59,32,18,25,2168,0,0,0,0,0,0,0,0,0,10,13,2011,1970,1817,155,124,110,130,57,27,79,6486,2953,1658,1050,47,40,35,31,16,6,67,5903,437,564,298,26,23,22,20,4,5,10,1405,29,41,19,0,4,0,4,4,0,4,110,0,0,0,0,0,0,0,0,0,0,0,466,607,311,28,22,23,23,9,5,16,1512,0,0,0,0,0,0,0,0,0,0,6,3419,2270,1364,73,58,61,58,26,11,92,7427,5117,892,353,16,15,13,12,18,5,95,6533,501,193,84,10
50901,147,37,32,49,79,40,47,10,562,0,0,0,0,0,0,0,0,0,33,32,170,195,251,61,43,70,95,46,63,55,1056,343,163,105,10,12,10,14,3,7,20,685,74,223,144,26,18,34,23,18,14,8,579,7,35,22,8,3,9,0,0,4,0,91,0,0,0,0,0,0,0,0,0,0,0,80,252,167,33,19,39,22,18,20,14,670,0,0,0,0,0,0,0,0,0,30,34,419,419,276,44,33,54,31,23,26,66,1388,868,165,74,5,5,9,3,0,3,33,1167,112,186,85,7,12,12,5,0,4,4,424,3,51,29,3,0,6,4,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,114,238,113,9,13,17,8,0,0,5,528,0,0,0,0,0,0,0,0,0,12,12,982,407,185,15,27,26,13,6,11,53,1711,1736,100,32,5,3,7,0,0,0,50,1941,142,60,20,3
50902,126,32,29,68,93,33,44,14,503,0,0,0,0,0,0,0,0,0,120,123,185,125,233,60,46,97,116,43,47,158,1107,329,155,112,11,7,5,10,7,0,13,654,43,98,129,20,13,16,30,14,13,6,394,0,0,3,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,5,43,101,134,23,18,21,31,17,21,8,419,0,0,0,0,0,0,0,0,0,96,96,378,256,248,35,21,28,37,24,21,117,1167,818,198,80,3,0,11,5,4,0,49,1164,64,95,76,9,0,3,9,3,3,5,276,4,6,4,3,0,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,70,103,77,6,5,11,14,3,7,11,310,0,0,0,0,0,0,0,0,0,43,42,890,297,161,12,6,17,14,8,7,100,1513,1607,133,71,8,0,0,5,5,5,75,1904,115,51,17,0
50903,55,14,9,23,30,10,14,0,192,0,0,0,0,0,0,0,0,0,0,0,36,55,109,29,23,21,49,13,14,6,354,73,47,38,5,0,0,0,0,0,5,181,6,44,37,10,5,9,16,9,8,4,149,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,42,40,13,5,9,16,8,5,8,159,0,0,0,0,0,0,0,0,0,0,0,83,91,84,15,6,12,20,9,5,15,339,205,39,17,0,0,0,0,0,0,11,270,19,34,15,0,0,0,0,5,3,3,93,4,4,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,24,47,23,0,0,0,0,0,3,3,105,0,0,0,0,0,0,0,0,0,0,0,232,81,36,0,0,4,8,0,3,16,377,389,26,8,0,0,0,0,0,0,32,456,31,16,0,0
51001,119,51,39,74,186,65,23,16,653,0,0,0,0,0,0,0,0,0,6,15,116,129,225,67,56,103,246,82,27,42,1096,152,148,103,8,10,3,5,4,0,15,454,39,116,136,15,19,19,11,6,7,4,375,0,8,0,0,3,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,3,41,121,138,15,20,19,16,6,14,7,395,0,0,0,0,0,0,0,0,0,0,7,188,269,238,24,33,23,22,15,13,20,850,278,71,45,3,7,4,5,3,0,11,432,55,73,32,0,6,12,9,3,0,0,185,0,4,3,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,62,71,33,0,6,12,9,3,0,0,195,3,0,0,0,0,0,0,0,0,3,3,337,140,82,8,10,12,10,6,0,21,635,426,49,27,6,4,3,0,3,0,7,526,46,29,24,6
51002,157,52,43,66,84,31,10,13,577,0,0,0,0,0,0,0,0,0,0,9,166,247,318,64,64,94,143,38,16,31,1185,214,174,144,15,15,8,13,7,0,25,616,92,214,223,25,29,32,36,17,4,14,682,0,5,6,0,3,0,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,5,90,223,226,28,39,35,41,17,4,14,703,0,4,0,0,0,0,0,0,0,5,9,307,398,372,40,47,42,50,26,3,37,1327,288,140,65,10,4,4,5,0,8,20,555,96,170,106,12,11,11,11,4,4,3,423,6,5,3,5,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,96,173,112,15,11,13,12,4,4,5,438,3,0,0,0,0,0,0,0,0,0,7,384,312,179,27,12,15,24,6,7,30,1000,413,106,45,0,3,0,5,4,6,21,605,93,65,24,0
51003,184,65,37,59,79,28,11,14,611,0,0,0,0,0,0,0,0,0,4,9,202,242,388,94,59,82,122,36,14,37,1282,299,243,168,7,6,10,4,4,4,21,766,76,221,230,34,31,14,33,13,3,14,671,0,9,13,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,4,82,229,242,35,35,21,32,12,3,15,708,0,0,0,0,0,0,0,0,0,6,3,382,474,408,50,43,25,42,14,3,37,1481,372,129,64,6,0,5,8,0,0,12,607,88,162,99,8,5,8,7,7,3,10,398,0,8,4,5,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,87,172,104,9,5,8,13,5,4,12,419,0,0,0,0,0,0,0,0,0,7,3,467,300,173,15,5,13,22,10,3,29,1029,459,59,27,0,0,0,3,0,0,12,564,83,65,18,0
51101,27,4,13,9,16,10,4,0,121,0,0,0,0,0,0,0,0,0,0,0,57,53,60,13,30,18,33,10,4,10,288,99,63,51,0,7,0,6,7,0,3,238,15,43,45,5,6,0,13,4,0,0,134,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,43,45,5,6,0,19,4,0,0,137,0,0,0,0,0,0,0,0,0,0,0,111,108,95,3,7,6,25,11,0,7,373,185,29,18,5,3,4,0,0,0,5,246,28,30,19,0,3,0,0,3,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30,19,0,3,0,0,3,0,0,86,0,0,0,0,0,0,0,0,0,0,0,213,66,37,5,3,0,0,3,0,8,334,311,21,10,0,0,3,0,0,0,22,369,29,18,6,0
51102,26,17,15,51,61,20,3,4,222,0,0,0,0,0,0,0,0,0,0,3,42,41,71,22,18,72,90,33,5,6,400,44,33,35,8,5,0,3,0,4,4,127,28,37,44,6,4,6,12,3,3,0,141,0,5,0,0,0,3,3,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,28,37,43,6,5,9,11,3,3,4,162,0,0,0,0,0,0,0,0,0,0,0,75,72,81,16,9,10,17,3,6,10,293,107,19,14,0,3,4,0,0,0,3,154,49,12,14,6,4,3,0,0,0,0,87,15,6,3,0,0,3,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,67,18,17,8,8,4,5,0,0,5,125,0,0,0,0,0,0,0,0,0,0,4,172,42,24,4,6,6,10,0,0,8,276,176,18,8,0,0,0,0,7,0,16,222,35,3,3,0
51103,226,54,54,75,137,53,11,16,802,0,0,0,0,0,0,0,0,0,6,11,230,324,438,82,93,135,192,68,24,35,1629,277,247,187,23,15,19,21,13,3,25,830,79,300,257,28,46,54,53,20,17,13,864,0,6,9,4,0,0,0,4,0,0,37,0,0,0,0,0,0,0,0,0,0,3,83,306,266,24,51,56,58,20,16,14,901,0,4,0,0,0,0,0,0,0,6,9,354,559,458,46,68,72,79,36,20,40,1742,511,172,96,4,7,11,5,5,6,16,832,117,234,134,14,16,6,9,4,3,3,541,3,7,4,0,0,0,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,4,126,240,138,11,18,13,17,11,3,5,578,3,0,0,0,0,0,0,0,0,8,12,635,420,234,16,21,19,20,11,4,30,1421,690,167,81,8,4,3,8,5,3,27,990,119,79,43,3
51104,153,26,26,51,63,32,11,4,463,0,0,0,0,0,0,0,0,0,4,3,164,156,261,46,44,79,84,34,15,20,915,215,143,115,4,12,4,7,4,0,9,514,68,172,167,28,33,17,18,26,10,10,545,8,6,9,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,76,179,182,35,35,20,18,26,13,10,577,0,0,0,0,0,0,0,0,0,0,0,283,318,291,35,44,24,24,27,16,20,1092,583,132,104,8,4,8,7,0,0,20,860,97,160,113,9,11,4,7,4,5,4,409,14,9,6,7,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,5,116,167,120,9,14,8,8,4,5,7,457,0,0,0,0,0,0,0,0,0,0,4,696,307,224,16,13,12,16,6,5,25,1317,963,116,50,0,0,0,3,5,0,33,1174,110,59,32,0
59797,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,6,4,0,0,25,4,11,10,0,0,0,0,0,0,0,23,3,0,4,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,3,13,12,8,0,0,3,0,4,0,6,51,7,3,4,0,0,0,0,0,0,0,14,3,8,0,0,0,3,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,9,8,4,0,0,3,0,0,0,8,36,12,0,0,0,0,0,0,0,0,0,13,3,0,0,0
59999,16,8,11,19,84,28,15,4,202,0,0,0,0,0,0,0,0,0,22,26,41,26,40,11,18,38,123,47,25,40,399,41,20,22,3,0,0,0,3,7,5,103,14,13,15,0,4,0,3,0,9,0,55,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,10,14,0,4,0,3,0,12,0,62,0,0,0,0,0,0,0,0,0,35,35,54,37,38,9,4,3,4,5,14,46,202,79,13,6,0,0,3,0,0,3,3,114,15,12,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,3,0,0,31,0,0,0,0,0,0,0,0,0,33,33,96,23,9,0,0,8,0,0,3,38,178,150,9,3,3,0,0,3,4,0,5,183,12,3,3,0
