SA1_CODE_2021,M_15_19_Prvided_unpaid_assist,M_15_19_No_unpad_asst_prvided,M_15_19_Unpaid_assist_ns,M_15_19_Tot,M_20_24_Prvided_unpaid_assist,M_20_24_No_unpad_asst_prvided,M_20_24_Unpaid_assist_ns,M_20_24_Tot,M_25_34_Prvided_unpaid_assist,M_25_34_No_unpad_asst_prvided,M_25_34_Unpaid_assist_ns,M_25_34_Tot,M_35_44_Prvided_unpaid_assist,M_35_44_No_unpad_asst_prvided,M_35_44_Unpaid_assist_ns,M_35_44_Tot,M_45_54_Prvided_unpaid_assist,M_45_54_No_unpad_asst_prvided,M_45_54_Unpaid_assist_ns,M_45_54_Tot,M_55_64_Prvided_unpaid_assist,M_55_64_No_unpad_asst_prvided,M_55_64_Unpaid_assist_ns,M_55_64_Tot,M_65_74_Prvided_unpaid_assist,M_65_74_No_unpad_asst_prvided,M_65_74_Unpaid_assist_ns,M_65_74_Tot,M_75_84_Prvided_unpaid_assist,M_75_84_No_unpad_asst_prvided,M_75_84_Unpaid_assist_ns,M_75_84_Tot,M_85_ov_Prvided_unpaid_assist,M_85_ov_No_unpad_asst_prvided,M_85_ov_Unpaid_assist_ns,M_85_ov_Tot,M_Tot_prvided_unpaid_assist,M_Tot_No_unpaid_asst_prvided,M_Tot_Unpaid_assist_ns,M_Tot_Tot,F_15_19_Prvided_unpaid_assist,F_15_19_No_unpad_asst_prvided,F_15_19_Unpaid_assist_ns,F_15_19_Tot,F_20_24_Prvided_unpaid_assist,F_20_24_No_unpad_asst_prvided,F_20_24_Unpaid_assist_ns,F_20_24_Tot,F_25_34_Prvided_unpaid_assist,F_25_34_No_unpad_asst_prvided,F_25_34_Unpaid_assist_ns,F_25_34_Tot,F_35_44_Prvided_unpaid_assist,F_35_44_No_unpad_asst_prvided,F_35_44_Unpaid_assist_ns,F_35_44_Tot,F_45_54_Prvided_unpaid_assist,F_45_54_No_unpad_asst_prvided,F_45_54_Unpaid_assist_ns,F_45_54_Tot,F_55_64_Prvided_unpaid_assist,F_55_64_No_unpad_asst_prvided,F_55_64_Unpaid_assist_ns,F_55_64_Tot,F_65_74_Prvided_unpaid_assist,F_65_74_No_unpad_asst_prvided,F_65_74_Unpaid_assist_ns,F_65_74_Tot,F_75_84_Prvided_unpaid_assist,F_75_84_No_unpad_asst_prvided,F_75_84_Unpaid_assist_ns,F_75_84_Tot,F_85_ov_Prvided_unpaid_assist,F_85_ov_No_unpad_asst_prvided,F_85_ov_Unpaid_assist_ns,F_85_ov_Tot,F_Tot_prvided_unpaid_assist,F_Tot_No_unpaid_asst_prvided,F_Tot_Unpaid_assist_ns,F_Tot_Tot,P_15_19_Prvided_unpaid_assist,P_15_19_No_unpad_asst_prvided,P_15_19_Unpaid_assist_ns,P_15_19_Tot,P_20_24_Prvided_unpaid_assist,P_20_24_No_unpad_asst_prvided,P_20_24_Unpaid_assist_ns,P_20_24_Tot,P_25_34_Prvided_unpaid_assist,P_25_34_No_unpad_asst_prvided,P_25_34_Unpaid_assist_ns,P_25_34_Tot,P_35_44_Prvided_unpaid_assist,P_35_44_No_unpad_asst_prvided,P_35_44_Unpaid_assist_ns,P_35_44_Tot,P_45_54_Prvided_unpaid_assist,P_45_54_No_unpad_asst_prvided,P_45_54_Unpaid_assist_ns,P_45_54_Tot,P_55_64_Prvided_unpaid_assist,P_55_64_No_unpad_asst_prvided,P_55_64_Unpaid_assist_ns,P_55_64_Tot,P_65_74_Prvided_unpaid_assist,P_65_74_No_unpad_asst_prvided,P_65_74_Unpaid_assist_ns,P_65_74_Tot,P_75_84_Prvided_unpaid_assist,P_75_84_No_unpad_asst_prvided,P_75_84_Unpaid_assist_ns,P_75_84_Tot,P_85_ov_Prvided_unpaid_assist,P_85_ov_No_unpad_asst_prvided,P_85_ov_Unpaid_assist_ns,P_85_ov_Tot,P_Tot_prvided_unpaid_assist,P_Tot_No_unpaid_asst_prvided,P_Tot_Unpaid_assist_ns,P_Tot_Tot
50101100111,0,13,4,13,0,7,0,7,0,24,3,27,3,47,7,60,0,39,5,45,3,36,6,45,0,27,0,29,3,10,0,10,0,0,0,0,12,201,26,234,0,10,0,8,0,3,0,3,0,30,5,37,7,42,8,57,0,20,0,23,6,37,8,48,0,21,0,30,0,7,0,8,0,0,0,0,24,178,21,223,0,19,0,26,0,6,0,6,3,51,7,60,11,92,19,121,5,61,3,65,13,75,7,93,0,54,0,59,4,18,0,17,0,0,0,0,36,383,44,457
50101100112,0,7,0,6,0,0,0,0,0,15,0,15,0,22,5,33,0,22,3,26,5,31,0,32,0,26,6,31,8,11,3,21,0,5,0,5,15,138,25,175,0,7,4,7,0,3,0,3,0,13,0,19,3,24,4,30,6,23,5,25,15,23,3,39,13,18,0,31,0,7,0,8,0,0,0,0,34,117,16,165,0,11,4,19,0,9,0,9,0,32,0,33,3,45,12,61,7,39,9,54,17,54,0,75,10,43,6,61,3,15,0,26,0,3,0,3,48,254,41,344
50101100113,0,0,0,0,0,3,0,3,0,4,0,4,0,5,0,13,0,16,3,15,4,14,0,20,5,24,0,30,5,9,0,11,0,0,0,6,13,86,7,104,0,0,0,0,0,0,0,0,0,7,0,7,4,3,0,6,6,13,5,26,11,20,0,34,7,16,3,24,0,5,4,13,0,0,0,6,24,77,11,112,0,3,0,3,0,6,0,6,0,11,0,14,5,10,6,18,6,36,3,37,12,36,0,49,15,36,3,53,3,15,4,22,0,0,5,6,38,161,15,214
50101100114,0,8,5,16,0,13,0,13,0,19,9,24,0,48,9,52,5,48,6,56,4,33,3,39,5,15,3,23,0,12,3,12,0,6,0,7,9,190,28,235,0,8,3,12,0,8,0,9,0,30,3,31,0,50,6,59,6,39,11,49,3,41,0,45,3,16,9,30,5,3,0,7,0,6,0,7,22,206,30,253,0,22,4,23,0,18,0,14,0,48,7,59,4,99,16,113,11,86,17,109,6,75,3,84,9,37,10,47,5,16,3,22,3,4,0,12,34,395,57,489
50101100115,0,3,3,11,0,8,0,8,0,8,4,11,4,16,0,22,0,23,5,33,5,25,3,29,4,31,3,35,5,9,0,12,0,0,0,0,18,123,19,160,0,10,0,14,0,3,0,3,3,16,3,23,0,26,0,35,0,22,5,25,12,23,0,35,11,14,3,27,0,8,0,8,0,6,0,6,23,128,20,167,0,16,5,19,0,8,0,8,7,25,9,32,6,48,5,59,5,46,6,59,10,49,3,66,14,50,3,65,5,18,0,20,0,6,0,6,45,252,36,328
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,4,0,4,0,3,0,3,0,10,0,9,0,13,0,13,0,10,0,10,4,17,3,21,0,14,0,14,0,10,0,12,0,7,0,5,6,77,14,91,0,6,0,10,0,0,3,3,0,13,0,17,0,9,0,13,0,10,0,14,0,13,0,12,3,10,0,16,5,10,5,19,0,7,0,9,17,72,13,100,0,10,3,14,0,3,3,9,0,23,0,23,0,20,0,28,0,18,0,20,3,29,4,39,3,23,0,25,7,18,4,31,0,15,5,16,24,151,24,195
50101100302,0,13,0,13,0,3,0,3,0,11,0,11,0,16,8,23,0,22,4,28,4,16,0,16,3,16,0,16,4,3,0,4,0,0,0,0,9,96,15,120,0,7,0,7,0,6,0,6,0,11,0,12,0,28,0,37,3,23,0,23,8,12,0,18,0,10,5,15,0,15,0,12,0,0,0,0,20,107,5,128,0,25,0,26,0,12,0,12,0,15,0,19,0,53,5,62,7,40,4,50,11,20,0,34,0,25,5,31,4,18,3,22,0,0,0,0,27,207,20,249
50101100303,0,9,0,9,0,3,0,3,0,5,0,11,0,17,0,13,4,25,3,28,0,22,0,27,0,31,0,34,0,22,0,22,0,5,0,5,10,136,4,147,0,10,0,7,0,4,0,4,0,6,0,6,0,16,0,16,3,23,3,29,4,29,0,34,4,23,4,30,0,6,0,13,0,3,0,3,16,121,9,151,0,18,0,20,0,9,0,9,0,16,0,16,0,29,0,33,6,43,3,57,10,51,0,64,3,58,6,67,0,32,0,30,0,6,0,6,23,260,14,298
50101100304,0,9,0,9,0,5,0,5,0,13,0,14,4,14,0,13,0,19,0,19,0,17,9,22,0,15,6,20,0,5,0,9,0,0,0,0,9,93,15,112,0,12,4,13,0,0,0,0,0,9,3,16,0,11,5,19,4,16,0,19,6,6,0,11,7,7,3,17,0,3,0,11,0,0,0,0,12,75,17,103,0,22,4,23,0,9,0,9,0,20,3,26,0,27,4,33,4,33,0,40,8,21,9,39,9,20,5,37,0,12,0,17,0,0,0,0,18,168,31,217
50101100305,0,11,0,7,0,3,0,6,0,12,0,15,0,15,3,20,3,15,9,25,5,19,0,27,0,11,3,20,0,8,0,8,0,4,0,6,16,101,25,132,0,3,0,3,0,4,0,7,0,18,0,17,0,14,3,19,3,13,0,20,4,23,0,22,7,11,4,20,0,3,0,3,0,0,0,0,23,90,13,118,0,14,0,15,0,7,3,11,3,26,3,32,5,27,4,36,9,29,10,43,12,36,0,54,7,29,5,37,0,16,0,16,0,4,0,6,37,183,32,255
50101100306,0,13,0,13,0,3,0,3,3,23,0,24,0,28,0,32,6,19,5,31,10,40,3,51,3,26,0,32,0,9,0,9,0,3,0,3,20,173,9,201,0,14,0,17,0,7,0,13,0,23,0,29,7,29,3,33,9,24,3,35,9,28,0,41,3,23,0,25,0,7,0,11,0,0,0,0,29,160,8,204,0,33,0,32,0,13,0,17,7,47,3,51,5,56,6,66,12,51,4,70,19,70,4,95,6,47,0,50,0,19,4,20,0,0,0,0,56,332,18,405
50101100307,0,3,0,9,0,4,0,4,0,9,0,9,4,20,5,22,0,20,0,25,6,23,0,30,3,22,0,23,0,12,0,12,0,0,0,0,10,115,7,133,0,8,0,8,0,0,0,0,5,9,0,16,0,20,0,21,0,19,0,21,3,19,0,26,0,17,3,24,0,5,0,12,0,0,0,0,12,110,8,132,0,10,5,12,0,5,0,8,5,20,0,24,3,36,5,44,0,42,4,45,9,47,4,57,5,45,3,51,0,15,0,17,0,0,0,0,22,225,16,265
50101100308,0,8,0,8,0,6,0,6,0,6,5,13,5,17,5,28,3,28,4,37,12,31,0,47,3,28,0,38,0,9,0,9,0,0,0,0,28,139,12,182,4,13,0,14,0,0,0,0,0,9,6,10,0,20,0,25,8,28,3,35,6,33,3,43,4,25,0,31,0,12,0,10,0,0,0,0,28,139,7,173,4,18,0,20,0,5,0,5,0,18,5,23,4,41,7,53,13,47,8,74,25,71,7,93,10,57,0,65,0,22,0,23,0,0,0,0,51,282,22,359
50101100310,0,17,0,17,0,6,0,6,0,14,0,16,0,20,0,19,5,27,0,29,6,25,0,35,0,40,5,41,0,12,0,13,0,0,0,0,18,159,5,184,0,10,3,10,0,0,0,0,0,10,0,13,0,30,0,26,5,26,0,28,8,27,5,44,8,24,0,33,4,13,4,16,0,0,0,0,25,141,7,176,0,26,3,22,0,6,0,4,0,30,0,31,0,44,0,45,3,56,0,56,17,50,5,77,11,66,5,76,9,20,3,33,0,4,0,4,43,300,21,361
50101100311,0,4,0,4,0,0,0,0,0,13,3,17,0,23,0,23,0,20,3,23,0,20,3,25,7,12,4,22,0,12,3,8,0,0,0,0,9,99,19,123,0,6,0,6,0,0,0,0,0,13,0,11,6,31,0,41,4,16,0,23,9,17,0,23,0,8,4,15,0,7,6,10,0,0,0,0,22,103,8,132,0,17,0,17,0,0,0,0,0,24,3,31,3,56,0,60,4,32,3,45,5,37,5,45,3,24,11,34,0,15,3,20,0,0,0,0,25,205,28,256
50101100312,0,7,0,9,0,4,0,4,0,8,0,12,0,22,8,26,4,16,0,22,6,20,0,27,0,21,0,24,0,12,0,18,0,3,0,3,16,127,10,151,0,0,0,5,0,5,0,5,0,8,0,13,4,20,0,29,3,15,0,14,0,20,0,20,5,20,0,31,5,15,6,21,0,9,0,9,18,111,11,140,0,11,5,14,0,9,0,9,0,20,3,24,4,43,7,56,12,31,0,38,11,39,0,47,5,49,5,57,5,29,4,37,0,10,0,13,30,243,21,291
50101100313,0,0,0,0,0,6,0,6,0,18,13,34,0,27,0,28,0,14,0,14,6,8,0,6,0,16,0,16,0,7,0,4,0,4,0,4,3,93,17,114,0,4,0,6,0,8,0,11,0,19,4,27,0,19,0,19,4,6,0,10,4,13,0,15,0,16,0,18,0,4,0,5,0,7,0,6,6,101,9,117,0,7,0,7,0,11,0,13,3,38,19,63,0,50,0,50,4,17,0,23,4,14,0,23,0,31,0,36,0,13,0,13,0,12,0,12,13,195,25,232
50101100314,0,10,0,11,0,0,0,0,0,12,3,17,0,11,0,10,0,15,0,15,3,23,0,27,0,15,0,16,0,0,0,0,4,0,0,3,7,96,10,111,0,4,0,4,0,3,0,3,0,17,4,16,0,18,0,18,0,11,0,15,9,14,0,26,4,9,0,12,0,7,0,6,0,0,0,0,18,79,4,98,0,13,0,15,0,4,0,4,0,27,4,31,0,27,3,29,5,24,0,30,11,38,0,53,4,24,0,31,0,3,0,7,4,3,0,6,23,173,10,208
50101100315,0,8,5,12,0,7,3,14,0,13,0,13,0,23,3,33,0,30,7,38,0,21,4,28,0,28,4,34,0,10,5,14,0,0,0,0,4,147,29,181,0,3,0,6,3,7,0,9,0,15,0,12,4,27,5,33,7,27,9,33,11,26,4,34,6,25,3,26,0,9,4,11,0,3,0,3,27,130,19,181,0,15,3,20,0,16,4,22,0,33,3,35,4,55,6,65,12,52,14,73,8,46,6,64,6,47,4,58,0,20,4,20,0,3,0,3,33,281,50,360
50101100316,0,10,0,9,0,0,0,0,0,10,3,16,0,17,0,20,4,23,0,32,5,20,0,28,0,25,0,29,0,5,0,8,0,0,0,0,13,119,8,138,0,4,0,9,0,0,0,0,0,17,6,19,4,20,0,27,5,18,0,24,11,22,0,40,0,20,4,24,0,3,0,3,0,0,0,0,20,105,10,135,0,10,4,14,0,0,0,0,0,25,4,31,4,38,3,44,10,43,4,54,17,42,0,63,6,51,0,56,4,9,0,9,0,3,0,3,35,227,17,277
50101100317,0,12,3,17,0,9,0,7,0,8,0,14,0,14,0,12,0,47,8,53,3,35,4,43,4,31,0,34,0,12,0,12,0,0,0,3,12,172,16,200,0,14,4,14,0,6,0,8,4,13,0,17,0,25,0,27,5,42,5,50,11,33,5,42,3,19,0,24,0,4,0,4,0,0,0,0,23,160,7,187,0,25,0,32,0,12,0,20,5,25,4,31,5,40,0,43,5,96,7,107,18,63,4,90,10,51,0,59,0,11,0,11,0,3,0,9,38,329,29,393
50101100319,0,9,6,7,0,0,0,0,0,10,0,12,0,8,0,9,3,16,0,21,0,23,3,26,4,25,8,41,0,19,0,25,0,3,3,8,11,111,19,143,0,3,0,3,0,0,0,0,0,5,3,11,0,12,0,12,7,12,0,23,9,21,3,31,9,25,0,37,5,17,4,23,0,7,0,7,26,110,9,153,0,9,6,17,0,3,0,4,0,15,5,23,0,17,0,25,11,34,3,43,6,47,7,55,16,56,7,73,8,34,5,44,0,8,3,13,37,223,31,293
50101100320,0,13,0,13,0,4,0,12,0,16,0,19,4,47,6,49,3,36,5,42,5,29,4,41,4,40,5,46,0,20,0,22,0,0,0,0,19,202,18,237,0,16,3,16,0,6,0,6,0,32,6,35,8,50,7,61,9,32,0,45,6,37,3,43,7,44,0,55,6,17,0,24,0,3,0,5,37,230,21,284,0,20,3,30,0,13,0,17,5,43,6,51,6,95,13,114,11,70,4,81,10,68,5,85,9,83,0,97,10,33,0,42,0,5,0,5,50,435,37,528
50101100321,0,26,3,31,0,7,0,7,0,14,0,14,0,36,7,35,0,42,6,54,3,20,0,29,8,25,0,24,0,10,0,12,0,3,0,5,11,176,17,208,0,10,0,17,0,3,0,3,0,9,0,9,6,35,0,46,6,41,0,47,11,24,3,31,3,27,5,29,0,6,0,7,0,0,0,0,26,158,10,197,0,34,3,38,0,8,0,8,0,25,0,25,5,70,7,86,11,83,7,97,14,43,4,60,7,42,9,59,0,18,0,21,0,0,0,5,37,336,31,403
50101100322,0,3,0,4,0,8,0,9,0,5,7,5,0,8,0,7,0,13,0,15,4,9,0,14,0,20,0,24,0,10,0,9,0,0,0,0,5,77,14,92,0,0,0,0,0,0,0,0,0,4,4,16,3,13,0,15,0,8,4,6,3,13,0,21,3,18,4,25,0,9,0,9,0,0,0,0,12,68,11,89,0,3,0,4,0,4,4,12,0,15,7,18,3,20,0,26,0,17,7,24,6,26,3,33,3,37,3,44,0,14,0,17,0,3,0,3,22,142,25,185
50101100323,0,11,0,9,0,4,0,4,0,6,0,3,0,25,5,26,0,19,6,21,0,16,3,26,3,15,0,17,5,3,0,9,0,0,0,0,3,101,15,120,0,3,0,3,0,0,0,0,0,5,4,10,0,18,3,25,4,20,5,21,4,12,6,17,3,12,0,17,0,5,0,5,0,0,0,0,11,77,16,103,0,10,0,13,0,0,0,0,0,11,0,20,0,39,8,52,5,34,3,41,9,32,9,50,7,28,0,33,5,6,0,13,0,0,0,0,18,177,28,221
50101100324,0,14,0,15,0,7,0,7,4,8,0,8,3,18,0,18,0,32,0,33,4,29,3,38,0,31,0,37,4,16,0,18,0,0,0,0,21,146,4,173,0,6,0,6,0,6,0,6,5,12,0,18,8,26,0,30,0,24,0,32,9,22,0,34,3,28,0,32,0,10,0,13,0,0,0,0,27,133,8,160,0,23,0,24,0,12,0,12,3,18,0,20,6,44,0,47,0,55,0,59,14,53,3,72,4,59,0,65,0,25,0,34,0,0,0,3,41,284,7,336
50101100325,0,20,3,21,0,13,0,11,0,41,4,38,7,43,10,64,3,42,3,57,3,22,0,25,3,24,0,30,0,14,0,14,0,4,0,6,20,208,26,255,0,9,0,13,0,5,0,5,0,33,4,42,7,63,7,78,8,37,3,52,3,21,0,27,8,14,0,26,0,11,0,11,0,0,0,0,31,207,15,257,0,30,3,36,0,18,0,16,0,76,7,88,16,108,16,141,13,80,8,104,10,42,0,55,13,37,3,56,0,21,0,24,0,3,0,6,53,413,44,518
50101100326,0,15,0,15,0,3,0,6,0,31,4,32,0,34,0,39,4,26,3,36,0,21,3,23,0,16,0,21,0,13,0,15,0,0,0,0,4,163,19,187,0,10,0,10,0,10,0,4,0,34,0,38,4,35,0,42,4,27,0,32,4,19,5,24,3,30,0,31,0,9,0,9,0,0,0,0,10,170,14,199,0,26,0,25,0,7,0,12,0,64,6,68,4,68,3,78,4,59,7,66,5,38,3,43,4,50,0,55,0,21,6,20,0,3,0,0,19,330,31,383
