SA1_CODE_2021,A_0_4_y_Indigenous_M,A_0_4_y_Indigenous_F,A_0_4_y_Indigenous_P,A_0_4_y_Non_Indigenous_M,A_0_4_y_Non_Indigenous_F,A_0_4_y_Non_Indigenous_P,A_0_4_y_Indig_stat_ns_M,A_0_4_y_Indig_stat_ns_F,A_0_4_y_Indig_stat_ns_P,A_0_4_y_Tot_M,A_0_4_y_Tot_F,A_0_4_y_Tot_P,A_5_9_y_Indigenous_M,A_5_9_y_Indigenous_F,A_5_9_y_Indigenous_P,A_5_9_y_Non_Indigenous_M,A_5_9_y_Non_Indigenous_F,A_5_9_y_Non_Indigenous_P,A_5_9_y_Indig_stat_ns_M,A_5_9_y_Indig_stat_ns_F,A_5_9_y_Indig_stat_ns_P,A_5_9_y_Tot_M,A_5_9_y_Tot_F,A_5_9_y_Tot_P,A_10_14_y_Indigenous_M,A_10_14_y_Indigenous_F,A_10_14_y_Indigenous_P,A_10_14_y_Non_Indig_M,A_10_14_y_Non_Indig_F,A_10_14_y_Non_Indig_P,A_10_14_y_Indig_stat_ns_M,A_10_14_y_Indig_stat_ns_F,A_10_14_y_Indig_stat_ns_P,A_10_14_y_Tot_M,A_10_14_y_Tot_F,A_10_14_y_Tot_P,A_15_19_y_Indigenous_M,A_15_19_y_Indigenous_F,A_15_19_y_Indigenous_P,A_15_19_y_Non_Indig_M,A_15_19_y_Non_Indig_F,A_15_19_y_Non_Indig_P,A_15_19_y_Indig_stat_ns_M,A_15_19_y_Indig_stat_ns_F,A_15_19_y_Indig_stat_ns_P,A_15_19_y_Tot_M,A_15_19_y_Tot_F,A_15_19_y_Tot_P,A_20_24_y_Indigenous_M,A_20_24_y_Indigenous_F,A_20_24_y_Indigenous_P,A_20_24_y_Non_Indig_M,A_20_24_y_Non_Indig_F,A_20_24_y_Non_Indig_P,A_20_24_y_Indig_stat_ns_M,A_20_24_y_Indig_stat_ns_F,A_20_24_y_Indig_stat_ns_P,A_20_24_y_Tot_M,A_20_24_y_Tot_F,A_20_24_y_Tot_P,A_25_29_y_Indigenous_M,A_25_29_y_Indigenous_F,A_25_29_y_Indigenous_P,A_25_29_y_Non_Indig_M,A_25_29_y_Non_Indig_F,A_25_29_y_Non_Indig_P,A_25_29_y_Indig_stat_ns_M,A_25_29_y_Indig_stat_ns_F,A_25_29_y_Indig_stat_ns_P,A_25_29_y_Tot_M,A_25_29_y_Tot_F,A_25_29_y_Tot_P,A_30_34_y_Indigenous_M,A_30_34_y_Indigenous_F,A_30_34_y_Indigenous_P,A_30_34_y_Non_Indig_M,A_30_34_y_Non_Indig_F,A_30_34_y_Non_Indig_P,A_30_34_y_Indig_stat_ns_M,A_30_34_y_Indig_stat_ns_F,A_30_34_y_Indig_stat_ns_P,A_30_34_y_Tot_M,A_30_34_y_Tot_F,A_30_34_y_Tot_P,A_35_39_y_Indigenous_M,A_35_39_y_Indigenous_F,A_35_39_y_Indigenous_P,A_35_39_y_Non_Indig_M,A_35_39_y_Non_Indig_F,A_35_39_y_Non_Indig_P,A_35_39_y_Indig_stat_ns_M,A_35_39_y_Indig_stat_ns_F,A_35_39_y_Indig_stat_ns_P,A_35_39_y_Tot_M,A_35_39_y_Tot_F,A_35_39_y_Tot_P,A_40_44_y_Indigenous_M,A_40_44_y_Indigenous_F,A_40_44_y_Indigenous_P,A_40_44_y_Non_Indig_M,A_40_44_y_Non_Indig_F,A_40_44_y_Non_Indig_P,A_40_44_y_Indig_stat_ns_M,A_40_44_y_Indig_stat_ns_F,A_40_44_y_Indig_stat_ns_P,A_40_44_y_Tot_M,A_40_44_y_Tot_F,A_40_44_y_Tot_P,A_45_49_y_Indigenous_M,A_45_49_y_Indigenous_F,A_45_49_y_Indigenous_P,A_45_49_y_Non_Indig_M,A_45_49_y_Non_Indig_F,A_45_49_y_Non_Indig_P,A_45_49_y_Indig_stat_ns_M,A_45_49_y_Indig_stat_ns_F,A_45_49_y_Indig_stat_ns_P,A_45_49_y_Tot_M,A_45_49_y_Tot_F,A_45_49_y_Tot_P,A_50_54_y_Indigenous_M,A_50_54_y_Indigenous_F,A_50_54_y_Indigenous_P,A_50_54_y_Non_Indig_M,A_50_54_y_Non_Indig_F,A_50_54_y_Non_Indig_P,A_50_54_y_Indig_stat_ns_M,A_50_54_y_Indig_stat_ns_F,A_50_54_y_Indig_stat_ns_P,A_50_54_y_Tot_M,A_50_54_y_Tot_F,A_50_54_y_Tot_P,A_55_59_y_Indigenous_M,A_55_59_y_Indigenous_F,A_55_59_y_Indigenous_P,A_55_59_y_Non_Indig_M,A_55_59_y_Non_Indig_F,A_55_59_y_Non_Indig_P,A_55_59_y_Indig_stat_ns_M,A_55_59_y_Indig_stat_ns_F,A_55_59_y_Indig_stat_ns_P,A_55_59_y_Tot_M,A_55_59_y_Tot_F,A_55_59_y_Tot_P,A_60_64_y_Indigenous_M,A_60_64_y_Indigenous_F,A_60_64_y_Indigenous_P,A_60_64_y_Non_Indig_M,A_60_64_y_Non_Indig_F,A_60_64_y_Non_Indig_P,A_60_64_y_Indig_stat_ns_M,A_60_64_y_Indig_stat_ns_F,A_60_64_y_Indig_stat_ns_P,A_60_64_y_Tot_M,A_60_64_y_Tot_F,A_60_64_y_Tot_P,A_65_y_ov_Indigenous_M,A_65_y_ov_Indigenous_F,A_65_y_ov_Indigenous_P,A_65_y_ov_Non_Indig_M,A_65_y_ov_Non_Indig_F,A_65_y_ov_Non_Indig_P,A_65_y_ov_Indig_stat_ns_M,A_65_y_ov_Indig_stat_ns_F,A_65_y_ov_Indig_stat_ns_P,A_65_y_ov_Tot_M,A_65_y_ov_Tot_F,A_65_y_ov_Tot_P,Tot_Indigenous_M,Tot_Indigenous_F,Tot_Indigenous_P,Tot_Non_Indigenous_M,Tot_Non_Indigenous_F,Tot_Non_Indigenous_P,Tot_Indig_status_ns_M,Tot_Indig_status_ns_F,Tot_Indig_status_ns_P,Tot_Tot_M,Tot_Tot_F,Tot_Tot_P
50101100111,4,0,4,21,11,35,6,0,3,32,12,41,0,0,0,15,19,40,5,0,4,25,22,42,0,0,0,21,19,38,0,0,0,20,19,39,0,0,0,10,7,18,3,3,0,13,8,26,0,0,0,7,0,3,0,0,0,7,3,6,0,0,0,9,10,23,0,0,0,9,15,21,0,0,0,19,18,33,0,0,4,20,18,40,0,0,0,27,26,53,3,5,4,28,30,61,0,0,0,29,22,56,3,6,5,36,29,64,0,0,0,20,12,32,3,0,5,24,11,37,0,0,0,23,10,29,0,0,0,23,10,32,0,0,0,22,20,38,3,0,4,22,23,41,0,0,6,24,22,47,0,6,10,21,28,50,0,0,0,39,35,72,6,4,6,42,44,83,6,6,12,277,242,516,29,26,58,311,275,586
50101100112,0,0,0,15,3,17,0,0,4,20,6,23,0,0,0,19,3,25,3,3,4,24,11,27,0,0,0,14,12,19,7,7,9,20,16,34,0,0,0,6,6,15,0,0,0,6,7,19,0,0,0,0,3,9,0,0,0,0,3,9,0,0,0,6,9,7,0,0,0,7,9,9,0,0,0,8,12,21,0,0,0,8,10,19,0,0,0,6,14,27,3,4,6,15,24,32,0,0,0,10,7,19,3,0,9,15,14,28,0,0,0,10,12,21,3,4,3,14,13,27,0,0,0,12,12,25,0,0,0,12,12,30,0,0,0,17,19,34,0,0,0,17,21,32,0,0,0,19,16,36,0,0,6,19,15,40,0,0,0,50,33,82,10,4,6,58,36,92,0,0,0,196,171,371,27,24,55,232,197,433
50101100113,0,0,4,4,5,7,0,0,0,4,4,10,0,0,0,0,7,8,0,4,4,0,11,13,0,0,0,3,5,8,0,0,0,3,8,9,0,0,0,3,0,5,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,3,0,6,0,0,0,4,0,8,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,4,3,9,0,0,0,4,3,9,0,0,0,4,5,9,0,0,0,0,0,7,0,0,0,3,0,7,0,0,0,11,7,14,0,0,3,13,10,16,0,0,0,7,17,22,0,0,0,13,16,21,0,0,0,10,17,27,0,0,3,14,18,27,0,0,0,5,16,25,0,0,0,12,16,26,0,0,0,45,36,76,0,4,7,43,39,83,5,0,11,101,116,223,7,13,17,117,135,247
50101100114,0,0,4,18,21,39,0,0,0,20,23,44,0,0,0,27,26,52,4,3,7,27,29,56,0,0,0,27,18,48,3,5,12,32,30,58,0,0,0,13,13,22,5,0,0,16,12,23,0,0,0,13,8,18,0,0,0,13,9,14,0,0,0,3,14,20,0,0,0,3,17,19,0,0,0,14,16,30,9,0,6,16,17,33,0,0,0,26,25,47,3,10,11,28,28,59,0,0,0,22,28,51,0,0,0,24,30,57,0,0,0,21,24,44,3,3,4,23,25,53,0,0,0,33,20,51,3,3,4,38,27,60,0,0,0,21,23,43,0,0,5,21,23,44,0,0,0,18,23,42,0,0,3,16,24,41,0,0,0,31,38,69,8,0,13,42,39,81,4,0,6,274,295,570,34,35,75,314,334,648
50101100115,0,0,0,6,10,21,0,0,0,6,12,18,0,0,0,9,14,22,0,3,3,9,18,26,0,0,3,13,11,24,0,0,3,13,13,29,0,0,0,6,10,19,0,0,3,11,14,19,0,0,0,8,0,7,0,0,0,8,3,8,0,0,0,6,11,13,0,3,0,5,16,23,0,0,0,6,7,15,0,0,0,6,7,13,0,0,0,7,14,25,0,0,4,8,19,30,0,0,0,10,13,30,0,0,0,13,18,29,0,0,0,23,6,29,0,3,3,23,11,28,0,0,0,6,11,19,3,3,6,10,16,23,0,0,0,14,20,30,0,0,0,13,20,34,0,0,0,20,11,31,0,0,3,16,17,26,0,0,0,46,37,79,5,0,3,51,36,87,5,4,9,174,185,361,16,23,36,190,208,400
50101100116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50101100301,0,0,0,3,4,11,0,0,0,3,4,11,0,0,0,3,3,8,0,0,0,5,3,12,0,0,0,0,4,3,0,0,0,0,4,5,0,0,0,4,6,10,0,0,3,4,10,14,0,0,0,3,3,5,0,0,0,3,3,9,0,0,0,4,3,9,0,0,0,7,3,16,0,0,0,3,6,9,0,0,0,5,6,14,0,0,0,5,4,17,0,0,0,5,4,17,0,0,0,5,3,7,0,0,0,5,7,13,0,0,0,3,7,6,0,0,0,3,7,6,0,0,0,0,7,10,0,0,5,0,3,7,0,0,0,10,5,11,4,0,4,11,5,10,0,0,0,10,8,15,0,0,3,13,10,23,0,0,0,26,42,68,0,3,8,30,39,73,0,0,0,88,108,195,11,12,24,107,113,218
50101100302,0,0,0,8,5,14,0,0,0,13,5,17,4,0,4,12,18,31,0,0,0,14,18,32,0,0,3,18,17,35,0,0,0,19,15,37,0,0,0,13,7,26,0,0,0,13,7,26,0,0,0,3,6,12,0,0,0,3,6,12,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,6,4,11,0,0,0,6,4,11,0,0,0,8,15,25,0,0,0,9,15,23,0,0,0,7,18,28,0,0,3,14,23,38,0,0,0,11,20,32,0,0,0,11,20,32,0,0,0,8,8,20,4,0,4,12,8,23,0,0,0,3,7,15,0,0,0,3,7,15,0,0,0,9,14,19,0,0,0,10,14,23,0,0,0,28,29,51,0,3,0,27,29,54,6,0,5,148,165,315,10,0,8,160,173,334
50101100303,0,0,0,4,5,9,0,3,3,4,7,16,0,0,0,13,8,15,0,0,0,13,11,15,0,0,0,4,6,12,0,0,0,4,6,12,0,0,0,9,7,20,0,0,0,9,7,20,0,0,0,3,4,9,0,0,0,3,4,9,0,0,0,5,4,6,0,0,0,5,6,9,0,0,0,3,4,7,0,0,3,5,3,13,0,0,0,7,11,18,0,0,0,7,11,18,0,0,0,8,10,16,0,0,0,8,10,16,0,0,0,9,12,20,0,0,5,9,9,22,0,0,0,13,14,30,0,0,0,13,16,34,0,0,0,11,21,28,0,0,0,15,25,34,0,0,0,16,17,27,0,0,0,13,17,26,0,0,0,56,47,102,0,0,4,56,47,102,0,0,0,166,165,327,3,13,16,167,174,346
50101100304,0,0,0,8,6,11,0,0,4,8,7,16,0,0,0,10,11,19,0,0,0,11,11,21,0,0,0,9,13,18,0,3,3,9,13,17,0,0,0,9,13,23,0,0,0,9,13,23,0,0,0,12,0,9,0,0,0,5,0,9,0,0,0,4,6,17,0,0,0,7,8,17,0,0,0,3,6,11,0,0,0,3,7,10,0,0,0,4,5,11,0,0,0,4,5,15,0,0,0,8,7,16,0,0,0,8,10,21,0,0,0,10,4,13,0,0,0,10,4,13,0,0,0,8,15,22,0,0,0,8,15,26,0,0,0,5,10,17,3,0,3,13,10,21,0,0,0,9,8,14,0,0,0,11,8,15,0,0,0,20,20,43,6,6,11,28,22,52,0,0,4,121,116,236,13,14,31,137,130,265
50101100305,0,0,0,3,16,18,0,0,0,3,19,23,0,0,0,6,0,8,0,0,0,6,0,11,0,0,0,9,12,18,3,0,5,7,10,22,0,0,0,12,3,14,0,0,0,7,3,15,0,0,0,8,3,8,0,0,3,6,7,11,0,0,0,6,3,13,0,0,3,9,3,13,0,0,0,9,7,21,0,0,0,9,13,21,0,0,0,6,9,10,0,3,3,4,14,14,0,0,0,14,8,17,5,0,5,17,8,22,0,0,0,9,13,22,0,0,6,15,15,28,0,0,0,5,9,14,3,0,3,14,9,16,0,0,0,15,12,24,0,0,0,15,12,26,0,0,0,14,14,25,0,0,0,14,14,25,0,0,0,26,19,44,7,5,13,31,24,57,0,0,0,125,135,260,31,19,47,157,149,305
