LGA_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
LGA50840,0,3,8,5,5,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,11,10,7,0,0,3,0,3,33,0,0,0,0,0,0,0,0,0,0,0,52,51,0,6,0,9,17,37,90,52,48,46,31,88,424,0,0,0,0,3,16,10,10,0,0,0,9,44,0,0,4,10,9,5,4,0,0,0,0,0,35,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,13,9,7,3,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,30,17,32,17,12,5,3,0,16,143,16,13,33,105,167,208,240,113,90,77,41,163,1264,0,0,0,0,0,7,18,17,15,20,16,0,90,0,0,0,4,0,14,9
LGA50910,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,3,4,11,20,16,10,10,6,22,93,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,0,5,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,5,29,5,5,4,24,23,34,47,28,19,23,12,36,248,0,0,0,0,0,7,4,7,0,7,3,0,22,0,0,0,0,0,5,4
LGA50980,4,0,4,11,11,9,3,0,0,7,52,0,0,0,0,0,3,0,3,0,5,0,6,12,0,0,0,0,0,0,4,3,8,5,3,0,18,0,0,8,33,15,31,19,3,0,0,0,31,143,0,0,0,0,0,6,3,0,0,0,0,141,151,4,0,11,40,34,103,225,243,219,238,160,274,1567,0,0,3,9,9,54,71,17,11,3,7,27,207,0,0,12,16,14,35,18,6,0,0,0,13,118,0,0,0,0,4,4,4,5,0,0,0,4,21,3,0,14,18,4,6,0,0,0,0,0,7,56,7,4,47,81,41,37,18,11,9,0,0,50,299,0,0,0,0,0,0,0,0,0,0,0,18,19,12,10,73,113,77,136,107,42,17,4,11,120,719,27,10,94,216,152,367,561,502,388,438,301,559,3621,0,0,0,0,6,3,25,79,86,157,107,4,473,0,0,0,0,0,5,19
LGA51080,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,22,24,9,9,7,10,25,109,0,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,8,0,3,4,0,0,0,0,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,7,8,0,0,0,0,7,37,0,0,0,15,26,48,58,23,14,19,15,42,269,0,0,0,0,0,0,3,3,11,10,8,3,35,0,0,0,0,0,0,0
LGA51120,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,3,13,20,4,9,10,11,18,95,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,5,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,6,3,0,0,0,0,0,21,3,3,5,12,26,30,53,17,22,16,17,38,244,0,0,0,0,0,0,3,0,8,6,3,0,23,0,0,0,0,0,0,0
LGA51190,6,11,20,46,44,21,10,6,3,11,171,0,0,3,3,0,10,15,9,3,0,8,9,51,0,0,0,0,0,0,4,8,0,7,3,4,32,3,3,12,21,32,54,51,15,3,9,5,28,232,0,0,0,0,0,0,0,0,0,0,0,252,252,3,3,21,42,67,303,694,430,301,319,268,456,2911,0,0,0,21,35,96,115,59,23,12,0,43,395,3,3,18,83,77,112,55,14,5,0,0,30,395,0,0,0,8,3,4,9,0,0,0,0,5,40,3,6,23,43,11,10,7,0,0,3,0,12,128,9,9,70,175,88,111,65,0,5,8,0,71,617,0,0,5,3,3,3,0,0,0,0,0,16,29,15,18,117,333,208,341,244,77,30,23,12,179,1602,49,45,180,605,776,1238,1648,906,601,602,482,1038,8153,0,3,0,0,0,3,84,130,100,183,115,4,617,0,0,0,0,6,38,62
LGA51260,7,18,16,69,62,16,12,13,11,16,237,0,0,0,0,0,0,16,4,4,3,3,4,45,0,0,0,0,0,5,3,4,9,8,4,3,40,10,6,7,13,22,28,45,18,8,13,7,20,201,0,0,0,0,0,0,6,3,0,0,0,520,535,13,6,23,45,70,339,956,624,468,450,296,796,4089,0,0,0,8,25,102,115,28,10,7,4,42,345,3,0,43,100,69,107,48,13,5,3,0,30,418,0,0,3,9,4,3,3,0,0,3,0,10,38,5,0,23,27,13,12,0,6,0,0,0,5,89,24,10,49,97,46,84,43,13,0,4,4,51,421,0,0,0,0,0,0,0,0,0,0,0,6,10,31,18,110,249,146,309,213,58,13,21,6,150,1334,110,45,173,569,813,1419,2079,1119,743,749,487,1393,9701,0,0,0,4,4,13,87,151,134,157,131,3,679,0,0,3,12,4,61,126
LGA51310,5,5,7,16,18,13,18,24,33,15,145,0,0,0,0,0,0,0,4,0,9,5,5,32,0,0,0,0,0,0,0,0,3,5,6,6,15,10,3,8,4,3,17,19,8,8,23,27,29,160,0,0,0,0,0,0,0,0,0,0,0,331,329,14,3,12,18,10,73,237,235,268,637,1709,566,3785,0,0,3,0,8,24,44,40,9,34,25,35,219,0,0,3,20,11,38,38,14,5,9,6,23,174,0,0,0,0,3,0,0,0,0,6,0,0,14,6,0,4,3,0,4,0,0,0,0,0,5,22,20,9,11,23,19,41,28,22,6,3,7,25,214,0,0,0,0,0,0,0,0,0,0,0,3,0,27,9,19,51,38,106,119,76,22,61,46,86,649,64,23,43,155,174,454,751,552,494,992,2257,894,6859,0,0,0,0,0,0,15,49,42,142,326,7,584,0,0,0,0,5,29,36
LGA51330,28,69,68,169,191,69,36,43,38,59,793,4,0,0,5,3,27,36,24,4,20,12,28,171,0,0,0,0,0,0,3,8,6,9,8,13,57,95,22,55,128,78,161,219,86,44,50,37,87,1057,0,0,0,0,0,5,3,0,0,0,6,870,886,111,28,104,267,257,1066,2252,1598,1190,1594,1524,1557,11545,5,0,4,20,30,179,339,160,53,73,26,100,998,0,9,49,123,86,165,107,35,24,19,12,65,697,0,0,0,5,5,18,24,9,4,6,0,18,85,21,3,28,43,18,26,16,3,4,0,0,13,184,90,23,82,172,112,202,178,43,30,11,11,93,1061,0,0,0,0,0,0,0,0,0,0,0,10,21,119,41,166,372,259,597,666,256,109,115,48,296,3039,445,152,414,1160,1382,3034,4490,2775,1916,2330,1999,2505,22604,0,0,0,0,4,14,125,310,310,411,363,10,1552,0,3,0,15,29,118,183
LGA51400,0,6,5,15,19,8,3,10,3,5,89,0,0,0,0,0,5,10,10,0,10,5,3,36,0,0,0,0,0,0,3,6,4,0,8,0,18,0,0,0,18,4,17,16,3,0,4,3,14,96,0,0,0,0,0,0,0,0,0,0,0,255,259,0,9,5,39,23,121,427,398,277,338,243,430,2307,0,0,0,8,13,48,68,28,10,7,5,24,212,0,0,13,39,30,50,30,10,0,0,0,11,188,0,0,0,4,5,6,4,0,0,0,0,7,21,0,0,7,22,3,3,3,0,0,0,0,0,47,9,6,19,62,25,33,29,3,3,0,0,26,220,0,0,0,0,0,0,0,0,0,0,0,4,4,13,5,40,136,76,149,133,40,10,10,8,67,690,42,17,74,263,273,519,862,641,441,507,326,684,4651,0,0,0,0,0,6,31,74,70,97,90,3,376,0,0,0,0,3,13,19
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,12,0,8,0,0,5,48,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,15,7,0,0,9,10,19,36,11,11,3,5,25,138,0,0,0,0,0,0,11,3,4,3,0,0,21,0,0,0,0,0,0,0
LGA51540,0,0,0,5,5,0,0,3,0,5,24,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,5,13,12,12,6,4,0,0,0,14,68,0,0,0,0,0,0,0,0,0,0,0,39,40,4,3,6,20,16,46,105,59,48,56,30,96,489,0,0,0,3,0,13,17,8,0,0,0,15,63,0,0,0,8,4,6,4,0,0,3,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,5,4,0,0,0,0,0,0,0,15,3,0,11,23,10,10,3,0,0,0,0,13,87,0,0,0,0,0,0,0,0,0,0,0,11,12,3,0,19,47,20,39,30,8,0,4,4,40,221,21,6,25,84,90,145,242,128,82,97,64,210,1206,0,0,0,4,7,3,22,35,27,29,25,0,154,0,0,0,0,0,5,9
LGA51610,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,29,29,0,0,3,0,3,12,40,32,24,26,20,39,186,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,3,29,8,0,3,12,28,48,64,46,32,34,29,69,383,0,0,0,0,0,0,8,9,14,5,6,0,41,0,0,0,0,0,8,0
LGA51680,0,0,0,5,8,0,0,5,0,0,28,0,0,0,0,0,0,3,0,4,3,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,8,4,0,5,0,10,42,0,0,0,0,0,0,0,0,0,0,0,101,104,0,3,5,9,5,54,120,107,56,90,73,172,700,0,0,0,0,0,7,6,10,6,4,0,7,33,0,0,3,4,3,3,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,4,13,12,5,0,0,0,0,0,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,21,14,15,11,14,7,5,0,19,110,14,21,17,84,105,179,248,202,110,149,112,269,1522,0,0,5,0,4,3,6,20,26,41,31,4,132,0,0,0,0,3,7,11
LGA51710,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,10,27,24,25,29,26,19,160,0,0,0,0,0,6,3,0,3,3,0,0,19,0,0,0,0,0,0,0,5,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,10,9,3,3,0,5,37,0,4,0,8,6,16,58,50,39,44,35,38,298,0,0,0,0,0,0,0,3,6,10,13,0,32,0,0,0,0,0,0,0
LGA51750,0,3,0,4,11,5,5,0,14,5,44,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,20,3,4,10,6,0,52,0,0,0,0,0,0,0,0,0,0,0,85,89,3,0,0,7,8,18,77,67,74,167,484,165,1079,0,0,0,4,0,9,23,21,5,17,11,16,104,0,0,0,5,9,24,13,8,0,5,4,14,83,0,0,0,0,0,0,0,0,0,0,5,3,11,3,0,4,0,0,0,3,0,0,0,0,0,16,12,0,0,16,4,12,17,3,3,3,0,12,101,0,0,0,0,0,0,0,0,0,0,0,3,4,14,6,13,25,21,49,59,33,10,24,15,47,324,30,9,22,57,60,162,329,205,167,325,731,341,2436,0,0,0,0,0,0,3,16,26,50,108,0,203,0,0,0,0,0,9,14
LGA51820,19,59,41,133,143,77,39,44,33,52,645,0,0,0,7,4,25,57,20,19,26,18,26,196,0,0,0,0,0,0,12,11,21,22,19,23,110,40,14,25,75,76,162,174,78,47,36,26,105,854,0,0,0,0,0,8,8,0,6,0,0,1128,1149,45,23,53,177,198,904,2485,2165,1749,2219,1773,2042,13834,0,0,6,29,46,253,404,222,89,65,43,167,1310,3,4,51,193,132,295,200,64,21,12,0,99,1075,0,0,4,14,11,22,22,9,4,8,0,13,108,14,8,40,80,19,52,26,12,6,0,0,22,272,69,24,130,282,151,268,142,46,28,16,9,145,1300,0,0,0,3,0,3,0,0,0,0,0,24,40,91,37,236,592,371,888,790,355,139,94,53,466,4106,284,135,402,1314,1602,3059,4970,3796,2897,3384,2453,3564,27861,0,0,0,4,4,12,179,550,596,962,696,16,3021,0,3,0,11,22,81,176
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,9,12,15,7,7,5,6,18,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,10,15,30,30,15,17,7,4,22,153,0,0,0,0,0,0,3,3,4,0,8,0,13,0,0,0,0,0,0,0
LGA51890,0,3,6,16,14,4,0,9,0,10,60,0,0,0,0,0,3,7,0,0,0,3,5,19,0,0,0,0,0,0,0,0,6,0,5,0,13,3,0,5,16,14,23,23,9,3,0,0,14,103,0,0,0,0,0,0,0,0,0,0,0,91,87,0,0,3,21,21,57,170,153,105,97,108,185,925,0,0,5,0,3,9,19,11,3,0,0,5,57,0,0,6,20,20,23,5,0,0,0,0,8,80,0,0,0,0,0,0,3,0,0,0,0,0,9,4,0,5,18,0,7,0,0,0,0,0,0,37,8,0,22,46,29,39,7,4,0,4,0,13,180,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,39,89,54,77,40,17,13,5,0,30,373,18,16,60,207,233,302,346,259,174,185,145,324,2274,0,0,0,0,0,0,9,18,17,47,18,3,110,0,0,0,0,0,7,9
LGA51960,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,0,4,4,4,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,10,0,3,0,0,0,3,25,0,0,0,0,0,0,0,0,0,0,0,32,37,0,0,0,7,3,30,65,77,39,68,44,53,381,0,0,0,3,3,14,12,3,3,9,7,7,47,0,0,0,3,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,12,18,10,13,4,4,0,0,0,5,68,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,17,25,20,29,15,15,3,6,7,15,148,3,0,20,49,41,88,121,139,63,120,67,109,828,0,0,0,0,0,0,0,9,13,21,32,0,79,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,4,5,4,11,9,12,10,3,5,11,71,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,7,0,0,0,0,0,0,8,23,3,5,13,23,40,42,40,32,16,17,15,39,277,0,0,0,0,0,3,6,7,5,4,7,0,37,0,0,0,0,0,3,0
LGA52100,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,19,13,10,6,6,27,95,0,0,0,0,3,4,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,8,5,0,0,0,0,0,34,4,0,7,13,22,38,58,27,31,21,12,45,286,0,0,0,0,0,3,5,7,6,9,9,0,35,0,0,0,0,0,0,0
LGA52170,0,0,0,4,3,8,0,5,19,9,47,0,0,0,0,0,0,3,0,0,8,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,3,8,0,8,5,6,44,0,0,0,0,0,0,0,0,0,0,5,84,86,4,0,0,6,4,19,39,62,40,133,449,152,901,0,0,0,0,5,5,10,7,0,9,3,13,58,0,0,4,8,3,9,19,3,0,8,9,10,74,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,7,6,0,3,8,0,11,4,4,5,0,3,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,10,18,13,29,41,17,4,19,17,36,212,14,10,12,30,45,100,181,145,113,270,720,280,1924,0,0,0,0,0,0,0,7,10,25,85,0,138,0,0,0,0,0,0,6
LGA52240,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,9,18,29,9,3,7,3,18,110,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,0,0,0,0,4,23,3,0,6,22,32,56,64,22,12,19,12,33,281,0,0,0,3,0,0,11,9,8,5,6,0,35,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,4,0,8,12,11,5,3,6,19,80,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,5,7,3,14,24,27,46,21,13,6,14,36,223,0,0,0,0,0,5,3,3,4,7,0,0,30,0,0,0,0,0,3,4
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,5,3,7,3,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
