LGA_CODE_2021,C11_PI_S_R225_274,C11_PI_S_R275_349,C11_PI_S_R350_449,C11_PI_S_R450_549,C11_PI_S_R550_649,C11_PI_S_R650more,C11_PI_S_R_NS,C11_PI_S_R_Tot,C11_AI_NS_R1_74,C11_AI_NS_R75_99,C11_AI_NS_R100_149,C11_AI_NS_R150_199,C11_AI_NS_R200_224,C11_AI_NS_R225_274,C11_AI_NS_R275_349,C11_AI_NS_R350_449,C11_AI_NS_R450_549,C11_AI_NS_R550_649,C11_AI_NS_R650more,C11_AI_NS_R_NS,C11_AI_NS_R_Tot,C11_Tot_R1_74,C11_Tot_R75_99,C11_Tot_R100_149,C11_Tot_R150_199,C11_Tot_R200_224,C11_Tot_R225_274,C11_Tot_R275_349,C11_Tot_R350_449,C11_Tot_R450_549,C11_Tot_R550_649,C11_Tot_R650more,C11_Tot_R_NS,C11_Tot_R_Tot,C16_Neg_Ni_inc_R1_74,C16_Neg_Ni_inc_R75_99,C16_Neg_Ni_inc_R100_149,C16_Neg_Ni_inc_R150_199,C16_Neg_Ni_inc_R200_224,C16_Neg_Ni_inc_R225_274,C16_Neg_Ni_inc_R275_349,C16_Neg_Ni_inc_R350_449,C16_Neg_Ni_inc_R450_549,C16_Neg_Ni_inc_R550_649,C16_Neg_Ni_inc_R650more,C16_Neg_Ni_inc_R_NS,C16_Neg_Ni_inc_R_Tot,C16_1_149_R1_74,C16_1_149_R75_99,C16_1_149_R100_149,C16_1_149_R150_199,C16_1_149_R200_224,C16_1_149_R225_274,C16_1_149_R275_349,C16_1_149_R350_449,C16_1_149_R450_549,C16_1_149_R550_649,C16_1_149_R650more,C16_1_149_R_NS,C16_1_149_R_Tot,C16_150_299_R1_74,C16_150_299_R75_99,C16_150_299_R100_149,C16_150_299_R150_199,C16_150_299_R200_224,C16_150_299_R225_274,C16_150_299_R275_349,C16_150_299_R350_449,C16_150_299_R450_549,C16_150_299_R550_649,C16_150_299_R650more,C16_150_299_R_NS,C16_150_299_R_Tot,C16_300_399_R1_74,C16_300_399_R75_99,C16_300_399_R100_149,C16_300_399_R150_199,C16_300_399_R200_224,C16_300_399_R225_274,C16_300_399_R275_349,C16_300_399_R350_449,C16_300_399_R450_549,C16_300_399_R550_649,C16_300_399_R650more,C16_300_399_R_NS,C16_300_399_R_Tot,C16_400_499_R1_74,C16_400_499_R75_99,C16_400_499_R100_149,C16_400_499_R150_199,C16_400_499_R200_224,C16_400_499_R225_274,C16_400_499_R275_349,C16_400_499_R350_449,C16_400_499_R450_549,C16_400_499_R550_649,C16_400_499_R650more,C16_400_499_R_NS,C16_400_499_R_Tot,C16_500_649_R1_74,C16_500_649_R75_99,C16_500_649_R100_149,C16_500_649_R150_199,C16_500_649_R200_224,C16_500_649_R225_274,C16_500_649_R275_349,C16_500_649_R350_449,C16_500_649_R450_549,C16_500_649_R550_649,C16_500_649_R650more,C16_500_649_R_NS,C16_500_649_R_Tot,C16_650_799_R1_74,C16_650_799_R75_99,C16_650_799_R100_149,C16_650_799_R150_199,C16_650_799_R200_224,C16_650_799_R225_274,C16_650_799_R275_349,C16_650_799_R350_449,C16_650_799_R450_549,C16_650_799_R550_649,C16_650_799_R650more,C16_650_799_R_NS,C16_650_799_R_Tot,C16_800_999_R1_74,C16_800_999_R75_99,C16_800_999_R100_149,C16_800_999_R150_199,C16_800_999_R200_224,C16_800_999_R225_274,C16_800_999_R275_349,C16_800_999_R350_449,C16_800_999_R450_549,C16_800_999_R550_649,C16_800_999_R650more,C16_800_999_R_NS,C16_800_999_R_Tot,C16_1000_1249_R1_74,C16_1000_1249_R75_99,C16_1000_1249_R100_149,C16_1000_1249_R150_199,C16_1000_1249_R200_224,C16_1000_1249_R225_274,C16_1000_1249_R275_349,C16_1000_1249_R350_449,C16_1000_1249_R450_549,C16_1000_1249_R550_649,C16_1000_1249_R650more,C16_1000_1249_R_NS,C16_1000_1249_R_Tot,C16_1250_1499_R1_74,C16_1250_1499_R75_99,C16_1250_1499_R100_149,C16_1250_1499_R150_199,C16_1250_1499_R200_224,C16_1250_1499_R225_274,C16_1250_1499_R275_349,C16_1250_1499_R350_449,C16_1250_1499_R450_549,C16_1250_1499_R550_649,C16_1250_1499_R650more,C16_1250_1499_R_NS,C16_1250_1499_R_Tot,C16_1500_1999_R1_74,C16_1500_1999_R75_99,C16_1500_1999_R100_149,C16_1500_1999_R150_199,C16_1500_1999_R200_224,C16_1500_1999_R225_274,C16_1500_1999_R275_349,C16_1500_1999_R350_449,C16_1500_1999_R450_549,C16_1500_1999_R550_649,C16_1500_1999_R650more,C16_1500_1999_R_NS,C16_1500_1999_R_Tot,C16_2000_2499_R1_74,C16_2000_2499_R75_99,C16_2000_2499_R100_149,C16_2000_2499_R150_199,C16_2000_2499_R200_224,C16_2000_2499_R225_274,C16_2000_2499_R275_349,C16_2000_2499_R350_449,C16_2000_2499_R450_549,C16_2000_2499_R550_649,C16_2000_2499_R650more,C16_2000_2499_R_NS,C16_2000_2499_R_Tot,C16_2500_2999_R1_74,C16_2500_2999_R75_99,C16_2500_2999_R100_149,C16_2500_2999_R150_199,C16_2500_2999_R200_224,C16_2500_2999_R225_274,C16_2500_2999_R275_349,C16_2500_2999_R350_449,C16_2500_2999_R450_549,C16_2500_2999_R550_649
LGA50840,4,3,0,0,0,0,0,19,0,0,8,4,0,0,0,0,0,0,0,0,11,24,14,69,66,53,68,28,4,0,0,3,17,350,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,9,12,0,6,3,3,0,0,0,0,32,0,0,12,9,4,0,3,0,0,0,0,0,27,0,0,7,3,8,3,6,0,0,0,0,0,28,0,0,0,12,6,11,11,3,0,0,0,0,40,0,0,0,0,0,5,12,6,0,0,0,4,27,0,0,0,0,3,9,11,0,0,0,0,0,24,0,0,0,4,0,4,8,4,0,0,0,0,20,0,0,0,0,8,13,11,0,0,0,0,0,35,3,0,5,0,0,4,4,10,0,0,0,0,24,0,0,0,0,0,0,0,4,0,0
LGA50910,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,14,21,16,3,0,0,0,0,0,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,0,0,0,0,0,0,0,16,0,0,3,5,4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0
LGA50980,10,17,28,28,31,44,24,296,4,8,6,11,3,7,3,5,5,0,14,34,90,306,226,281,349,142,154,156,225,192,168,342,230,2763,0,0,9,4,5,0,11,0,0,0,0,8,37,3,0,6,0,0,0,0,3,0,0,0,0,16,20,7,27,17,3,0,6,0,0,0,0,4,80,15,9,39,19,3,3,6,4,0,0,3,3,102,18,8,32,17,15,9,8,7,0,0,0,12,128,12,4,22,29,12,18,0,6,0,0,6,7,121,21,12,24,18,17,11,16,22,10,0,8,10,169,11,14,30,24,14,20,24,32,13,5,7,8,186,12,4,23,12,15,17,32,28,12,13,9,18,186,9,8,13,9,7,14,29,32,24,12,17,11,186,3,5,18,28,30,45,50,69,40,33,26,14,357,3,0,13,23,19,31,42,42,63,33,31,32,334,0,0,6,21,19,23,28,29,39,24
LGA51080,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,22,15,4,0,4,0,0,0,0,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,25,10,17,20,0,0,0,0,0,0,0,9,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,0,0,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,5,0,3,5,0,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0
LGA51190,80,97,47,10,3,0,10,317,15,11,22,7,8,18,11,3,9,5,4,31,140,160,216,361,427,398,998,1186,383,106,61,63,143,4522,4,0,6,5,0,3,17,11,0,0,0,12,72,0,4,9,12,0,3,0,3,0,0,0,0,29,16,9,33,19,10,14,29,5,0,0,0,5,149,0,11,73,40,14,36,38,11,0,0,0,9,250,8,12,80,76,21,60,94,28,0,0,0,13,402,3,0,20,46,19,76,112,36,9,0,0,3,332,3,0,19,52,31,89,164,45,0,0,0,10,408,4,0,22,23,27,85,167,55,7,0,0,3,393,0,3,13,16,22,72,170,94,4,0,0,10,410,0,4,3,12,16,44,167,80,3,0,0,8,341,0,6,6,10,12,50,193,141,10,3,0,12,432,6,0,4,5,6,40,94,112,17,0,0,10,297,0,0,3,5,3,7,48,69,15,4
LGA51260,40,127,80,11,0,3,14,343,9,11,5,13,5,9,6,5,0,0,4,21,90,75,145,319,282,220,562,1107,506,57,13,40,144,3461,0,0,5,6,0,4,4,18,4,0,0,5,41,0,0,8,8,3,0,7,6,0,0,0,0,30,5,6,18,18,6,7,14,22,5,0,4,10,107,4,9,70,22,8,12,21,30,4,0,0,9,179,3,8,67,44,20,31,43,40,4,0,0,9,273,6,6,21,28,12,21,56,68,8,0,3,4,231,6,0,22,46,17,17,69,89,11,0,0,12,289,0,0,16,19,12,26,61,116,17,0,0,12,282,0,5,8,19,13,14,77,153,26,0,0,3,316,0,0,10,16,3,12,59,149,31,4,3,9,303,4,0,10,7,9,15,57,209,63,3,3,3,387,0,0,0,6,11,0,37,155,56,0,0,8,284,0,0,6,0,3,0,11,83,43,7
LGA51310,8,16,37,28,21,52,9,196,0,0,3,4,0,5,4,4,0,5,5,4,30,11,17,39,70,90,229,319,354,291,159,349,55,1984,0,0,0,0,0,3,10,0,0,0,8,3,29,0,0,0,0,0,5,7,0,4,0,3,0,12,0,0,10,0,0,6,3,6,0,0,0,0,25,0,0,3,0,5,14,3,6,6,0,0,0,34,0,4,8,10,5,11,7,4,6,0,0,8,59,0,0,4,8,8,16,21,11,7,0,3,0,83,0,0,0,0,0,19,18,12,5,0,3,4,63,0,0,0,4,4,20,29,16,8,5,6,5,97,0,0,0,0,3,18,40,22,20,10,12,0,121,0,0,3,0,0,10,27,31,21,10,14,0,122,0,0,3,4,3,20,45,53,45,25,32,7,227,0,0,0,7,0,7,39,42,54,33,39,0,230,0,0,0,0,4,0,12,19,30,25
LGA51330,32,144,312,92,21,36,31,761,14,19,13,17,7,11,28,44,12,5,5,48,210,244,415,525,429,292,540,1900,2837,693,149,181,325,8539,0,4,27,30,9,16,34,96,48,14,5,32,318,7,5,13,12,6,3,7,22,16,4,0,6,95,32,16,62,33,9,9,20,47,24,3,3,8,269,8,26,138,24,8,12,32,39,12,6,5,8,311,17,22,137,38,28,27,64,79,28,5,3,19,466,8,0,42,48,14,33,76,135,40,4,9,11,415,4,3,43,54,33,25,112,203,34,7,3,21,549,5,0,32,29,31,38,147,224,78,18,8,17,619,8,3,18,27,26,36,186,397,121,20,16,15,879,3,4,10,29,11,33,150,352,111,17,14,13,757,4,3,27,33,20,25,189,605,204,38,26,27,1195,0,0,11,20,12,12,100,428,221,51,21,17,897,7,0,12,7,8,11,56,232,126,30
LGA51400,14,28,50,0,0,0,0,110,0,0,6,0,0,5,3,0,0,0,0,3,14,12,42,89,56,44,89,244,328,36,12,14,36,1004,0,0,0,0,0,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,8,0,3,11,9,0,4,0,5,0,0,0,0,33,0,0,14,21,4,7,5,6,0,0,0,4,72,0,3,19,26,4,4,14,18,0,0,0,3,89,0,0,5,17,5,5,19,23,0,0,0,0,78,0,0,11,15,14,10,19,29,0,0,0,0,100,0,0,10,8,3,6,22,32,6,0,0,0,84,0,0,4,0,6,6,18,47,0,0,0,0,87,0,0,4,3,3,6,26,61,0,0,0,9,105,0,0,0,0,5,5,26,104,15,0,0,8,161,0,0,0,0,0,0,25,78,17,3,0,0,125,0,0,0,0,4,3,10,45,9,0
LGA51470,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,13,9,0,5,0,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
