region,date,type,publish status,bytes,link
Western Australia,22/11/2022,listingssummary,archived,539148,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-11-22/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=SfLDNbQsfqw4zZs%2FHDsbGOD6AEw%3D&Expires=1702607505
Western Australia,25/10/2022,listings,archived,7481832,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-10-25/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=HqNIfrkSt9pW6V8ZGm%2BspAWPa5g%3D&Expires=1702607506
Western Australia,25/10/2022,calendar,archived,10727415,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-10-25/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=wEWU527%2FJBHo2Cg%2BqAotURHx7AA%3D&Expires=1702607506
Western Australia,25/10/2022,reviews,archived,46141272,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-10-25/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=UGRzt5XNDpY85RLnypjoLCzZAo8%3D&Expires=1702607506
Western Australia,25/10/2022,listingssummary,archived,530572,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-10-25/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=eZLmYRKukqRZpvTqyD4%2BF0znWHE%3D&Expires=1702607507
Western Australia,20/09/2022,listings,archived,7346422,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-09-20/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=mFwjmqnar%2BoUnWehGkxKw86Al54%3D&Expires=1702607507
Western Australia,20/09/2022,calendar,archived,10621078,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-09-20/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=BYLGNbuYLb2b15wrVMLstz40kg4%3D&Expires=1702607508
Western Australia,20/09/2022,reviews,archived,44631959,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-09-20/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=mvHyD1uSadGeYw0ItPNoUERTKBU%3D&Expires=1702607508
Western Australia,20/09/2022,listingssummary,archived,523348,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-09-20/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=3qV049WzzAMCvcAf68kdEdwPEPM%3D&Expires=1702607508
Western Australia,21/08/2022,listings,archived,7264811,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-08-21/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Sjss757ObK9thil%2BdnDHlzE88W8%3D&Expires=1702607508
Western Australia,21/08/2022,calendar,archived,10369913,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-08-21/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Zx1B7hmKulgmLs1PPK38ABDEXz4%3D&Expires=1702607510
Western Australia,21/08/2022,reviews,archived,43778477,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-08-21/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QYq2tjH0O8jWsXuwSBKMI46U4Rs%3D&Expires=1702607510
Western Australia,21/08/2022,listingssummary,archived,514023,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-08-21/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=I55SaHawTXFjgl4Xi%2Ftab60CVOM%3D&Expires=1702607510
Western Australia,25/07/2022,listings,archived,7116492,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-07-25/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2BOzmweEnjTjKU24TnFtz92Muk84%3D&Expires=1702607510
Western Australia,25/07/2022,calendar,archived,10174993,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-07-25/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=yh72iCeySRRauVwZ7IGyqyjYu30%3D&Expires=1702607511
Western Australia,25/07/2022,reviews,archived,43445875,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-07-25/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QZrapATG%2B2Ks7%2Fa7O2iS9omJn7c%3D&Expires=1702607511
Western Australia,25/07/2022,listingssummary,archived,506783,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-07-25/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=SkvxoKj6uKlL%2FuuahHMhnWnaeog%3D&Expires=1702607511
Western Australia,17/06/2022,listings,archived,7145083,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-06-17/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=q%2BbFPGWGhUoWmVzS1yhSPnW2WAg%3D&Expires=1702607511
Western Australia,17/06/2022,calendar,archived,10115869,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-06-17/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=GiijGu4AdRV0RrodpHwSGI9yuDQ%3D&Expires=1702607512
Western Australia,17/06/2022,reviews,archived,42827700,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-06-17/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=iftcfsWqeHbKk8evgxgiguylnP4%3D&Expires=1702607512
Western Australia,17/06/2022,listingssummary,archived,505374,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-06-17/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2B4N%2BFLlXPZp%2F98fJrGxsyeqU0Tw%3D&Expires=1702607512
Western Australia,21/05/2022,listings,archived,7087504,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-05-21/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=UcakOVRI%2FW45U4ogRJi8pk9AzwE%3D&Expires=1702607513
Western Australia,21/05/2022,calendar,archived,9947111,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-05-21/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=n7sHX3%2BK3jLePBxSYb7%2F0zui3Lo%3D&Expires=1702607514
Western Australia,21/05/2022,reviews,archived,42173630,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-05-21/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=6Puss%2BL82ItwrTKZCsiFPQJjhgI%3D&Expires=1702607514
Western Australia,21/05/2022,listingssummary,archived,499678,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-05-21/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=OA%2Fc%2BOZeBtpBK17g4tq2T%2F8qKeA%3D&Expires=1702607514
Western Australia,25/04/2022,listings,archived,6984064,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-04-25/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=72L0UiXOEMi0nNBPsQV1313jSGw%3D&Expires=1702607515
Western Australia,25/04/2022,calendar,archived,9961508,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-04-25/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=prydRqNxL%2BOSJa5sXDFV6XmlB%2FI%3D&Expires=1702607516
Western Australia,25/04/2022,reviews,archived,41609385,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-04-25/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=vUA1UggdL9s8snvVhHKFeo7fmOM%3D&Expires=1702607516
Western Australia,25/04/2022,listingssummary,archived,497216,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-04-25/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=1IFvnrgPYNe2Cs56DO3826B4Mno%3D&Expires=1702607516
Western Australia,24/03/2022,listings,archived,6999909,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-03-24/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Hre1zEj%2BcBkewpyC2KHmYwVOw8c%3D&Expires=1702607517
Western Australia,24/03/2022,calendar,archived,10016073,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-03-24/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=r%2BkalMmrlfaf1Ce%2BsfMYrAiiZFE%3D&Expires=1702607517
Western Australia,24/03/2022,reviews,archived,40985727,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-03-24/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=90gUCe9nhw%2BgR3ogURDciEkqpi0%3D&Expires=1702607518
Western Australia,24/03/2022,listingssummary,archived,495499,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-03-24/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ezaQHoGzsv8Y69%2FZ10nz99xbxaw%3D&Expires=1702607518
Western Australia,21/02/2022,listings,archived,6570600,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-02-21/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=sCj9Cyi82kpci5Y%2Bd%2F6V1zJa%2BCM%3D&Expires=1702607519
Western Australia,21/02/2022,calendar,archived,9512601,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-02-21/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=IXBWVnUvZIlxU4MuME3z5IZqV%2Fk%3D&Expires=1702607520
Western Australia,21/02/2022,reviews,archived,38378247,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-02-21/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=dLTZtvdKjY%2BdpTnuTtAuJrUzOiU%3D&Expires=1702607520
Western Australia,21/02/2022,listingssummary,archived,467717,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-02-21/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=FbSn0tvPWExn2B%2B2dd3yI3kiQDg%3D&Expires=1702607520
Western Australia,23/01/2022,listings,archived,6998669,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-01-23/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=hll9WmFzGOJ1ii6y%2F2RF48vaKzI%3D&Expires=1702607520
Western Australia,23/01/2022,calendar,archived,10907748,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-01-23/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=QO4VBsNLGCjiophX5BcfEm%2FcVYk%3D&Expires=1702607520
Western Australia,23/01/2022,reviews,archived,40268772,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-01-23/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Euo5o9pLZZFI0R8jUoeWxOJROTI%3D&Expires=1702607520
Western Australia,23/01/2022,listingssummary,archived,497331,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2022-01-23/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Dkly7eIxvUfolp4rWGIbSpauGCM%3D&Expires=1702607520
Western Australia,23/12/2021,listings,archived,7006316,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-12-23/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2Bol6enmd07kC%2BJmuSlsA80ZBT%2Fc%3D&Expires=1702607521
Western Australia,23/12/2021,calendar,archived,10739780,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-12-23/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=f1eFft77yjM5BWMxUO%2BsQLyhevk%3D&Expires=1702607521
Western Australia,23/12/2021,reviews,archived,39721423,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-12-23/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=UldcrdyDDpTVlc4cjMdeM7ltMEE%3D&Expires=1702607521
Western Australia,23/12/2021,listingssummary,archived,499654,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-12-23/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=kqcQIVEa%2BvF4U7Prblq5oPv3ghk%3D&Expires=1702607522
Western Australia,22/11/2021,listings,archived,6955806,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-11-22/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=IML8u5c8Wzwl6DloYlEk2xXzkyo%3D&Expires=1702607522
Western Australia,22/11/2021,calendar,archived,10679363,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-11-22/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=yyCY0tGBkZuqvcbv7kFt4LuiZ24%3D&Expires=1702607523
Western Australia,22/11/2021,reviews,archived,39319076,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-11-22/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=zplYXJ55hVu8qvKUoXQGhjszQXk%3D&Expires=1702607523
Western Australia,22/11/2021,listingssummary,archived,498660,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-11-22/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=1PYpw6MIa0YBTLoyWRHKJLTlJU4%3D&Expires=1702607523
Western Australia,24/10/2021,listings,archived,6876189,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-10-24/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=sCwbEmQGoJH2JQFdUgpcau3HSe4%3D&Expires=1702607524
Western Australia,24/10/2021,calendar,archived,10257532,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-10-24/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ACsjyJ56t%2FvGgR8TJy76WhglVJ0%3D&Expires=1702607525
Western Australia,24/10/2021,reviews,archived,38653302,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-10-24/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=hooeyend%2Fw04EE44057H6iPevNg%3D&Expires=1702607525
Western Australia,24/10/2021,listingssummary,archived,492802,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-10-24/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=2cOnJJlnLD%2BqXY2Q4bB4IKvt3vU%3D&Expires=1702607525
Western Australia,25/09/2021,listings,archived,6854036,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-09-25/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=kefj%2By3mKnzT0xu3ljQ8uQ3dS3U%3D&Expires=1702607526
Western Australia,25/09/2021,calendar,archived,10413792,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-09-25/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=w8eafzE4Mh4zsKOD3eibUzzFD54%3D&Expires=1702607526
Western Australia,25/09/2021,reviews,archived,37969718,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-09-25/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=7OBBuwCp4hhpXTN2e0G1svrUlFo%3D&Expires=1702607526
Western Australia,25/09/2021,listingssummary,archived,492867,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-09-25/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=NrDA6Iihq7vSpcEJ0qFELMtckHE%3D&Expires=1702607526
Western Australia,24/08/2021,listings,archived,6786950,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-08-24/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=zgvWepOqIJGH6eCbaQRVjVN26Yw%3D&Expires=1702607527
Western Australia,24/08/2021,calendar,archived,10316575,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-08-24/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=JAFhFFTI10jqzc5U3Qmddil2mnE%3D&Expires=1702607527
Western Australia,24/08/2021,reviews,archived,37055296,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-08-24/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=7xDEIy2b8AH%2FwJ5cin2owk78MGc%3D&Expires=1702607527
Western Australia,24/08/2021,listingssummary,archived,489562,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-08-24/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=ekgFUW%2BsmqVrzKXoeubiZ0d7Fh0%3D&Expires=1702607528
Western Australia,15/07/2021,listings,archived,6700741,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-07-15/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=mfq3K1%2Fie5zudUaMIl80SmBzivs%3D&Expires=1702607528
Western Australia,15/07/2021,calendar,archived,9896272,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-07-15/data/calendar.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=TZ0tdxOJrFMvfdOMxTmmGM75fiE%3D&Expires=1702607528
Western Australia,15/07/2021,reviews,archived,36050028,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-07-15/data/reviews.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=Ogys%2F6TOiTTp6SARyk1VP2SaTRg%3D&Expires=1702607529
Western Australia,15/07/2021,listingssummary,archived,471359,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-07-15/visualisations/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=%2BxbUvk%2FzRgfsuBxSur%2FzDwHKchk%3D&Expires=1702607529
Western Australia,24/04/2021,listings,archived,7176179,https://s3.amazonaws.com/research.insideairbnb.com/data/australia/wa/western-australia/2021-04-24/data/listings.csv.gz?AWSAccessKeyId=AKIAJQ2BTK7Y7AUEG7AA&Signature=keFCFNsnHULAQ5UIMQcvNUqVnrk%3D&Expires=1702607529
