LGA_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
LGA57350,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,9,0,12,119,129,364,17,0,19,119,504,685,..,..,..,..,685,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0
LGA57420,0,0,..,5,0,5,0,5,..,0,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,61,3,58,0,58,..,3,0,3,83,84,843,58,3,61,83,987,1752,..,..,..,..,1752,..,18,0,18,0,18,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
LGA57490,0,7,..,394,45,435,4,439,..,160,6,169,0,167,..,88,11,100,0,97,..,15,0,14,0,14,..,47,10,55,0,55,..,18,0,19,0,19,..,50,0,51,0,51,..,26,0,26,0,26,..,69,6,67,0,72,..,142,17,159,0,159,..,78,4,88,0,88,..,39,4,40,0,40,..,154,34,189,0,190,..,231,6,232,0,234,..,164,12,173,0,174,..,357,15,371,0,375,..,141,7,148,0,154,..,895,32,925,3,933,..,220,22,242,3,250,..,62,0,65,0,65,..,283,48,333,0,336,..,13,3,17,0,19,..,122,45,163,5,174,..,1296,130,1433,35,1470,..,5461,549,6013,73,6083,..,262,26,283,3032,3321,59190,5721,574,6295,3106,68591,116738,..,..,..,..,116738,..,965,20,985,9,993,..,201,19,219,6,222,..,135,3,137,0,143,..,101,37,135,0,135,..,359,93,456,4,460
LGA57630,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,9,9,26,3,0,3,9,37,67,..,..,..,..,67,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA57700,0,7,..,392,35,424,6,432,..,35,3,37,0,37,..,10,0,10,0,10,..,9,0,9,0,9,..,3,3,11,0,11,..,0,0,0,0,0,..,61,7,66,0,66,..,19,4,20,0,20,..,13,0,13,0,13,..,22,0,21,0,21,..,3,0,3,0,3,..,7,3,7,0,7,..,8,0,8,0,8,..,63,0,65,0,65,..,28,5,33,0,33,..,70,9,79,0,79,..,26,4,30,0,30,..,192,15,204,0,204,..,33,5,40,0,40,..,39,6,46,0,42,..,29,0,26,0,26,..,0,0,0,0,0,..,12,12,24,0,24,..,465,42,506,7,517,..,1636,163,1799,24,1819,..,69,7,76,556,631,13646,1704,170,1874,578,16102,26899,..,..,..,..,26899,..,249,6,250,0,255,..,40,3,44,0,44,..,19,0,25,0,25,..,27,11,38,0,38,..,105,23,123,0,127
LGA57770,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,5,..,11,0,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,5,0,5,0,5,..,45,6,50,0,50,..,3,0,3,85,88,370,48,6,51,90,507,763,..,..,..,..,763,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,6,0,6
LGA57840,5,48,..,392,23,418,5,419,..,199,10,206,5,212,..,92,23,118,0,117,..,4,7,10,0,10,..,89,24,111,0,111,..,13,0,13,0,13,..,55,0,52,0,50,..,150,19,169,0,169,..,64,8,71,0,71,..,65,8,74,0,72,..,38,8,44,0,50,..,0,0,0,0,0,..,23,0,27,0,25,..,46,0,46,0,48,..,245,21,273,4,271,..,64,5,65,0,65,..,78,6,83,0,86,..,435,29,465,3,471,..,166,8,179,4,180,..,64,0,63,0,63,..,90,18,110,0,111,..,24,9,32,0,32,..,116,34,151,0,151,..,494,66,556,19,578,..,4192,517,4712,54,4762,..,78,16,94,995,1089,16311,4273,533,4807,1050,22163,32305,..,..,..,..,32305,..,119,0,123,4,121,..,266,36,297,3,304,..,34,0,34,4,37,..,566,66,632,7,639,..,1354,248,1602,15,1618
LGA57910,0,119,..,3503,322,3833,30,3867,..,2674,347,3028,36,3058,..,510,58,566,5,567,..,45,17,58,0,58,..,212,55,265,0,267,..,1061,205,1270,13,1286,..,235,10,250,0,253,..,504,112,620,3,619,..,478,44,527,3,528,..,781,79,859,8,864,..,318,33,352,0,352,..,15,0,15,0,15,..,493,67,568,0,564,..,288,0,285,0,289,..,406,42,446,4,452,..,496,16,513,7,516,..,264,33,297,0,298,..,1456,89,1546,10,1555,..,892,88,976,13,995,..,175,18,197,0,197,..,391,71,460,0,464,..,97,38,132,3,136,..,1695,856,2556,14,2563,..,5200,926,6126,88,6216,..,27476,4894,32376,309,32680,..,663,116,772,4631,5407,78415,28140,5008,33149,4937,116500,153013,..,..,..,..,153013,..,608,4,617,9,621,..,2096,474,2573,18,2588,..,120,10,126,0,128,..,1965,610,2578,18,2597,..,3858,1050,4902,37,4941
LGA57980,0,12,..,69,0,75,0,75,..,56,7,67,0,67,..,91,27,115,0,122,..,4,0,4,0,4,..,42,4,48,0,48,..,0,0,0,0,0,..,13,0,13,0,13,..,50,0,49,0,52,..,43,6,46,0,46,..,39,0,46,0,44,..,47,6,48,0,48,..,0,0,0,0,0,..,19,3,20,0,20,..,22,0,22,0,22,..,43,7,52,0,52,..,10,0,10,0,10,..,13,0,13,0,13,..,95,7,98,0,98,..,68,10,75,4,81,..,24,0,24,0,24,..,27,7,39,0,39,..,3,0,3,0,3,..,35,8,39,0,40,..,197,15,212,3,216,..,1500,165,1670,22,1687,..,26,0,28,360,393,6970,1527,166,1698,380,9044,13411,..,..,..,..,13411,..,35,0,35,0,40,..,68,6,70,0,70,..,6,0,6,0,6,..,141,18,151,0,151,..,426,70,501,4,507
LGA58050,0,77,..,2912,357,3265,42,3312,..,516,62,577,3,584,..,118,14,130,3,134,..,72,48,113,0,118,..,68,15,87,0,83,..,169,23,193,0,193,..,243,21,270,4,269,..,181,56,239,6,241,..,174,29,203,0,206,..,124,8,136,0,138,..,75,15,83,0,90,..,26,0,25,0,25,..,198,38,234,0,234,..,679,26,708,0,709,..,223,17,237,0,237,..,1089,45,1138,4,1151,..,349,20,364,4,373,..,2344,105,2456,9,2465,..,265,34,298,5,303,..,268,27,291,3,302,..,292,51,344,0,344,..,18,9,28,0,28,..,1008,628,1640,10,1642,..,3564,663,4232,71,4299,..,15588,2771,18360,179,18542,..,406,77,486,3255,3743,54701,15991,2855,18846,3435,76981,109433,..,..,..,..,109433,..,847,11,863,3,866,..,1613,282,1895,9,1899,..,278,3,280,3,287,..,617,219,835,6,842,..,1065,298,1360,12,1371
LGA58190,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,28,26,142,0,0,0,28,172,327,..,..,..,..,327,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA58260,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,5,0,8,0,8,..,0,0,0,47,47,221,5,0,8,47,274,467,..,..,..,..,467,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA58330,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,0,..,4,0,9,0,9,..,0,0,0,0,0,..,0,0,0,4,4,..,15,4,20,0,20,..,70,7,74,4,84,..,0,0,8,216,223,1925,71,9,85,223,2229,3932,..,..,..,..,3932,..,16,0,14,0,14,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,8,0,4,0,4
LGA58400,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,20,20,115,4,0,4,20,137,251,..,..,..,..,251,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA58470,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,12,0,12,0,12,..,0,0,0,0,0,61,12,0,12,0,79,133,..,..,..,..,133,..,0,0,0,0,0,..,0,0,0,0,0,..,20,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0
LGA58510,0,36,..,732,55,785,4,787,..,252,26,283,3,281,..,105,10,111,0,116,..,16,0,13,0,13,..,110,30,136,0,141,..,4,0,5,0,5,..,53,0,51,0,51,..,61,9,72,0,72,..,49,0,47,0,49,..,75,4,81,5,81,..,49,5,51,0,51,..,0,0,0,0,0,..,27,0,30,0,30,..,70,0,70,0,70,..,166,22,189,6,191,..,107,0,104,0,103,..,94,6,104,3,105,..,434,32,465,4,475,..,152,16,166,4,171,..,37,3,42,0,42,..,101,21,123,0,123,..,14,4,18,0,18,..,158,41,199,0,196,..,579,82,663,13,677,..,4172,538,4708,59,4769,..,124,14,142,1161,1305,12406,4303,552,4849,1220,18477,25273,..,..,..,..,25273,..,71,0,71,0,71,..,239,32,271,4,269,..,24,6,27,0,25,..,365,67,428,0,433,..,1047,202,1249,11,1265
LGA58540,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,51,49,318,16,0,16,51,381,679,..,..,..,..,679,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA58570,0,5,..,181,12,192,0,195,..,503,119,623,6,621,..,68,10,81,0,84,..,4,0,4,0,4,..,86,24,107,0,107,..,89,30,127,0,127,..,17,4,17,0,17,..,59,3,60,0,61,..,54,7,56,0,54,..,99,8,103,0,105,..,37,6,38,0,40,..,5,0,5,0,5,..,64,9,76,0,74,..,40,0,40,0,40,..,72,0,77,0,78,..,34,0,37,0,37,..,39,3,43,0,43,..,186,3,192,0,193,..,187,18,204,0,200,..,21,0,23,0,23,..,61,12,77,0,77,..,8,0,8,0,8,..,267,89,361,3,358,..,371,35,403,16,416,..,3355,580,3935,34,3973,..,79,12,93,763,856,13466,3435,594,4026,800,18293,27361,..,..,..,..,27361,..,42,0,45,0,45,..,75,3,83,0,82,..,29,0,29,0,29,..,324,88,417,0,418,..,642,155,797,4,803
LGA58610,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,7,0,7,..,0,0,0,0,0,..,11,0,18,0,18,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,27,3,26,0,26,..,0,0,0,98,104,742,25,3,34,98,869,1502,..,..,..,..,1502,..,4,0,4,0,4,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0
LGA58680,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,44,45,200,5,0,7,44,250,428,..,..,..,..,428,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA58760,0,62,..,2542,281,2826,23,2846,..,676,67,740,3,750,..,142,20,164,0,161,..,131,82,216,0,218,..,86,29,116,0,116,..,743,111,854,6,862,..,182,4,187,0,187,..,266,40,302,3,305,..,288,37,328,0,328,..,279,29,304,0,309,..,185,18,198,0,205,..,30,4,32,0,33,..,228,54,280,0,280,..,521,18,537,0,540,..,243,11,252,0,258,..,658,15,669,0,673,..,396,54,445,6,451,..,1808,93,1912,14,1918,..,490,60,553,0,555,..,159,14,168,3,172,..,363,52,414,5,421,..,38,3,43,0,43,..,1680,1116,2793,19,2812,..,3922,871,4789,65,4857,..,18948,3581,22531,174,22704,..,641,113,756,3554,4309,79293,19588,3697,23284,3724,106304,156289,..,..,..,..,156289,..,3120,39,3161,18,3176,..,1836,307,2146,9,2156,..,193,3,200,0,200,..,622,193,816,5,821,..,1322,386,1707,14,1723
LGA58820,0,0,..,0,0,0,0,0,..,43,4,51,0,51,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,0,0,0,0,0,..,11,0,11,0,11,..,3,0,3,0,3,..,21,0,20,0,20,..,0,0,0,0,0,..,0,0,0,0,0,..,4,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,11,0,11,..,106,8,117,0,117,..,9,0,9,150,160,1843,111,8,124,150,2120,3645,..,..,..,..,3645,..,6,0,6,0,6,..,7,0,7,0,7,..,12,0,12,0,14,..,0,0,0,0,0,..,0,0,6,0,6
LGA58890,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,48,54,304,6,0,6,48,362,664,..,..,..,..,664,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA59030,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,14,14,103,4,0,8,14,125,213,..,..,..,..,213,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
LGA59100,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,12,0,12,..,0,0,0,42,42,279,5,0,12,42,329,571,..,..,..,..,571,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
