LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA50840,0,0,0,0,0,0,0,0,0,14,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,9,0,7,0,5,0,0,0,5,0,3,0,23,0,38,0,0,0,0,0,0,0,4,0,16,0,25,0,0,0,0,0,5,0,3,3,101,0,107,0,3,0,4,0,3,0,17,0,44,3,74,6,8,0,0,0,5,0,9,0,44,0,77,4,7,0,8,0,3,0,8,0,28,0,65,0,0,0,7,0,3,0,4,0,3,0,31,12,3,4,7,0,4,0,0,0,10,0,48,17,12,0,25,5,14,0,0,3,11,0,90,15,3,0,18,0,9,0,0,0,3,0,49,9,0,0,18,5,4,0,0,6,9,0,40,14,0,0,3,0,0,0,0,0,0,0,25,16,0,0,5,0,11,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,9,0,14,0,4,0,0,0,0,0,4,0,8,0,9,0,0,0,0,0,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,4,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
LGA50980,0,0,0,0,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,15,0,23,0,0,0,0,0,0,0,5,0,11,0,14,6,0,0,4,0,0,0,16,0,40,0,62,5,0,0,0,0,0,0,4,0,13,0,35,0,0,0,3,0,11,0,7,3,26,0,54,11,13,0,7,0,7,0,4,0,15,0,53,3,4,0,9,0,13,0,3,0,7,0,40,14,9,0,11,0,7,0,7,5,0,0,44,79,10,3,35,4,23,3,4,4,7,0,166,86,13,0,44,9,18,0,5,0,0,0,174,91,8,0,25,10,11,3,0,5,4,0,146,72,0,4,15,3,4,0,0,0,3,0,98,107,6,0,29,8,6,0,4
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,16,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,11,0,0,0,5,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,0,0,16,11,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,0,23,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,10,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,5,0,0
LGA51190,0,0,0,0,0,0,0,0,0,52,3,63,3,0,0,0,0,0,0,3,0,14,0,22,0,0,0,0,0,0,0,4,0,16,0,23,0,0,0,0,0,0,0,3,0,12,0,15,0,0,0,0,0,0,0,4,0,90,0,98,0,0,0,0,0,9,0,23,0,48,0,87,0,6,0,0,0,3,0,36,5,387,8,458,0,7,0,5,0,22,0,42,0,211,0,293,4,29,0,12,0,35,0,52,11,149,0,290,11,30,0,52,0,42,4,42,0,135,6,329,18,19,0,47,3,43,5,22,6,34,0,190,55,10,0,61,9,38,0,18,0,49,0,237,130,19,7,107,9,73,6,21,8,54,0,427,100,15,4,118,7,21,0,15,0,21,0,296,102,3,5,69,10,14,6,4,5,6,0,230,73,4,0,16,7,5,0,0,0,6,0,117,115,12,6,57,16,37,0,12
LGA51260,0,0,0,3,0,0,0,0,0,66,0,71,0,0,0,0,0,0,0,8,0,36,4,49,0,3,0,0,0,0,0,0,0,26,0,33,0,0,0,0,0,0,0,3,0,18,0,27,5,6,0,4,0,0,0,16,0,110,0,137,0,5,0,0,0,0,0,22,0,62,0,101,4,4,0,3,0,10,0,48,0,488,9,577,9,21,3,3,0,16,5,60,11,262,6,383,9,40,0,21,0,28,7,68,9,323,6,515,22,65,7,69,3,38,4,62,0,239,0,514,15,30,5,66,7,37,4,21,0,79,0,264,43,30,4,66,4,23,7,22,0,98,0,302,151,42,12,158,15,57,12,23,4,92,6,576,134,17,10,123,10,18,4,13,4,42,0,375,92,15,5,65,11,13,9,3,6,28,0,251,67,3,3,37,8,10,7,6,0,10,0,152,131,26,5,84,16,36,7,14
LGA51310,0,0,0,0,0,0,0,0,0,42,0,47,0,0,0,0,0,0,0,0,0,17,0,18,0,0,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,6,0,39,0,53,0,0,0,0,0,0,0,5,0,22,0,33,0,5,0,0,0,3,0,7,4,85,3,103,0,7,0,0,0,7,0,17,0,72,0,109,0,22,0,0,0,10,0,16,4,114,0,168,6,18,0,16,0,18,0,30,4,114,0,200,3,12,0,16,0,13,0,20,0,46,0,107,9,11,0,20,0,14,0,19,0,70,0,146,49,21,0,34,3,28,5,29,10,81,0,249,42,4,0,46,8,19,0,29,0,57,0,210,69,13,0,43,6,35,0,19,4,36,0,217,72,7,0,27,4,6,5,8,0,25,0,149,326,45,9,172,20,119,8,51
LGA51330,0,0,0,0,0,0,0,0,0,269,0,268,0,3,0,0,0,0,0,9,0,84,0,91,0,0,0,0,0,3,0,17,4,45,0,68,0,0,0,0,0,0,0,21,0,33,0,51,0,8,0,0,0,0,0,31,3,178,0,227,0,11,0,0,0,15,6,49,4,111,0,186,4,29,0,7,0,26,0,89,5,692,7,858,4,44,3,12,0,43,5,106,0,374,6,584,13,79,0,41,0,98,7,94,12,351,0,699,21,86,7,105,3,103,0,79,7,327,3,753,30,49,6,133,10,101,9,57,11,99,0,492,72,55,4,153,9,94,5,42,10,88,0,527,310,71,7,279,22,181,17,58,14,89,3,1047,310,33,15,206,24,61,3,21,0,42,5,720,243,26,5,127,19,56,9,17,0,24,0,521,166,10,3,52,6,22,3,4,0,8,0,277,363,29,8,122,22,77,6,30
LGA51400,0,0,0,0,0,0,0,0,0,29,0,30,0,0,0,0,0,0,0,4,0,14,0,18,0,0,0,0,0,0,0,0,0,9,0,14,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,6,0,36,0,42,0,0,0,0,0,3,0,10,0,24,0,31,0,3,0,0,0,6,0,19,3,155,0,196,0,8,0,0,0,8,0,21,0,72,6,112,3,10,0,10,0,20,0,21,0,74,0,139,8,8,3,20,0,15,0,17,0,63,0,145,8,6,5,24,3,22,0,5,3,14,0,93,17,3,0,29,6,22,0,13,0,12,0,100,74,11,4,65,7,36,4,6,9,20,0,237,70,10,3,62,0,10,3,3,4,8,0,170,65,8,3,26,12,15,4,3,0,3,0,137,36,0,0,12,3,3,0,0,0,0,0,57,90,9,0,42,4,14,9,9
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,3,0,36,3,55,0,0,0,0,0,0,0,7,0,15,0,23,3,5,0,0,0,3,0,0,0,8,0,27,5,4,0,13,0,10,0,4,0,8,0,45,4,7,0,3,0,6,0,0,0,0,0,23,12,3,0,9,0,4,0,0,0,0,0,37,35,0,3,3,0,10,0,0,0,3,0,56,27,0,0,10,0,3,0,0,0,0,0,43,16,6,0,7,0,6,0,0,0,0,0,36,10,0,0,6,0,0,0,0,0,0,0,20,25,0,0,12,3,8,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,17,0,7,0,0,0,0,0,0,0,5,0,15,0,8,0,0,0,7,0,0,0,7,0,20,0,0,0,4,0,3,0,5,0,4,0,21,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,4,0,3,0,0,0,0,0,14,9,0,0,6,0,3,0,0,0,3,0,20,14,0,0,5,5,0,0,0,0,3,0,30,10,0,0,8,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,15,0,25,0,0,0,0,0,0,0,0,0,7,0,9,4,3,0,0,0,3,0,11,0,58,0,79,0,0,0,0,0,7,0,4,0,35,0,60,3,8,0,3,0,10,0,6,0,32,0,57,0,5,0,4,0,5,0,7,3,22,0,52,0,4,0,3,0,8,0,0,0,5,0,28,4,3,0,11,0,4,0,0,0,7,0,39,20,4,0,21,0,13,0,0,5,5,0,83,26,0,3,18,5,3,4,3,0,0,0,61,21,3,0,18,0,9,3,0,0,3,0,61,21,0,0,3,0,0,0,0,0,0,0,26,31,3,0,15,0,12,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,6,0,4,0,0,0,0,0,9,6,0,0,3,0,0,0,0,0,0,0,10,7,0,0,6,0,0,0,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,5,13,0,0,5,0,5,0,0
LGA51750,0,0,0,0,0,0,0,0,0,17,0,13,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,7,0,8,0,13,0,0,0,0,0,0,0,6,0,13,0,13,0,0,0,0,0,0,0,5,0,30,0,37,0,4,0,0,0,0,0,3,0,35,0,45,0,3,0,4,0,0,0,11,5,28,0,48,0,8,0,4,0,9,0,5,0,57,0,78,0,4,0,13,0,5,0,5,0,20,0,55,0,6,0,0,0,12,0,6,0,39,0,68,16,9,0,10,0,15,0,13,0,47,0,116,26,4,0,20,0,7,0,6,6,40,0,115,25,3,0,16,5,15,0,6,0,19,0,79,26,0,0,9,0,3,0,5,0,11,0,53,108,19,6,50,8,53,4,30
LGA51820,0,0,0,0,0,0,0,0,0,225,4,233,0,3,0,0,0,0,0,10,0,68,0,85,0,0,0,0,0,0,0,12,0,64,0,75,0,0,0,0,0,6,0,9,0,41,0,58,4,6,0,0,0,4,0,29,0,215,7,252,3,10,0,0,0,8,0,54,5,120,3,199,4,22,0,0,0,21,4,89,9,872,7,1017,3,30,0,16,0,75,0,99,9,448,8,690,5,53,3,39,5,116,4,100,12,353,0,694,42,76,0,110,3,140,9,105,3,292,7,793,37,57,4,165,11,137,5,61,9,76,0,576,99,44,3,183,14,128,8,48,11,102,0,648,550,62,3,419,32,242,19,57,23,86,3,1498,596,50,9,353,49,79,17,21,3,47,7,1232,530,34,15,253,40,81,12,21,7,25,0,1020,430,12,6,108,24,27,3,3,0,11,0,631,696,31,11,219,48,124,14,28
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,9,0,10,0,0,0,0,0,0,0,8,5,33,0,46,0,0,0,0,0,0,0,0,0,23,0,31,0,0,0,0,0,0,0,14,0,160,3,183,0,0,0,0,0,3,0,7,0,56,0,74,0,6,0,3,0,11,0,14,0,40,0,81,0,6,0,5,0,13,0,23,4,43,0,99,5,3,0,10,0,10,0,7,0,10,0,46,5,0,0,17,0,13,0,5,5,5,0,61,18,7,5,22,0,25,0,4,0,12,0,88,17,0,0,21,0,10,0,3,3,4,0,68,29,0,0,12,4,13,0,0,0,7,0,64,14,0,0,7,0,0,0,0,0,0,0,25,18,0,0,11,0,10,0,0
LGA51960,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,15,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,18,0,21,0,0,0,3,0,0,0,0,0,5,0,10,0,0,0,0,0,5,0,0,0,7,0,11,0,0,0,0,0,5,0,0,0,5,0,12,0,0,0,3,0,14,0,0,0,0,0,18,0,4,0,0,0,6,0,0,0,0,0,12,9,8,0,5,0,19,0,5,0,0,0,43,13,0,0,7,0,0,0,0,0,0,0,18,13,0,0,7,0,6,0,0,0,0,0,23,8,0,0,0,0,0,0,0,0,0,0,11,32,3,0,16,0,10,0,0
LGA52030,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,16,0,25,6,0,0,3,0,0,0,3,0,20,0,29,0,3,0,0,0,0,0,0,0,9,0,11,4,0,0,7,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,5,7,0,0,5,0,7,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,9,5,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,4,7,6,0,3,0,3,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,3,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,5,0,0,0,0,0,3,0,16,5,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,9,5,0,0,0,0,0,0,24,6,0,0,10,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,9,0,8,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,4,0,18,0,24,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,5,0,4,0,10,0,29,0,37,0,0,0,0,0,0,0,4,0,24,0,38,0,0,0,3,0,3,0,3,0,11,0,20,0,3,0,0,0,0,0,3,0,23,0,42,7,5,0,11,0,6,0,11,0,27,0,69,10,4,0,18,0,0,0,7,0,24,0,68,14,3,0,14,0,4,0,10,0,23,0,70,13,7,0,11,0,3,0,8,0,16,0,53,85,32,3,64,10,48,0,50
LGA52240,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,22,4,0,0,0,0,0,0,0,0,5,0,14,0,0,0,0,0,4,0,0,0,5,0,13,0,0,0,3,0,5,0,0,0,5,0,14,0,0,0,6,0,5,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,9,0,0,4,0,0,0,0,0,0,0,15,8,0,0,0,0,0,0,0,0,0,0,6,4,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,4,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,18,0,4,0,0,0,3,0,5,0,4,0,10,5,4,0,0,0,4,0,3,0,0,0,13,0,0,0,0,0,5,0,0,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,5,0,10,3,0,0,5,0,0,0,0,0,0,0,15,4,0,0,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
