LGA_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
LGA50840,0,0,0,0,..,8,0,8,0,13,..,0,0,0,0,0,..,0,5,4,0,4,..,32,4,37,4,37,..,163,10,174,7,180,..,7,0,7,379,388,4675,170,10,184,384,5238
LGA50910,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,15,0,15,..,37,8,44,0,46,..,0,0,0,95,101,785,43,8,42,99,929
LGA50980,0,17,0,17,..,64,9,78,0,78,..,6,0,10,0,14,..,20,0,25,0,25,..,869,44,912,30,938,..,1927,104,2037,37,2076,..,148,18,166,2286,2460,12426,2079,127,2204,2328,16959
LGA51080,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,38,0,38,0,38,..,0,0,0,118,124,892,39,0,39,118,1046
LGA51120,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,16,3,20,0,19,..,34,6,36,0,38,..,0,0,0,147,146,795,37,6,37,144,979
LGA51190,0,19,0,19,..,49,5,52,0,52,..,5,0,5,0,5,..,54,28,81,0,81,..,390,44,435,8,442,..,2500,324,2827,24,2853,..,103,9,111,2406,2518,27619,2601,330,2936,2435,32987
LGA51260,0,20,0,17,..,71,9,82,0,87,..,0,0,0,0,0,..,53,26,77,0,77,..,356,77,437,11,448,..,1862,202,2067,29,2098,..,135,10,146,2214,2359,36188,1999,213,2212,2241,40640
LGA51310,0,50,0,50,..,42,3,45,0,45,..,9,0,5,0,5,..,70,7,80,0,83,..,538,30,564,3,573,..,3884,297,4175,36,4212,..,112,4,121,733,852,23810,3996,302,4300,769,28876
LGA51330,63,1318,13,1337,..,276,52,330,3,336,..,382,110,494,6,491,..,538,160,697,5,701,..,3893,421,4320,101,4417,..,35330,5264,40595,397,40993,..,609,98,706,3412,4116,50748,35939,5363,41304,3804,95860
LGA51400,0,11,0,11,..,21,3,24,0,24,..,0,0,0,0,0,..,15,11,25,0,25,..,235,20,257,7,266,..,1493,89,1581,22,1603,..,40,9,49,820,867,15709,1528,93,1629,837,18175
LGA51470,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,14,0,14,0,14,..,20,0,20,0,20,..,0,0,0,84,84,442,20,0,20,84,552
LGA51540,0,3,0,3,..,7,0,9,0,9,..,0,0,0,0,0,..,92,71,162,0,165,..,110,14,125,4,129,..,509,146,654,11,666,..,21,0,24,881,909,3674,526,150,680,896,5251
LGA51610,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,33,3,40,0,39,..,7,0,7,202,213,1306,41,3,40,208,1556
LGA51680,0,0,0,0,..,12,5,10,0,10,..,0,0,0,0,0,..,3,0,8,0,8,..,88,5,90,3,91,..,243,17,257,3,264,..,15,0,15,449,464,5208,256,17,273,453,5930
LGA51710,0,4,0,4,..,5,3,6,0,6,..,0,0,0,0,0,..,5,4,7,0,7,..,5,0,8,0,8,..,541,200,744,14,757,..,3,3,3,431,443,495,539,206,746,451,1692
LGA51750,0,14,0,14,..,5,3,9,0,9,..,0,0,0,0,0,..,11,0,17,0,17,..,153,8,159,7,164,..,1282,122,1410,15,1423,..,26,0,28,514,543,9326,1305,125,1433,526,11284
LGA51820,16,301,7,301,..,265,54,316,0,320,..,50,12,59,0,59,..,267,75,344,3,346,..,2444,307,2747,74,2822,..,22240,2974,25211,290,25504,..,543,72,610,4565,5178,87418,22781,3044,25825,4850,118091
LGA51860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,6,0,6,..,254,124,382,4,381,..,0,4,3,93,100,113,257,128,385,102,593
LGA51890,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,54,5,57,0,60,..,208,22,234,0,233,..,29,3,26,670,702,7873,233,29,261,669,8812
LGA51960,0,4,0,4,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,70,8,80,0,80,..,177,10,190,0,190,..,24,0,24,772,791,2503,200,10,212,772,3478
LGA52030,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,6,0,6,..,19,0,19,0,21,..,0,0,0,137,138,895,22,0,21,138,1055
LGA52100,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,30,0,30,0,28,..,0,0,0,56,56,916,30,0,30,64,1007
LGA52170,0,0,0,0,..,6,0,6,0,6,..,9,0,9,0,9,..,8,0,8,0,8,..,67,9,69,0,69,..,468,31,501,4,504,..,12,0,13,337,349,7113,485,27,510,344,7970
LGA52240,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,5,4,8,0,8,..,38,4,43,0,42,..,3,0,3,118,120,936,42,4,45,119,1100
LGA52310,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,3,0,3,..,18,0,23,0,23,..,4,0,4,71,74,803,20,0,24,71,902
LGA52380,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,11,0,11,0,17,..,0,0,0,31,31,174,14,0,14,31,215
LGA52450,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,4,13,0,13,..,67,0,77,7,82,..,0,0,0,91,93,1124,72,0,76,100,1302
LGA52520,0,0,0,0,..,0,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,20,3,24,..,127,6,136,3,135,..,4,0,4,204,212,1036,130,6,134,207,1379
LGA52590,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,29,3,34,0,32,..,123,9,137,0,138,..,3,0,3,330,332,2885,129,9,139,333,3355
LGA52660,0,11,0,11,..,21,9,30,0,30,..,7,0,7,0,7,..,13,15,18,0,18,..,196,17,215,3,226,..,838,84,917,16,930,..,34,5,35,782,822,12934,867,88,953,801,14686
LGA52730,0,3,0,3,..,5,3,9,0,9,..,0,0,0,0,0,..,16,5,19,0,19,..,35,0,36,0,38,..,229,14,237,5,238,..,13,0,13,576,587,5481,237,14,247,576,6310
LGA52800,0,0,0,0,..,7,0,3,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,1943,182,2126,49,2177,..,2143,197,2344,63,2407,..,104,144,243,1301,1541,3128,2250,338,2582,1365,7075
LGA52870,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,6,17,0,17,..,59,13,72,0,72,..,253,41,296,0,297,..,8,6,13,367,381,5482,266,43,308,367,6155
LGA52940,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,..,7,0,10,0,13,..,0,0,0,61,58,637,12,0,11,59,715
LGA53010,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,3,11,0,10,..,3,0,9,119,120,546,12,5,12,117,681
LGA53080,0,0,0,0,..,10,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,13,..,39,0,42,0,43,..,3,0,3,129,130,498,44,0,44,129,677
LGA53150,0,0,0,0,..,7,0,7,0,7,..,0,0,6,0,6,..,0,7,5,0,5,..,73,5,79,6,78,..,536,42,582,3,586,..,21,5,25,308,335,6902,553,51,603,315,7819
LGA53220,0,10,0,9,..,49,14,62,0,59,..,3,0,5,0,5,..,11,0,11,0,11,..,1146,113,1258,14,1272,..,1874,157,2033,22,2055,..,36,3,41,2283,2326,5386,1913,163,2073,2304,9760
LGA53290,0,5,0,5,..,32,0,34,0,34,..,0,0,0,0,0,..,18,0,20,0,20,..,123,8,130,3,134,..,557,44,602,8,615,..,58,5,58,1395,1449,11815,619,49,662,1405,13883
LGA53360,0,0,0,0,..,3,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,31,0,32,3,35,..,181,13,191,7,202,..,12,0,16,287,303,2584,188,14,208,296,3085
LGA53430,0,4,0,4,..,50,5,50,0,54,..,22,0,22,0,22,..,35,6,42,6,43,..,512,65,580,4,583,..,3536,511,4047,49,4094,..,88,13,103,1874,1976,25861,3627,526,4152,1922,31930
LGA53570,0,4,0,4,..,11,0,16,0,16,..,0,0,0,0,0,..,20,16,41,0,41,..,106,16,125,17,137,..,405,100,499,19,522,..,23,0,19,420,443,4615,424,100,522,443,5576
LGA53640,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,9,..,87,0,84,0,89,..,0,0,4,99,99,1026,88,4,90,99,1215
LGA53710,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,10,0,10,0,10,..,0,0,0,110,110,833,10,0,10,110,955
LGA53780,208,1933,22,1947,..,399,73,467,4,469,..,264,56,319,3,318,..,487,169,661,11,670,..,7052,1801,8856,136,8985,..,37716,6810,44527,470,44991,..,811,197,1009,6840,7846,73536,38522,7009,45530,7305,126376
LGA53800,0,22,0,22,..,96,21,115,0,115,..,0,0,0,0,0,..,105,50,156,0,154,..,486,49,537,19,551,..,2640,293,2932,44,2977,..,167,10,178,3734,3912,32606,2813,305,3115,3774,39489
LGA53920,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,1445,110,1552,73,1622,..,1512,119,1636,73,1704,..,58,12,71,362,434,1440,1566,133,1702,436,3574
LGA53990,0,11,0,11,..,37,5,37,0,37,..,4,0,4,0,4,..,16,4,21,0,20,..,303,45,346,16,363,..,1945,250,2195,34,2230,..,93,3,99,1332,1431,24905,2037,257,2296,1366,28567
LGA54060,0,3,0,3,..,6,0,9,0,9,..,0,0,0,0,0,..,4,0,8,0,8,..,13,0,11,0,13,..,65,8,74,0,74,..,12,0,12,387,398,3207,78,8,84,390,3680
LGA54130,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,41,6,45,0,47,..,0,0,0,102,105,1009,40,3,47,105,1160
LGA54170,6,115,3,125,..,302,50,348,0,352,..,37,0,37,0,37,..,360,98,453,3,457,..,2060,203,2266,45,2310,..,15577,1453,17023,169,17195,..,516,28,542,4401,4948,137864,16092,1477,17574,4573,160003
LGA54200,15,171,0,172,..,164,23,182,3,188,..,19,4,26,0,26,..,68,20,83,0,83,..,1437,236,1672,31,1703,..,6571,726,7298,99,7399,..,202,18,220,2274,2501,48865,6771,743,7517,2380,58762
LGA54280,0,40,4,43,..,119,24,149,0,149,..,10,0,10,0,10,..,46,16,62,0,58,..,918,63,979,27,1009,..,3435,261,3692,56,3744,..,193,30,225,3037,3262,22298,3628,289,3918,3090,29306
LGA54310,0,23,0,23,..,128,18,148,0,147,..,4,0,4,0,4,..,35,10,43,0,43,..,845,44,890,26,914,..,2552,175,2731,41,2771,..,152,13,164,3668,3834,15589,2711,186,2893,3713,22199
LGA54340,0,7,0,7,..,8,0,7,0,7,..,0,0,0,0,0,..,4,6,6,0,6,..,206,160,366,12,375,..,509,263,771,17,786,..,23,9,33,397,430,2839,540,270,810,410,4057
LGA54410,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,16,0,16,..,49,0,47,0,48,..,6,0,6,125,126,964,55,0,51,122,1138
LGA54480,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,22,0,22,0,22,..,0,0,0,47,51,420,20,0,20,47,491
LGA54550,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,3,6,0,6,..,15,0,15,3,19,..,91,6,95,9,101,..,0,0,3,154,153,1644,88,12,101,160,1901
LGA54620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,23,4,24,0,24,..,0,0,4,111,114,705,24,6,29,111,847
LGA54690,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,4,6,0,6,..,0,0,0,12,12,349,3,4,6,12,361
LGA54760,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,3,19,0,19,..,0,0,0,84,84,670,14,3,19,84,769
LGA54830,15,158,0,158,..,130,21,145,0,148,..,0,0,0,0,0,..,86,27,111,0,114,..,1435,116,1553,44,1592,..,8779,887,9666,146,9812,..,195,23,219,3374,3602,32453,8980,909,9891,3523,45867
LGA54900,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,17,0,17,0,17,..,68,3,74,0,74,..,0,0,0,80,90,1105,74,3,74,86,1265
LGA54970,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,168,7,171,0,171,..,217,9,225,0,225,..,11,0,15,464,475,631,230,8,236,464,1333
LGA55040,0,0,0,0,..,11,0,16,0,16,..,0,0,0,0,0,..,0,0,0,0,0,..,83,5,88,0,86,..,170,5,176,5,182,..,0,0,4,500,502,902,170,10,181,504,1588
LGA55110,4,41,0,41,..,241,43,287,3,294,..,6,0,6,0,6,..,113,36,148,0,148,..,1132,109,1239,30,1270,..,5639,494,6135,67,6204,..,352,24,375,4957,5335,78773,5991,520,6506,5027,90306
LGA55180,0,3,0,3,..,3,0,8,0,8,..,0,0,0,0,0,..,3,0,0,0,0,..,151,26,173,4,178,..,496,74,569,9,578,..,21,7,27,639,667,7854,515,77,595,651,9093
LGA55250,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,79,12,90,3,97,..,154,18,171,3,171,..,0,0,0,292,298,731,154,13,170,296,1200
LGA55320,10,453,0,453,..,252,43,300,0,302,..,48,3,54,0,54,..,291,45,329,0,330,..,1387,136,1519,27,1549,..,18786,2079,20867,164,21030,..,407,36,448,3309,3754,78738,19199,2114,21316,3469,103523
LGA55390,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,60,3,68,3,70,..,85,3,89,8,96,..,0,0,0,155,152,278,84,3,88,154,524
LGA55460,0,0,0,0,..,0,0,3,0,3,..,0,0,0,0,0,..,3,4,4,0,4,..,34,0,39,0,39,..,137,12,148,0,150,..,3,5,7,353,361,2603,147,15,160,354,3119
LGA55530,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,0,0,0,67,67,343,4,0,6,67,407
LGA55600,0,0,0,0,..,0,4,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,17,0,17,..,75,6,78,5,82,..,12,0,16,267,281,1931,89,3,92,272,2292
LGA55670,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,18,0,18,0,18,..,0,0,0,128,132,508,16,0,16,133,660
LGA55740,0,16,0,16,..,15,6,19,0,19,..,4,0,4,0,4,..,11,0,15,0,15,..,246,19,263,8,273,..,1152,94,1255,14,1267,..,43,3,45,459,504,7397,1199,103,1299,474,9169
LGA55810,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,24,0,26,0,26,..,3,0,3,313,319,304,27,0,31,313,653
LGA55880,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,4,0,4,..,0,0,0,42,42,409,3,0,4,42,459
LGA55950,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,63,63,501,5,0,8,63,579
LGA56090,4,24,0,24,..,79,17,92,0,91,..,8,0,8,0,8,..,28,6,35,0,37,..,411,45,461,9,473,..,1985,183,2169,21,2189,..,108,9,114,3475,3586,33392,2094,192,2285,3494,39166
LGA56160,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,13,0,13,0,13,..,0,0,0,7,7,83,13,0,13,7,101
LGA56230,0,0,0,0,..,29,8,39,0,39,..,3,0,3,0,3,..,9,5,13,0,13,..,90,15,103,6,103,..,493,44,539,5,542,..,118,3,121,1229,1346,16182,606,46,657,1229,18068
LGA56300,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,9,0,9,..,47,0,48,0,48,..,0,0,0,195,195,1294,47,0,48,195,1538
LGA56370,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,3,5,..,37,0,37,3,46,..,0,0,0,124,126,624,43,0,43,126,787
LGA56460,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,9,0,9,..,80,13,94,5,96,..,382,28,411,5,415,..,11,3,15,501,513,3848,390,38,425,504,4779
LGA56580,0,80,0,80,..,21,0,24,0,25,..,8,0,9,0,9,..,79,5,87,0,87,..,293,11,307,4,313,..,3152,255,3406,31,3438,..,55,3,63,603,663,18036,3205,258,3466,630,22132
LGA56620,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,999,80,1074,18,1096,..,1011,84,1093,19,1114,..,20,8,26,79,109,135,1039,84,1125,99,1358
LGA56730,0,13,0,13,..,11,3,13,0,13,..,0,0,0,0,0,..,11,10,21,0,21,..,94,17,111,0,112,..,533,72,601,10,610,..,25,3,28,1386,1414,9341,557,72,631,1396,11358
LGA56790,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,18,0,18,..,71,3,73,3,79,..,16,0,18,420,436,2708,89,8,96,421,3227
LGA56860,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,14,0,10,..,0,0,0,51,51,190,7,0,14,53,255
LGA56930,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,154,5,160,0,163,..,0,0,0,59,58,1377,157,5,160,57,1597
LGA57000,0,0,0,0,..,4,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,13,0,13,0,14,..,28,6,35,0,37,..,0,0,0,188,192,405,31,6,33,191,629
LGA57080,4,190,0,193,..,199,32,232,0,232,..,25,0,22,0,22,..,301,63,363,3,361,..,739,65,808,15,829,..,9560,1090,10652,101,10753,..,117,12,126,2657,2782,14938,9679,1098,10778,2756,28463
LGA57140,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,22,0,22,..,44,5,47,0,47,..,7,0,7,56,65,931,53,5,51,56,1037
LGA57210,0,0,0,0,..,4,3,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,108,43,143,0,143,..,276,65,338,3,338,..,9,0,8,609,622,4425,283,65,349,614,5388
LGA57280,5,17,0,17,..,86,6,92,0,90,..,5,3,14,0,10,..,44,0,42,0,42,..,591,45,637,15,654,..,2080,160,2240,35,2277,..,192,8,205,2296,2497,10907,2270,171,2443,2336,15684
LGA57350,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,4,..,21,0,21,0,21,..,14,0,14,239,255,685,36,0,37,239,961
LGA57420,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,38,0,39,0,39,..,118,9,122,0,122,..,8,0,8,196,206,1752,125,9,135,196,2085
LGA57490,0,128,0,129,..,377,54,432,4,436,..,24,0,26,0,25,..,206,71,280,6,285,..,2357,256,2614,64,2683,..,9937,980,10917,134,11049,..,512,40,553,7340,7890,116738,10449,1022,11473,7473,135678
LGA57630,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,37,37,67,3,0,3,37,109
LGA57700,8,90,0,88,..,35,3,36,0,36,..,4,0,4,0,4,..,19,14,32,0,32,..,876,81,954,21,971,..,3162,278,3440,40,3484,..,125,15,135,1652,1789,26899,3283,291,3574,1697,32173
LGA57770,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,11,0,11,..,14,0,14,0,14,..,82,8,93,0,97,..,3,0,3,168,174,763,89,11,97,165,1031
LGA57840,3,134,0,133,..,134,25,162,0,160,..,45,7,60,0,60,..,221,51,266,0,270,..,938,111,1052,33,1088,..,7916,866,8786,109,8893,..,197,22,219,1987,2201,32305,8112,889,9003,2088,43405
LGA57910,20,382,6,389,..,567,97,667,0,668,..,207,65,271,3,277,..,3342,1406,4749,26,4770,..,10040,1691,11727,185,11912,..,52968,8448,61415,637,62054,..,1255,202,1455,9851,11303,153013,54228,8647,62868,10487,226369
LGA57980,0,39,0,46,..,39,6,42,0,42,..,14,0,14,0,14,..,66,5,78,0,76,..,356,25,383,6,392,..,2713,263,2977,35,3012,..,59,10,71,768,838,13411,2778,270,3046,805,17267
LGA58050,46,598,13,612,..,400,67,470,0,470,..,40,10,54,0,54,..,2074,983,3059,20,3078,..,6959,1234,8190,142,8333,..,30504,4678,35183,377,35555,..,810,135,943,7045,7985,109433,31313,4811,36127,7416,152974
LGA58190,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,52,57,327,0,0,0,52,386
LGA58260,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,4,0,4,..,18,0,16,0,16,..,0,0,0,89,89,467,18,0,16,89,575
LGA58330,0,0,0,0,..,7,0,8,0,8,..,0,0,0,0,0,..,0,0,0,4,4,..,38,9,41,0,42,..,134,15,145,0,155,..,11,0,13,502,515,3932,145,17,160,507,4601
LGA58400,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,9,0,9,0,9,..,0,0,0,37,39,251,9,0,9,37,298
LGA58470,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,23,0,23,0,23,..,22,0,22,0,22,..,0,0,0,13,13,133,22,0,22,13,170
LGA58510,10,96,0,96,..,161,20,178,4,180,..,28,14,38,4,44,..,266,59,332,0,332,..,1127,149,1276,23,1297,..,7946,919,8867,114,8984,..,240,19,261,2373,2629,25273,8187,940,9121,2487,36889
LGA58540,0,0,0,0,..,4,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,24,3,26,0,26,..,5,0,5,98,94,679,24,3,32,98,802
