LGA_CODE_2021,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,36,58,9,3,3,0,8,0,0,116,0,0,0,0,0,0,0,0,0,0,14,3,6,5,4,3,6,8,0,49,11,5,12,0,5,3,5,3,0,39,55,14,200,15,10,11,78,40,10,421,4,0,4,0,0,5,3,6,0,26,4,3,3,0,0,5,3,6,0,21,9,0,0,0,0,0,0,0,0,11,4,4,4,0,0,0,5,5,3,27,145,109,242,25,20,25,105,62,14,749,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,4,9,0,0,0,0,0,6,0,16,0,0,0,0,0,0,0,0,0,0
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,9,17,0,12,0,0,3,9,7,0,51,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,32,7,19,5,6,6,11,9,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA50980,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,21,35,48,5,10,3,5,3,0,0,113,0,0,0,0,0,0,0,0,0,0,4,38,0,5,6,0,0,0,0,61,7,9,0,5,0,0,0,0,0,20,127,237,42,47,38,19,7,28,4,548,5,0,0,0,0,0,0,0,0,3,26,42,16,24,7,6,5,15,4,154,47,42,32,46,15,9,11,17,3,231,163,95,561,95,43,39,132,119,23,1260,4,8,7,12,3,15,5,10,0,56,10,11,9,7,5,4,3,10,0,60,3,4,3,7,0,0,0,4,0,22,3,16,21,14,4,6,10,18,20,109,431,579,697,264,123,94,181,221,65,2648,6,4,0,0,0,0,0,0,0,7,9,27,0,0,4,0,0,0,0,38,41,152,8,11,12,3,0,0,0,238,0,7,0,0,0,0,0,0,0,10
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,0,0,0,0,5,0,22,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,10,22,0,17,0,0,0,4,14,0,58,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,58,0,20,6,0,0,10,25,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,23,0,24,0,6,0,15,5,3,76,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,47,11,21,10,6,6,11,11,5,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
LGA51190,0,3,0,0,0,0,0,0,0,6,5,32,0,0,3,0,0,0,0,40,45,125,14,3,7,0,8,7,0,208,0,3,0,0,0,0,0,0,0,6,17,55,0,3,4,8,5,5,0,84,12,15,5,0,0,0,0,0,0,29,126,442,79,47,45,20,32,41,5,845,0,0,0,0,0,0,0,0,0,0,51,48,50,8,12,15,16,8,5,216,64,73,95,30,22,23,39,37,0,381,196,101,1289,131,82,76,374,294,40,2584,7,4,43,20,4,19,34,42,0,175,15,13,23,7,0,10,17,15,0,101,9,15,8,3,0,0,9,7,0,49,14,8,22,0,4,7,24,22,18,128,556,930,1635,260,185,188,549,477,81,4866,5,8,0,0,0,0,0,0,0,13,3,29,0,0,0,0,0,0,0,38,27,131,9,17,20,5,0,3,0,207,0,4,0,0,0,0,0,0,0,12
LGA51260,3,3,0,0,0,0,0,0,0,6,4,34,0,0,0,0,0,3,0,43,64,98,0,8,6,0,3,0,4,186,5,5,0,0,0,0,0,0,0,9,17,60,0,9,5,0,0,5,0,106,11,11,0,3,0,4,0,0,0,30,253,546,91,63,45,27,22,72,16,1134,0,0,3,0,0,0,0,0,0,3,109,78,67,26,16,27,34,40,7,389,119,67,128,52,14,38,21,39,6,485,363,104,1803,134,98,109,384,340,63,3398,12,7,31,15,4,30,21,53,0,174,32,8,17,23,3,10,23,25,3,150,11,10,9,5,0,0,6,10,0,58,22,19,24,7,3,21,25,22,22,161,1035,1054,2175,349,186,259,547,611,119,6333,4,7,0,0,0,0,0,0,0,15,8,33,0,0,0,0,0,0,0,41,41,164,5,18,23,11,0,0,0,255,0,19,0,0,0,0,0,0,0,21
LGA51310,5,12,0,0,0,0,0,0,0,21,41,271,4,3,5,0,0,0,0,327,374,587,29,22,46,5,5,15,13,1095,17,34,0,0,0,0,0,0,0,51,53,137,3,4,9,0,0,0,6,208,17,14,0,0,3,0,0,0,0,43,778,1678,106,81,141,101,47,48,25,3004,0,0,0,0,0,0,0,0,0,0,95,79,45,16,17,17,10,10,0,295,89,71,72,21,22,29,14,14,0,335,143,53,291,47,25,33,36,54,8,684,12,3,4,10,5,3,0,8,0,33,14,11,6,8,3,10,3,4,0,67,11,30,0,0,3,4,0,5,0,57,25,21,11,0,4,9,3,10,11,85,1676,3015,568,221,277,200,121,161,74,6312,9,27,0,0,3,0,0,0,0,42,21,207,3,0,6,0,0,0,0,241,201,561,14,34,86,14,0,5,9,933,15,31,0,0,4,0,0,0,0,48
LGA51330,12,20,3,0,3,0,0,0,0,40,60,459,20,5,10,0,7,8,7,578,387,1230,138,115,217,98,199,136,41,2557,11,39,3,7,7,5,7,7,5,87,71,205,26,12,30,8,13,15,6,379,26,40,4,9,4,0,9,0,0,95,953,3003,679,433,524,277,452,419,97,6840,0,0,0,0,0,4,0,4,0,21,156,177,263,85,79,50,113,73,12,1006,195,188,469,185,137,89,240,208,24,1744,420,233,2145,309,191,174,539,439,86,4519,21,9,66,49,19,36,51,90,3,339,38,24,63,30,24,14,43,35,0,279,27,59,41,17,14,15,24,26,4,226,30,34,81,37,23,25,50,63,76,422,2418,5724,4001,1291,1276,795,1739,1528,360,19130,5,34,0,8,6,0,0,0,0,55,35,293,8,5,17,0,0,8,9,370,227,982,107,301,305,106,12,141,15,2213,14,61,0,12,4,3,0,3,5,108
LGA51400,0,0,0,0,0,0,0,0,0,0,4,32,0,0,0,0,0,0,0,40,30,59,6,4,3,0,3,0,0,106,0,0,0,0,0,0,0,0,0,0,9,31,3,0,5,0,0,0,0,54,4,7,0,0,0,0,0,0,0,11,102,281,40,29,19,13,26,30,0,543,0,0,0,0,0,0,0,0,0,0,38,18,29,12,6,5,20,11,0,136,59,45,70,27,10,9,20,8,4,259,140,62,915,79,53,42,226,171,30,1725,10,4,17,3,5,5,17,20,0,74,9,5,12,5,0,6,14,10,0,56,5,8,5,0,0,0,6,3,0,23,6,7,14,3,0,6,12,7,11,73,413,560,1110,160,113,89,341,270,50,3110,0,9,0,0,0,0,0,0,0,8,4,22,0,3,0,0,0,0,0,24,12,78,0,12,13,0,0,0,0,114,0,8,0,0,0,0,0,0,0,8
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,7,20,0,17,0,0,3,4,8,0,50,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,33,5,17,0,0,7,10,10,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,5,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,22,30,9,15,5,5,4,7,4,96,0,0,0,0,0,0,0,0,0,0,13,10,6,7,0,0,5,0,0,37,8,6,3,12,6,0,3,6,0,37,65,17,146,19,11,15,55,43,11,377,3,0,3,9,3,0,0,6,0,30,0,0,5,5,3,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,5,5,0,5,0,3,10,4,9,33,121,77,179,73,32,26,73,73,22,674,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,4,14,0,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,5
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,3,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,12,4,0,3,3,0,0,0,4,0,12,34,4,66,0,7,4,21,17,0,158,0,0,0,0,0,0,5,0,0,3,3,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,5,0,0,3,0,0,0,3,0,0,12,58,30,82,11,10,8,31,19,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,26,50,5,10,9,0,3,7,0,107,0,0,0,0,0,0,0,0,0,0,14,15,17,8,5,0,7,0,0,54,23,8,11,9,0,3,7,4,0,74,79,22,308,17,20,13,98,46,10,611,5,0,8,0,3,0,7,7,0,26,8,0,0,0,0,3,4,6,0,22,4,0,0,0,0,0,0,0,0,10,8,6,8,0,0,0,7,5,3,41,160,109,362,55,42,18,127,72,18,964,0,9,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,4,11,12,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,4,8,10,3,8,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,5,0,20,5,0,0,3,4,0,0,0,0,18,19,9,81,13,4,3,14,19,3,151,0,0,3,4,0,0,3,4,0,15,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,19,46,26,91,29,17,3,25,31,5,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
LGA51750,0,9,0,0,0,0,0,0,0,7,16,84,0,0,0,0,0,0,0,101,142,204,7,9,18,10,4,4,0,399,0,10,0,0,0,0,0,0,0,10,15,58,0,0,0,0,0,0,0,80,6,3,0,0,0,0,0,0,0,14,279,621,39,51,53,49,12,18,16,1128,0,0,0,0,0,0,0,0,0,0,27,30,6,5,11,13,3,3,4,102,26,16,8,11,12,15,8,0,0,97,52,8,76,19,3,10,11,20,5,204,0,0,4,0,0,0,0,0,0,10,0,3,3,8,0,0,0,0,0,16,0,10,0,0,0,0,0,0,0,15,4,6,3,0,6,0,0,0,3,29,568,1072,154,109,102,96,34,53,30,2215,0,6,0,0,0,0,0,0,0,11,12,102,0,0,0,0,0,0,0,110,46,209,4,11,40,12,0,0,4,328,3,7,0,0,5,0,0,0,0,22
LGA51820,6,12,0,0,0,0,0,0,0,25,38,253,10,6,0,0,0,0,9,320,368,816,118,51,113,45,49,34,23,1627,10,37,3,3,3,0,0,0,5,57,89,244,27,15,20,9,7,7,5,421,35,51,12,8,13,4,0,0,0,128,937,2873,528,304,396,184,247,196,64,5733,0,0,9,4,5,0,4,0,0,18,264,309,292,88,80,49,94,73,20,1258,371,337,531,187,147,109,154,134,26,2004,985,452,4994,457,389,271,957,813,176,9488,42,38,97,52,20,50,61,119,7,487,84,45,110,48,32,47,69,54,12,492,35,66,83,16,13,8,18,32,7,276,63,73,117,32,16,18,75,54,67,520,3332,5616,6923,1272,1252,788,1727,1523,408,22842,5,37,3,0,3,0,0,0,0,49,21,263,4,11,13,6,5,4,4,315,216,980,48,131,180,48,3,11,12,1629,12,58,0,3,12,0,0,0,0,98
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,17,3,5,0,0,8,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,14,17,12,21,7,5,0,4,13,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,37,7,0,0,0,7,4,0,62,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,4,0,0,22,3,8,22,3,0,0,5,4,0,51,36,17,490,14,15,10,158,79,23,837,0,0,10,4,0,5,6,9,0,37,4,0,7,0,0,3,16,3,0,38,4,0,0,0,0,0,3,0,0,8,0,0,6,0,0,0,9,0,5,27,71,75,547,31,24,20,200,105,26,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,16,6,0,0,0,6,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,7,4,4,6,0,0,0,5,0,0,17,14,14,159,4,0,0,76,10,8,289,0,0,0,3,0,0,6,5,0,13,0,0,7,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,12,7,3,29,32,37,183,12,5,4,119,21,11,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,18,4,24,3,0,0,16,15,0,76,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,29,14,31,3,0,0,17,17,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,20,0,33,0,5,0,10,5,5,86,3,0,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,6,36,6,5,6,14,14,4,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52170,3,3,0,0,0,0,0,0,0,6,16,89,0,0,0,0,0,0,0,102,88,188,5,4,15,11,3,0,3,312,3,5,0,0,0,0,0,0,0,16,11,24,0,0,0,0,0,0,0,41,4,0,0,0,0,0,0,0,0,4,250,501,16,24,40,46,3,11,14,905,0,0,0,0,0,0,0,0,0,0,27,23,8,6,0,3,4,0,0,70,26,11,9,7,6,10,0,3,5,76,36,6,61,12,4,3,9,11,5,138,4,0,0,0,0,0,0,0,0,9,5,5,4,0,0,0,0,6,0,19,4,15,0,0,0,0,0,0,0,19,3,12,5,4,4,0,0,3,4,34,474,878,103,53,68,80,17,34,43,1746,0,5,0,0,0,0,0,0,0,5,4,55,0,0,0,4,0,0,3,69,45,152,0,5,19,6,0,0,0,224,0,12,0,0,0,0,0,0,0,15
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,4,0,16,3,0,0,0,0,0,0,0,0,6,28,0,11,4,0,0,7,13,0,66,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,64,7,14,0,0,0,11,29,3,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,5,0,0,0,0,0,0,11,15,0,20,0,0,3,11,12,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,9,28,0,0,4,11,21,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
