Month,Sex,Group,Reason for seeking assistance,NSW,Vic,Qld,WA,SA,Tas,ACT,NT,National
MAY23,Total,Interpersonal,Relationship/family breakdown,5395.0,5555.0,2853.0,1472.0,731.0,669.0,653.0,215.0,17533.0
MAY23,Total,Interpersonal,Sexual abuse,321.0,560.0,206.0,228.0,76.0,33.0,38.0,20.0,1482.0
MAY23,Total,Interpersonal,Family and domestic violence,7679.0,13184.0,4217.0,3243.0,1532.0,489.0,624.0,1075.0,32005.0
MAY23,Total,Interpersonal,Non-family violence,495.0,639.0,258.0,135.0,36.0,102.0,60.0,19.0,1743.0
MAY23,Total,Health,Health,5787.0,7618.0,3322.0,1877.0,1653.0,839.0,677.0,333.0,22088.0
MAY23,Total,Health,Mental health issues,4690.0,5699.0,2273.0,1221.0,1212.0,645.0,500.0,109.0,16337.0
MAY23,Total,Health,Medical issues,1646.0,2634.0,1441.0,693.0,586.0,319.0,221.0,142.0,7681.0
MAY23,Total,Health,Problematic drug or substance use,1269.0,2170.0,513.0,404.0,305.0,115.0,177.0,65.0,5015.0
MAY23,Total,Health,Problematic alcohol use,525.0,670.0,306.0,286.0,144.0,68.0,64.0,112.0,2174.0
MAY23,Total,Other,Other,6841.0,9420.0,5160.0,2758.0,1597.0,1010.0,774.0,806.0,28336.0
MAY23,Total,COVID,COVID-19,64.0,702.0,22.0,7.0,4.0,0.0,22.0,4.0,825.0
MAY23,Total,Not stated,Not stated,245.0,202.0,66.0,16.0,0.0,25.0,4.0,400.0,957.0
MAY23,Total,Total,Total Clients,24036.0,33239.0,16528.0,7477.0,7247.0,2620.0,1947.0,3186.0,96066.0
APR23,Female,Accommodation,Accommodation,7384.0,8668.0,5539.0,1810.0,2798.0,982.0,686.0,691.0,28512.0
APR23,Female,Accommodation,Housing crisis (e.g. eviction),4992.0,5557.0,3791.0,975.0,1932.0,568.0,423.0,206.0,18423.0
APR23,Female,Accommodation,Inadequate or inappropriate dwelling conditions,2660.0,4350.0,2659.0,972.0,714.0,517.0,372.0,499.0,12735.0
APR23,Female,Accommodation,Previous accommodation ended,1923.0,2401.0,1634.0,567.0,297.0,380.0,199.0,82.0,7480.0
APR23,Female,Financial,Financial,6829.0,8802.0,5318.0,1862.0,861.0,658.0,654.0,355.0,25306.0
APR23,Female,Interpersonal,Interpersonal Relationships,7584.0,11086.0,4147.0,3079.0,1559.0,733.0,646.0,950.0,29745.0
APR23,Female,Interpersonal,Time out from family/other situation,1391.0,1213.0,820.0,496.0,55.0,213.0,158.0,196.0,4542.0
APR23,Female,Interpersonal,Relationship/family breakdown,3393.0,3255.0,1779.0,973.0,458.0,421.0,422.0,152.0,10844.0
APR23,Female,Interpersonal,Family and domestic violence,5552.0,9339.0,2954.0,2531.0,1113.0,390.0,469.0,793.0,23113.0
APR23,Female,Interpersonal,Non-family violence,328.0,323.0,166.0,95.0,25.0,70.0,35.0,20.0,1061.0
APR23,Female,Health,Health,3270.0,3878.0,1843.0,1076.0,824.0,430.0,411.0,163.0,11889.0
APR23,Female,Health,Mental health issues,2749.0,3055.0,1310.0,736.0,651.0,367.0,311.0,49.0,9225.0
APR23,Female,Health,Medical issues,897.0,1323.0,785.0,339.0,258.0,150.0,128.0,68.0,3946.0
APR23,Female,Health,Problematic drug or substance use,599.0,902.0,246.0,243.0,109.0,41.0,98.0,36.0,2274.0
APR23,Female,Health,Problematic alcohol use,194.0,239.0,144.0,156.0,51.0,17.0,31.0,58.0,890.0
APR23,Female,Other,Other,3770.0,4603.0,2859.0,1573.0,763.0,519.0,405.0,501.0,14984.0
APR23,Female,COVID,COVID-19,51.0,315.0,13.0,2.0,4.0,0.0,16.0,2.0,403.0
APR23,Female,Not stated,Not stated,121.0,94.0,23.0,10.0,0.0,7.0,3.0,134.0,392.0
APR23,Female,Total,Total Clients,14014.0,18650.0,9210.0,4686.0,4055.0,1417.0,1101.0,1938.0,54969.0
APR23,Male,Accommodation,Accommodation,5169.0,7093.0,4031.0,1200.0,2003.0,813.0,448.0,499.0,21222.0
APR23,Male,Accommodation,Housing crisis (e.g. eviction),3483.0,4532.0,2661.0,626.0,1454.0,388.0,284.0,120.0,13536.0
APR23,Male,Accommodation,Inadequate or inappropriate dwelling conditions,1864.0,3777.0,1918.0,730.0,518.0,443.0,246.0,371.0,9860.0
APR23,Male,Accommodation,Previous accommodation ended,1273.0,2022.0,1173.0,391.0,168.0,355.0,129.0,88.0,5593.0
APR23,Male,Financial,Financial,4418.0,6623.0,3652.0,1167.0,707.0,506.0,440.0,377.0,17867.0
APR23,Male,Interpersonal,Interpersonal Relationships,3229.0,4703.0,1810.0,995.0,490.0,383.0,311.0,280.0,12191.0
APR23,Male,Interpersonal,Time out from family/other situation,695.0,861.0,451.0,208.0,26.0,155.0,73.0,89.0,2557.0
APR23,Male,Interpersonal,Relationship/family breakdown,1777.0,1990.0,894.0,403.0,199.0,247.0,236.0,57.0,5798.0
APR23,Male,Interpersonal,Family and domestic violence,1837.0,3147.0,982.0,638.0,298.0,107.0,150.0,186.0,7344.0
APR23,Male,Interpersonal,Non-family violence,156.0,231.0,78.0,33.0,9.0,34.0,21.0,6.0,567.0
APR23,Male,Health,Health,2231.0,3301.0,1271.0,639.0,627.0,385.0,254.0,173.0,8870.0
APR23,Male,Health,Mental health issues,1713.0,2344.0,820.0,390.0,410.0,266.0,186.0,54.0,6174.0
APR23,Male,Health,Medical issues,718.0,1112.0,549.0,253.0,235.0,142.0,82.0,77.0,3166.0
APR23,Male,Health,Problematic drug or substance use,592.0,1190.0,226.0,154.0,170.0,78.0,70.0,27.0,2505.0
APR23,Male,Health,Problematic alcohol use,297.0,421.0,140.0,116.0,85.0,58.0,34.0,64.0,1214.0
APR23,Male,Other,Other,2653.0,4155.0,1942.0,927.0,604.0,454.0,345.0,338.0,11408.0
APR23,Male,COVID,COVID-19,26.0,389.0,9.0,3.0,1.0,0.0,6.0,3.0,437.0
APR23,Male,Not stated,Not stated,128.0,80.0,13.0,6.0,0.0,23.0,3.0,154.0,405.0
APR23,Male,Total,Total Clients,9007.0,12562.0,6190.0,2373.0,2700.0,1142.0,783.0,1117.0,35814.0
APR23,Total,Accommodation,Accommodation,12553.0,15761.0,9570.0,3010.0,4801.0,1795.0,1134.0,1190.0,49734.0
APR23,Total,Accommodation,Housing crisis (e.g. eviction),8475.0,10089.0,6452.0,1601.0,3386.0,956.0,707.0,326.0,31959.0
APR23,Total,Accommodation,Inadequate or inappropriate dwelling conditions,4524.0,8127.0,4577.0,1702.0,1232.0,960.0,618.0,870.0,22595.0
APR23,Total,Accommodation,Previous accommodation ended,3196.0,4423.0,2807.0,958.0,465.0,735.0,328.0,170.0,13073.0
APR23,Total,Financial,Financial,11247.0,15425.0,8970.0,3029.0,1568.0,1164.0,1094.0,732.0,43173.0
APR23,Total,Interpersonal,Interpersonal Relationships,10813.0,15789.0,5957.0,4074.0,2049.0,1116.0,957.0,1230.0,41936.0
APR23,Total,Interpersonal,Time out from family/other situation,2086.0,2074.0,1271.0,704.0,81.0,368.0,231.0,285.0,7099.0
APR23,Total,Interpersonal,Relationship/family breakdown,5170.0,5245.0,2673.0,1376.0,657.0,668.0,658.0,209.0,16642.0
APR23,Total,Interpersonal,Sexual abuse,309.0,557.0,186.0,212.0,64.0,41.0,38.0,19.0,1425.0
APR23,Total,Interpersonal,Family and domestic violence,7389.0,12486.0,3936.0,3169.0,1411.0,497.0,619.0,979.0,30457.0
APR23,Total,Interpersonal,Non-family violence,484.0,554.0,244.0,128.0,34.0,104.0,56.0,26.0,1628.0
APR23,Total,Health,Health,5501.0,7179.0,3114.0,1715.0,1451.0,815.0,665.0,336.0,20759.0
APR23,Total,Health,Mental health issues,4462.0,5399.0,2130.0,1126.0,1061.0,633.0,497.0,103.0,15399.0
APR23,Total,Health,Medical issues,1615.0,2435.0,1334.0,592.0,493.0,292.0,210.0,145.0,7112.0
APR23,Total,Health,Problematic drug or substance use,1191.0,2092.0,472.0,397.0,279.0,119.0,168.0,63.0,4779.0
APR23,Total,Health,Problematic alcohol use,491.0,660.0,284.0,272.0,136.0,75.0,65.0,122.0,2104.0
APR23,Total,Other,Other,6423.0,8758.0,4801.0,2500.0,1367.0,973.0,750.0,839.0,26392.0
APR23,Total,COVID,COVID-19,77.0,704.0,22.0,5.0,5.0,0.0,22.0,5.0,840.0
APR23,Total,Not stated,Not stated,249.0,174.0,36.0,16.0,0.0,30.0,6.0,288.0,797.0
APR23,Total,Total,Total Clients,23021.0,31212.0,15400.0,7059.0,6755.0,2559.0,1884.0,3055.0,90783.0
MAR23,Female,Accommodation,Accommodation,7888.0,9005.0,5886.0,1923.0,2929.0,1049.0,702.0,726.0,30060.0
MAR23,Female,Accommodation,Housing crisis (e.g. eviction),5384.0,5798.0,4023.0,1006.0,2069.0,609.0,444.0,239.0,19552.0
MAR23,Female,Accommodation,Inadequate or inappropriate dwelling conditions,2827.0,4422.0,2875.0,1036.0,727.0,552.0,368.0,504.0,13299.0
MAR23,Female,Accommodation,Previous accommodation ended,2029.0,2571.0,1765.0,620.0,303.0,400.0,197.0,85.0,7965.0
MAR23,Female,Financial,Financial,7148.0,9401.0,5626.0,1941.0,881.0,719.0,673.0,418.0,26779.0
MAR23,Female,Interpersonal,Interpersonal Relationships,8176.0,11422.0,4401.0,3248.0,1730.0,759.0,669.0,1079.0,31428.0
MAR23,Female,Interpersonal,Time out from family/other situation,1482.0,1305.0,899.0,549.0,53.0,221.0,168.0,217.0,4893.0
MAR23,Female,Interpersonal,Relationship/family breakdown,3606.0,3419.0,1920.0,1024.0,513.0,413.0,432.0,176.0,11493.0
MAR23,Female,Interpersonal,Family and domestic violence,6042.0,9635.0,3111.0,2676.0,1242.0,409.0,500.0,902.0,24476.0
MAR23,Female,Interpersonal,Non-family violence,354.0,349.0,185.0,93.0,29.0,76.0,36.0,30.0,1152.0
MAR23,Female,Health,Health,3409.0,4115.0,1939.0,1128.0,876.0,444.0,415.0,181.0,12502.0
MAR23,Female,Health,Mental health issues,2825.0,3219.0,1365.0,751.0,691.0,377.0,315.0,62.0,9604.0
MAR23,Female,Health,Medical issues,981.0,1428.0,820.0,366.0,277.0,155.0,124.0,77.0,4226.0
MAR23,Female,Health,Problematic drug or substance use,605.0,945.0,270.0,248.0,111.0,45.0,98.0,35.0,2357.0
MAR23,Female,Health,Problematic alcohol use,198.0,240.0,154.0,167.0,50.0,19.0,30.0,51.0,909.0
MAR23,Female,Other,Other,3973.0,4937.0,3094.0,1612.0,797.0,542.0,416.0,537.0,15896.0
MAR23,Female,COVID,COVID-19,55.0,330.0,15.0,2.0,3.0,0.0,17.0,7.0,429.0
MAR23,Female,Not stated,Not stated,146.0,93.0,9.0,9.0,0.0,11.0,3.0,119.0,390.0
MAR23,Female,Total,Total Clients,15069.0,19570.0,9718.0,4972.0,4309.0,1503.0,1130.0,2056.0,58198.0
MAR23,Male,Accommodation,Accommodation,5586.0,7378.0,4222.0,1252.0,2106.0,853.0,486.0,509.0,22349.0
MAR23,Male,Accommodation,Housing crisis (e.g. eviction),3755.0,4704.0,2782.0,627.0,1545.0,410.0,314.0,123.0,14244.0
MAR23,Male,Accommodation,Inadequate or inappropriate dwelling conditions,1983.0,3918.0,2090.0,742.0,529.0,462.0,261.0,373.0,10351.0
MAR23,Male,Accommodation,Previous accommodation ended,1395.0,2064.0,1224.0,378.0,179.0,368.0,140.0,98.0,5836.0
MAR23,Male,Financial,Financial,4661.0,6999.0,3907.0,1231.0,732.0,521.0,463.0,370.0,18858.0
MAR23,Male,Interpersonal,Interpersonal Relationships,3517.0,4788.0,1955.0,1065.0,544.0,398.0,337.0,302.0,12886.0
MAR23,Male,Interpersonal,Time out from family/other situation,784.0,875.0,499.0,205.0,29.0,161.0,84.0,98.0,2733.0
MAR23,Male,Interpersonal,Relationship/family breakdown,1930.0,2059.0,970.0,408.0,232.0,263.0,256.0,66.0,6175.0
MAR23,Male,Interpersonal,Family and domestic violence,1997.0,3196.0,1101.0,710.0,321.0,123.0,168.0,206.0,7815.0
MAR23,Male,Interpersonal,Non-family violence,185.0,226.0,82.0,28.0,9.0,36.0,22.0,4.0,592.0
MAR23,Male,Health,Health,2345.0,3507.0,1363.0,687.0,656.0,389.0,280.0,175.0,9389.0
MAR23,Male,Health,Mental health issues,1794.0,2462.0,884.0,391.0,428.0,274.0,206.0,59.0,6487.0
MAR23,Male,Health,Medical issues,753.0,1205.0,575.0,273.0,242.0,138.0,89.0,79.0,3351.0
MAR23,Male,Health,Problematic drug or substance use,593.0,1272.0,260.0,161.0,190.0,75.0,81.0,28.0,2658.0
MAR23,Male,Health,Problematic alcohol use,298.0,445.0,165.0,136.0,88.0,59.0,37.0,62.0,1290.0
MAR23,Male,Other,Other,2837.0,4552.0,2106.0,961.0,627.0,484.0,362.0,350.0,12258.0
MAR23,Male,COVID,COVID-19,27.0,408.0,11.0,3.0,1.0,0.0,6.0,3.0,459.0
MAR23,Male,Not stated,Not stated,124.0,83.0,5.0,9.0,0.0,22.0,3.0,157.0,401.0
MAR23,Male,Total,Total Clients,9706.0,13183.0,6525.0,2571.0,2837.0,1185.0,822.0,1151.0,37892.0
MAR23,Total,Accommodation,Accommodation,13474.0,16383.0,10108.0,3175.0,5035.0,1902.0,1188.0,1235.0,52409.0
MAR23,Total,Accommodation,Housing crisis (e.g. eviction),9139.0,10502.0,6805.0,1633.0,3614.0,1019.0,758.0,362.0,33796.0
MAR23,Total,Accommodation,Inadequate or inappropriate dwelling conditions,4810.0,8340.0,4965.0,1778.0,1256.0,1014.0,629.0,877.0,23650.0
MAR23,Total,Accommodation,Previous accommodation ended,3424.0,4635.0,2989.0,998.0,482.0,768.0,337.0,183.0,13801.0
MAR23,Total,Financial,Financial,11809.0,16400.0,9533.0,3172.0,1613.0,1240.0,1136.0,788.0,45637.0
MAR23,Total,Interpersonal,Interpersonal Relationships,11693.0,16210.0,6356.0,4313.0,2274.0,1157.0,1006.0,1381.0,44314.0
MAR23,Total,Interpersonal,Time out from family/other situation,2266.0,2180.0,1398.0,754.0,82.0,382.0,252.0,315.0,7626.0
MAR23,Total,Interpersonal,Relationship/family breakdown,5536.0,5478.0,2890.0,1432.0,745.0,676.0,688.0,242.0,17668.0
MAR23,Total,Interpersonal,Sexual abuse,346.0,569.0,200.0,206.0,69.0,41.0,41.0,21.0,1489.0
MAR23,Total,Interpersonal,Family and domestic violence,8039.0,12831.0,4212.0,3386.0,1563.0,532.0,668.0,1108.0,32291.0
MAR23,Total,Interpersonal,Non-family violence,539.0,575.0,267.0,121.0,38.0,112.0,58.0,34.0,1744.0
MAR23,Total,Health,Health,5754.0,7622.0,3302.0,1815.0,1532.0,833.0,695.0,356.0,21891.0
MAR23,Total,Health,Mental health issues,4619.0,5681.0,2249.0,1142.0,1119.0,651.0,521.0,121.0,16091.0
MAR23,Total,Health,Medical issues,1734.0,2633.0,1395.0,639.0,519.0,293.0,213.0,156.0,7577.0
MAR23,Total,Health,Problematic drug or substance use,1198.0,2217.0,530.0,409.0,301.0,120.0,179.0,63.0,5015.0
