SED_CODE_2021,Separate_house_NofB_0_i_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Se_d_r_or_t_h_t_1_s_NofB_0_ib,Se_d_r_or_t_h_t_1_st_NofB_1,Se_d_r_or_t_h_t_1_st_NofB_2,Se_d_r_or_t_h_t_1_st_NofB_3,Se_d_r_or_t_h_t_1_st_NofB_4,Se_d_r_or_t_h_t_1_st_NofB_5,Se_d_r_or_t_h_t_1_st_NofB_6_m,Se_d_r_or_t_h_t_1_st_NofB_NS,Se_d_r_or_t_h_t_1_st_Total,Se_d_r_or_t_h_t_2_s_NofB_0_ib,Se_d_r_or_t_h_t_2_sts_NofB_1,Se_d_r_or_t_h_t_2_sts_NofB_2,Se_d_r_or_t_h_t_2_sts_NofB_3,Se_d_r_or_t_h_t_2_sts_NofB_4,Se_d_r_or_t_h_t_2_sts_NofB_5,Se_d_r_or_t_h_t_2_st_NofB_6_m,Se_d_r_or_t_h_t_2_sts_NofB_NS,Se_d_r_or_t_h_t_2_sts_Total,Se_d_r_or_t_h_t_Tot_NofB_0_ib,Se_d_r_or_t_h_t_Tot_NofB_1,Se_d_r_or_t_h_t_Tot_NofB_2,Se_d_r_or_t_h_t_Tot_NofB_3,Se_d_r_or_t_h_t_Tot_NofB_4,Se_d_r_or_t_h_t_Tot_NofB_5,Se_d_r_or_t_h_t_Tot_NofB_6_m,Se_d_r_or_t_h_t_Tot_NofB_NS,Se_d_r_or_t_h_t_Tot_Total,Flt_at_1or2_st_bl_NofB_0_ib,Flt_at_In_1or2_s_b_NofB_1,Flt_at_In_1or2_s_b_NofB_2,Flt_at_In_1or2_s_b_NofB_3,Flt_at_In_1or2_s_b_NofB_4,Flt_at_In_1or2_s_b_NofB_5,Flt_at_In_1or2_s_b_NoB_6_m,Flt_at_In_1or2_s_b_NoB_NS,Flt_at_In_1or2_s_b_Total,Flt_apt_3_st_bl_NoB_0_ib,Flt_apt_In_3_st_bl_NofB_1,Flt_apt_In_3_st_bl_NofB_2,Flt_apt_In_3_st_bl_NofB_3,Flt_apt_In_3_st_bl_NofB_4,Flt_apt_In_3_st_bl_NofB_5,Flt_apt_In_3_s_bl_NofB_6_m,Flt_apt_In_3_st_bl_NofB_NS,Flt_apt_In_3_st_bl_Total,Flt_apt_4to8_s_b_NofB_0_ib,Flt_apt_4to8_s_b_NofB_1,Flt_apt_4to8_s_b_NofB_2,Flt_apt_4to8_s_b_NofB_3,Flt_apt_4to8_s_b_NofB_4,Flt_apt_4to8_s_b_NofB_5,Flt_apt_4to8_s_b_NofB_6_m,Flt_apt_4to8_s_b_NofB_NS,Flt_apt_4to8_s_b_Total,Flt_apt_9_or_m_s_b_NofB_0_ib,Flt_apt_9_or_m_s_b_NofB_1,Flt_apt_9_or_m_s_b_NofB_2,Flt_apt_9_or_m_s_b_NofB_3,Flt_apt_9_or_m_s_b_NofB_4,Flt_apt_9_or_m_s_b_NofB_5,Flt_apt_9_or_m_s_b_NofB_6_m,Flt_apt_9_or_m_s_b_NofB_NS,Flt_apt_9_or_m_s_b_Total,Flt_apt_At_to_a_h_NofB_0_ib,Flt_apt_At_to_a_hse_NofB_1,Flt_apt_At_to_a_hse_NofB_2,Flt_apt_At_to_a_hse_NofB_3,Flt_apt_At_to_a_hse_NofB_4,Flt_apt_At_to_a_hse_NofB_5,Flt_apt_At_to_a_hs_NofB_6_m,Flt_apt_At_to_a_hs_NofB_NS,Flt_apt_At_to_a_hse_Total,Flt_apart_Tot_NofB_0_i_b,Flt_apart_Tot_NofB_1,Flt_apart_Tot_NofB_2,Flt_apart_Tot_NofB_3,Flt_apart_Tot_NofB_4,Flt_apart_Tot_NofB_5,Flt_apart_Tot_NofB_6_or_m,Flt_apart_Tot_NofB_NS,Flt_apart_Tot_Total,Other_dwelling_NofB_0_i_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dweling_structu_NS_NofB_0_i_b,Dweling_structur_NS_NofB_1,Dweling_structur_NS_NofB_2,Dweling_structur_NS_NofB_3,Dweling_structur_NS_NofB_4,Dweling_structur_NS_NofB_5,Dwelig_struct_NS_NofB_6_or_m,Dweling_structur_NS_NofB_NS,Dweling_structur_NS_Total,Total_NofB_0_i_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
SED51104,10,60,791,6501,9956,899,109,232,18553,0,27,347,350,16,0,0,22,760,0,24,63,49,0,0,0,0,136,0,48,407,391,19,0,0,22,902,0,8,29,10,0,0,0,0,50,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,5,0,0,11,0,17,31,10,4,5,0,0,67,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,3,15,13,125,1235,6909,9976,901,110,255,19534
SED51205,16,88,612,7210,5772,738,148,212,14784,5,150,700,1782,192,12,0,54,2904,0,60,196,239,30,3,0,9,539,5,212,896,2029,218,18,0,64,3444,0,52,185,184,15,0,0,4,436,0,40,116,28,0,0,0,3,191,0,18,110,0,0,0,0,0,122,0,41,61,0,0,0,0,0,102,0,7,13,4,3,0,0,0,32,0,157,477,217,19,0,0,6,881,4,8,15,4,0,0,0,4,34,0,12,16,8,5,0,0,3,41,22,476,2018,9463,6011,756,152,297,19183
SED51304,7,30,223,3350,7387,1499,211,82,12791,3,55,415,588,93,14,0,23,1187,0,8,89,258,135,17,0,0,507,3,58,505,849,231,29,3,23,1697,26,51,74,59,0,0,0,41,257,0,12,9,7,0,0,0,0,32,0,8,95,11,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,7,6,3,0,0,0,0,14,30,78,179,82,0,0,0,43,418,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,5,44,164,908,4281,7619,1528,215,149,14907
SED51401,39,303,1891,5895,3889,665,198,246,13125,6,86,192,87,11,0,0,21,401,0,7,7,0,9,0,0,0,21,3,93,194,91,16,0,0,21,420,0,12,21,4,3,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,15,25,4,3,0,0,4,53,11,37,34,14,5,0,3,14,117,0,13,13,26,19,3,4,4,88,53,455,2160,6032,3937,669,207,287,13803
SED51504,0,35,591,3645,4749,1288,208,56,10565,0,77,557,810,142,16,0,20,1623,0,74,333,669,144,19,0,8,1255,3,147,892,1483,290,28,4,32,2880,12,155,855,115,8,0,0,11,1152,6,224,794,116,0,0,0,15,1152,15,177,134,11,0,0,0,0,334,0,5,138,21,0,0,0,3,171,0,4,0,3,0,0,0,0,18,24,566,1921,265,8,0,5,30,2823,0,0,0,0,3,0,0,0,5,0,0,3,0,4,0,0,0,8,32,745,3406,5387,5049,1315,213,115,16280
SED51605,3,20,203,3877,9258,888,112,122,14493,0,52,193,555,39,0,0,12,854,0,33,39,64,19,5,0,0,165,0,90,232,615,55,0,0,15,1012,0,73,184,18,0,0,0,11,282,0,106,211,25,0,0,0,0,351,0,116,327,14,0,0,0,8,461,0,50,107,0,0,0,0,5,160,0,3,5,0,0,0,0,0,11,0,348,835,63,0,0,0,22,1270,6,49,115,34,0,0,0,0,200,0,0,0,4,0,0,0,0,12,14,507,1392,4590,9322,894,112,161,16987
SED51706,22,103,1018,5247,7636,778,135,201,15139,0,49,289,296,35,0,4,19,693,0,0,3,6,0,0,0,0,9,0,49,294,302,39,3,4,19,704,0,17,81,63,3,0,0,4,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,81,63,9,0,0,4,172,14,84,46,13,6,3,0,19,178,4,8,3,7,9,0,0,5,33,43,256,1442,5631,7692,783,133,251,16223
SED51804,10,52,740,3382,4141,1376,260,70,10019,3,120,434,576,143,17,0,12,1300,9,152,388,800,164,22,0,13,1546,13,268,819,1378,305,37,0,33,2846,7,127,474,90,7,0,0,15,716,28,439,426,123,12,0,0,16,1046,18,366,963,310,20,0,0,14,1688,0,18,227,38,7,0,0,3,291,0,4,0,0,0,0,0,0,6,56,944,2089,564,42,3,0,43,3743,0,0,6,0,3,0,0,0,7,0,3,3,0,0,0,0,0,12,72,1267,3654,5328,4483,1413,268,137,16627
SED51902,11,77,475,3850,8975,1385,329,181,15285,0,35,38,73,15,3,0,3,165,0,0,0,0,0,0,0,0,0,0,35,38,73,13,3,0,3,163,0,0,14,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,0,0,0,4,28,0,7,26,3,0,0,0,6,47,0,15,48,36,4,0,0,9,116,0,3,5,7,13,0,0,0,26,20,131,601,3971,8999,1392,335,196,15639
SED52006,10,121,776,4609,8271,850,122,162,14918,0,134,287,465,22,0,3,29,944,0,0,83,299,25,5,0,0,412,0,136,369,764,46,6,3,32,1353,0,0,23,7,0,0,0,0,34,0,0,22,33,4,0,0,0,57,0,0,24,32,0,0,0,4,57,0,0,20,40,0,0,0,0,63,0,0,6,0,4,0,0,0,10,0,0,85,117,5,0,0,5,215,8,49,24,6,0,0,0,26,126,0,0,0,0,0,0,0,0,0,17,313,1257,5491,8325,861,122,222,16613
SED52102,7,74,539,5558,6937,875,151,183,14327,3,59,176,332,31,4,0,22,627,0,12,5,22,4,0,0,0,44,3,67,182,359,38,4,0,21,667,0,9,12,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,3,3,0,0,0,20,0,18,22,3,3,0,0,0,45,24,102,87,22,13,3,0,9,265,0,3,3,0,0,0,0,0,13,42,260,825,5936,6995,888,159,217,15311
SED52205,20,234,1463,6125,3131,440,79,127,11610,7,309,1095,944,103,9,0,46,2518,3,142,454,558,114,7,5,30,1323,12,450,1552,1500,224,16,5,75,3842,4,124,275,35,5,3,3,5,456,7,168,399,79,0,0,0,8,668,30,417,548,121,3,0,0,12,1132,0,34,122,25,0,0,0,3,184,3,18,9,11,6,0,5,0,55,39,762,1349,267,23,5,9,38,2498,20,63,55,15,3,0,0,8,160,0,10,8,8,5,0,0,10,42,90,1520,4431,7918,3385,464,98,251,18157
SED52301,24,111,821,4929,5434,615,119,165,12206,3,111,662,394,31,0,0,27,1225,0,8,86,99,84,13,0,0,295,5,116,743,492,109,19,4,27,1516,0,60,85,48,6,0,0,8,198,0,4,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,12,0,69,99,44,6,0,0,8,227,19,76,23,15,7,0,0,0,152,0,22,15,8,7,0,0,3,65,47,395,1702,5488,5562,637,125,204,14158
SED52404,5,31,211,5190,7070,1232,178,84,14009,0,26,176,782,49,3,0,9,1049,0,13,51,96,35,8,0,9,205,0,39,224,880,82,12,0,17,1251,0,8,53,24,0,0,0,0,84,0,0,4,14,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,12,0,4,0,5,0,30,0,16,73,32,4,0,5,0,130,0,0,0,0,0,0,0,6,6,0,0,3,0,0,0,0,0,6,6,87,514,6106,7155,1243,187,110,15406
SED52505,3,32,140,3988,11412,1298,230,116,17221,0,5,112,367,139,14,0,4,627,0,0,4,72,8,4,0,0,88,0,5,115,438,147,14,0,4,718,0,6,25,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,0,0,0,20,0,15,34,0,5,0,0,5,54,0,0,0,0,4,0,0,0,4,0,0,0,3,8,0,0,0,8,4,42,285,4434,11568,1313,230,124,18011
SED52604,5,60,187,3449,7274,1345,197,95,12615,0,68,109,348,72,4,3,29,629,8,75,109,308,109,24,13,13,652,8,145,218,656,177,24,11,33,1277,0,8,26,24,5,0,0,0,68,0,57,197,58,5,0,0,13,335,4,99,238,124,0,0,0,5,469,0,0,0,0,0,0,0,0,0,0,5,11,0,3,0,0,0,22,4,168,469,208,19,0,0,17,895,0,6,5,10,5,0,0,0,20,0,3,4,3,0,0,0,4,8,17,378,884,4328,7473,1371,220,154,14822
SED52702,12,105,734,4405,6187,1526,342,105,13414,0,105,203,137,7,0,0,13,474,0,0,24,16,0,0,0,0,41,0,110,227,150,9,0,0,13,515,0,3,30,0,0,0,0,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,3,4,4,32,0,10,37,8,6,3,4,4,69,6,7,3,13,13,12,5,0,59,0,3,10,5,4,3,0,0,20,20,235,1006,4579,6214,1538,348,126,14078
SED52803,13,153,688,4395,3683,547,101,218,9798,3,220,565,564,41,0,6,58,1462,0,9,67,103,41,4,0,8,229,3,232,635,669,84,4,6,58,1688,0,51,75,13,3,0,0,5,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,51,79,20,3,0,0,5,170,31,118,18,21,8,7,0,12,210,6,13,7,7,12,3,4,10,73,56,570,1432,5104,3788,557,117,307,11942
SED52903,43,307,1029,3648,2264,269,52,207,7820,22,178,371,223,40,0,0,38,876,9,34,120,91,11,0,0,5,273,33,209,497,312,50,3,0,35,1147,0,31,146,61,4,0,0,5,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,35,141,60,4,0,0,11,253,100,236,74,61,37,11,4,96,623,15,54,47,31,30,7,6,42,242,191,838,1787,4113,2390,297,67,400,10089
SED53004,0,31,175,4350,7852,1102,135,69,13720,0,43,377,845,60,7,0,20,1356,0,5,50,62,17,0,0,0,134,0,47,426,907,77,7,0,24,1488,0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,17,0,8,27,0,0,0,0,0,36,0,24,57,4,4,0,0,5,89,0,0,0,4,0,0,0,0,5,3,110,679,5269,7934,1107,135,101,15344
SED53105,13,103,564,5580,8059,737,150,196,15394,0,65,165,490,57,0,0,13,788,0,15,111,131,4,0,0,0,267,0,77,282,621,57,0,0,13,1051,0,56,184,52,0,0,0,9,298,0,0,90,39,0,0,0,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,16,0,57,275,91,0,0,0,14,444,0,0,0,3,0,0,0,0,9,0,3,0,4,0,0,0,0,10,21,250,1127,6292,8117,737,147,220,16908
SED53204,8,19,191,3040,10040,1005,119,123,14546,0,36,136,709,84,9,4,15,997,0,4,9,71,25,0,0,0,114,0,41,143,775,110,11,4,21,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,14,21,7,0,0,0,0,5,40,0,0,0,0,6,0,0,4,13,22,77,340,3825,10158,1017,119,151,15710
SED53306,17,168,1064,4948,6981,656,107,195,14136,6,247,1125,1005,46,8,5,72,2505,3,42,205,335,42,6,0,4,646,7,287,1334,1344,85,11,5,82,3153,0,97,187,84,0,0,0,15,387,0,5,37,86,9,0,0,0,134,0,7,43,89,0,0,0,0,145,0,0,29,63,0,0,0,0,94,0,10,12,3,3,0,0,0,26,0,113,306,328,16,4,0,18,791,9,23,44,4,0,0,0,8,86,0,3,14,3,5,0,0,5,28,29,599,2762,6630,7084,671,109,307,18190
SED53402,10,120,1465,5804,3222,414,65,105,11206,5,181,829,842,105,9,3,48,2013,0,182,811,858,143,13,3,26,2029,5,359,1642,1701,243,18,3,69,4044,8,299,1012,231,3,0,0,15,1579,3,202,516,45,0,0,0,13,782,7,252,201,0,0,0,4,16,469,0,137,111,19,0,0,0,0,269,0,0,4,0,0,0,0,0,9,17,889,1844,299,8,0,3,50,3106,0,0,0,0,0,0,0,0,10,0,0,0,8,3,0,0,3,23,25,1371,4952,7812,3481,438,72,227,18385
SED53502,20,126,945,5791,6504,785,139,169,14481,0,251,683,1149,36,0,4,60,2179,0,41,229,163,13,0,0,5,458,0,295,910,1310,51,0,4,65,2638,0,74,138,29,0,0,0,4,241,0,48,145,19,0,0,0,5,223,0,24,64,8,0,0,0,0,100,0,14,33,3,0,0,0,0,53,0,5,4,0,0,0,0,0,12,0,166,388,65,4,0,0,17,634,21,81,69,14,3,0,0,4,198,4,0,3,11,6,4,0,3,30,47,662,2315,7187,6573,789,145,260,17976
SED53602,8,66,404,7503,4352,679,130,259,13405,0,403,659,1500,80,11,3,79,2733,0,46,61,283,12,0,0,9,414,3,448,716,1783,87,11,6,88,3145,0,54,156,48,0,0,0,5,261,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,20,0,54,175,59,0,0,0,4,300,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,13,13,575,1302,9345,4446,688,131,352,16851
SED53701,58,326,1393,5088,4725,846,246,258,12933,4,61,133,81,15,0,5,8,310,0,0,3,27,28,10,0,0,78,4,67,143,111,41,13,5,17,388,0,19,28,19,8,0,0,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,28,19,9,0,0,15,95,32,83,36,37,26,7,0,38,258,9,12,27,35,18,8,5,14,113,93,501,1622,5285,4819,871,255,341,13791
