UCL_CODE_2021,A75_84_L_PinE_NS_19,A75_84_L_PinE_NS_20,A75_84_L_PinE_NS_21,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B_05,A75_84_T_05_10,A75_84_T_11_15,A75_84_T_16,A75_84_T_17,A75_84_T_18,A75_84_T_19,A75_84_T_20,A75_84_T_21,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B_05,A85ov_SEO_05_10,A85ov_SEO_11_15,A85ov_SEO_16,A85ov_SEO_17,A85ov_SEO_18,A85ov_SEO_19,A85ov_SEO_20,A85ov_SEO_21,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_UOLSE_VWW_B_05,A85ov_UOLSE_VWW_05_10,A85ov_UOLSE_VWW_11_15,A85ov_UOLSE_VWW_16,A85ov_UOLSE_VWW_17,A85ov_UOLSE_VWW_18,A85ov_UOLSE_VWW_19,A85ov_UOLSE_VWW_20,A85ov_UOLSE_VWW_21,A85ov_UOLSE_VWW_YNS,A85ov_UOLSE_VWW_T,A85ov_UOLSE_NWNAA_B_05,A85ov_UOLSE_NWNAA_05_10,A85ov_UOLSE_NWNAA_11_15,A85ov_UOLSE_NWNAA_16,A85ov_UOLSE_NWNAA_17,A85ov_UOLSE_NWNAA_18,A85ov_UOLSE_NWNAA_19,A85ov_UOLSE_NWNAA_20,A85ov_UOLSE_NWNAA_21,A85ov_UOLSE_NWNAA_YNS,A85ov_UOLSE_NWNAA_T,A85ov_UOLSE_PinE_NS_B_05,A85ov_UOLSE_PinE_NS_05_10,A85ov_UOLSE_PinE_NS_11_15,A85ov_UOLSE_PinE_NS_16,A85ov_UOLSE_PinE_NS_17,A85ov_UOLSE_PinE_NS_18,A85ov_UOLSE_PinE_NS_19,A85ov_UOLSE_PinE_NS_20,A85ov_UOLSE_PinE_NS_21,A85ov_UOLSE_PinE_NS_YNS,A85ov_UOLSE_PinE_NS_T,A85ov_UOLSE_T_B_05,A85ov_UOLSE_T_05_10,A85ov_UOLSE_T_11_15,A85ov_UOLSE_T_16,A85ov_UOLSE_T_17,A85ov_UOLSE_T_18,A85ov_UOLSE_T_19,A85ov_UOLSE_T_20,A85ov_UOLSE_T_21,A85ov_UOLSE_T_YNS,A85ov_UOLSE_T_T,A85ov_L_PinE_NS_B_05,A85ov_L_PinE_NS_05_10,A85ov_L_PinE_NS_11_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_17,A85ov_L_PinE_NS_18,A85ov_L_PinE_NS_19,A85ov_L_PinE_NS_20,A85ov_L_PinE_NS_21,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B_05,A85ov_T_05_10,A85ov_T_11_15,A85ov_T_16,A85ov_T_17,A85ov_T_18,A85ov_T_19,A85ov_T_20,A85ov_T_21,A85ov_T_YNS,A85ov_T_T,T_SEO_B_05,T_SEO_05_10,T_SEO_11_15,T_SEO_16,T_SEO_17,T_SEO_18,T_SEO_19,T_SEO_20,T_SEO_21,T_SEO_YNS,T_SEO_T,T_UOLSE_VWW_B_05,T_UOLSE_VWW_05_10,T_UOLSE_VWW_11_15,T_UOLSE_VWW_16,T_UOLSE_VWW_17,T_UOLSE_VWW_18,T_UOLSE_VWW_19,T_UOLSE_VWW_20,T_UOLSE_VWW_21,T_UOLSE_VWW_YNS,T_UOLSE_VWW_T,T_UOLSE_NWNAA_B_05,T_UOLSE_NWNAA_05_10,T_UOLSE_NWNAA_11_15,T_UOLSE_NWNAA_16,T_UOLSE_NWNAA_17,T_UOLSE_NWNAA_18,T_UOLSE_NWNAA_19,T_UOLSE_NWNAA_20,T_UOLSE_NWNAA_21,T_UOLSE_NWNAA_YNS,T_UOLSE_NWNAA_T,T_UOLSE_PinE_NS_B_05,T_UOLSE_PinE_NS_05_10,T_UOLSE_PinE_NS_11_15,T_UOLSE_PinE_NS_16,T_UOLSE_PinE_NS_17,T_UOLSE_PinE_NS_18,T_UOLSE_PinE_NS_19,T_UOLSE_PinE_NS_20,T_UOLSE_PinE_NS_21,T_UOLSE_PinE_NS_YNS,T_UOLSE_PinE_NS_T,T_UOLSE_T_B_05,T_UOLSE_T_05_10,T_UOLSE_T_11_15,T_UOLSE_T_16,T_UOLSE_T_17,T_UOLSE_T_18,T_UOLSE_T_19,T_UOLSE_T_20,T_UOLSE_T_21,T_UOLSE_T_YNS,T_UOLSE_T_T,T_L_PinE_NS_B_05,T_L_PinE_NS_05_10,T_L_PinE_NS_11_15,T_L_PinE_NS_16,T_L_PinE_NS_17,T_L_PinE_NS_18,T_L_PinE_NS_19,T_L_PinE_NS_20,T_L_PinE_NS_21,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B_05,T_T_05_10,T_T_11_15,T_T_16,T_T_17,T_T_18,T_T_19,T_T_20,T_T_21,T_T_YNS,T_T_T
UCL513005,0,0,0,3,10,222,25,14,3,0,0,0,0,0,17,285,50,0,0,0,0,0,0,0,0,6,59,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,14,8,0,0,0,0,0,0,0,0,8,18,72,3,0,0,0,0,0,0,0,19,91,1581,889,651,58,23,45,36,34,10,60,3378,178,245,146,28,8,19,21,8,12,11,690,9,11,5,0,0,0,9,8,3,5,51,0,0,0,0,0,0,0,0,0,0,4,188,258,155,38,14,18,29,16,16,16,739,13,0,0,0,0,0,0,0,0,15,36,1784,1145,804,90,31,66,59,45,25,94,4148
UCL514001,0,0,0,0,0,104,3,0,0,0,0,0,0,0,6,115,25,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,27,0,0,0,0,0,0,0,0,8,33,531,65,29,8,0,3,6,4,4,16,668,50,22,18,0,0,0,0,0,0,4,112,3,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,52,26,19,0,0,0,0,0,0,4,117,0,0,0,0,0,0,0,0,0,11,11,588,98,50,7,3,7,7,6,4,27,797
UCL514002,0,0,0,0,0,124,0,0,0,0,0,0,0,0,4,135,25,0,0,0,0,0,0,3,0,4,31,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,32,801,155,114,27,18,14,19,16,3,42,1211,58,60,79,21,18,29,20,5,3,3,293,0,0,5,3,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,58,59,82,26,18,29,25,9,3,7,309,0,0,0,0,0,0,0,0,0,7,5,854,213,195,56,35,38,40,22,6,55,1523
UCL514003,0,0,0,0,0,93,4,3,0,0,0,0,0,0,3,104,24,0,0,0,0,0,0,0,0,5,29,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,8,35,784,180,176,23,11,20,47,7,4,20,1278,84,109,137,20,28,26,49,22,0,11,497,0,9,10,0,0,5,6,8,0,54,90,0,0,0,0,0,0,0,0,0,0,5,93,119,147,19,29,26,58,27,0,65,588,0,0,0,0,0,0,0,0,0,3,0,879,302,327,47,37,47,106,36,4,90,1869
UCL514004,0,0,0,0,3,84,0,3,0,0,0,0,0,0,14,102,26,0,0,0,0,0,0,0,0,0,29,10,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,3,43,476,55,74,8,0,4,3,5,0,26,652,67,67,83,19,7,12,16,6,5,12,294,9,5,5,0,0,4,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,83,76,90,19,7,13,15,11,5,9,329,7,0,0,0,0,0,0,0,0,0,4,561,130,170,23,14,17,24,12,8,37,986
UCL515001,0,0,0,0,0,37,4,0,0,0,0,0,0,0,0,44,17,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,18,191,20,8,0,0,0,0,0,0,9,224,7,0,4,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,3,199,19,13,8,0,0,0,0,0,12,254
UCL515002,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,37,20,0,3,0,0,4,0,0,206,12,5,6,0,0,0,0,7,0,5,35,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,6,0,4,0,3,7,0,5,39,0,0,0,0,0,0,0,0,0,0,6,150,44,20,4,7,0,3,8,0,14,250
UCL515003,0,0,0,0,0,74,0,0,0,0,0,0,0,0,4,85,21,0,0,0,0,0,0,0,0,3,22,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,24,422,35,17,0,4,4,0,0,0,21,505,24,15,10,0,0,0,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,15,10,0,0,0,5,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,447,52,25,3,4,4,4,0,0,25,559
UCL515004,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,228,50,34,7,0,0,3,0,0,6,327,21,27,17,0,0,3,3,0,0,10,88,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,21,30,18,0,0,3,3,0,0,10,92,0,0,0,0,0,0,0,0,0,0,0,245,83,53,5,0,3,4,3,3,18,423
UCL515005,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,32,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,208,35,26,0,0,3,0,0,0,14,292,7,7,7,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,220,49,31,5,7,3,4,0,0,14,327
UCL515006,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,56,13,0,0,0,0,0,0,0,0,7,16,5,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,17,0,0,0,0,0,0,0,0,8,23,249,33,35,3,6,5,6,4,0,17,357,75,37,48,15,8,15,19,11,3,0,228,16,3,6,0,0,6,0,0,4,0,36,0,0,0,0,0,0,0,0,0,0,0,91,39,48,21,8,17,23,11,7,4,259,0,0,0,0,0,0,0,0,0,3,10,336,74,83,27,16,22,27,7,7,23,626
UCL515007,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,183,54,38,3,13,4,4,3,0,9,318,10,15,12,0,5,0,5,4,0,0,57,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,11,0,11,0,9,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,195,70,53,3,20,7,10,4,0,17,380
UCL515008,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,24,11,0,0,0,7,0,0,8,142,6,9,4,0,3,0,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,0,3,0,8,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,98,32,18,0,6,5,9,0,0,6,174
UCL515009,0,0,0,0,0,124,0,0,0,0,0,0,0,0,6,131,44,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,50,0,0,0,0,0,0,0,0,0,52,509,39,18,6,0,6,9,5,0,14,600,41,14,11,8,7,3,4,0,0,0,88,0,0,4,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,45,14,12,10,4,3,8,3,0,3,97,3,0,0,0,0,0,0,0,0,0,6,557,54,30,9,7,4,13,4,0,17,705
UCL515010,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,33,14,3,5,0,10,4,0,3,172,9,21,38,8,10,7,13,5,3,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,36,8,10,8,14,5,3,0,123,0,0,0,0,0,0,0,0,0,0,4,116,59,51,12,16,15,21,8,3,7,304
UCL515011,0,0,0,0,0,76,0,0,0,0,0,0,0,0,8,79,18,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,25,302,29,14,0,0,0,0,4,0,17,369,26,20,13,8,0,12,15,0,5,4,107,8,6,7,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,36,25,15,8,0,14,15,4,8,7,129,0,0,0,0,0,0,0,0,0,0,0,342,53,31,8,0,14,16,3,3,25,498
