DATE,MONTH,GROUP,REASON FOR SEEKING ASSISTANCE,MEASURE,VALUE
2019-04-30,Apr19,Health,Problematic alcohol use,,267.0
2019-04-30,Apr19,Health,Problematic drug or substance use,,536.0
2019-04-30,Apr19,Interpersonal,Family and domestic violence,,2711.0
2019-04-30,Apr19,Interpersonal,Interpersonal relationships,,3735.0
2019-04-30,Apr19,Interpersonal,Non-family violence,,183.0
2019-04-30,Apr19,Interpersonal,Relationship/family breakdown,,1498.0
2019-04-30,Apr19,Interpersonal,Sexual abuse,,201.0
2019-04-30,Apr19,Interpersonal,Time out from family/other situation,,863.0
2019-04-30,Apr19,Not stated,Not stated,,37.0
2019-04-30,Apr19,Other,Discrimination including racial discrimination,,32.0
2019-04-30,Apr19,Other,Disengagement with school or other education and training,,106.0
2019-04-30,Apr19,Other,Itinerant,,206.0
2019-04-30,Apr19,Other,Lack of family and/or community support,,1329.0
2019-04-30,Apr19,Other,Other,,2159.0
2019-04-30,Apr19,Other,Other (not elsewhere classified),,576.0
2019-04-30,Apr19,Other,Transition from custodial arrangements,,107.0
2019-04-30,Apr19,Other,Transition from foster care and child safety residential placements,,42.0
2019-04-30,Apr19,Other,Transition from other care arrangements,,75.0
2019-04-30,Apr19,Other,Unable to return home due to environmental reasons,,168.0
2019-04-30,Apr19,Total,Total clients,,6569.0
2020-04-30,Apr20,Accommodation,Accommodation,,2521.0
2020-04-30,Apr20,Accommodation,Housing crisis (e.g. eviction),,1272.0
2020-04-30,Apr20,Accommodation,Inadequate or inappropriate dwelling conditions,,1273.0
2020-04-30,Apr20,Accommodation,Previous accommodation ended,,857.0
2020-04-30,Apr20,Covid,Covid-19,,338.0
2020-04-30,Apr20,Financial,Employment difficulties,,232.0
2020-04-30,Apr20,Financial,Financial,,2338.0
2020-04-30,Apr20,Financial,Financial difficulties,,1711.0
2020-04-30,Apr20,Financial,Housing affordability stress,,1238.0
2020-04-30,Apr20,Financial,Problematic gambling,,6.0
2020-04-30,Apr20,Financial,Unemployment,,744.0
2020-04-30,Apr20,Health,Health,,1522.0
2020-04-30,Apr20,Health,Medical issues,,502.0
2020-04-30,Apr20,Health,Mental health issues,,945.0
2020-04-30,Apr20,Health,Problematic alcohol use,,239.0
2020-04-30,Apr20,Health,Problematic drug or substance use,,482.0
2020-04-30,Apr20,Interpersonal,Family and domestic violence,,2360.0
2020-04-30,Apr20,Interpersonal,Interpersonal relationships,,3227.0
2020-04-30,Apr20,Interpersonal,Non-family violence,,150.0
2020-04-30,Apr20,Interpersonal,Relationship/family breakdown,,1381.0
2020-04-30,Apr20,Interpersonal,Sexual abuse,,215.0
2020-04-30,Apr20,Interpersonal,Time out from family/other situation,,646.0
2020-04-30,Apr20,Not stated,Not stated,,6.0
2020-04-30,Apr20,Other,Discrimination including racial discrimination,,19.0
2020-04-30,Apr20,Other,Disengagement with school or other education and training,,101.0
2020-04-30,Apr20,Other,Itinerant,,230.0
2020-04-30,Apr20,Other,Lack of family and/or community support,,1332.0
2020-04-30,Apr20,Other,Other,,1981.0
2020-04-30,Apr20,Other,Other (not elsewhere classified),,393.0
2020-04-30,Apr20,Other,Transition from custodial arrangements,,100.0
2020-04-30,Apr20,Other,Transition from foster care and child safety residential placements,,29.0
2020-04-30,Apr20,Other,Transition from other care arrangements,,73.0
2020-04-30,Apr20,Other,Unable to return home due to environmental reasons,,157.0
2020-04-30,Apr20,Total,Total clients,,5490.0
2021-04-30,Apr21,Accommodation,Accommodation,,3007.0
2021-04-30,Apr21,Accommodation,Housing crisis (e.g. eviction),,1516.0
2021-04-30,Apr21,Accommodation,Inadequate or inappropriate dwelling conditions,,1642.0
2021-04-30,Apr21,Accommodation,Previous accommodation ended,,900.0
2021-04-30,Apr21,Covid,Covid-19,,147.0
2021-04-30,Apr21,Financial,Employment difficulties,,226.0
2021-04-30,Apr21,Financial,Financial,,2749.0
2021-04-30,Apr21,Financial,Financial difficulties,,1947.0
2021-04-30,Apr21,Financial,Housing affordability stress,,1541.0
2021-04-30,Apr21,Financial,Problematic gambling,,6.0
2021-04-30,Apr21,Financial,Unemployment,,893.0
2021-04-30,Apr21,Health,Health,,1833.0
2021-04-30,Apr21,Health,Medical issues,,580.0
2021-04-30,Apr21,Health,Mental health issues,,1123.0
2021-04-30,Apr21,Health,Problematic alcohol use,,315.0
2021-04-30,Apr21,Health,Problematic drug or substance use,,533.0
2021-04-30,Apr21,Interpersonal,Family and domestic violence,,3013.0
2021-04-30,Apr21,Interpersonal,Interpersonal relationships,,3998.0
2021-04-30,Apr21,Interpersonal,Non-family violence,,137.0
2021-04-30,Apr21,Interpersonal,Relationship/family breakdown,,1626.0
2021-04-30,Apr21,Interpersonal,Sexual abuse,,262.0
2021-04-30,Apr21,Interpersonal,Time out from family/other situation,,771.0
2021-04-30,Apr21,Not stated,Not stated,,9.0
2021-04-30,Apr21,Other,Discrimination including racial discrimination,,22.0
2021-04-30,Apr21,Other,Disengagement with school or other education and training,,155.0
2021-04-30,Apr21,Other,Itinerant,,260.0
2021-04-30,Apr21,Other,Lack of family and/or community support,,1627.0
2021-04-30,Apr21,Other,Other,,2547.0
2021-04-30,Apr21,Other,Other (not elsewhere classified),,555.0
2021-04-30,Apr21,Other,Transition from custodial arrangements,,120.0
2021-04-30,Apr21,Other,Transition from foster care and child safety residential placements,,43.0
2021-04-30,Apr21,Other,Transition from other care arrangements,,70.0
2021-04-30,Apr21,Other,Unable to return home due to environmental reasons,,189.0
2021-04-30,Apr21,Total,Total clients,,6831.0
2022-04-30,Apr22,Accommodation,Accommodation,,2860.0
2022-04-30,Apr22,Accommodation,Housing crisis (e.g. eviction),,1486.0
2022-04-30,Apr22,Accommodation,Inadequate or inappropriate dwelling conditions,,1556.0
2022-04-30,Apr22,Accommodation,Previous accommodation ended,,907.0
2022-04-30,Apr22,Covid,Covid-19,,38.0
2022-04-30,Apr22,Financial,Employment difficulties,,302.0
2022-04-30,Apr22,Financial,Financial,,2520.0
2022-04-30,Apr22,Financial,Financial difficulties,,1713.0
2022-04-30,Apr22,Financial,Housing affordability stress,,1578.0
2022-04-30,Apr22,Financial,Problematic gambling,,1.0
2022-04-30,Apr22,Financial,Unemployment,,818.0
2022-04-30,Apr22,Health,Health,,1573.0
2022-04-30,Apr22,Health,Medical issues,,512.0
2022-04-30,Apr22,Health,Mental health issues,,982.0
2022-04-30,Apr22,Health,Problematic alcohol use,,302.0
2022-04-30,Apr22,Health,Problematic drug or substance use,,370.0
2022-04-30,Apr22,Interpersonal,Family and domestic violence,,2759.0
2022-04-30,Apr22,Interpersonal,Interpersonal relationships,,3635.0
2022-04-30,Apr22,Interpersonal,Non-family violence,,112.0
2022-04-30,Apr22,Interpersonal,Relationship/family breakdown,,1260.0
2022-04-30,Apr22,Interpersonal,Sexual abuse,,196.0
2022-04-30,Apr22,Interpersonal,Time out from family/other situation,,708.0
2022-04-30,Apr22,Not stated,Not stated,,6.0
2022-04-30,Apr22,Other,Discrimination including racial discrimination,,29.0
2022-04-30,Apr22,Other,Disengagement with school or other education and training,,92.0
2022-04-30,Apr22,Other,Itinerant,,253.0
2022-04-30,Apr22,Other,Lack of family and/or community support,,1273.0
2022-04-30,Apr22,Other,Other,,2081.0
2022-04-30,Apr22,Other,Other (not elsewhere classified),,489.0
2022-04-30,Apr22,Other,Transition from custodial arrangements,,90.0
2022-04-30,Apr22,Other,Transition from foster care and child safety residential placements,,29.0
2022-04-30,Apr22,Other,Transition from other care arrangements,,50.0
2022-04-30,Apr22,Other,Unable to return home due to environmental reasons,,121.0
2022-04-30,Apr22,Total,Total clients,,6325.0
2023-04-30,Apr23,Accommodation,Accommodation,,3010.0
2023-04-30,Apr23,Accommodation,Housing crisis (e.g. eviction),,1601.0
2023-04-30,Apr23,Accommodation,Inadequate or inappropriate dwelling conditions,,1702.0
2023-04-30,Apr23,Accommodation,Previous accommodation ended,,958.0
2023-04-30,Apr23,Covid,Covid-19,,5.0
2023-04-30,Apr23,Financial,Financial,,3029.0
2023-04-30,Apr23,Health,Health,,1715.0
2023-04-30,Apr23,Health,Medical issues,,592.0
2023-04-30,Apr23,Health,Mental health issues,,1126.0
2023-04-30,Apr23,Health,Problematic alcohol use,,272.0
2023-04-30,Apr23,Health,Problematic drug or substance use,,397.0
2023-04-30,Apr23,Interpersonal,Family and domestic violence,,3169.0
2023-04-30,Apr23,Interpersonal,Interpersonal relationships,,4074.0
2023-04-30,Apr23,Interpersonal,Non-family violence,,128.0
2023-04-30,Apr23,Interpersonal,Relationship/family breakdown,,1376.0
2023-04-30,Apr23,Interpersonal,Sexual abuse,,212.0
2023-04-30,Apr23,Interpersonal,Time out from family/other situation,,704.0
2023-04-30,Apr23,Not stated,Not stated,,16.0
2023-04-30,Apr23,Other,Other,,2500.0
2023-04-30,Apr23,Total,Total clients,,7059.0
2017-08-31,Aug17,Accommodation,Accommodation,,2353.0
2017-08-31,Aug17,Accommodation,Housing crisis (e.g. eviction),,1478.0
2017-08-31,Aug17,Accommodation,Inadequate or inappropriate dwelling conditions,,1127.0
2017-08-31,Aug17,Accommodation,Previous accommodation ended,,716.0
2017-08-31,Aug17,Financial,Employment difficulties,,224.0
2017-08-31,Aug17,Financial,Financial,,2472.0
2017-08-31,Aug17,Financial,Financial difficulties,,1897.0
2017-08-31,Aug17,Financial,Housing affordability stress,,1160.0
2017-08-31,Aug17,Financial,Problematic gambling,,9.0
2017-08-31,Aug17,Financial,Unemployment,,585.0
2017-08-31,Aug17,Health,Health,,1230.0
2017-08-31,Aug17,Health,Medical issues,,369.0
2017-08-31,Aug17,Health,Mental health issues,,711.0
2017-08-31,Aug17,Health,Problematic alcohol use,,230.0
2017-08-31,Aug17,Health,Problematic drug or substance use,,457.0
2017-08-31,Aug17,Interpersonal,Family and domestic violence,,2479.0
2017-08-31,Aug17,Interpersonal,Interpersonal relationships,,3376.0
2017-08-31,Aug17,Interpersonal,Non-family violence,,92.0
2017-08-31,Aug17,Interpersonal,Relationship/family breakdown,,1316.0
2017-08-31,Aug17,Interpersonal,Sexual abuse,,174.0
2017-08-31,Aug17,Interpersonal,Time out from family/other situation,,670.0
2017-08-31,Aug17,Not stated,Not stated,,88.0
2017-08-31,Aug17,Other,Discrimination including racial discrimination,,15.0
2017-08-31,Aug17,Other,Disengagement with school or other education and training,,121.0
2017-08-31,Aug17,Other,Itinerant,,77.0
2017-08-31,Aug17,Other,Lack of family and/or community support,,1050.0
2017-08-31,Aug17,Other,Other,,1815.0
2017-08-31,Aug17,Other,Other (not elsewhere classified),,613.0
2017-08-31,Aug17,Other,Transition from custodial arrangements,,84.0
2017-08-31,Aug17,Other,Transition from foster care and child safety residential placements,,40.0
2017-08-31,Aug17,Other,Transition from other care arrangements,,85.0
2017-08-31,Aug17,Other,Unable to return home due to environmental reasons,,150.0
2017-08-31,Aug17,Total,Total clients,,5988.0
2018-08-31,Aug18,Accommodation,Accommodation,,2385.0
2018-08-31,Aug18,Accommodation,Housing crisis (e.g. eviction),,1374.0
2018-08-31,Aug18,Accommodation,Inadequate or inappropriate dwelling conditions,,1179.0
2018-08-31,Aug18,Accommodation,Previous accommodation ended,,801.0
2018-08-31,Aug18,Financial,Employment difficulties,,285.0
2018-08-31,Aug18,Financial,Financial,,2596.0
2018-08-31,Aug18,Financial,Financial difficulties,,2014.0
2018-08-31,Aug18,Financial,Housing affordability stress,,1195.0
2018-08-31,Aug18,Financial,Problematic gambling,,12.0
2018-08-31,Aug18,Financial,Unemployment,,688.0
2018-08-31,Aug18,Health,Health,,1451.0
2018-08-31,Aug18,Health,Medical issues,,433.0
2018-08-31,Aug18,Health,Mental health issues,,853.0
2018-08-31,Aug18,Health,Problematic alcohol use,,241.0
2018-08-31,Aug18,Health,Problematic drug or substance use,,510.0
2018-08-31,Aug18,Interpersonal,Family and domestic violence,,2650.0
2018-08-31,Aug18,Interpersonal,Interpersonal relationships,,3653.0
2018-08-31,Aug18,Interpersonal,Non-family violence,,156.0
2018-08-31,Aug18,Interpersonal,Relationship/family breakdown,,1569.0
2018-08-31,Aug18,Interpersonal,Sexual abuse,,171.0
2018-08-31,Aug18,Interpersonal,Time out from family/other situation,,806.0
2018-08-31,Aug18,Not stated,Not stated,,104.0
2018-08-31,Aug18,Other,Discrimination including racial discrimination,,24.0
2018-08-31,Aug18,Other,Disengagement with school or other education and training,,151.0
2018-08-31,Aug18,Other,Itinerant,,121.0
2018-08-31,Aug18,Other,Lack of family and/or community support,,1211.0
2018-08-31,Aug18,Other,Other,,1894.0
2018-08-31,Aug18,Other,Other (not elsewhere classified),,496.0
2018-08-31,Aug18,Other,Transition from custodial arrangements,,92.0
2018-08-31,Aug18,Other,Transition from foster care and child safety residential placements,,33.0
2018-08-31,Aug18,Other,Transition from other care arrangements,,76.0
2018-08-31,Aug18,Other,Unable to return home due to environmental reasons,,178.0
2018-08-31,Aug18,Total,Total clients,,6110.0
2019-08-31,Aug19,Accommodation,Accommodation,,2552.0
2019-08-31,Aug19,Accommodation,Housing crisis (e.g. eviction),,1422.0
2019-08-31,Aug19,Accommodation,Inadequate or inappropriate dwelling conditions,,1195.0
2019-08-31,Aug19,Accommodation,Previous accommodation ended,,795.0
2019-08-31,Aug19,Financial,Employment difficulties,,244.0
2019-08-31,Aug19,Financial,Financial,,2652.0
2019-08-31,Aug19,Financial,Financial difficulties,,2002.0
2019-08-31,Aug19,Financial,Housing affordability stress,,1379.0
2019-08-31,Aug19,Financial,Problematic gambling,,9.0
2019-08-31,Aug19,Financial,Unemployment,,779.0
2019-08-31,Aug19,Health,Health,,1573.0
2019-08-31,Aug19,Health,Medical issues,,555.0
2019-08-31,Aug19,Health,Mental health issues,,923.0
2019-08-31,Aug19,Health,Problematic alcohol use,,238.0
2019-08-31,Aug19,Health,Problematic drug or substance use,,475.0
2019-08-31,Aug19,Interpersonal,Family and domestic violence,,2782.0
2019-08-31,Aug19,Interpersonal,Interpersonal relationships,,3718.0
2019-08-31,Aug19,Interpersonal,Non-family violence,,154.0
2019-08-31,Aug19,Interpersonal,Relationship/family breakdown,,1504.0
2019-08-31,Aug19,Interpersonal,Sexual abuse,,201.0
2019-08-31,Aug19,Interpersonal,Time out from family/other situation,,781.0
2019-08-31,Aug19,Not stated,Not stated,,26.0
2019-08-31,Aug19,Other,Discrimination including racial discrimination,,27.0
2019-08-31,Aug19,Other,Disengagement with school or other education and training,,97.0
2019-08-31,Aug19,Other,Itinerant,,219.0
2019-08-31,Aug19,Other,Lack of family and/or community support,,1446.0
2019-08-31,Aug19,Other,Other,,2399.0
2019-08-31,Aug19,Other,Other (not elsewhere classified),,692.0
2019-08-31,Aug19,Other,Transition from custodial arrangements,,113.0
2019-08-31,Aug19,Other,Transition from foster care and child safety residential placements,,49.0
2019-08-31,Aug19,Other,Transition from other care arrangements,,76.0
2019-08-31,Aug19,Other,Unable to return home due to environmental reasons,,186.0
2019-08-31,Aug19,Total,Total clients,,6644.0
2020-08-31,Aug20,Accommodation,Accommodation,,2493.0
2020-08-31,Aug20,Accommodation,Housing crisis (e.g. eviction),,1222.0
2020-08-31,Aug20,Accommodation,Inadequate or inappropriate dwelling conditions,,1330.0
2020-08-31,Aug20,Accommodation,Previous accommodation ended,,817.0
2020-08-31,Aug20,Covid,Covid-19,,161.0
2020-08-31,Aug20,Financial,Employment difficulties,,242.0
2020-08-31,Aug20,Financial,Financial,,2462.0
2020-08-31,Aug20,Financial,Financial difficulties,,1758.0
2020-08-31,Aug20,Financial,Housing affordability stress,,1270.0
2020-08-31,Aug20,Financial,Problematic gambling,,9.0
2020-08-31,Aug20,Financial,Unemployment,,787.0
2020-08-31,Aug20,Health,Health,,1677.0
2020-08-31,Aug20,Health,Medical issues,,527.0
2020-08-31,Aug20,Health,Mental health issues,,1065.0
2020-08-31,Aug20,Health,Problematic alcohol use,,295.0
2020-08-31,Aug20,Health,Problematic drug or substance use,,545.0
2020-08-31,Aug20,Interpersonal,Family and domestic violence,,2487.0
2020-08-31,Aug20,Interpersonal,Interpersonal relationships,,3381.0
2020-08-31,Aug20,Interpersonal,Non-family violence,,163.0
2020-08-31,Aug20,Interpersonal,Relationship/family breakdown,,1477.0
2020-08-31,Aug20,Interpersonal,Sexual abuse,,212.0
2020-08-31,Aug20,Interpersonal,Time out from family/other situation,,745.0
2020-08-31,Aug20,Not stated,Not stated,,6.0
2020-08-31,Aug20,Other,Discrimination including racial discrimination,,20.0
2020-08-31,Aug20,Other,Disengagement with school or other education and training,,131.0
2020-08-31,Aug20,Other,Itinerant,,214.0
2020-08-31,Aug20,Other,Lack of family and/or community support,,1403.0
2020-08-31,Aug20,Other,Other,,2318.0
2020-08-31,Aug20,Other,Other (not elsewhere classified),,623.0
2020-08-31,Aug20,Other,Transition from custodial arrangements,,120.0
2020-08-31,Aug20,Other,Transition from foster care and child safety residential placements,,39.0
2020-08-31,Aug20,Other,Transition from other care arrangements,,86.0
2020-08-31,Aug20,Other,Unable to return home due to environmental reasons,,131.0
2020-08-31,Aug20,Total,Total clients,,6046.0
2021-08-31,Aug21,Accommodation,Accommodation,,3003.0
2021-08-31,Aug21,Accommodation,Housing crisis (e.g. eviction),,1602.0
2021-08-31,Aug21,Accommodation,Inadequate or inappropriate dwelling conditions,,1602.0
2021-08-31,Aug21,Accommodation,Previous accommodation ended,,1005.0
2021-08-31,Aug21,Covid,Covid-19,,138.0
2021-08-31,Aug21,Financial,Employment difficulties,,247.0
2021-08-31,Aug21,Financial,Financial,,2830.0
2021-08-31,Aug21,Financial,Financial difficulties,,1959.0
2021-08-31,Aug21,Financial,Housing affordability stress,,1642.0
2021-08-31,Aug21,Financial,Problematic gambling,,9.0
2021-08-31,Aug21,Financial,Unemployment,,969.0
2021-08-31,Aug21,Health,Health,,1790.0
2021-08-31,Aug21,Health,Medical issues,,575.0
2021-08-31,Aug21,Health,Mental health issues,,1093.0
2021-08-31,Aug21,Health,Problematic alcohol use,,340.0
2021-08-31,Aug21,Health,Problematic drug or substance use,,505.0
2021-08-31,Aug21,Interpersonal,Family and domestic violence,,2894.0
2021-08-31,Aug21,Interpersonal,Interpersonal relationships,,3820.0
2021-08-31,Aug21,Interpersonal,Non-family violence,,127.0
2021-08-31,Aug21,Interpersonal,Relationship/family breakdown,,1558.0
2021-08-31,Aug21,Interpersonal,Sexual abuse,,214.0
2021-08-31,Aug21,Interpersonal,Time out from family/other situation,,710.0
2021-08-31,Aug21,Not stated,Not stated,,11.0
2021-08-31,Aug21,Other,Discrimination including racial discrimination,,23.0
2021-08-31,Aug21,Other,Disengagement with school or other education and training,,130.0
2021-08-31,Aug21,Other,Itinerant,,239.0
2021-08-31,Aug21,Other,Lack of family and/or community support,,1569.0
2021-08-31,Aug21,Other,Other,,2584.0
2021-08-31,Aug21,Other,Other (not elsewhere classified),,700.0
2021-08-31,Aug21,Other,Transition from custodial arrangements,,109.0
2021-08-31,Aug21,Other,Transition from foster care and child safety residential placements,,35.0
2021-08-31,Aug21,Other,Transition from other care arrangements,,75.0
2021-08-31,Aug21,Other,Unable to return home due to environmental reasons,,150.0
2021-08-31,Aug21,Total,Total clients,,6874.0
2022-08-31,Aug22,Accommodation,Accommodation,,2952.0
2022-08-31,Aug22,Accommodation,Housing crisis (e.g. eviction),,1588.0
2022-08-31,Aug22,Accommodation,Inadequate or inappropriate dwelling conditions,,1656.0
2022-08-31,Aug22,Accommodation,Previous accommodation ended,,961.0
2022-08-31,Aug22,Covid,Covid-19,,24.0
2022-08-31,Aug22,Financial,Employment difficulties,,364.0
2022-08-31,Aug22,Financial,Financial,,2729.0
2022-08-31,Aug22,Financial,Financial difficulties,,1883.0
2022-08-31,Aug22,Financial,Housing affordability stress,,1644.0
2022-08-31,Aug22,Financial,Problematic gambling,,4.0
2022-08-31,Aug22,Financial,Unemployment,,843.0
2022-08-31,Aug22,Health,Health,,1675.0
2022-08-31,Aug22,Health,Medical issues,,558.0
2022-08-31,Aug22,Health,Mental health issues,,1025.0
2022-08-31,Aug22,Health,Problematic alcohol use,,342.0
2022-08-31,Aug22,Health,Problematic drug or substance use,,420.0
2022-08-31,Aug22,Interpersonal,Family and domestic violence,,2996.0
2022-08-31,Aug22,Interpersonal,Interpersonal relationships,,3983.0
2022-08-31,Aug22,Interpersonal,Non-family violence,,120.0
2022-08-31,Aug22,Interpersonal,Relationship/family breakdown,,1364.0
2022-08-31,Aug22,Interpersonal,Sexual abuse,,217.0
2022-08-31,Aug22,Interpersonal,Time out from family/other situation,,788.0
2022-08-31,Aug22,Not stated,Not stated,,17.0
2022-08-31,Aug22,Other,Discrimination including racial discrimination,,24.0
2022-08-31,Aug22,Other,Disengagement with school or other education and training,,89.0
2022-08-31,Aug22,Other,Itinerant,,334.0
2022-08-31,Aug22,Other,Lack of family and/or community support,,1242.0
2022-08-31,Aug22,Other,Other,,2248.0
2022-08-31,Aug22,Other,Other (not elsewhere classified),,645.0
2022-08-31,Aug22,Other,Transition from custodial arrangements,,85.0
2022-08-31,Aug22,Other,Transition from foster care and child safety residential placements,,26.0
2022-08-31,Aug22,Other,Transition from other care arrangements,,55.0
2022-08-31,Aug22,Other,Unable to return home due to environmental reasons,,113.0
2022-08-31,Aug22,Total,Total clients,,6886.0
2017-12-31,Dec17,Accommodation,Accommodation,,2211.0
2017-12-31,Dec17,Accommodation,Housing crisis (e.g. eviction),,1295.0
2017-12-31,Dec17,Accommodation,Inadequate or inappropriate dwelling conditions,,1002.0
2017-12-31,Dec17,Accommodation,Previous accommodation ended,,683.0
2017-12-31,Dec17,Financial,Employment difficulties,,242.0
2017-12-31,Dec17,Financial,Financial,,2157.0
2017-12-31,Dec17,Financial,Financial difficulties,,1660.0
2017-12-31,Dec17,Financial,Housing affordability stress,,1025.0
2017-12-31,Dec17,Financial,Problematic gambling,,7.0
2017-12-31,Dec17,Financial,Unemployment,,560.0
2017-12-31,Dec17,Health,Health,,1114.0
2017-12-31,Dec17,Health,Medical issues,,326.0
2017-12-31,Dec17,Health,Mental health issues,,666.0
2017-12-31,Dec17,Health,Problematic alcohol use,,191.0
2017-12-31,Dec17,Health,Problematic drug or substance use,,410.0
2017-12-31,Dec17,Interpersonal,Family and domestic violence,,2509.0
2017-12-31,Dec17,Interpersonal,Interpersonal relationships,,3364.0
2017-12-31,Dec17,Interpersonal,Non-family violence,,88.0
2017-12-31,Dec17,Interpersonal,Relationship/family breakdown,,1266.0
2017-12-31,Dec17,Interpersonal,Sexual abuse,,164.0
2017-12-31,Dec17,Interpersonal,Time out from family/other situation,,643.0
2017-12-31,Dec17,Not stated,Not stated,,111.0
2017-12-31,Dec17,Other,Discrimination including racial discrimination,,15.0
2017-12-31,Dec17,Other,Disengagement with school or other education and training,,104.0
2017-12-31,Dec17,Other,Itinerant,,83.0
2017-12-31,Dec17,Other,Lack of family and/or community support,,966.0
2017-12-31,Dec17,Other,Other,,1770.0
2017-12-31,Dec17,Other,Other (not elsewhere classified),,615.0
2017-12-31,Dec17,Other,Transition from custodial arrangements,,79.0
2017-12-31,Dec17,Other,Transition from foster care and child safety residential placements,,41.0
2017-12-31,Dec17,Other,Transition from other care arrangements,,82.0
2017-12-31,Dec17,Other,Unable to return home due to environmental reasons,,149.0
2017-12-31,Dec17,Total,Total clients,,5775.0
2018-12-31,Dec18,Accommodation,Accommodation,,2401.0
2018-12-31,Dec18,Accommodation,Housing crisis (e.g. eviction),,1478.0
2018-12-31,Dec18,Accommodation,Inadequate or inappropriate dwelling conditions,,1136.0
2018-12-31,Dec18,Accommodation,Previous accommodation ended,,737.0
2018-12-31,Dec18,Financial,Employment difficulties,,269.0
2018-12-31,Dec18,Financial,Financial,,2514.0
2018-12-31,Dec18,Financial,Financial difficulties,,1944.0
2018-12-31,Dec18,Financial,Housing affordability stress,,1159.0
2018-12-31,Dec18,Financial,Problematic gambling,,6.0
2018-12-31,Dec18,Financial,Unemployment,,679.0
2018-12-31,Dec18,Health,Health,,1489.0
2018-12-31,Dec18,Health,Medical issues,,480.0
2018-12-31,Dec18,Health,Mental health issues,,823.0
2018-12-31,Dec18,Health,Problematic alcohol use,,241.0
2018-12-31,Dec18,Health,Problematic drug or substance use,,526.0
2018-12-31,Dec18,Interpersonal,Family and domestic violence,,2709.0
2018-12-31,Dec18,Interpersonal,Interpersonal relationships,,3632.0
2018-12-31,Dec18,Interpersonal,Non-family violence,,223.0
2018-12-31,Dec18,Interpersonal,Relationship/family breakdown,,1487.0
2018-12-31,Dec18,Interpersonal,Sexual abuse,,210.0
2018-12-31,Dec18,Interpersonal,Time out from family/other situation,,795.0
2018-12-31,Dec18,Not stated,Not stated,,91.0
2018-12-31,Dec18,Other,Discrimination including racial discrimination,,23.0
2018-12-31,Dec18,Other,Disengagement with school or other education and training,,126.0
2018-12-31,Dec18,Other,Itinerant,,117.0
2018-12-31,Dec18,Other,Lack of family and/or community support,,1220.0
2018-12-31,Dec18,Other,Other,,2012.0
