UCL_CODE_2021,M_SEO_Before_2005,M_SEO_2005_2010,M_SEO_2011_2015,M_SEO_2016,M_SEO_2017,M_SEO_2018,M_SEO_2019,M_SEO_2020,M_SEO_2021,M_SEO_Yr_arr_ns,M_SEO_Tot,M_Sol_sp_En_Vww_B_2005,M_Sol_sp_En_Vww_2005_2010,M_Sol_sp_En_Vww_2011_2015,M_Sol_sp_En_Vww_2016,M_Sol_sp_En_Vww_2017,M_Sol_sp_En_Vww_2018,M_Sol_sp_En_Vww_2019,M_Sol_sp_En_Vww_2020,M_Sol_sp_En_Vww_2021,M_Sol_sp_En_Vww_Yr_arr_ns,M_Sol_sp_En_Vww_Tot,M_Sol_sp_En_Nwna_B_2005,M_Sol_sp_En_Nwna_2005_2010,M_Sol_sp_En_Nwna_2011_2015,M_Sol_sp_En_Nwna_2016,M_Sol_sp_En_Nwna_2017,M_Sol_sp_En_Nwna_2018,M_Sol_sp_En_Nwna_2019,M_Sol_sp_En_Nwna_2020,M_Sol_sp_En_Nwna_2021,M_Sol_sp_En_Nwna_Yr_arr_ns,M_Sol_sp_En_Nwna_Tot,M_Sol_sp_E_Pr_E_ns_B_2005,M_Sol_sp_E_Pr_E_ns_2005_2010,M_Sol_sp_E_Pr_E_ns_2011_2015,M_Sol_sp_E_Pr_E_ns_2016,M_Sol_sp_E_Pr_E_ns_2017,M_Sol_sp_E_Pr_E_ns_2018,M_Sol_sp_E_Pr_E_ns_2019,M_Sol_sp_E_Pr_E_ns_2020,M_Sol_sp_E_Pr_E_ns_2021,M_So_sp_E_Pr_E_ns_Yr_ar_ns,M_Sol_sp_E_Pr_E_ns_Tot,M_Sol_sp_En_Tot_B_2005,M_Sol_sp_En_Tot_2005_2010,M_Sol_sp_En_Tot_2011_2015,M_Sol_sp_En_Tot_2016,M_Sol_sp_En_Tot_2017,M_Sol_sp_En_Tot_2018,M_Sol_sp_En_Tot_2019,M_Sol_sp_En_Tot_2020,M_Sol_sp_En_Tot_2021,M_Sol_sp_En_Tot_Yr_arr_ns,M_Sol_sp_En_Tot_YoA_Tot,M_LanProf_En_ns_B_2005,M_LanProf_En_ns_2005_2010,M_LanProf_En_ns_2011_2015,M_LanProf_En_ns_2016,M_LanProf_En_ns_2017,M_LanProf_En_ns_2018,M_LanProf_En_ns_2019,M_LanProf_En_ns_2020,M_LanProf_En_ns_2021,M_LanProf_En_ns_Yr_arr_ns,M_LanProf_En_ns_Tot,M_Tot_B_2005,M_Tot_2005_2010,M_Tot_2011_2015,M_Tot_2016,M_Tot_2017,M_Tot_2018,M_Tot_2019,M_Tot_2020,M_Tot_2021,M_Tot_Yr_arrival_ns,M_Tot_YoA_Tot,F_SEO_B_2005,F_SEO_2005_2010,F_SEO_2011_2015,F_SEO_2016,F_SEO_2017,F_SEO_2018,F_SEO_2019,F_SEO_2020,F_SEO_2021,F_SEO_Yr_arr_ns,F_SEO_Tot,F_Sol_sp_En_Vww_B_2005,F_Sol_sp_En_Vww_2005_2010,F_Sol_sp_En_Vww_2011_2015,F_Sol_sp_En_Vww_2016,F_Sol_sp_En_Vww_2017,F_Sol_sp_En_Vww_2018,F_Sol_sp_En_Vww_2019,F_Sol_sp_En_Vww_2020,F_Sol_sp_En_Vww_2021,F_Sol_sp_En_Vww_Yr_arr_ns,F_Sol_sp_En_Vww_Tot,F_Sol_sp_En_Nwna_B_2005,F_Sol_sp_En_Nwna_2005_2010,F_Sol_sp_En_Nwna_2011_2015,F_Sol_sp_En_Nwna_2016,F_Sol_sp_En_Nwna_2017,F_Sol_sp_En_Nwna_2018,F_Sol_sp_En_Nwna_2019,F_Sol_sp_En_Nwna_2020,F_Sol_sp_En_Nwna_2021,F_Sol_sp_En_Nwna_Yr_arr_ns,F_Sol_sp_En_Nwna_Tot,F_Sol_sp_En_Pr_En_ns_B_2005,F_Sol_sp_E_Pr_En_ns_2005_2010,F_Sol_sp_E_Pr_En_ns_2011_2015,F_Sol_sp_En_Prof_En_ns_2016,F_Sol_sp_En_Prof_En_ns_2017,F_Sol_sp_En_Prof_En_ns_2018,F_Sol_sp_En_Prof_En_ns_2019,F_Sol_sp_En_Prof_En_ns_2020,F_Sol_sp_En_Prof_En_ns_2021,F_So_sp_En_Pro_En_ns_Yr_ar_ns,F_Sol_sp_En_Prof_En_ns_Tot,F_Sol_sp_En_Tot_B_2005,F_Sol_sp_En_Tot_2005_2010,F_Sol_sp_En_Tot_2011_2015,F_Sol_sp_En_Tot_2016,F_Sol_sp_En_Tot_2017,F_Sol_sp_En_Tot_2018,F_Sol_sp_En_Tot_2019,F_Sol_sp_En_Tot_2020,F_Sol_sp_En_Tot_2021,F_Sol_sp_En_Tot_Yr_arr_ns,F_Sol_sp_En_Tot_YoA_Tot,F_LanProf_En_ns_B_2005,F_LanProf_En_ns_2005_2010,F_LanProf_En_ns_2011_2015,F_LanProf_En_ns_2016,F_LanProf_En_ns_2017,F_LanProf_En_ns_2018,F_LanProf_En_ns_2019,F_LanProf_En_ns_2020,F_LanProf_En_ns_2021,F_LanProf_En_ns_Yr_arr_ns,F_LanProf_En_ns_Tot,F_Tot_B_2005,F_Tot_2005_2010,F_Tot_2011_2015,F_Tot_2016,F_Tot_2017,F_Tot_2018,F_Tot_2019,F_Tot_2020,F_Tot_2021,F_Tot_Yr_arrival_ns,F_Tot_YoA_Tot,P_SEO_B_2005,P_SEO_2005_2010,P_SEO_2011_2015,P_SEO_2016,P_SEO_2017,P_SEO_2018,P_SEO_2019,P_SEO_2020,P_SEO_2021,P_SEO_Yr_arr_ns,P_SEO_Tot,P_Sol_sp_En_Vww_B_2005,P_Sol_sp_En_Vww_2005_2010,P_Sol_sp_En_Vww_2011_2015,P_Sol_sp_En_Vww_2016,P_Sol_sp_En_Vww_2017,P_Sol_sp_En_Vww_2018,P_Sol_sp_En_Vww_2019,P_Sol_sp_En_Vww_2020,P_Sol_sp_En_Vww_2021,P_Sol_sp_En_Vww_Yr_arr_ns,P_Sol_sp_En_Vww_Tot,P_Sol_sp_En_Nwna_B_2005,P_Sol_sp_En_Nwna_2005_2010,P_Sol_sp_En_Nwna_2011_2015,P_Sol_sp_En_Nwna_2016,P_Sol_sp_En_Nwna_2017,P_Sol_sp_En_Nwna_2018,P_Sol_sp_En_Nwna_2019,P_Sol_sp_En_Nwna_2020,P_Sol_sp_En_Nwna_2021,P_Sol_sp_En_Nwna_Yr_arr_ns,P_Sol_sp_En_Nwna_Tot,P_Sol_sp_En_Pr_En_ns_B_2005,P_Sol_sp_E_Pr_En_ns_2005_2010,P_Sol_sp_E_Pr_En_ns_2011_2015,P_Sol_sp_En_Prof_En_ns_2016,P_Sol_sp_En_Prof_En_ns_2017,P_Sol_sp_En_Prof_En_ns_2018,P_Sol_sp_En_Prof_En_ns_2019,P_Sol_sp_En_Prof_En_ns_2020,P_Sol_sp_En_Prof_En_ns_2021,P_So_sp_En_Pro_En_ns_Yr_ar_ns,P_Sol_sp_En_Prof_En_ns_Tot,P_Sol_sp_En_Tot_B_2005,P_Sol_sp_En_Tot_2005_2010
UCL513005,687,417,303,27,5,18,12,13,5,29,1519,73,116,63,12,3,4,8,5,9,7,293,5,0,0,0,0,0,4,5,3,0,19,0,0,0,0,0,0,0,0,0,0,0,74,119,68,12,3,4,9,9,8,7,315,7,0,0,0,0,0,0,0,0,9,15,765,535,369,42,9,22,23,25,17,41,1848,826,447,329,28,16,30,23,13,3,29,1741,103,131,76,16,8,13,13,7,3,6,378,5,4,7,3,0,0,4,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,109,131,85,18,8,12,15,9,3,9,407,6,0,0,0,0,0,0,0,0,10,17,944,583,411,51,21,39,37,23,11,54,2167,1518,862,634,56,19,44,31,32,10,62,3261,173,241,142,31,13,19,21,10,12,11,669,11,11,5,0,0,0,9,8,3,5,47,0,0,0,0,0,0,0,0,0,0,4,185,249
UCL514001,262,35,18,0,0,0,0,0,0,8,323,28,11,5,0,3,0,0,0,0,4,64,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,11,11,0,3,0,0,0,0,4,70,0,0,0,0,0,0,0,0,0,7,7,287,47,25,3,3,4,0,4,0,18,396,259,41,22,0,3,5,0,4,4,8,344,30,16,15,0,0,0,3,0,0,0,60,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33,17,11,0,0,0,3,0,0,0,65,0,0,0,0,0,0,0,0,0,6,6,292,59,31,0,3,3,4,5,4,14,416,524,68,39,8,3,3,6,4,3,13,670,60,24,21,0,3,0,5,0,0,7,121,5,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,59,35
UCL514002,366,68,59,12,10,4,8,10,3,28,572,23,25,29,4,5,13,7,5,3,4,112,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,23,20,29,7,5,13,14,7,3,6,120,0,0,0,0,0,0,0,0,0,0,7,391,92,90,15,12,19,19,13,3,31,694,407,78,56,19,9,6,15,15,0,12,609,41,34,43,13,10,9,10,0,0,7,170,0,0,3,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,41,34,47,12,10,9,7,4,0,7,173,0,0,0,0,0,0,0,0,0,4,4,445,114,98,30,20,20,22,20,7,26,790,772,147,112,29,18,12,23,16,3,43,1184,64,56,78,18,14,23,16,5,3,9,279,0,0,6,3,0,0,4,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,64,56
UCL514003,383,93,86,10,3,11,27,4,0,10,615,39,44,50,9,11,10,24,7,0,5,206,0,0,4,0,0,0,3,0,0,50,63,0,0,0,0,0,0,0,0,0,0,3,42,49,53,9,11,18,29,13,0,60,275,0,0,0,0,0,0,0,0,0,3,3,421,146,135,17,11,26,52,15,0,68,890,413,88,90,12,4,7,19,9,3,10,663,58,61,84,13,17,12,23,14,0,9,284,0,6,5,0,0,0,6,0,0,5,26,0,0,0,0,0,0,0,0,0,0,3,56,70,91,15,19,11,27,15,0,4,317,0,0,0,0,0,0,0,0,0,4,4,471,155,185,24,25,20,47,24,3,22,982,799,183,174,16,12,21,40,9,3,20,1283,92,108,132,20,32,24,47,24,0,12,492,0,9,10,0,0,5,7,7,0,54,91,0,0,0,0,0,0,0,0,0,0,5,100,116
UCL514004,227,16,31,0,0,0,6,0,0,17,299,30,35,38,9,3,4,4,4,0,9,131,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,33,36,40,9,3,4,4,7,0,8,143,0,0,0,0,0,0,0,0,0,0,0,257,57,72,7,0,6,10,7,4,21,444,255,33,43,3,3,3,7,5,0,17,366,43,38,53,9,4,6,10,7,3,5,172,9,6,4,0,0,4,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,53,45,55,9,4,10,5,10,3,5,194,3,0,0,0,0,0,0,0,0,0,3,314,83,99,17,9,9,9,11,3,16,565,479,55,78,5,0,9,3,5,0,28,667,77,72,85,19,7,13,13,9,5,7,306,9,4,5,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,89,78
UCL515001,99,11,3,0,0,0,0,0,0,5,113,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,103,11,5,3,0,0,0,0,0,7,131,106,10,6,0,0,0,0,0,0,3,124,6,0,0,5,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,4,4,110,10,4,5,0,0,0,0,0,14,139,202,23,8,0,0,0,0,0,0,7,240,8,0,4,7,0,0,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
UCL515002,57,17,3,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,7,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,14,0,0,0,0,0,0,0,0,0,0,3,64,19,3,0,0,0,0,9,0,4,104,73,13,13,0,4,0,0,3,0,0,108,4,7,6,0,0,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,9,6,0,0,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,78,25,12,0,5,3,0,4,0,6,135,130,37,20,0,3,0,0,4,0,0,193,12,3,6,0,0,3,0,7,0,5,36,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,7
UCL515003,193,15,3,0,0,0,0,0,0,8,228,9,10,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,207,19,7,0,0,0,0,0,0,11,248,216,21,10,0,3,0,0,0,0,15,257,12,11,4,0,0,0,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,11,7,0,0,0,5,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,227,28,19,3,3,0,5,0,0,15,293,408,34,14,0,4,0,0,0,0,22,487,25,15,10,0,0,0,4,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15
UCL515004,101,26,22,3,0,0,0,0,0,0,154,9,12,9,0,0,0,3,0,0,10,46,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,15,9,0,0,0,3,0,0,10,46,0,0,0,0,0,0,0,0,0,0,0,111,37,30,7,0,0,3,0,3,12,206,114,22,16,4,0,0,0,0,0,3,161,10,15,11,0,0,0,0,4,0,0,38,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,10,21,8,0,0,0,0,4,0,0,44,0,0,0,0,0,0,0,0,0,0,0,132,35,28,4,0,0,0,5,0,5,204,220,43,30,7,0,0,0,0,0,6,321,23,26,17,0,0,3,3,0,0,10,84,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,23,29
UCL515005,102,16,9,0,0,0,0,0,0,6,130,8,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,103,19,10,3,0,0,0,0,0,6,151,105,22,15,0,0,3,0,0,0,6,156,0,7,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,104,28,20,0,0,3,0,0,0,6,171,207,40,24,0,0,3,0,0,0,12,289,5,7,7,7,0,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7
UCL515006,256,17,9,3,0,0,7,0,0,10,308,44,19,20,6,3,8,9,0,4,0,111,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,44,20,18,10,3,6,9,0,7,0,126,0,0,0,0,0,0,0,0,0,0,0,303,38,29,12,9,8,14,5,7,13,436,207,26,26,5,9,3,0,0,0,18,298,46,21,29,8,0,5,9,3,0,5,133,12,0,4,0,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,52,21,35,8,0,9,12,3,5,4,158,5,0,0,0,0,0,0,0,0,0,0,266,48,59,17,10,11,12,4,5,22,451,463,48,41,10,8,5,7,4,0,28,602,87,38,48,14,6,9,20,4,3,3,247,13,5,6,0,0,6,0,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,101,40
UCL515007,76,25,13,0,3,0,0,3,0,0,135,5,10,0,0,4,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,3,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,83,38,20,0,11,0,7,0,0,4,167,88,25,16,0,8,4,4,0,0,10,161,6,12,10,0,3,0,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,12,0,3,0,3,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,94,33,29,0,9,3,4,0,0,10,200,163,53,36,3,13,4,4,3,0,9,292,13,19,12,0,5,0,5,4,0,0,61,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,19
UCL515008,52,9,5,0,0,0,0,0,0,0,78,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,59,15,7,0,4,0,3,0,0,0,88,50,12,6,4,0,0,7,0,0,7,83,4,4,7,0,0,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,0,0,0,7,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,55,17,12,4,0,3,8,0,0,10,109,110,24,13,0,0,0,7,0,0,7,160,8,9,4,0,3,0,7,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9
UCL515009,222,24,6,0,0,0,0,3,0,10,275,14,10,4,3,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,10,4,3,0,4,0,0,0,0,41,5,0,0,0,0,0,0,0,0,3,7,246,33,12,3,0,6,4,3,0,11,319,278,14,13,0,0,0,0,0,0,6,319,22,3,13,3,7,0,4,0,0,0,57,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,24,3,12,6,5,0,6,3,0,0,64,0,0,0,0,0,0,0,0,0,4,8,306,27,19,0,7,5,10,3,0,9,388,506,36,19,6,0,6,9,5,4,19,592,43,12,13,5,4,3,4,0,0,0,91,0,0,4,0,0,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,40,12
UCL515010,105,19,9,0,0,0,5,0,0,4,148,8,18,20,6,5,3,6,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,20,6,5,8,6,4,0,0,76,0,0,0,0,0,0,0,0,0,0,0,117,38,36,6,10,5,11,3,0,8,224,85,14,9,4,0,0,9,0,0,6,128,9,13,20,4,5,9,5,6,3,0,66,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,13,20,4,5,9,4,3,3,0,66,0,0,0,0,0,0,0,0,0,0,0,92,30,28,10,8,10,9,8,3,6,198,188,37,23,4,4,4,7,4,0,9,281,17,30,39,8,10,14,9,5,3,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30
UCL515011,134,14,11,0,0,0,0,0,0,5,168,10,6,9,0,0,3,0,0,0,4,42,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,20,8,12,0,0,3,0,0,0,4,49,0,0,0,0,0,0,0,0,0,0,0,150,23,17,0,0,3,4,0,0,12,218,165,19,6,0,0,0,0,4,0,9,196,16,10,8,3,0,4,10,0,0,5,59,3,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,21,19,11,3,0,9,12,3,0,5,74,0,0,0,0,0,0,0,0,0,0,0,187,30,13,3,0,10,12,3,0,7,274,297,28,16,0,0,0,0,4,0,13,364,26,20,11,8,0,12,14,0,5,4,104,8,6,7,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,36,25
UCL515012,51,25,19,0,0,0,0,0,0,3,105,7,11,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,3,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,60,37,27,0,0,0,0,0,0,3,125,53,23,22,0,3,0,3,0,0,0,111,3,11,13,0,0,3,0,0,4,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,13,0,0,3,0,0,4,0,38,0,0,0,0,0,0,0,0,0,0,0,61,39,38,0,3,3,3,0,4,0,148,107,45,45,3,6,0,3,0,3,7,211,12,23,16,0,0,3,0,3,4,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26
UCL515013,276,38,24,0,0,3,8,9,11,12,389,24,9,14,0,7,7,13,9,0,0,77,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,9,14,0,7,7,16,7,0,0,84,0,0,0,0,0,0,0,0,0,0,0,298,47,39,5,6,6,28,20,6,16,473,243,47,44,11,4,11,19,5,5,19,399,22,15,15,8,9,21,22,5,0,0,115,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,22,15,19,8,9,22,22,5,6,0,123,0,0,0,0,0,0,0,0,0,0,3,266,60,58,18,14,34,38,16,4,18,526,517,86,70,14,8,21,27,19,10,28,794,49,20,26,9,14,26,37,16,3,4,194,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,49,20
UCL515014,20,9,10,0,0,0,0,0,0,0,46,6,5,7,0,7,3,3,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,7,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,24,10,17,0,7,3,4,4,0,0,75,26,11,6,0,0,0,0,0,0,0,48,0,3,8,0,0,9,10,6,3,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,9,8,6,3,0,44,0,0,0,0,0,0,0,0,0,0,0,28,13,18,4,4,8,11,6,3,0,87,47,12,15,0,0,0,8,3,0,6,93,7,6,17,5,3,13,9,6,3,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,6
UCL515015,85,19,11,3,0,5,6,0,0,11,140,17,27,64,23,19,22,34,7,0,3,227,5,0,5,0,0,4,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,24,32,68,23,15,26,51,8,0,9,253,0,0,0,0,0,0,0,0,0,0,6,113,49,83,27,17,35,48,8,0,23,398,90,15,25,4,8,0,4,0,0,8,156,30,23,61,22,17,18,27,5,0,3,204,9,0,4,0,0,5,13,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,39,27,61,22,18,24,41,11,0,8,251,0,0,0,0,0,0,0,0,0,0,0,130,39,82,25,24,26,46,11,0,24,403,173,34,32,10,11,8,8,0,0,23,296,54,54,128,47,34,39,60,9,0,7,429,17,0,7,0,3,12,29,0,0,9,71,0,0,0,0,0,0,0,0,0,0,4,66,55
UCL515016,76,6,4,0,0,0,0,0,0,0,96,6,0,4,6,0,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,86,8,6,4,0,3,4,0,0,9,115,70,11,4,4,0,4,0,0,0,7,103,8,0,5,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,4,0,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,73,11,13,10,3,4,3,0,0,9,126,146,16,8,4,0,4,0,0,0,9,201,10,0,7,3,3,0,6,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0
UCL515017,128,8,4,0,0,0,0,0,0,8,148,3,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,132,12,3,0,3,0,0,0,0,8,158,128,15,5,0,4,0,3,0,0,8,157,7,4,10,0,0,0,0,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,10,0,0,0,0,4,0,0,32,0,0,0,0,0,0,0,0,0,0,0,141,20,11,0,4,0,3,4,0,8,188,251,20,9,4,5,0,6,0,0,12,303,13,8,9,0,4,0,0,4,0,0,40,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,17,8
UCL515018,68,23,12,0,9,0,3,0,0,5,122,12,12,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,5,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,86,32,18,0,6,0,4,3,0,4,157,68,22,11,0,4,0,5,4,0,0,116,9,11,6,0,0,0,3,0,0,0,36,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,11,10,0,0,0,3,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,76,33,18,0,5,0,7,4,0,4,151,132,45,28,0,6,0,6,10,0,8,237,21,23,8,0,0,0,6,0,0,3,63,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,20,23
UCL515019,102,22,11,3,3,4,3,0,4,12,155,26,40,27,5,3,12,11,17,28,6,172,3,36,19,10,0,9,3,4,5,4,101,0,0,0,0,0,0,0,0,4,0,6,31,75,46,15,6,23,14,20,35,10,275,4,0,0,0,0,0,0,0,0,10,5,132,94,59,19,9,26,13,23,40,26,444,123,15,15,4,0,5,0,6,0,21,179,32,49,29,10,4,11,3,5,0,9,147,3,42,11,6,0,5,6,0,0,4,85,0,0,0,0,0,0,0,0,0,0,0,37,92,34,18,7,19,8,5,0,15,231,0,0,0,0,0,0,0,0,0,4,4,154,107,55,18,7,23,8,8,0,36,410,216,40,26,5,3,9,3,6,4,30,337,51,92,56,16,10,26,13,15,28,15,316,15,79,32,18,9,17,7,4,6,3,184,0,0,0,0,0,0,0,0,4,0,6,66,168
UCL515020,188,34,27,4,0,9,7,3,6,4,294,29,17,28,5,5,14,18,10,0,6,131,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,33,17,33,5,5,12,21,10,0,3,145,0,0,0,0,0,0,0,0,0,0,3,220,54,60,12,3,23,28,13,14,12,438,195,50,50,7,8,5,15,9,5,4,334,33,22,39,8,9,13,26,15,6,5,174,4,0,0,0,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,32,22,37,14,7,16,31,19,6,9,190,0,0,0,0,0,0,0,0,0,0,3,232,73,83,15,14,22,43,27,9,12,530,384,84,75,8,11,11,20,13,12,5,628,62,47,69,11,7,27,46,24,4,8,309,4,0,4,0,0,4,5,0,0,4,19,3,0,0,0,0,0,0,0,0,0,4,68,47
