LGA_CODE_2021,0_299_Separate_house,0_299_Sd_rw_tce_hse_th,0_299_Flat_apartment,0_299_Other_dwelling,0_299_Dwelling_structure_NS,0_299_Tot,300_449_Separate_house,300_449_Sd_rw_tce_hse_th,300_449_Flat_apartment,300_449_Other_dwelling,300_449_Dwg_structure_NS,300_449_Tot,450_599_Separate_house,450_599_Sd_rw_tce_hse_th,450_599_Flat_apartment,450_599_Other_dwelling,450_599_Dwg_structure_NS,450_599_Tot,600_799_Separate_house,600_799_Sd_rw_tce_hse_th,600_799_Flat_apartment,600_799_Other_dwelling,600_799_Dwg_structure_NS,600_799_Tot,800_999_Separate_house,800_999_Sd_rw_tce_hse_th,800_999_Flat_apartment,800_999_Other_dwelling,800_999_Dwg_structure_NS,800_999_Tot,1000_1399_Separate_house,1000_1399_Sd_rw_tce_hse_th,1000_1399_Flat_apartmnt,1000_1399_Other_dwelling,1000_1399_Dwg_structure_NS,1000_1399_Tot,1400_1799_Separate_house,1400_1799_Sd_rw_tce_hse_th,1400_1799_Flat_apartmnt,1400_1799_Other_dwelling,1400_1799_Dwg_structure_NS,1400_1799_Tot,1800_2399_Separate_house,1800_2399_Sd_rw_tce_hse_th,1800_2399_Flat_apartmnt,1800_2399_Other_dwelling,1800_2399_Dwg_structure_NS,1800_2399_Tot,2400_2999_Separate_house,2400_2999_Sd_rw_tce_hse_th,2400_2999_Flat_apartmnt,2400_2999_Other_dwelling,2400_2999_Dwg_structure_NS,2400_2999_Tot,3000_3999_Separate_house,3000_3999_Sd_rw_tce_hse_th,3000_3999_Flat_apartmnt,3000_3999_Other_dwelling,3000_3999_Dwg_structure_NS,3000_3999_Tot,4000_over_Separate_house,4000_over_Sd_rw_tce_hse_th,4000_over_Flat_apartmnt,4000_over_Other_dwelling,4000_over_Dwg_structure_NS,4000_over_Tot,M_rep_NS_Sep_house,M_rep_NS_Sd_rw_tce_hse_th,M_rep_NS_Flat_apart,M_rep_NS_Other_dwelling,M_rep_NS_Dwg_structu_ns,M_rep_NS_Tot,Tot_Sep_hse,Tot_Sd_row_tce_hse_th,Tot_Flat_apartment,Tot_Other_dwelling,Tot_Dwelling_structure_NS,Tot_Tot
LGA50840,51,0,0,0,0,51,33,0,0,0,0,33,14,0,0,0,0,14,42,0,0,0,0,41,43,0,0,0,0,43,144,0,0,0,0,147,121,0,0,0,0,124,126,0,0,0,0,132,38,0,0,0,0,38,34,0,0,0,0,35,16,0,0,0,0,16,42,0,0,0,0,41,697,0,0,4,0,707
LGA50910,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,11,0,0,0,0,11,13,0,0,0,0,13,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,63,0,0,0,0,63
LGA50980,42,3,0,7,0,50,8,0,0,0,0,10,4,0,0,0,0,12,18,3,0,11,0,36,32,3,3,6,0,49,101,14,4,5,0,125,163,16,0,7,0,184,298,19,0,16,0,328,197,6,0,4,0,215,216,0,0,4,0,222,110,4,0,9,6,123,77,6,0,8,0,94,1257,71,14,83,6,1433
LGA51080,10,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,16,0,0,0,0,16,7,0,0,0,0,7,8,0,0,0,0,8,7,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,76,0,0,0,0,76
LGA51120,10,0,0,0,0,10,10,0,0,0,0,10,4,0,0,0,0,4,10,0,0,0,0,9,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,61
LGA51190,173,23,3,0,0,202,73,14,0,0,0,87,82,14,0,0,0,96,164,17,6,0,0,187,270,30,3,0,0,311,844,96,9,0,0,953,844,48,3,5,0,905,673,36,8,0,0,724,214,20,0,0,0,238,180,13,4,0,0,195,102,10,4,0,0,120,197,23,3,0,4,225,3823,343,51,0,7,4234
LGA51260,231,14,0,0,0,245,103,11,0,0,0,117,72,7,0,0,0,86,153,8,0,0,0,169,217,12,0,0,0,227,670,38,3,4,0,713,1019,37,3,3,0,1066,1308,44,0,0,0,1355,513,11,3,0,0,524,378,13,0,0,0,395,246,6,0,0,0,257,267,16,0,0,0,291,5177,225,11,15,4,5436
LGA51310,201,13,20,0,0,233,37,0,0,0,0,39,23,4,7,0,0,37,38,7,14,0,0,61,57,10,23,0,0,86,167,30,52,0,0,248,136,37,64,0,0,236,296,71,69,0,0,435,260,35,32,0,0,331,522,49,27,0,0,602,1112,57,12,0,0,1178,180,16,15,0,0,213,3039,332,328,0,6,3697
LGA51330,574,53,13,0,0,644,164,26,0,0,0,186,155,21,5,0,0,183,248,52,16,0,0,313,324,57,18,0,0,401,1195,269,70,0,3,1535,1674,288,70,0,0,2030,2378,225,64,0,0,2666,1159,66,14,0,0,1234,952,61,9,0,0,1026,741,32,3,0,0,774,585,65,15,0,0,665,10147,1200,299,7,4,11660
LGA51400,97,0,0,0,0,97,39,0,0,0,0,39,41,0,0,0,0,41,70,0,0,0,0,70,114,0,0,0,0,119,494,3,0,0,0,499,694,0,0,0,0,698,743,0,0,0,0,748,264,0,0,0,0,264,180,0,0,0,0,184,121,3,0,0,0,127,148,0,0,0,0,148,3012,16,0,0,4,3027
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,10,0,0,0,0,10,8,0,0,0,0,8,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38
LGA51540,21,0,0,6,0,28,13,0,0,0,0,13,16,0,0,0,0,19,23,0,0,0,0,25,27,0,0,7,0,30,70,0,0,3,0,74,46,0,0,3,0,55,51,0,0,4,0,54,26,0,0,0,0,24,16,0,0,4,0,24,15,0,0,4,6,27,33,0,0,3,0,36,360,6,0,44,6,418
LGA51610,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,13,7,0,0,0,0,7,25,0,0,0,0,25,24,0,0,0,0,23,54,0,0,0,0,57,20,0,0,0,0,20,27,0,0,0,0,27,13,0,0,0,0,13,12,0,0,0,0,12,207,0,0,6,0,214
LGA51680,44,0,0,0,0,44,9,0,0,0,0,9,15,0,0,0,0,15,11,0,0,0,0,11,34,0,0,0,0,34,99,0,0,0,0,104,155,0,0,0,0,158,275,0,0,0,0,275,176,0,0,0,0,176,137,0,0,0,0,137,52,0,0,0,0,52,76,0,0,0,0,76,1091,0,0,0,0,1092
LGA51710,0,0,3,0,0,5,0,0,0,0,0,0,6,0,0,0,0,5,0,4,0,0,0,5,0,0,0,0,0,3,10,8,6,0,0,20,11,0,0,0,0,11,10,4,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,40,12,6,0,0,63
LGA51750,32,12,17,0,0,64,11,0,3,0,0,17,11,0,3,0,0,12,8,8,5,0,0,19,14,10,4,0,0,32,22,13,22,0,0,59,31,18,36,0,0,89,67,39,36,0,0,139,49,23,11,0,0,82,94,55,18,0,0,169,313,55,15,0,0,377,52,20,5,0,0,76,690,257,177,0,0,1130
LGA51820,708,72,25,0,0,805,196,24,0,0,0,221,236,24,15,0,0,273,396,42,21,0,0,461,522,68,57,0,0,650,1835,307,150,0,0,2296,3269,387,138,0,0,3801,5103,285,99,0,7,5496,2329,106,31,0,0,2458,1692,56,28,0,0,1778,962,32,19,0,0,1016,947,74,35,0,6,1058,18201,1472,623,4,9,20306
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,47,0,0,0,3,51,46,0,0,0,0,46,47,0,0,0,0,47,92,3,0,0,0,95,130,5,0,0,0,130,252,5,3,0,0,258,210,0,0,0,0,214,185,0,0,0,0,185,44,0,0,0,0,44,45,0,0,0,0,44,27,0,0,0,0,27,80,3,0,0,0,89,1214,12,10,0,0,1237
LGA51960,18,0,0,0,0,18,23,0,0,0,0,27,29,0,0,0,0,28,44,3,0,0,0,48,56,5,0,0,0,59,103,0,0,0,0,103,41,0,0,0,0,41,11,0,0,0,0,14,3,0,0,0,0,3,10,0,0,0,0,10,4,0,0,0,0,4,21,0,0,0,0,20,354,10,0,0,0,366
LGA52030,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,18,0,0,0,0,18,11,0,0,0,0,11,10,0,0,0,0,10,5,0,0,0,0,5,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,11,89,0,0,0,0,92
LGA52100,7,0,0,0,0,7,7,0,0,0,0,7,5,0,0,0,0,5,12,0,0,0,0,12,7,0,0,0,0,7,11,0,0,0,0,11,12,0,0,0,0,12,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,84,0,0,0,0,80
LGA52170,43,6,5,0,0,53,4,0,0,0,0,7,4,3,0,0,0,12,13,0,3,0,0,18,11,3,0,0,0,13,26,4,12,0,0,44,19,4,4,0,0,32,57,4,10,0,0,72,29,10,11,0,0,42,54,20,5,0,0,76,321,30,9,0,0,356,48,0,3,0,0,57,630,79,67,0,0,776
LGA52240,13,0,0,0,0,13,5,0,0,0,0,5,9,0,0,0,0,9,6,0,0,0,0,6,3,0,0,0,0,3,12,0,0,0,0,12,10,0,0,0,0,10,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,68,0,0,0,0,68
LGA52310,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,10,0,0,0,0,13,5,0,0,0,0,5,20,0,0,0,0,20,16,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,98,0,0,0,0,102
LGA52380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
LGA52450,11,0,0,0,0,15,8,0,0,0,0,8,3,0,0,0,0,3,7,0,0,0,0,7,9,0,0,0,0,9,36,0,0,0,0,36,13,0,0,0,0,13,14,0,0,0,0,14,4,0,0,0,0,4,8,0,0,0,0,8,5,0,0,0,0,5,9,0,0,0,0,9,126,0,0,0,0,125
LGA52520,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,12,16,0,0,0,0,16,26,0,0,0,0,26,12,0,0,0,0,12,8,0,0,3,0,11,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,104,0,0,5,0,103
LGA52590,37,0,0,3,0,40,5,0,0,0,0,5,8,0,0,0,0,8,15,0,0,0,0,15,10,0,0,0,0,12,51,0,0,0,0,56,60,0,0,0,0,61,62,0,0,0,0,63,26,0,0,0,0,27,19,0,0,0,0,19,12,0,0,0,0,15,14,0,0,0,0,12,308,3,0,7,4,323
LGA52660,76,0,0,0,0,79,47,3,0,0,0,45,33,0,0,0,0,33,41,0,0,0,0,44,102,3,0,0,0,109,425,9,0,0,0,435,601,7,0,0,0,605,550,8,0,0,3,555,200,0,0,0,0,201,110,4,0,0,0,115,66,0,0,0,0,63,117,4,0,0,0,116,2369,37,0,5,5,2410
LGA52730,37,3,0,0,0,44,16,0,0,0,0,16,12,0,0,0,0,17,21,4,0,0,0,31,37,0,0,0,0,43,112,10,0,0,0,129,117,6,0,0,0,127,102,15,0,0,0,115,38,7,0,0,0,49,43,4,0,0,0,45,22,0,0,0,0,23,22,0,0,0,0,27,585,57,0,0,3,648
LGA52800,6,0,0,0,0,8,0,0,0,0,4,4,0,0,0,0,0,4,3,0,0,5,0,9,7,0,0,0,0,7,25,0,0,0,0,26,22,0,0,0,0,22,17,0,0,4,0,24,9,0,0,4,0,14,3,0,0,0,0,12,12,0,0,3,0,15,8,0,0,3,0,8,127,0,0,21,6,153
LGA52870,33,0,0,0,0,33,22,0,0,0,0,26,16,0,0,0,0,16,33,0,0,0,0,34,52,0,0,0,0,59,161,8,0,3,0,169,137,0,0,0,0,138,180,0,0,0,0,186,74,0,0,0,0,75,63,0,0,0,0,61,29,0,0,0,0,32,39,0,0,0,0,40,856,8,0,9,5,875
LGA52940,9,0,0,0,0,9,0,0,0,0,0,0,12,0,0,0,0,12,9,0,0,0,0,13,4,0,0,0,0,4,13,0,0,0,0,13,5,0,0,0,0,5,3,0,0,0,0,4,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,10,62,0,0,6,0,62
LGA53010,12,0,0,0,0,12,4,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,44
LGA53080,4,0,0,0,0,7,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,34
LGA53150,40,7,3,0,0,51,12,6,3,0,0,16,9,0,0,0,0,9,8,5,5,0,0,25,14,5,8,0,0,28,38,14,22,0,0,80,44,18,23,0,0,81,95,27,16,0,0,140,74,31,6,0,0,110,137,12,3,0,0,152,248,16,0,0,0,265,55,9,3,0,0,72,775,153,96,0,0,1022
LGA53220,11,0,0,3,0,10,3,0,0,0,0,4,4,0,0,5,0,4,10,0,0,0,0,10,11,0,0,0,0,12,12,0,0,5,0,20,4,0,0,3,0,6,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,3,0,5,0,0,0,0,0,8,5,0,0,0,0,7,81,0,0,15,0,101
LGA53290,90,0,0,0,0,90,24,0,0,0,0,24,25,0,0,0,0,24,61,7,0,0,0,60,86,3,0,0,0,98,282,10,0,0,0,293,269,6,0,0,0,272,295,5,0,0,0,302,122,0,0,0,0,126,78,0,0,0,3,79,44,3,0,0,0,43,91,0,0,0,0,98,1469,36,0,5,8,1516
LGA53360,13,0,0,8,0,17,8,0,0,0,0,8,5,0,0,6,0,10,8,0,0,7,0,15,8,0,0,4,0,16,31,0,0,11,0,44,51,0,0,9,0,52,86,0,0,13,0,104,48,0,0,4,0,54,36,0,0,6,0,43,19,0,0,8,0,27,16,0,0,5,0,19,326,5,0,73,0,402
LGA53430,170,31,25,0,0,226,64,12,6,0,0,77,40,13,0,0,0,57,64,15,12,0,0,89,88,18,20,0,0,130,272,70,82,0,0,424,335,82,67,0,0,488,722,149,73,0,0,948,445,79,43,0,0,570,478,101,49,0,0,624,322,52,48,0,0,426,183,38,30,0,0,258,3180,666,462,10,3,4316
LGA53570,57,0,0,0,0,57,13,0,0,0,0,19,19,0,0,0,0,19,17,0,0,0,0,17,26,0,0,0,0,24,105,0,0,0,0,105,119,0,0,0,0,127,145,0,0,0,0,145,64,0,0,0,0,65,47,0,0,0,0,47,37,0,0,0,0,35,50,0,0,0,0,51,697,4,0,0,4,704
LGA53640,15,0,0,0,0,15,9,0,0,0,0,9,9,0,0,0,0,9,12,0,0,0,0,12,10,0,0,0,0,10,13,0,0,0,0,13,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,88,0,0,0,0,92
LGA53710,5,0,0,0,0,5,6,0,0,0,0,6,8,0,0,0,0,8,10,0,0,0,0,10,9,0,0,0,0,9,14,0,0,0,0,14,12,0,0,0,0,12,16,0,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,88,0,0,0,0,88
LGA53780,787,36,7,4,0,827,281,16,0,0,0,306,271,15,0,0,0,289,505,31,14,0,0,549,779,70,10,0,0,862,2953,206,44,0,0,3204,3917,188,35,4,3,4143,4477,122,18,3,3,4620,1718,31,0,0,0,1751,1087,20,5,0,0,1113,680,13,0,0,0,696,1074,39,3,0,0,1119,18515,796,140,15,8,19471
LGA53800,184,11,0,0,0,204,109,0,0,0,0,115,85,6,0,0,0,93,240,10,6,0,4,255,318,15,0,0,0,343,925,39,3,8,0,974,966,28,3,7,3,1014,979,29,0,0,0,1013,315,3,0,0,0,324,256,13,0,0,0,272,156,7,0,0,0,170,273,6,4,0,0,284,4810,187,20,21,5,5042
LGA53920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,17
LGA53990,166,0,0,0,0,170,71,0,0,0,0,79,75,0,0,0,0,79,121,0,0,3,0,125,172,3,0,4,0,173,681,8,0,0,0,691,1048,3,0,0,0,1051,1084,0,5,0,0,1090,402,0,0,0,0,402,238,0,0,0,0,241,151,0,0,0,0,151,234,3,0,0,0,241,4448,27,5,15,4,4493
LGA54060,16,4,0,0,0,25,3,0,0,0,0,7,4,0,0,0,0,10,14,0,0,0,0,16,17,3,0,0,0,21,63,0,0,0,0,67,59,3,0,0,0,63,79,0,0,0,0,79,20,0,0,0,0,24,17,0,0,0,0,19,14,0,0,0,0,8,31,0,0,0,0,31,338,11,4,3,0,364
LGA54130,17,0,0,0,0,17,3,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,12,5,0,0,0,0,5,20,0,0,0,0,20,9,0,0,0,0,9,14,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,96,0,0,4,0,103
LGA54170,1191,81,13,0,0,1282,385,34,7,0,0,422,309,16,5,0,0,338,510,44,12,0,0,564,733,47,17,0,0,798,2159,203,80,0,0,2440,3174,317,74,0,0,3560,6145,291,23,0,0,6469,3555,117,18,0,0,3690,3015,73,17,0,0,3102,2028,49,4,0,0,2080,1426,76,11,0,0,1515,24639,1353,272,4,3,26268
LGA54200,359,13,3,0,0,368,127,5,0,0,0,134,136,8,0,0,0,142,206,5,5,0,0,211,310,11,0,0,0,327,1128,42,3,0,0,1175,1722,49,0,3,0,1774,2540,34,0,0,3,2576,1045,3,0,0,0,1053,796,10,3,0,0,804,476,0,0,3,3,488,543,9,0,0,0,558,9403,179,15,13,4,9613
LGA54280,102,10,0,0,0,114,39,0,0,0,0,42,61,7,0,0,0,71,158,19,0,0,0,177,228,27,0,0,0,257,756,78,0,0,0,838,839,42,0,0,0,877,851,46,0,4,0,893,297,7,0,0,0,303,232,9,0,0,0,241,117,4,0,0,0,122,214,11,0,4,0,225,3900,242,10,14,0,4169
LGA54310,37,4,0,3,0,46,9,4,0,0,0,13,10,4,0,0,0,16,32,8,0,0,0,39,34,6,0,0,0,38,160,33,4,6,0,199,239,20,0,3,0,264,335,31,0,0,0,370,156,10,0,0,5,170,153,7,0,0,0,160,143,0,0,0,0,150,66,5,0,0,0,74,1374,139,10,16,5,1550
LGA54340,28,0,0,0,0,36,22,0,0,0,0,22,25,0,0,0,0,25,52,4,0,0,0,54,64,0,0,0,0,66,86,0,0,0,0,86,61,0,0,0,0,61,44,0,0,0,0,44,8,0,0,0,0,8,7,0,0,0,0,7,13,0,0,0,0,13,31,0,0,0,0,32,443,9,0,0,0,445
LGA54410,9,0,0,0,0,9,8,0,0,0,0,8,12,0,0,0,0,12,19,0,0,0,0,19,11,0,0,0,0,7,20,0,0,0,0,20,6,0,0,0,0,6,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,100,0,0,0,0,106
LGA54480,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,18,0,0,0,0,18
LGA54550,14,0,0,0,0,14,4,0,0,0,0,4,6,0,0,0,0,6,20,0,0,0,0,20,18,0,0,0,0,18,31,0,0,0,0,25,18,0,0,0,0,18,20,0,0,0,0,20,8,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,4,18,0,0,0,0,18,156,0,0,0,5,155
LGA54620,16,0,0,0,0,16,5,0,0,0,0,5,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,6,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,51
LGA54690,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,27,0,0,0,0,27
LGA54760,10,0,0,0,0,10,9,0,0,0,0,9,8,0,0,0,0,8,4,0,0,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,44,0,0,0,0,44
