POW_SA2_CODE_2021,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
501021254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,12,3,4,0,31,11,7,9,11,11,0,0,52,0,0,0,0,0,0,0,5,81,92,85,128,79,31,0,498
501031017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,67,91,110,93,43,448,50,43,48,52,85,38,7,329,5,0,0,0,14,0,0,31,303,393,500,654,658,279,76,2866
501031018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,0,0,0,0,3,4,5,39,59,71,67,21,280,34,26,27,31,42,23,0,192,4,5,5,0,0,0,0,17,224,247,340,399,397,207,46,1851
501031019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,31,39,22,11,138,57,47,40,47,67,24,4,285,8,0,3,3,4,6,0,19,417,428,488,583,632,192,35,2772
501031020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,20,51,82,96,85,23,367,27,25,23,36,49,40,7,194,0,4,6,3,6,3,0,25,185,254,305,442,481,270,62,1990
502011021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,36,45,46,19,6,180,14,19,19,15,14,0,0,82,0,0,0,0,0,0,0,3,71,116,156,166,143,44,5,696
502011022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,39,47,60,40,3,218,94,37,40,48,40,15,3,268,6,0,3,0,0,0,0,8,454,258,287,336,316,87,12,1753
502011023,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,4,3,0,0,0,18,9,12,3,0,0,0,0,31,6,14,33,40,33,9,5,138,110,125,99,112,109,36,3,593,0,4,6,7,5,0,3,28,671,871,946,1084,921,230,28,4752
502011024,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,11,8,4,4,0,0,0,0,17,8,26,61,83,85,45,8,319,122,83,66,68,76,27,4,447,0,4,0,0,0,0,4,12,638,482,571,604,529,171,22,3008
502011025,9,4,6,0,0,0,0,17,4,0,0,0,0,0,0,4,13,3,8,0,3,0,0,25,22,9,7,3,3,0,0,47,9,33,51,55,60,32,11,247,484,245,207,212,166,51,8,1373,11,13,10,4,10,0,7,51,2209,1836,1955,2005,1615,398,50,10080
502011026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,20,20,37,12,4,114,27,13,19,9,14,9,0,89,0,0,0,0,0,0,0,0,140,104,133,141,128,39,13,698
502011027,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,10,5,3,0,0,0,0,0,9,9,51,84,88,56,19,0,314,152,63,61,56,40,17,0,394,0,0,3,9,0,0,0,16,681,572,589,672,438,109,11,3067
502011028,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,5,0,0,0,0,7,0,18,23,28,36,30,9,146,16,17,22,34,31,9,0,134,0,0,0,0,0,0,0,4,90,209,276,322,292,85,13,1288
502011029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,8,24,59,65,63,38,18,280,153,121,127,139,173,31,0,742,3,0,10,3,7,0,0,28,706,838,1015,1106,961,234,32,4894
503011030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,9,20,48,97,93,47,27,334,90,17,28,21,24,9,7,197,0,0,0,0,0,0,0,5,324,224,224,277,252,76,41,1422
503011031,8,3,3,6,0,0,0,30,4,0,0,0,0,0,0,3,5,7,0,0,0,0,0,14,19,15,3,6,0,0,0,51,15,33,80,103,86,59,36,419,304,164,104,78,104,49,8,820,7,4,6,0,0,0,5,23,1438,1349,1049,1012,910,352,83,6200
503011032,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,18,12,37,84,102,96,63,19,413,117,60,43,39,34,21,3,312,4,4,4,0,0,3,0,17,608,571,522,523,419,187,45,2871
503011033,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,8,5,4,0,0,0,0,0,14,0,25,56,96,88,29,13,310,122,45,29,17,28,12,0,253,0,0,5,0,0,0,0,8,456,339,329,367,308,107,25,1937
503011034,4,7,0,0,0,0,0,7,3,0,0,0,0,0,0,3,0,4,3,0,0,0,0,7,7,6,3,0,0,0,0,18,17,46,63,138,109,66,23,462,104,66,62,51,47,26,6,359,0,0,6,0,0,6,0,15,660,744,687,798,626,240,39,3798
503011035,43,74,59,75,65,21,0,333,4,3,6,0,7,0,0,21,6,36,17,13,10,0,0,83,50,109,80,97,79,22,4,436,95,195,348,382,317,147,51,1544,395,949,846,539,514,182,32,3464,15,23,12,6,5,9,10,81,2759,6171,5955,5096,4029,1279,196,25487
503011036,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0,10,4,0,6,9,0,3,0,24,4,40,81,129,116,68,15,463,119,108,88,60,81,31,9,498,0,0,4,0,0,0,0,9,726,1061,990,944,809,281,37,4847
503021037,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,12,13,16,0,0,0,47,17,26,15,9,5,3,0,81,0,0,0,0,0,0,0,0,104,208,148,87,51,22,4,627
503021038,11,14,9,4,8,0,0,55,0,0,0,0,0,0,0,0,5,16,15,13,4,0,0,50,18,37,25,16,10,0,0,107,22,154,271,218,148,34,12,859,224,206,194,118,103,50,4,893,5,10,8,5,4,3,0,37,1270,2255,2374,1878,1255,350,35,9413
503021039,7,6,3,4,0,0,0,21,0,3,0,0,0,0,0,4,9,16,8,0,7,0,0,45,20,23,13,8,4,3,0,70,14,70,129,148,122,79,3,564,268,172,136,103,93,58,3,838,0,5,6,0,4,0,0,21,1247,1509,1282,1295,976,409,36,6758
503021040,6,0,0,0,0,0,0,16,0,3,0,0,0,0,0,3,3,7,3,4,0,0,0,15,10,13,6,6,0,3,0,35,11,41,86,89,67,49,6,341,144,87,55,36,37,18,0,382,6,8,0,0,0,3,0,20,638,784,675,593,459,178,32,3359
503021042,37,28,28,19,10,0,0,128,0,5,0,0,0,0,0,4,5,19,27,25,10,0,0,92,44,57,52,45,24,5,4,224,47,298,486,412,307,167,46,1766,474,563,490,329,349,119,19,2346,17,18,21,3,9,0,4,72,2822,5353,5014,4409,3152,973,153,21876
503021043,7,9,14,10,3,0,0,44,0,0,3,0,0,0,0,3,7,14,8,0,3,0,0,39,18,30,19,9,10,4,0,87,23,139,260,220,179,58,19,892,188,316,286,204,208,96,10,1301,3,6,9,6,4,5,0,36,1227,2466,2414,2232,1741,568,74,10729
503021295,26,60,88,84,45,8,0,298,0,11,7,5,0,0,0,16,10,38,29,9,4,3,0,106,39,104,119,92,48,7,0,423,26,214,327,258,174,65,20,1084,168,548,535,426,333,102,0,2113,10,20,14,9,9,4,9,60,1254,4221,4947,4074,2828,707,55,18079
503021296,19,22,17,12,8,0,0,77,0,5,0,0,0,0,0,9,12,18,14,10,0,0,0,57,32,37,28,20,8,0,0,136,22,129,186,147,98,38,9,623,192,276,212,152,145,51,8,1037,4,11,10,8,0,0,0,37,1217,2526,2421,1919,1488,429,59,10067
503021297,323,498,530,298,187,31,4,1872,18,42,41,18,4,5,0,127,95,278,236,117,69,13,0,803,440,819,803,431,258,47,4,2800,480,3531,6024,4530,2017,470,41,17099,1723,3692,3788,2155,1745,523,46,13673,68,125,100,95,43,30,34,487,11856,33891,38174,28824,16873,3847,329,133799
504011044,9,0,4,0,3,0,0,19,0,0,0,0,0,0,0,6,3,6,4,0,0,0,0,23,14,9,10,3,0,0,0,47,7,57,108,110,75,36,3,401,113,96,85,62,75,46,5,484,3,7,3,11,5,6,0,25,908,1225,1471,1371,1095,329,25,6420
504011045,8,3,0,6,0,0,0,13,4,0,0,0,0,0,0,0,10,16,7,3,7,0,0,35,13,15,7,3,5,0,0,54,22,74,155,146,103,53,7,559,158,154,114,94,92,41,8,670,7,10,3,6,6,7,0,29,1141,1785,1899,1887,1474,504,63,8752
504011046,4,4,0,0,3,0,0,13,0,0,0,0,0,0,0,0,4,5,4,3,0,0,0,21,9,10,11,3,4,0,0,32,6,52,81,82,51,25,5,300,112,70,77,54,49,14,0,376,4,6,7,0,3,0,0,14,523,620,682,547,415,124,22,2919
504011047,3,4,0,0,0,0,0,10,7,0,0,0,0,0,0,11,22,14,8,0,0,0,0,49,31,17,13,4,0,0,0,69,8,70,107,80,60,53,12,387,378,148,106,113,114,42,0,900,8,12,11,7,3,3,0,40,1904,1675,1462,1342,1116,331,41,7876
504011048,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,5,0,0,0,7,4,10,23,34,39,22,4,141,44,14,22,28,16,14,0,139,0,3,0,0,0,0,0,9,224,182,232,214,224,104,13,1195
504021049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,5,23,35,15,6,97,9,16,26,29,55,8,0,152,0,0,0,0,0,0,0,6,75,195,204,277,310,80,10,1152
504021050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,19,47,71,69,39,14,260,20,10,12,24,14,7,4,98,0,0,0,6,5,0,0,6,119,107,212,283,216,96,23,1062
504021051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,11,20,28,24,21,3,118,15,7,11,13,11,3,0,64,0,0,3,0,0,0,0,9,74,92,112,121,116,38,8,560
504021052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,12
504021053,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,3,3,0,0,0,11,0,48,81,122,103,46,16,414,149,59,48,51,64,27,3,408,0,4,0,0,11,0,0,14,635,463,544,649,647,198,32,3167
504021054,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,3,0,0,0,0,16,10,8,4,0,6,0,0,18,5,29,55,53,64,26,6,231,110,64,59,41,52,24,6,359,7,0,7,0,5,3,0,20,705,735,774,788,641,225,28,3897
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,10
504031056,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,6,0,0,4,0,0,0,13,13,30,61,65,91,21,5,287,81,54,36,51,35,10,0,272,0,0,3,0,0,0,0,8,422,469,471,542,477,124,14,2525
504031057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,7,0,0,0,21,13,3,6,7,0,0,0,24,7,53,67,67,52,24,4,272,135,59,55,46,45,16,4,354,0,0,0,0,0,5,0,5,630,546,565,480,393,127,10,2750
504031058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,41,50,44,33,6,190,46,43,34,41,27,9,0,202,4,3,0,3,0,0,0,8,312,520,430,483,366,125,13,2248
504031060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,21,33,27,27,18,137,15,4,7,11,12,8,4,55,0,0,0,0,0,0,0,3,65,40,59,108,108,52,25,453
504031061,0,4,4,3,0,0,0,8,0,0,0,0,0,0,0,0,6,9,4,5,3,0,0,33,9,13,9,9,3,0,0,48,0,27,72,49,50,14,4,216,77,167,123,108,76,23,3,573,10,9,6,3,4,4,0,37,932,1869,1900,1684,1109,247,21,7762
504031062,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,8,0,8,3,0,0,0,0,13,3,39,46,32,24,11,0,164,59,60,47,34,26,5,0,235,0,0,0,0,0,0,0,9,311,439,410,317,246,66,15,1797
504031063,3,3,3,3,0,0,0,13,3,0,0,0,0,0,0,5,22,31,12,10,10,0,0,83,26,39,14,13,10,0,0,101,9,71,120,109,76,23,0,407,254,224,181,180,169,60,13,1086,11,23,15,13,4,5,0,73,2278,3755,3839,3705,2780,696,90,17146
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,4,0,4,6,0,22
504031065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,9,0,5,3,0,0,0,0,9,7,41,42,43,38,28,11,207,58,56,43,51,48,21,3,274,4,0,4,3,0,0,0,13,298,481,492,598,488,141,28,2531
504031066,21,18,9,3,0,0,0,50,0,0,0,0,0,0,0,4,26,24,16,9,7,0,0,74,40,38,25,15,3,0,0,120,10,58,104,103,93,40,10,415,565,497,407,341,325,111,6,2250,11,14,16,10,7,7,0,70,3036,3581,3471,3299,2710,675,86,16867
504031067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,24,25,10,5,0,89,17,7,10,12,3,5,0,52,0,0,0,0,0,0,0,0,69,112,107,117,86,31,6,524
504031068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,46,70,71,61,45,9,316,38,40,33,25,19,12,0,168,3,0,0,0,0,0,0,4,204,287,299,336,252,105,25,1506
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,6,44,82,47,22,15,0,221,66,58,35,14,9,4,0,194,3,0,0,0,5,0,0,7,387,433,400,302,157,38,0,1716
504031299,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,4,4,3,0,0,0,0,10,4,56,37,30,42,11,7,185,80,38,15,20,11,4,0,170,0,0,0,0,0,0,0,0,296,319,202,163,130,33,6,1157
504031300,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,17,7,5,0,0,0,0,0,21,11,36,83,71,23,12,7,240,238,116,103,67,56,15,3,597,0,3,0,5,0,0,0,14,1186,926,951,804,467,100,9,4434
505011070,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,3,0,0,0,0,0,13,5,35,48,43,38,8,6,179,144,52,54,42,34,19,0,341,0,4,0,0,0,0,0,4,570,370,413,440,362,104,15,2270
505011071,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,7,0,0,0,0,0,0,15,6,28,59,93,73,24,6,288,139,53,44,45,38,11,0,334,0,0,0,3,0,0,0,5,601,426,434,546,404,101,7,2519
505011072,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,11,12,33,92,122,97,65,12,443,141,77,73,75,58,32,4,450,0,7,0,0,0,0,0,10,577,547,666,732,622,230,36,3414
505011073,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,6,5,0,8,0,0,0,19,15,7,0,3,0,0,0,32,3,45,86,82,53,46,10,322,221,94,76,65,69,25,3,552,0,0,0,4,0,0,0,11,1009,709,723,741,559,204,27,3971
505011074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,3,34,48,52,64,28,0,230,33,26,19,9,23,6,0,122,0,0,0,0,0,4,0,4,142,185,245,237,228,69,9,1113
505011075,6,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,13,6,4,0,0,0,0,23,19,5,9,0,0,3,0,31,12,37,86,119,137,56,12,446,389,115,84,80,67,33,4,768,3,0,0,4,0,4,0,13,1602,877,711,804,635,197,23,4849
505011076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,68,112,98,27,0,336,20,11,4,12,18,0,0,65,3,0,0,0,0,0,0,3,139,90,146,213,187,40,0,821
505011077,36,15,9,7,11,4,0,83,0,0,0,0,0,0,0,5,21,14,7,6,9,0,0,58,60,31,20,14,15,0,0,144,36,152,268,246,192,61,0,956,811,571,525,427,395,101,17,2842,13,15,8,10,7,0,0,56,3931,4321,4284,4259,3202,690,49,20738
505011078,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,6,6,0,0,0,0,13,8,25,66,88,88,49,11,330,63,48,66,41,51,17,0,282,4,3,0,3,0,0,0,9,304,385,456,541,429,138,18,2276
505011079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,24,71,95,90,62,4,360,66,24,23,11,22,9,0,155,0,0,0,0,0,0,0,0,255,190,243,282,240,103,7,1317
505011080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,8,22,62,83,56,23,5,262,42,28,35,19,26,10,0,166,0,0,0,3,0,0,0,7,233,220,337,387,286,88,13,1562
505011081,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,7,0,36,51,47,36,12,0,190,28,18,41,34,25,14,0,159,0,0,0,0,3,0,0,5,189,266,376,425,333,97,8,1695
