POW_SA2_CODE_2021,M_Tot_H_0,M_Tot_H_1_19,M_Tot_H_20_29,M_Tot_H_30_34,M_Tot_H_35_39,M_Tot_H_40_44,M_Tot_H_45_49,M_Tot_H_50ov,M_Tot_H_NS,M_Tot_H_Tot,F_AgFF_H_0,F_AgFF_H_1_19,F_AgFF_H_20_29,F_AgFF_H_30_34,F_AgFF_H_35_39,F_AgFF_H_40_44,F_AgFF_H_45_49,F_AgFF_H_50ov,F_AgFF_H_NS,F_AgFF_H_Tot,F_Min_H_0,F_Min_H_1_19,F_Min_H_20_29,F_Min_H_30_34,F_Min_H_35_39,F_Min_H_40_44,F_Min_H_45_49,F_Min_H_50ov,F_Min_H_NS,F_Min_H_Tot,F_Mnf_H_0,F_Mnf_H_1_19,F_Mnf_H_20_29,F_Mnf_H_30_34,F_Mnf_H_35_39,F_Mnf_H_40_44,F_Mnf_H_45_49,F_Mnf_H_50ov,F_Mnf_H_NS,F_Mnf_H_Tot,F_EGWWS_H_0,F_EGWWS_H_1_19,F_EGWWS_H_20_29,F_EGWWS_H_30_34,F_EGWWS_H_35_39,F_EGWWS_H_40_44,F_EGWWS_H_45_49,F_EGWWS_H_50ov,F_EGWWS_H_NS,F_EGWWS_H_Tot,F_Const_H_0,F_Const_H_1_19,F_Const_H_20_29,F_Const_H_30_34,F_Const_H_35_39,F_Const_H_40_44,F_Const_H_45_49,F_Const_H_50ov,F_Const_H_NS,F_Const_H_Tot,F_WST_H_0,F_WST_H_1_19,F_WST_H_20_29,F_WST_H_30_34,F_WST_H_35_39,F_WST_H_40_44,F_WST_H_45_49,F_WST_H_50ov,F_WST_H_NS,F_WST_H_Tot,F_RetT_H_0,F_RetT_H_1_19,F_RetT_H_20_29,F_RetT_H_30_34,F_RetT_H_35_39,F_RetT_H_40_44,F_RetT_H_45_49,F_RetT_H_50ov,F_RetT_H_NS,F_RetT_H_Tot,F_AcFd_H_0,F_AcFd_H_1_19,F_AcFd_H_20_29,F_AcFd_H_30_34,F_AcFd_H_35_39,F_AcFd_H_40_44,F_AcFd_H_45_49,F_AcFd_H_50ov,F_AcFd_H_NS,F_AcFd_H_Tot,F_TPW_H_0,F_TPW_H_1_19,F_TPW_H_20_29,F_TPW_H_30_34,F_TPW_H_35_39,F_TPW_H_40_44,F_TPW_H_45_49,F_TPW_H_50ov,F_TPW_H_NS,F_TPW_H_Tot,F_IMT_H_0,F_IMT_H_1_19,F_IMT_H_20_29,F_IMT_H_30_34,F_IMT_H_35_39,F_IMT_H_40_44,F_IMT_H_45_49,F_IMT_H_50ov,F_IMT_H_NS,F_IMT_H_Tot,F_FinIns_H_0,F_FinIns_H_1_19,F_FinIns_H_20_29,F_FinIns_H_30_34,F_FinIns_H_35_39,F_FinIns_H_40_44,F_FinIns_H_45_49,F_FinIns_H_50ov,F_FinIns_H_NS,F_FinIns_H_Tot,F_RHRE_H_0,F_RHRE_H_1_19,F_RHRE_H_20_29,F_RHRE_H_30_34,F_RHRE_H_35_39,F_RHRE_H_40_44,F_RHRE_H_45_49,F_RHRE_H_50ov,F_RHRE_H_NS,F_RHRE_H_Tot,F_ProSTS_H_0,F_ProSTS_H_1_19,F_ProSTS_H_20_29,F_ProSTS_H_30_34,F_ProSTS_H_35_39,F_ProSTS_H_40_44,F_ProSTS_H_45_49,F_ProSTS_H_50ov,F_ProSTS_H_NS,F_ProSTS_H_Tot,F_AdSup_H_0,F_AdSup_H_1_19,F_AdSup_H_20_29,F_AdSup_H_30_34,F_AdSup_H_35_39,F_AdSup_H_40_44,F_AdSup_H_45_49,F_AdSup_H_50ov,F_AdSup_H_NS,F_AdSup_H_Tot,F_PubAS_H_0,F_PubAS_H_1_19,F_PubAS_H_20_29,F_PubAS_H_30_34,F_PubAS_H_35_39,F_PubAS_H_40_44,F_PubAS_H_45_49,F_PubAS_H_50ov,F_PubAS_H_NS,F_PubAS_H_Tot,F_EdTrn_H_0,F_EdTrn_H_1_19,F_EdTrn_H_20_29,F_EdTrn_H_30_34,F_EdTrn_H_35_39,F_EdTrn_H_40_44,F_EdTrn_H_45_49,F_EdTrn_H_50ov,F_EdTrn_H_NS,F_EdTrn_H_Tot,F_HltHC_SA_H_0,F_HltHC_SA_H_1_19,F_HltHC_SA_H_20_29,F_HltHC_SA_H_30_34,F_HltHC_SA_H_35_39,F_HltHC_SA_H_40_44,F_HltHC_SA_H_45_49,F_HltHC_SA_H_50ov,F_HltHC_SA_H_NS,F_HltHC_SA_H_Tot,F_ArtsR_H_0,F_ArtsR_H_1_19,F_ArtsR_H_20_29,F_ArtsR_H_30_34,F_ArtsR_H_35_39,F_ArtsR_H_40_44,F_ArtsR_H_45_49,F_ArtsR_H_50ov,F_ArtsR_H_NS,F_ArtsR_H_Tot,F_OthSvs_H_0,F_OthSvs_H_1_19,F_OthSvs_H_20_29,F_OthSvs_H_30_34,F_OthSvs_H_35_39,F_OthSvs_H_40_44,F_OthSvs_H_45_49,F_OthSvs_H_50ov,F_OthSvs_H_NS,F_OthSvs_H_Tot
501021011,108,147,111,118,552,829,372,763,44,3049,0,6,0,0,7,6,0,0,0,27,0,0,0,0,0,0,0,4,0,13,5,18,19,29,65,60,15,11,0,232,0,8,5,0,3,0,0,0,0,20,3,16,27,20,38,47,10,19,0,182,0,3,13,6,18,15,7,0,0,56,0,6,4,4,10,0,0,0,0,35,0,7,5,8,4,5,0,0,0,22,4,17,20,18,20,23,6,17,0,123,0,3,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,20,0,3,4,4,5,6,0,0,0,22,0,21,21,5,5,7,0,9,0,71,13,0,18,12,30,16,6,12,0,111,3,10,3,5,0,3,0,0,0,29,8,24,25,16,35,13,4,11,4,135,0,3,0,0,0,0,0,0,0,3,3,11,9,6,12,4,3,4,0,56
501021012,28,147,75,48,96,123,35,85,12,647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,19,144,75,49,50,26,5,11,0,383,4,103,46,15,20,22,7,4,4,226,0,3,6,0,0,4,0,0,0,16,0,3,0,0,0,0,0,0,0,8,0,6,5,0,3,3,0,0,0,13,0,3,0,0,0,0,0,0,0,7,0,11,7,8,8,0,0,0,0,36,0,8,7,3,0,0,0,0,0,24,7,12,7,10,9,16,4,0,0,64,12,47,40,35,39,38,9,20,0,244,32,77,122,61,65,33,5,12,0,402,0,10,0,3,0,0,0,0,0,13,4,18,11,9,3,0,6,5,0,58
501021014,105,197,111,105,381,708,240,1145,50,3037,9,40,28,14,56,25,11,34,0,210,6,0,3,0,13,24,0,21,0,79,9,37,27,18,90,66,26,21,4,286,0,0,0,3,5,5,0,3,0,18,4,18,4,6,11,12,5,25,0,80,0,3,0,0,3,3,0,0,0,15,3,38,36,8,14,16,3,9,4,122,8,46,24,11,9,10,0,3,3,110,0,9,4,0,4,8,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,5,0,0,0,8,3,13,3,7,6,0,0,7,0,38,0,15,12,7,4,3,0,3,0,48,7,10,12,5,20,13,7,5,0,79,8,51,57,21,45,36,14,20,3,256,16,37,35,42,39,18,7,11,3,201,0,5,7,0,5,7,3,6,0,23,0,17,3,5,5,10,0,4,0,44
501021015,125,203,112,104,488,705,339,858,45,2979,0,3,4,0,8,5,0,3,0,28,4,0,0,0,3,8,3,0,0,28,10,16,8,9,35,33,12,12,0,131,0,6,8,8,18,9,0,0,0,45,3,17,14,8,16,15,6,13,0,95,0,9,9,7,14,10,5,5,0,57,29,130,115,66,105,50,25,13,7,532,14,57,43,7,17,4,0,6,0,161,8,8,8,7,13,11,0,6,0,68,0,0,0,0,5,0,0,0,0,9,0,0,4,0,5,9,0,0,0,20,0,0,3,0,3,4,0,0,0,16,0,6,4,0,5,0,0,0,0,18,0,14,12,3,4,5,5,0,0,41,10,8,8,5,22,11,3,0,0,68,15,60,48,47,34,42,24,29,4,297,10,30,26,23,51,33,9,8,0,179,3,8,4,3,6,0,0,0,0,37,7,25,25,9,23,11,3,11,0,107
501021016,90,83,53,45,406,245,194,412,41,1578,0,8,13,3,7,5,0,4,0,39,9,8,7,10,10,10,6,14,0,65,11,15,4,0,50,22,13,13,0,138,0,0,0,0,0,0,0,0,0,3,0,13,3,7,5,9,3,9,0,50,0,0,0,0,0,0,0,0,0,5,0,25,20,7,6,4,0,3,0,65,0,13,14,4,0,5,0,8,0,42,0,0,3,0,4,4,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,7,0,0,0,0,3,5,0,0,0,7,0,0,6,0,5,5,0,0,0,15,0,10,3,0,3,0,0,0,0,17,0,9,3,5,12,0,0,6,0,39,3,19,11,14,6,4,4,8,0,72,5,18,20,20,23,11,0,0,3,105,0,5,5,3,0,0,0,3,0,11,0,8,0,0,0,0,4,0,0,18
501021251,20,102,48,24,77,95,33,59,9,469,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,5,3,6,5,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,31,21,15,16,4,3,0,0,92,0,50,12,4,7,6,0,4,0,82,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,5,3,0,0,0,14,0,7,3,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,4,54,49,39,53,45,9,29,5,288,8,26,27,19,36,9,4,20,6,153,0,17,0,0,0,0,0,0,0,22,0,13,11,7,4,3,0,0,0,37
501021252,14,16,31,23,63,97,42,87,5,373,0,6,9,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,6,0,9,6,3,5,4,0,0,0,32,0,6,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,8,6,7,3,0,0,0,0,25,0,7,0,7,0,0,4,0,0,20,0,0,0,0,0,3,0,0,0,4,6,18,11,7,16,5,12,18,0,93
501021253,169,456,306,261,809,1034,396,691,75,4207,0,3,0,0,5,3,0,0,0,13,4,0,0,0,3,9,0,3,0,28,0,27,19,8,10,6,4,3,0,73,0,5,0,0,11,6,0,0,0,27,8,18,19,16,22,33,3,12,0,131,0,13,7,0,8,13,4,5,0,52,62,268,197,97,165,86,26,43,4,948,30,248,134,65,89,58,11,30,12,682,6,5,11,5,21,16,0,5,0,72,4,23,8,3,23,12,8,4,0,87,12,31,48,15,74,57,9,17,3,265,4,29,37,12,79,40,11,20,0,232,10,65,59,54,102,72,16,34,0,414,8,64,31,22,64,41,13,7,5,239,45,66,84,66,210,93,32,34,3,630,26,110,135,99,113,92,40,67,0,692,113,340,417,285,482,219,52,89,17,2003,3,28,21,11,12,3,3,4,0,90,10,69,59,36,78,35,9,13,4,322
501021254,0,28,12,6,18,29,7,22,0,131,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,10,9,10,10,6,0,0,0,42,3,8,4,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,5,0,23,0,4,0,0,0,0,0,0,0,4,0,7,4,5,6,3,0,0,0,25,7,15,25,3,21,11,4,6,4,93,10,12,18,17,29,14,0,10,0,114,0,7,3,3,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8
501031017,84,108,93,59,165,305,110,616,45,1590,5,27,25,16,6,34,11,42,7,161,7,6,10,0,6,36,3,35,0,108,0,5,4,4,13,3,0,3,0,32,0,0,0,0,0,0,0,0,0,4,0,12,11,0,0,0,0,8,0,29,0,4,4,0,5,4,0,0,0,13,3,40,21,17,20,8,9,12,0,135,0,49,22,9,8,10,3,10,0,113,0,5,7,0,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,13,0,4,4,0,4,0,0,0,0,23,0,3,8,10,16,5,0,8,0,44,0,4,7,0,4,0,0,0,0,17,0,6,11,10,4,9,0,4,0,50,7,43,39,24,10,17,8,21,4,175,19,48,52,35,29,30,5,10,3,238,0,0,4,0,0,0,0,6,0,12,3,15,13,4,5,0,0,5,4,39
501031018,39,115,65,58,122,178,72,260,22,933,6,40,14,17,13,24,3,17,5,146,0,0,0,0,0,0,6,4,0,10,0,9,0,3,4,4,4,0,0,26,0,0,0,3,0,0,0,0,0,3,0,13,0,0,0,6,0,11,0,22,0,5,8,0,0,6,0,0,0,19,3,34,27,15,16,10,0,14,0,118,9,37,12,5,9,4,3,14,0,94,0,4,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,11,0,0,0,4,0,4,0,0,0,10,0,6,6,5,0,4,0,0,0,24,0,10,5,8,12,5,0,4,0,45,0,5,3,3,5,8,0,4,0,31,5,23,22,18,13,16,7,12,0,108,6,40,30,28,25,13,4,0,0,152,0,0,0,0,0,0,0,0,0,12,7,6,0,5,0,0,3,4,0,31
501031019,50,107,84,70,223,349,115,307,31,1345,8,29,16,13,20,18,3,8,3,128,0,0,0,0,0,0,0,0,0,0,0,3,7,3,8,0,0,0,0,27,0,0,4,0,0,0,0,0,0,5,0,0,5,4,9,9,3,0,0,23,0,11,4,4,9,3,0,0,0,29,16,58,34,22,37,21,4,11,6,203,3,42,19,11,16,11,0,8,3,110,4,0,11,4,5,0,0,5,0,32,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,3,0,21,0,0,0,0,4,7,0,0,0,16,0,5,9,7,8,9,3,0,0,36,0,20,14,4,4,5,0,0,0,53,5,10,24,14,22,27,3,3,0,111,15,29,39,38,32,31,14,32,0,226,27,47,51,50,34,44,12,13,7,283,0,0,0,0,6,0,0,0,0,18,0,6,7,13,13,11,0,5,0,53
