DATE,MONTH,AGE GROUP,MEASURE,VALUE
2023-04-30,Apr23,45 to 49,,546.0
2023-04-30,Apr23,5 to 9,,497.0
2023-04-30,Apr23,50 to 54,,476.0
2023-04-30,Apr23,55 to 59,,298.0
2023-04-30,Apr23,60 to 64,,183.0
2023-04-30,Apr23,65+,,248.0
2017-08-31,Aug17,0 to 4,,586.0
2017-08-31,Aug17,10 to 14,,351.0
2017-08-31,Aug17,15 to 19,,587.0
2017-08-31,Aug17,20 to 24,,557.0
2017-08-31,Aug17,25 to 29,,536.0
2017-08-31,Aug17,30 to 34,,588.0
2017-08-31,Aug17,35 to 39,,601.0
2017-08-31,Aug17,40 to 44,,557.0
2017-08-31,Aug17,45 to 49,,445.0
2017-08-31,Aug17,5 to 9,,434.0
2017-08-31,Aug17,50 to 54,,298.0
2017-08-31,Aug17,55 to 59,,188.0
2017-08-31,Aug17,60 to 64,,99.0
2017-08-31,Aug17,65+,,161.0
2018-08-31,Aug18,0 to 4,,563.0
2018-08-31,Aug18,10 to 14,,394.0
2018-08-31,Aug18,15 to 19,,620.0
2018-08-31,Aug18,20 to 24,,551.0
2018-08-31,Aug18,25 to 29,,524.0
2018-08-31,Aug18,30 to 34,,597.0
2018-08-31,Aug18,35 to 39,,600.0
2018-08-31,Aug18,40 to 44,,552.0
2018-08-31,Aug18,45 to 49,,444.0
2018-08-31,Aug18,5 to 9,,460.0
2018-08-31,Aug18,50 to 54,,291.0
2018-08-31,Aug18,55 to 59,,200.0
2018-08-31,Aug18,60 to 64,,131.0
2018-08-31,Aug18,65+,,183.0
2019-08-31,Aug19,0 to 4,,623.0
2019-08-31,Aug19,10 to 14,,468.0
2019-08-31,Aug19,15 to 19,,670.0
2019-08-31,Aug19,20 to 24,,590.0
2019-08-31,Aug19,25 to 29,,513.0
2019-08-31,Aug19,30 to 34,,645.0
2019-08-31,Aug19,35 to 39,,652.0
2019-08-31,Aug19,40 to 44,,555.0
2019-08-31,Aug19,45 to 49,,492.0
2019-08-31,Aug19,5 to 9,,537.0
2019-08-31,Aug19,50 to 54,,339.0
2019-08-31,Aug19,55 to 59,,226.0
2019-08-31,Aug19,60 to 64,,154.0
2019-08-31,Aug19,65+,,180.0
2020-08-31,Aug20,0 to 4,,533.0
2020-08-31,Aug20,10 to 14,,367.0
2020-08-31,Aug20,15 to 19,,628.0
2020-08-31,Aug20,20 to 24,,564.0
2020-08-31,Aug20,25 to 29,,524.0
2020-08-31,Aug20,30 to 34,,587.0
2020-08-31,Aug20,35 to 39,,639.0
2020-08-31,Aug20,40 to 44,,495.0
2020-08-31,Aug20,45 to 49,,444.0
2020-08-31,Aug20,5 to 9,,402.0
2020-08-31,Aug20,50 to 54,,309.0
2020-08-31,Aug20,55 to 59,,223.0
2020-08-31,Aug20,60 to 64,,136.0
2020-08-31,Aug20,65+,,195.0
2021-08-31,Aug21,0 to 4,,586.0
2021-08-31,Aug21,10 to 14,,443.0
2021-08-31,Aug21,15 to 19,,635.0
2021-08-31,Aug21,20 to 24,,613.0
2021-08-31,Aug21,25 to 29,,571.0
2021-08-31,Aug21,30 to 34,,686.0
2021-08-31,Aug21,35 to 39,,717.0
2021-08-31,Aug21,40 to 44,,636.0
2021-08-31,Aug21,45 to 49,,473.0
2021-08-31,Aug21,5 to 9,,440.0
2021-08-31,Aug21,50 to 54,,409.0
2021-08-31,Aug21,55 to 59,,271.0
2021-08-31,Aug21,60 to 64,,164.0
2021-08-31,Aug21,65+,,230.0
2022-08-31,Aug22,0 to 4,,624.0
2022-08-31,Aug22,10 to 14,,424.0
2022-08-31,Aug22,15 to 19,,616.0
2022-08-31,Aug22,20 to 24,,582.0
2022-08-31,Aug22,25 to 29,,542.0
2022-08-31,Aug22,30 to 34,,659.0
2022-08-31,Aug22,35 to 39,,682.0
2022-08-31,Aug22,40 to 44,,626.0
2022-08-31,Aug22,45 to 49,,494.0
2022-08-31,Aug22,5 to 9,,531.0
2022-08-31,Aug22,50 to 54,,423.0
2022-08-31,Aug22,55 to 59,,258.0
2022-08-31,Aug22,60 to 64,,170.0
2022-08-31,Aug22,65+,,255.0
2017-12-31,Dec17,0 to 4,,531.0
2017-12-31,Dec17,10 to 14,,360.0
2017-12-31,Dec17,15 to 19,,571.0
2017-12-31,Dec17,20 to 24,,501.0
2017-12-31,Dec17,25 to 29,,500.0
2017-12-31,Dec17,30 to 34,,548.0
2017-12-31,Dec17,35 to 39,,613.0
2017-12-31,Dec17,40 to 44,,520.0
2017-12-31,Dec17,45 to 49,,434.0
2017-12-31,Dec17,5 to 9,,475.0
2017-12-31,Dec17,50 to 54,,278.0
2017-12-31,Dec17,55 to 59,,174.0
2017-12-31,Dec17,60 to 64,,118.0
2017-12-31,Dec17,65+,,152.0
2018-12-31,Dec18,0 to 4,,587.0
2018-12-31,Dec18,10 to 14,,404.0
2018-12-31,Dec18,15 to 19,,618.0
2018-12-31,Dec18,20 to 24,,548.0
2018-12-31,Dec18,25 to 29,,523.0
2018-12-31,Dec18,30 to 34,,615.0
2018-12-31,Dec18,35 to 39,,637.0
2018-12-31,Dec18,40 to 44,,514.0
2018-12-31,Dec18,45 to 49,,452.0
2018-12-31,Dec18,5 to 9,,493.0
2018-12-31,Dec18,50 to 54,,287.0
2018-12-31,Dec18,55 to 59,,208.0
2018-12-31,Dec18,60 to 64,,139.0
2018-12-31,Dec18,65+,,177.0
2019-12-31,Dec19,0 to 4,,582.0
2019-12-31,Dec19,10 to 14,,416.0
2019-12-31,Dec19,15 to 19,,618.0
2019-12-31,Dec19,20 to 24,,569.0
2019-12-31,Dec19,25 to 29,,545.0
2019-12-31,Dec19,30 to 34,,667.0
2019-12-31,Dec19,35 to 39,,623.0
2019-12-31,Dec19,40 to 44,,538.0
2019-12-31,Dec19,45 to 49,,466.0
2019-12-31,Dec19,5 to 9,,475.0
2019-12-31,Dec19,50 to 54,,331.0
2019-12-31,Dec19,55 to 59,,208.0
2019-12-31,Dec19,60 to 64,,134.0
2019-12-31,Dec19,65+,,166.0
2020-12-31,Dec20,0 to 4,,605.0
2020-12-31,Dec20,10 to 14,,464.0
2020-12-31,Dec20,15 to 19,,675.0
2020-12-31,Dec20,20 to 24,,616.0
2020-12-31,Dec20,25 to 29,,565.0
2020-12-31,Dec20,30 to 34,,618.0
2020-12-31,Dec20,35 to 39,,646.0
2020-12-31,Dec20,40 to 44,,549.0
2020-12-31,Dec20,45 to 49,,433.0
2020-12-31,Dec20,5 to 9,,490.0
2020-12-31,Dec20,50 to 54,,358.0
2020-12-31,Dec20,55 to 59,,235.0
2020-12-31,Dec20,60 to 64,,137.0
2020-12-31,Dec20,65+,,192.0
2021-12-31,Dec21,0 to 4,,641.0
2021-12-31,Dec21,10 to 14,,455.0
2021-12-31,Dec21,15 to 19,,573.0
2021-12-31,Dec21,20 to 24,,616.0
2021-12-31,Dec21,25 to 29,,526.0
2021-12-31,Dec21,30 to 34,,627.0
2021-12-31,Dec21,35 to 39,,686.0
2021-12-31,Dec21,40 to 44,,591.0
2021-12-31,Dec21,45 to 49,,496.0
2021-12-31,Dec21,5 to 9,,495.0
2021-12-31,Dec21,50 to 54,,417.0
2021-12-31,Dec21,55 to 59,,249.0
2021-12-31,Dec21,60 to 64,,152.0
2021-12-31,Dec21,65+,,227.0
2022-12-31,Dec22,0 to 4,,606.0
2022-12-31,Dec22,10 to 14,,410.0
2022-12-31,Dec22,15 to 19,,537.0
2022-12-31,Dec22,20 to 24,,572.0
2022-12-31,Dec22,25 to 29,,547.0
2022-12-31,Dec22,30 to 34,,642.0
2022-12-31,Dec22,35 to 39,,716.0
2022-12-31,Dec22,40 to 44,,614.0
2022-12-31,Dec22,45 to 49,,500.0
2022-12-31,Dec22,5 to 9,,509.0
2022-12-31,Dec22,50 to 54,,451.0
2022-12-31,Dec22,55 to 59,,277.0
2022-12-31,Dec22,60 to 64,,164.0
2022-12-31,Dec22,65+,,241.0
2018-02-28,Feb18,0 to 4,,511.0
2018-02-28,Feb18,10 to 14,,350.0
2018-02-28,Feb18,15 to 19,,631.0
2018-02-28,Feb18,20 to 24,,555.0
2018-02-28,Feb18,25 to 29,,525.0
2018-02-28,Feb18,30 to 34,,621.0
2018-02-28,Feb18,35 to 39,,633.0
2018-02-28,Feb18,40 to 44,,559.0
2018-02-28,Feb18,45 to 49,,457.0
2018-02-28,Feb18,5 to 9,,478.0
2018-02-28,Feb18,50 to 54,,301.0
2018-02-28,Feb18,55 to 59,,199.0
2018-02-28,Feb18,60 to 64,,117.0
2018-02-28,Feb18,65+,,150.0
2019-02-28,Feb19,0 to 4,,617.0
2019-02-28,Feb19,10 to 14,,423.0
2019-02-28,Feb19,15 to 19,,607.0
2019-02-28,Feb19,20 to 24,,593.0
2019-02-28,Feb19,25 to 29,,558.0
2019-02-28,Feb19,30 to 34,,693.0
2019-02-28,Feb19,35 to 39,,659.0
2019-02-28,Feb19,40 to 44,,557.0
2019-02-28,Feb19,45 to 49,,492.0
2019-02-28,Feb19,5 to 9,,484.0
2019-02-28,Feb19,50 to 54,,328.0
2019-02-28,Feb19,55 to 59,,228.0
2019-02-28,Feb19,60 to 64,,132.0
2019-02-28,Feb19,65+,,180.0
2020-02-29,Feb20,0 to 4,,577.0
2020-02-29,Feb20,10 to 14,,379.0
2020-02-29,Feb20,15 to 19,,632.0
2020-02-29,Feb20,20 to 24,,597.0
2020-02-29,Feb20,25 to 29,,536.0
2020-02-29,Feb20,30 to 34,,618.0
2020-02-29,Feb20,35 to 39,,651.0
2020-02-29,Feb20,40 to 44,,544.0
2020-02-29,Feb20,45 to 49,,473.0
2020-02-29,Feb20,5 to 9,,421.0
2020-02-29,Feb20,50 to 54,,323.0
2020-02-29,Feb20,55 to 59,,215.0
2020-02-29,Feb20,60 to 64,,136.0
2020-02-29,Feb20,65+,,186.0
2021-02-28,Feb21,0 to 4,,550.0
2021-02-28,Feb21,10 to 14,,426.0
2021-02-28,Feb21,15 to 19,,681.0
2021-02-28,Feb21,20 to 24,,608.0
2021-02-28,Feb21,25 to 29,,572.0
2021-02-28,Feb21,30 to 34,,627.0
2021-02-28,Feb21,35 to 39,,665.0
2021-02-28,Feb21,40 to 44,,595.0
2021-02-28,Feb21,45 to 49,,451.0
2021-02-28,Feb21,5 to 9,,470.0
2021-02-28,Feb21,50 to 54,,395.0
2021-02-28,Feb21,55 to 59,,247.0
2021-02-28,Feb21,60 to 64,,149.0
2021-02-28,Feb21,65+,,188.0
2022-02-28,Feb22,0 to 4,,589.0
2022-02-28,Feb22,10 to 14,,357.0
2022-02-28,Feb22,15 to 19,,548.0
2022-02-28,Feb22,20 to 24,,619.0
2022-02-28,Feb22,25 to 29,,531.0
2022-02-28,Feb22,30 to 34,,596.0
2022-02-28,Feb22,35 to 39,,700.0
2022-02-28,Feb22,40 to 44,,602.0
2022-02-28,Feb22,45 to 49,,508.0
2022-02-28,Feb22,5 to 9,,457.0
2022-02-28,Feb22,50 to 54,,406.0
2022-02-28,Feb22,55 to 59,,251.0
2022-02-28,Feb22,60 to 64,,151.0
2022-02-28,Feb22,65+,,215.0
2023-02-28,Feb23,0 to 4,,671.0
2023-02-28,Feb23,10 to 14,,404.0
2023-02-28,Feb23,15 to 19,,570.0
2023-02-28,Feb23,20 to 24,,612.0
2023-02-28,Feb23,25 to 29,,593.0
2023-02-28,Feb23,30 to 34,,698.0
2023-02-28,Feb23,35 to 39,,723.0
2023-02-28,Feb23,40 to 44,,622.0
2023-02-28,Feb23,45 to 49,,548.0
2023-02-28,Feb23,5 to 9,,544.0
2023-02-28,Feb23,50 to 54,,485.0
2023-02-28,Feb23,55 to 59,,306.0
2023-02-28,Feb23,60 to 64,,184.0
2023-02-28,Feb23,65+,,268.0
2018-01-31,Jan18,0 to 4,,558.0
2018-01-31,Jan18,10 to 14,,350.0
2018-01-31,Jan18,15 to 19,,600.0
2018-01-31,Jan18,20 to 24,,574.0
2018-01-31,Jan18,25 to 29,,523.0
2018-01-31,Jan18,30 to 34,,597.0
2018-01-31,Jan18,35 to 39,,626.0
2018-01-31,Jan18,40 to 44,,516.0
2018-01-31,Jan18,45 to 49,,474.0
2018-01-31,Jan18,5 to 9,,474.0
2018-01-31,Jan18,50 to 54,,310.0
2018-01-31,Jan18,55 to 59,,187.0
2018-01-31,Jan18,60 to 64,,124.0
2018-01-31,Jan18,65+,,161.0
2019-01-31,Jan19,0 to 4,,632.0
2019-01-31,Jan19,10 to 14,,417.0
2019-01-31,Jan19,15 to 19,,612.0
2019-01-31,Jan19,20 to 24,,604.0
2019-01-31,Jan19,25 to 29,,565.0
2019-01-31,Jan19,30 to 34,,704.0
2019-01-31,Jan19,35 to 39,,665.0
2019-01-31,Jan19,40 to 44,,561.0
2019-01-31,Jan19,45 to 49,,511.0
2019-01-31,Jan19,5 to 9,,521.0
2019-01-31,Jan19,50 to 54,,338.0
2019-01-31,Jan19,55 to 59,,236.0
2019-01-31,Jan19,60 to 64,,133.0
2019-01-31,Jan19,65+,,198.0
2020-01-31,Jan20,0 to 4,,589.0
2020-01-31,Jan20,10 to 14,,372.0
2020-01-31,Jan20,15 to 19,,600.0
2020-01-31,Jan20,20 to 24,,585.0
2020-01-31,Jan20,25 to 29,,541.0
2020-01-31,Jan20,30 to 34,,630.0
2020-01-31,Jan20,35 to 39,,639.0
2020-01-31,Jan20,40 to 44,,578.0
2020-01-31,Jan20,45 to 49,,514.0
2020-01-31,Jan20,5 to 9,,469.0
2020-01-31,Jan20,50 to 54,,357.0
2020-01-31,Jan20,55 to 59,,208.0
2020-01-31,Jan20,60 to 64,,134.0
2020-01-31,Jan20,65+,,187.0
2021-01-31,Jan21,0 to 4,,616.0
2021-01-31,Jan21,10 to 14,,417.0
2021-01-31,Jan21,15 to 19,,651.0
2021-01-31,Jan21,20 to 24,,634.0
2021-01-31,Jan21,25 to 29,,571.0
2021-01-31,Jan21,30 to 34,,630.0
2021-01-31,Jan21,35 to 39,,700.0
2021-01-31,Jan21,40 to 44,,577.0
2021-01-31,Jan21,45 to 49,,475.0
2021-01-31,Jan21,5 to 9,,500.0
2021-01-31,Jan21,50 to 54,,357.0
2021-01-31,Jan21,55 to 59,,242.0
2021-01-31,Jan21,60 to 64,,165.0
2021-01-31,Jan21,65+,,195.0
2022-01-31,Jan22,0 to 4,,626.0
2022-01-31,Jan22,10 to 14,,376.0
2022-01-31,Jan22,15 to 19,,537.0
2022-01-31,Jan22,20 to 24,,617.0
2022-01-31,Jan22,25 to 29,,531.0
2022-01-31,Jan22,30 to 34,,644.0
2022-01-31,Jan22,35 to 39,,691.0
2022-01-31,Jan22,40 to 44,,607.0
2022-01-31,Jan22,45 to 49,,500.0
2022-01-31,Jan22,5 to 9,,514.0
2022-01-31,Jan22,50 to 54,,396.0
2022-01-31,Jan22,55 to 59,,246.0
2022-01-31,Jan22,60 to 64,,142.0
2022-01-31,Jan22,65+,,208.0
2023-01-31,Jan23,0 to 4,,631.0
2023-01-31,Jan23,10 to 14,,364.0
2023-01-31,Jan23,15 to 19,,503.0
2023-01-31,Jan23,20 to 24,,602.0
2023-01-31,Jan23,25 to 29,,555.0
2023-01-31,Jan23,30 to 34,,653.0
2023-01-31,Jan23,35 to 39,,692.0
2023-01-31,Jan23,40 to 44,,623.0
2023-01-31,Jan23,45 to 49,,505.0
2023-01-31,Jan23,5 to 9,,500.0
2023-01-31,Jan23,50 to 54,,470.0
2023-01-31,Jan23,55 to 59,,280.0
2023-01-31,Jan23,60 to 64,,163.0
2023-01-31,Jan23,65+,,283.0
2017-07-31,Jul17,0 to 4,,579.0
2017-07-31,Jul17,10 to 14,,350.0
2017-07-31,Jul17,15 to 19,,593.0
2017-07-31,Jul17,20 to 24,,556.0
2017-07-31,Jul17,25 to 29,,495.0
2017-07-31,Jul17,30 to 34,,589.0
2017-07-31,Jul17,35 to 39,,586.0
2017-07-31,Jul17,40 to 44,,529.0
2017-07-31,Jul17,45 to 49,,440.0
2017-07-31,Jul17,5 to 9,,454.0
2017-07-31,Jul17,50 to 54,,305.0
2017-07-31,Jul17,55 to 59,,174.0
2017-07-31,Jul17,60 to 64,,119.0
2017-07-31,Jul17,65+,,163.0
2018-07-31,Jul18,0 to 4,,544.0
2018-07-31,Jul18,10 to 14,,389.0
2018-07-31,Jul18,15 to 19,,627.0
2018-07-31,Jul18,20 to 24,,523.0
2018-07-31,Jul18,25 to 29,,491.0
2018-07-31,Jul18,30 to 34,,593.0
2018-07-31,Jul18,35 to 39,,577.0
2018-07-31,Jul18,40 to 44,,569.0
2018-07-31,Jul18,45 to 49,,455.0
2018-07-31,Jul18,5 to 9,,472.0
2018-07-31,Jul18,50 to 54,,332.0
2018-07-31,Jul18,55 to 59,,194.0
2018-07-31,Jul18,60 to 64,,131.0
2018-07-31,Jul18,65+,,155.0
2019-07-31,Jul19,0 to 4,,623.0
2019-07-31,Jul19,10 to 14,,433.0
2019-07-31,Jul19,15 to 19,,662.0
2019-07-31,Jul19,20 to 24,,602.0
2019-07-31,Jul19,25 to 29,,509.0
2019-07-31,Jul19,30 to 34,,643.0
2019-07-31,Jul19,35 to 39,,671.0
2019-07-31,Jul19,40 to 44,,566.0
2019-07-31,Jul19,45 to 49,,483.0
2019-07-31,Jul19,5 to 9,,518.0
2019-07-31,Jul19,50 to 54,,338.0
2019-07-31,Jul19,55 to 59,,210.0
2019-07-31,Jul19,60 to 64,,142.0
2019-07-31,Jul19,65+,,187.0
2020-07-31,Jul20,0 to 4,,516.0
2020-07-31,Jul20,10 to 14,,370.0
2020-07-31,Jul20,15 to 19,,608.0
2020-07-31,Jul20,20 to 24,,552.0
2020-07-31,Jul20,25 to 29,,524.0
2020-07-31,Jul20,30 to 34,,608.0
2020-07-31,Jul20,35 to 39,,626.0
2020-07-31,Jul20,40 to 44,,500.0
2020-07-31,Jul20,45 to 49,,446.0
2020-07-31,Jul20,5 to 9,,419.0
2020-07-31,Jul20,50 to 54,,333.0
2020-07-31,Jul20,55 to 59,,222.0
2020-07-31,Jul20,60 to 64,,124.0
2020-07-31,Jul20,65+,,189.0
2021-07-31,Jul21,0 to 4,,543.0
2021-07-31,Jul21,10 to 14,,480.0
2021-07-31,Jul21,15 to 19,,615.0
2021-07-31,Jul21,20 to 24,,610.0
2021-07-31,Jul21,25 to 29,,567.0
2021-07-31,Jul21,30 to 34,,696.0
2021-07-31,Jul21,35 to 39,,738.0
2021-07-31,Jul21,40 to 44,,632.0
2021-07-31,Jul21,45 to 49,,499.0
2021-07-31,Jul21,5 to 9,,443.0
2021-07-31,Jul21,50 to 54,,381.0
2021-07-31,Jul21,55 to 59,,265.0
2021-07-31,Jul21,60 to 64,,158.0
2021-07-31,Jul21,65+,,223.0
2022-07-31,Jul22,0 to 4,,595.0
2022-07-31,Jul22,10 to 14,,398.0
2022-07-31,Jul22,15 to 19,,585.0
2022-07-31,Jul22,20 to 24,,557.0
2022-07-31,Jul22,25 to 29,,535.0
2022-07-31,Jul22,30 to 34,,626.0
2022-07-31,Jul22,35 to 39,,655.0
2022-07-31,Jul22,40 to 44,,600.0
2022-07-31,Jul22,45 to 49,,497.0
2022-07-31,Jul22,5 to 9,,511.0
2022-07-31,Jul22,50 to 54,,410.0
2022-07-31,Jul22,55 to 59,,252.0
2022-07-31,Jul22,60 to 64,,159.0
2022-07-31,Jul22,65+,,256.0
2018-06-30,Jun18,0 to 4,,509.0
2018-06-30,Jun18,10 to 14,,370.0
2018-06-30,Jun18,15 to 19,,632.0
2018-06-30,Jun18,20 to 24,,518.0
2018-06-30,Jun18,25 to 29,,502.0
2018-06-30,Jun18,30 to 34,,603.0
2018-06-30,Jun18,35 to 39,,571.0
2018-06-30,Jun18,40 to 44,,544.0
2018-06-30,Jun18,45 to 49,,420.0
2018-06-30,Jun18,5 to 9,,458.0
2018-06-30,Jun18,50 to 54,,298.0
2018-06-30,Jun18,55 to 59,,181.0
2018-06-30,Jun18,60 to 64,,124.0
2018-06-30,Jun18,65+,,172.0
2019-06-30,Jun19,0 to 4,,615.0
2019-06-30,Jun19,10 to 14,,463.0
2019-06-30,Jun19,15 to 19,,644.0
2019-06-30,Jun19,20 to 24,,567.0
2019-06-30,Jun19,25 to 29,,521.0
2019-06-30,Jun19,30 to 34,,644.0
2019-06-30,Jun19,35 to 39,,651.0
2019-06-30,Jun19,40 to 44,,566.0
2019-06-30,Jun19,45 to 49,,507.0
2019-06-30,Jun19,5 to 9,,534.0
2019-06-30,Jun19,50 to 54,,317.0
2019-06-30,Jun19,55 to 59,,188.0
2019-06-30,Jun19,60 to 64,,131.0
2019-06-30,Jun19,65+,,162.0
2020-06-30,Jun20,0 to 4,,498.0
2020-06-30,Jun20,10 to 14,,400.0
2020-06-30,Jun20,15 to 19,,617.0
2020-06-30,Jun20,20 to 24,,558.0
2020-06-30,Jun20,25 to 29,,494.0
2020-06-30,Jun20,30 to 34,,599.0
2020-06-30,Jun20,35 to 39,,624.0
2020-06-30,Jun20,40 to 44,,521.0
2020-06-30,Jun20,45 to 49,,461.0
2020-06-30,Jun20,5 to 9,,402.0
2020-06-30,Jun20,50 to 54,,336.0
2020-06-30,Jun20,55 to 59,,217.0
2020-06-30,Jun20,60 to 64,,151.0
2020-06-30,Jun20,65+,,187.0
2021-06-30,Jun21,0 to 4,,602.0
2021-06-30,Jun21,10 to 14,,497.0
2021-06-30,Jun21,15 to 19,,676.0
2021-06-30,Jun21,20 to 24,,600.0
2021-06-30,Jun21,25 to 29,,581.0
2021-06-30,Jun21,30 to 34,,708.0
2021-06-30,Jun21,35 to 39,,755.0
2021-06-30,Jun21,40 to 44,,622.0
2021-06-30,Jun21,45 to 49,,460.0
2021-06-30,Jun21,5 to 9,,463.0
2021-06-30,Jun21,50 to 54,,376.0
2021-06-30,Jun21,55 to 59,,262.0
2021-06-30,Jun21,60 to 64,,180.0
2021-06-30,Jun21,65+,,223.0
2022-06-30,Jun22,0 to 4,,597.0
2022-06-30,Jun22,10 to 14,,380.0
2022-06-30,Jun22,15 to 19,,591.0
2022-06-30,Jun22,20 to 24,,596.0
2022-06-30,Jun22,25 to 29,,556.0
2022-06-30,Jun22,30 to 34,,622.0
2022-06-30,Jun22,35 to 39,,696.0
2022-06-30,Jun22,40 to 44,,587.0
2022-06-30,Jun22,45 to 49,,528.0
2022-06-30,Jun22,5 to 9,,484.0
2022-06-30,Jun22,50 to 54,,412.0
2022-06-30,Jun22,55 to 59,,248.0
2022-06-30,Jun22,60 to 64,,156.0
2022-06-30,Jun22,65+,,280.0
2023-06-30,Jun23,0 to 4,,620.0
2023-06-30,Jun23,10 to 14,,476.0
2023-06-30,Jun23,15 to 19,,561.0
2023-06-30,Jun23,20 to 24,,616.0
2023-06-30,Jun23,25 to 29,,601.0
2023-06-30,Jun23,30 to 34,,698.0
2023-06-30,Jun23,35 to 39,,770.0
2023-06-30,Jun23,40 to 44,,701.0
2023-06-30,Jun23,45 to 49,,592.0
2023-06-30,Jun23,5 to 9,,588.0
2023-06-30,Jun23,50 to 54,,548.0
2023-06-30,Jun23,55 to 59,,342.0
2023-06-30,Jun23,60 to 64,,184.0
2023-06-30,Jun23,65+,,268.0
2018-03-31,Mar18,0 to 4,,538.0
2018-03-31,Mar18,10 to 14,,356.0
2018-03-31,Mar18,15 to 19,,626.0
2018-03-31,Mar18,20 to 24,,520.0
2018-03-31,Mar18,25 to 29,,533.0
2018-03-31,Mar18,30 to 34,,630.0
2018-03-31,Mar18,35 to 39,,624.0
2018-03-31,Mar18,40 to 44,,562.0
2018-03-31,Mar18,45 to 49,,471.0
2018-03-31,Mar18,5 to 9,,491.0
2018-03-31,Mar18,50 to 54,,325.0
2018-03-31,Mar18,55 to 59,,203.0
2018-03-31,Mar18,60 to 64,,127.0
2018-03-31,Mar18,65+,,158.0
2019-03-31,Mar19,0 to 4,,638.0
2019-03-31,Mar19,10 to 14,,431.0
2019-03-31,Mar19,15 to 19,,630.0
2019-03-31,Mar19,20 to 24,,615.0
2019-03-31,Mar19,25 to 29,,611.0
2019-03-31,Mar19,30 to 34,,660.0
2019-03-31,Mar19,35 to 39,,709.0
2019-03-31,Mar19,40 to 44,,610.0
2019-03-31,Mar19,45 to 49,,504.0
