SA2_CODE_2021,Separate_house_NB0_i_sa_b,Separate_house_NofB_1,Separate_house_NofB_2,Separate_house_NofB_3,Separate_house_NofB_4,Separate_house_NofB_5,Separate_house_NofB_6_or_m,Separate_house_NofB_NS,Separate_house_Total,Sd_r_or_t_h_t_1_s_NB0_i_sa_b,Sd_r_or_t_h_t_1_st_NofB_1,Sd_r_or_t_h_t_1_st_NofB_2,Sd_r_or_t_h_t_1_st_NofB_3,Sd_r_or_t_h_t_1_st_NofB_4,Sd_r_or_t_h_t_1_st_NofB_5,Sd_r_or_t_h_t_1_st_NofB_6_m,Sd_r_or_t_h_t_1_st_NofB_NS,Sd_r_or_t_h_t_1_st_Total,Sd_r_or_t_h_t_2m_s_NB0_i_sa_b,Sd_r_or_t_h_t_2m_sts_NofB_1,Sd_r_or_t_h_t_2m_sts_NofB_2m,Sd_r_or_t_h_t_2m_sts_NofB_3,Sd_r_or_t_h_t_2m_sts_NofB_4,Sd_r_or_t_h_t_2m_sts_NofB_5,Sd_r_or_t_h_t_2m_st_NofB_6_m,Sd_r_or_t_h_t_2m_sts_NofB_NS,Sd_r_or_t_h_t_2m_sts_Total,Sd_r_or_t_h_t_T_NB0_i_sa_b,Sd_r_or_t_h_t_Total_NofB_1,Sd_r_or_t_h_t_Total_NofB_2,Sd_r_or_t_h_t_Total_NofB_3,Sd_r_or_t_h_t_Total_NofB_4,Sd_r_or_t_h_t_Total_NofB_5,Sd_r_or_t_h_t_Tot_NofB_6_m,Sd_r_or_t_h_t_Tot_NofB_NS,Sd_r_or_t_h_t_Total_Total,Fl_a_1_or2_st_bl_NB0_i_sa_b,Fl_a_1_or2_st_bl_NofB_1,Fl_a_1_or2_st_bl_NofB_2,Fl_a_1_or2_st_bl_NofB_3,Fl_a_1_or2_st_bl_NofB_4,Fl_a_1_or2_st_bl_NofB_5,Fl_a_1_or2_st_bl_NofB_6_m,Fl_a_1_or2_st_bl_NofB_NS,Fl_a_1_or2_st_bl_Total,Fl_a_3_st_bl_NB0_i_sa_b,Fl_a_In_3_st_bl_NofB_1,Fl_a_In_3_st_bl_NofB_2,Fl_a_In_3_st_bl_NofB_3,Fl_a_In_3_st_bl_NofB_4,Fl_a_In_3_st_bl_NofB_5,Fl_a_In_3_s_bl_NofB_6_m,Fl_a_In_3_st_bl_NofB_NS,Fl_a_In_3_st_bl_Total,Fl_a_4_to_8_s_b_NB0_i_sa_b,Fl_a_4_to_8_s_b_NofB_1,Fl_a_4_to_8_s_b_NofB_2,Fl_a_4_to_8_s_b_NofB_3,Fl_a_4_to_8_s_b_NofB_4,Fl_a_4_to_8_s_b_NofB_5,Fl_a_4_to_8_s_b_NofB_6_m,Fl_a_4_to_8_s_b_NofB_NS,Fl_a_4_to_8_s_b_Total,Fl_a_9_or_m_s_b_NB0_i_sa_b,Fl_a_9_or_m_s_b_NofB_1,Fl_a_9_or_m_s_b_NofB_2,Fl_a_9_or_m_s_b_NofB_3,Fl_a_9_or_m_s_b_NofB_4,Fl_a_9_or_m_s_b_NofB_5,Fl_a_9_or_m_s_b_NofB_6_m,Fl_a_9_or_m_s_b_NofB_NS,Fl_a_9_or_m_s_b_Total,Fl_a_At_to_a_h_NB0_i_sa_b,Fl_a_At_to_a_hse_NofB_1,Fl_a_At_to_a_hse_NofB_2,Fl_a_At_to_a_hse_NofB_3,Fl_a_At_to_a_hse_NofB_4,Fl_a_At_to_a_hse_NofB_5,Fl_a_At_to_a_hse_NofB_6_m,Fl_a_At_to_a_hse_NofB_NS,Fl_a_At_to_a_hse_Total,Fl_a_Total_NB0_i_sa_b,Fl_a_Total_NofB_1,Fl_a_Total_NofB_2,Fl_a_Total_NofB_3,Fl_a_Total_NofB_4,Fl_a_Total_NofB_5,Fl_a_Tot_NofB_6_or_m,Fl_a_Total_NofB_NS,Fl_a_Total_Total,Other_dwelling_NB0_i_sa_b,Other_dwelling_NofB_1,Other_dwelling_NofB_2,Other_dwelling_NofB_3,Other_dwelling_NofB_4,Other_dwelling_NofB_5,Other_dwelling_NofB_6_or_m,Other_dwelling_NofB_NS,Other_dwelling_Total,Dw_struct_NS_NB0_i_sa_b,Dw_struct_NS_NofB_1,Dw_struct_NS_NofB_2,Dw_struct_NS_NofB_3,Dw_struct_NS_NofB_4,Dw_struct_NS_NofB_5,Dw_struct_NS_NofB_6_or_m,Dw_struct_NS_NofB_NS,Dw_struct_NS_Total,Total_NB0_i_sa_b,Total_NofB_1,Total_NofB_2,Total_NofB_3,Total_NofB_4,Total_NofB_5,Total_NofB_6_or_m,Total_NofB_NS,Total_Total
501021011,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8
501021012,5,13,183,1137,2526,169,22,144,4190,0,4,167,129,29,0,0,19,349,0,5,3,4,3,0,0,4,16,0,10,163,132,35,0,0,20,368,0,0,9,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,0,0,0,0,18,0,22,18,0,0,0,0,31,75,0,0,0,0,0,0,0,0,7,6,48,372,1272,2561,169,22,197,4654
501021014,7,57,311,1295,1329,178,38,167,3385,0,19,51,32,0,0,0,15,120,0,0,5,3,0,0,0,0,9,0,19,60,30,0,0,0,15,124,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,14,47,20,7,10,0,0,37,126,0,4,0,0,3,0,0,3,15,25,119,396,1334,1343,186,40,218,3654
501021015,3,16,130,1063,1117,81,18,108,2533,0,0,189,185,8,0,4,20,413,0,0,0,11,0,0,0,0,15,0,0,185,194,14,0,4,27,428,0,0,9,32,5,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,5,0,0,0,48,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,3,23,327,1300,1136,81,18,132,3016
501021016,12,26,172,535,593,99,24,69,1536,0,12,55,21,6,0,0,12,101,0,0,0,0,0,0,0,0,0,0,12,55,21,9,0,0,12,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,4,0,0,0,0,11,35,0,3,3,6,0,0,0,5,15,17,60,235,563,603,99,26,97,1692
501021251,0,13,30,733,2157,154,12,104,3202,0,42,35,20,0,0,0,14,108,0,7,0,0,0,0,0,0,14,0,55,33,20,0,0,0,19,120,0,43,25,0,0,0,0,11,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,25,0,0,0,0,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,103,84,752,2156,154,12,127,3398
501021252,0,4,31,204,572,134,29,18,1004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,31,210,583,134,29,18,1012
501021253,3,33,296,1718,1281,182,28,134,3674,0,90,400,430,21,0,0,57,1004,0,4,86,270,39,3,0,26,433,0,94,491,701,61,9,0,83,1442,4,84,145,30,3,0,0,36,305,0,0,46,18,0,0,0,5,70,0,0,12,3,0,0,0,9,24,0,0,13,23,0,0,0,6,36,0,0,0,0,0,0,0,0,3,5,91,215,71,5,0,0,51,436,14,50,46,8,0,0,0,38,148,0,0,0,5,4,0,0,4,22,21,264,1049,2505,1355,190,28,314,5721
501021254,4,9,54,936,606,59,4,111,1783,0,74,104,86,4,0,0,94,368,0,0,0,0,0,0,0,0,0,0,74,104,86,4,0,0,94,368,0,4,14,0,0,0,0,5,22,0,10,25,11,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,36,14,0,0,0,11,80,0,0,0,4,0,0,0,23,26,0,0,4,0,0,0,0,0,5,4,100,196,1040,611,59,8,245,2259
501031017,21,81,388,1169,822,135,32,212,2857,0,17,36,14,5,0,0,5,67,0,0,0,0,0,0,0,0,0,0,17,36,14,4,0,0,5,68,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,9,12,0,5,4,0,0,14,42,4,6,0,0,0,0,0,4,13,34,113,422,1183,827,139,32,231,2984
501031018,21,53,273,907,839,114,31,128,2361,0,8,16,10,3,0,0,0,45,0,0,0,0,0,0,0,0,3,0,8,19,10,5,0,0,0,43,0,0,4,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,6,3,11,6,4,3,0,0,15,35,0,0,4,7,3,0,0,0,18,20,73,298,930,845,119,35,146,2470
501031019,0,20,179,926,659,107,25,111,2022,0,55,105,12,0,0,0,17,202,0,4,0,0,0,0,0,0,4,0,59,105,12,0,0,0,17,200,0,9,3,0,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,7,18,3,0,0,3,0,0,0,4,20,0,0,4,4,3,0,14,4,30,3,96,294,942,661,104,35,142,2286
501031020,27,92,357,853,521,84,36,205,2172,0,0,18,0,4,0,0,0,22,0,0,0,0,0,0,0,0,4,0,0,17,0,4,0,0,0,25,0,11,8,0,0,0,3,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,17,8,5,0,0,3,4,25,11,12,6,3,4,0,0,21,57,4,0,4,4,0,0,0,13,31,40,115,388,864,532,84,42,244,2312
502011021,8,18,109,806,1713,206,25,88,2969,0,15,38,15,0,0,0,3,79,0,0,7,20,0,0,0,0,32,0,15,51,39,0,0,0,4,108,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,39,0,0,0,0,0,0,0,0,5,0,0,23,20,0,0,0,4,45,7,43,23,0,0,0,0,0,80,0,6,0,0,0,0,0,0,4,13,84,201,864,1719,203,25,96,3209
502011022,3,37,258,1379,1712,185,37,110,3723,0,14,25,63,7,0,3,3,114,0,0,8,58,17,0,0,0,90,0,14,33,121,28,3,3,7,200,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,4,0,0,0,13,6,27,7,4,0,0,0,31,72,0,0,0,0,0,0,0,0,0,7,77,302,1508,1746,190,37,142,4007
502011023,3,15,134,1309,1479,154,36,144,3268,0,51,462,267,17,0,0,41,846,0,8,17,37,0,0,0,7,69,0,59,480,306,17,0,0,45,917,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,15,0,3,5,10,0,0,0,0,26,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,4,6,84,619,1624,1496,160,39,191,4211
502011024,4,87,384,1826,4001,414,60,165,6944,0,105,226,345,11,0,0,43,727,0,4,63,153,7,0,0,9,241,0,103,289,499,20,0,0,53,969,0,0,9,0,0,0,0,0,12,0,0,20,26,0,0,0,0,46,0,0,23,32,0,0,0,6,59,0,0,0,22,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,0,51,87,0,0,0,7,148,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,10,199,730,2416,4018,416,60,225,8074
502011025,7,49,353,1315,588,81,13,222,2631,4,145,396,488,12,0,4,101,1141,5,30,165,252,33,3,0,27,518,7,176,561,743,47,3,4,127,1660,0,41,123,33,0,0,0,31,232,0,4,40,87,9,0,0,10,150,0,7,44,84,0,0,0,10,152,0,0,29,63,0,0,0,4,104,0,3,3,5,0,0,0,0,10,0,56,240,276,15,4,0,52,646,6,30,48,9,0,0,0,60,144,0,0,9,0,0,0,0,6,23,19,307,1206,2338,648,88,21,469,5100
502011026,9,59,211,798,1140,116,33,130,2501,0,0,8,27,4,0,0,8,44,0,0,15,0,0,0,0,3,22,0,0,22,32,7,0,0,7,67,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,9,0,67,23,7,0,0,0,20,124,0,0,0,0,0,0,0,0,5,11,127,266,835,1148,119,39,158,2703
502011027,4,75,314,1578,4445,396,49,224,7079,0,14,216,146,3,0,0,21,409,0,0,4,20,3,4,0,0,32,0,22,217,165,10,4,0,18,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,7,91,536,1749,4459,399,50,248,7531
502011028,7,54,340,1622,1730,166,21,178,4126,0,46,102,162,18,4,0,28,358,0,3,40,103,7,0,0,3,158,0,49,144,265,23,3,0,29,514,0,58,76,48,0,0,0,20,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,76,50,0,0,0,23,210,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,9,159,562,1943,1749,170,21,230,4854
502011029,22,49,344,1029,1635,214,59,194,3548,0,24,135,35,0,0,0,24,223,0,0,0,0,0,0,0,0,0,0,24,137,39,0,0,0,24,227,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,58,24,0,0,0,0,21,123,4,0,5,0,3,0,0,3,11,34,137,509,1076,1637,214,57,244,3909
503011030,0,5,46,402,1022,451,98,44,2065,0,0,4,23,4,0,0,0,32,0,29,15,37,9,0,0,4,92,0,29,18,61,17,0,0,7,128,0,16,109,32,3,0,0,6,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,109,32,3,0,0,6,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,50,178,491,1036,457,98,58,2359
503011031,0,9,137,542,592,161,42,34,1519,0,24,133,344,93,9,3,21,630,0,11,111,196,70,5,0,16,411,0,38,238,540,166,14,3,44,1039,0,34,159,34,3,0,0,12,244,0,126,86,31,0,0,0,18,261,0,129,373,117,0,0,0,49,665,0,12,186,39,7,0,0,10,259,0,0,0,0,0,0,0,0,0,0,301,798,219,7,0,0,91,1430,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,350,1175,1312,760,177,45,174,3992
503011032,0,23,197,770,738,239,37,49,2053,0,7,43,60,9,5,0,4,137,0,3,57,140,28,3,0,11,245,0,13,101,205,43,9,0,14,381,0,34,96,37,5,0,0,12,178,25,72,166,37,4,0,0,22,319,5,10,58,16,0,0,0,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,123,314,90,9,0,0,36,592,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,27,153,609,1073,785,243,37,97,3025
503011033,5,5,141,830,1178,344,61,28,2591,0,0,9,25,5,0,0,0,35,0,7,6,25,6,0,0,0,39,0,7,15,44,13,3,0,0,80,0,0,0,0,0,0,0,0,5,0,9,36,65,8,0,0,12,132,0,4,74,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,22,117,69,9,0,0,12,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,276,944,1193,345,62,45,2902
503011034,3,17,175,833,1046,425,72,77,2648,0,54,133,103,10,0,0,13,307,0,12,84,171,9,0,0,17,289,0,62,210,268,20,0,0,27,600,0,19,66,9,0,0,0,14,112,14,232,143,4,0,0,0,31,418,0,105,247,19,0,0,0,30,412,0,0,38,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,14,358,499,36,0,0,0,77,992,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,4,19,438,887,1144,1065,427,76,188,4243
503011035,5,24,275,1102,1765,874,177,72,4304,0,24,165,167,20,0,0,9,381,3,32,162,311,28,0,0,14,553,7,55,323,479,44,4,6,23,937,5,127,273,81,7,0,0,20,515,18,133,140,40,3,0,0,24,361,0,12,72,111,0,0,0,7,204,0,7,36,68,5,0,0,7,118,0,0,0,0,5,0,0,0,10,30,278,512,295,19,0,3,62,1210,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,38,360,1114,1883,1831,880,187,159,6453
