SA2_CODE_2021,Num_pns_pres_Cen_Ngt_1_Fam_hh,Nu_pn_pre_Cen_Ngt_1_No_fam_hh,Num_pns_pres_Cen_Ngt_1_Tot,Num_pns_pres_Cen_Ngt_2_Fam_hh,Nu_pn_pre_Cen_Ngt_2_No_fam_hh,Num_pns_pres_Cen_Ngt_2_Tot,Num_pns_pres_Cen_Ngt_3_Fam_hh,Nu_pn_pre_Cen_Ngt_3_No_fam_hh,Num_pns_pres_Cen_Ngt_3_Tot,Num_pns_pres_Cen_Ngt_4_Fam_hh,Nu_pn_pre_Cen_Ngt_4_No_fam_hh,Num_pns_pres_Cen_Ngt_4_Tot,Num_pns_pres_Cen_Ngt_5_Fam_hh,Nu_pn_pre_Cen_Nt_5_Non_fam_hh,Nu_pn_pre_Cen_Ngt_5_Tot,Num_pn_pres_Cen_Ngt_6m_Fam_hh,Nu_pn_pre_Ce_Ngt_6m_No_fam_hh,Num_pns_pres_Cen_Ngt_6m_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
501021016,46,481,525,568,79,651,177,12,194,166,12,176,84,0,84,56,5,58,1101,585,1692
501021251,84,593,680,911,114,1028,599,27,628,626,12,642,311,8,316,105,5,112,2639,759,3398
501021252,33,118,147,368,33,397,155,5,163,194,4,195,63,0,63,48,0,48,852,156,1012
501021253,124,2078,2208,1713,303,2022,624,63,686,521,25,546,187,13,196,62,0,63,3237,2483,5721
501021254,50,788,836,615,104,722,269,37,312,224,13,233,100,8,109,49,4,51,1299,966,2259
501031017,80,832,912,1050,178,1234,293,25,321,282,19,303,140,17,151,59,3,60,1910,1079,2984
501031018,72,603,674,916,121,1033,252,31,279,265,15,282,123,4,129,63,11,71,1691,778,2470
501031019,44,748,789,690,95,787,258,28,281,228,17,247,122,11,126,46,3,54,1387,899,2286
501031020,61,694,751,772,208,984,230,30,261,164,26,192,75,9,88,30,11,41,1335,982,2312
502011021,101,636,738,1205,98,1309,464,14,481,417,11,434,163,4,162,79,4,86,2431,773,3209
502011022,131,1014,1145,1512,161,1676,484,27,510,425,8,434,172,11,181,61,3,63,2782,1224,4007
502011023,91,1367,1455,1320,176,1497,549,28,576,357,27,384,177,4,186,108,8,116,2605,1605,4211
502011024,234,2056,2289,3009,260,3266,1012,46,1054,918,32,952,362,11,374,133,5,139,5669,2403,8074
502011025,127,2228,2350,1421,320,1740,454,78,537,268,21,290,117,17,131,46,3,48,2430,2670,5100
502011026,88,695,787,963,126,1090,324,29,356,266,14,281,119,3,127,57,3,56,1822,880,2703
502011027,223,1376,1600,2273,214,2484,1278,64,1348,1268,37,1298,532,23,552,238,14,247,5808,1724,7531
502011028,125,1542,1663,1663,196,1867,555,37,595,429,30,453,160,8,166,93,8,104,3027,1832,4854
502011029,118,921,1044,1260,144,1409,507,49,549,489,30,517,212,22,234,143,4,150,2730,1178,3909
503011030,34,408,446,726,44,767,325,30,354,486,11,496,227,6,232,59,0,57,1857,501,2359
503011031,87,1386,1473,1177,222,1395,429,51,482,408,17,426,165,5,172,44,4,45,2306,1687,3992
503011032,75,751,822,908,167,1074,392,53,445,405,19,429,196,4,206,53,0,58,2034,991,3025
503011033,61,428,490,788,64,855,459,18,476,684,10,699,301,5,306,79,0,79,2377,523,2902
503011034,86,1312,1397,1099,187,1291,532,45,577,581,26,604,274,19,297,74,0,78,2651,1590,4243
503011035,96,1388,1491,1874,313,2186,851,140,986,1060,74,1136,498,21,516,123,7,128,4505,1944,6453
503011036,61,712,774,932,78,1011,514,32,547,670,30,700,281,6,280,63,0,68,2523,862,3385
503021037,0,3,3,11,5,9,3,0,3,0,0,0,0,0,0,0,0,0,14,4,23
503021038,91,1312,1404,1314,248,1555,647,74,723,787,24,812,228,3,232,39,0,39,3105,1667,4771
503021039,118,2497,2614,2103,385,2483,869,103,966,874,55,927,247,16,266,59,0,59,4270,3048,7314
503021040,77,1237,1313,1103,232,1337,526,111,643,543,33,576,125,9,133,42,3,48,2418,1630,4047
503021042,148,2954,3105,2196,383,2575,886,110,992,878,50,927,270,21,293,61,3,65,4438,3517,7957
503021043,153,2667,2813,2157,388,2542,1003,97,1104,1102,41,1137,372,7,382,68,0,72,4855,3198,8051
503021295,146,2587,2726,1883,521,2397,536,155,691,225,47,270,52,12,61,19,6,20,2850,3322,6171
503021296,148,2420,2569,1558,530,2087,454,182,628,265,59,332,67,13,82,19,6,25,2511,3217,5727
503021297,137,3156,3292,1572,645,2220,410,124,535,155,43,194,35,7,36,6,0,6,2314,3968,6288
504011044,143,1963,2100,1882,289,2171,962,90,1050,845,47,887,272,13,288,112,14,129,4214,2416,6632
504011045,226,2665,2894,2853,451,3299,1587,122,1710,1425,53,1484,384,27,410,131,13,147,6614,3326,9942
504011046,169,2866,3036,1736,466,2206,639,115,760,462,47,518,123,6,132,49,4,53,3185,3516,6697
504011047,188,2264,2452,2664,412,3079,1434,119,1556,1167,61,1231,425,29,447,258,15,267,6134,2902,9037
504011048,47,679,723,985,72,1055,462,10,471,479,8,483,186,4,196,100,0,105,2260,776,3034
504021049,39,211,249,343,35,379,165,15,179,142,4,145,63,4,70,28,0,28,780,268,1050
504021050,67,431,495,900,67,969,420,19,442,458,7,465,181,4,182,51,0,54,2072,534,2608
504021051,42,513,555,684,77,759,351,24,371,309,4,312,143,9,153,54,0,54,1576,631,2206
504021052,0,0,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5
504021053,148,872,1025,1615,116,1736,778,16,800,728,17,744,345,12,356,155,10,163,3771,1045,4819
504021054,105,1445,1541,1630,187,1819,710,53,768,569,32,601,273,14,285,150,14,158,3435,1747,5184
504031055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031056,106,1117,1220,1772,188,1957,1127,54,1182,1110,35,1148,486,24,509,330,11,343,4929,1429,6360
504031057,130,1356,1487,1726,242,1969,1276,81,1360,1309,61,1364,541,21,567,429,9,438,5410,1764,7175
504031058,65,341,405,618,71,699,309,25,333,292,16,313,130,4,136,78,4,78,1495,468,1961
504031060,29,127,152,351,34,383,155,10,162,157,5,159,65,5,70,43,0,43,797,175,967
504031061,60,452,516,651,93,742,366,17,381,295,8,302,112,0,114,44,0,44,1533,571,2104
504031062,112,1009,1114,1168,176,1341,763,58,821,738,35,777,299,13,313,210,9,215,3288,1297,4583
504031063,0,12,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21
504031064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031065,47,743,795,634,91,722,354,38,384,276,16,295,118,8,121,71,0,73,1503,892,2396
504031066,105,2308,2416,1310,339,1647,549,70,619,390,32,427,117,14,133,55,15,68,2531,2778,5307
504031067,72,535,608,706,75,781,449,23,468,439,12,450,162,0,171,91,3,97,1917,653,2565
504031068,119,606,724,1235,96,1341,699,22,723,785,14,801,349,9,355,214,3,217,3402,754,4158
504031069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504031298,154,866,1024,1378,159,1539,1030,45,1077,1082,24,1101,392,12,406,225,8,235,4264,1108,5375
504031299,79,550,630,936,112,1047,766,31,797,723,13,739,291,8,299,185,10,192,2988,716,3702
504031300,134,1272,1402,1628,195,1819,1086,86,1174,1167,39,1210,523,21,543,312,20,328,4844,1637,6473
505011070,126,1052,1183,1304,146,1442,727,50,777,588,13,602,188,3,189,69,9,79,3000,1269,4265
505011071,121,750,867,1475,109,1579,928,36,966,984,19,998,354,5,356,102,0,104,3967,919,4883
505011072,113,932,1046,1715,105,1815,926,31,955,1252,19,1270,412,3,420,119,0,121,4532,1089,5621
505011073,119,1129,1246,1692,171,1865,876,45,917,822,20,846,302,14,315,96,9,107,3911,1380,5296
505011074,97,894,991,1299,133,1424,674,37,712,645,23,665,207,9,221,78,0,84,2998,1096,4095
505011075,98,623,717,1374,64,1440,624,25,649,830,16,843,278,3,277,83,0,89,3283,731,4011
505011076,59,255,313,1009,35,1047,631,4,636,761,8,773,274,7,279,109,0,113,2850,301,3154
505011077,150,1490,1641,1706,267,1967,818,86,907,662,39,700,225,12,243,93,10,106,3655,1905,5562
505011078,100,1052,1152,1571,122,1684,764,14,777,874,9,881,306,3,312,101,0,101,3712,1202,4913
505011079,120,700,819,1349,85,1431,703,34,730,806,16,821,275,6,283,82,5,84,3338,844,4180
505011080,63,342,401,910,61,971,489,24,507,550,9,563,235,5,237,77,3,86,2323,442,2766
505011081,82,640,727,1038,93,1134,554,28,582,575,9,586,183,8,192,46,5,45,2486,779,3266
505011082,64,647,710,1233,73,1305,531,10,546,731,9,743,280,6,284,67,3,70,2904,747,3654
505011083,63,521,585,1141,43,1190,615,15,631,736,4,745,232,0,232,57,0,57,2843,583,3428
505021084,134,2086,2222,1976,268,2240,972,66,1035,856,37,898,281,18,296,119,4,124,4331,2478,6815
505021085,119,2281,2402,1787,438,2230,1190,176,1366,943,99,1041,481,53,529,416,25,440,4931,3075,8008
505021087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
505021088,210,2545,2762,2206,467,2675,1140,150,1290,956,51,1004,216,13,231,80,4,89,4807,3232,8041
505021089,129,1433,1566,2347,224,2566,1204,46,1251,1749,42,1793,534,9,541,147,7,152,6114,1763,7880
505021090,160,2807,2967,2226,563,2787,1267,181,1445,851,71,922,312,32,343,161,14,175,4977,3668,8649
505021091,4,71,74,37,20,56,3,0,3,0,0,0,0,0,0,0,0,0,45,86,133
505021092,280,2824,3107,2241,534,2777,914,184,1097,757,41,799,197,9,209,41,5,46,4431,3600,8030
505021093,110,1640,1751,1752,225,1971,879,61,940,840,34,868,294,12,303,114,5,116,3989,1971,5961
505021094,58,778,829,1048,127,1172,390,39,424,484,13,493,188,0,188,48,3,53,2215,953,3163
505021095,138,2607,2741,1699,346,2046,720,91,811,493,37,531,123,13,133,53,0,50,3223,3089,6314
505021096,90,1225,1313,1527,167,1701,827,41,870,1135,18,1148,353,3,359,98,4,103,4033,1456,5491
505021097,132,2553,2688,2075,324,2399,944,99,1043,857,36,893,274,14,288,102,0,105,4378,3028,7409
505021301,59,973,1033,1281,124,1402,673,26,701,711,17,729,330,3,343,170,9,174,3225,1155,4383
505021302,83,1981,2069,1587,286,1870,772,71,843,645,34,680,216,16,227,74,5,81,3380,2393,5773
505031098,53,833,880,1121,118,1237,674,33,711,616,27,645,348,13,364,238,9,249,3047,1031,4079
505031099,218,1988,2206,2316,282,2600,1430,77,1505,1297,53,1351,609,25,633,323,13,337,6188,2440,8633
505031100,175,911,1080,1518,155,1675,1261,38,1303,1313,35,1344,501,12,516,280,13,289,5051,1164,6212
505031101,132,1166,1298,1435,210,1646,954,59,1012,753,38,794,319,14,335,155,3,158,3744,1499,5240
505031102,48,1025,1079,829,163,989,463,68,532,414,29,443,203,9,211,179,6,187,2130,1312,3440
505031104,58,777,831,972,103,1075,604,35,643,586,22,604,281,5,290,188,4,192,2691,946,3633
505031105,208,1070,1278,2234,161,2397,1322,51,1369,1410,32,1438,515,22,538,209,4,215,5895,1339,7231
505031106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
505031107,120,805,929,1241,84,1320,831,33,866,916,22,939,415,10,424,178,3,183,3699,968,4669
505031255,166,873,1038,1295,117,1414,998,37,1027,923,32,952,341,18,353,128,0,136,3847,1074,4919
505031256,4,41,47,68,10,76,40,4,40,38,0,44,15,0,22,13,0,18,180,68,243
505031257,56,348,403,409,60,468,198,15,216,189,9,190,87,6,94,51,10,64,992,440,1435
505031258,119,745,864,1120,129,1247,667,42,713,585,26,613,290,17,306,148,0,150,2926,965,3889
505031303,109,826,942,1364,126,1485,843,36,876,882,20,905,347,4,349,125,4,129,3668,1018,4687
505031304,99,473,570,1028,63,1087,990,22,1011,1294,24,1318,451,7,455,265,8,276,4123,600,4722
505031305,63,708,773,1131,89,1221,828,21,858,1144,18,1163,404,5,413,200,3,205,3779,850,4629
505031306,148,1356,1507,1582,183,1766,910,51,960,844,26,871,307,11,319,152,3,159,3946,1630,5577
506011110,167,2755,2924,2356,446,2798,1332,129,1462,1017,69,1085,513,41,552,355,30,385,5741,3469,9209
506011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506011112,30,595,628,617,91,705,368,31,396,262,16,279,109,8,118,104,6,113,1492,745,2239
506011114,90,1291,1380,1260,199,1459,592,58,650,470,28,505,201,20,219,119,6,121,2735,1601,4333
506011115,78,571,647,1097,99,1192,470,9,483,398,11,410,191,3,196,127,4,132,2356,706,3059
506011116,66,432,500,946,53,1003,423,11,432,441,7,446,174,7,181,82,0,86,2133,509,2645
506011117,79,667,739,873,114,990,644,53,698,692,42,733,334,19,355,237,4,245,2864,900,3766
506011307,69,384,460,783,71,857,758,27,785,1030,15,1046,373,6,374,135,5,138,3145,511,3654
506011308,96,589,682,1051,105,1154,1046,35,1087,1376,37,1402,471,12,482,237,5,239,4270,777,5045
506021118,135,1972,2111,1691,387,2079,845,125,968,620,72,693,263,26,295,126,9,136,3687,2598,6285
506021119,147,2271,2421,1978,507,2486,1026,206,1233,822,77,900,213,29,237,100,17,117,4286,3107,7393
506021120,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
506021121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506021123,161,2562,2728,2076,474,2552,841,162,997,684,55,741,180,24,200,58,14,70,4003,3290,7290
506021309,82,1102,1178,874,214,1089,536,75,604,412,43,450,163,13,174,110,10,120,2164,1451,3614
506021310,68,867,937,763,150,918,411,61,471,369,24,393,152,10,161,102,3,107,1859,1114,2979
506021311,134,1949,2076,1374,348,1721,526,112,633,403,45,451,128,16,145,80,3,83,2644,2471,5110
506031124,128,2682,2804,1812,519,2330,924,309,1236,811,225,1032,347,98,453,194,60,252,4205,3897,8106
506031125,50,330,379,953,55,1005,673,16,692,702,10,712,293,4,299,164,4,170,2834,418,3252
506031126,0,4,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10
506031127,134,1905,2044,1676,417,2089,1224,220,1438,1069,123,1190,460,46,512,336,23,360,4891,2732,7627
506031128,128,1439,1567,1644,180,1825,862,62,923,794,31,823,270,16,285,131,0,131,3827,1735,5555
506031129,72,1023,1090,1388,114,1505,806,28,838,1047,26,1072,432,14,445,155,5,160,3904,1204,5109
506031130,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18
506031131,78,864,945,1499,121,1618,1162,43,1209,1582,24,1602,593,11,607,265,5,269,5180,1065,6249
506041132,101,1868,1970,1802,325,2126,1172,134,1301,1023,85,1103,511,35,542,374,26,399,4975,2477,7458
506041133,132,910,1046,1809,151,1960,1407,70,1473,1766,37,1807,687,16,707,390,5,394,6186,1196,7382
506041134,129,2620,2749,2006,367,2376,1118,121,1239,995,65,1062,490,38,528,337,16,359,5083,3235,8315
506041135,125,968,1094,1671,176,1845,1315,55,1366,1593,36,1626,672,25,698,396,7,401,5764,1269,7033
506041136,105,1487,1589,1298,267,1567,767,86,854,727,55,778,380,24,406,314,17,326,3585,1935,5517
506041137,147,1756,1905,2573,305,2878,1452,96,1549,1263,59,1322,587,24,618,378,16,396,6405,2267,8664
506051138,167,1689,1857,1984,257,2238,1152,75,1222,1191,55,1246,512,19,532,230,16,250,5231,2107,7336
506051139,116,1161,1274,1410,161,1566,767,35,806,620,14,639,284,11,294,122,6,121,3312,1394,4702
506051140,140,1242,1381,2142,142,2285,845,29,876,831,18,847,338,5,341,147,4,154,4447,1434,5879
506051141,60,727,782,1300,91,1385,623,13,633,723,9,733,338,3,338,132,4,140,3168,845,4012
506061142,161,1005,1162,1685,180,1859,1256,46,1298,1341,25,1362,589,16,604,361,12,374,5386,1277,6663
506061143,64,307,369,724,70,800,378,16,401,400,11,417,216,15,225,147,0,152,1937,428,2361
506061144,41,283,326,546,58,600,212,22,230,202,13,210,98,5,102,74,4,75,1166,383,1553
506071145,122,2420,2543,2024,393,2416,765,133,902,608,40,654,170,14,178,48,0,55,3743,3000,6746
506071146,74,896,968,1183,179,1359,652,70,721,662,28,691,240,22,263,95,13,109,2903,1202,4110
506071147,146,2552,2701,2267,424,2695,841,130,974,849,32,882,259,11,271,74,5,80,4449,3152,7602
507011148,167,991,1155,1835,189,2023,1441,50,1486,1691,33,1724,596,21,614,213,3,212,5945,1279,7218
507011150,0,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13
507011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507011152,75,786,857,1142,118,1261,616,25,645,621,13,631,234,14,249,78,6,86,2769,968,3736
507011153,67,1140,1213,1019,172,1190,538,42,586,415,30,441,138,6,146,62,6,64,2242,1395,3639
507011154,138,1748,1888,1394,282,1676,670,82,760,466,42,500,151,14,160,71,10,77,2889,2167,5054
507011155,0,26,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,32
507011158,31,399,437,571,64,635,197,13,205,182,5,183,66,0,70,19,0,19,1063,486,1546
507011159,100,1303,1406,1394,223,1621,707,75,775,622,36,659,200,7,212,106,10,116,3134,1655,4789
507011160,101,1423,1526,1421,193,1611,708,41,752,545,24,569,180,7,185,87,7,85,3035,1691,4732
507011161,169,1095,1268,1525,177,1710,1165,72,1237,1265,28,1293,422,9,432,197,5,199,4745,1386,6132
507011163,71,639,704,818,98,917,475,29,504,500,5,512,159,15,171,73,5,82,2102,785,2887
507011259,94,650,742,1009,134,1140,628,30,651,683,25,707,269,10,279,105,3,109,2777,840,3623
507011260,20,129,143,299,15,316,161,6,166,147,0,147,73,0,79,19,0,19,724,153,875
507021164,53,791,846,875,122,999,423,31,455,487,12,501,164,7,173,49,0,49,2058,968,3022
507021165,184,2922,3108,2128,558,2682,847,152,1002,652,60,717,190,14,203,41,9,55,4042,3725,7769
507021166,154,1861,2015,1855,347,2202,870,102,968,788,58,845,265,18,282,95,11,106,4021,2390,6413
507021167,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9
507031169,157,993,1150,1363,202,1564,1135,61,1200,1161,36,1205,550,17,562,280,17,289,4650,1323,5974
507031170,63,1018,1073,774,154,927,392,38,437,308,23,327,164,11,175,108,9,112,1795,1254,3053
507031172,0,9,9,8,0,5,0,0,0,6,0,6,0,0,0,0,0,0,7,11,24
507031173,0,11,13,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,4,15,27
507031174,104,1367,1469,1194,216,1407,634,53,688,549,35,582,242,24,264,146,6,154,2866,1703,4565
507031261,76,396,467,772,81,859,541,29,573,525,17,539,182,8,194,102,0,103,2206,528,2732
507041175,88,1031,1123,1440,144,1588,683,52,733,738,30,764,269,11,280,85,0,88,3300,1265,4566
507041176,17,211,230,391,33,428,219,12,230,253,8,257,110,4,116,38,3,42,1036,266,1299
507041177,140,2110,2249,1780,262,2037,833,51,881,813,16,826,267,14,274,60,0,57,3886,2449,6331
507041178,113,1549,1655,1795,190,1985,867,60,930,981,30,1016,350,14,361,130,0,135,4233,1838,6079
507041179,48,651,700,847,68,918,467,24,488,523,8,529,207,7,207,85,0,85,2177,754,2931
507041180,69,560,628,1287,58,1347,700,17,719,777,7,787,273,3,280,93,3,97,3201,655,3856
507041181,100,1577,1680,1879,197,2081,994,48,1046,1172,26,1198,427,18,446,118,0,120,4699,1865,6561
507041182,68,982,1049,1559,174,1732,708,83,791,645,47,685,247,15,264,83,18,95,3310,1313,4621
507041183,48,713,759,573,116,688,273,30,300,314,27,337,104,12,110,26,7,36,1331,899,2230
507041184,31,196,227,669,30,700,384,16,400,404,4,413,167,0,169,91,0,93,1751,248,1999
507051186,82,970,1046,1048,172,1223,479,40,514,351,15,369,166,17,188,103,8,108,2236,1221,3454
507051187,139,782,925,1347,121,1465,830,41,871,792,30,821,339,15,356,187,9,195,3629,1005,4638
507051188,188,3082,3264,2224,370,2593,758,60,819,516,25,545,200,16,214,100,5,105,3987,3550,7536
507051189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507051190,129,1571,1699,1588,196,1791,693,47,745,525,22,550,207,6,210,93,0,92,3241,1841,5085
507051191,249,1042,1295,1931,180,2107,1373,59,1428,1494,36,1531,683,24,699,268,3,271,5993,1346,7336
507051192,126,1087,1220,1413,171,1586,764,50,814,642,29,675,276,20,290,145,10,155,3366,1369,4744
507051193,103,918,1022,1220,154,1374,642,38,678,575,26,598,219,8,227,144,9,154,2897,1157,4050
507051312,128,828,955,1105,141,1247,708,50,754,673,45,714,307,10,314,153,9,164,3076,1076,4154
507051313,271,1310,1580,2242,235,2480,1567,88,1645,1787,57,1845,743,29,774,352,10,360,6964,1732,8693
507051314,23,95,117,182,16,193,146,7,151,133,7,140,55,0,54,31,0,32,569,126,692
509011225,126,2415,2545,2006,336,2345,705,80,783,529,33,561,213,16,231,122,5,128,3699,2886,6593
509011226,37,361,394,476,67,546,185,20,201,157,12,175,82,8,85,43,4,46,979,469,1447
509011227,37,435,475,736,68,804,273,27,300,286,5,290,104,4,107,44,0,43,1479,541,2019
509011228,100,818,915,829,218,1050,282,58,340,225,34,263,114,14,128,45,9,54,1594,1148,2745
509011229,23,353,372,348,71,421,106,23,128,144,12,159,57,9,67,24,5,28,710,473,1178
509011230,33,501,530,512,99,616,217,33,250,173,20,190,84,12,97,76,13,95,1098,686,1781
509011231,22,529,558,527,106,630,178,21,200,155,19,173,86,9,91,44,7,53,1012,682,1692
509011232,40,336,374,496,54,545,155,11,167,157,8,166,77,0,75,19,0,19,952,399,1355
509011233,74,1020,1095,1271,196,1466,589,53,645,569,22,584,270,9,273,175,7,180,2940,1309,4247
509011234,63,590,649,739,131,863,273,25,299,175,22,200,88,15,106,67,9,73,1403,788,2187
509011235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
509021236,62,344,414,705,82,788,322,28,349,262,22,284,143,3,152,99,5,103,1605,489,2092
509021237,35,511,547,461,125,581,143,30,175,135,29,165,56,9,63,38,8,50,870,706,1578
509021238,37,621,658,522,117,645,167,15,183,126,10,137,81,4,85,22,0,22,962,775,1733
509021239,127,1032,1155,1264,342,1601,368,54,421,301,46,348,132,11,141,96,7,103,2282,1485,3768
509021240,42,650,693,603,156,749,223,45,265,183,27,203,89,14,103,37,4,40,1174,889,2065
509021241,45,538,584,500,137,639,209,33,248,180,35,217,84,12,98,39,13,51,1059,769,1830
509021242,24,501,527,387,110,495,115,20,137,77,11,89,38,14,56,24,0,20,672,646,1322
509021243,121,1298,1418,1334,234,1567,511,56,567,448,56,501,214,31,244,149,16,165,2777,1683,4456
509021244,67,536,603,705,146,846,199,30,231,137,17,154,79,9,87,41,4,42,1229,738,1970
509021245,67,750,818,797,170,971,239,27,269,148,19,163,75,7,81,39,3,47,1373,976,2348
509031246,36,457,495,514,84,599,141,22,165,122,13,135,54,5,64,33,0,34,911,579,1490
509031247,44,526,570,544,144,692,164,31,195,167,15,184,92,18,110,27,0,29,1035,738,1778
509031248,30,249,282,300,52,353,114,14,130,106,13,119,46,4,50,21,0,23,615,341,957
509031249,38,662,703,513,113,622,206,38,244,152,19,174,82,11,92,35,0,37,1023,841,1869
509031250,54,606,662,704,136,845,195,22,215,183,18,200,79,23,98,45,7,49,1253,809,2064
510011262,159,1363,1524,1036,1490,2525,694,268,966,687,208,891,369,93,460,259,57,321,3201,3480,6679
510011263,42,862,903,411,682,1091,220,89,310,197,72,269,151,53,203,223,30,250,1243,1782,3027
510011264,4,408,417,148,295,441,133,34,165,106,28,132,77,14,94,176,15,191,642,789,1440
510011265,64,1045,1114,530,920,1450,301,137,432,270,122,391,154,66,220,175,26,199,1488,2320,3806
510011266,10,311,319,141,884,1026,84,47,131,94,74,165,68,37,110,71,10,75,467,1364,1825
510021267,7,300,300,67,307,378,40,14,56,47,20,68,43,3,49,93,4,95,298,648,948
510021268,40,532,571,323,109,431,203,37,243,212,38,250,106,12,118,64,15,80,942,748,1687
510021269,51,648,700,351,245,601,193,48,244,216,40,251,92,11,105,50,4,52,955,1003,1956
510021270,115,1255,1373,807,347,1155,535,123,660,475,79,557,261,44,305,204,19,229,2410,1872,4279
510031271,61,775,836,423,706,1129,209,79,285,255,74,325,152,30,183,70,26,94,1166,1699,2862
510031272,176,1494,1668,1181,619,1802,769,187,959,977,162,1142,459,84,533,222,42,265,3774,2595,6372
510031273,28,415,446,319,421,738,190,41,232,212,41,254,134,24,161,71,15,86,960,960,1916
511011274,137,1495,1631,1401,370,1770,566,78,640,497,65,563,238,40,274,109,13,119,2950,2055,5009
511011275,53,516,566,453,119,578,169,22,196,158,12,172,70,8,77,38,4,42,943,685,1628
511021276,50,679,728,487,609,1099,205,60,267,194,63,256,67,33,106,58,16,75,1065,1461,2529
511021277,62,844,910,448,2027,2477,175,186,361,200,226,422,91,76,167,58,59,117,1039,3412,4453
511031278,62,956,1021,630,291,924,311,81,393,293,65,366,147,30,179,87,11,100,1522,1449,2972
511031279,91,1527,1614,1216,331,1553,694,84,775,625,43,671,315,28,338,181,3,180,3122,2014,5128
511031280,83,836,917,862,163,1018,501,59,561,493,23,517,214,20,227,99,12,105,2248,1103,3347
511031281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
