SA2_CODE_2021,Uses_Eng_on_M,Uses_Eng_on_F,Uses_Eng_on_P,Uses_othr_lang_Afrikaans_M,Uses_othr_lang_Afrikaans_F,Uses_othr_lang_Afrikaans_P,Uses_othr_lang_Arabic_M,Uses_othr_lang_Arabic_F,Uses_othr_lang_Arabic_P,Uses_othr_lang_Aus_Ind_lang_M,Uses_othr_lang_Aus_Ind_lang_F,Uses_othr_lang_Aus_Ind_lang_P,Uses_othr_lan_Chin_lan_Cant_M,Uses_othr_lan_Chin_lan_Cant_F,Uses_othr_lan_Chin_lan_Cant_P,Uses_othr_lan_Chin_lan_Mand_M,Uses_othr_lan_Chin_lan_Mand_F,Uses_othr_lan_Chin_lan_Mand_P,Uses_othr_lan_Chin_lan_othr_M,Uses_othr_lan_Chin_lan_othr_F,Uses_othr_lan_Chin_lan_othr_P,Uses_othr_lan_Chin_lan_Tot_M,Uses_othr_lan_Chin_lan_Tot_F,Uses_othr_lan_Chin_lan_Tot_P,Uses_othr_lang_Croatian_M,Uses_othr_lang_Croatian_F,Uses_othr_lang_Croatian_P,Uses_othr_lang_French_M,Uses_othr_lang_French_F,Uses_othr_lang_French_P,Uses_othr_lang_German_M,Uses_othr_lang_German_F,Uses_othr_lang_German_P,Uses_othr_lang_Greek_M,Uses_othr_lang_Greek_F,Uses_othr_lang_Greek_P,Us_oth_lan_Indo_Ary_lan_Ben_M,Us_oth_lan_Indo_Ary_lan_Ben_F,Us_oth_lan_Indo_Ary_lan_Ben_P,Us_oth_lan_Indo_Ary_lan_Guj_M,Us_oth_lan_Indo_Ary_lan_Guj_F,Us_oth_lan_Indo_Ary_lan_Guj_P,Us_oth_lan_Indo_Ary_lan_Hin_M,Us_oth_lan_Indo_Ary_lan_Hin_F,Us_oth_lan_Indo_Ary_lan_Hin_P,Us_oth_lan_Indo_Ary_lan_Nep_M,Us_oth_lan_Indo_Ary_lan_Nep_F,Us_oth_lan_Indo_Ary_lan_Nep_P,Us_oth_lan_Ind_Ary_lan_Punj_M,Us_oth_lan_Ind_Ary_lan_Punj_F,Us_oth_lan_Ind_Ary_lan_Punj_P,Us_oth_lan_Ind_Ary_lan_Sinh_M,Us_oth_lan_Ind_Ary_lan_Sinh_F,Us_oth_lan_Ind_Ary_lan_Sinh_P,Us_oth_lan_Indo_Ary_lan_Urd_M,Us_oth_lan_Indo_Ary_lan_Urd_F,Us_oth_lan_Indo_Ary_lan_Urd_P,Us_oth_lan_Indo_Ary_lan_oth_M,Us_oth_lan_Indo_Ary_lan_oth_F,Us_oth_lan_Indo_Ary_lan_oth_P,Us_oth_lan_Indo_Ary_lan_Tot_M,Us_oth_lan_Indo_Ary_lan_Tot_F,Us_oth_lan_Indo_Ary_lan_Tot_P,Uses_othr_lang_Italian_M,Uses_othr_lang_Italian_F,Uses_othr_lang_Italian_P,Uses_othr_lang_Japanese_M,Uses_othr_lang_Japanese_F,Uses_othr_lang_Japanese_P,Uses_othr_lang_Khmer_M,Uses_othr_lang_Khmer_F,Uses_othr_lang_Khmer_P,Uses_othr_lang_Korean_M,Uses_othr_lang_Korean_F,Uses_othr_lang_Korean_P,Uses_othr_lang_Macedonian_M,Uses_othr_lang_Macedonian_F,Uses_othr_lang_Macedonian_P,Uses_othr_lang_Malayalam_M,Uses_othr_lang_Malayalam_F,Uses_othr_lang_Malayalam_P,Us_oth_lan_Persian_ex_Dari_M,Us_oth_lan_Persian_ex_Dari_F,Us_oth_lan_Persian_ex_Dari_P,Uses_othr_lang_Polish_M,Uses_othr_lang_Polish_F,Uses_othr_lang_Polish_P,Uses_othr_lang_Portugese_M,Uses_othr_lang_Portugese_F,Uses_othr_lang_Portugese_P,Uses_othr_lang_Russian_M,Uses_othr_lang_Russian_F,Uses_othr_lang_Russian_P,Uses_othr_lang_Samoan_M,Uses_othr_lang_Samoan_F,Uses_othr_lang_Samoan_P,Uses_othr_lang_Serbian_M,Uses_othr_lang_Serbian_F,Uses_othr_lang_Serbian_P,Us_oth_la_SE_As_Au_la_Fili_M,Us_oth_la_SE_As_Au_la_Fili_F,Us_oth_la_SE_As_Au_la_Fili_P,Us_oth_la_SE_As_Au_la_Indo_M,Us_oth_la_SE_As_Au_la_Indo_F,Us_oth_la_SE_As_Au_la_Indo_P,Us_oth_la_SE_As_Au_la_Tag_M,Us_oth_la_SE_As_Au_la_Tag_F,Us_oth_la_SE_As_Au_la_Tag_P,Us_oth_la_SE_As_Au_la_oth_M,Us_oth_la_SE_As_Au_la_oth_F,Us_oth_la_SE_As_Au_la_oth_P,Us_oth_la_SE_As_Au_la_Tot_M,Us_oth_la_SE_As_Au_la_Tot_F,Us_oth_la_SE_As_Au_la_Tot_P,Uses_othr_lang_Spanish_M,Uses_othr_lang_Spanish_F,Uses_othr_lang_Spanish_P,Uses_othr_lang_Tamil_M,Uses_othr_lang_Tamil_F,Uses_othr_lang_Tamil_P,Uses_othr_lang_Thai_M,Uses_othr_lang_Thai_F,Uses_othr_lang_Thai_P,Uses_othr_lang_Turkish_M,Uses_othr_lang_Turkish_F,Uses_othr_lang_Turkish_P,Uses_othr_lang_Vietnamese_M,Uses_othr_lang_Vietnamese_F,Uses_othr_lang_Vietnamese_P,Uses_othr_lang_Other_M,Uses_othr_lang_Other_F,Uses_othr_lang_Other_P,Uses_othr_lang_Tot_M,Uses_othr_lang_Tot_F,Uses_othr_lang_Tot_P,Lang_used_home_ns_M,Lang_used_home_ns_F,Lang_used_home_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
501021011,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11
501021012,5005,5351,10360,35,46,78,7,7,12,8,10,17,0,6,10,29,36,65,0,3,3,29,42,82,0,0,0,8,6,15,4,6,12,5,5,8,3,0,6,3,3,5,5,0,3,6,4,7,22,17,34,3,3,10,8,5,9,0,0,0,44,38,82,28,32,60,4,10,12,0,0,3,13,15,28,0,0,0,15,20,32,5,10,18,12,6,20,0,7,9,3,5,6,0,0,0,0,0,0,3,11,18,4,4,11,17,30,49,24,27,56,55,81,133,19,6,29,3,10,13,9,18,27,0,0,0,4,16,17,110,95,207,426,484,901,255,273,528,7,4,17,5697,6115,11811
501021014,3896,3749,7647,15,10,29,6,4,3,10,11,12,4,4,4,46,43,96,0,0,0,48,47,99,0,0,4,10,9,12,4,3,14,0,0,5,0,0,0,0,0,0,3,11,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,17,111,124,237,4,6,14,0,3,4,3,8,10,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,3,0,0,0,0,0,0,95,96,192,0,4,5,59,55,114,46,41,85,205,193,396,4,7,8,0,0,0,3,6,4,0,0,0,3,3,7,67,71,136,511,508,1011,286,236,524,12,6,23,4711,4496,9207
501021015,2846,3064,5911,6,0,5,4,9,11,0,0,0,11,15,24,55,60,118,0,0,0,67,78,141,0,0,3,0,0,3,4,9,10,3,15,26,0,0,4,0,0,0,4,3,13,8,7,14,20,25,42,0,0,0,0,0,0,0,0,0,38,32,72,45,47,89,8,0,8,0,0,0,3,10,12,0,0,0,12,7,19,5,6,7,7,12,15,0,0,4,3,5,6,0,0,0,0,0,0,38,33,70,7,8,16,24,36,62,17,15,28,82,87,171,8,3,16,0,0,3,4,16,21,0,0,0,13,22,28,33,42,68,338,393,736,132,140,275,4,8,17,3323,3608,6930
501021016,1730,1794,3521,5,5,6,3,0,6,6,7,14,0,0,0,0,9,9,4,0,3,0,7,10,0,0,0,7,5,10,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,56,46,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,12,6,21,6,0,8,11,8,18,0,3,6,27,24,50,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,15,11,21,138,119,260,170,145,313,4,0,5,2042,2064,4098
501021251,3771,4082,7852,133,150,282,26,25,48,6,11,14,5,0,7,20,20,40,0,0,0,18,26,48,3,0,3,11,16,19,8,5,12,0,7,6,12,10,21,4,0,0,3,6,15,5,0,4,9,0,7,4,3,5,24,20,45,4,3,9,65,57,123,12,9,28,5,4,7,0,0,0,4,9,5,0,0,0,62,52,107,4,0,10,0,12,12,3,6,11,19,29,51,0,0,0,0,0,0,47,56,102,3,0,4,67,70,136,18,20,34,134,150,285,5,18,23,0,7,11,5,6,7,0,0,0,4,3,9,84,104,187,613,691,1304,143,159,303,3,3,8,4531,4934,9464
501021252,1330,1359,2688,35,19,51,0,0,0,4,8,9,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,5,3,9,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,0,0,0,0,11,8,0,0,0,3,4,10,15,17,31,70,81,147,22,20,41,0,4,4,1426,1465,2885
501021253,5226,5611,10837,27,22,41,28,20,53,4,4,7,9,17,30,31,48,85,4,5,9,46,73,119,0,8,6,14,20,28,8,13,27,3,7,10,5,4,5,8,6,18,14,8,23,17,14,32,21,17,42,9,10,21,14,16,26,0,0,0,90,77,171,53,65,121,8,14,23,5,0,8,14,10,25,0,0,7,3,6,12,10,8,15,13,12,22,18,10,23,3,8,11,0,0,0,0,3,3,16,22,41,11,15,24,16,26,48,0,6,11,48,71,119,23,26,52,15,5,18,3,12,14,0,0,0,9,14,20,98,87,185,532,581,1116,368,289,655,14,13,29,6141,6496,12639
501021254,2104,2165,4269,8,11,19,3,0,7,3,17,19,0,3,3,5,19,26,0,0,0,9,18,27,4,5,8,11,6,20,4,3,5,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,5,7,12,13,20,0,0,4,0,0,0,6,0,6,0,0,0,6,5,9,0,0,0,0,5,5,5,9,8,5,5,13,0,0,0,0,0,0,18,18,30,9,13,25,12,20,36,6,12,22,50,58,109,8,3,10,0,0,0,0,6,11,0,0,0,5,6,13,29,46,81,173,215,392,179,181,358,4,0,10,2467,2558,5023
501031017,3079,3114,6191,4,7,15,0,0,0,4,3,4,0,0,0,4,0,0,0,0,0,4,0,5,0,0,0,5,9,14,20,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,3,0,0,0,5,6,13,13,9,23,3,11,17,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,5,6,5,0,0,0,8,10,20,0,0,5,10,19,24,0,0,4,0,0,0,0,8,13,0,0,0,3,10,9,24,36,58,101,124,232,294,242,541,0,3,4,3483,3483,6967
501031018,2606,2698,5310,6,6,9,0,3,6,5,4,9,3,8,9,9,22,32,0,0,0,14,24,38,0,0,0,4,0,8,9,15,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,5,4,7,23,23,54,0,0,4,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,5,10,11,0,4,4,3,14,16,0,7,7,0,0,0,6,6,7,0,0,0,9,10,17,40,37,78,141,163,302,177,148,325,7,20,31,2930,3036,5964
501031019,2302,2342,4642,0,0,3,3,0,5,8,10,20,4,0,7,5,4,9,0,0,0,7,8,18,0,0,0,8,12,13,8,5,16,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,34,21,50,0,0,0,0,0,0,0,5,5,25,21,45,10,3,13,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,7,5,9,0,9,10,3,0,3,12,23,38,0,4,4,3,7,3,0,0,0,0,0,0,0,0,0,57,42,100,177,161,340,149,150,299,18,3,19,2644,2656,5298
501031020,2264,2173,4442,0,0,5,0,0,0,3,4,6,0,0,3,16,21,37,0,3,8,22,30,50,4,0,4,11,10,23,23,22,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,3,0,0,0,0,0,0,7,0,11,9,14,29,0,0,0,0,0,0,0,0,0,10,6,8,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,9,7,16,0,0,4,3,4,11,12,4,20,22,19,38,0,5,9,0,0,0,0,0,3,0,0,0,0,0,0,47,36,85,158,163,319,286,277,561,14,18,38,2728,2623,5354
502011021,3574,3706,7283,21,38,62,0,0,0,0,8,13,3,0,3,6,7,10,0,0,0,6,7,15,4,0,6,13,8,18,5,16,22,0,0,3,0,0,0,0,0,0,6,4,7,0,0,0,0,0,5,0,0,4,3,4,6,0,0,0,7,6,13,11,9,15,3,0,6,0,0,0,0,0,0,0,0,3,7,6,8,0,0,0,3,12,14,0,3,6,4,4,5,0,0,0,0,0,7,0,11,10,9,16,26,0,8,8,0,3,4,14,32,48,8,8,18,0,0,0,9,12,20,0,0,0,0,7,8,38,53,96,162,229,396,106,123,235,3,5,5,3844,4068,7918
502011022,4024,4355,8375,17,25,37,6,0,0,0,0,0,4,0,3,9,9,23,0,0,0,15,11,26,3,0,3,6,15,25,3,9,20,10,3,17,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,4,7,9,18,9,29,0,5,6,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,9,0,0,3,0,0,4,0,3,13,8,15,24,10,13,22,5,8,17,24,49,71,5,6,10,0,0,0,13,27,40,0,0,0,0,9,9,36,52,93,170,247,420,137,115,251,8,11,18,4335,4731,9064
502011023,3936,4492,8425,11,12,24,0,4,6,18,16,30,3,15,15,5,15,21,0,6,6,10,29,40,0,0,0,0,0,0,14,16,27,6,3,4,0,0,0,0,0,0,0,0,5,13,8,14,10,6,19,8,6,14,0,0,0,0,0,0,28,23,51,18,9,24,0,0,0,0,6,6,0,0,0,0,0,0,0,5,10,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,0,0,21,36,57,6,13,18,25,30,60,3,9,14,51,97,145,3,4,13,3,3,0,10,36,48,0,0,0,0,8,6,58,78,133,224,348,574,269,356,630,3,3,8,4439,5198,9632
502011024,7934,8935,16869,85,87,170,10,10,21,17,25,42,15,10,26,10,24,38,0,0,4,27,44,63,3,0,8,11,14,27,22,32,53,4,4,9,0,0,0,0,0,5,12,13,17,0,0,4,20,14,29,3,4,5,0,0,0,0,3,8,32,36,64,24,28,43,8,18,27,0,0,3,8,11,24,0,4,4,3,3,13,14,16,23,7,5,16,15,18,35,10,18,26,0,4,11,3,9,10,16,28,43,12,21,33,15,39,56,6,10,17,47,96,148,11,13,24,0,0,0,9,40,52,0,0,3,12,23,35,104,119,219,481,668,1152,272,315,587,9,12,26,8699,9927,18626
502011025,3827,4282,8103,11,14,25,7,5,11,0,5,0,8,10,14,14,41,60,0,0,0,27,56,77,7,4,13,7,4,8,9,5,10,3,5,5,3,6,8,9,3,8,16,19,41,8,8,16,33,32,65,9,3,10,12,16,21,3,0,5,89,91,179,23,19,38,6,6,8,0,3,3,5,10,17,0,0,0,4,4,14,3,6,10,3,7,6,4,3,7,6,5,9,0,3,3,0,0,0,25,34,52,7,17,28,33,39,75,0,3,6,65,92,153,10,15,21,0,4,3,14,26,38,0,0,0,8,14,20,63,77,137,373,465,839,495,545,1035,3,3,3,4690,5288,9982
