SAL_CODE_2021,P_15_19_Mgrs,P_15_19_Profnls,P_15_19_Techs_trades_workers,P_15_19_Comm_psnl_serv_wrkrs,P_15_19_Cler_admin_wrkrs,P_15_19_Sales_wrkrs,P_15_19_Mach_oper_dvrs,P_15_19_Labrs,P_15_19_Inad_desc_Ns,P_15_19_Tot,P_20_24_Mgrs,P_20_24_Profnls,P_20_24_Techs_trades_wrkrs,P_20_24_Comm_psnl_serv_wrkrs,P_20_24_Cler_admin_wrkrs,P_20_24_Sales_wrkrs,P_20_24_Mach_oper_dvrs,P_20_24_Labrs,P_20_24_Inad_desc_Ns,P_20_24_Tot,P_25_34_Mgrs,P_25_34_Profnls,P_25_34_Techs_trades_wrkrs,P_25_34_Comm_psnl_serv_wrkrs,P_25_34_Cler_admin_wrkrs,P_25_34_Sales_wrkrs,P_25_34_Mach_oper_dvrs,P_25_34_Labrs,P_25_34_Inad_desc_Ns,P_25_34_Tot,P_35_44_Mgrs,P_35_44_Profnls,P_35_44_Techs_trades_wrkrs,P_35_44_Comm_psnl_serv_wrkrs,P_35_44_Cler_admin_wrkrs,P_35_44_Sales_wrkrs,P_35_44_Mach_oper_dvrs,P_35_44_Labrs,P_35_44_Inad_desc_Ns,P_35_44_Tot,P_45_54_Mgrs,P_45_54_Profnls,P_45_54_Techs_trades_wrkrs,P_45_54_Comm_psnl_serv_wrkrs,P_45_54_Cler_admin_wrkrs,P_45_54_Sales_wrkrs,P_45_54_Mach_oper_dvrs,P_45_54_Labrs,P_45_54_Inad_desc_Ns,P_45_54_Tot,P_55_64_Mgrs,P_55_64_Profnls,P_55_64_Techs_trades_wrkrs,P_55_64_Comm_psnl_serv_wrkrs,P_55_64_Cler_admin_wrkrs,P_55_64_Sales_wrkrs,P_55_64_Mach_oper_dvrs,P_55_64_Labrs,P_55_64_Inad_desc_Ns,P_55_64_Tot,P_65_74_Mgrs,P_65_74_Profnls,P_65_74_Techs_trades_wrkrs,P_65_74_Comm_psnl_serv_wrkrs,P_65_74_Cler_admin_wrkrs,P_65_74_Sales_wrkrs,P_65_74_Mach_oper_dvrs,P_65_74_Labrs,P_65_74_Inad_desc_Ns,P_65_74_Tot,P_75_84_Mgrs,P_75_84_Profnls,P_75_84_Techs_trades_wrkrs,P_75_84_Comm_psnl_serv_wrkrs,P_75_84_Cler_admin_wrkrs,P_75_84_Sales_wrkrs,P_75_84_Mach_oper_dvrs,P_75_84_Labrs,P_75_84_Inad_desc_Ns,P_75_84_Tot,P_85_yr_over_Mgrs,P_85_yr_over_Profnls,P_85ov_Techs_trades_wrkrs,P_85ov_Com_psnl_serv_wrkrs,P_85_yr_over_Cler_admin_wrkrs,P_85_yr_over_Sales_wrkrs,P_85_yr_over_Mach_oper_dvrs,P_85_yr_over_Labrs,P_85_yr_over_Inad_desc_Ns,P_85_yr_over_Tot,P_Tot_Mgrs,P_Tot_Profnls,P_Tot_Techs_trades_wrkrs,P_Tot_Comm_psnl_serv_wrkrs,P_Tot_Cler_admin_wrkrs,P_Tot_Sales_wrkrs,P_Tot_Mach_oper_dvrs,P_Tot_Labrs,P_Tot_Inad_desc_Ns,P_Tot_Tot
SAL50011,9,0,38,44,8,87,14,43,4,247,30,30,78,110,43,70,22,50,5,449,137,287,314,233,215,108,95,139,26,1558,159,326,278,182,169,64,96,81,15,1369,117,176,163,153,146,62,81,74,10,991,55,70,79,73,72,32,43,35,5,465,9,13,15,13,8,11,9,19,0,87,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,507,910,966,815,657,439,358,449,65,5166
SAL50012,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,13
SAL50013,0,0,14,0,0,13,0,6,0,31,0,0,3,3,5,0,0,0,0,17,0,0,10,3,0,0,5,5,0,35,5,5,18,8,9,7,8,3,0,60,4,10,20,6,10,3,14,9,0,73,7,9,9,4,5,3,11,3,0,59,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,80,22,28,25,44,36,6,292
SAL50014,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,0,3,0,13,9,3,0,0,4,0,0,0,0,10,11,0,0,0,6,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,4,0,8,0,3,3,3,56
SAL50015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,8
SAL50016,0,0,6,4,0,10,0,4,0,26,0,0,9,0,4,3,0,0,0,20,10,8,9,3,0,4,0,0,0,31,9,6,22,6,8,8,4,7,0,68,9,5,11,6,11,3,13,8,0,74,20,7,10,5,4,3,13,4,0,67,10,0,0,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,29,65,28,31,36,31,31,4,305
SAL50017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,3,0,7,5,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,6,0,5,12,5,47
SAL50018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SAL50019,0,0,0,0,0,0,0,7,0,8,0,0,6,0,0,0,0,3,0,9,3,3,4,0,6,0,0,4,0,20,0,9,5,4,0,0,0,3,0,22,11,0,4,0,4,0,3,5,5,28,7,0,6,0,0,0,6,0,0,20,5,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,9,30,6,21,7,9,13,5,128
SAL50020,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,5,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,0,0,3,0,23
SAL50021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,6,0,9,30,14,69,12,31,3,183,18,84,31,64,52,51,18,21,4,344,65,300,58,47,68,25,15,30,5,624,174,338,33,37,84,30,8,9,11,729,203,265,45,26,94,46,16,15,5,719,165,217,39,31,91,37,13,15,10,611,65,112,10,16,33,18,0,3,3,261,18,19,4,5,7,3,0,0,3,54,0,0,0,0,0,0,0,0,0,3,704,1336,230,254,450,276,85,131,55,3521
SAL50023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,4,0,0,0,0,3,0,33
SAL50024,0,3,17,34,6,57,3,26,0,143,8,60,20,31,28,50,11,12,0,221,37,191,34,37,22,16,7,8,6,356,114,257,45,34,53,18,10,11,3,546,115,197,35,42,65,26,7,19,8,512,85,133,25,18,58,20,7,17,3,366,25,53,13,3,28,5,3,4,0,136,4,4,0,0,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,385,899,181,200,269,193,51,92,28,2303
SAL50025,0,0,3,0,3,7,0,7,0,21,0,0,0,0,0,0,0,6,0,11,0,7,10,0,4,0,5,0,0,31,11,11,17,5,5,0,3,0,0,57,9,24,13,9,10,0,9,7,0,79,14,15,13,9,3,0,4,7,0,79,3,9,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,60,70,28,29,11,23,19,6,297
SAL50026,3,0,37,23,15,67,11,58,14,230,19,18,116,91,40,77,55,99,5,507,60,104,199,149,120,92,142,128,25,1010,64,100,153,133,107,58,154,131,19,924,43,95,140,155,92,65,149,128,21,892,47,78,105,117,111,52,149,126,8,781,11,19,27,37,35,20,33,34,3,231,4,5,0,0,6,0,0,5,3,25,0,0,0,0,0,0,0,0,0,5,257,416,774,706,518,427,698,705,102,4602
SAL50027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,3,19
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,16,4,0,0,0,3,0,0,0,0,4,8,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,3,8,0,0,7,0,44
SAL50030,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,11,5,3,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,0,3,0,3,0,0,39
SAL50031,0,0,6,14,5,23,0,20,0,64,8,21,24,24,21,21,4,9,3,130,43,98,71,44,29,25,21,17,4,351,43,111,58,23,36,16,21,18,5,323,76,97,46,37,57,10,25,11,5,360,81,78,45,18,68,24,25,14,0,341,20,18,18,8,8,4,7,8,0,98,5,7,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,282,419,269,165,228,117,100,92,20,1688
SAL50032,0,0,10,3,0,20,4,16,0,52,8,11,18,13,11,19,8,19,4,118,22,62,65,49,47,13,27,25,10,304,43,84,52,30,47,16,16,19,5,305,44,47,47,35,53,20,26,27,5,295,11,29,29,25,22,6,22,15,0,164,3,7,11,0,10,3,0,10,0,43,0,4,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,131,235,229,161,187,100,102,126,20,1293
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50034,0,0,4,4,0,7,0,10,0,26,0,7,13,9,4,14,6,4,0,59,18,57,23,20,10,7,3,9,3,164,20,57,18,13,7,3,7,11,0,147,14,42,22,16,21,5,10,8,0,143,12,15,16,4,6,5,6,13,3,78,0,6,6,3,6,0,4,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,70,174,103,74,66,45,43,72,4,654
SAL50035,3,12,24,40,18,82,11,53,4,245,12,53,31,77,54,49,4,26,0,299,58,192,52,29,50,31,10,12,9,439,154,265,45,31,84,29,18,13,4,654,223,286,70,57,130,40,10,19,13,845,134,197,39,33,114,45,17,14,11,595,38,58,11,13,31,10,9,3,3,181,13,4,0,0,4,4,0,0,4,32,3,0,0,0,0,0,0,0,0,6,642,1060,269,288,473,282,85,141,41,3290
SAL50036,6,5,41,90,31,148,20,100,5,451,20,62,102,100,58,70,32,66,5,511,86,245,148,88,111,46,50,53,22,847,183,366,166,115,172,50,60,58,19,1192,219,313,197,151,238,74,83,83,19,1379,81,111,97,74,139,46,59,43,8,653,7,21,15,10,16,8,10,26,4,118,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,604,1131,761,623,754,444,311,425,89,5149
SAL50037,7,3,16,26,9,71,4,46,3,191,6,42,33,60,32,37,13,21,5,258,63,214,134,73,89,42,34,33,16,697,172,426,174,126,172,61,44,59,14,1252,116,199,93,71,121,19,42,46,8,721,53,46,45,26,51,6,17,23,0,265,7,16,7,6,16,6,5,11,0,79,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,429,942,505,386,488,246,168,255,56,3470
SAL50038,0,0,0,6,0,11,0,4,0,19,0,0,4,4,0,0,0,6,0,21,9,6,23,4,0,3,3,13,0,68,11,9,17,9,13,6,4,11,0,82,24,16,22,14,13,15,4,17,4,122,23,11,20,21,17,11,12,18,3,140,11,9,5,0,7,3,3,10,0,60,6,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,3,3,90,55,97,60,55,53,26,85,10,521
SAL50039,6,5,75,80,17,192,16,145,10,548,19,39,139,82,54,50,54,98,9,542,90,241,375,153,157,95,165,186,29,1491,169,319,346,218,209,124,211,187,30,1806,168,236,260,200,206,98,190,126,23,1512,95,182,205,134,142,70,139,122,5,1099,27,45,42,27,32,17,32,25,6,250,6,3,0,0,3,0,4,5,0,20,0,0,0,0,0,0,0,0,0,3,577,1068,1433,888,835,650,814,903,116,7279
SAL50040,9,3,44,72,14,142,14,98,10,410,32,66,129,130,82,78,40,81,10,652,200,364,409,293,292,157,190,158,33,2090,256,395,317,281,316,110,203,135,22,2040,179,224,178,191,206,103,119,96,20,1325,84,91,88,102,140,53,77,55,7,695,17,17,17,16,18,17,14,17,5,141,3,3,0,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,778,1156,1183,1089,1071,662,670,651,109,7361
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9
SAL50042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6
SAL50043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,3,0,0,23
SAL50044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,5,0,14
SAL50045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,3,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,3,0,0,0,3,0,24
SAL50046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,11
SAL50047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50048,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,6,0,11,0,0,6,0,3,0,0,17,0,29,5,0,0,0,0,0,0,10,0,21,10,3,0,0,4,0,5,0,0,23,9,0,0,0,5,0,4,0,0,21,3,0,0,0,0,0,5,0,0,12,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,35,7,17,0,14,0,5,47,3,125
SAL50049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,25
SAL50051,0,0,3,5,3,7,0,4,0,29,0,0,11,7,9,7,5,5,0,35,12,11,25,7,3,0,5,3,0,72,5,14,28,17,11,5,17,6,4,103,12,21,19,23,20,12,11,7,6,135,8,11,13,17,11,0,14,6,5,82,5,9,3,8,3,0,3,5,0,41,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,45,69,103,82,57,39,59,34,10,504
SAL50052,0,0,4,3,0,3,0,4,0,13,0,3,0,5,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,8,6,3,5,4,0,5,5,0,0,21,4,4,0,0,3,0,6,4,0,24,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,23,16,23,11,9,7,10,19,0,103
