SAL_CODE_2021,AG_15_19_Nbr_ch_ev_brn_No,AG_15_19_Nbr_ch_ev_brn_1,AG_15_19_Nbr_ch_ev_brn_2,AG_15_19_Nbr_ch_ev_brn_3,AG_15_19_Nbr_ch_ev_brn_4,AG_15_19_Nbr_ch_ev_brn_5,AG_15_19_Nbr_ch_ev_brn_6m,AG_15_19_Nbr_ch_ev_brn_Ns,AG_15_19_Tot,AG_20_24_Nbr_ch_ev_brn_No,AG_20_24_Nbr_ch_ev_brn_1,AG_20_24_Nbr_ch_ev_brn_2,AG_20_24_Nbr_ch_ev_brn_3,AG_20_24_Nbr_ch_ev_brn_4,AG_20_24_Nbr_ch_ev_brn_5,AG_20_24_Nbr_ch_ev_brn_6m,AG_20_24_Nbr_ch_ev_brn_Ns,AG_20_24_Tot,AG_25_29_Nbr_ch_ev_brn_No,AG_25_29_Nbr_ch_ev_brn_1,AG_25_29_Nbr_ch_ev_brn_2,AG_25_29_Nbr_ch_ev_brn_3,AG_25_29_Nbr_ch_ev_brn_4,AG_25_29_Nbr_ch_ev_brn_5,AG_25_29_Nbr_ch_ev_brn_6m,AG_25_29_Nbr_ch_ev_brn_Ns,AG_25_29_Tot,AG_30_34_Nbr_ch_ev_brn_No,AG_30_34_Nbr_ch_ev_brn_1,AG_30_34_Nbr_ch_ev_brn_2,AG_30_34_Nbr_ch_ev_brn_3,AG_30_34_Nbr_ch_ev_brn_4,AG_30_34_Nbr_ch_ev_brn_5,AG_30_34_Nbr_ch_ev_brn_6m,AG_30_34_Nbr_ch_ev_brn_Ns,AG_30_34_Tot,AG_35_39_Nbr_ch_ev_brn_No,AG_35_39_Nbr_ch_ev_brn_1,AG_35_39_Nbr_ch_ev_brn_2,AG_35_39_Nbr_ch_ev_brn_3,AG_35_39_Nbr_ch_ev_brn_4,AG_35_39_Nbr_ch_ev_brn_5,AG_35_39_Nbr_ch_ev_brn_6m,AG_35_39_Nbr_ch_ev_brn_Ns,AG_35_39_Tot,AG_40_44_Nbr_ch_ev_brn_No,AG_40_44_Nbr_ch_ev_brn_1,AG_40_44_Nbr_ch_ev_brn_2,AG_40_44_Nbr_ch_ev_brn_3,AG_40_44_Nbr_ch_ev_brn_4,AG_40_44_Nbr_ch_ev_brn_5,AG_40_44_Nbr_ch_ev_brn_6m,AG_40_44_Nbr_ch_ev_brn_Ns,AG_40_44_Tot,AG_45_49_Nbr_ch_ev_brn_No,AG_45_49_Nbr_ch_ev_brn_1,AG_45_49_Nbr_ch_ev_brn_2,AG_45_49_Nbr_ch_ev_brn_3,AG_45_49_Nbr_ch_ev_brn_4,AG_45_49_Nbr_ch_ev_brn_5,AG_45_49_Nbr_ch_ev_brn_6m,AG_45_49_Nbr_ch_ev_brn_Ns,AG_45_49_Tot,AG_50_54_Nbr_ch_ev_brn_No,AG_50_54_Nbr_ch_ev_brn_1,AG_50_54_Nbr_ch_ev_brn_2,AG_50_54_Nbr_ch_ev_brn_3,AG_50_54_Nbr_ch_ev_brn_4,AG_50_54_Nbr_ch_ev_brn_5,AG_50_54_Nbr_ch_ev_brn_6m,AG_50_54_Nbr_ch_ev_brn_Ns,AG_50_54_Tot,AG_55_59_Nbr_ch_ev_brn_No,AG_55_59_Nbr_ch_ev_brn_1,AG_55_59_Nbr_ch_ev_brn_2,AG_55_59_Nbr_ch_ev_brn_3,AG_55_59_Nbr_ch_ev_brn_4,AG_55_59_Nbr_ch_ev_brn_5,AG_55_59_Nbr_ch_ev_brn_6m,AG_55_59_Nbr_ch_ev_brn_Ns,AG_55_59_Tot,AG_60_64_Nbr_ch_ev_brn_No,AG_60_64_Nbr_ch_ev_brn_1,AG_60_64_Nbr_ch_ev_brn_2,AG_60_64_Nbr_ch_ev_brn_3,AG_60_64_Nbr_ch_ev_brn_4,AG_60_64_Nbr_ch_ev_brn_5,AG_60_64_Nbr_ch_ev_brn_6m,AG_60_64_Nbr_ch_ev_brn_Ns,AG_60_64_Tot,AG_65_69_Nbr_ch_ev_brn_No,AG_65_69_Nbr_ch_ev_brn_1,AG_65_69_Nbr_ch_ev_brn_2,AG_65_69_Nbr_ch_ev_brn_3,AG_65_69_Nbr_ch_ev_brn_4,AG_65_69_Nbr_ch_ev_brn_5,AG_65_69_Nbr_ch_ev_brn_6m,AG_65_69_Nbr_ch_ev_brn_Ns,AG_65_69_Tot,AG_70_74_Nbr_ch_ev_brn_No,AG_70_74_Nbr_ch_ev_brn_1,AG_70_74_Nbr_ch_ev_brn_2,AG_70_74_Nbr_ch_ev_brn_3,AG_70_74_Nbr_ch_ev_brn_4,AG_70_74_Nbr_ch_ev_brn_5,AG_70_74_Nbr_ch_ev_brn_6m,AG_70_74_Nbr_ch_ev_brn_Ns,AG_70_74_Tot,AG_75_79_Nbr_ch_ev_brn_No,AG_75_79_Nbr_ch_ev_brn_1,AG_75_79_Nbr_ch_ev_brn_2,AG_75_79_Nbr_ch_ev_brn_3,AG_75_79_Nbr_ch_ev_brn_4,AG_75_79_Nbr_ch_ev_brn_5,AG_75_79_Nbr_ch_ev_brn_6m,AG_75_79_Nbr_ch_ev_brn_Ns,AG_75_79_Tot,AG_80_84_Nbr_ch_ev_brn_No,AG_80_84_Nbr_ch_ev_brn_1,AG_80_84_Nbr_ch_ev_brn_2,AG_80_84_Nbr_ch_ev_brn_3,AG_80_84_Nbr_ch_ev_brn_4,AG_80_84_Nbr_ch_ev_brn_5,AG_80_84_Nbr_ch_ev_brn_6m,AG_80_84_Nbr_ch_ev_brn_Ns,AG_80_84_Tot,AG_85_over_Nbr_ch_ev_brn_No,AG_85_over_Nbr_ch_ev_brn_1,AG_85_over_Nbr_ch_ev_brn_2,AG_85_over_Nbr_ch_ev_brn_3,AG_85_over_Nbr_ch_ev_brn_4,AG_85_over_Nbr_ch_ev_brn_5,AG_85_over_Nbr_ch_ev_brn_6m,AG_85_over_Nbr_ch_ev_brn_Ns,AG_85_over_Tot,Tot_Num_child_evr_brn_No,Tot_Num_child_evr_brn_1,Tot_Num_child_evr_brn_2,Tot_Num_child_evr_brn_3,Tot_Num_child_evr_brn_4,Tot_Num_child_evr_brn_5,Tot_Num_child_evr_brn_6m,Tot_Num_child_evr_brn_Ns,Tot_Tot
SAL50472,221,0,0,0,0,0,0,8,232,163,22,9,3,0,0,0,15,208,121,45,39,22,8,3,0,17,255,77,56,78,39,5,3,0,16,278,37,47,101,59,14,6,4,10,282,24,38,102,52,17,4,5,11,250,26,28,98,53,24,8,7,12,252,31,38,110,58,33,8,5,14,298,19,22,94,61,9,8,8,3,231,20,19,96,73,26,10,4,10,254,22,18,77,67,32,9,4,10,241,6,12,76,58,27,5,3,7,197,17,9,60,58,31,3,4,17,187,4,7,42,42,39,8,12,28,181,5,3,24,43,24,18,15,61,179,795,366,1009,685,283,88,65,237,3524
SAL50473,83,0,0,0,0,0,0,3,90,88,4,4,0,0,0,0,6,101,106,19,4,5,0,0,0,17,147,64,25,31,14,0,0,0,5,139,54,23,57,25,3,3,0,9,173,19,18,36,16,11,4,0,4,109,15,9,35,28,7,4,0,3,111,26,16,36,11,6,3,4,9,109,15,12,43,23,7,5,0,6,109,12,16,47,31,4,0,3,7,119,17,14,37,29,4,0,4,13,112,4,10,44,21,8,0,0,5,89,0,5,20,14,10,0,0,0,60,0,0,10,16,8,0,3,4,52,5,6,6,9,4,3,0,3,38,513,182,411,245,76,25,22,87,1566
SAL50474,98,0,0,0,0,0,0,5,101,85,6,0,0,0,0,0,0,96,72,13,11,0,0,0,0,3,101,65,46,31,12,0,0,0,4,160,28,31,65,26,10,0,0,3,170,14,21,81,41,3,3,0,3,172,20,17,70,16,6,0,0,0,132,16,20,66,29,9,0,0,6,152,20,20,68,23,12,0,0,3,150,10,22,93,39,14,11,0,6,190,6,16,70,31,18,3,0,7,152,4,4,61,42,6,0,0,6,128,0,11,34,18,11,0,0,8,81,10,0,31,15,7,3,6,6,69,0,6,12,15,9,0,0,24,61,459,233,695,303,101,31,13,82,1911
SAL50475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,24
SAL50476,82,0,0,0,0,0,0,9,84,100,24,8,0,0,0,0,9,139,84,55,42,4,0,0,0,15,207,64,64,70,19,10,0,0,6,233,27,45,69,22,11,0,0,8,185,10,19,38,19,5,0,0,8,101,17,20,33,21,0,7,0,4,100,7,8,42,19,12,0,0,6,99,0,12,22,18,3,0,0,0,64,3,5,24,17,8,0,0,3,67,0,3,24,19,3,3,0,0,53,3,4,8,5,5,0,0,0,25,0,0,8,3,0,4,0,0,16,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,407,261,384,173,68,17,11,62,1379
SAL50477,4,0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,13,6,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,5,0,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12,0,0,5,4,0,0,0,0,15,3,4,16,9,0,0,0,0,36,3,3,31,25,6,3,0,3,75,0,5,34,33,6,0,0,9,90,0,0,25,19,8,0,0,0,52,0,0,9,9,3,0,0,3,30,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,39,14,148,107,24,3,0,20,360
SAL50478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,9
SAL50479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4
SAL50480,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,15,3,0,0,4,55
SAL50481,6,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,4,5,3,4,0,0,0,0,0,14,0,4,3,0,0,0,0,3,16,4,0,3,0,0,0,0,0,8,3,4,4,6,0,0,0,3,23,4,4,5,0,6,0,0,0,15,0,3,8,9,0,0,0,0,18,0,0,5,0,0,0,0,3,9,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,20,40,26,10,0,4,13,139
SAL50482,735,6,0,0,0,0,0,72,816,623,56,29,10,0,0,0,46,758,379,163,148,62,17,5,3,47,818,214,225,325,160,44,18,16,56,1064,158,194,409,170,79,20,17,59,1103,118,126,344,170,67,27,23,37,920,77,107,310,172,58,20,25,32,804,85,105,261,162,62,16,17,25,737,56,85,189,125,46,21,21,25,565,43,47,171,105,42,15,12,17,463,14,33,122,83,47,20,5,13,334,14,27,143,92,26,12,7,17,339,8,23,77,87,25,7,10,19,241,13,9,72,61,28,3,0,19,201,10,11,64,65,33,12,12,21,213,2533,1219,2654,1510,567,198,174,498,9366
SAL50483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,7,0,0,0,0,22
SAL50484,54,0,0,0,0,0,0,5,58,93,0,0,0,0,0,0,10,102,108,9,7,4,0,0,0,17,140,77,45,27,3,0,5,0,5,162,36,47,55,18,0,0,0,9,172,31,34,48,17,5,0,0,10,137,28,25,53,13,0,0,0,14,140,24,17,23,18,3,0,4,3,103,16,14,31,17,10,0,0,4,89,14,9,33,17,5,3,0,0,83,4,14,24,11,11,0,4,4,66,3,6,14,21,8,7,0,3,59,0,3,11,9,0,0,0,3,36,0,8,13,17,14,6,3,10,68,0,3,22,24,12,4,9,19,86,487,240,357,191,77,22,22,102,1496
SAL50485,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,9
SAL50486,7,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,5,18,7,0,5,0,0,0,0,0,15,0,0,7,3,0,0,0,3,19,0,4,4,9,3,0,0,3,26,4,0,6,3,3,0,0,3,20,0,5,4,0,4,0,0,0,20,0,0,4,5,4,0,0,0,18,0,0,0,10,7,3,0,0,27,41,15,50,49,18,9,0,22,194
SAL50487,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,7,0,0,4,0,0,0,0,3,10,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,19,14,3,4,3,7,67
SAL50488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50491,107,0,0,0,0,0,0,9,113,80,11,0,0,0,0,0,3,95,43,22,21,7,0,0,0,0,97,37,10,37,16,3,0,0,6,113,25,31,36,16,9,3,0,5,116,11,20,36,25,7,8,0,3,103,17,22,36,17,11,0,0,8,111,14,14,52,26,3,11,5,3,126,23,23,61,35,7,3,0,4,154,28,31,88,48,15,0,0,10,215,39,21,118,62,23,8,4,10,279,32,24,137,78,31,13,4,14,335,22,12,118,72,34,11,6,13,290,10,10,58,50,32,13,12,14,200,8,6,33,38,26,13,9,12,150,499,267,832,495,193,80,31,105,2509
SAL50492,36,0,0,0,0,0,0,11,50,44,3,0,0,0,0,0,10,51,48,10,6,3,0,0,0,15,81,25,10,18,5,3,0,0,12,63,13,13,22,10,4,0,0,4,66,10,5,24,9,4,0,0,7,57,6,9,28,15,3,0,0,6,75,11,7,25,13,3,0,0,5,59,3,5,33,13,8,0,0,12,80,13,8,33,11,10,4,0,12,90,9,8,19,11,7,6,0,9,65,3,3,22,15,7,0,0,11,73,5,3,17,29,18,3,0,18,94,5,3,14,9,15,9,9,9,68,3,0,15,26,24,12,17,16,107,232,87,272,173,104,29,31,147,1079
SAL50493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,3,8,0,0,4,23
SAL50495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50497,65,0,0,0,0,0,0,9,78,105,0,0,0,0,0,0,8,122,173,12,3,10,0,0,0,14,220,110,37,29,14,0,0,0,12,193,42,27,63,21,0,3,0,17,175,30,10,66,20,3,0,0,10,142,22,11,53,25,4,0,0,4,122,34,16,45,23,7,0,0,10,141,28,19,66,31,7,3,0,14,168,20,11,79,49,14,6,0,12,190,22,11,108,61,24,0,0,19,246,6,6,75,66,13,0,0,14,184,8,4,32,38,16,3,0,5,101,0,0,6,14,3,0,0,8,40,0,4,4,7,0,0,0,0,16,671,165,629,360,105,21,8,163,2132
SAL50498,3,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,3,19,6,0,0,6,0,0,0,0,11,3,0,4,0,0,0,0,0,7,0,0,6,0,0,0,0,0,10,0,0,3,0,0,0,0,0,6,0,4,6,5,0,0,0,0,13,0,0,3,3,0,0,0,0,7,3,0,6,8,0,0,0,0,21,0,3,17,12,0,0,0,0,33,0,4,14,15,0,0,0,0,36,0,0,4,10,0,0,0,0,18,0,0,4,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,62,48,6,0,0,13,183
SAL50499,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,7,23
SAL50500,117,0,0,0,0,0,0,11,125,106,8,0,0,0,0,0,8,127,74,22,23,7,0,0,0,10,131,39,35,30,7,4,0,0,0,123,29,32,51,12,7,0,0,4,136,21,21,53,16,10,0,3,9,134,24,17,64,34,15,3,0,7,169,30,27,71,35,17,7,3,13,194,38,27,90,29,19,4,0,11,215,31,21,93,52,24,5,6,9,232,18,23,100,59,14,0,5,10,225,9,14,89,51,22,8,0,8,196,8,5,59,46,17,4,0,6,142,8,4,25,26,18,3,0,3,79,6,3,18,21,17,5,3,0,75,551,258,762,408,175,40,17,99,2305
SAL50501,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,0,11,0,4,0,0,0,0,0,0,8,3,4,4,0,0,0,0,0,12,0,0,8,6,3,0,0,0,12,0,0,5,5,0,0,0,0,12,0,0,3,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,17,13,31,19,7,6,0,6,90
SAL50502,90,0,0,0,0,0,0,9,96,108,7,3,0,0,0,0,4,114,101,17,3,3,5,0,0,3,130,72,31,46,10,5,3,0,10,172,44,30,62,19,0,0,0,4,157,35,27,55,10,3,0,4,3,143,26,20,55,22,5,0,6,5,136,23,17,38,29,0,0,3,10,125,21,26,49,21,3,0,3,3,125,19,13,45,28,9,5,0,4,125,12,15,69,35,11,5,3,3,158,16,26,59,20,11,0,0,5,134,14,12,33,23,12,0,6,7,102,5,5,15,11,6,0,3,22,66,0,4,11,26,13,7,0,24,88,579,251,540,257,93,23,19,113,1881
SAL50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,11
SAL50504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10
