SAL_CODE_2021,P_400_499_15_19_yr,P_400_499_20_24_yr,P_400_499_25_34_yr,P_400_499_35_44_yr,P_400_499_45_54_yr,P_400_499_55_64_yr,P_400_499_65_74_yr,P_400_499_75_84_yr,P_400_499_85_yr_over,P_400_499_Tot,P_500_649_15_19_yr,P_500_649_20_24_yr,P_500_649_25_34_yr,P_500_649_35_44_yr,P_500_649_45_54_yr,P_500_649_55_64_yr,P_500_649_65_74_yr,P_500_649_75_84_yr,P_500_649_85_yr_over,P_500_649_Tot,P_650_799_15_19_yr,P_650_799_20_24_yr,P_650_799_25_34_yr,P_650_799_35_44_yr,P_650_799_45_54_yr,P_650_799_55_64_yr,P_650_799_65_74_yr,P_650_799_75_84_yr,P_650_799_85_yr_over,P_650_799_Tot,P_800_999_15_19_yr,P_800_999_20_24_yr,P_800_999_25_34_yr,P_800_999_35_44_yr,P_800_999_45_54_yr,P_800_999_55_64_yr,P_800_999_65_74_yr,P_800_999_75_84_yr,P_800_999_85_yr_over,P_800_999_Tot,P_1000_1249_15_19_yr,P_1000_1249_20_24_yr,P_1000_1249_25_34_yr,P_1000_1249_35_44_yr,P_1000_1249_45_54_yr,P_1000_1249_55_64_yr,P_1000_1249_65_74_yr,P_1000_1249_75_84_yr,P_1000_1249_85_yr_over,P_1000_1249_Tot,P_1250_1499_15_19_yr,P_1250_1499_20_24_yr,P_1250_1499_25_34_yr,P_1250_1499_35_44_yr,P_1250_1499_45_54_yr,P_1250_1499_55_64_yr,P_1250_1499_65_74_yr,P_1250_1499_75_84_yr,P_1250_1499_85_yr_over,P_1250_1499_Tot,P_1500_1749_15_19_yr,P_1500_1749_20_24_yr,P_1500_1749_25_34_yr,P_1500_1749_35_44_yr,P_1500_1749_45_54_yr,P_1500_1749_55_64_yr,P_1500_1749_65_74_yr,P_1500_1749_75_84_yr,P_1500_1749_85_yr_over,P_1500_1749_Tot,P_1750_1999_15_19_yr,P_1750_1999_20_24_yr,P_1750_1999_25_34_yr,P_1750_1999_35_44_yr,P_1750_1999_45_54_yr,P_1750_1999_55_64_yr,P_1750_1999_65_74_yr,P_1750_1999_75_84_yr,P_1750_1999_85_yr_over,P_1750_1999_Tot,P_2000_2999_15_19_yr,P_2000_2999_20_24_yr,P_2000_2999_25_34_yr,P_2000_2999_35_44_yr,P_2000_2999_45_54_yr,P_2000_2999_55_64_yr,P_2000_2999_65_74_yr,P_2000_2999_75_84_yr,P_2000_2999_85_yr_over,P_2000_2999_Tot,P_3000_3499_15_19_yr,P_3000_3499_20_24_yr,P_3000_3499_25_34_yr,P_3000_3499_35_44_yr,P_3000_3499_45_54_yr,P_3000_3499_55_64_yr,P_3000_3499_65_74_yr,P_3000_3499_75_84_yr,P_3000_3499_85_yr_over,P_3000_3499_Tot,P_3500_more_15_19_yr,P_3500_more_20_24_yr,P_3500_more_25_34_yr,P_3500_more_35_44_yr,P_3500_more_45_54_yr,P_3500_more_55_64_yr,P_3500_more_65_74_yr,P_3500_more_75_84_yr,P_3500_more_85_yr_over,P_3500_more_Tot,P_Personal_inc_ns_15_19_yr,P_Personal_inc_ns_20_24_yr,P_Personal_inc_ns_25_34_yr,P_Personal_inc_ns_35_44_yr,P_Personal_inc_ns_45_54_yr,P_Personal_inc_ns_55_64_yr,P_Personal_inc_ns_65_74_yr,P_Personal_inc_ns_75_84_yr,P_Personal_inc_ns_85_yr_over,P_Personal_inc_ns_Tot,P_OS_vis_15_19_yr,P_OS_vis_20_24_yr,P_OS_vis_25_34_yr,P_OS_vis_35_44_yr,P_OS_vis_45_54_yr,P_OS_vis_55_64_yr,P_OS_vis_65_74_yr,P_OS_vis_75_84_yr,P_OS_vis_85_yr_over,P_OS_vis_Tot,P_Tot_15_19_yr,P_Tot_20_24_yr,P_Tot_25_34_yr,P_Tot_35_44_yr,P_Tot_45_54_yr,P_Tot_55_64_yr,P_Tot_65_74_yr,P_Tot_75_84_yr,P_Tot_85_yr_over,P_Tot_Tot
SAL50022,9,37,12,23,14,32,56,40,34,273,15,50,43,27,21,52,62,38,18,319,8,45,43,24,30,35,63,40,9,288,6,40,38,49,29,40,60,65,8,339,4,35,81,63,61,64,74,45,20,448,5,25,79,54,63,60,49,27,6,367,0,23,79,63,44,53,44,19,10,330,0,6,76,53,54,70,45,16,4,324,0,9,117,143,137,129,74,25,6,633,0,3,21,49,50,44,29,8,0,203,0,0,34,215,243,179,91,33,4,792,13,23,42,42,38,41,23,15,11,242,0,0,3,10,9,6,5,7,0,38,388,441,760,924,908,946,872,494,173,5914
SAL50023,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,0,15,8,0,5,0,47
SAL50024,8,31,16,11,20,18,34,31,26,204,12,27,22,25,23,17,51,35,13,227,4,24,11,21,29,33,40,30,5,196,7,17,31,34,32,34,45,27,7,228,0,30,52,46,32,45,44,13,6,263,0,23,46,45,41,34,37,20,4,242,0,11,39,49,52,43,23,6,0,224,0,0,30,43,34,24,13,3,0,153,0,4,70,122,88,82,31,4,0,410,0,0,9,49,36,23,10,0,0,128,0,0,25,102,121,58,16,9,0,323,17,3,13,15,21,11,8,3,11,98,0,0,0,3,3,4,4,0,0,19,298,274,421,647,615,532,488,257,98,3630
SAL50025,4,0,0,0,6,7,8,0,0,26,3,0,3,0,10,12,5,0,0,27,4,0,4,9,3,3,6,0,0,31,0,8,3,3,6,3,4,0,0,29,0,0,0,10,9,13,3,0,0,41,0,0,0,0,3,9,0,0,0,20,0,0,0,7,4,6,0,0,0,23,0,3,6,3,16,10,3,0,0,33,0,0,5,13,17,18,0,0,0,56,0,0,3,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,12,4,3,0,0,6,3,3,3,4,29,0,0,0,0,0,0,0,0,0,0,31,19,44,62,103,107,67,22,4,459
SAL50026,27,52,128,107,127,134,336,215,78,1203,32,97,187,144,114,123,164,133,48,1048,21,124,146,99,109,110,86,47,27,759,13,120,217,169,147,149,68,37,10,937,7,56,221,193,199,154,54,4,8,893,4,32,137,123,133,106,35,5,0,583,0,16,85,102,70,85,24,6,0,384,0,14,47,57,45,53,9,8,0,237,0,9,46,74,60,53,4,0,0,250,0,3,4,14,9,4,0,0,0,41,0,7,14,10,9,16,7,4,0,61,86,118,206,157,156,123,108,108,69,1118,0,0,0,0,0,8,0,0,0,8,732,900,1852,1578,1555,1551,1411,853,337,10768
SAL50027,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,6,9,5,10,7,5,0,44
SAL50028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,3,4,3,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,5,8,3,7,11,10,0,0,44
SAL50029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,11,9,12,4,0,0,49
SAL50030,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,11,19,7,0,0,55
SAL50031,7,9,10,14,12,19,47,26,6,131,4,16,12,17,23,20,42,18,0,157,0,15,31,25,9,28,26,18,6,160,0,25,43,20,28,26,25,14,4,178,4,21,55,26,39,32,28,7,0,212,0,7,37,33,21,49,19,5,0,175,0,12,44,27,37,37,12,6,0,177,0,5,29,31,33,30,9,3,3,139,0,5,58,72,94,64,26,6,0,330,0,0,21,31,24,28,4,0,0,106,0,6,22,40,56,46,5,3,0,177,12,14,54,29,40,32,27,50,78,330,0,4,7,4,6,0,0,0,0,34,150,191,465,399,470,502,376,202,115,2869
SAL50032,8,15,14,21,14,16,44,51,16,191,8,12,21,12,22,21,44,67,28,225,3,26,33,24,26,17,17,26,7,180,5,17,41,37,30,18,13,6,4,177,0,16,55,35,47,24,20,4,0,203,0,11,33,41,48,18,16,0,4,162,0,3,33,35,21,24,0,5,0,134,0,0,27,23,26,16,0,0,0,97,0,3,34,50,46,21,3,0,0,158,0,0,9,13,7,3,0,0,0,28,0,0,5,12,5,5,5,0,0,29,4,7,15,10,10,5,7,13,16,85,0,0,0,0,0,0,0,0,0,6,116,162,359,378,334,236,258,259,90,2197
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50034,0,7,6,8,8,13,16,15,8,86,0,5,10,8,9,11,12,9,5,73,6,15,17,12,9,4,9,7,0,79,0,14,18,14,17,11,7,3,0,84,0,9,30,14,17,11,9,6,0,101,0,0,23,16,16,12,8,0,0,75,0,0,17,23,13,7,0,3,0,57,0,0,6,10,16,4,0,0,0,38,0,0,24,44,28,15,4,0,0,112,0,0,8,5,4,3,0,0,0,21,0,0,7,10,10,4,0,0,0,34,8,4,20,11,15,12,10,10,0,93,0,0,0,0,0,0,0,0,0,0,76,77,215,203,195,153,119,76,26,1143
