POW_SA3_CODE_2021,M2_BusFer_Mng,M2_BusFer_Pro,M2_BusFer_TecTW,M2_BusFer_CoPSW,M2_BusFer_ClAW,M2_BusFer_SWks,M2_BusFer_MaOpDv,M2_BusFer_Lab,M2_BusFer_IDNS,M2_BusFer_Tot,M2_BusTrm_or_LR_Mng,M2_BusTrm_or_LR_Pro,M2_BusTrm_or_LR_TecTW,M2_BusTrm_or_LR_CoPSW,M2_BusTrm_or_LR_ClAW,M2_BusTrm_or_LR_SWks,M2_BusTrm_or_LR_MaOpDv,M2_BusTrm_or_LR_Lab,M2_BusTrm_or_LR_IDNS,M2_BusTrm_or_LR_Tot,M2_BusCarAsDriv_Mng,M2_BusCarAsDriv_Pro,M2_BusCarAsDriv_TecTW,M2_BusCarAsDriv_CoPSW,M2_BusCarAsDriv_ClAW,M2_BusCarAsDriv_SWks,M2_BusCarAsDriv_MaOpDv,M2_BusCarAsDriv_Lab,M2_BusCarAsDriv_IDNS,M2_BusCarAsDriv_Tot,M2_BusCarAsPas_Mng,M2_BusCarAsPas_Pro,M2_BusCarAsPas_TecTW,M2_BusCarAsPas_CoPSW,M2_BusCarAsPas_ClAW,M2_BusCarAsPas_SWks,M2_BusCarAsPas_MaOpDv,M2_BusCarAsPas_Lab,M2_BusCarAsPas_IDNS,M2_BusCarAsPas_Tot,M2_BusOth_Mng,M2_BusOth_Pro,M2_BusOth_TecTW,M2_BusOth_CoPSW,M2_BusOth_ClAW,M2_BusOth_SWks,M2_BusOth_MaOpDv,M2_BusOth_Lab,M2_BusOth_IDNS,M2_BusOth_Tot,M2_Bus_and_Tot_Mng,M2_Bus_and_Tot_Pro,M2_Bus_and_Tot_TecTW,M2_Bus_and_Tot_CoPSW,M2_Bus_and_Tot_ClAW,M2_Bus_and_Tot_SWks,M2_Bus_and_Tot_MaOpDv,M2_Bus_and_Tot_Lab,M2_Bus_and_Tot_IDNS,M2_Bus_and_Tot_Tot,M2_Oth_M2_Mng,M2_Oth_M2_Pro,M2_Oth_M2_TecTW,M2_Oth_M2_CoPSW,M2_Oth_M2_ClAW,M2_Oth_M2_SWks,M2_Oth_M2_MaOpDv,M2_Oth_M2_Lab,M2_Oth_M2_IDNS,M2_Oth_M2_Tot,M2_Tot_M2_Mng,M2_Tot_M2_Pro,M2_Tot_M2_TecTW,M2_Tot_M2_CoPSW,M2_Tot_M2_ClAW,M2_Tot_M2_SWks,M2_Tot_M2_MaOpDv,M2_Tot_M2_Lab,M2_Tot_M2_IDNS,M2_Tot_M2_Tot,M3_Trn_2_OthM_Mng,M3_Trn_2_OthM_Pro,M3_Trn_2_OthM_TecTW,M3_Trn_2_OthM_CoPSW,M3_Trn_2_OthM_ClAW,M3_Trn_2_OthM_SWks,M3_Trn_2_OthM_MaOpDv,M3_Trn_2_OthM_Lab,M3_Trn_2_OthM_IDNS,M3_Trn_2_OthM_Tot,M3_Bus_2_OthM_ex_trn_Mng,M3_Bus_2_OthM_ex_trn_Pro,M3_Bus_2_OthM_ex_trn_TecTW,M3_Bus_2_OthM_ex_trn_CoPSW,M3_Bus_2_OthM_ex_trn_ClAW,M3_Bus_2_OthM_ex_trn_SWks,M3_Bus_2_OthM_ex_trn_MaOpDv,M3_Bus_2_OthM_ex_trn_Lab,M3_Bus_2_OthM_ex_trn_IDNS,M3_Bus_2_OthM_ex_trn_Tot,M3_Oth_M3_Mng,M3_Oth_M3_Pro,M3_Oth_M3_TecTW,M3_Oth_M3_CoPSW,M3_Oth_M3_ClAW,M3_Oth_M3_SWks,M3_Oth_M3_MaOpDv,M3_Oth_M3_Lab,M3_Oth_M3_IDNS,M3_Oth_M3_Tot,M3_Tot_M3_Mng,M3_Tot_M3_Pro,M3_Tot_M3_TecTW,M3_Tot_M3_CoPSW,M3_Tot_M3_ClAW,M3_Tot_M3_SWks,M3_Tot_M3_MaOpDv,M3_Tot_M3_Lab,M3_Tot_M3_IDNS,M3_Tot_M3_Tot,Wkd_at_home_Mng,Wkd_at_home_Pro,Wkd_at_home_TecTW,Wkd_at_home_CoPSW,Wkd_at_home_ClAW,Wkd_at_home_SWks,Wkd_at_home_MaOpDv,Wkd_at_home_Lab,Wkd_at_home_IDNS,Wkd_at_home_Tot,Did_not_go_to_work_Mng,Did_not_go_to_work_Pro,Did_not_go_to_work_TecTW,Did_not_go_to_work_CoPSW,Did_not_go_to_work_ClAW,Did_not_go_to_work_SWks,Did_not_go_to_work_MaOpDv,Did_not_go_to_work_Lab,Did_not_go_to_work_IDNS,Did_not_go_to_work_Tot,Meth_of_trav_NS_Mng,Meth_of_trav_NS_Pro,Meth_of_trav_NS_TecTW,Meth_of_trav_NS_CoPSW,Meth_of_trav_NS_ClAW,Meth_of_trav_NS_SWks,Meth_of_trav_NS_MaOpDv,Meth_of_trav_NS_Lab,Meth_of_trav_NS_IDNS,Meth_of_trav_NS_Tot,Tot_Mng,Tot_Pro,Tot_TecTW,Tot_CoPSW,Tot_ClAW,Tot_SWks,Tot_MaOpDv,Tot_Lab,Tot_IDNS,Tot_Tot
50502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,4,0,11,0,7,0,53,4,8,0,20,6,22,0,23,0,85,0,7,0,5,0,6,0,12,0,32,12,22,7,30,6,43,4,38,4,164,46,66,70,39,41,35,26,38,8,366,119,248,213,160,213,181,57,195,23,1412,18,48,36,26,29,24,7,25,3,209,0,6,5,5,4,12,0,8,0,31,3,0,0,0,0,0,3,0,0,13,21,52,33,31,39,34,14,30,7,257,1164,2590,476,375,1478,339,33,75,130,6658,539,1366,796,1324,982,1481,279,850,98,7718,19,44,26,24,13,9,17,21,115,296,10065,16645,11322,9640,10619,8443,3270,6684,1294,77993
50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,18,0,3,0,7,5,17,0,17,0,51,0,0,5,0,4,0,6,0,0,17,0,5,4,7,3,25,7,19,0,81,18,29,58,22,20,26,42,51,0,280,38,61,106,75,50,88,67,120,5,616,3,5,5,19,7,6,5,11,0,59,0,0,0,0,0,4,0,6,0,13,0,0,0,0,0,0,0,3,3,9,7,5,9,17,5,13,9,17,3,82,670,998,498,351,1107,169,62,81,76,4012,302,595,616,973,420,869,323,758,55,4906,23,8,24,16,7,11,14,23,69,198,6162,7384,9628,6812,5770,5254,4004,6376,827,52222
50601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,5,0,3,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,9,0,16,14,12,15,17,7,6,4,23,3,106,20,32,33,38,10,38,14,36,6,218,0,4,7,7,0,6,0,14,0,30,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,4,3,4,7,7,0,8,0,11,0,40,257,375,175,155,350,70,12,36,28,1458,108,526,213,499,225,463,112,311,26,2487,9,10,7,9,3,0,11,5,40,98,1962,4553,2990,3268,2258,2319,1289,2235,330,21189
50602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,5,8,6,0,3,4,3,46,4,7,9,19,3,26,6,14,0,71,3,6,3,10,6,3,10,13,0,55,14,23,16,39,12,33,18,26,4,177,34,61,78,49,37,30,61,44,11,397,79,162,148,225,117,108,94,202,21,1159,10,36,15,40,18,15,10,26,4,179,0,0,11,5,0,8,5,8,0,38,0,3,9,3,0,3,4,0,0,29,9,44,33,52,24,26,12,42,6,245,672,1099,198,167,605,144,22,26,49,2982,501,995,1025,1920,833,835,921,802,109,7942,10,26,29,16,17,13,17,19,111,261,8693,11345,9013,9641,8927,5117,7180,5471,1136,66512
50603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,6,5,8,5,4,0,47,3,12,7,13,4,25,8,18,0,91,3,4,0,5,8,0,7,15,4,53,8,29,13,23,16,35,15,41,0,186,37,55,82,36,44,29,72,52,7,406,93,212,159,144,148,137,144,200,19,1249,17,31,16,33,25,32,15,38,3,217,0,7,0,9,5,7,7,4,0,32,0,8,3,0,0,0,0,3,0,16,14,46,21,37,32,43,19,47,5,268,659,1303,211,160,646,164,21,32,54,3252,403,985,715,836,712,985,631,688,79,6028,19,22,34,14,17,10,22,32,126,288,8807,12295,11199,6024,9382,6306,8472,6863,1247,70598
50604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,4,0,3,4,8,0,10,0,28,0,0,0,0,0,4,0,8,0,12,0,4,6,5,3,15,0,15,0,48,10,20,41,22,7,25,27,26,3,182,17,45,75,68,16,58,34,83,5,397,5,10,5,13,4,9,7,6,0,55,0,0,0,4,0,3,0,0,0,8,0,0,4,0,0,0,3,3,0,8,5,10,7,13,4,17,11,13,4,72,283,446,184,157,451,87,14,36,37,1692,146,400,244,700,248,499,172,344,27,2785,4,17,12,11,0,5,14,11,52,122,2799,4556,4431,4550,2883,2815,2375,2808,432,27649
50605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,5,0,5,0,19,4,10,18,8,12,7,22,8,4,97,4,16,26,12,19,14,29,18,5,147,0,0,0,0,0,0,0,4,0,4,0,0,3,8,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,3,0,17,285,423,143,84,366,64,23,38,25,1458,91,244,197,309,157,214,158,219,18,1603,0,3,12,8,0,3,4,13,33,77,1890,2530,2717,1872,2083,1280,2075,1679,265,16384
50606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,5,0,5,4,0,32,0,3,11,15,5,5,6,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,192,130,122,66,209,35,17,34,11,821,37,99,96,151,66,82,31,114,12,683,4,0,5,0,4,4,0,0,21,36,765,927,1033,1007,615,486,493,951,115,6396
50607,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,7,0,4,0,3,0,26,0,3,0,4,0,0,0,3,0,9,3,7,4,14,0,3,0,9,0,47,3,22,6,16,8,5,4,4,0,75,22,58,26,48,27,32,6,34,3,252,0,19,8,19,5,5,0,7,0,63,0,0,0,3,0,0,0,3,0,7,0,5,0,0,0,0,0,0,0,13,0,23,10,24,5,5,0,11,0,80,269,741,66,71,292,77,3,19,29,1568,108,370,199,409,162,170,37,128,21,1609,6,9,0,3,6,3,0,0,27,51,1681,4542,1466,2553,1805,998,209,936,233,14419
50701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,5,5,0,6,0,27,0,0,3,9,0,16,0,23,0,54,0,5,0,4,0,4,0,0,0,17,4,7,9,15,5,26,3,29,0,99,35,54,72,34,26,21,44,50,6,337,64,115,129,91,66,105,61,141,3,775,8,15,8,17,3,20,6,20,0,99,0,0,0,10,0,0,0,4,0,14,0,0,3,0,0,0,0,0,0,9,8,18,15,21,3,21,9,25,3,122,548,874,339,227,704,125,18,36,58,2915,286,638,625,746,476,666,362,540,48,4395,5,15,25,9,11,5,8,16,65,177,6138,7549,10444,4963,6062,3993,4591,4942,864,49546
50702,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,4,0,16,3,0,4,0,46,3,4,7,15,3,10,0,14,0,50,0,9,0,6,3,0,0,3,0,19,3,29,12,22,20,18,0,25,0,125,36,49,38,22,19,17,10,35,6,225,77,172,87,100,100,53,24,105,9,728,7,17,16,14,14,6,0,15,7,87,0,0,0,6,0,0,0,3,0,12,4,0,0,0,0,0,0,5,0,11,6,17,15,22,15,3,0,18,7,112,460,1015,103,79,381,80,13,17,53,2194,292,719,351,811,363,458,168,477,39,3686,3,13,13,10,6,5,9,15,41,120,4105,7382,3611,4262,3835,2262,1509,2723,435,30124
50703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,11,0,0,5,0,0,7,0,4,0,17,0,0,0,0,0,5,0,0,0,3,0,0,8,7,4,6,0,6,0,30,6,8,20,5,0,6,19,14,0,81,10,28,35,30,8,20,22,28,0,182,0,3,4,8,4,3,0,8,0,32,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,8,4,3,0,9,4,36,108,221,80,61,167,19,11,18,9,696,93,217,403,323,127,166,308,216,22,1874,5,9,8,3,0,0,5,8,32,73,1786,2475,4004,1890,1616,906,2382,2136,354,17533
50704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,44,7,11,20,9,0,8,4,100,6,10,5,10,4,13,4,14,0,59,0,5,6,0,0,0,0,0,0,19,13,69,16,23,19,20,5,24,5,181,18,77,31,32,15,27,17,21,7,239,83,409,112,164,133,114,35,112,19,1188,18,70,19,28,32,15,3,23,4,210,0,4,0,3,5,5,3,3,0,23,0,7,3,0,0,0,0,0,0,11,17,84,25,30,33,14,6,29,4,252,646,1519,231,171,780,143,22,35,80,3631,284,1904,473,955,565,933,201,479,52,5854,0,19,20,13,14,10,4,14,82,174,4464,14909,4689,5605,5344,4590,1469,3473,594,45144
50705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,4,0,0,0,20,0,0,8,7,0,16,0,14,0,41,0,0,0,0,0,0,0,0,0,5,0,4,7,8,0,21,5,14,0,64,16,22,31,28,8,23,20,34,3,177,29,65,61,85,24,94,32,88,6,472,6,20,11,21,7,19,0,11,0,97,0,0,0,5,0,6,0,3,0,17,0,0,0,3,0,0,0,0,0,5,9,18,13,25,7,22,5,13,0,112,382,570,263,267,550,113,20,45,47,2254,265,759,460,845,373,870,207,544,52,4380,6,6,19,16,4,10,14,7,48,135,3484,6544,5097,6306,3323,4325,1710,3511,528,34820
50901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,4,0,6,0,16,20,21,18,17,11,8,11,35,0,140,18,28,17,17,11,12,12,43,0,165,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,9,1348,390,135,81,341,48,38,112,22,2518,307,482,236,510,297,329,135,377,43,2718,36,8,9,14,7,13,14,21,75,194,4719,4176,3316,3173,2680,2172,1550,3582,411,25781
50902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,11,3,0,18,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,6,6,0,0,0,10,9,0,32,41,14,36,3,13,8,31,34,0,174,45,13,42,10,14,4,43,43,3,222,0,0,0,0,0,0,4,0,4,6,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,4,0,0,0,5,3,4,26,1428,232,155,56,433,54,53,145,40,2591,327,301,328,324,201,183,318,326,43,2337,31,7,27,3,9,3,22,27,92,220,5228,2604,3137,2002,2240,1333,2289,3251,402,22475
