POW_SA3_CODE_2021,AGFF_Bf_91,AGFF_91_95,AGFF_96_00,AGFF_01_05,AGFF_06_10,AGFF_11_15,AGFF_16_20,AGFF_2021,AGFF_NS,AGFF_Tot,Min_Bf_91,Min_91_95,Min_96_00,Min_01_05,Min_06_10,Min_11_15,Min_16_20,Min_2021,Min_NS,Min_Tot,Mnf_Bf_91,Mnf_91_95,Mnf_96_00,Mnf_01_05,Mnf_06_10,Mnf_11_15,Mnf_16_20,Mnf_2021,Mnf_NS,Mnf_Tot,EGWWS_Bf_91,EGWWS_91_95,EGWWS_96_00,EGWWS_01_05,EGWWS_06_10,EGWWS_11_15,EGWWS_16_20,EGWWS_2021,EGWWS_NS,EGWWS_Tot,Const_Bf_91,Const_91_95,Const_96_00,Const_01_05,Const_06_10,Const_11_15,Const_16_20,Const_2021,Const_NS,Const_Tot,WST_Bf_91,WST_91_95,WST_96_00,WST_01_05,WST_06_10,WST_11_15,WST_16_20,WST_2021,WST_NS,WST_Tot,RetT_Bf_91,RetT_91_95,RetT_96_00,RetT_01_05,RetT_06_10,RetT_11_15,RetT_16_20,RetT_2021,RetT_NS,RetT_Tot,AcFd_Bf_91,AcFd_91_95,AcFd_96_00,AcFd_01_05,AcFd_06_10,AcFd_11_15,AcFd_16_20,AcFd_2021,AcFd_NS,AcFd_Tot,TPW_Bf_91,TPW_91_95,TPW_96_00,TPW_01_05,TPW_06_10,TPW_11_15,TPW_16_20,TPW_2021,TPW_NS,TPW_Tot,IMT_Bf_91,IMT_91_95,IMT_96_00,IMT_01_05,IMT_06_10,IMT_11_15,IMT_16_20,IMT_2021,IMT_NS,IMT_Tot,FinIns_Bf_91,FinIns_91_95,FinIns_96_00,FinIns_01_05,FinIns_06_10,FinIns_11_15,FinIns_16_20,FinIns_2021,FinIns_NS,FinIns_Tot,RHRE_Bf_91,RHRE_91_95,RHRE_96_00,RHRE_01_05,RHRE_06_10,RHRE_11_15,RHRE_16_20,RHRE_2021,RHRE_NS,RHRE_Tot,ProSTS_Bf_91,ProSTS_91_95,ProSTS_96_00,ProSTS_01_05,ProSTS_06_10,ProSTS_11_15,ProSTS_16_20,ProSTS_2021,ProSTS_NS,ProSTS_Tot,AdSup_Bf_91,AdSup_91_95,AdSup_96_00,AdSup_01_05,AdSup_06_10,AdSup_11_15,AdSup_16_20,AdSup_2021,AdSup_NS,AdSup_Tot,PubAS_Bf_91,PubAS_91_95,PubAS_96_00,PubAS_01_05,PubAS_06_10,PubAS_11_15,PubAS_16_20,PubAS_2021,PubAS_NS,PubAS_Tot,EducTraining_Bf_91,EducTraining_91_95,EducTraining_96_00,EducTraining_01_05,EducTraining_06_10,EducTraining_11_15,EducTraining_16_20,EducTraining_2021,EducTraining_NS,EducTraining_Tot,HlthCareSocAssist_Bf_91,HlthCareSocAssist_91_95,HlthCareSocAssist_96_00,HlthCareSocAssist_01_05,HlthCareSocAssist_06_10,HlthCareSocAssist_11_15,HlthCareSocAssist_16_20,HlthCareSocAssist_2021,HlthCareSocAssist_NS,HlthCareSocAssist_Tot,ArtsRecreation_Bf_91,ArtsRecreation_91_95,ArtsRecreation_96_00,ArtsRecreation_01_05,ArtsRecreation_06_10,ArtsRecreation_11_15,ArtsRecreation_16_20,ArtsRecreation_2021,ArtsRecreation_NS,ArtsRecreation_Tot,OthServices_Bf_91,OthServices_91_95,OthServices_96_00,OthServices_01_05,OthServices_06_10,OthServices_11_15,OthServices_16_20,OthServices_2021,OthServices_NS,OthServices_Tot,ID_NS_Bf_91,ID_NS_91_95,ID_NS_96_00,ID_NS_01_05,ID_NS_06_10,ID_NS_11_15,ID_NS_16_20,ID_NS_2021,ID_NS_NS,ID_NS_Tot
50502,34,15,12,19,52,43,86,0,3,250,58,21,43,35,74,92,57,0,3,386,502,152,162,221,439,410,275,5,31,2194,100,15,43,50,97,54,24,0,5,381,853,189,292,346,720,792,269,6,31,3501,266,55,65,99,177,154,87,4,9,920,831,175,277,423,781,675,457,0,35,3651,242,92,106,234,555,549,531,7,39,2351,180,55,69,103,196,189,226,3,7,1025,142,34,44,54,99,81,40,0,9,504,219,40,62,69,108,56,26,0,4,585,175,39,24,50,86,62,28,0,3,460,641,162,245,332,491,423,276,9,28,2609,239,56,88,113,251,269,356,0,14,1386,581,121,146,211,324,223,73,4,18,1703,842,180,237,287,422,359,175,0,16,2513,1245,327,394,668,1345,1081,806,12,45,5922,104,26,36,46,77,64,38,0,3,398,334,96,96,127,344,362,206,0,21,1576,379,102,108,223,371,386,317,5,87,1973
50503,169,60,28,47,74,68,137,20,15,612,97,29,37,36,109,74,40,0,12,435,484,154,156,262,505,399,180,4,22,2168,59,11,16,28,44,35,18,0,4,205,758,190,249,411,894,740,202,5,38,3495,157,47,53,84,150,127,61,0,7,692,516,140,195,371,747,530,210,0,20,2737,141,56,67,204,638,466,255,3,29,1851,232,61,78,86,205,125,103,0,13,901,18,0,4,20,24,34,17,0,0,120,66,11,13,35,79,43,20,0,6,280,54,11,16,31,66,28,7,0,0,215,231,61,83,139,250,185,113,6,7,1066,151,39,57,83,181,155,98,3,7,762,203,38,62,94,183,97,53,0,8,739,643,165,236,373,610,443,149,3,12,2631,484,147,179,360,785,631,397,0,31,3019,58,10,14,32,77,34,21,0,0,263,261,63,87,169,361,306,137,0,15,1399,288,88,121,199,374,268,178,5,63,1582
50601,36,5,4,6,14,15,25,0,0,112,19,8,3,9,21,17,11,0,7,91,102,22,19,29,69,56,34,0,0,333,29,0,3,8,5,8,0,0,0,51,153,24,43,56,141,132,46,0,5,595,48,12,13,24,52,40,9,0,0,194,222,38,47,111,205,126,94,0,7,845,53,16,24,58,202,134,94,4,10,598,99,16,21,33,126,86,54,0,6,444,13,0,3,8,17,11,4,0,0,56,27,6,8,8,19,14,9,0,0,76,38,4,9,5,13,6,0,0,0,71,70,11,19,29,47,56,18,0,4,250,64,15,16,17,68,46,47,0,5,269,133,27,23,42,70,70,15,0,0,383,356,62,96,139,214,166,67,0,8,1104,457,89,128,242,538,429,173,6,9,2066,25,0,3,6,16,13,7,0,0,80,90,23,15,21,65,64,24,0,3,302,86,23,35,41,136,99,55,0,23,495
50602,11,0,0,9,9,12,8,0,0,56,386,102,146,263,470,364,176,5,18,1934,280,76,81,117,299,264,150,0,5,1288,45,7,6,22,61,38,16,0,0,191,456,107,155,232,490,485,201,5,27,2162,260,70,69,118,301,266,131,9,7,1227,489,117,159,290,659,538,434,4,26,2712,249,94,94,197,578,590,756,3,32,2593,996,257,351,449,1091,775,596,11,51,4570,42,9,21,28,51,51,43,0,0,243,99,21,29,43,69,64,31,0,6,359,116,30,27,46,111,112,48,0,3,487,328,91,115,206,387,361,218,0,16,1722,213,58,76,146,246,283,351,3,19,1399,357,73,90,106,227,183,113,0,11,1160,252,72,90,102,191,145,92,4,9,949,653,161,200,293,730,654,408,6,42,3148,513,139,154,249,493,396,239,3,30,2216,181,41,57,88,213,230,132,0,12,949,266,61,114,176,361,295,242,3,81,1594
50603,32,4,4,7,33,31,37,0,0,148,261,66,77,125,275,203,115,5,7,1140,934,204,262,363,1010,769,425,3,44,4011,128,21,34,55,97,78,40,0,3,455,489,93,153,233,549,475,228,0,26,2248,601,96,139,202,525,390,249,4,18,2227,539,134,135,314,720,603,458,4,32,2936,162,49,62,120,449,428,524,3,17,1811,521,114,168,253,632,552,525,4,32,2798,31,3,10,26,56,33,33,0,0,200,77,12,28,32,66,27,18,0,4,263,114,29,30,46,106,86,55,0,0,462,306,75,99,168,302,292,181,3,8,1435,142,30,46,83,171,166,226,3,4,867,320,61,75,105,189,130,61,0,9,948,940,250,314,426,670,574,375,15,12,3577,721,163,222,355,916,716,463,0,21,3583,55,6,15,26,49,42,28,0,0,230,297,63,101,112,363,339,224,4,19,1521,439,110,145,231,608,498,366,3,89,2490
50604,15,0,5,0,7,0,6,0,4,38,49,13,12,29,53,55,18,0,0,240,169,35,35,44,151,116,76,0,8,627,6,5,5,8,18,8,4,0,0,46,269,57,65,99,256,244,79,3,12,1087,67,6,16,21,63,59,25,0,0,265,276,63,83,135,269,257,178,3,15,1272,72,17,32,56,321,221,161,0,12,897,162,36,52,68,232,169,124,0,9,849,6,0,0,0,13,15,12,0,0,50,40,10,15,6,24,13,8,0,0,111,68,8,6,18,40,29,8,0,0,181,119,37,47,74,140,119,65,0,3,604,89,14,20,29,72,78,75,0,6,382,274,59,73,74,163,117,50,0,8,821,495,86,117,185,285,181,77,0,9,1436,394,104,117,223,577,475,246,0,18,2166,20,6,9,8,15,15,10,0,0,74,169,34,46,58,146,165,84,3,7,710,128,30,36,64,199,162,95,3,33,748
50605,36,4,7,5,9,7,7,0,0,75,45,8,13,11,78,32,5,0,0,195,145,40,38,73,184,122,46,0,0,651,23,6,6,13,14,16,3,0,0,80,140,27,34,38,87,99,40,0,5,471,61,11,17,24,67,50,25,0,0,251,141,23,19,48,103,73,65,0,3,480,49,11,23,33,103,89,50,0,9,363,230,43,66,85,199,167,117,0,12,916,9,0,0,0,8,0,0,0,0,30,27,4,0,5,24,9,6,0,0,77,39,3,7,5,10,13,9,0,0,93,101,11,18,29,47,23,8,0,0,240,56,9,12,20,43,30,27,0,3,201,48,3,7,14,27,13,8,0,0,124,198,30,40,58,90,73,22,0,6,510,182,30,36,62,150,133,122,5,11,724,13,0,0,10,5,3,0,0,0,29,85,9,19,25,48,43,27,0,0,250,78,4,13,33,93,61,50,0,17,354
50606,45,6,5,16,21,24,27,3,3,154,10,4,0,5,8,3,0,0,0,33,36,5,4,8,28,14,14,0,0,105,0,0,0,4,0,0,0,0,0,5,77,14,23,26,41,40,18,0,8,243,12,3,0,4,7,3,3,0,0,28,41,8,10,14,44,28,17,0,0,162,17,3,7,22,67,39,29,0,3,180,18,0,6,7,36,8,9,0,0,88,4,0,0,0,0,0,0,0,0,3,5,0,3,0,3,4,0,0,0,11,7,0,0,0,0,7,0,0,0,16,26,4,7,11,19,10,8,0,0,81,17,0,11,6,9,9,11,0,0,64,65,11,6,18,24,34,3,0,0,168,81,16,18,31,45,53,17,0,0,262,37,9,9,20,62,71,23,0,3,229,17,3,0,3,8,0,0,0,0,43,17,5,7,11,17,12,4,0,3,69,31,5,11,12,29,17,15,0,6,114
50607,11,3,4,0,5,4,0,0,0,33,43,7,16,34,48,30,20,0,0,198,17,0,4,6,8,11,4,0,0,54,6,0,0,0,8,0,0,0,0,7,77,13,12,28,42,58,18,0,4,266,6,8,6,4,6,4,0,0,0,31,67,3,18,21,63,56,69,0,0,298,68,16,31,63,184,185,230,0,10,789,19,3,6,4,10,10,22,0,0,76,12,5,0,3,3,5,0,0,0,29,51,16,19,23,27,24,6,0,0,166,57,3,11,17,25,17,3,0,0,148,224,40,65,79,128,103,79,0,5,725,38,8,10,10,33,44,36,0,5,190,151,24,35,41,62,50,31,0,3,389,213,46,57,83,141,103,67,0,5,713,265,72,85,136,345,320,296,0,8,1524,46,4,12,13,20,13,8,0,0,106,37,13,9,18,30,26,23,0,0,169,45,12,14,25,66,37,37,0,9,245
50701,46,0,4,5,22,13,10,0,0,103,119,34,47,69,180,146,101,4,16,713,670,160,149,273,782,682,323,5,29,3072,145,38,58,72,199,152,49,0,7,713,544,113,146,248,650,546,212,3,23,2485,245,61,60,97,210,183,84,0,9,945,383,95,102,152,411,326,217,0,17,1707,103,27,56,79,323,293,205,0,12,1092,288,55,83,104,206,177,116,4,14,1042,8,4,4,5,16,7,8,0,0,56,52,6,18,23,42,52,10,0,0,206,84,13,19,21,42,35,9,0,3,229,242,69,75,120,231,222,125,0,7,1090,101,33,38,34,135,123,102,0,5,562,216,48,61,65,119,106,47,0,12,675,381,58,116,137,232,186,79,0,8,1201,422,104,139,244,517,529,347,3,26,2328,34,5,16,23,46,38,12,0,0,181,173,37,51,72,174,146,94,0,4,757,296,64,88,137,378,328,203,0,58,1557
50702,22,4,0,7,10,9,8,0,0,62,32,10,10,9,39,22,8,0,0,122,154,33,57,71,159,177,112,3,3,776,13,3,4,5,8,14,6,0,0,49,140,27,35,64,107,113,66,0,10,553,74,10,15,14,46,38,20,0,0,218,215,42,42,87,162,126,103,0,12,784,181,54,87,147,310,359,442,3,19,1595,220,59,55,81,163,137,74,4,6,791,28,3,6,11,18,16,5,0,0,91,35,4,16,11,13,15,10,0,0,105,61,10,12,11,16,23,4,0,0,134,207,60,44,83,136,97,68,6,4,700,64,17,16,16,60,61,69,0,3,304,209,40,65,60,113,86,28,0,5,615,312,72,68,78,141,133,54,3,9,873,699,145,167,272,511,404,232,9,19,2456,61,8,12,17,19,21,23,0,0,167,107,17,24,24,77,100,42,0,6,399,128,14,37,67,123,119,106,0,25,623
50703,32,9,15,20,88,66,30,0,3,263,105,28,27,50,107,69,31,0,6,420,483,69,87,131,330,251,88,5,13,1452,64,15,17,24,78,31,9,0,4,241,267,62,81,104,244,170,67,6,15,1008,53,13,13,15,40,51,12,0,0,206,89,11,21,29,104,88,37,0,8,386,26,7,9,24,100,79,54,0,3,296,95,11,19,31,97,54,34,0,4,355,3,0,0,0,4,6,3,0,0,14,12,0,5,0,3,0,3,0,0,28,19,0,5,3,8,14,6,0,0,58,52,11,8,25,40,41,20,0,0,193,44,6,12,14,31,26,26,0,4,175,147,35,31,51,124,80,18,0,6,492,116,26,30,47,84,74,31,0,0,415,100,15,20,38,120,156,40,3,3,498,10,0,5,0,10,5,5,0,0,35,37,5,9,9,34,33,18,0,3,159,101,28,26,30,102,77,41,0,20,423
50704,8,4,3,3,3,8,0,0,0,33,119,27,38,67,158,90,39,0,6,555,168,40,31,86,198,156,134,0,5,835,15,0,5,7,6,5,5,0,0,41,277,46,83,71,176,143,53,0,5,860,65,7,25,26,47,40,23,0,3,235,427,81,134,229,380,297,211,3,16,1778,122,41,76,142,309,333,341,4,10,1372,103,21,39,48,125,78,47,0,7,461,9,0,5,10,22,14,6,0,0,75,100,14,27,29,38,26,8,0,0,246,132,9,20,20,29,19,26,0,3,264,331,64,90,136,188,152,87,0,4,1050,85,17,21,24,64,72,104,0,3,389,202,31,45,63,133,109,48,0,10,643,769,172,209,273,429,336,190,4,15,2397,1370,388,525,796,1540,1352,702,37,55,6759,50,9,11,21,21,14,8,0,0,135,192,30,71,87,191,181,114,4,13,876,147,38,44,75,137,135,112,0,34,722
50705,30,0,8,13,19,27,20,0,3,123,36,6,5,19,27,21,5,0,3,114,166,29,37,54,117,132,70,4,7,624,5,4,4,0,3,3,3,0,0,25,253,35,63,103,217,177,36,0,12,898,51,9,5,15,30,26,3,5,0,131,359,72,84,156,428,311,107,4,9,1527,89,33,28,119,376,330,191,6,17,1195,119,22,32,40,127,77,36,0,4,450,13,0,4,4,14,22,7,0,0,57,29,3,9,11,23,18,3,0,0,101,66,5,3,13,29,28,5,0,5,155,118,24,33,40,95,86,44,5,3,450,100,16,19,47,101,67,54,0,7,411,278,62,88,113,235,158,40,3,10,983,543,72,146,144,358,264,92,0,13,1640,603,137,165,297,732,555,229,6,24,2748,24,6,18,14,31,33,10,0,0,133,155,22,33,54,142,132,63,4,9,613,112,16,31,52,132,92,54,0,28,525
50901,212,25,41,44,72,59,97,3,15,572,8,0,0,0,0,0,0,0,0,11,92,16,20,60,161,85,106,32,10,575,15,0,5,4,3,7,0,0,0,36,146,9,15,24,37,17,19,0,3,275,26,3,4,6,10,19,13,4,5,102,179,18,23,30,78,40,42,0,8,432,108,14,25,37,117,98,88,7,11,500,67,5,12,7,17,12,0,0,9,129,12,0,0,0,5,4,6,0,0,24,24,0,8,3,12,4,0,0,0,52,34,3,5,5,8,0,3,0,0,47,100,10,21,19,35,12,9,0,5,215,34,3,7,5,14,19,20,4,4,115,191,18,20,31,58,36,7,0,8,372,256,29,35,38,60,41,24,0,16,505,390,63,72,120,212,173,102,4,19,1155,25,3,0,3,3,7,0,0,0,46,64,8,4,15,29,27,18,0,3,174,69,4,10,20,40,34,20,0,17,209
