SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL50029,8,0,0,0,0,0,0,0,0,7,13,3,10,16,7,9,3,0,0,61
SAL50030,0,0,0,0,3,0,0,0,0,3,12,6,7,5,13,16,6,0,0,66
SAL50031,44,35,61,38,51,41,38,56,74,433,359,337,409,378,445,490,372,200,112,3095
SAL50032,35,17,26,16,15,24,15,14,3,164,567,283,371,381,357,266,267,263,93,2850
SAL50033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL50034,29,14,31,24,17,11,11,5,3,152,224,151,228,217,194,151,128,78,26,1395
SAL50035,65,52,34,42,62,57,33,23,16,371,1272,894,506,789,1022,883,626,441,200,6638
SAL50036,135,101,58,97,103,46,19,9,0,568,2045,1462,1056,1471,1630,904,474,207,42,9287
SAL50037,95,47,52,78,47,21,15,10,6,363,1996,722,878,1492,831,387,270,126,84,6786
SAL50038,21,6,9,16,22,17,26,9,15,141,144,69,80,104,170,243,350,200,100,1463
SAL50039,284,164,171,181,152,158,105,49,18,1282,3731,1791,2014,2278,1913,1860,1483,753,184,15988
SAL50040,231,121,155,167,139,48,27,5,0,894,3701,1686,2596,2524,1624,991,593,238,49,13998
SAL50041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SAL50042,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,12
SAL50043,4,0,0,0,7,4,0,0,0,17,11,6,6,6,19,9,3,0,0,56
SAL50044,0,0,0,0,0,0,0,0,0,6,0,3,0,0,8,7,4,0,0,17
SAL50045,0,0,0,0,3,0,0,0,0,5,0,0,4,3,10,10,7,0,0,37
SAL50046,0,0,0,0,0,0,0,0,0,0,11,0,5,4,0,3,0,3,0,25
SAL50047,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,11
SAL50048,0,0,5,8,0,0,4,0,0,25,26,9,37,26,26,24,22,8,0,173
SAL50049,0,0,0,0,0,0,3,0,0,10,0,0,3,0,0,6,5,0,0,26
SAL50050,0,4,0,0,4,0,0,0,0,10,5,0,7,4,3,12,7,3,0,54
SAL50051,49,11,12,35,24,20,18,8,0,181,260,119,108,167,186,165,192,72,9,1276
SAL50052,0,0,0,3,3,0,6,0,0,11,16,23,13,12,28,22,19,10,0,144
SAL50053,122,76,154,129,116,83,64,59,34,823,1682,1018,1805,1707,1282,1095,975,813,436,10813
SAL50054,717,350,532,495,383,241,118,82,11,2937,10121,4544,6423,6035,4389,2955,1986,1073,169,37697
SAL50055,348,202,276,274,182,119,76,44,16,1529,2924,1607,2990,2207,1444,1125,908,522,129,13864
SAL50056,7,0,6,5,6,8,11,3,0,47,66,35,38,49,67,107,138,50,16,565
SAL50057,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,21
SAL50058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8
SAL50059,0,0,0,0,0,3,0,0,0,10,14,8,6,13,14,17,15,5,0,93
SAL50060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50061,288,190,182,163,164,180,103,35,17,1324,3546,2618,2363,2234,2481,2824,1544,658,198,18459
SAL50062,0,0,0,0,0,0,4,0,0,3,4,0,0,7,0,5,6,7,0,33
SAL50063,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,16,18,12,0,58
SAL50064,6,0,0,0,0,0,0,0,0,16,13,0,3,9,6,11,11,3,0,54
SAL50065,0,0,0,0,0,3,0,0,0,0,4,4,11,3,13,15,5,0,0,60
SAL50066,6,8,9,0,12,9,6,0,0,46,89,30,44,52,55,59,34,25,0,383
SAL50067,0,18,42,35,39,24,3,0,0,159,0,27,74,69,65,39,3,0,0,275
SAL50068,9,9,7,11,8,8,6,0,0,63,203,204,165,148,193,219,155,62,18,1377
SAL50069,194,96,145,135,91,58,28,14,0,756,3127,1458,2262,2018,1239,753,365,107,19,11351
SAL50070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50071,4,0,0,5,0,0,3,0,0,8,19,3,7,12,19,7,6,4,0,72
SAL50072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,17
SAL50073,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,3,0,0,16
SAL50074,0,0,0,0,0,5,0,4,0,10,8,0,8,4,0,10,5,0,0,47
SAL50075,9,13,13,10,19,10,14,3,0,94,145,141,75,106,165,131,105,69,12,940
SAL50076,0,3,9,12,9,10,0,0,0,38,0,3,13,10,12,8,0,0,0,45
SAL50077,0,3,0,5,6,9,0,0,0,25,42,37,13,35,54,50,41,30,3,302
SAL50078,131,97,116,123,133,107,74,46,26,859,1892,1056,1448,1619,1520,1392,1069,566,267,10837
SAL50079,36,25,22,28,32,18,23,14,5,202,705,492,368,512,540,450,413,248,101,3832
SAL50080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50081,184,66,105,123,101,37,17,5,0,637,1375,462,753,922,636,264,65,4,0,4496
SAL50082,49,28,26,34,26,36,29,23,0,266,650,359,347,377,405,397,411,264,73,3272
SAL50083,124,109,148,163,153,110,83,56,54,1000,2618,1476,2361,2434,2102,1780,1346,740,428,15288
SAL50084,25,12,23,10,32,31,14,12,9,161,201,119,204,162,214,212,154,104,41,1400
SAL50085,0,0,6,8,6,0,0,0,0,15,20,3,11,20,24,24,14,5,3,123
SAL50086,80,50,49,57,70,49,38,25,10,421,935,534,602,749,788,678,551,336,147,5315
SAL50087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50088,0,0,0,0,0,0,0,0,0,4,12,4,0,6,7,16,7,0,0,54
SAL50089,0,0,0,0,0,0,0,0,0,0,5,9,6,9,13,0,0,0,0,53
SAL50090,142,113,158,126,85,53,38,29,11,746,1773,1166,1743,1568,1031,735,648,330,101,9092
SAL50091,60,45,37,53,58,39,25,14,3,325,1085,604,751,915,789,685,504,271,114,5716
SAL50092,32,20,16,28,44,31,13,4,0,191,582,421,222,383,536,459,272,144,29,3038
SAL50093,187,118,127,101,102,107,51,27,12,826,1745,1140,1197,1221,1131,1283,930,356,114,9112
SAL50094,4,0,0,3,0,0,0,0,0,14,24,21,0,21,23,19,9,3,5,128
SAL50095,0,0,5,0,0,0,0,0,0,7,5,5,24,8,3,4,9,0,0,58
SAL50096,5,0,0,3,0,0,4,0,0,19,10,4,3,5,9,8,5,6,0,56
SAL50097,6,0,6,5,0,0,0,0,0,14,23,9,11,12,14,23,22,8,0,126
SAL50098,114,88,98,92,91,59,22,7,4,575,1969,1085,1350,1447,1224,847,489,172,53,8617
SAL50099,0,0,0,0,0,3,0,0,0,7,8,0,8,0,0,10,3,0,0,41
SAL50100,0,0,0,0,0,3,3,0,0,12,22,15,12,5,21,15,14,10,0,109
SAL50101,7,5,0,3,5,3,0,0,0,25,30,15,8,18,37,26,14,4,0,157
SAL50102,56,38,50,50,39,24,13,10,4,285,801,432,652,663,500,513,380,123,37,4094
SAL50103,3,5,0,0,0,3,4,0,0,12,32,37,13,15,36,65,45,19,3,264
SAL50104,11,20,16,20,20,25,13,0,0,119,243,166,213,219,199,221,156,60,29,1514
SAL50105,104,79,135,117,90,71,39,18,9,652,1066,828,1425,1119,847,722,559,260,132,6959
SAL50106,5,3,0,0,4,5,0,0,0,24,36,19,20,27,28,44,18,10,9,203
SAL50107,0,5,0,0,0,0,0,0,0,6,27,22,11,15,36,27,9,10,0,159
SAL50108,0,0,0,0,0,0,0,0,0,0,3,8,3,3,0,5,4,0,0,23
SAL50109,8,5,0,3,4,0,0,3,0,15,36,13,4,23,16,15,20,10,0,143
SAL50110,105,55,59,54,45,30,12,5,0,360,1427,892,870,978,779,576,282,105,20,5929
SAL50111,80,173,240,114,87,45,54,142,236,1166,889,1911,2195,1058,603,467,543,728,656,9051
SAL50112,20,13,21,18,20,29,26,10,3,155,220,160,169,174,212,210,203,85,34,1463
SAL50113,0,0,0,0,0,0,0,0,0,6,8,0,7,4,9,6,4,0,0,38
SAL50114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50115,126,58,68,77,48,34,9,8,6,428,1752,777,1000,1195,757,392,221,86,12,6196
SAL50116,21,15,13,14,12,20,20,15,10,134,134,80,69,110,119,173,242,126,54,1109
SAL50117,62,41,44,47,46,41,41,30,22,380,969,707,639,680,841,851,638,396,186,5892
SAL50118,6,0,3,3,10,6,3,4,0,48,115,90,49,71,113,124,88,44,18,713
SAL50119,59,47,62,50,64,61,60,45,25,471,1081,813,667,846,974,968,865,485,262,6961
SAL50120,0,0,0,0,0,0,3,0,0,5,0,5,0,0,6,0,4,0,0,20
SAL50121,0,0,3,6,7,5,5,0,0,25,27,17,6,20,39,39,56,19,0,225
SAL50122,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,6,0,0,18
SAL50123,55,29,54,43,25,22,5,0,0,239,419,148,300,296,176,133,52,17,4,1540
SAL50124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50125,0,6,0,0,0,0,0,0,0,4,9,8,14,3,9,8,0,4,0,59
SAL50126,16,10,14,13,25,21,14,13,3,134,206,119,90,113,167,201,188,97,28,1215
SAL50127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50129,20,11,16,16,15,8,18,0,0,108,221,118,142,168,182,201,197,58,14,1296
SAL50130,0,0,0,0,3,0,0,0,0,11,8,5,7,10,13,13,3,0,0,58
SAL50131,0,3,0,0,5,3,0,0,0,9,16,15,3,9,15,9,14,0,0,86
SAL50132,23,10,9,15,16,14,21,9,8,129,171,119,110,135,191,190,205,151,108,1381
SAL50133,0,0,0,0,0,3,0,0,0,3,13,4,3,8,5,22,15,7,0,85
SAL50134,0,0,0,0,0,0,0,0,0,3,4,0,7,0,5,12,7,6,0,39
SAL50135,0,0,0,0,0,3,0,0,0,4,15,3,6,10,3,11,3,0,0,45
SAL50136,0,0,0,0,0,3,3,0,0,5,6,0,5,0,0,17,5,0,0,40
SAL50137,25,6,20,13,19,26,14,7,0,129,278,84,136,151,146,189,128,54,13,1178
SAL50138,5,0,0,0,0,3,0,0,0,9,11,0,0,9,4,3,4,0,0,32
SAL50139,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,14,3,0,0,42
SAL50140,0,4,0,0,0,0,7,0,0,12,15,10,7,10,19,33,32,9,3,128
SAL50141,0,0,0,0,4,0,0,0,0,12,20,4,3,3,17,0,13,0,0,60
SAL50142,4,3,0,0,4,9,4,8,0,33,39,20,5,11,47,46,36,9,0,217
SAL50143,14,9,0,7,6,9,0,0,0,42,52,19,20,32,41,22,0,4,0,182
SAL50144,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5
SAL50145,5,3,0,3,0,6,3,3,0,20,18,18,0,18,20,29,24,5,0,149
SAL50146,0,0,0,0,4,4,0,0,0,3,3,0,7,0,9,9,0,3,0,32
SAL50147,0,3,5,3,7,4,0,0,0,21,0,5,16,11,11,4,0,0,0,48
SAL50148,33,29,27,37,30,31,38,24,20,267,1020,718,497,718,770,681,562,408,300,5684
SAL50149,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,5,4,0,0,22
SAL50150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50151,0,0,3,0,6,0,0,4,0,9,17,0,10,10,23,24,34,15,0,143
SAL50152,0,3,4,0,4,0,0,0,0,14,7,12,7,0,12,13,3,0,0,48
SAL50153,0,0,0,0,0,0,0,0,0,3,3,4,4,0,5,4,4,4,0,31
SAL50154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL50155,0,0,0,0,0,0,0,0,0,0,9,4,0,3,5,3,4,0,0,37
SAL50156,0,0,0,0,0,0,0,0,0,8,9,0,4,6,0,5,6,0,0,29
SAL50157,0,0,3,0,0,0,0,0,0,6,13,6,9,8,20,19,23,9,0,110
SAL50158,0,0,0,0,4,0,0,0,0,6,12,3,8,10,11,6,16,7,0,71
SAL50159,247,133,156,135,110,120,66,22,4,990,1113,578,741,685,633,634,363,109,21,4872
SAL50160,0,0,0,0,0,0,0,0,0,5,9,3,0,8,6,12,16,0,0,53
SAL50161,12,8,7,12,7,17,14,4,0,70,105,58,67,97,115,189,192,74,15,910
SAL50162,0,0,4,6,3,11,7,0,0,33,95,53,12,60,79,79,61,34,6,475
SAL50163,0,0,0,0,3,0,0,0,0,4,14,3,0,7,21,14,5,8,0,75
SAL50164,0,0,0,0,0,0,0,0,0,10,18,0,0,6,21,12,8,3,0,84
SAL50165,3,0,0,0,0,0,10,6,0,17,14,3,8,14,6,12,29,8,5,104
SAL50166,0,0,0,0,0,0,0,0,0,4,5,0,0,6,0,4,3,3,0,33
SAL50167,0,0,0,0,0,0,0,0,0,10,27,4,7,15,16,10,11,0,0,91
SAL50168,9,7,4,10,3,6,0,0,0,40,127,70,81,83,93,90,68,43,15,669
SAL50169,25,7,12,15,25,24,21,0,0,150,262,111,102,168,166,230,167,75,10,1304
SAL50170,0,0,0,0,0,0,0,0,0,0,5,0,9,0,9,0,0,0,0,28
SAL50171,0,3,0,0,0,4,0,0,0,7,14,5,3,5,3,7,4,0,0,38
SAL50172,30,5,15,19,19,24,16,10,0,130,153,73,67,103,120,165,125,97,30,938
SAL50173,117,46,140,92,46,21,4,0,0,458,2423,868,2444,1698,693,351,136,42,0,8665
SAL50174,12,0,0,6,5,0,0,0,0,22,22,10,14,20,12,21,12,11,0,113
SAL50175,0,0,0,0,0,0,0,0,0,0,7,0,4,3,4,11,14,3,0,40
SAL50176,3,0,0,0,0,0,0,0,0,4,3,0,8,3,8,3,0,0,0,29
SAL50177,4,0,0,0,9,6,4,3,0,26,63,24,43,38,48,79,83,37,6,424
SAL50178,23,11,20,18,18,18,7,4,5,115,426,289,276,276,311,238,188,90,60,2153
SAL50179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50180,41,31,23,26,53,48,54,16,4,298,493,254,233,296,428,507,607,276,76,3168
SAL50181,8,7,10,7,19,16,16,0,0,76,191,134,75,139,182,156,110,36,7,1025
SAL50182,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,6,3,0,0,25
SAL50183,67,21,34,38,35,31,45,34,30,340,635,310,330,456,477,459,688,521,391,4269
SAL50184,9,9,6,3,15,8,5,0,0,53,217,103,65,139,124,87,24,6,0,759
SAL50185,58,24,27,31,29,30,12,13,4,222,213,90,137,108,142,127,101,53,12,993
SAL50186,0,0,0,5,0,0,0,0,0,8,0,0,0,0,3,4,0,3,0,17
SAL50187,103,50,43,42,37,18,12,9,0,314,825,395,471,438,350,261,169,50,6,2968
SAL50188,3,3,0,0,8,0,0,0,0,17,43,30,21,13,48,46,43,8,4,249
SAL50189,20,16,4,10,8,12,4,6,0,93,119,58,57,75,95,109,99,75,38,732
SAL50190,151,111,141,104,134,98,43,18,10,806,747,451,638,555,554,472,260,90,30,3797
SAL50191,0,0,0,0,0,0,0,0,0,6,26,7,15,11,20,17,8,4,0,109
SAL50192,14,0,0,0,0,3,4,4,0,23,40,15,22,19,21,40,37,14,4,211
SAL50193,7,4,3,4,5,6,0,0,0,31,47,12,19,31,26,22,19,0,0,173
SAL50194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50195,4,0,0,6,0,0,0,0,0,12,25,11,8,17,19,28,18,4,0,125
SAL50196,11,8,12,9,13,18,20,21,6,112,142,57,65,85,79,93,130,69,24,742
SAL50197,23,15,21,13,16,21,18,5,0,126,216,153,129,120,168,169,142,82,17,1195
SAL50198,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,4,4,0,27
SAL50199,3,0,0,0,3,4,4,0,0,16,11,3,0,3,11,15,4,4,0,56
SAL50200,121,75,111,118,68,57,15,0,0,574,645,375,590,579,400,305,82,18,0,2990
SAL50201,52,49,21,39,45,48,70,59,68,444,1493,856,605,1091,984,863,1086,681,376,8030
SAL50202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50203,0,0,0,0,0,0,0,0,0,3,13,8,9,11,17,11,10,0,0,82
SAL50204,0,0,0,0,5,0,0,0,0,5,31,9,9,26,15,37,28,6,0,159
SAL50205,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,5,7,5,0,29
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL50207,99,74,75,70,91,78,36,14,0,552,1077,782,726,653,862,747,524,201,38,5605
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,0,8,0,9,4,3,15,7,3,0,48
SAL50210,31,37,46,44,57,50,53,29,12,370,429,369,455,458,559,628,576,303,179,3948
SAL50211,0,0,0,0,0,0,0,0,0,4,11,0,5,4,0,0,0,0,0,19
SAL50212,3,0,0,4,0,4,0,0,0,12,5,8,0,4,3,9,0,4,0,26
SAL50213,4,3,0,0,0,0,0,0,0,15,12,3,3,16,6,4,13,4,0,61
SAL50214,0,0,0,0,0,0,0,0,0,0,11,0,4,7,4,10,4,0,3,51
SAL50215,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,13,8,0,0,30
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,9,0,6,9,11,9,4,3,0,55,196,77,69,129,109,101,68,33,9,788
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11
SAL50219,0,26,122,93,40,19,4,5,0,314,8,26,130,93,46,25,9,9,0,340
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50221,33,30,21,34,50,35,16,0,0,216,867,554,329,576,766,606,291,67,8,4071
SAL50222,0,3,7,6,3,0,9,3,0,27,70,26,23,48,62,25,33,11,0,309
SAL50223,5,7,0,6,5,0,0,0,0,20,20,16,6,17,24,13,18,3,0,114
SAL50224,0,0,0,0,3,0,0,0,0,9,8,5,3,0,8,0,0,0,0,22
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,21,31,51,35,37,32,22,10,3,250,245,322,617,444,353,365,302,107,28,2779
SAL50227,4,3,10,7,4,4,0,0,0,37,118,79,190,122,68,55,23,18,0,677
SAL50228,13,26,24,20,23,27,38,23,3,189,173,155,175,157,228,280,351,228,86,1838
SAL50229,261,157,169,157,176,88,37,29,6,1083,3198,2092,1909,1984,1991,1128,755,338,72,13473
SAL50230,375,142,236,219,142,108,55,29,10,1307,5466,2062,3454,3155,1938,1432,880,373,120,18878
SAL50231,192,97,157,128,139,100,45,17,3,884,1315,628,994,879,815,621,359,99,25,5730
SAL50232,0,0,0,0,0,0,0,0,0,3,4,3,12,3,8,11,11,0,0,56
SAL50233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL50234,3,0,0,0,0,3,0,0,0,20,48,16,24,23,24,26,25,9,3,198
SAL50235,25,14,21,17,26,14,14,10,5,153,291,169,224,210,257,202,201,263,165,1975
SAL50236,0,0,0,0,0,0,0,0,0,5,5,5,3,0,4,8,11,7,0,38
SAL50237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,11
SAL50238,63,3,8,16,13,11,3,0,0,108,145,79,89,66,56,46,15,0,0,500
SAL50239,0,0,3,0,0,0,0,0,0,8,4,14,9,0,0,0,0,0,0,26
SAL50240,104,69,55,47,54,45,35,11,3,418,911,568,582,592,510,578,457,191,58,4442
SAL50241,0,3,0,0,0,0,0,0,0,10,8,4,8,10,5,0,0,0,0,35
SAL50242,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SAL50243,0,0,0,0,0,0,0,0,0,0,10,6,6,9,7,11,4,3,0,57
SAL50244,0,0,0,0,3,0,0,0,0,0,11,0,5,0,3,5,0,0,0,26
SAL50245,290,411,681,602,435,267,108,55,18,2877,6690,4921,4369,5463,4948,4010,2615,1066,415,34504
SAL50246,84,104,191,101,59,49,22,22,9,635,1069,1015,2118,1056,539,476,364,182,67,6875
SAL50247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL50248,0,8,0,5,9,12,8,0,0,39,75,42,60,48,77,107,99,23,9,538
SAL50249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
SAL50250,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,18
SAL50251,36,38,18,24,47,26,37,18,4,249,528,275,255,320,391,341,317,149,39,2606
SAL50252,7,3,0,0,0,4,0,0,0,17,18,18,11,7,22,32,17,15,0,136
SAL50253,0,3,19,8,3,0,0,0,0,39,0,10,39,10,11,8,3,0,0,79
SAL50254,0,0,0,0,0,0,0,0,0,7,0,3,0,4,9,3,4,3,0,25
SAL50255,6,3,15,5,6,9,4,0,0,43,71,55,55,51,70,75,48,13,8,444
SAL50256,0,0,0,0,4,0,0,0,0,12,4,5,0,3,6,3,4,0,0,29
SAL50257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50258,0,0,0,0,0,0,0,0,0,9,20,8,12,10,18,25,9,7,6,112
SAL50259,8,4,0,0,4,0,0,0,0,25,19,13,9,10,19,22,21,6,0,118
SAL50260,16,10,8,17,15,9,10,5,0,77,238,166,103,150,232,142,93,40,3,1163
SAL50261,142,81,105,69,67,64,31,22,17,594,877,605,726,611,612,697,533,319,176,5155
SAL50262,65,40,26,50,57,49,49,17,5,365,1579,734,473,1006,1000,819,1042,492,185,7330
SAL50263,55,69,110,59,57,59,22,17,10,462,966,778,1461,1086,784,670,594,280,125,6733
SAL50264,0,0,0,0,0,0,0,0,0,8,22,8,4,10,3,13,25,12,0,103
SAL50265,8,9,0,5,4,7,3,0,0,37,133,100,63,68,98,116,109,53,16,754
SAL50266,9,11,3,19,11,5,9,4,0,74,66,33,48,69,47,64,62,23,11,407
SAL50267,4,30,39,13,11,10,0,4,3,117,23,38,60,40,29,44,25,15,11,281
SAL50268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50269,100,68,42,64,92,55,31,7,0,460,1554,1054,718,1028,1234,872,493,185,40,7178
SAL50270,0,0,0,4,0,0,0,0,0,8,11,3,0,7,9,10,9,3,0,49
SAL50271,0,0,0,0,0,0,0,0,0,3,19,0,12,10,9,10,0,4,0,57
SAL50272,8,0,0,0,0,0,0,0,0,9,25,12,10,20,14,15,3,0,0,103
SAL50273,97,78,52,65,61,46,38,33,10,484,836,475,485,532,484,443,412,243,64,3968
SAL50274,9,187,480,361,157,41,31,3,0,1273,115,290,537,424,289,187,96,32,9,1987
SAL50275,0,5,29,17,3,10,0,0,0,63,8,10,34,20,13,16,0,0,0,103
SAL50276,5,0,0,0,0,0,5,0,0,14,20,20,15,20,16,36,18,15,0,171
SAL50277,111,67,84,73,78,38,30,17,4,498,1893,731,1285,1379,882,637,412,168,36,7419
SAL50278,13,9,9,8,13,9,7,9,6,79,61,89,73,54,80,82,115,91,49,689
SAL50279,0,5,3,4,9,13,4,8,4,47,61,23,55,36,49,92,92,53,16,480
SAL50280,8,0,3,0,0,5,9,3,0,26,28,17,17,16,25,31,27,9,0,164
SAL50281,9,19,16,12,21,28,5,0,0,112,248,153,148,190,187,200,157,65,9,1355
SAL50282,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,7,0,0,0,18
SAL50283,0,0,0,0,0,3,0,6,0,4,8,4,8,0,12,6,9,5,0,60
SAL50284,0,0,3,4,0,0,0,0,0,16,13,3,18,20,19,22,19,5,0,122
SAL50285,0,0,0,0,4,0,0,5,5,15,15,12,10,7,16,23,16,9,4,109
SAL50286,0,0,0,0,0,0,0,0,0,8,12,5,4,11,12,11,10,6,3,68
SAL50287,0,0,0,0,4,3,0,0,0,9,20,3,6,16,13,6,15,6,0,72
SAL50288,0,0,0,0,0,0,0,0,0,6,0,3,0,3,8,12,3,7,0,37
SAL50289,0,0,5,0,0,0,0,0,0,3,0,0,22,12,12,5,0,0,0,41
SAL50290,18,13,19,18,20,30,8,10,0,136,303,222,183,213,297,325,200,66,24,1821
