SAL_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
SAL50205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,17,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,8,0,0,0,0,16
SAL50206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SAL50207,0,0,0,4,0,0,6,0,0,14,0,0,0,0,6,14,13,10,0,46,10,53,67,52,60,46,9,4,0,311,0,0,0,0,6,3,3,3,0,24,17,22,29,37,52,27,19,13,5,219,393,220,208,203,235,180,80,19,8,1544,45,36,26,26,42,31,13,7,0,241,491,346,348,354,441,382,244,92,20,2721,3,11,14,32,75,117,152,65,10,479,73,48,68,63,75,59,37,19,4,445,0,3,3,11,21,45,62,20,5,152,0,0,0,0,0,0,4,5,5,19,0,3,19,15,39,57,69,33,4,239,0,8,5,4,13,41,70,46,14,199,7,0,0,4,6,3,11,10,0,42,0,3,0,0,9,22,28,23,0,87,35,78,100,81,91,70,36,11,0,500,0,0,0,0,8,5,21,12,6,55,43,41,43,50,73,58,43,22,9,381,840,552,463,392,498,353,177,51,12,3338
SAL50208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50209,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,9,0,0,0,25,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,7,0,0,0,25
SAL50210,0,0,0,0,0,8,3,7,12,17,0,0,0,0,8,6,10,13,13,53,0,33,25,28,38,30,22,27,49,251,0,0,0,0,0,3,0,5,10,17,3,11,13,16,23,31,33,33,62,223,187,116,153,127,173,173,122,34,14,1107,15,17,16,22,15,28,28,14,10,176,220,189,225,214,277,328,306,152,123,2021,0,7,6,16,38,75,132,98,74,448,16,35,42,42,40,40,34,22,12,285,0,0,0,3,8,34,51,37,21,163,0,0,0,0,0,3,14,38,76,124,0,0,5,5,20,34,56,39,24,186,0,0,0,0,7,30,57,54,56,209,0,0,0,0,5,9,9,11,10,38,5,0,0,4,11,16,21,23,19,87,6,54,55,61,68,62,48,38,60,448,0,0,0,0,0,4,4,11,16,41,9,17,23,27,36,58,63,51,80,378,361,245,302,294,344,326,234,79,25,2211
SAL50211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,4,0,0,0,0,0,15
SAL50212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,0,0,0,5,0,0,0,6,5,4,0,4,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7
SAL50213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,3,3,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,8,5,3,6,0,0,25,0,0,0,0,0,3,3,0,0,8,5,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,3,9,3,0,5,0,0,30
SAL50214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,3,20,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,11,0,4,3,4,6,4,0,0,31
SAL50215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,7,4,0,0,16,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,8,0,0,3,0,3,0,0,0,19
SAL50216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,3,7,4,8,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,3,0,5,0,26,86,28,24,39,33,26,17,0,3,260,9,3,0,3,6,5,0,3,0,27,96,46,33,72,49,46,33,16,3,399,0,0,0,3,11,26,13,12,0,64,16,6,6,14,5,7,7,0,0,67,0,0,0,0,0,8,4,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,14,6,4,0,40,0,0,0,0,0,6,7,4,0,26,0,0,0,0,0,4,5,0,0,8,0,0,0,0,0,5,8,0,0,15,3,10,3,12,6,12,6,0,0,51,0,0,0,0,0,0,0,0,0,4,9,0,0,8,9,12,9,5,0,49,169,58,57,82,64,43,30,12,3,510
SAL50218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL50219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,3,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,14
SAL50220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50221,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,4,5,3,21,8,22,12,20,27,22,7,0,0,115,0,0,0,0,0,0,0,4,0,3,19,13,11,25,23,32,17,4,0,144,375,208,120,225,261,181,57,12,0,1443,16,8,6,17,20,14,9,0,0,92,434,263,160,305,381,296,141,31,8,2018,0,0,4,13,33,61,54,17,4,186,43,36,16,39,47,31,17,4,0,239,0,0,0,3,13,25,20,9,3,76,0,0,0,0,0,0,3,0,0,11,3,3,0,6,24,33,32,10,0,111,0,0,0,4,7,25,35,13,3,76,0,0,0,3,4,4,9,0,0,15,0,0,0,0,0,11,7,6,3,35,11,28,21,34,41,27,14,0,0,180,0,0,0,0,0,3,11,4,0,23,34,23,15,40,45,53,40,8,4,261,752,450,254,433,533,372,126,23,0,2943
SAL50222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,36,11,6,16,22,9,11,3,0,100,0,0,4,0,0,0,3,0,0,9,45,11,9,27,28,13,21,7,3,164,0,0,0,0,3,7,9,4,0,18,5,4,0,4,8,0,0,0,0,25,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,7,8,5,0,0,0,0,25,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,0,0,0,0,8,57,23,7,34,45,17,15,4,0,205
SAL50223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,4,0,4,0,0,0,22,0,4,0,3,0,0,0,0,0,8,8,12,0,6,10,9,7,0,0,52,0,0,0,0,7,4,8,0,0,15,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,3,4,9,4,4,0,0,52
SAL50224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,5,0,0,0,0,19
SAL50225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50226,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,5,0,10,0,18,4,27,30,13,3,10,10,8,0,100,0,0,0,0,0,0,0,0,0,3,0,12,19,13,14,18,7,8,4,91,104,124,235,153,111,105,71,22,6,931,9,18,27,20,17,14,14,9,0,125,119,189,311,209,164,183,142,60,17,1395,0,5,5,7,7,34,50,34,8,145,7,23,32,30,28,16,13,8,4,164,0,0,0,4,9,20,27,10,0,76,0,0,0,0,0,0,0,0,3,7,0,3,0,9,11,26,35,14,0,108,0,0,0,0,9,19,32,18,3,87,0,0,0,0,0,0,10,3,0,17,0,0,0,0,0,5,11,10,6,30,4,33,46,21,18,16,12,6,0,157,0,0,0,0,0,0,0,3,0,11,8,16,30,25,16,28,16,9,4,167,210,231,462,327,235,210,137,35,9,1862
SAL50227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,6,18,9,3,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,4,5,6,9,10,0,0,0,22,54,29,67,49,20,16,4,0,0,241,0,3,0,3,0,0,0,0,0,17,59,44,98,61,39,36,10,12,0,357,0,0,4,5,7,9,10,5,0,35,8,7,16,10,7,3,0,7,0,54,0,0,0,0,3,3,0,4,0,11,0,0,0,0,0,0,0,4,0,3,0,0,3,0,6,3,0,0,0,16,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,0,6,0,6,3,7,19,11,3,7,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,6,8,4,9,7,0,0,0,36,100,56,146,92,40,25,8,3,0,475
SAL50228,0,0,0,0,0,3,4,4,3,12,0,0,0,0,4,3,10,10,5,36,0,17,18,9,25,21,18,10,3,122,0,0,0,0,0,0,0,3,0,12,3,3,6,9,11,15,20,21,6,95,64,43,42,46,56,78,60,39,13,449,12,15,4,6,5,13,20,8,0,83,84,82,77,82,102,159,176,124,53,939,0,0,0,14,16,42,88,78,34,277,14,7,16,17,18,27,24,21,9,148,0,0,0,0,10,14,46,24,10,104,0,0,0,0,0,8,3,3,9,23,0,0,0,9,6,27,52,36,12,138,0,0,0,0,3,17,43,34,18,118,0,0,0,0,0,4,5,12,10,31,0,0,0,3,3,14,25,17,4,66,0,25,30,19,40,39,35,15,3,212,0,0,0,0,3,8,6,9,0,30,10,8,11,11,19,30,39,25,8,166,141,90,101,93,124,142,118,62,18,885
SAL50229,0,0,0,8,3,0,12,9,4,40,6,7,0,4,13,16,25,16,3,97,28,189,171,180,179,89,37,10,3,877,0,0,0,0,5,4,11,10,7,40,50,67,82,123,127,72,51,25,3,609,1258,676,620,655,520,259,136,50,4,4190,117,77,89,78,68,38,17,19,5,515,1517,1076,1008,1092,1021,601,414,193,39,6953,3,10,30,76,187,192,193,108,34,827,202,199,194,178,190,88,81,28,5,1157,5,5,9,15,56,56,70,43,10,260,0,0,0,0,0,0,9,15,8,26,5,16,24,45,119,109,103,58,6,484,0,3,3,16,40,74,107,65,22,333,4,4,0,7,8,0,21,19,5,68,6,4,3,11,19,31,50,34,3,166,78,274,262,268,265,129,61,12,3,1363,0,0,0,3,9,12,17,22,10,78,141,135,126,190,185,125,81,39,9,1027,2564,1411,1239,1242,1102,528,271,87,12,8454
SAL50230,3,5,3,11,4,0,12,7,3,44,6,0,10,9,16,33,25,17,12,119,51,166,343,227,142,107,41,19,3,1090,0,0,3,7,0,12,6,10,6,55,69,64,136,145,109,73,67,24,14,696,2202,733,1210,973,518,328,143,41,6,6151,187,70,107,85,62,56,24,14,8,607,2670,1072,1891,1563,961,753,464,189,74,9646,5,19,60,107,141,229,245,131,45,986,384,183,335,293,156,111,69,32,14,1578,7,7,14,34,45,81,87,43,14,334,0,0,0,0,0,0,14,25,26,60,11,17,48,107,141,171,152,62,14,721,9,7,12,26,60,89,111,87,35,425,3,5,8,10,12,15,21,12,7,99,4,0,13,11,22,53,46,40,16,212,112,223,481,368,222,163,61,34,12,1664,4,0,10,12,11,23,22,27,16,109,197,115,193,230,172,156,113,46,28,1251,4443,1453,2298,2037,1098,638,272,84,13,12337
SAL50231,0,0,0,3,4,3,0,5,0,16,0,0,0,0,4,7,6,8,0,30,10,28,48,39,33,16,9,0,0,187,0,0,0,0,3,3,0,0,0,8,20,17,20,30,22,18,12,3,0,146,524,216,381,319,228,169,55,18,0,1908,93,48,93,64,69,43,20,4,0,436,660,324,569,492,401,323,160,51,9,2981,0,0,7,21,39,70,60,19,0,225,40,31,38,59,51,30,28,7,3,292,0,0,0,7,13,21,25,12,0,84,0,0,0,0,0,3,3,3,3,15,3,0,11,13,33,55,34,13,4,162,7,3,7,5,16,24,37,13,6,120,3,0,0,8,6,8,11,3,0,41,0,0,0,4,8,12,17,8,3,50,13,46,68,63,60,39,16,5,0,305,0,0,0,0,0,4,3,3,0,15,37,19,33,41,53,40,24,8,0,258,1023,441,698,581,465,314,149,34,8,3711
SAL50232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,3,4,8,6,4,0,0,26,0,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,3,6,4,0,0,33
