SAL_CODE_2021,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SAL50001,9,10,9,0,0,7,5,8,0,48
SAL50002,88,114,98,101,60,43,42,68,10,625
SAL50003,15,6,4,5,0,0,5,10,0,46
SAL50004,17,5,0,3,0,3,0,0,0,28
SAL50005,9,0,0,0,0,0,0,0,0,14
SAL50006,114,206,75,84,72,36,27,54,9,665
SAL50007,18,0,0,0,5,0,0,0,0,25
SAL50008,342,501,733,516,562,357,356,481,70,3922
SAL50009,0,0,0,0,0,0,0,0,0,3
SAL50010,236,505,155,136,175,124,43,81,28,1471
SAL50011,527,930,1024,825,672,440,405,466,71,5356
SAL50012,5,0,0,3,0,0,0,0,0,15
SAL50013,15,32,84,22,30,17,53,35,4,303
SAL50014,26,4,4,3,8,0,3,0,3,54
SAL50015,9,0,0,0,0,0,0,0,0,9
SAL50016,58,32,62,33,30,31,33,27,7,315
SAL50017,24,0,0,0,6,0,5,12,5,44
SAL50018,0,0,0,0,0,0,0,3,0,3
SAL50019,26,14,29,5,20,7,9,16,5,133
SAL50020,3,3,5,4,6,0,0,4,0,29
SAL50021,0,0,0,0,0,0,0,0,0,0
SAL50022,736,1339,244,251,452,281,92,136,54,3594
SAL50023,18,0,4,0,0,0,0,6,0,31
SAL50024,393,898,195,196,270,194,51,99,27,2325
SAL50025,36,58,72,31,32,13,27,19,11,297
SAL50026,261,422,780,709,522,430,732,723,108,4686
SAL50027,10,3,0,0,0,0,0,0,3,25
SAL50028,4,0,0,0,0,0,0,0,0,7
SAL50029,25,3,0,3,8,0,0,3,0,36
SAL50030,19,3,3,0,3,0,3,6,0,39
SAL50031,275,413,227,167,223,113,90,89,12,1612
SAL50032,137,239,242,163,197,102,107,128,20,1332
SAL50033,0,0,0,0,0,0,0,0,0,0
SAL50034,73,182,105,71,72,48,36,72,4,664
SAL50035,651,1089,287,286,479,287,90,140,44,3343
SAL50036,617,1156,804,631,768,449,325,439,94,5282
SAL50037,435,957,530,378,488,243,191,260,57,3537
SAL50038,87,44,89,62,54,55,27,78,7,506
SAL50039,602,1066,1517,899,865,668,887,924,122,7549
SAL50040,801,1179,1244,1115,1087,665,718,662,105,7580
SAL50041,3,0,0,0,0,0,0,0,0,9
SAL50042,0,0,0,0,0,0,0,0,0,11
SAL50043,15,3,0,0,0,0,0,0,0,25
SAL50044,3,0,0,0,0,0,8,0,0,13
SAL50045,12,4,0,3,0,0,0,4,0,25
SAL50046,3,0,0,0,0,0,0,6,0,17
SAL50047,0,0,0,0,0,0,0,0,0,4
SAL50048,28,8,13,0,10,0,8,25,0,102
SAL50049,0,0,0,0,0,0,0,0,0,6
SAL50050,8,0,12,0,0,0,0,0,0,21
SAL50051,54,71,108,83,60,39,64,42,10,539
SAL50052,18,11,23,6,9,7,11,17,0,97
SAL50053,602,1206,802,616,790,516,342,483,94,5446
SAL50054,1882,2836,3456,2648,2314,1505,1780,1727,324,18478
SAL50055,366,781,925,1129,604,469,769,989,171,6202
SAL50056,55,41,38,22,18,13,20,20,4,230
SAL50057,3,0,0,3,0,0,0,0,0,10
SAL50058,0,0,0,0,0,0,0,0,0,0
SAL50059,11,9,4,4,3,6,3,3,0,42
SAL50060,0,0,0,0,0,0,0,0,0,0
SAL50061,811,1251,1613,1187,1223,892,905,1104,177,9154
SAL50062,12,0,0,0,0,0,3,0,0,16
SAL50063,3,0,3,0,0,5,4,3,0,24
SAL50064,9,4,0,0,8,0,4,0,0,19
SAL50065,14,7,3,0,6,0,5,6,0,37
SAL50066,27,29,29,15,19,24,18,7,3,182
SAL50067,6,7,24,5,0,0,57,5,3,106
SAL50068,115,141,138,68,93,67,46,49,22,742
SAL50069,501,872,1055,841,774,547,509,717,114,5924
SAL50070,0,0,0,0,0,0,0,0,0,0
SAL50071,11,6,0,3,3,4,6,3,0,39
SAL50072,6,0,0,0,0,0,3,0,0,9
SAL50073,7,3,0,4,0,0,0,0,0,12
SAL50074,7,5,0,0,4,0,0,3,0,20
SAL50075,44,52,107,54,46,43,50,44,7,448
SAL50076,0,0,0,0,5,0,0,0,0,8
SAL50077,41,31,18,11,25,11,10,15,5,164
SAL50078,731,1586,760,635,757,416,304,372,69,5641
SAL50079,244,679,204,182,238,139,66,101,21,1877
SAL50080,0,0,0,0,0,0,0,0,0,0
SAL50081,315,455,494,282,266,128,183,173,52,2347
SAL50082,142,230,234,218,191,173,116,180,21,1496
SAL50083,1197,2625,990,922,1080,524,390,529,105,8368
SAL50084,70,162,99,90,58,48,54,66,13,655
SAL50085,37,3,5,0,3,0,8,15,0,67
SAL50086,395,936,359,309,261,166,84,141,42,2693
SAL50087,0,0,0,0,0,0,0,0,0,0
SAL50088,15,4,5,0,0,0,0,5,0,30
SAL50089,24,6,0,0,0,0,4,3,0,40
SAL50090,332,762,799,624,522,324,490,577,92,4524
SAL50091,437,944,350,331,413,211,115,191,29,2999
SAL50092,244,277,331,163,247,121,107,110,34,1630
SAL50093,297,445,809,594,517,373,431,585,89,4142
SAL50094,7,6,16,7,11,4,7,7,0,70
SAL50095,14,4,0,0,0,0,0,19,3,41
SAL50096,0,0,0,0,3,3,0,3,0,12
SAL50097,15,6,9,0,6,0,10,8,3,58
SAL50098,512,913,881,535,638,395,351,461,68,4767
SAL50099,8,0,0,0,0,0,0,0,0,12
SAL50100,25,3,7,0,3,0,8,13,0,64
SAL50101,12,8,12,8,6,7,13,5,0,69
SAL50102,202,430,437,238,318,179,135,207,41,2182
SAL50103,32,28,17,11,20,11,7,7,0,133
SAL50104,73,103,144,98,75,56,87,98,15,740
SAL50105,356,713,625,433,443,251,377,350,62,3607
SAL50106,30,5,12,9,8,0,10,16,0,101
SAL50107,24,14,20,7,8,10,9,8,6,103
SAL50108,13,6,4,0,0,0,0,0,0,14
SAL50109,29,10,3,4,8,4,8,5,0,79
SAL50110,293,431,468,386,351,296,318,332,71,2964
SAL50111,229,795,467,729,350,400,399,658,108,4131
SAL50112,87,146,111,102,84,71,50,75,15,736
SAL50113,15,0,0,6,5,0,0,3,0,31
SAL50114,0,0,0,0,0,0,0,0,0,0
SAL50115,240,389,564,390,413,278,393,351,46,3070
SAL50116,77,44,52,41,34,23,50,45,9,370
SAL50117,316,701,501,309,443,248,178,244,33,2970
SAL50118,72,95,49,39,32,25,20,32,6,373
SAL50119,640,1121,355,347,467,282,108,193,36,3553
SAL50120,3,0,0,0,0,0,0,0,0,8
SAL50121,15,16,13,6,0,5,14,14,0,80
SAL50122,3,0,0,0,0,0,0,0,0,10
SAL50123,100,194,104,145,108,57,40,55,29,828
SAL50124,0,0,0,0,0,0,0,0,0,0
SAL50125,18,0,3,0,0,0,6,5,0,38
SAL50126,81,63,78,60,53,25,66,58,5,491
SAL50127,0,0,0,0,0,0,0,0,0,0
SAL50128,0,0,0,0,0,0,0,0,0,4
SAL50129,62,98,121,77,80,41,73,85,10,643
SAL50130,24,0,0,0,0,0,0,5,0,39
SAL50131,0,0,7,12,5,6,9,3,3,38
SAL50132,62,136,90,101,73,57,43,74,9,639
SAL50133,14,0,8,0,0,0,0,5,6,36
SAL50134,8,6,0,0,0,0,0,8,0,23
SAL50135,14,3,6,0,0,0,0,3,0,28
SAL50136,8,0,5,0,0,0,0,3,0,21
SAL50137,49,62,117,35,55,14,128,54,4,521
SAL50138,10,5,0,0,0,0,5,0,0,20
SAL50139,14,0,0,0,0,0,0,5,0,25
SAL50140,27,3,7,3,0,4,14,8,3,75
SAL50141,18,0,3,0,0,0,0,0,0,25
SAL50142,11,12,21,5,7,8,8,12,0,86
SAL50143,15,8,23,0,12,4,15,4,0,81
SAL50144,0,0,0,0,0,0,0,0,0,6
SAL50145,10,8,11,5,8,0,10,7,0,68
SAL50146,4,0,0,0,0,0,0,10,0,15
SAL50147,0,0,12,0,0,0,6,0,0,25
SAL50148,406,932,297,269,325,231,92,156,27,2743
SAL50149,9,0,0,0,0,0,0,0,0,12
SAL50150,0,0,0,0,0,0,0,0,0,0
SAL50151,29,3,3,6,3,5,4,11,0,58
SAL50152,3,0,4,0,5,6,0,4,0,21
SAL50153,9,5,0,0,0,0,0,7,0,22
SAL50154,0,0,0,0,0,0,0,0,0,0
SAL50155,0,0,6,0,0,0,0,7,0,17
SAL50156,6,5,0,0,0,0,0,0,0,15
SAL50157,19,19,8,6,0,0,0,5,0,59
SAL50158,20,6,0,3,4,0,0,4,0,42
SAL50159,135,160,536,208,237,185,478,253,45,2234
SAL50160,20,4,0,4,0,0,0,0,0,27
SAL50161,44,57,71,40,35,19,42,46,8,366
SAL50162,40,51,41,23,31,19,9,22,5,237
SAL50163,15,4,7,3,0,4,0,3,0,39
SAL50164,25,0,5,0,0,0,8,0,0,40
SAL50165,20,4,3,5,8,5,0,4,0,52
SAL50166,17,6,0,0,0,0,0,0,0,22
SAL50167,23,0,0,0,5,0,3,8,0,41
SAL50168,57,98,56,33,43,20,14,27,8,366
SAL50169,70,85,114,72,64,38,82,90,10,617
SAL50170,14,0,0,0,0,0,3,0,3,22
SAL50171,8,4,0,5,0,0,3,3,0,15
SAL50172,67,39,52,34,39,25,44,63,8,368
SAL50173,375,717,853,767,630,380,600,434,90,4852
SAL50174,16,12,5,8,3,4,0,8,0,58
SAL50175,11,5,0,0,0,3,4,0,0,19
SAL50176,6,0,0,0,0,0,0,0,0,15
SAL50177,69,14,38,14,13,7,12,40,0,204
SAL50178,146,366,119,105,115,71,38,76,13,1040
SAL50179,0,0,0,0,0,0,0,0,0,0
SAL50180,151,210,222,170,116,106,142,159,23,1289
SAL50181,103,108,105,56,68,50,36,29,22,573
SAL50182,3,3,0,0,3,0,0,0,0,13
SAL50183,172,248,303,242,187,163,109,225,29,1670
SAL50184,61,57,91,58,94,27,43,14,3,453
SAL50185,55,68,37,44,39,22,32,38,10,354
SAL50186,0,5,0,0,0,0,0,3,0,3
SAL50187,75,98,191,175,110,115,177,190,27,1154
SAL50188,20,16,31,12,11,8,16,9,3,126
SAL50189,72,26,29,34,24,21,28,52,6,288
SAL50190,212,340,205,230,206,126,92,175,46,1637
SAL50191,46,12,0,4,3,0,0,9,0,68
SAL50192,15,3,11,11,6,0,15,13,0,76
SAL50193,42,12,7,4,3,0,4,13,0,89
SAL50194,0,0,0,0,0,0,0,0,0,0
SAL50195,15,4,9,0,7,3,7,12,0,58
SAL50196,93,23,38,30,22,8,37,33,5,298
SAL50197,67,47,98,63,45,33,69,76,6,505
SAL50198,4,0,4,7,0,0,0,3,4,16
SAL50199,17,6,6,0,4,0,0,3,0,25
SAL50200,154,139,412,141,179,114,220,224,41,1624
SAL50201,432,1308,326,349,446,216,135,198,66,3477
SAL50202,0,0,0,0,0,0,0,0,0,0
SAL50203,35,0,0,0,9,0,6,3,0,54
SAL50204,9,14,10,9,13,4,7,6,3,78
SAL50205,4,0,5,0,0,0,3,0,0,12
SAL50206,4,0,0,0,0,0,0,0,0,6
SAL50207,315,351,604,301,367,188,371,320,65,2878
SAL50208,0,0,0,0,0,0,0,0,0,0
SAL50209,16,0,0,0,0,0,0,3,0,28
SAL50210,260,590,265,188,199,137,113,178,15,1944
SAL50211,9,0,0,0,0,3,0,0,0,6
SAL50212,11,0,0,0,0,0,4,0,0,16
SAL50213,23,4,0,0,0,0,0,0,0,34
SAL50214,12,4,0,0,5,0,0,0,0,25
SAL50215,15,0,0,0,0,0,0,0,0,22
SAL50216,0,0,0,0,0,0,0,0,0,0
SAL50217,47,60,78,32,55,20,43,43,3,393
SAL50218,0,3,0,0,0,0,0,0,0,7
SAL50219,6,3,0,0,0,0,0,0,0,14
SAL50220,0,0,0,0,0,0,0,3,0,3
SAL50221,429,578,318,219,345,207,83,108,35,2323
SAL50222,38,30,26,11,13,10,9,14,0,153
SAL50223,14,5,5,4,0,3,3,7,0,46
SAL50224,4,0,0,3,0,0,0,0,0,9
SAL50225,0,0,0,0,0,0,0,0,0,0
SAL50226,304,473,168,166,208,113,99,119,23,1676
SAL50227,55,135,87,55,79,24,14,24,0,460
SAL50228,91,116,122,95,72,68,50,101,9,731
SAL50229,572,944,1163,1006,817,702,569,737,134,6648
SAL50230,810,1158,1844,1222,1264,770,1190,921,163,9333
SAL50231,422,705,357,409,341,199,144,261,50,2889
SAL50232,17,0,0,5,0,4,3,4,0,33
SAL50233,0,0,0,0,0,0,0,0,0,0
SAL50234,23,10,18,4,6,5,11,12,3,85
SAL50235,39,71,118,81,83,63,88,103,11,671
SAL50236,3,0,5,4,0,4,4,4,0,19
SAL50237,0,0,0,0,0,0,0,0,0,3
SAL50238,13,17,6,16,8,5,0,23,4,98
SAL50239,0,0,0,0,4,0,0,9,0,20
SAL50240,115,158,310,221,202,171,269,298,36,1781
SAL50241,14,0,0,0,0,0,0,4,0,17
SAL50242,5,0,0,0,0,0,0,0,0,5
SAL50243,14,0,0,0,0,0,0,0,0,24
SAL50244,0,0,0,0,0,0,5,0,0,12
SAL50245,2007,4293,2424,1901,2302,1543,1217,1411,267,17369
SAL50246,231,660,548,549,353,265,413,523,103,3651
SAL50247,0,0,0,0,0,0,0,0,0,0
SAL50248,28,35,44,31,26,20,30,30,3,257
SAL50249,0,3,0,0,0,0,0,0,0,3
SAL50250,0,0,0,5,0,0,0,4,0,13
SAL50251,108,140,217,154,101,102,151,187,22,1182
SAL50252,17,11,11,0,11,3,6,6,0,71
SAL50253,6,5,10,0,6,0,7,3,0,40
SAL50254,6,0,0,0,0,0,0,0,0,11
SAL50255,48,39,39,13,30,14,12,31,9,248
SAL50256,5,0,0,0,0,0,0,0,0,18
SAL50257,0,0,0,0,0,0,0,0,0,0
SAL50258,17,16,14,10,8,7,5,5,0,72
SAL50259,8,4,8,7,0,0,13,9,0,42
SAL50260,82,95,146,79,78,53,66,62,17,668
SAL50261,122,192,361,295,187,205,237,443,40,2071
SAL50262,614,1190,371,320,444,289,95,181,49,3550
SAL50263,419,1075,512,387,486,224,216,273,51,3651
SAL50264,9,3,3,0,4,0,0,12,0,37
SAL50265,64,76,59,33,37,33,17,25,4,347
SAL50266,55,18,24,17,23,10,25,23,0,186
SAL50267,7,21,13,5,11,6,3,10,0,79
SAL50268,0,0,0,0,0,0,0,0,0,0
SAL50269,449,782,710,506,594,339,236,339,71,4015
SAL50270,22,3,5,0,3,0,0,0,0,35
SAL50271,25,0,0,0,0,0,3,7,0,36
SAL50272,38,6,0,0,4,0,4,13,0,65
SAL50273,210,227,317,195,219,182,275,213,35,1878
SAL50274,45,53,102,38,43,32,46,50,9,416
SAL50275,9,5,5,0,0,0,3,3,0,33
SAL50276,35,11,14,7,6,5,18,10,0,106
SAL50277,413,776,652,466,551,270,320,348,65,3865
SAL50278,28,30,49,50,19,38,19,42,4,281
SAL50279,34,17,26,23,23,7,21,45,5,196
SAL50280,14,6,14,4,10,8,8,7,0,77
SAL50281,61,128,99,84,82,47,62,53,8,626
SAL50282,5,0,0,0,0,0,0,3,0,16
SAL50283,24,4,0,0,0,0,0,8,0,40
SAL50284,35,9,3,0,3,5,3,14,0,75
SAL50285,28,12,0,8,0,0,3,8,0,61
SAL50286,14,3,3,0,3,5,0,3,0,39
SAL50287,22,0,0,4,3,0,0,0,5,36
SAL50288,7,0,3,5,0,0,0,3,3,22
SAL50289,0,5,9,0,0,0,11,5,0,38
SAL50290,97,146,192,122,120,79,91,79,27,948
SAL50291,69,63,111,44,69,24,66,51,5,513
SAL50292,8,0,0,0,0,0,0,0,0,15
SAL50293,313,766,111,206,204,145,35,74,31,1895
SAL50294,718,1310,136,256,351,236,50,107,60,3235
SAL50295,12,9,32,18,17,12,18,23,13,148
SAL50296,808,1846,227,436,448,316,71,156,62,4365
SAL50297,642,1152,1196,1079,941,662,550,781,124,7130
SAL50298,0,0,0,0,0,0,0,0,0,5
SAL50299,0,0,0,0,0,0,0,0,0,0
SAL50300,0,0,0,0,0,0,0,0,0,0
SAL50301,369,760,723,557,546,385,472,481,98,4398
SAL50302,10,0,4,4,3,3,0,0,0,29
SAL50303,0,0,0,0,0,0,0,0,0,0
SAL50304,85,234,145,116,144,83,77,73,15,977
SAL50305,0,0,0,0,0,0,0,0,0,5
SAL50306,19,0,0,0,6,0,6,3,0,26
SAL50307,7,14,11,0,7,10,7,3,0,54
SAL50308,4,0,0,0,0,0,0,3,0,8
SAL50309,62,130,90,85,64,61,76,56,19,641
SAL50310,171,238,637,345,240,221,460,458,64,2826
SAL50311,0,0,0,0,0,0,9,6,0,25
SAL50312,37,59,56,39,44,31,34,39,3,338
SAL50313,12,20,19,12,16,8,6,13,3,108
SAL50314,9,6,7,0,0,0,5,8,0,21
SAL50315,8,4,0,0,0,0,0,0,0,14
SAL50316,1113,3045,739,840,957,554,251,419,124,8042
SAL50317,47,3,13,7,6,4,13,26,0,121
SAL50318,303,465,322,244,287,169,87,117,25,2021
SAL50319,5,0,0,3,4,0,0,3,0,13
SAL50320,92,141,222,183,121,117,182,175,38,1278
SAL50321,440,607,432,265,359,242,134,214,42,2727
SAL50322,47,30,65,24,21,11,35,41,5,275
SAL50323,0,6,5,0,0,0,6,0,0,14
SAL50324,221,703,491,382,326,207,197,268,58,2851
SAL50325,205,330,69,71,128,66,9,37,13,928
SAL50326,0,0,0,0,0,0,0,0,0,0
SAL50327,29,20,43,29,33,16,77,32,8,290
SAL50328,3,0,0,0,0,0,0,4,0,12
SAL50329,205,278,474,406,275,224,335,402,39,2637
SAL50330,32,16,43,18,18,11,33,26,5,190
SAL50331,32,5,0,5,9,0,7,14,0,68
SAL50332,16,5,5,4,0,0,4,0,0,35
SAL50333,12,0,19,4,12,4,12,18,0,77
SAL50334,29,43,53,18,26,15,49,23,7,254
SAL50335,27,8,8,6,13,7,17,14,0,95
SAL50336,0,0,0,0,0,0,0,0,0,0
SAL50337,7,4,5,0,0,0,0,3,0,34
SAL50338,25,20,18,44,17,7,6,27,4,173
SAL50339,4,0,0,0,0,0,0,0,0,3
SAL50340,79,22,49,37,39,29,31,46,7,332
SAL50341,7,16,21,5,0,0,19,8,0,84
SAL50342,0,0,5,0,0,0,0,0,0,4
SAL50343,801,1797,188,354,370,278,55,108,86,4026
SAL50344,12,3,6,0,0,0,3,3,0,32
SAL50345,3,0,0,0,0,0,4,10,0,16
SAL50346,7,3,3,0,0,4,4,4,0,26
SAL50347,182,232,217,130,135,95,79,146,17,1243
SAL50348,9,0,0,0,3,0,0,4,0,16
SAL50349,17,5,0,0,0,0,0,0,0,24
SAL50350,335,746,674,413,465,231,208,316,64,3445
SAL50351,15,0,0,0,0,0,5,4,0,21
SAL50352,97,7,14,15,14,4,31,35,6,226
SAL50353,130,602,73,449,135,197,48,151,28,1810
SAL50354,31,32,24,16,19,5,7,5,5,141
SAL50355,10,8,15,7,9,4,18,3,0,74
SAL50356,17,3,12,5,0,4,4,7,0,55
SAL50357,38,26,26,10,30,17,25,26,3,204
SAL50358,5,0,0,0,0,0,0,0,0,10
SAL50359,13,5,3,6,3,3,6,9,4,44
SAL50360,5,0,0,0,0,0,0,0,0,5
SAL50361,0,0,0,0,0,0,0,0,0,0
SAL50362,4,0,0,0,3,0,0,0,0,12
SAL50363,0,7,17,0,0,0,33,10,0,75
SAL50364,72,35,55,32,35,30,32,54,9,358
SAL50365,22,0,0,4,0,0,0,7,0,40
SAL50366,13,4,0,0,0,0,0,0,0,16
SAL50367,455,866,629,477,584,357,168,285,55,3868
SAL50368,13,7,13,12,9,7,6,11,0,87
SAL50369,8,0,0,0,0,0,0,0,0,16
SAL50370,0,0,9,0,0,0,3,0,0,22
SAL50371,105,395,45,92,76,53,19,42,11,834
SAL50372,19,15,12,11,6,0,11,16,0,91
SAL50373,6,0,0,4,0,3,3,0,0,18
SAL50374,433,1012,55,146,225,144,26,43,40,2122
SAL50375,91,45,56,19,56,26,43,41,10,383
SAL50376,445,922,854,641,582,439,430,545,65,4925
SAL50377,41,7,6,4,0,0,11,8,0,84
SAL50378,82,117,191,48,89,20,70,66,9,692
SAL50379,0,0,0,0,0,0,0,0,0,0
SAL50380,34,47,32,54,34,9,20,26,8,271
SAL50381,4,6,0,0,4,0,0,0,0,15
SAL50382,52,22,16,4,20,3,33,15,5,174
SAL50383,5,0,0,0,0,0,0,3,0,7
SAL50384,482,800,542,456,566,381,255,385,62,3924
SAL50385,5,0,0,0,0,0,0,0,0,10
SAL50386,34,36,49,23,33,20,41,38,3,282
SAL50387,59,56,65,28,48,30,37,44,10,380
SAL50388,81,23,21,10,13,0,16,15,0,182
SAL50389,103,118,159,107,153,63,76,68,24,863
SAL50390,319,628,221,192,204,124,63,91,30,1873
SAL50391,6,4,4,0,0,0,0,0,4,14
SAL50392,5,0,0,3,0,0,0,0,0,9
SAL50393,14,0,0,0,3,0,0,0,0,25
SAL50394,7,0,0,0,0,0,0,3,0,16
SAL50395,0,0,3,0,0,0,0,0,0,8
SAL50396,263,400,598,368,284,286,330,317,55,2897
SAL50397,283,458,506,476,376,249,369,273,31,3021
SAL50398,0,0,0,0,3,0,4,5,0,17
SAL50399,37,14,16,8,15,12,12,28,0,149
SAL50400,64,69,120,47,69,44,63,62,11,546
SAL50401,6,10,3,0,0,0,3,6,0,36
SAL50402,26,0,5,6,7,0,4,5,5,57
SAL50403,61,40,48,58,51,31,20,75,7,386
SAL50404,114,218,158,118,95,83,62,132,16,1004
SAL50405,115,237,104,242,134,49,54,92,18,1044
SAL50406,7,0,0,0,0,0,0,0,0,12
SAL50407,3,9,3,9,3,3,3,6,0,37
SAL50408,6,4,3,0,0,0,0,5,0,20
SAL50409,1530,3235,1536,1360,1648,1134,541,970,209,12159
SAL50410,5,0,0,0,0,0,0,0,0,4
SAL50411,15,15,14,10,16,7,6,10,0,98
SAL50412,20,10,14,3,5,3,3,10,0,68
SAL50413,0,0,0,0,0,0,0,0,0,3
SAL50414,14,5,5,0,5,0,0,26,0,55
SAL50415,223,403,238,236,252,133,68,122,29,1706
SAL50416,58,62,110,62,57,53,61,87,11,558
SAL50417,23,0,0,0,3,0,0,6,0,33
SAL50418,0,0,0,0,0,0,0,0,0,0
SAL50419,147,152,211,142,128,81,163,207,21,1265
SAL50420,6,3,3,3,4,0,0,0,0,17
SAL50421,20,5,3,0,8,0,4,7,0,41
SAL50422,0,0,0,0,0,0,0,0,0,0
SAL50423,816,1765,557,514,564,393,152,278,72,5125
SAL50424,41,17,20,16,21,7,21,22,4,172
SAL50425,3,3,8,4,0,0,3,5,0,19
SAL50426,83,151,151,132,95,65,77,57,16,826
SAL50427,0,0,0,0,0,0,0,4,0,3
SAL50428,3,0,0,0,0,0,0,5,0,15
SAL50429,10,0,0,0,0,0,0,0,0,17
SAL50430,17,9,4,0,0,0,0,3,0,35
SAL50431,257,322,442,396,305,261,292,319,50,2641
SAL50432,11,0,0,0,0,0,8,0,0,17
SAL50433,8,0,0,0,0,0,0,0,0,10
SAL50434,12,3,0,0,0,0,0,0,0,17
SAL50435,17,21,21,13,17,8,19,6,0,121
SAL50436,36,13,10,8,14,5,9,9,3,94
SAL50437,20,11,16,15,12,9,14,17,3,117
SAL50438,1244,2522,965,771,1027,590,248,413,93,7877
SAL50439,0,0,0,0,0,0,0,0,0,0
SAL50440,3,0,0,0,0,0,0,0,0,3
SAL50441,424,609,643,366,284,282,120,323,54,3109
SAL50442,15,10,13,9,5,0,0,15,0,70
SAL50443,16,0,0,0,3,0,0,0,0,22
SAL50444,0,0,0,0,0,0,0,0,0,0
SAL50445,5,0,0,0,0,0,0,5,0,19
SAL50446,28,27,34,37,23,6,38,29,7,237
SAL50447,17,14,0,3,3,0,0,0,0,42
SAL50448,0,3,3,0,0,0,0,6,0,11
SAL50449,13,3,0,0,0,0,0,0,0,17
SAL50450,16,8,0,0,6,0,3,8,0,53
SAL50451,9,5,0,0,4,0,0,0,0,21
SAL50452,167,254,335,249,208,194,170,259,25,1854
SAL50453,231,608,546,444,390,280,333,423,68,3319
SAL50454,34,45,60,37,54,31,40,37,15,359
SAL50455,7,0,0,0,0,0,0,5,0,19
SAL50456,3,0,0,0,0,0,0,0,0,3
SAL50457,772,1509,318,408,408,290,78,188,43,4016
SAL50458,4,0,0,0,0,0,0,3,0,6
SAL50459,11,0,0,0,0,0,7,8,0,25
SAL50460,0,0,0,0,0,0,0,0,0,0
SAL50461,0,0,0,0,0,0,0,0,0,4
SAL50462,8,0,7,3,4,0,0,3,0,25
SAL50463,12,0,0,0,0,0,0,0,0,8
SAL50464,1075,2583,692,792,839,389,249,451,97,7173
SAL50465,64,10,7,4,11,3,5,14,0,123
SAL50466,0,0,0,0,0,0,0,0,0,11
SAL50467,4,3,10,13,6,3,16,16,5,75
SAL50468,782,2044,663,707,680,365,266,447,81,6036
SAL50469,8,0,0,0,0,0,0,0,6,15
SAL50470,8,0,0,4,0,0,0,0,0,13
SAL50471,33,3,0,4,6,3,4,10,0,70
SAL50472,284,448,742,490,445,437,495,519,64,3929
SAL50473,177,349,322,205,255,147,120,179,36,1792
SAL50474,277,583,402,272,353,183,100,162,39,2370
SAL50475,12,0,0,0,0,0,0,4,4,26
SAL50476,176,284,347,306,253,170,155,174,26,1888
SAL50477,18,4,0,0,6,5,13,23,0,71
SAL50478,3,4,0,0,5,0,0,0,0,9
SAL50479,8,0,0,0,0,0,0,0,0,4
SAL50480,27,3,9,9,6,3,6,0,0,69
SAL50481,35,16,33,28,16,20,10,13,3,175
SAL50482,1059,1446,1955,1697,1660,1181,1268,1260,219,11737
SAL50483,9,0,0,0,0,0,0,8,0,16
SAL50484,213,424,287,205,226,128,110,175,29,1796
SAL50485,3,0,3,0,0,0,0,0,0,11
SAL50486,21,12,11,7,5,8,5,11,0,80
SAL50487,16,5,5,0,0,0,11,20,0,56
SAL50488,0,0,0,0,0,0,0,0,0,0
SAL50489,3,0,0,0,3,0,0,0,0,3
SAL50490,3,0,0,0,0,0,0,0,0,6
SAL50491,139,256,320,252,177,201,204,166,24,1744
SAL50492,117,140,134,92,92,64,94,116,16,856
SAL50493,0,0,0,0,0,0,0,0,0,0
SAL50494,6,0,8,3,0,0,0,6,0,24
SAL50495,0,0,0,0,0,0,0,0,0,0
SAL50496,6,0,0,0,0,0,0,0,0,14
SAL50497,199,242,300,222,186,121,71,220,39,1596
SAL50498,6,0,3,0,0,0,0,9,3,24
SAL50499,8,5,5,0,3,0,0,7,0,28
SAL50500,221,345,433,296,264,181,225,229,40,2226
SAL50501,37,22,17,5,14,0,3,10,0,117
SAL50502,197,497,315,285,254,163,157,210,24,2100
SAL50503,0,0,0,0,0,0,0,4,0,3
SAL50504,0,0,0,0,0,0,0,0,0,0
SAL50505,0,0,0,0,0,0,0,0,0,0
SAL50506,0,0,0,0,0,0,0,0,0,0
SAL50507,3,0,0,0,0,0,0,0,0,3
SAL50508,56,112,43,95,45,20,11,28,7,418
SAL50509,0,0,0,0,0,0,0,0,0,0
SAL50510,906,1910,226,358,476,259,64,142,58,4409
SAL50511,0,0,0,0,0,0,0,0,0,0
SAL50512,35,17,22,11,7,5,5,19,3,131
SAL50513,16,0,4,0,0,5,3,11,0,42
SAL50514,0,0,0,0,0,0,0,3,0,3
SAL50515,10,0,6,0,0,0,3,4,0,20
SAL50516,0,0,6,0,0,0,5,4,0,28
SAL50517,67,65,101,40,67,28,41,64,13,491
SAL50518,580,846,1285,714,934,529,787,618,129,6420
SAL50519,9,9,58,3,3,0,37,45,0,163
SAL50520,86,12,9,11,18,3,13,48,0,205
SAL50521,0,0,0,0,0,0,6,7,0,22
SAL50522,740,1980,505,588,449,288,141,286,66,5050
SAL50523,32,33,80,33,27,32,43,42,3,326
SAL50524,3,0,0,0,0,0,0,3,0,7
SAL50525,34,28,67,30,33,23,40,45,8,300
SAL50526,15,0,0,4,0,0,0,0,0,25
