SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL50011,..,16,14,8,8,8,0,0,0,47,..,20,79,50,62,75,39,21,4,350,15,15,23,6,3,3,9,6,0,67,1351,593,1057,835,628,356,207,62,8,5096,..,21,725,1020,681,389,246,72,4,3144,..,152,625,253,151,43,10,0,0,1229,..,12,126,134,142,61,32,3,0,508,2606,..,..,..,..,..,..,..,..,2606,..,431,..,..,..,..,..,..,..,431,..,343,109,32,5,0,0,0,0,491,..,49,44,8,14,17,24,10,0,168,..,22,34,11,6,9,0,0,0,75,..,29,40,20,19,7,0,0,0,115,..,46,163,125,111,114,61,33,3,647,29,28,37,10,10,8,11,4,0,141,2639,1127,1894,1609,1132,645,386,111,9,9556
SAL50012,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,9,..,0,0,4,0,0,4,0,0,12,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,4,0,0,4,0,0,19
SAL50013,..,0,0,0,0,3,0,0,0,5,..,0,0,0,3,10,4,5,0,20,0,0,0,0,0,0,0,0,0,5,50,35,17,38,48,55,30,15,0,275,..,5,10,35,54,64,42,12,0,224,..,0,8,14,16,12,3,0,0,54,..,0,0,5,8,4,0,0,0,22,100,..,..,..,..,..,..,..,..,100,..,32,..,..,..,..,..,..,..,32,..,28,9,0,0,0,0,0,0,40,..,0,0,0,0,0,0,3,0,10,..,0,4,0,0,0,0,0,0,8,..,0,0,9,0,3,5,0,0,21,..,0,0,3,8,15,13,10,0,50,0,0,0,3,0,6,0,0,0,19,99,73,38,68,86,100,64,18,3,560
SAL50014,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,6,5,9,8,10,0,40,..,0,0,4,9,15,5,11,0,42,..,0,0,8,0,4,5,0,0,15,..,0,0,0,0,0,0,0,0,3,17,..,..,..,..,..,..,..,..,17,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,..,0,0,6,5,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,17,5,0,16,16,21,14,13,0,99
SAL50015,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,..,0,0,5,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,15
SAL50016,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,6,3,0,0,10,0,0,0,0,3,0,4,0,0,4,58,26,13,40,47,34,22,5,3,249,..,0,13,61,60,59,34,9,0,236,..,0,8,11,11,10,0,0,0,45,..,0,3,0,4,0,0,0,0,13,123,..,..,..,..,..,..,..,..,123,..,23,..,..,..,..,..,..,..,23,..,28,6,0,0,0,0,0,0,31,..,3,0,0,0,0,0,0,0,7,..,0,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,7,0,3,4,3,5,0,0,20,0,0,0,3,3,0,3,0,0,7,123,56,35,73,82,75,46,9,3,508
SAL50017,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,3,0,0,0,0,24,..,0,0,7,8,3,4,0,0,21,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,9,4,7,6,10,10,5,3,0,57
SAL50018,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL50019,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,6,21,13,12,14,15,22,18,5,0,114,..,0,6,15,24,41,17,8,0,119,..,0,5,14,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,4,49,..,..,..,..,..,..,..,..,49,..,16,..,..,..,..,..,..,..,16,..,6,3,0,0,0,0,0,0,19,..,0,0,0,0,0,8,0,0,8,..,0,0,6,0,0,0,0,0,4,..,0,5,0,0,0,4,0,0,3,..,0,3,0,5,9,8,0,0,18,0,0,0,0,0,3,0,0,0,6,53,27,28,33,31,51,34,8,0,260
SAL50020,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,6,0,0,0,14,..,0,0,0,9,6,5,0,0,25,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,10,5,0,0,41
SAL50021,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL50022,..,32,37,10,3,4,0,0,0,87,..,22,47,22,27,66,91,91,53,429,5,6,3,6,0,9,11,0,0,42,575,422,370,475,459,478,459,254,95,3574,..,4,195,598,630,659,618,336,63,3105,..,43,158,85,63,46,25,13,3,431,..,0,10,55,72,31,20,9,15,217,1151,..,..,..,..,..,..,..,..,1151,..,458,..,..,..,..,..,..,..,458,..,152,131,38,21,9,9,0,0,363,..,31,22,11,9,10,13,10,12,109,..,13,19,7,0,6,0,0,0,46,..,56,77,20,6,5,5,0,0,179,..,44,85,57,59,117,137,110,71,686,6,18,10,8,10,10,13,3,0,72,1159,810,711,878,864,897,850,483,165,6824
SAL50023,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,5,0,19,..,0,3,0,8,5,0,5,0,21,..,0,0,0,0,10,0,0,0,9,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,8,9,0,12,8,0,5,0,49
SAL50024,..,16,14,0,0,0,6,0,0,46,..,9,17,10,15,35,54,53,42,228,3,4,3,3,0,4,7,0,0,25,436,260,221,340,312,291,259,132,68,2311,..,0,148,481,448,344,346,156,40,1964,..,23,65,47,27,33,17,4,0,212,..,0,3,34,54,49,19,7,6,183,850,..,..,..,..,..,..,..,..,850,..,309,..,..,..,..,..,..,..,309,..,139,92,19,15,9,0,0,0,278,..,18,19,10,5,15,11,12,3,91,..,9,9,0,0,0,4,0,0,21,..,28,29,3,9,0,5,6,0,81,..,15,28,22,32,59,76,66,42,346,4,6,8,5,0,10,3,0,0,38,853,547,397,623,601,522,481,248,95,4371
SAL50025,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,4,0,12,0,0,0,0,0,0,0,0,0,4,54,25,22,34,55,47,32,14,7,278,..,0,12,46,60,75,31,16,3,252,..,4,15,8,19,17,10,0,0,67,..,0,4,0,5,3,0,0,0,20,103,..,..,..,..,..,..,..,..,103,..,20,..,..,..,..,..,..,..,20,..,19,4,3,0,0,0,0,0,34,..,0,0,0,0,0,4,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,4,6,4,9,4,0,22,0,0,0,0,3,4,0,0,0,10,103,48,38,59,92,100,63,21,4,535
SAL50026,..,39,38,29,42,39,18,12,0,218,..,35,80,73,133,210,256,213,94,1091,28,30,21,21,13,19,13,3,6,155,1086,753,843,753,743,763,736,423,162,6263,..,35,376,535,444,556,624,359,60,2988,..,229,388,219,190,120,52,10,8,1224,..,57,208,234,215,148,86,31,35,1006,2177,..,..,..,..,..,..,..,..,2177,..,414,..,..,..,..,..,..,..,414,..,377,217,119,69,38,0,0,0,826,..,92,74,32,54,63,66,24,10,416,..,59,44,26,16,10,6,3,0,162,..,89,104,69,86,87,51,18,5,500,..,63,198,185,328,409,438,307,127,2058,75,54,53,47,32,23,20,16,8,322,2251,1466,1667,1451,1430,1452,1354,772,247,12099
SAL50027,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,17,..,0,3,0,0,0,7,5,0,18,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,7,..,..,..,..,..,..,..,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,3,4,7,5,3,7,5,0,41
SAL50028,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,9
SAL50029,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,8,3,3,0,0,0,22,..,0,5,12,3,8,4,0,0,25,..,0,6,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,10,3,3,13,7,9,4,0,0,54
