POW_LGA_CODE_2021,OM_IEs_45_49_HW_0,OM_IEs_45_49_HW_1_19,OM_IEs_45_49_HW_20_29,OM_IEs_45_49_HW_30_34,OM_IEs_45_49_HW_35_39,OM_IEs_45_49_HW_40_44,OM_IEs_45_49_HW_45_49,OM_IEs_45_49_HW_50mor,OM_IEs_45_49_HW_NS,OM_IEs_45_49_Tot,OM_IEs_50_54_HW_0,OM_IEs_50_54_HW_1_19,OM_IEs_50_54_HW_20_29,OM_IEs_50_54_HW_30_34,OM_IEs_50_54_HW_35_39,OM_IEs_50_54_HW_40_44,OM_IEs_50_54_HW_45_49,OM_IEs_50_54_HW_50mor,OM_IEs_50_54_HW_NS,OM_IEs_50_54_Tot,OM_IEs_55_59_HW_0,OM_IEs_55_59_HW_1_19,OM_IEs_55_59_HW_20_29,OM_IEs_55_59_HW_30_34,OM_IEs_55_59_HW_35_39,OM_IEs_55_59_HW_40_44,OM_IEs_55_59_HW_45_49,OM_IEs_55_59_HW_50mor,OM_IEs_55_59_HW_NS,OM_IEs_55_59_Tot,OM_IEs_60_64_HW_0,OM_IEs_60_64_HW_1_19,OM_IEs_60_64_HW_20_29,OM_IEs_60_64_HW_30_34,OM_IEs_60_64_HW_35_39,OM_IEs_60_64_HW_40_44,OM_IEs_60_64_HW_45_49,OM_IEs_60_64_HW_50mor,OM_IEs_60_64_HW_NS,OM_IEs_60_64_Tot,OM_IEs_65_69_HW_0,OM_IEs_65_69_HW_1_19,OM_IEs_65_69_HW_20_29,OM_IEs_65_69_HW_30_34,OM_IEs_65_69_HW_35_39,OM_IEs_65_69_HW_40_44,OM_IEs_65_69_HW_45_49,OM_IEs_65_69_HW_50mor,OM_IEs_65_69_HW_NS,OM_IEs_65_69_Tot,OM_IEs_70_74_HW_0,OM_IEs_70_74_HW_1_19,OM_IEs_70_74_HW_20_29,OM_IEs_70_74_HW_30_34,OM_IEs_70_74_HW_35_39,OM_IEs_70_74_HW_40_44,OM_IEs_70_74_HW_45_49,OM_IEs_70_74_HW_50mor,OM_IEs_70_74_HW_NS,OM_IEs_70_74_Tot,OM_IEs_75ov_HW_0,OM_IEs_75ov_HW_1_19,OM_IEs_75ov_HW_20_29,OM_IEs_75ov_HW_30_34,OM_IEs_75ov_HW_35_39,OM_IEs_75ov_HW_40_44,OM_IEs_75ov_HW_45_49,OM_IEs_75ov_HW_50mor,OM_IEs_75ov_HW_NS,OM_IEs_75ov_Tot,OM_IEs_Tot_HW_0,OM_IEs_Tot_HW_1_19,OM_IEs_Tot_HW_20_29,OM_IEs_Tot_HW_30_34,OM_IEs_Tot_HW_35_39,OM_IEs_Tot_HW_40_44,OM_IEs_Tot_HW_45_49,OM_IEs_Tot_HW_50mor,OM_IEs_Tot_HW_NS,OM_IEs_Tot_Tot,OM_UIE_15_19_HW_0,OM_UIE_15_19_HW_1_19,OM_UIE_15_19_HW_20_29,OM_UIE_15_19_HW_30_34,OM_UIE_15_19_HW_35_39,OM_UIE_15_19_HW_40_44,OM_UIE_15_19_HW_45_49,OM_UIE_15_19_HW_50mor,OM_UIE_15_19_HW_NS,OM_UIE_15_19_Tot,OM_UIE_20_24_HW_0,OM_UIE_20_24_HW_1_19,OM_UIE_20_24_HW_20_29,OM_UIE_20_24_HW_30_34,OM_UIE_20_24_HW_35_39,OM_UIE_20_24_HW_40_44,OM_UIE_20_24_HW_45_49,OM_UIE_20_24_HW_50mor,OM_UIE_20_24_HW_NS,OM_UIE_20_24_Tot,OM_UIE_25_29_HW_0,OM_UIE_25_29_HW_1_19,OM_UIE_25_29_HW_20_29,OM_UIE_25_29_HW_30_34,OM_UIE_25_29_HW_35_39,OM_UIE_25_29_HW_40_44,OM_UIE_25_29_HW_45_49,OM_UIE_25_29_HW_50mor,OM_UIE_25_29_HW_NS,OM_UIE_25_29_Tot,OM_UIE_30_34_HW_0,OM_UIE_30_34_HW_1_19,OM_UIE_30_34_HW_20_29,OM_UIE_30_34_HW_30_34,OM_UIE_30_34_HW_35_39,OM_UIE_30_34_HW_40_44,OM_UIE_30_34_HW_45_49,OM_UIE_30_34_HW_50mor,OM_UIE_30_34_HW_NS,OM_UIE_30_34_Tot,OM_UIE_35_39_HW_0,OM_UIE_35_39_HW_1_19,OM_UIE_35_39_HW_20_29,OM_UIE_35_39_HW_30_34,OM_UIE_35_39_HW_35_39,OM_UIE_35_39_HW_40_44,OM_UIE_35_39_HW_45_49,OM_UIE_35_39_HW_50mor,OM_UIE_35_39_HW_NS,OM_UIE_35_39_Tot,OM_UIE_40_44_HW_0,OM_UIE_40_44_HW_1_19,OM_UIE_40_44_HW_20_29,OM_UIE_40_44_HW_30_34,OM_UIE_40_44_HW_35_39,OM_UIE_40_44_HW_40_44,OM_UIE_40_44_HW_45_49,OM_UIE_40_44_HW_50mor,OM_UIE_40_44_HW_NS,OM_UIE_40_44_Tot,OM_UIE_45_49_HW_0,OM_UIE_45_49_HW_1_19,OM_UIE_45_49_HW_20_29,OM_UIE_45_49_HW_30_34,OM_UIE_45_49_HW_35_39,OM_UIE_45_49_HW_40_44,OM_UIE_45_49_HW_45_49,OM_UIE_45_49_HW_50mor,OM_UIE_45_49_HW_NS,OM_UIE_45_49_Tot,OM_UIE_50_54_HW_0,OM_UIE_50_54_HW_1_19,OM_UIE_50_54_HW_20_29,OM_UIE_50_54_HW_30_34,OM_UIE_50_54_HW_35_39,OM_UIE_50_54_HW_40_44,OM_UIE_50_54_HW_45_49,OM_UIE_50_54_HW_50mor,OM_UIE_50_54_HW_NS,OM_UIE_50_54_Tot,OM_UIE_55_59_HW_0,OM_UIE_55_59_HW_1_19,OM_UIE_55_59_HW_20_29,OM_UIE_55_59_HW_30_34,OM_UIE_55_59_HW_35_39,OM_UIE_55_59_HW_40_44,OM_UIE_55_59_HW_45_49,OM_UIE_55_59_HW_50mor,OM_UIE_55_59_HW_NS,OM_UIE_55_59_Tot,OM_UIE_60_64_HW_0,OM_UIE_60_64_HW_1_19,OM_UIE_60_64_HW_20_29,OM_UIE_60_64_HW_30_34,OM_UIE_60_64_HW_35_39,OM_UIE_60_64_HW_40_44,OM_UIE_60_64_HW_45_49,OM_UIE_60_64_HW_50mor,OM_UIE_60_64_HW_NS,OM_UIE_60_64_Tot,OM_UIE_65_69_HW_0,OM_UIE_65_69_HW_1_19,OM_UIE_65_69_HW_20_29,OM_UIE_65_69_HW_30_34,OM_UIE_65_69_HW_35_39,OM_UIE_65_69_HW_40_44,OM_UIE_65_69_HW_45_49,OM_UIE_65_69_HW_50mor,OM_UIE_65_69_HW_NS,OM_UIE_65_69_Tot,OM_UIE_70_74_HW_0,OM_UIE_70_74_HW_1_19,OM_UIE_70_74_HW_20_29,OM_UIE_70_74_HW_30_34,OM_UIE_70_74_HW_35_39,OM_UIE_70_74_HW_40_44,OM_UIE_70_74_HW_45_49,OM_UIE_70_74_HW_50mor,OM_UIE_70_74_HW_NS,OM_UIE_70_74_Tot
LGA50840,0,0,0,0,0,11,0,6,0,12,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,10,0,17,0,3,0,0,0,0,0,6,0,13,5,9,3,0,0,0,3,6,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,14,4,6,6,17,10,42,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,11,0,6,0,0,0,0,0,3,0,16,0,4,3,0,0,4,0,6,0,16,0,4,0,0,4,0,0,7,0,22,0,4,4,4,3,10,0,8,0,34,0,4,0,10,5,0,0,10,0,29,4,7,5,3,0,9,0,10,0,39,0,7,3,3,0,9,5,9,0,38,0,7,8,3,0,5,3,10,0,35,0,5,3,0,0,0,0,4,3,14
LGA50910,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,3,0,0,0,6,0,3,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,8,0,22,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,4,0,10,0,0,4,0,0,4,0,9,0,10,0,0,0,0,0,0,0,7,0,9,0,5,0,0,0,0,0,0,0,5
LGA50980,0,3,0,4,3,13,3,32,0,61,0,3,4,3,4,21,0,39,0,73,0,5,0,4,3,11,3,33,0,64,6,3,0,4,5,10,5,27,0,49,0,6,3,0,0,5,0,7,0,19,0,0,0,0,0,0,0,7,0,15,0,0,0,0,0,3,0,0,0,4,7,29,22,18,45,96,22,214,6,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,0,3,0,4,4,4,9,0,19,0,10,0,4,0,13,6,7,0,36,0,4,8,8,3,10,5,13,0,47,0,7,0,7,6,13,3,9,0,47,0,6,3,0,6,8,7,17,0,61,3,3,4,4,6,15,0,17,0,61,0,3,5,8,3,13,0,14,3,45,0,8,10,5,7,7,0,18,5,59,0,4,5,5,4,5,0,13,0,25,0,3,0,0,0,0,0,0,0,10
LGA51080,0,0,0,0,0,3,6,0,0,12,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,12,12,23,0,63,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,5,0,13,0,0,0,0,0,4,3,8,0,18,0,0,0,0,0,6,0,6,0,10,0,0,0,0,0,5,0,7,0,13,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,5,0,0,0,6,0,11,0,0,0,0,0,3,0,6,0,11,0,0,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,8,0,33,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA51190,5,13,12,3,19,37,18,56,0,168,9,5,8,11,16,28,8,69,0,160,5,11,9,9,12,30,16,51,0,155,5,13,6,11,11,20,9,49,0,131,0,10,12,9,3,12,8,21,0,71,3,9,8,6,0,7,0,11,0,44,0,9,0,0,0,0,0,0,0,13,24,88,86,73,101,223,95,369,9,1066,0,8,0,0,3,0,0,0,0,5,0,4,0,4,0,4,4,4,0,18,3,9,3,6,8,17,5,9,0,65,0,20,12,5,14,24,9,13,0,90,4,19,15,16,8,25,5,18,8,120,4,17,15,11,11,19,12,34,3,119,0,18,14,11,9,29,20,30,0,144,0,21,9,11,12,24,11,50,4,148,4,18,13,12,23,30,4,41,0,146,9,19,23,16,17,22,7,29,0,138,7,19,12,10,0,5,3,14,0,87,8,20,7,3,5,5,3,4,0,55
LGA51260,0,13,11,14,18,45,16,59,7,192,3,15,21,17,16,41,16,68,0,194,3,12,20,19,13,39,13,66,0,188,6,19,32,17,7,14,11,36,0,144,6,14,13,5,9,5,5,7,0,60,8,14,9,7,5,4,3,7,0,54,3,0,0,0,0,0,0,0,0,16,42,124,146,117,103,230,108,366,14,1247,0,4,3,0,0,0,0,0,0,11,0,0,3,0,3,3,5,0,0,20,6,10,11,4,7,11,0,19,0,70,10,26,25,15,19,27,10,17,0,147,7,49,32,21,18,36,12,33,0,204,6,47,31,12,25,47,14,37,3,219,3,44,35,35,19,63,20,55,5,282,8,35,31,31,21,46,19,46,0,237,17,32,37,21,23,40,20,49,4,232,7,58,29,27,10,29,13,32,0,213,5,46,24,9,11,17,4,16,0,130,5,31,12,6,6,0,0,8,0,65
LGA51310,3,7,14,18,10,51,20,64,0,192,0,6,21,17,21,43,13,69,0,187,0,18,18,10,11,41,16,55,0,174,4,16,16,10,11,18,7,30,0,116,0,18,13,7,4,15,4,17,0,74,0,13,8,0,6,3,0,9,0,34,0,6,5,3,0,3,3,0,0,29,13,106,145,97,93,260,87,338,11,1154,0,9,0,0,0,0,0,0,0,11,0,21,8,3,4,6,0,0,0,38,0,14,6,6,3,10,5,8,0,49,4,10,12,5,13,20,7,12,4,80,3,23,22,4,8,14,5,11,0,93,0,25,21,17,8,17,4,24,0,118,4,21,31,19,7,24,7,23,0,129,3,32,21,16,18,23,12,37,0,154,4,20,24,16,9,20,8,27,0,137,9,30,25,15,4,7,8,17,4,126,4,25,14,4,5,6,5,4,0,74,0,14,12,0,0,3,0,4,0,38
LGA51330,7,28,30,28,47,91,35,155,6,427,4,27,43,27,50,111,54,168,0,469,14,36,34,29,40,98,37,155,3,438,4,27,45,30,29,68,19,107,6,344,3,25,39,20,23,51,14,45,0,221,3,18,20,3,10,21,3,23,0,99,3,17,8,4,10,12,4,6,0,51,54,266,320,216,357,802,262,1051,41,3369,0,20,4,4,0,0,0,3,0,27,0,36,37,7,8,8,7,0,3,110,4,35,32,26,29,24,14,17,7,190,3,52,48,21,27,62,8,37,10,269,5,73,50,23,33,57,18,50,5,322,6,44,45,36,32,58,18,52,11,285,0,41,46,23,43,43,10,68,0,284,7,52,54,34,27,59,34,62,0,332,3,44,58,35,36,68,25,61,9,339,10,47,51,31,24,51,19,48,4,281,0,70,41,15,20,21,13,18,0,197,3,26,21,7,4,6,0,7,0,81
LGA51400,0,0,5,3,3,6,0,8,0,27,3,0,0,0,0,4,0,7,0,26,0,4,3,0,5,0,0,11,0,32,0,0,4,3,3,4,4,10,0,33,0,0,0,0,0,3,0,3,0,15,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,13,27,15,13,33,14,70,0,205,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,6,3,0,0,0,7,0,0,0,17,0,9,5,10,4,6,0,0,0,30,3,9,3,0,0,4,4,8,0,42,0,9,8,9,7,8,0,8,0,40,0,12,6,0,7,18,3,10,0,55,4,6,5,5,3,10,0,12,0,53,4,12,3,8,4,5,5,11,4,48,6,3,10,4,5,6,0,14,0,50,3,4,12,3,0,0,0,13,0,36,0,5,0,0,0,4,0,3,0,22
LGA51470,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
LGA51540,0,3,0,0,6,6,5,19,0,38,0,4,0,4,3,9,7,16,5,46,3,0,0,4,0,4,3,6,0,30,0,3,0,0,0,4,0,11,0,15,0,0,3,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,14,9,10,37,15,75,7,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,14,0,4,5,0,0,4,0,7,0,19,0,0,0,0,5,5,4,12,0,21,0,0,0,0,5,9,4,16,0,33,0,0,0,0,0,6,0,8,0,24,0,0,4,0,4,8,0,16,0,37,0,4,0,0,0,6,0,13,0,31,0,4,0,0,0,3,4,12,0,31,0,4,0,0,4,3,0,5,0,12
LGA51610,0,0,0,0,0,0,0,10,0,10,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,11,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,3,0,0,9,5,38,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,7,0,4,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,4,0,13,0,0,4,0,0,0,0,4,0,14,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,4
LGA51680,0,5,0,0,0,6,3,7,0,21,0,0,0,0,0,4,5,8,0,22,3,6,0,7,0,12,0,3,0,25,0,4,4,0,0,4,0,11,0,21,0,0,0,0,0,0,0,5,0,5,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,3,11,19,14,4,28,13,47,3,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,8,0,4,0,0,0,9,0,3,0,15,0,4,0,0,0,0,0,0,3,8,0,6,0,0,3,0,0,3,0,22,0,4,3,3,0,4,0,4,0,25,0,4,6,0,3,4,5,8,0,23,0,4,7,0,4,0,3,10,0,36,0,0,4,0,4,5,0,9,0,18,0,0,4,0,0,7,0,9,0,24,0,0,3,0,0,0,0,4,0,9
LGA51710,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,4,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,5,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,6
LGA51750,0,3,4,5,6,15,8,33,0,82,0,8,15,7,7,13,5,24,0,78,0,7,3,7,7,11,0,12,0,49,0,0,6,3,3,10,4,20,0,56,0,3,9,9,6,0,0,12,0,33,0,11,8,8,0,5,0,8,0,30,3,7,5,7,0,0,0,5,0,23,7,50,60,56,48,91,37,152,6,507,0,3,0,0,0,0,0,0,0,6,0,5,4,6,0,3,0,0,0,12,0,4,5,0,3,3,4,0,0,23,0,3,4,8,8,8,0,4,0,34,0,5,10,3,8,4,0,4,0,33,0,11,3,0,11,0,0,3,3,38,0,17,13,4,3,10,4,7,0,52,0,14,9,4,4,14,3,12,0,59,0,10,9,8,7,7,0,10,0,60,0,7,10,3,3,7,0,10,0,38,0,12,10,8,0,3,0,11,0,46,0,9,8,3,0,5,0,7,0,31
LGA51820,5,16,15,23,48,84,42,180,4,421,9,25,37,34,35,93,31,148,9,410,6,25,35,25,40,101,32,162,0,426,9,28,28,14,38,50,29,100,0,305,6,28,15,10,11,28,7,48,0,154,0,24,17,9,8,16,0,15,0,90,0,13,10,10,3,14,0,8,0,47,38,241,251,213,313,702,232,1106,18,3114,0,16,0,0,0,0,0,0,0,22,0,26,15,13,13,13,9,13,0,107,3,46,28,12,29,34,8,31,3,197,10,86,50,23,27,54,20,52,6,330,11,91,74,37,35,73,21,57,14,416,3,74,51,43,46,75,13,73,3,383,0,60,51,48,34,78,17,83,8,385,14,61,51,38,45,63,38,90,5,397,8,71,72,38,37,66,22,83,4,398,3,74,46,26,24,40,19,51,3,285,5,54,26,14,11,13,0,16,0,141,0,23,17,6,8,12,0,3,0,73
LGA51860,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,3,0,0,0,6,0,3,0,10,4,0,5,0,0,0,0,5,0,16,3,0,3,0,0,5,0,4,0,11,0,4,3,0,0,0,0,4,0,18,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,13,13,8,4,7,15,4,28,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,12,0,6,3,0,0,4,0,4,0,16,0,3,3,0,3,0,0,5,0,15,0,0,0,0,0,5,3,9,0,18,0,3,0,0,0,0,0,6,0,11,0,3,9,0,3,3,0,6,0,28,0,4,3,4,0,0,0,9,0,18,0,4,0,0,0,3,0,6,0,15,0,0,0,0,0,0,0,0,0,4
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,5,0,6,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,30,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,10,0,4,3,3,0,3,0,9,0,20,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,0,0,0,6
LGA52100,0,0,0,0,0,0,0,5,0,8,0,0,0,3,0,0,0,5,0,12,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,7,9,35,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,3,0,0,3,0,6,0,12,0,4,0,0,0,0,0,8,0,9,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,3,0,7,0,11,0,0,0,0,0,5,0,3,0,10,0,0,3,0,0,0,0,4,0,10
LGA52170,0,4,4,0,0,15,4,11,4,45,0,10,12,10,3,14,6,21,0,83,0,9,4,0,3,14,4,20,0,58,0,10,3,4,0,8,0,8,0,45,0,6,10,0,4,0,0,5,0,35,0,3,7,0,3,0,0,3,0,19,0,6,3,0,0,0,0,3,0,14,4,66,60,33,30,67,20,107,4,388,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,6,0,0,0,0,3,3,0,6,0,10,0,5,4,5,6,7,0,4,0,31,3,4,4,0,0,3,0,9,0,25,0,10,3,0,0,10,3,3,0,30,5,7,4,5,8,0,0,6,0,30,0,7,6,9,5,7,0,8,0,38,0,11,8,6,7,10,0,11,0,47,0,5,13,4,3,10,0,0,0,39,0,8,9,3,0,0,0,0,0,25,0,5,3,5,0,0,4,0,0,20
LGA52240,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,10,5,21,0,49,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,4,0,14,0,0,0,5,0,4,0,5,0,10,0,0,0,0,0,7,0,7,0,14,0,0,0,0,0,7,0,0,0,13,0,0,0,0,0,0,0,10,0,11,0,0,0,0,0,9,0,6,0,18,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,4,0,4,7
LGA52310,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,3,0,7,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,6,3,0,5,9,0,25,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,5
