POW_LGA_CODE_2021,EWFT_15_TertVE_TPTP_FT,EWFT_15_TertVE_TPTP_PT,EWFT_15_TertVE_TPTP_NS,EWFT_15_TertVE_TPTP_Tot,EWFT_15_TertUni_or_OHE_FT,EWFT_15_TertUni_or_OHE_PT,EWFT_15_TertUni_or_OHE_NS,EWFT_15_TertUni_or_OHE_Tot,EWFT_15_Other_FT,EWFT_15_Other_PT,EWFT_15_Other_NS,EWFT_15_Other_Tot,EWFT_15_Not_Stated,EWFT_15_Tot,EWFT_16_TertVE_TPTP_FT,EWFT_16_TertVE_TPTP_PT,EWFT_16_TertVE_TPTP_NS,EWFT_16_TertVE_TPTP_Tot,EWFT_16_TertUni_or_OHE_FT,EWFT_16_TertUni_or_OHE_PT,EWFT_16_TertUni_or_OHE_NS,EWFT_16_TertUni_or_OHE_Tot,EWFT_16_Other_FT,EWFT_16_Other_PT,EWFT_16_Other_NS,EWFT_16_Other_Tot,EWFT_16_Not_Stated,EWFT_16_Tot,EWFT_17_TertVE_TPTP_FT,EWFT_17_TertVE_TPTP_PT,EWFT_17_TertVE_TPTP_NS,EWFT_17_TertVE_TPTP_Tot,EWFT_17_TertUni_or_OHE_FT,EWFT_17_TertUni_or_OHE_PT,EWFT_17_TertUni_or_OHE_NS,EWFT_17_TertUni_or_OHE_Tot,EWFT_17_Other_FT,EWFT_17_Other_PT,EWFT_17_Other_NS,EWFT_17_Other_Tot,EWFT_17_Not_Stated,EWFT_17_Tot,EWFT_18_TertVE_TPTP_FT,EWFT_18_TertVE_TPTP_PT,EWFT_18_TertVE_TPTP_NS,EWFT_18_TertVE_TPTP_Tot,EWFT_18_TertUni_or_OHE_FT,EWFT_18_TertUni_or_OHE_PT,EWFT_18_TertUni_or_OHE_NS,EWFT_18_TertUni_or_OHE_Tot,EWFT_18_Other_FT,EWFT_18_Other_PT,EWFT_18_Other_NS,EWFT_18_Other_Tot,EWFT_18_Not_Stated,EWFT_18_Tot,EWFT_19_TertVE_TPTP_FT,EWFT_19_TertVE_TPTP_PT,EWFT_19_TertVE_TPTP_NS,EWFT_19_TertVE_TPTP_Tot,EWFT_19_TertUni_or_OHE_FT,EWFT_19_TertUni_or_OHE_PT,EWFT_19_TertUni_or_OHE_NS,EWFT_19_TertUni_or_OHE_Tot,EWFT_19_Other_FT,EWFT_19_Other_PT,EWFT_19_Other_NS,EWFT_19_Other_Tot,EWFT_19_Not_Stated,EWFT_19_Tot,EWFT_20_24_TertVE_TPTP_FT,EWFT_20_24_TertVE_TPTP_PT,EWFT_20_24_TertVE_TPTP_NS,EWFT_20_24_TertVE_TPTP_Tot,EWFT_20_24_TertUni_or_OHE_FT,EWFT_20_24_TertUni_or_OHE_PT,EWFT_20_24_TertUni_or_OHE_NS,EWFT_20_24_TertUni_or_OHE_Tot,EWFT_20_24_Other_FT,EWFT_20_24_Other_PT,EWFT_20_24_Other_NS,EWFT_20_24_Other_Tot,EWFT_20_24_Not_Stated,EWFT_20_24_Tot,EWFT_25_29_TertVE_TPTP_FT,EWFT_25_29_TertVE_TPTP_PT,EWFT_25_29_TertVE_TPTP_NS,EWFT_25_29_TertVE_TPTP_Tot,EWFT_25_29_TertUni_or_OHE_FT,EWFT_25_29_TertUni_or_OHE_PT,EWFT_25_29_TertUni_or_OHE_NS,EWFT_25_29_TertUni_or_OHE_Tot,EWFT_25_29_Other_FT,EWFT_25_29_Other_PT,EWFT_25_29_Other_NS,EWFT_25_29_Other_Tot,EWFT_25_29_Not_Stated,EWFT_25_29_Tot,EWFT_30ov_TertVE_TPTP_FT,EWFT_30ov_TertVE_TPTP_PT,EWFT_30ov_TertVE_TPTP_NS,EWFT_30ov_TertVE_TPTP_Tot,EWFT_30ov_TertUni_or_OHE_FT,EWFT_30ov_TertUni_or_OHE_PT,EWFT_30ov_TertUni_or_OHE_NS,EWFT_30ov_TertUni_or_OHE_Tot,EWFT_30ov_Other_FT,EWFT_30ov_Other_PT,EWFT_30ov_Other_NS,EWFT_30ov_Other_Tot,EWFT_30ov_Not_Stated,EWFT_30ov_Tot,EWFT_Tot_TertVE_TPTP_FT,EWFT_Tot_TertVE_TPTP_PT,EWFT_Tot_TertVE_TPTP_NS,EWFT_Tot_TertVE_TPTP_Tot,EWFT_Tot_TertUni_or_OHE_FT,EWFT_Tot_TertUni_or_OHE_PT,EWFT_Tot_TertUni_or_OHE_NS,EWFT_Tot_TertUni_or_OHE_Tot,EWFT_Tot_Other_FT,EWFT_Tot_Other_PT,EWFT_Tot_Other_NS,EWFT_Tot_Other_Tot,EWFT_Tot_Not_Stated,EWFT_Tot_Tot,EWPT_15_TertVE_TPTP_FT,EWPT_15_TertVE_TPTP_PT,EWPT_15_TertVE_TPTP_NS,EWPT_15_TertVE_TPTP_Tot,EWPT_15_TertUni_or_OHE_FT,EWPT_15_TertUni_or_OHE_PT,EWPT_15_TertUni_or_OHE_NS,EWPT_15_TertUni_or_OHE_Tot,EWPT_15_Other_FT,EWPT_15_Other_PT,EWPT_15_Other_NS,EWPT_15_Other_Tot,EWPT_15_Not_Stated,EWPT_15_Tot,EWPT_16_TertVE_TPTP_FT,EWPT_16_TertVE_TPTP_PT,EWPT_16_TertVE_TPTP_NS,EWPT_16_TertVE_TPTP_Tot,EWPT_16_TertUni_or_OHE_FT,EWPT_16_TertUni_or_OHE_PT,EWPT_16_TertUni_or_OHE_NS,EWPT_16_TertUni_or_OHE_Tot,EWPT_16_Other_FT,EWPT_16_Other_PT,EWPT_16_Other_NS,EWPT_16_Other_Tot,EWPT_16_Not_Stated,EWPT_16_Tot,EWPT_17_TertVE_TPTP_FT,EWPT_17_TertVE_TPTP_PT,EWPT_17_TertVE_TPTP_NS,EWPT_17_TertVE_TPTP_Tot,EWPT_17_TertUni_or_OHE_FT,EWPT_17_TertUni_or_OHE_PT,EWPT_17_TertUni_or_OHE_NS,EWPT_17_TertUni_or_OHE_Tot,EWPT_17_Other_FT,EWPT_17_Other_PT,EWPT_17_Other_NS,EWPT_17_Other_Tot,EWPT_17_Not_Stated,EWPT_17_Tot,EWPT_18_TertVE_TPTP_FT,EWPT_18_TertVE_TPTP_PT,EWPT_18_TertVE_TPTP_NS,EWPT_18_TertVE_TPTP_Tot,EWPT_18_TertUni_or_OHE_FT,EWPT_18_TertUni_or_OHE_PT,EWPT_18_TertUni_or_OHE_NS,EWPT_18_TertUni_or_OHE_Tot,EWPT_18_Other_FT,EWPT_18_Other_PT,EWPT_18_Other_NS,EWPT_18_Other_Tot,EWPT_18_Not_Stated,EWPT_18_Tot,EWPT_19_TertVE_TPTP_FT,EWPT_19_TertVE_TPTP_PT,EWPT_19_TertVE_TPTP_NS,EWPT_19_TertVE_TPTP_Tot,EWPT_19_TertUni_or_OHE_FT,EWPT_19_TertUni_or_OHE_PT,EWPT_19_TertUni_or_OHE_NS,EWPT_19_TertUni_or_OHE_Tot,EWPT_19_Other_FT,EWPT_19_Other_PT,EWPT_19_Other_NS,EWPT_19_Other_Tot,EWPT_19_Not_Stated,EWPT_19_Tot,EWPT_20_24_TertVE_TPTP_FT,EWPT_20_24_TertVE_TPTP_PT,EWPT_20_24_TertVE_TPTP_NS,EWPT_20_24_TertVE_TPTP_Tot
LGA50840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,4,5,8,0,11,0,3,0,4,0,0,0,0,0,14,0,4,0,4,6,0,0,7,0,0,0,0,0,7,0,10,0,12,3,9,0,6,0,4,0,3,6,33,5,25,0,38,5,10,0,16,0,4,0,3,6,67,0,0,0,0,0,0,0,0,11,0,0,11,0,19,0,0,0,0,0,0,0,0,13,0,0,13,0,13,0,0,0,0,0,0,0,0,15,0,0,15,0,17,0,3,0,3,0,0,0,0,6,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
LGA50910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,7,0,3,0,3,0,5,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,6,0,0,0,0
LGA50980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,4,0,0,0,0,0,8,3,20,0,23,15,11,0,28,0,0,0,0,3,53,3,18,0,20,4,29,0,30,5,5,0,9,4,59,15,94,0,109,31,106,0,136,5,19,0,26,18,287,23,147,0,169,47,146,0,198,11,26,0,39,23,428,3,0,0,5,0,0,0,0,44,0,0,44,4,48,0,0,0,0,0,0,0,0,73,0,0,73,3,72,0,0,0,0,0,0,0,0,59,0,0,59,0,68,0,0,0,8,0,3,0,3,10,0,0,10,0,17,4,0,0,7,5,0,0,5,3,0,0,3,0,13,3,15,0,17
LGA51080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,3,0,3,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,5,5,6,0,12,0,4,0,4,0,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,5,7,27,0,32,0,0,0,0,0,0,0,0,0,35,7,45,0,47,3,3,0,6,0,3,0,8,0,61,11,38,0,45,3,5,0,7,0,3,0,3,3,56,23,128,0,146,15,24,0,39,0,5,0,8,3,198,16,53,0,69,14,42,0,57,0,8,0,8,0,135,22,151,0,178,35,229,0,267,3,48,0,53,28,525,76,442,0,522,74,298,0,377,7,67,0,75,34,1014,0,0,0,0,0,0,0,0,151,0,0,151,0,156,3,5,0,11,0,0,0,0,240,0,0,240,0,249,11,5,0,9,0,0,0,0,243,0,0,243,0,258,12,9,0,21,9,10,0,17,34,5,0,35,0,76,13,17,0,30,39,9,0,49,0,0,0,4,0,80,24,27,0,51
LGA51260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,10,0,12,0,0,0,0,0,0,0,0,0,12,6,23,0,38,0,0,0,0,0,0,0,0,0,34,4,23,0,27,0,0,0,3,0,0,0,0,4,34,21,64,0,80,9,5,0,10,0,6,0,6,0,99,3,18,0,21,5,17,0,20,0,4,0,15,0,54,27,93,0,119,9,80,0,91,0,33,0,37,23,258,59,233,0,298,23,102,0,128,10,41,0,53,27,499,0,3,0,3,0,0,0,0,216,0,0,216,0,219,6,5,0,10,0,0,0,0,214,0,0,214,0,224,5,3,0,8,0,0,0,0,239,0,0,239,0,251,15,12,0,21,13,0,0,12,37,0,0,40,3,79,6,5,0,7,10,3,0,16,0,0,0,0,0,23,15,23,0,30
LGA51310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,4,0,5,0,0,0,0,0,7,0,3,0,3,4,0,0,6,0,3,0,3,0,11,11,27,0,36,30,38,0,73,0,6,0,5,0,111,11,13,0,29,11,52,0,64,0,6,0,7,0,103,13,73,0,85,21,145,0,174,0,30,0,35,0,295,31,137,0,165,67,248,0,313,9,47,0,54,3,535,0,0,0,0,0,0,0,0,87,0,0,87,0,87,4,0,0,5,0,0,0,0,103,0,0,103,0,112,0,0,0,0,0,0,0,0,92,0,0,92,0,97,11,0,0,11,122,0,0,127,17,0,0,15,0,151,8,3,0,17,136,15,0,150,0,0,0,0,0,162,37,12,0,53
LGA51330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,17,0,19,0,0,0,0,0,0,0,0,0,21,16,40,0,53,3,5,0,8,3,0,0,3,0,64,15,75,0,91,11,3,0,13,0,3,0,6,0,110,93,272,0,364,91,103,0,198,7,11,0,23,3,582,58,134,0,194,54,109,0,163,9,25,0,38,6,396,103,431,0,536,110,378,0,494,53,157,6,212,60,1307,283,974,3,1260,275,597,3,878,79,202,4,282,75,2494,6,0,0,6,0,0,0,0,282,0,0,288,0,288,11,8,0,17,0,0,0,0,363,0,0,363,0,385,11,8,0,16,7,0,0,7,401,0,0,401,0,428,39,25,0,69,378,33,3,414,55,0,0,57,0,539,43,24,0,68,413,48,0,461,10,4,0,7,0,536,198,83,0,277
LGA51400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,10,0,6,0,6,0,0,0,0,0,0,0,0,0,9,4,8,0,16,0,3,0,9,0,0,0,0,0,18,5,4,0,8,0,3,0,0,0,0,0,0,0,12,4,22,0,31,4,17,0,24,0,9,0,9,3,65,11,58,0,68,4,27,0,33,0,7,0,7,5,116,0,0,0,0,0,0,0,0,51,0,0,51,0,51,0,0,0,0,0,0,0,0,49,0,0,49,0,50,5,0,0,5,0,0,0,0,47,0,0,47,0,50,0,0,0,0,9,0,0,9,12,0,0,12,0,18,3,6,0,7,3,0,0,5,0,0,0,0,0,7,0,0,0,7
LGA51470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,9,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,0,0,0,0,0,0,0,0,7,0,9,0,11,0,4,0,3,0,0,0,0,0,14,3,15,0,15,4,19,0,18,0,9,0,5,17,66,6,36,0,38,5,27,0,32,0,9,0,5,21,97,0,0,0,0,0,0,0,0,7,0,0,7,0,14,0,0,0,0,0,0,0,0,8,0,0,8,0,9,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,9,0,13,0,5,0,0,0,0,0,0,0,14,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,3,0,7,0,3,0,3,0,0,0,0,3,14,4,26,0,31,0,12,0,12,0,0,0,0,3,43,0,0,0,0,0,0,0,0,6,0,0,6,0,9,0,0,0,0,0,0,0,0,10,0,0,10,0,9,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,0,5,0,0,0,0
LGA51710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,4,0,0,0,0,0,9,4,0,0,9,4,0,0,9,0,0,0,0,0,15,0,12,0,15,0,0,3,3,0,3,0,6,3,29,4,21,0,23,3,9,3,16,0,3,0,6,3,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,0,0,0,0,0,0,0,0,6,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,0,0,0,0,0,0,0,9,5,7,0,7,0,0,0,0,0,0,0,0,0,7,5,16,0,24,19,10,0,29,0,4,0,4,0,61,3,11,0,12,4,21,0,29,0,0,0,0,0,45,7,18,0,23,7,58,0,68,4,8,0,12,9,108,25,56,0,79,35,86,0,121,4,12,0,16,5,225,0,0,0,0,0,0,0,0,50,0,0,50,0,50,0,0,0,0,0,0,0,0,64,0,0,64,0,64,0,0,0,0,5,0,0,5,64,0,0,64,0,72,0,0,0,7,123,5,0,134,7,0,0,7,0,152,3,4,0,9,150,13,0,160,0,3,0,3,0,167,33,8,0,43
LGA51820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,3,0,3,0,5,5,31,0,30,0,0,0,0,0,0,0,0,0,36,11,71,0,80,12,5,0,13,0,0,0,0,0,94,17,100,0,116,8,9,0,14,0,3,0,6,0,135,83,267,0,352,73,71,0,145,8,18,0,23,0,523,42,114,0,157,50,88,0,136,7,13,0,21,3,323,46,362,0,411,73,328,3,407,40,99,0,143,41,999,208,944,0,1151,213,498,3,709,57,140,4,197,50,2122,0,0,0,5,0,0,0,0,308,0,0,308,0,303,9,7,0,17,0,0,0,0,398,0,0,399,0,415,4,11,0,17,6,0,0,6,445,0,0,445,0,468,31,27,0,53,264,21,0,286,70,0,0,72,0,412,31,27,0,58,327,42,0,373,3,0,0,8,0,438,98,74,0,174
LGA51860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,5,0,3,0,3,0,4,0,4,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA51890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,4,0,6,0,8,0,0,0,0,0,0,0,0,0,8,3,11,0,18,0,0,0,0,0,0,0,0,0,16,10,10,0,18,6,5,0,7,0,0,0,0,0,28,5,0,0,11,5,7,0,12,0,0,0,0,0,19,6,45,0,52,3,24,0,30,4,6,0,9,8,92,26,92,0,110,10,34,0,43,4,8,0,9,11,178,0,0,0,0,0,0,0,0,34,0,0,34,0,34,0,0,0,0,0,0,0,0,24,0,0,24,0,28,0,0,0,0,0,0,0,0,24,0,0,29,0,29,0,0,0,5,0,0,0,0,4,0,0,4,0,7,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
LGA51960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,6,0,0,0,0,0,0,0,0,0,6,5,13,0,19,3,0,0,3,0,0,0,0,0,23,0,9,0,7,7,3,0,9,0,0,0,0,0,16,0,21,0,20,0,26,0,32,4,4,0,9,4,65,8,45,0,55,8,41,0,45,0,4,0,6,4,110,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,8,0,9,0,9,4,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,8,0,8,0,0,0,0,0,0,0,0,0,5,3,5,0,5,12,10,0,12,0,0,0,3,0,22,0,4,0,7,3,4,0,9,0,0,0,0,0,14,6,14,0,19,3,15,0,21,0,0,0,0,0,38,11,24,0,37,16,31,0,42,0,0,0,4,3,91,0,0,0,0,0,0,0,0,14,0,0,14,0,18,0,0,0,0,0,0,0,0,26,0,0,26,0,23,0,0,0,0,0,0,0,0,19,0,0,19,0,18,5,0,0,3,35,4,0,39,6,0,0,6,0,55,0,4,0,4,62,0,0,64,0,0,0,0,0,66,7,0,0,9
LGA52240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,4,0,0,0,0,0,8,0,0,0,4,0,7,0,7,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA52310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,4,0,5,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
