POW_LGA_CODE_2021,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
LGA50840,0,0,0,18,18,0,0,4,0,23,30,5,4,0,0,36,30,3,5,0,0,44,36,3,7,6,0,60,42,3,5,0,0,53,37,0,6,0,0,48,29,0,8,4,0,43,10,0,4,0,0,16,4,0,0,0,0,7,0,0,4,0,0,7,301,18,51,17,3,392,44,0,0,0,0,45,15,0,0,0,0,14,25,0,3,0,0,32,19,0,7,0,0,33,37,3,9,0,0,47,30,0,12,0,0,39,49,0,5,0,0,62,35,0,11,0,0,51,51,0,6,0,0,65,55,0,9,0,0,62,24,3,4,3,0,38,8,0,0,3,0,7,0,0,3,3,0,5,386,16,75,23,7,505,43,0,0,0,0,51,15,0,8,0,0,24,744,38,135,38,5,965,22,0,0,0,0,22,88,0,0,0,0,88,94,0,5,4,0,101,99,3,4,4,0,114,109,10,7,0
LGA50910,0,0,0,12,9,0,0,0,0,3,9,0,0,0,0,11,10,0,0,0,0,10,7,0,0,0,0,13,7,0,0,0,0,9,3,0,3,0,0,10,4,0,4,0,0,8,3,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,57,4,12,8,0,83,9,0,0,0,0,9,5,0,0,0,0,5,7,0,0,0,0,5,4,0,0,0,0,6,13,0,0,0,0,12,8,3,0,0,0,10,9,0,0,0,0,7,11,0,0,0,0,11,6,0,0,0,0,5,8,0,4,0,0,11,0,4,0,3,0,5,6,0,0,0,0,6,0,0,0,0,0,0,78,5,5,6,0,99,11,0,0,0,0,13,0,0,0,0,0,3,144,13,18,15,0,194,9,0,0,0,0,9,7,0,0,0,0,13,22,0,0,0,0,28,12,0,0,0,0,16,14,0,0,0
LGA50980,6,0,0,347,317,3,13,0,0,341,329,21,10,0,0,359,233,14,13,4,5,262,242,15,19,6,0,277,222,22,17,0,0,267,190,22,13,0,0,225,132,16,15,0,0,158,49,5,5,0,0,58,8,6,0,0,0,16,0,0,0,0,0,0,2279,118,107,19,7,2537,152,0,0,0,0,149,92,0,0,0,0,94,126,0,3,0,0,131,158,3,10,4,0,181,163,6,21,0,0,187,172,3,13,4,4,188,100,5,11,0,0,116,96,3,7,4,4,112,79,3,9,0,0,97,72,3,12,0,0,93,49,8,4,5,0,58,10,0,6,0,0,19,3,0,0,4,0,7,1268,34,93,17,15,1431,203,0,3,0,0,213,77,0,0,3,3,91,3830,161,202,43,35,4266,109,0,0,0,0,106,340,0,4,0,0,351,592,11,15,0,0,614,674,26,19,0,4,727,657,58,26,0
LGA51080,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,3,4,0,5,5,0,9,3,0,6,3,0,10,3,0,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,23,6,18,7,5,62,5,0,0,0,0,5,3,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,8,3,3,3,0,0,14,0,0,0,0,0,6,0,0,5,0,0,10,8,0,0,0,0,5,0,0,0,0,6,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,28,4,15,4,6,61,7,3,0,4,0,6,0,0,0,0,0,0,61,14,30,19,3,131,0,0,0,0,0,0,16,0,0,0,0,14,15,0,0,4,4,24,3,3,5,0,0,18,7,13,5,0
LGA51120,0,0,0,10,3,0,0,0,0,11,8,5,0,0,0,11,3,0,0,0,0,3,3,0,0,3,0,7,11,5,0,0,0,14,3,0,0,0,0,8,3,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,52,13,13,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,10,0,0,3,0,0,5,11,0,0,0,0,13,4,0,0,0,0,4,13,0,0,0,0,15,0,0,0,0,0,5,3,6,0,0,0,16,10,0,3,0,0,10,0,0,0,0,0,4,0,6,0,0,0,7,0,0,0,0,0,0,51,10,11,9,0,76,3,0,0,0,0,10,0,0,0,0,0,0,107,18,23,24,3,171,13,0,0,0,0,13,21,0,0,0,0,22,21,0,5,0,0,25,23,4,6,0,0,37,16,3,8,6
LGA51190,14,0,0,651,508,20,10,4,0,541,507,19,17,8,5,551,620,31,23,7,0,680,694,46,36,8,4,784,772,29,33,4,4,836,567,30,38,0,0,636,360,19,13,6,0,392,82,7,7,0,0,101,12,4,0,3,0,22,0,0,0,0,0,0,5464,195,199,31,18,5907,664,0,4,0,0,667,408,5,8,4,0,422,410,0,14,0,4,428,563,16,30,10,0,611,737,14,34,10,5,799,687,17,30,0,3,733,676,23,36,9,0,737,614,20,29,8,0,669,553,25,26,6,0,606,462,21,26,14,0,526,218,10,19,5,0,258,69,9,14,6,0,96,13,0,0,3,3,28,6069,161,256,65,27,6573,716,8,19,3,10,754,142,3,9,8,10,178,12396,372,475,106,59,13409,482,0,4,0,0,483,1264,5,9,0,6,1281,1402,18,38,3,5,1467,1362,49,52,0,3,1467,1355,82,56,11
LGA51260,13,0,0,307,274,9,18,7,0,308,253,31,26,0,3,313,319,27,32,6,0,388,347,42,60,6,7,464,372,38,44,3,0,463,280,37,39,3,3,370,155,18,25,7,0,206,43,6,12,5,0,60,0,3,4,4,0,10,0,0,5,0,0,8,2676,214,285,50,23,3236,538,0,4,0,0,545,236,0,10,0,0,249,239,0,20,9,8,268,321,18,51,4,0,394,484,35,72,10,5,602,486,38,73,14,0,611,482,32,75,11,4,600,450,35,55,15,8,551,401,32,53,12,0,502,333,22,62,19,0,442,154,19,40,18,0,225,39,3,23,11,5,77,8,6,9,8,0,29,4167,230,535,131,27,5089,421,19,43,14,7,494,76,3,7,4,19,113,7333,454,874,201,74,8942,267,0,0,0,0,266,519,0,10,6,0,535,596,15,37,0,0,647,648,57,74,7,7,799,619,90,88,6
LGA51310,14,0,0,532,439,15,14,0,0,472,317,16,20,4,0,351,312,31,17,0,0,353,319,44,25,3,0,392,353,44,37,3,0,441,329,30,12,3,0,371,174,17,10,0,0,198,69,5,9,0,0,84,12,4,0,0,0,19,10,0,0,0,0,9,3171,200,153,13,4,3542,411,0,9,0,0,415,472,0,13,0,0,491,289,4,8,0,0,300,397,4,21,4,0,427,499,26,37,4,0,565,428,31,54,5,0,512,421,30,52,0,0,504,368,18,52,9,4,454,341,27,40,5,0,415,306,23,35,9,0,378,165,12,25,8,0,203,59,8,17,0,0,83,24,3,10,0,0,47,4188,186,365,55,9,4803,385,10,11,3,5,412,57,6,6,6,8,79,7787,402,538,79,27,8831,59,0,0,0,0,58,475,0,10,0,0,490,844,13,28,0,0,883,825,56,45,0,0,931,656,76,36,4
LGA51330,23,3,0,1471,1253,32,29,9,0,1325,1136,63,31,7,0,1239,1126,79,43,5,0,1254,1201,57,43,10,0,1313,1174,89,50,10,3,1332,972,55,42,10,6,1086,601,38,33,0,5,674,216,15,14,0,0,245,35,7,0,4,0,52,8,0,0,0,0,8,10266,454,311,70,19,11120,1401,7,9,4,3,1425,1462,3,20,3,4,1494,876,11,37,4,0,932,952,30,68,12,3,1072,1069,46,98,24,3,1243,898,44,68,19,6,1031,855,58,73,22,7,1012,787,51,93,12,5,949,750,56,64,25,3,896,613,47,61,16,0,742,294,23,49,17,3,389,102,16,15,15,0,152,48,3,14,4,0,66,10097,405,671,175,38,11391,848,22,25,10,5,912,308,10,19,16,23,382,21519,889,1025,266,90,23798,767,0,6,0,0,772,3060,16,27,8,7,3112,4311,70,84,3,13,4479,4434,247,138,21,12,4847,4554,329,160,19
LGA51400,0,0,0,46,34,0,4,0,0,38,45,9,5,0,0,57,65,4,0,0,0,79,99,3,10,0,0,118,76,3,15,7,0,94,52,9,3,3,0,69,33,4,7,0,0,55,11,0,0,0,0,16,0,0,0,3,0,7,0,0,3,0,0,4,534,29,59,17,0,643,114,0,0,0,0,119,55,0,3,0,0,61,37,0,3,0,0,45,63,0,14,0,0,87,74,0,17,0,0,94,80,7,18,9,0,110,86,8,19,4,0,114,83,5,16,3,4,105,63,8,13,3,0,86,45,8,13,4,0,69,21,0,10,5,0,33,4,4,3,4,0,20,7,0,0,0,0,8,744,34,133,37,6,949,57,4,9,3,3,79,22,4,4,0,4,34,1360,72,201,58,13,1701,71,0,0,0,0,71,111,0,0,0,0,119,127,0,7,0,0,134,121,4,12,0,0,140,135,13,21,3
LGA51470,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,4,10,0,0,0,0,10,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,45,3,6,3,0,57,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,8,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,37,3,4,3,0,45,10,0,0,0,0,14,0,0,0,0,0,0,96,6,13,6,0,120,3,0,0,0,0,3,20,0,0,0,0,20,15,0,0,0,0,17,12,0,0,0,0,14,11,4,7,0
LGA51540,0,0,0,66,77,0,0,0,0,78,52,3,0,0,0,59,49,10,6,0,0,69,52,8,14,0,0,76,66,5,10,4,0,87,69,10,14,0,0,91,42,0,3,3,0,50,21,7,8,4,0,33,5,5,5,0,0,9,0,0,0,0,0,0,576,50,60,13,6,704,30,0,0,0,0,30,30,0,0,0,0,30,28,0,0,0,0,35,26,0,3,0,0,36,37,3,8,0,0,45,34,0,3,0,0,37,32,0,0,0,0,41,21,3,0,0,3,29,34,0,4,4,0,47,34,0,3,0,0,43,8,0,0,0,0,8,3,0,3,3,0,12,0,0,0,0,0,0,323,10,29,10,12,390,56,0,3,5,0,64,18,3,0,0,8,28,973,70,99,27,22,1190,41,0,0,0,0,41,111,5,0,0,0,122,171,3,5,0,0,171,148,3,5,0,0,162,126,7,11,4
LGA51610,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,7,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,7,12,17,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,4,0,3,0,0,4,6,5,0,0,0,9,0,0,0,0,0,4,0,0,6,0,0,11,9,0,0,0,0,16,3,3,0,0,0,9,0,0,4,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,31,8,15,9,0,61,0,0,0,0,0,3,0,0,0,0,0,0,46,17,28,16,0,102,4,0,0,0,0,5,10,0,0,0,0,10,11,0,4,0,0,14,7,0,0,0,0,11,7,5,6,0
LGA51680,0,0,0,21,22,5,0,0,0,24,22,4,0,5,0,24,30,0,6,0,0,33,32,6,10,0,0,44,37,4,5,0,0,40,17,3,8,3,0,34,15,0,0,0,0,20,3,0,3,4,0,10,3,0,0,0,0,5,0,0,0,0,0,0,234,24,32,17,8,310,35,0,0,0,0,37,15,0,0,0,3,22,26,0,4,0,0,30,16,3,3,0,0,21,20,0,3,0,0,25,30,7,11,0,0,42,15,4,9,3,0,32,38,3,10,0,0,48,31,4,3,0,0,42,24,5,4,0,0,28,3,6,5,0,0,14,4,0,5,7,0,8,0,0,0,3,0,3,252,25,47,18,7,346,23,0,0,0,5,33,10,3,0,0,3,16,513,53,84,40,21,703,25,0,0,0,0,25,70,0,0,0,0,69,68,3,0,0,0,74,60,4,11,0,0,74,57,8,7,5
LGA51710,0,0,0,18,22,0,0,0,0,22,28,0,0,0,0,27,27,0,0,0,0,28,30,0,0,0,0,34,38,4,0,0,0,43,15,0,0,0,0,14,14,0,6,0,0,20,3,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,212,8,6,4,3,228,15,0,0,0,0,15,10,0,0,0,0,10,7,0,0,0,0,7,6,0,0,0,0,11,18,0,3,0,0,19,7,0,0,0,0,10,9,0,0,0,0,9,11,0,0,0,0,11,5,0,0,0,0,8,5,0,0,0,0,8,7,0,0,0,0,11,3,0,0,0,0,7,0,0,0,0,0,0,105,0,6,5,0,121,11,0,0,0,0,8,4,0,0,0,4,10,331,4,25,4,7,373,3,0,0,0,0,3,21,0,0,0,0,21,53,0,0,0,0,54,64,3,5,0,0,70,57,0,4,0
LGA51750,4,0,0,238,178,6,6,0,0,192,141,13,10,3,0,165,127,16,6,3,0,147,136,16,11,0,0,166,122,13,11,3,0,152,133,7,17,4,3,158,76,11,3,0,0,92,33,5,3,0,0,41,8,0,5,0,0,12,3,0,0,0,0,4,1350,84,84,19,3,1537,310,0,6,0,0,310,404,0,9,0,0,416,194,0,9,0,0,202,181,0,9,3,0,192,187,10,11,0,0,212,146,15,10,0,0,171,146,19,22,10,0,186,173,14,25,0,0,215,200,4,21,5,0,228,161,6,8,0,0,178,65,9,9,4,0,83,31,9,6,0,0,49,7,0,3,3,0,18,2192,87,150,24,0,2457,159,3,3,0,0,171,24,6,8,0,5,39,3727,176,243,45,14,4201,42,0,0,0,0,42,236,0,3,0,0,241,381,9,10,0,0,399,362,20,19,0,0,406,292,39,16,4
LGA51820,36,3,3,1155,1003,43,34,4,0,1087,943,60,59,9,0,1070,887,74,67,9,0,1047,951,67,65,6,0,1099,915,57,45,13,3,1043,644,81,47,9,4,788,391,43,27,6,0,464,129,15,6,0,0,154,9,5,5,0,0,21,0,5,0,0,0,9,7927,470,421,59,21,8898,1348,9,9,0,0,1368,1133,0,35,0,0,1171,694,11,44,5,3,756,890,40,106,15,3,1060,963,48,150,23,10,1194,916,57,120,31,0,1129,801,33,114,22,4,972,692,53,92,22,0,861,568,48,102,19,3,744,446,30,63,28,7,560,201,24,34,19,0,273,55,16,20,4,0,92,17,6,9,11,0,37,8721,375,900,195,31,10225,764,17,38,12,8,838,230,3,19,8,14,276,17637,859,1373,284,79,20235,746,0,5,0,0,754,2568,10,43,3,8,2632,3366,76,102,11,8,3568,3484,221,154,8,3,3872,3663,313,189,20
LGA51860,0,0,0,4,6,0,0,0,0,6,13,0,0,0,0,13,3,0,0,0,0,5,5,0,0,0,0,3,8,0,0,0,0,11,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,67,4,0,0,0,0,4,4,0,0,0,0,4,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,94,5,4,0,0,105,0,0,0,0,0,0,14,0,0,0,0,14,16,0,0,0,0,16,6,0,0,0,0,6,22,0,0,0
LGA51890,0,0,0,80,66,0,0,0,0,68,80,0,0,0,0,86,70,0,4,0,0,69,82,0,10,0,0,86,97,0,10,5,0,111,59,3,6,0,0,70,26,0,3,0,0,35,13,0,0,0,0,17,0,0,0,0,0,0,0,0,0,4,0,3,655,8,36,5,3,714,83,0,0,0,0,83,47,0,0,0,0,47,48,0,5,0,0,52,73,0,8,0,0,80,100,0,7,0,0,109,91,0,4,3,0,100,89,0,3,0,0,96,78,5,0,0,0,87,80,3,10,3,0,94,66,0,0,0,0,66,27,0,4,0,0,35,8,0,0,0,0,14,5,0,0,0,0,4,800,14,41,13,3,870,99,3,0,0,4,104,33,0,0,3,5,43,1588,26,83,26,12,1733,78,0,0,0,0,78,207,0,4,0,0,206,238,4,7,0,3,249,284,0,0,0,0,288,361,10,8,0
LGA51960,0,0,0,47,58,0,0,0,0,58,43,0,0,0,0,45,54,0,0,0,0,56,55,0,0,0,0,55,44,3,0,0,0,47,30,0,0,0,0,26,21,0,0,0,0,23,12,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,420,9,3,3,5,435,22,0,0,0,0,22,3,0,0,0,0,3,11,0,0,0,0,12,9,0,0,0,0,15,21,0,3,0,0,23,21,0,0,0,0,23,8,0,0,0,0,11,25,0,0,0,0,25,24,0,0,0,0,23,13,0,0,0,0,13,6,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,157,4,10,4,0,167,35,0,0,0,0,38,12,0,0,0,0,15,626,12,12,10,4,657,31,0,0,0,0,31,132,0,0,0,0,131,228,6,0,0,0,231,245,0,0,0,0,245,219,3,4,0
LGA52030,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,4,0,0,3,0,0,3,9,0,0,0,0,9,0,4,0,0,0,3,3,3,0,0,0,10,0,5,0,0,0,7,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,30,11,11,5,0,55,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,10,0,0,0,0,0,8,4,4,0,3,0,5,5,0,0,0,0,5,0,0,0,0,0,3,13,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,5,8,0,0,4,0,13,0,0,0,0,0,5,0,0,0,0,0,3,48,4,13,12,0,82,4,0,0,0,0,4,0,0,0,0,0,0,86,15,25,23,4,152,0,0,0,0,0,0,9,0,0,0,0,10,13,0,0,0,0,17,10,5,6,4,0,19,9,4,3,3
LGA52100,0,0,0,14,8,0,4,0,0,14,3,3,0,6,0,9,9,0,3,0,0,5,7,0,0,0,0,8,5,0,3,3,0,18,9,0,0,4,0,18,9,0,0,5,0,16,4,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,0,84,16,14,15,0,123,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,10,10,0,4,0,0,18,10,0,0,3,0,15,8,0,3,0,0,9,5,3,0,0,0,11,0,0,0,0,0,0,7,5,0,0,0,12,4,0,0,0,0,5,0,0,3,0,0,5,0,0,0,0,0,0,68,11,14,9,0,96,10,0,0,0,0,10,0,0,0,0,0,3,167,17,33,23,0,239,12,0,0,0,0,12,35,0,0,0,0,36,34,0,0,0,0,34,25,0,8,0,0,28,17,8,7,6
LGA52170,3,0,0,87,82,4,11,0,0,98,79,3,9,0,0,90,47,7,3,0,0,62,41,12,5,4,0,69,50,15,10,3,0,71,32,8,8,0,3,55,18,0,5,0,0,22,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,508,58,51,17,4,635,123,0,0,0,0,125,180,0,8,0,0,189,57,0,0,0,0,62,74,4,9,0,0,92,66,3,7,3,0,72,66,7,13,4,0,89,70,4,13,3,0,88,65,19,10,4,0,101,57,11,17,6,0,88,30,5,18,0,0,58,29,6,9,5,0,54,3,3,3,3,0,18,7,3,0,8,0,17,833,66,114,40,8,1055,42,0,3,0,0,53,18,6,0,0,3,24,1402,132,173,52,18,1769,17,0,0,0,0,17,92,0,0,0,0,90,138,3,9,0,0,154,162,12,18,3,0,190,141,19,16,3
LGA52240,0,0,0,11,3,0,3,0,0,6,0,0,4,0,0,5,8,0,0,0,0,15,5,0,0,0,0,4,5,0,0,8,0,17,0,0,4,0,0,7,0,0,5,0,0,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,4,0,0,4,48,11,19,14,3,90,5,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,8,7,0,0,7,0,17,7,0,0,0,0,10,14,0,0,0,0,16,6,0,0,0,0,11,4,0,3,3,0,8,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,3,64,7,18,21,0,103,6,0,3,7,0,14,3,0,5,0,0,5,124,10,38,34,6,215,7,0,0,0,0,7,24,0,5,0,0,23,28,0,3,0,0,32,10,3,7,5,0,27,11,5,8,0
LGA52310,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,9,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,5,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,4,12,3,3,8,0,27,0,0,0,0,0,4,0,0,0,0,0,0,32,18,13,10,0,71,0,0,0,0,0,0,10,0,0,0,0,10,13,0,0,0,0,20,10,0,0,3,0,15,13,4,0,0
LGA52380,0,0,0,14,5,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,5,0,0,0,0,5,4,0,0,0,0,4,0,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,4,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,15,0,0,0,0,19,6,0,0,0,0,6,3,0,0,0,0,3,72,4,0,0,4,82,4,0,0,0,0,4,26,0,0,0,0,26,43,0,0,0,0,43,47,0,0,0,0,51,32,0,0,0
