SA3_CODE_2021,C21_75_99_CF_CU15_NDS,C21_75_99_CF_NCU15_DS,C21_75_99_CF_NDCO,C21_75_99_Tot,C21_100_149_CF_NC,C21_100_149_CF_Cu15DS_,C21_100_149_CF_CU15_NDS,C21_100_149_CF_NCU15_DS,C21_100_149_CF_NDCO,C21_100_149_Tot,C21_150_199_CF_NC,C21_150_199_CF_Cu15DS_,C21_150_199_CF_CU15_NDS,C21_150_199_CF_NCU15_DS,C21_150_199_CF_NDCO,C21_150_199_Tot,C21_200_224_CF_NC,C21_200_224_CF_Cu15DS_,C21_200_224_CF_CU15_NDS,C21_200_224_CF_NCU15_DS,C21_200_224_CF_NDCO,C21_200_224_Tot,C21_225_274_CF_NC,C21_225_274_CF_Cu15DS_,C21_225_274_CF_CU15_NDS,C21_225_274_CF_NCU15_DS,C21_225_274_CF_NDCO,C21_225_274_Tot,C21_275_349_CF_NC,C21_275_349_CF_Cu15DS_,C21_275_349_CF_CU15_NDS,C21_275_349_CF_NCU15_DS,C21_275_349_CF_NDCO,C21_275_349_Tot,C21_350_449_CF_NC,C21_350_449_CF_Cu15DS_,C21_350_449_CF_CU15_NDS,C21_350_449_CF_NCU15_DS,C21_350_449_CF_NDCO,C21_350_449_Tot,C21_450_549_CF_NC,C21_450_549_CF_Cu15DS_,C21_450_549_CF_CU15_NDS,C21_450_549_CF_NCU15_DS,C21_450_549_CF_NDCO,C21_450_549_Tot,C21_550_649_CF_NC,C21_550_649_CF_Cu15DS_,C21_550_649_CF_CU15_NDS,C21_550_649_CF_NCU15_DS,C21_550_649_CF_NDCO,C21_550_649_Tot,C21_650_749_CF_NC,C21_650_749_CF_Cu15DS_,C21_650_749_CF_CU15_NDS,C21_650_749_CF_NCU15_DS,C21_650_749_CF_NDCO,C21_650_749_Tot,C21_750_849_CF_NC,C21_750_849_CF_Cu15DS_,C21_750_849_CF_CU15_NDS,C21_750_849_CF_NCU15_DS,C21_750_849_CF_NDCO,C21_750_849_Tot,C21_850_949_CF_NC,C21_850_949_CF_Cu15DS_,C21_850_949_CF_CU15_NDS,C21_850_949_CF_NCU15_DS,C21_850_949_CF_NDCO,C21_850_949_Tot,C21_950over_CF_NC,C21_950over_CF_Cu15DS_,C21_950over_CF_CU15_NDS,C21_950over_CF_NCU15_DS,C21_950over_CF_NDCO,C21_950over_Tot,C21_Rns_CF_NC,C21_Rns_CF_Cu15DS_,C21_Rns_CF_CU15_NDS,C21_Rns_CF_NCU15_DS,C21_Rns_CF_NDCO,C21_Rns_Tot,C21_Tot_CF_NC,C21_Tot_CF_Cu15DS_,C21_Tot_CF_CU15_NDS,C21_Tot_CF_NCU15_DS,C21_Tot_CF_NDCO,C21_Tot_Tot
50502,0,0,0,14,53,0,13,0,0,73,229,8,38,3,6,287,194,5,51,12,10,265,469,26,264,10,12,786,1401,104,944,61,63,2576,2033,139,1322,100,96,3691,875,81,569,50,62,1630,277,45,298,46,35,703,114,39,192,35,22,392,53,13,100,23,12,204,20,18,63,19,10,120,31,15,76,9,0,136,125,10,81,14,21,254,5899,504,4011,388,373,11174
50503,0,0,0,6,35,0,13,0,4,59,94,4,15,6,5,125,60,8,35,0,10,111,162,24,108,7,15,318,671,72,596,50,68,1458,1138,220,1344,134,193,3020,359,162,695,106,146,1466,71,54,161,42,47,381,22,12,41,14,12,106,8,3,11,4,0,30,0,3,7,0,3,13,0,0,7,0,5,18,71,8,72,9,25,186,2709,569,3127,370,530,7306
50601,0,0,0,6,23,0,3,0,3,26,59,0,11,0,3,74,72,0,40,3,4,117,165,11,107,10,16,310,335,46,361,18,45,799,344,77,501,43,64,1023,121,44,224,21,16,426,24,15,41,9,6,90,5,4,5,0,0,12,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3,0,0,9,43,0,18,0,9,71,1194,192,1325,103,167,2977
50602,5,0,0,8,29,0,9,0,3,43,88,3,13,8,7,118,105,3,36,4,5,152,233,17,109,9,3,366,701,34,392,32,40,1188,1245,83,766,66,66,2230,520,34,313,33,23,922,161,18,82,15,12,285,58,5,34,9,14,106,16,0,18,0,0,39,5,0,8,0,0,17,10,0,8,0,4,20,68,4,38,5,5,123,3244,204,1822,168,182,5626
50603,4,0,0,7,36,6,18,3,0,60,78,5,13,8,3,106,58,0,20,0,0,76,164,9,90,8,6,273,584,50,537,40,25,1234,897,196,1052,135,63,2342,220,122,410,81,57,888,48,44,105,20,14,235,17,17,46,7,5,93,12,9,14,0,0,38,0,0,3,0,0,11,7,0,6,0,0,12,63,3,48,11,9,136,2182,457,2360,315,192,5510
50604,0,0,0,11,32,0,3,0,9,44,67,0,20,4,3,93,76,6,26,0,4,114,183,21,181,10,29,422,582,76,657,30,66,1413,620,181,959,82,102,1947,174,87,290,37,53,642,22,22,46,13,7,110,4,5,6,4,0,25,0,0,8,0,0,8,0,0,4,0,0,4,0,0,7,0,0,6,66,12,50,8,15,152,1838,411,2271,194,287,5010
50605,0,0,0,6,12,0,4,0,0,21,23,0,6,0,0,35,14,0,14,0,4,35,27,0,21,0,3,48,139,9,95,7,17,263,278,41,284,15,44,666,108,30,153,29,26,352,15,12,35,10,10,84,3,4,6,0,4,18,3,0,6,0,0,5,0,0,6,0,0,8,0,0,0,0,0,5,23,3,21,6,6,57,663,109,637,65,118,1597
50606,0,0,0,0,6,0,3,0,0,9,3,0,4,0,0,7,14,0,0,0,0,15,9,0,14,0,0,25,47,4,40,0,5,96,80,26,185,7,25,324,36,13,45,3,10,112,9,7,9,0,4,30,7,0,5,0,0,12,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,6,18,224,52,310,15,52,660
50607,0,0,0,4,15,0,3,0,0,16,43,0,7,5,0,59,32,0,9,0,0,43,93,4,35,3,3,142,316,6,114,7,12,464,473,11,187,24,16,715,240,6,160,21,18,441,130,9,97,24,14,287,47,11,57,17,10,135,24,7,42,3,6,86,13,5,21,3,3,43,18,12,22,5,3,68,32,3,16,0,3,59,1484,81,784,115,95,2559
50701,3,0,0,8,25,0,7,0,0,36,77,4,15,0,10,105,71,4,17,0,3,93,121,7,72,4,10,217,377,26,177,15,32,630,1023,81,732,67,117,2013,379,73,485,53,81,1079,92,45,106,18,24,285,28,8,21,10,8,72,12,7,15,3,5,37,3,3,7,9,0,22,15,6,5,0,5,22,45,4,41,7,7,110,2291,260,1709,182,291,4736
50702,0,0,0,3,18,0,7,0,0,21,28,0,3,0,0,40,21,0,10,0,0,29,38,0,15,5,0,66,106,0,35,7,7,161,260,7,86,3,10,372,231,11,98,7,9,354,147,11,69,10,6,244,63,4,65,4,3,146,35,0,32,4,4,73,14,4,13,6,0,42,25,8,16,12,3,63,26,0,8,4,3,39,1020,60,470,54,55,1661
50703,0,0,0,0,15,0,4,0,0,19,44,0,11,0,0,62,45,6,16,0,4,72,93,12,76,10,5,193,192,27,224,17,24,478,273,55,382,21,36,772,47,17,44,8,16,129,6,0,3,0,3,18,0,0,5,0,5,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,3,43,745,119,781,55,93,1794
50704,0,6,0,0,24,0,10,0,0,31,49,3,13,0,5,75,47,0,11,0,3,61,72,6,22,10,4,114,202,6,119,12,10,353,529,48,356,42,30,1002,313,62,411,71,65,927,120,63,233,51,35,506,53,34,108,23,14,238,28,15,53,21,11,132,15,16,40,15,8,93,21,20,63,13,7,131,42,9,29,7,3,91,1536,281,1479,264,191,3748
50705,0,0,0,7,18,0,13,0,0,40,72,0,10,0,5,96,81,3,32,0,11,124,256,19,176,11,30,493,592,55,530,38,81,1300,814,196,1022,107,167,2318,132,69,268,34,36,533,28,18,46,5,12,112,11,0,18,5,0,30,4,0,4,0,0,6,0,0,4,0,0,0,3,0,9,0,0,10,59,4,52,12,0,124,2081,376,2176,212,351,5197
50901,10,0,0,20,61,0,29,0,8,99,112,7,49,3,5,178,80,5,62,0,11,166,131,15,109,11,8,263,278,41,232,23,33,605,239,37,255,26,29,585,64,9,74,9,11,166,10,3,12,0,0,25,0,0,3,0,0,5,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,5,54,4,5,123,1051,127,889,75,113,2260
50902,4,0,0,21,68,0,24,4,8,104,117,5,62,3,3,184,70,7,45,0,5,125,111,12,117,13,7,262,132,22,132,8,16,315,97,22,93,15,14,240,14,9,27,0,5,56,3,6,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,61,3,55,0,4,132,714,89,590,47,69,1502
50903,8,0,0,19,32,0,9,3,7,49,50,4,23,4,3,86,47,4,30,3,0,82,58,9,36,0,4,99,47,8,50,6,0,111,30,8,35,0,0,69,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,35,4,0,91,324,34,240,19,17,630
51001,162,5,24,285,139,19,183,4,26,368,106,16,106,0,22,248,57,4,62,3,4,134,103,11,103,6,17,240,114,17,119,9,15,272,128,7,112,8,12,273,108,7,81,10,4,208,67,6,64,0,9,145,45,12,51,3,3,117,29,3,34,3,0,67,11,3,27,0,0,43,9,3,24,0,0,36,102,14,70,7,12,208,1227,166,1391,62,190,3033
51002,40,0,3,65,200,49,395,22,27,695,60,4,45,6,3,115,58,5,59,3,8,130,57,8,55,6,5,129,59,3,39,3,0,97,73,7,78,0,9,167,94,4,92,0,17,206,56,8,54,3,12,132,29,6,35,4,3,70,16,0,28,0,6,49,17,5,20,0,3,46,13,6,42,4,0,66,81,13,126,9,3,227,1015,146,1319,67,130,2675
51003,48,11,0,92,74,8,93,7,6,186,60,20,95,8,8,193,45,4,43,8,11,118,61,9,84,6,6,163,95,19,108,3,12,237,102,11,71,12,10,199,85,9,88,6,5,190,69,6,69,8,7,158,51,7,68,8,5,138,33,9,60,3,4,114,35,10,41,3,4,89,36,19,84,7,3,149,93,27,134,15,11,281,1198,230,1588,135,137,3287
51101,0,0,0,4,11,0,3,0,0,14,24,3,7,0,0,34,31,0,14,0,0,49,54,3,45,0,6,116,70,13,63,6,6,167,57,15,72,3,9,164,8,0,18,0,0,33,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,38,4,29,4,3,74,309,48,263,23,29,666
51102,10,0,0,15,17,0,6,0,0,29,36,0,12,0,4,52,25,0,6,0,0,36,48,4,57,0,7,110,43,0,35,0,0,78,53,8,24,0,3,84,27,4,18,0,0,51,13,0,14,0,0,25,9,0,0,5,0,10,5,0,0,0,0,9,0,0,0,0,0,3,3,0,0,0,0,3,22,0,24,0,0,52,306,22,223,4,19,577
51103,25,0,7,68,43,9,39,3,3,95,64,5,51,0,6,125,70,3,25,4,4,103,132,3,111,9,16,267,166,15,182,10,18,392,214,25,221,14,29,505,78,19,120,4,10,233,40,3,65,5,8,122,11,0,12,5,4,27,3,0,4,0,0,12,0,0,0,0,0,0,7,0,0,0,0,6,40,3,48,0,5,99,969,106,971,73,116,2231
51104,12,0,0,27,57,0,30,0,0,96,115,6,46,5,12,179,103,5,69,6,7,185,152,11,128,3,19,309,254,37,273,27,32,628,163,34,194,16,24,425,40,4,49,4,4,98,11,0,9,0,0,25,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,7,55,0,3,137,995,117,874,58,97,2134
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
