SA3_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
50502,735,724,957,912,834,652,235,130,31,5210,3139,2072,2675,3662,3630,3789,3258,2315,1108,25649,0,0,0,0,3,0,0,0,0,5,628,381,479,394,311,260,212,127,50,2852,13,3,4,3,8,3,3,8,4,54,9745,6324,7269,7379,6427,5412,4219,3029,1086,50883,114,58,64,102,88,114,121,75,44,773,1143,834,906,1064,1034,927,664,551,168,7299,91,96,139,110,107,126,97,65,27,868,69,58,66,47,40,44,35,24,3,382,92,77,110,129,143,108,126,70,36,896,61,30,50,41,31,13,4,0,0,230,88,69,97,89,66,55,35,12,19,528,348,275,325,224,236,236,115,64,15,1839,206,185,310,319,477,493,424,353,166,2934,45,22,27,46,36,57,57,42,11,347,75,47,63,55,37,23,16,17,0,333,461,383,458,603,671,798,755,556,250,4936,694,579,846,511,455,431,211,96,41,3866,63,34,46,48,49,38,21,9,4,316
50503,943,664,785,773,720,430,127,56,17,4510,5640,3193,3020,5173,4655,3534,2623,1489,479,29808,0,0,0,0,0,0,0,0,0,3,965,479,423,653,456,242,191,86,28,3519,12,3,5,3,12,4,9,3,0,43,8695,4931,5298,5590,4677,3154,1933,917,280,35475,91,65,71,62,72,72,58,24,5,519,771,473,587,624,488,379,184,76,20,3603,188,108,106,130,166,96,56,29,8,892,283,153,151,106,95,68,31,16,0,906,125,69,75,135,99,73,67,35,12,684,93,27,42,45,34,13,14,3,0,273,100,61,61,107,92,55,30,15,3,526,733,561,363,430,443,256,112,32,6,2935,423,280,270,496,536,451,328,199,54,3027,60,37,33,54,50,72,61,20,9,406,74,38,40,45,28,40,14,10,0,302,704,393,409,532,537,453,342,225,95,3685,1226,737,752,691,535,321,147,60,21,4486,77,50,34,59,44,26,20,7,3,319
50601,125,94,189,174,115,110,34,10,5,851,1790,1253,1239,1673,2071,2108,1357,814,261,12561,0,0,0,0,0,0,0,0,0,0,343,248,200,195,224,181,114,51,14,1575,60,36,48,20,18,22,6,5,3,214,2113,1571,1699,1551,1606,1431,804,424,121,11323,43,22,32,35,24,51,31,15,5,269,39,18,31,27,30,24,18,8,5,202,42,41,44,30,55,58,31,10,4,323,71,35,39,28,36,24,19,5,3,261,36,28,32,29,43,53,41,31,7,306,17,5,8,11,4,0,0,0,0,40,60,37,35,49,53,34,31,15,4,316,197,138,132,121,127,90,49,15,4,860,507,338,268,258,304,373,257,117,38,2453,32,16,19,20,28,38,18,6,8,187,106,49,55,46,28,36,24,8,4,348,189,129,130,158,238,255,167,74,25,1354,641,387,415,333,263,215,113,28,7,2393,35,24,24,34,21,21,11,0,0,170
50602,227,355,645,384,256,184,72,29,5,2152,752,704,927,1295,1400,1498,1035,794,348,8764,0,0,0,0,0,0,0,0,0,0,124,123,185,107,116,81,48,33,9,830,4,4,0,3,0,8,6,0,0,18,2800,2045,2791,2433,1965,1632,1161,882,351,16063,55,14,32,41,21,26,17,5,4,214,84,60,104,104,84,71,45,26,17,594,82,27,45,64,53,38,20,20,8,348,25,31,27,22,18,21,7,9,0,165,46,39,53,48,52,47,37,27,9,362,11,10,11,6,8,0,0,0,0,54,33,41,59,39,29,27,17,3,0,258,142,93,145,104,77,46,29,11,7,661,76,81,157,129,221,189,134,105,41,1140,13,8,11,15,16,23,21,16,5,138,45,46,34,24,24,21,27,11,10,248,176,159,218,226,224,246,187,116,77,1628,302,249,419,252,208,153,74,44,16,1712,16,7,21,22,24,18,9,4,4,132
50603,615,1250,1001,658,717,586,208,80,23,5138,1340,1213,960,1523,2036,2161,1594,1154,567,12539,0,0,0,0,0,0,0,0,0,0,434,393,285,289,308,270,157,92,37,2264,77,64,50,33,33,24,26,15,3,323,3448,3145,2473,2524,2770,2357,1432,994,438,19580,67,39,41,45,42,38,40,14,9,346,64,73,82,70,97,72,33,23,19,542,46,21,40,48,35,39,31,21,7,287,48,27,21,25,20,23,15,7,0,190,61,73,58,58,67,55,45,32,30,482,32,20,29,24,18,10,8,3,0,147,44,75,60,32,38,36,24,13,13,332,274,256,229,174,212,147,71,32,4,1411,281,347,221,264,392,372,238,178,76,2374,18,13,12,26,26,24,16,18,10,163,54,43,51,42,30,34,27,37,65,383,416,416,319,328,431,476,358,247,182,3167,568,650,536,394,396,325,111,57,14,3055,49,31,35,30,24,16,17,15,10,239
50604,630,584,815,643,501,437,159,52,8,3835,2398,1720,1619,2485,2800,2964,2011,1135,339,17471,0,0,0,0,0,0,0,0,0,0,580,376,348,383,315,251,175,84,27,2531,3,10,8,0,0,5,9,5,0,43,4870,3284,3366,3339,3147,2776,1538,767,188,23288,74,42,50,50,53,59,43,21,6,397,135,68,97,100,85,82,31,18,8,630,53,19,57,63,69,86,46,30,6,426,123,52,74,58,37,41,22,6,10,415,75,54,61,69,82,72,47,19,11,484,61,42,26,50,25,12,7,4,0,230,82,63,52,75,69,77,50,19,6,496,400,270,180,254,277,165,78,27,14,1659,378,236,210,335,395,437,325,147,63,2528,40,35,22,46,35,53,54,33,16,336,80,55,72,66,61,66,49,27,4,487,354,303,313,330,381,451,294,147,56,2629,923,653,615,550,520,365,174,68,17,3895,83,75,51,57,69,45,22,4,3,406
50605,72,54,85,94,97,63,16,6,0,479,1511,1042,845,1419,1902,1991,1476,787,246,11223,0,0,0,0,0,0,0,0,0,0,247,155,116,175,172,170,99,58,27,1213,41,36,27,23,14,10,8,3,4,172,2670,1832,1369,1839,1752,1615,979,562,152,12779,50,29,29,31,39,65,38,22,15,311,55,28,35,49,33,41,22,11,7,282,32,10,28,22,30,33,28,14,3,201,35,24,20,22,22,18,11,6,0,155,39,16,30,30,53,50,36,15,13,288,7,3,3,4,3,5,0,0,0,21,19,14,14,21,6,23,22,8,5,136,125,83,59,64,73,72,33,17,11,522,119,74,61,149,237,232,213,97,35,1214,16,11,10,23,10,18,14,10,3,113,104,79,46,69,68,66,55,29,8,509,158,165,106,196,256,364,258,151,57,1721,397,279,232,210,276,221,126,56,12,1805,59,31,38,34,29,11,21,16,4,240
50606,37,23,37,39,23,22,3,0,0,179,762,481,340,715,768,729,439,182,31,4445,0,0,0,0,0,0,0,0,0,0,101,41,35,67,44,47,31,11,12,395,0,3,4,0,0,4,0,4,0,6,667,347,347,535,443,349,188,65,16,2957,10,8,0,5,11,5,3,6,0,61,5,14,5,12,4,4,0,0,0,43,24,3,20,3,8,5,8,3,0,76,13,5,4,3,12,10,9,0,0,54,21,3,9,19,20,16,8,5,0,108,0,0,0,6,0,0,0,0,0,6,5,4,0,10,9,10,0,3,0,38,40,22,7,17,20,13,0,3,0,122,230,156,70,110,117,106,46,22,8,863,7,6,8,5,10,16,4,0,0,39,14,11,9,3,5,0,5,0,0,52,76,59,26,63,109,88,53,26,8,512,183,121,55,79,63,36,15,5,0,552,3,0,5,0,0,3,0,0,0,12
50607,135,272,296,231,170,138,53,19,15,1335,663,638,629,792,1020,1121,745,533,386,6517,0,0,0,0,0,0,0,0,0,0,84,113,72,74,99,61,23,44,34,607,12,12,11,0,8,6,0,0,4,61,1704,1742,1461,1332,1346,1273,681,398,186,10122,18,33,29,12,34,26,13,21,10,192,67,50,62,80,64,68,40,22,14,464,10,8,18,12,19,32,12,13,9,127,7,9,12,6,9,14,9,4,5,79,26,19,31,36,48,35,29,14,8,247,10,9,9,3,0,4,0,0,0,41,13,19,21,11,9,10,9,10,8,99,58,69,77,64,55,53,20,8,0,401,78,58,120,100,141,170,107,68,51,886,4,5,0,9,5,11,5,9,3,52,8,12,16,6,0,7,0,7,0,58,249,293,178,190,303,316,166,143,97,1948,167,219,188,130,140,101,52,28,18,1044,20,16,16,15,3,9,11,5,5,88
50701,205,162,369,307,208,178,51,20,0,1508,2091,1229,1512,2412,2305,2066,1364,800,294,14067,0,0,0,0,0,0,0,0,0,0,369,233,246,221,229,157,85,42,14,1587,12,11,3,5,3,0,0,3,0,58,6260,3806,4072,4583,3921,2901,1895,1181,322,28942,23,25,19,24,24,26,13,11,0,164,198,162,222,221,186,143,95,42,11,1270,69,42,42,48,42,51,30,13,4,340,39,13,19,15,18,15,14,3,0,145,53,40,53,61,46,32,39,24,3,351,10,4,14,8,8,0,0,0,0,46,57,36,53,55,59,27,23,9,0,317,261,166,154,164,169,73,44,17,5,1063,174,118,181,250,346,247,230,107,29,1700,14,17,19,29,22,25,23,18,3,183,26,20,25,13,21,9,3,4,4,130,334,222,260,303,338,327,217,126,61,2187,594,402,441,416,269,194,69,46,9,2447,39,20,27,26,29,20,5,4,0,173
50702,57,45,91,144,111,109,34,6,4,600,522,310,396,666,825,970,654,407,193,4949,0,0,0,0,0,0,0,0,0,0,57,36,43,51,52,50,33,15,5,347,0,0,0,0,0,0,0,0,0,0,1549,973,1007,1282,1349,1150,951,863,297,9414,0,0,6,6,6,3,14,8,7,52,30,27,40,46,35,38,32,22,3,277,16,3,18,10,17,33,13,5,7,124,5,8,5,4,3,0,0,0,3,20,14,15,31,27,30,27,16,11,7,171,3,0,0,3,0,0,0,0,0,8,4,5,5,11,9,8,0,6,0,44,21,12,22,8,24,21,3,3,5,118,42,41,43,58,114,134,90,56,32,600,0,6,0,5,11,7,4,0,0,30,6,0,7,8,0,3,4,0,0,30,88,72,67,115,143,140,98,65,31,822,97,91,100,70,111,82,41,28,14,625,3,0,4,3,9,5,10,6,0,44
50703,57,44,83,66,54,32,7,5,0,349,904,483,628,843,864,770,536,321,92,5441,0,0,0,0,0,0,0,0,0,0,83,60,55,62,65,58,35,18,5,446,0,0,0,0,0,0,0,0,0,0,1353,834,1003,906,680,551,338,167,36,5865,13,11,10,22,12,9,7,3,0,75,52,16,47,36,27,34,13,3,0,227,72,32,47,47,36,47,36,20,4,334,25,12,18,11,13,9,4,3,0,100,26,9,31,20,19,18,15,10,6,164,9,0,4,0,0,0,0,0,0,9,19,12,15,26,18,9,8,0,0,103,102,40,72,56,45,32,29,9,0,381,43,33,61,73,104,95,97,36,16,556,13,6,19,18,18,15,13,8,3,114,17,3,0,15,9,6,8,0,0,60,100,72,91,83,103,101,68,32,12,661,266,163,169,149,100,57,34,9,0,947,14,10,15,5,10,4,3,3,0,67
50704,299,558,447,440,456,531,198,70,16,3019,2085,1648,1143,2215,2946,3115,2218,1861,954,18186,0,0,0,0,0,0,0,0,0,0,434,390,187,271,344,285,162,115,49,2238,54,23,25,19,14,11,7,10,3,175,5462,4276,2737,3520,4010,3255,1910,1323,491,26981,33,26,20,28,40,51,59,26,20,305,125,121,94,139,163,112,77,43,21,896,39,23,36,27,38,42,9,17,11,248,26,15,11,14,23,14,0,9,0,104,77,52,63,69,77,70,61,37,17,528,7,11,0,11,9,5,5,0,0,50,28,54,43,37,63,32,13,13,5,285,156,166,108,99,121,111,62,29,6,859,292,276,214,339,517,546,382,340,191,3103,6,15,3,15,14,27,13,17,8,118,20,14,18,11,17,18,8,11,5,119,491,469,305,429,618,742,544,472,209,4280,500,510,366,340,421,342,147,82,23,2741,17,17,7,24,12,18,6,13,3,123
50705,141,127,163,210,169,98,25,7,4,945,3921,2587,2077,3868,4175,3315,2694,1738,501,24866,0,0,0,0,0,0,0,0,0,0,449,274,186,286,243,182,117,81,29,1843,6,0,0,0,4,0,0,0,0,9,4476,2783,2665,3067,2737,1922,1357,682,167,19861,127,50,47,75,61,81,82,47,11,570,131,94,118,112,115,92,33,20,10,716,155,103,93,100,107,92,56,32,8,752,163,87,75,65,45,34,21,11,7,499,292,169,89,143,114,86,92,47,16,1042,7,0,7,6,0,0,0,0,0,22,40,43,30,39,74,31,16,9,5,283,243,123,147,128,125,93,41,28,6,934,375,253,212,344,483,451,350,212,78,2749,41,36,24,35,47,43,44,27,5,304,48,11,21,24,16,21,11,0,0,158,527,334,267,437,511,445,366,231,95,3218,821,502,473,457,373,236,137,57,14,3076,45,27,29,43,24,22,5,7,0,206
50901,55,47,46,91,108,97,24,8,0,477,1504,708,719,1411,1882,2117,1743,1114,422,11627,0,0,0,0,0,0,0,0,0,0,513,289,252,266,326,305,199,120,58,2333,59,40,31,26,16,26,10,12,0,226,1682,822,831,1109,1241,1043,649,412,146,7943,53,23,16,42,37,21,20,8,8,227,16,3,6,13,19,19,10,4,7,105,77,44,54,56,48,55,44,25,9,407,27,24,19,13,16,22,8,14,0,139,69,30,52,68,75,88,53,41,19,506,0,0,6,0,0,0,0,0,0,8,53,9,23,28,23,26,23,17,0,196,165,94,63,73,105,57,39,14,3,602,331,172,127,187,239,281,215,152,50,1749,34,18,14,31,34,33,36,19,4,221,47,24,23,29,21,30,24,22,9,229,279,174,141,284,506,555,500,357,141,2941,481,232,234,228,268,257,153,69,23,1940,15,3,5,17,5,9,9,3,4,74
50902,29,33,36,58,55,54,19,4,0,287,2056,801,941,1776,2443,2681,1917,1032,324,13971,0,0,0,0,0,0,0,0,0,0,149,65,85,74,125,118,72,33,10,725,76,76,50,25,30,18,13,10,4,304,2236,1009,1080,1478,1623,1497,996,465,151,10542,88,32,43,47,42,69,63,39,12,433,10,8,21,29,23,30,11,7,0,145,57,38,34,44,58,64,31,16,4,338,28,7,7,17,14,13,4,0,0,92,17,10,20,33,46,59,42,21,7,258,3,0,3,4,0,0,0,0,0,11,8,7,10,16,9,11,17,6,0,85,59,29,28,33,49,25,13,9,0,248,89,42,38,90,215,282,168,91,27,1028,33,23,19,25,43,61,37,13,3,256,57,19,40,43,35,46,38,29,3,310,349,184,206,311,509,615,463,278,78,2995,339,196,160,204,230,201,125,52,7,1520,21,12,12,20,15,15,7,8,0,100
50903,13,9,12,22,11,15,5,4,0,90,815,292,439,768,910,1015,654,333,125,5354,0,0,0,0,0,0,0,0,0,0,151,64,66,80,83,93,43,26,9,615,0,0,0,0,0,0,0,0,0,0,844,357,452,573,571,495,272,147,58,3766,8,3,3,0,17,7,6,3,0,58,0,3,5,3,10,4,8,0,0,41,26,12,27,17,14,26,31,11,4,174,11,3,0,6,12,7,7,3,0,62,24,9,15,22,23,33,10,7,0,153,0,0,0,0,0,0,0,0,0,0,8,3,4,3,5,7,3,0,0,38,20,12,18,15,7,10,5,0,0,89,38,17,23,49,87,75,69,41,14,411,10,10,6,6,20,24,24,4,0,94,11,0,4,13,14,8,10,4,6,67,244,81,119,179,295,308,225,154,69,1679,112,59,44,66,60,47,48,14,4,450,6,3,3,5,4,0,0,0,0,22
51001,41,30,82,60,53,36,3,3,0,309,465,223,450,630,655,573,281,68,14,3354,0,0,0,0,0,0,0,0,0,0,111,50,64,81,53,56,17,9,0,444,0,0,0,0,0,0,0,0,0,0,2636,1532,1561,1425,1162,774,286,120,35,9526,23,6,8,17,10,11,3,4,0,87,4,9,3,8,9,4,3,0,0,47,26,22,25,31,14,5,0,0,0,120,0,0,4,9,6,6,0,0,0,28,27,23,33,39,28,34,12,5,0,200,0,0,0,0,0,0,0,0,0,4,613,304,268,224,200,126,50,25,9,1832,345,173,161,143,90,61,29,14,4,1017,40,24,38,52,116,109,43,14,0,439,5,8,4,3,14,10,0,0,0,44,32,11,5,21,4,19,0,0,0,97,296,164,169,217,233,181,81,37,3,1380,269,134,139,104,99,68,15,6,0,842,11,4,4,13,7,8,4,0,0,54
51002,51,37,77,79,64,34,5,0,0,347,454,277,606,712,752,404,87,19,0,3317,0,0,0,0,0,0,0,0,0,0,154,59,109,96,46,33,11,0,0,515,0,0,0,0,0,0,0,0,0,0,1025,750,1335,1006,792,374,89,21,8,5399,15,9,13,14,14,17,3,0,0,86,18,20,28,18,15,18,4,0,0,124,12,5,7,9,10,10,0,0,0,47,23,10,10,13,13,8,0,0,0,81,44,41,48,30,29,20,5,0,0,232,5,0,0,0,6,0,0,0,0,7,5,5,9,7,8,5,0,0,3,45,67,28,43,41,35,25,9,0,0,240,39,24,44,84,128,105,19,4,0,446,0,3,9,5,7,6,4,0,0,33,77,40,34,37,16,15,9,0,0,228,95,73,121,132,154,94,21,0,3,696,128,71,143,117,65,31,3,0,0,561,13,5,12,9,16,9,0,0,0,61
51003,35,37,101,87,101,45,0,0,0,408,790,369,781,1099,966,539,114,14,3,4687,0,0,0,0,0,0,0,0,0,0,130,42,105,107,82,44,6,0,3,517,0,0,0,0,0,0,0,0,0,3,1457,761,1423,1369,1050,471,99,22,0,6666,36,20,12,25,9,12,10,0,0,120,12,11,37,28,25,15,3,0,0,140,25,12,30,16,17,15,0,0,0,110,22,16,16,16,12,14,0,0,0,101,25,13,36,46,39,13,8,0,0,188,0,0,0,0,0,0,0,0,0,0,13,0,15,12,18,6,5,0,0,66,35,25,34,21,32,20,0,0,0,166,32,28,69,115,166,119,19,3,0,557,8,9,8,18,11,15,0,0,0,74,18,3,14,13,8,4,0,0,0,70,121,63,141,168,156,130,26,3,0,813,204,97,149,146,106,58,8,0,0,762,7,11,11,7,17,5,0,0,0,65
51101,16,15,27,20,19,11,4,0,0,111,435,231,193,427,578,475,398,222,77,3031,0,0,0,0,0,0,0,0,0,0,35,30,29,36,28,23,17,22,5,216,0,0,0,0,0,0,0,0,0,0,521,262,263,391,384,310,232,99,43,2516,26,18,15,14,12,16,10,0,5,109,0,0,0,6,3,3,0,0,0,15,25,5,19,20,20,22,13,9,4,136,4,4,0,4,0,3,4,0,0,24,46,33,33,45,43,44,27,12,0,281,0,0,0,0,0,0,0,0,0,3,13,6,7,7,13,5,4,6,0,55,78,23,38,40,40,33,22,4,0,277,28,10,22,46,66,71,50,41,5,339,3,0,4,4,8,6,8,5,0,32,40,7,14,17,12,15,8,9,0,120,69,50,52,81,163,168,125,78,23,809,208,105,89,124,74,58,33,18,4,710,9,3,3,6,5,0,3,0,0,29
51102,45,16,30,59,30,22,3,0,0,213,202,75,137,228,285,334,222,95,22,1590,0,0,0,0,0,0,0,0,0,0,21,0,10,15,4,12,11,0,3,75,0,0,0,0,0,0,0,0,0,0,529,213,305,374,349,310,170,66,10,2329,24,8,15,32,23,26,12,4,0,141,3,4,0,7,9,14,3,0,0,37,13,3,8,11,13,9,7,4,0,69,0,0,0,6,0,0,0,0,0,7,4,3,9,3,4,7,9,4,0,38,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,0,3,18,9,7,7,6,5,9,3,0,0,45,23,4,13,20,29,53,34,11,4,188,0,0,0,0,0,4,0,0,0,12,8,0,9,3,0,5,3,0,0,26,17,17,26,31,45,45,35,23,0,246,73,20,32,37,24,24,12,3,0,223,3,0,0,0,0,0,3,0,0,7
51103,41,51,69,82,37,39,0,3,0,320,942,547,743,1024,1106,825,364,141,54,5746,0,0,0,0,0,0,0,0,0,0,225,172,112,160,151,70,26,6,0,930,4,0,0,0,3,3,0,0,0,16,1967,1239,1514,1379,1262,753,326,148,56,8646,374,214,184,183,172,93,33,12,8,1275,15,17,27,28,23,13,9,0,4,137,41,34,20,50,33,23,22,7,0,232,101,50,54,49,50,20,5,0,0,326,93,49,46,68,67,34,13,20,5,397,0,0,3,0,3,0,0,0,0,6,58,36,37,29,46,20,3,3,0,226,99,36,41,47,53,34,13,3,0,332,137,45,98,152,195,182,63,27,8,909,19,3,14,18,34,22,8,9,0,131,64,22,28,38,26,13,3,3,0,197,255,166,174,205,288,236,108,32,12,1490,432,229,272,254,166,93,34,15,5,1498,42,31,14,36,25,10,3,0,0,157
51104,51,44,77,75,77,52,6,3,0,388,1514,896,866,1677,2100,2151,1442,820,242,11709,0,0,0,0,0,0,0,0,0,0,92,54,49,99,91,60,40,9,5,502,0,0,0,0,0,0,0,0,0,0,3654,1870,1606,2112,2033,1570,1030,557,149,14575,21,10,11,16,26,40,27,13,3,167,9,9,14,15,19,14,7,4,0,100,58,32,29,62,31,41,31,16,0,295,11,11,4,8,12,3,9,7,0,79,56,29,37,65,70,55,42,24,5,379,0,0,0,0,0,0,0,0,0,4,16,17,22,19,24,15,10,9,4,142,137,73,71,73,92,59,30,10,4,556,54,30,50,97,187,228,181,99,15,950,22,11,12,17,32,39,21,13,5,180,188,123,76,72,83,63,35,33,0,664,235,142,165,238,379,461,273,160,50,2104,368,180,165,189,170,132,72,20,6,1322,8,7,13,3,20,7,12,0,0,72
59797,0,0,5,5,0,0,0,0,0,9,0,0,13,13,22,11,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,41,28,16,9,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,13,19,33,19,24,10,3,3,0,126,85,59,128,147,177,306,178,25,8,1103,0,0,0,0,0,0,0,0,0,0,17,4,8,14,19,14,14,0,0,103,0,0,0,0,0,0,0,0,0,0,101,127,276,174,170,198,85,17,3,1140,4,0,5,3,0,0,4,0,0,20,0,3,3,3,0,4,0,0,0,20,0,0,6,5,3,6,6,0,0,36,3,17,5,8,4,0,0,0,0,38,5,3,3,10,14,17,10,0,0,51,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,20,13,10,12,6,5,11,6,0,0,68,18,6,15,24,31,74,32,0,5,199,4,3,5,0,6,8,0,0,0,24,0,0,0,0,0,6,6,0,0,12,9,17,34,19,46,86,55,0,0,265,13,20,30,20,32,38,15,3,0,177,0,0,0,0,3,0,0,0,0,10
