DATAFLOW,MEASURE: Measure,SEX: Sex,AGE: Age,REGION: Region,FREQ: Frequency,TIME_PERIOD: Time Period,OBS_VALUE,UNIT_MEASURE: Unit of Measure,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2022-Q3,9015,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2022-Q4,9029,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2023-Q1,9054,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,2: Females,A40: 40-44,7: Northern Territory,Q: Quarterly,2023-Q2,9093,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2011-Q1,156815,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2011-Q2,157870,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2011-Q3,158701,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2011-Q4,159561,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2012-Q1,160511,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2012-Q2,161353,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2012-Q3,162289,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2012-Q4,163149,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2013-Q1,164103,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2013-Q2,164868,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2013-Q3,165296,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2013-Q4,165650,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2014-Q1,166051,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2014-Q2,166359,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2014-Q3,166370,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2014-Q4,166367,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2015-Q1,166309,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2015-Q2,166229,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2015-Q3,165931,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2015-Q4,165622,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2016-Q1,165415,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2016-Q2,165092,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2016-Q3,165181,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2016-Q4,165117,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2017-Q1,165145,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2017-Q2,165214,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2017-Q3,165265,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2017-Q4,165226,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2018-Q1,165342,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2018-Q2,165411,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2018-Q3,166077,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2018-Q4,166750,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2019-Q1,167263,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2019-Q2,167935,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2019-Q3,168917,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2019-Q4,170013,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2020-Q1,171106,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2020-Q2,171929,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2020-Q3,173334,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2020-Q4,174752,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2021-Q1,176269,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2021-Q2,177819,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2021-Q3,178825,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2021-Q4,180178,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2022-Q1,181435,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2022-Q2,182756,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2022-Q3,183529,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2022-Q4,184160,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2023-Q1,184758,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,3: Persons,A50: 50-54,5: Western Australia,Q: Quarterly,2023-Q2,185514,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2011-Q1,243045,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2011-Q2,243036,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2011-Q3,244204,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2011-Q4,244724,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2012-Q1,246253,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2012-Q2,247469,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2012-Q3,248544,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2012-Q4,249599,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2013-Q1,250339,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2013-Q2,251034,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2013-Q3,251514,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2013-Q4,252109,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2014-Q1,252469,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2014-Q2,252860,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2014-Q3,253695,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2014-Q4,254233,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2015-Q1,254613,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2015-Q2,254532,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2015-Q3,255574,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2015-Q4,255953,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2016-Q1,256805,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2016-Q2,257546,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2016-Q3,257995,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2016-Q4,257862,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2017-Q1,257594,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2017-Q2,257052,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2017-Q3,256844,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2017-Q4,255666,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2018-Q1,255139,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2018-Q2,254429,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2018-Q3,254353,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2018-Q4,254023,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2019-Q1,253668,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2019-Q2,253365,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2019-Q3,253264,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2019-Q4,252341,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2020-Q1,251467,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2020-Q2,250224,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2020-Q3,248568,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2020-Q4,246787,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2021-Q1,246725,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2021-Q2,246488,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2021-Q3,246919,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2021-Q4,247042,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2022-Q1,247125,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2022-Q2,247060,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2022-Q3,247671,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2022-Q4,247219,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2023-Q1,247186,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A04: 0-4,1: New South Wales,Q: Quarterly,2023-Q2,246875,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q1,155947,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q2,157800,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q3,160350,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2011-Q4,162851,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q1,165380,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q2,167973,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q3,170111,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2012-Q4,172497,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q1,174809,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q2,176999,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q3,178139,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2013-Q4,179367,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q1,180624,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q2,181771,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q3,182943,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2014-Q4,184215,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q1,185506,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q2,186628,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q3,187650,PSNS: Persons,,
ABS:ERP_Q(1.0.0),1: Estimated Resident Population,1: Males,A65: 65-69,1: New South Wales,Q: Quarterly,2015-Q4,188884,PSNS: Persons,,
