SA2_CODE_2021,C11_Budh_0_14,C11_Budh_15_24,C11_Budh_25_34,C11_Budh_35_44,C11_Budh_45_54,C11_Budh_55_64,C11_Budh_65_74,C11_Budh_75_84,C11_Budh_85ov,C11_Budh_Tot,C11_C_Ang_0_14,C11_C_Ang_15_24,C11_C_Ang_25_34,C11_C_Ang_35_44,C11_C_Ang_45_54,C11_C_Ang_55_64,C11_C_Ang_65_74,C11_C_Ang_75_84,C11_C_Ang_85ov,C11_C_Ang_Tot,C11_C_As_Apo_0_14,C11_C_As_Apo_15_24,C11_C_As_Apo_25_34,C11_C_As_Apo_35_44,C11_C_As_Apo_45_54,C11_C_As_Apo_55_64,C11_C_As_Apo_65_74,C11_C_As_Apo_75_84,C11_C_As_Apo_85ov,C11_C_As_Apo_Tot,C11_C_Bap_0_14,C11_C_Bap_15_24,C11_C_Bap_25_34,C11_C_Bap_35_44,C11_C_Bap_45_54,C11_C_Bap_55_64,C11_C_Bap_65_74,C11_C_Bap_75_84,C11_C_Bap_85ov,C11_C_Bap_Tot,C11_C_Breth_0_14,C11_C_Breth_15_24,C11_C_Breth_25_34,C11_C_Breth_35_44,C11_C_Breth_45_54,C11_C_Breth_55_64,C11_C_Breth_65_74,C11_C_Breth_75_84,C11_C_Breth_85ov,C11_C_Breth_Tot,C11_C_Cath_0_14,C11_C_Cath_15_24,C11_C_Cath_25_34,C11_C_Cath_35_44,C11_C_Cath_45_54,C11_C_Cath_55_64,C11_C_Cath_65_74,C11_C_Cath_75_84,C11_C_Cath_85ov,C11_C_Cath_Tot,C11_C_Ch_Chr_0_14,C11_C_Ch_Chr_15_24,C11_C_Ch_Chr_25_34,C11_C_Ch_Chr_35_44,C11_C_Ch_Chr_45_54,C11_C_Ch_Chr_55_64,C11_C_Ch_Chr_65_74,C11_C_Ch_Chr_75_84,C11_C_Ch_Chr_85ov,C11_C_Ch_Chr_Tot,C11_C_E_Orth_0_14,C11_C_E_Orth_15_24,C11_C_E_Orth_25_34,C11_C_E_Orth_35_44,C11_C_E_Orth_45_54,C11_C_E_Orth_55_64,C11_C_E_Orth_65_74,C11_C_E_Orth_75_84,C11_C_E_Orth_85ov,C11_C_E_Orth_Tot,C11_C_Jeh_Wit_0_14,C11_C_Jeh_Wit_15_24,C11_C_Jeh_Wit_25_34,C11_C_Jeh_Wit_35_44,C11_C_Jeh_Wit_45_54,C11_C_Jeh_Wit_55_64,C11_C_Jeh_Wit_65_74,C11_C_Jeh_Wit_75_84,C11_C_Jeh_Wit_85ov,C11_C_Jeh_Wit_Tot,C11_C_La_Da_Sai_0_14,C11_C_La_Da_Sai_15_24,C11_C_La_Da_Sai_25_34,C11_C_La_Da_Sai_35_44,C11_C_La_Da_Sai_45_54,C11_C_La_Da_Sai_55_64,C11_C_La_Da_Sai_65_74,C11_C_La_Da_Sai_75_84,C11_C_La_Da_Sai_85ov,C11_C_La_Da_Sai_Tot,C11_C_Luth_0_14,C11_C_Luth_15_24,C11_C_Luth_25_34,C11_C_Luth_35_44,C11_C_Luth_45_54,C11_C_Luth_55_64,C11_C_Luth_65_74,C11_C_Luth_75_84,C11_C_Luth_85ov,C11_C_Luth_Tot,C11_C_Ori_Orth_0_14,C11_C_Ori_Orth_15_24,C11_C_Ori_Orth_25_34,C11_C_Ori_Orth_35_44,C11_C_Ori_Orth_45_54,C11_C_Ori_Orth_55_64,C11_C_Ori_Orth_65_74,C11_C_Ori_Orth_75_84,C11_C_Ori_Orth_85ov,C11_C_Ori_Orth_Tot,C11_C_Oth_Prot_0_14,C11_C_Oth_Prot_15_24,C11_C_Oth_Prot_25_34,C11_C_Oth_Prot_35_44,C11_C_Oth_Prot_45_54,C11_C_Oth_Prot_55_64,C11_C_Oth_Prot_65_74,C11_C_Oth_Prot_75_84,C11_C_Oth_Prot_85ov,C11_C_Oth_Prot_Tot,C11_C_Pentec_0_14,C11_C_Pentec_15_24,C11_C_Pentec_25_34,C11_C_Pentec_35_44,C11_C_Pentec_45_54,C11_C_Pentec_55_64,C11_C_Pentec_65_74,C11_C_Pentec_75_84,C11_C_Pentec_85ov,C11_C_Pentec_Tot,C11_C_Pres_Ref_0_14,C11_C_Pres_Ref_15_24,C11_C_Pres_Ref_25_34,C11_C_Pres_Ref_35_44,C11_C_Pres_Ref_45_54,C11_C_Pres_Ref_55_64,C11_C_Pres_Ref_65_74,C11_C_Pres_Ref_75_84,C11_C_Pres_Ref_85ov,C11_C_Pres_Ref_Tot,C11_C_Sal_Army_0_14,C11_C_Sal_Army_15_24,C11_C_Sal_Army_25_34,C11_C_Sal_Army_35_44,C11_C_Sal_Army_45_54,C11_C_Sal_Army_55_64,C11_C_Sal_Army_65_74,C11_C_Sal_Army_75_84,C11_C_Sal_Army_85ov,C11_C_Sal_Army_Tot,C11_C_Se_da_Adv_0_14,C11_C_Se_da_Adv_15_24,C11_C_Se_da_Adv_25_34,C11_C_Se_da_Adv_35_44,C11_C_Se_da_Adv_45_54,C11_C_Se_da_Adv_55_64,C11_C_Se_da_Adv_65_74,C11_C_Se_da_Adv_75_84,C11_C_Se_da_Adv_85ov,C11_C_Se_da_Adv_Tot,C11_C_Uni_Ch_0_14,C11_C_Uni_Ch_15_24,C11_C_Uni_Ch_25_34,C11_C_Uni_Ch_35_44,C11_C_Uni_Ch_45_54,C11_C_Uni_Ch_55_64,C11_C_Uni_Ch_65_74,C11_C_Uni_Ch_75_84,C11_C_Uni_Ch_85ov,C11_C_Uni_Ch_Tot,C11_Chr_Ch_nfd_0_14,C11_Chr_Ch_nfd_15_24,C11_Chr_Ch_nfd_25_34,C11_Chr_Ch_nfd_35_44,C11_Chr_Ch_nfd_45_54,C11_Chr_Ch_nfd_55_64,C11_Chr_Ch_nfd_65_74,C11_Chr_Ch_nfd_75_84,C11_Chr_Ch_nfd_85ov,C11_Chr_Ch_nfd_Tot,C11_Chr_Oth_Ch_0_14,C11_Chr_Oth_Ch_15_24,C11_Chr_Oth_Ch_25_34,C11_Chr_Oth_Ch_35_44,C11_Chr_Oth_Ch_45_54,C11_Chr_Oth_Ch_55_64,C11_Chr_Oth_Ch_65_74,C11_Chr_Oth_Ch_75_84,C11_Chr_Oth_Ch_85ov,C11_Chr_Oth_Ch_Tot
501021011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501021012,10,7,13,17,11,5,0,0,0,67,371,215,217,355,399,358,261,191,82,2459,0,0,0,0,0,0,0,0,0,0,75,39,22,45,33,50,24,10,8,297,0,0,0,0,0,0,0,0,0,0,514,324,330,330,271,213,131,78,30,2222,0,0,0,0,4,6,4,4,4,25,0,0,0,0,5,0,3,0,0,12,23,3,18,17,6,6,9,3,4,92,26,8,5,9,3,0,3,0,0,52,11,6,0,7,12,9,9,5,0,60,0,0,0,0,0,0,0,0,0,0,10,8,0,7,6,4,0,4,0,34,18,9,7,8,12,4,5,0,4,69,12,8,5,26,35,26,22,12,3,159,0,0,0,3,7,3,7,5,0,24,5,0,10,3,8,6,9,5,0,43,45,32,39,46,74,76,61,50,16,438,64,41,30,51,39,27,36,9,4,303,0,0,7,0,8,0,0,0,0,19
501021014,7,3,14,14,13,6,0,0,0,55,208,148,82,270,311,276,241,123,38,1693,0,0,0,0,0,0,0,0,0,0,27,13,9,12,20,12,4,0,3,105,0,0,0,0,0,0,0,0,0,0,542,284,229,351,313,285,215,88,26,2339,13,5,6,10,6,17,21,8,0,87,8,5,8,0,4,5,0,0,0,32,4,10,0,8,7,6,12,4,5,65,13,9,3,9,5,0,4,0,0,40,7,3,0,6,4,8,5,0,0,32,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,8,0,0,0,18,0,0,3,0,6,3,0,0,0,11,24,9,15,6,18,36,18,5,5,139,0,0,0,0,3,6,5,3,0,19,3,7,0,0,5,3,9,0,3,38,23,17,11,42,45,71,50,34,7,309,63,39,23,23,36,37,16,8,0,245,3,0,0,0,4,0,0,0,0,11
501021015,17,13,9,27,14,7,0,0,0,92,195,149,106,166,234,230,185,126,38,1423,0,0,0,0,0,0,0,0,0,0,24,18,11,9,14,11,14,3,0,107,0,0,0,0,0,0,0,0,0,0,290,211,218,222,259,220,162,122,33,1731,5,0,4,3,3,8,8,0,0,31,10,10,4,11,9,11,7,7,3,78,11,9,9,6,11,10,8,0,0,63,26,7,15,7,9,0,3,0,0,64,9,0,3,6,5,7,3,3,0,29,0,0,0,0,0,0,0,0,0,0,6,4,3,0,5,0,3,0,0,22,17,9,13,7,11,3,5,0,0,66,12,0,9,11,20,21,20,19,0,120,0,4,0,0,4,0,3,0,0,19,13,6,3,8,0,3,6,0,0,43,14,13,21,15,51,46,43,37,6,242,60,48,29,39,37,20,4,7,0,248,0,0,0,0,0,0,0,0,0,3
501021016,0,0,5,3,3,0,0,0,0,21,111,52,66,121,147,154,104,53,27,828,0,0,0,0,0,0,0,0,0,0,18,0,10,4,6,9,0,0,0,53,0,0,0,0,0,0,0,0,0,0,245,134,110,131,142,147,79,45,19,1042,0,5,0,0,7,0,0,0,0,15,0,0,0,0,0,0,6,0,0,5,4,0,0,6,9,0,0,0,0,19,5,0,0,0,0,0,0,0,0,6,6,5,0,0,3,3,8,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,5,0,0,0,0,26,0,0,0,9,8,25,16,9,0,60,4,0,0,0,5,4,0,0,0,19,6,0,0,0,3,0,0,0,0,6,26,7,9,20,20,34,28,14,6,170,13,9,9,8,9,10,4,4,0,60,0,0,0,0,0,0,0,0,0,0
501021251,12,3,6,10,3,0,3,0,0,34,399,166,157,346,227,129,64,30,6,1528,0,0,0,0,0,0,0,0,0,0,52,22,17,32,29,15,5,0,0,171,0,0,0,0,0,0,0,0,0,0,506,190,215,282,157,100,29,12,0,1484,14,6,0,10,8,0,4,0,0,37,15,0,5,11,4,0,0,0,0,35,17,11,3,20,6,9,9,3,0,72,32,5,12,4,0,0,0,0,0,56,68,14,16,30,16,10,6,0,0,159,0,0,0,0,0,0,0,0,0,0,9,3,0,12,5,0,0,0,0,22,25,8,11,11,3,0,4,0,0,69,51,18,15,35,47,17,13,0,0,196,5,0,4,3,4,0,0,0,0,21,5,3,0,9,0,0,0,0,0,25,40,15,20,36,40,18,16,13,0,198,109,44,48,67,38,16,5,0,0,318,10,0,4,7,0,0,0,0,0,19
501021252,4,8,0,4,3,3,0,0,0,25,149,97,42,110,190,129,84,30,8,837,0,0,0,0,0,0,0,0,0,0,0,6,4,5,8,9,6,0,0,34,0,0,0,0,0,0,0,0,0,0,147,97,34,90,110,77,37,16,6,617,3,0,0,5,0,0,3,0,0,12,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,6,3,0,0,0,4,0,0,0,15,7,0,0,8,3,6,7,6,0,40,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,10,5,0,0,0,0,3,0,0,0,15,14,0,0,10,10,12,5,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,6,0,12,17,6,7,11,34,25,23,9,0,119,19,7,0,13,17,17,0,0,0,79,4,0,0,0,0,0,0,0,0,9
501021253,11,10,18,22,24,32,6,0,0,123,215,232,171,329,419,476,337,297,176,2651,0,0,0,0,0,0,0,0,0,0,18,5,15,28,24,29,14,15,8,156,0,0,0,0,0,0,0,0,0,0,471,339,387,376,439,402,263,199,92,2966,8,4,4,12,0,8,3,12,7,47,10,8,9,8,16,15,4,10,0,71,5,11,9,9,8,9,5,8,0,55,16,0,6,3,0,8,0,0,0,40,19,8,7,6,13,14,5,8,0,89,0,0,0,0,0,0,0,0,0,0,3,0,9,5,4,9,3,0,0,32,8,9,6,7,7,10,0,0,3,46,10,4,16,14,35,41,42,20,9,195,4,0,0,0,5,10,0,3,9,39,7,3,0,3,10,0,3,7,3,41,36,39,14,49,87,89,89,64,32,497,75,35,43,35,58,59,22,10,5,334,10,7,0,5,9,0,0,3,0,46
501021254,10,4,11,9,3,4,0,0,0,46,145,99,109,155,187,201,131,47,7,1073,0,0,0,0,0,0,0,0,0,0,26,17,11,17,15,14,11,5,0,110,0,0,0,0,0,0,0,0,0,0,203,140,139,151,126,113,75,38,12,999,0,0,3,0,0,0,0,0,0,9,0,3,0,0,0,3,0,0,0,8,6,0,0,13,5,10,9,0,4,51,9,4,3,6,4,3,0,0,0,33,4,4,3,4,3,5,4,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,11,8,4,9,5,4,4,7,4,0,33,6,6,13,8,11,27,12,5,7,92,6,0,4,3,3,4,0,0,0,28,5,0,0,0,0,4,0,3,0,20,13,14,24,18,13,38,33,13,3,173,24,17,33,22,22,16,0,3,0,138,0,0,0,0,0,0,0,0,0,4
501031017,12,3,3,5,16,17,3,0,0,56,241,83,93,180,282,333,292,116,48,1680,0,0,0,0,0,0,0,0,0,0,14,3,11,12,16,15,11,3,0,91,0,0,0,0,0,0,0,0,0,0,225,98,73,119,146,150,100,42,12,967,11,3,0,7,5,4,9,0,3,35,10,0,0,5,7,5,0,0,0,31,0,0,0,4,4,9,4,3,0,29,9,0,4,4,4,0,3,0,0,22,0,0,0,5,11,5,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,5,0,0,22,15,0,6,7,18,21,26,8,0,103,0,0,0,3,4,3,4,0,0,15,5,6,4,4,0,8,9,4,0,33,25,15,20,26,46,74,59,28,11,296,38,14,15,21,23,28,16,4,3,163,0,0,0,0,0,3,0,0,0,9
501031018,8,3,11,10,9,12,3,4,0,63,124,72,51,136,204,276,200,92,33,1199,0,0,0,0,0,0,0,0,0,0,9,0,3,4,6,6,11,3,0,47,0,0,0,0,0,0,0,0,0,3,201,105,90,156,150,165,110,39,9,1031,9,4,3,0,0,5,3,0,0,28,0,0,0,0,0,7,0,0,0,9,6,6,9,0,14,11,10,7,0,60,5,3,0,9,3,0,0,0,0,13,9,4,0,9,3,5,10,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,17,0,4,0,0,4,8,4,0,0,23,8,4,4,6,19,30,24,12,3,101,4,0,0,4,0,3,0,0,0,12,16,5,7,0,4,9,0,0,0,40,16,13,12,17,52,65,51,17,4,248,30,21,10,25,23,18,12,3,0,136,0,0,0,0,0,0,0,0,0,0
501031019,10,0,4,10,8,3,0,0,0,35,125,75,62,137,204,193,147,86,54,1083,0,0,0,0,0,0,0,0,0,0,34,20,5,12,23,23,10,9,0,136,0,0,0,0,0,0,0,0,4,4,258,121,106,140,189,145,98,67,26,1153,4,0,0,0,0,4,9,0,0,18,8,3,3,3,12,5,13,11,4,69,4,3,10,6,10,10,8,4,0,45,4,4,0,0,0,6,0,0,0,13,0,0,5,0,0,10,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,6,6,6,8,0,0,0,0,26,3,0,3,3,13,7,12,5,0,49,0,0,0,0,0,0,0,0,0,4,4,0,6,5,14,11,12,8,0,57,42,16,15,23,52,31,40,28,5,258,30,24,7,20,18,12,8,7,4,133,0,0,0,0,0,0,0,0,0,0
501031020,3,0,4,3,15,15,0,0,0,46,134,52,48,131,193,275,198,79,26,1133,0,0,0,0,0,0,0,0,0,0,9,6,6,6,11,13,8,0,0,66,0,0,0,0,0,0,0,0,0,0,224,90,55,160,153,161,86,47,14,994,0,0,0,0,0,0,0,0,0,0,5,0,3,0,7,3,6,7,0,36,0,0,0,0,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,0,6,5,10,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,6,0,0,0,0,6,0,0,0,0,6,9,3,0,7,12,22,33,9,6,100,0,0,0,6,4,7,0,0,0,8,4,0,0,7,0,0,3,6,0,24,22,17,6,23,38,55,55,17,6,230,32,10,14,13,20,30,12,4,0,133,0,0,0,0,0,0,0,0,0,5
502011021,6,8,9,8,8,16,0,0,0,48,173,122,71,219,215,315,263,69,8,1459,0,0,0,0,0,0,0,0,0,0,12,7,7,9,12,16,11,0,0,81,0,0,0,0,0,0,0,0,0,0,329,114,109,156,143,184,115,20,3,1169,3,0,0,0,0,0,5,0,0,5,0,0,0,3,6,0,0,0,0,22,6,4,3,9,0,0,3,0,0,32,7,9,3,4,4,0,0,3,0,26,6,0,0,8,7,3,3,3,0,27,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,10,7,5,3,3,0,4,3,0,0,33,11,7,5,16,17,39,33,13,0,129,0,0,0,0,4,0,4,0,0,6,0,0,3,0,0,0,4,0,0,9,21,11,8,21,28,50,44,10,0,195,27,19,16,11,31,20,12,0,5,130,0,0,0,0,0,0,6,0,0,6
502011022,9,12,7,15,19,7,0,0,0,70,244,142,107,205,319,440,361,169,28,2009,0,0,0,0,0,0,0,0,0,0,20,9,18,9,12,31,30,10,0,148,0,0,0,0,0,0,0,0,0,0,349,197,127,198,210,238,151,75,15,1554,0,12,0,0,3,0,0,3,0,18,5,0,3,3,6,7,3,0,0,32,0,12,8,9,0,7,3,9,0,53,0,4,0,0,0,5,0,0,0,14,0,0,4,5,4,10,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,12,3,0,0,0,0,18,7,0,0,31,4,5,7,17,32,45,59,31,5,202,6,0,0,0,3,4,0,5,0,21,7,3,0,0,0,0,3,0,0,18,21,16,18,32,36,75,68,37,3,300,39,36,20,25,28,21,27,0,0,199,0,0,4,0,0,0,0,0,0,5
502011023,11,4,16,19,11,10,3,0,0,79,274,175,148,250,312,363,499,390,101,2517,0,0,0,0,0,0,0,0,0,0,37,28,21,18,29,28,28,23,3,216,0,0,0,0,0,0,0,4,0,4,316,245,192,212,222,172,204,143,37,1747,7,3,3,4,7,5,7,9,0,43,0,0,5,4,0,4,0,0,0,25,6,9,12,6,13,21,15,16,5,104,11,10,0,4,3,3,6,3,4,48,12,3,12,3,4,3,7,5,0,42,0,0,0,0,0,0,0,0,0,0,3,7,8,3,0,5,5,0,0,33,18,23,5,14,13,10,13,13,4,118,19,14,16,20,29,42,46,58,12,261,3,0,3,3,0,10,6,5,0,33,3,5,3,0,0,0,6,4,0,18,36,42,19,16,59,36,62,64,27,358,107,66,60,52,59,27,13,12,0,405,3,0,0,3,7,6,3,0,0,22
502011024,18,13,15,24,25,19,6,0,0,126,656,395,270,607,693,827,845,476,120,4884,0,0,0,0,0,0,0,0,0,0,78,49,24,54,36,38,54,26,11,372,0,0,0,0,0,0,0,0,0,0,758,455,309,427,526,409,369,180,44,3479,13,3,0,5,3,10,5,7,0,51,17,5,10,11,8,4,9,3,0,64,15,19,15,9,27,20,5,7,3,123,3,9,5,4,5,0,3,0,0,32,45,10,7,24,22,27,18,12,7,172,0,0,0,0,0,0,3,0,0,4,7,0,3,8,3,0,3,0,0,20,25,23,14,23,17,16,12,3,0,133,51,21,20,43,69,114,108,63,18,504,0,0,0,5,3,9,12,13,6,42,3,8,3,5,0,3,0,3,0,26,66,70,37,64,114,133,121,87,21,712,94,76,56,36,63,37,44,18,0,430,4,0,3,0,3,6,3,0,0,28
502011025,13,17,27,31,31,9,4,0,0,136,135,128,132,168,301,398,420,325,150,2156,0,0,0,0,0,0,0,0,0,0,16,18,13,24,13,30,10,11,0,136,0,0,0,0,0,0,0,0,0,0,212,202,194,194,212,215,188,149,43,1613,0,0,0,0,0,0,4,0,0,13,0,0,6,5,0,0,0,0,0,11,11,3,9,3,6,8,14,9,0,66,10,7,3,3,7,0,3,0,0,34,0,4,5,0,7,12,9,8,6,44,0,0,0,0,0,0,0,0,0,0,3,5,3,4,12,6,5,0,0,30,18,9,9,13,13,10,0,6,0,80,3,5,12,15,26,50,50,44,15,218,4,3,0,5,10,10,12,5,3,43,0,0,0,0,0,7,6,0,0,8,27,10,15,35,43,56,53,49,25,315,56,49,29,28,44,41,26,6,0,287,0,0,0,0,0,0,0,0,0,11
502011026,7,0,7,11,13,3,4,0,0,54,180,95,56,163,198,310,329,148,25,1500,0,0,0,0,0,0,0,0,0,0,24,13,3,15,14,12,11,8,0,104,0,0,0,0,0,0,0,0,0,0,137,86,66,115,138,163,144,34,4,883,0,0,0,6,3,9,3,0,0,19,0,0,0,0,3,3,0,0,0,9,6,3,0,0,5,4,0,4,0,27,0,0,0,0,0,4,0,0,0,7,0,3,0,0,5,5,7,5,5,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,4,0,0,4,4,8,0,0,21,8,6,3,11,17,40,30,13,7,135,0,0,0,0,6,0,4,3,0,11,0,0,0,0,0,0,0,0,0,3,11,7,9,11,24,49,50,24,3,197,22,25,14,9,20,18,11,7,0,124,0,0,0,0,0,0,0,0,0,3
502011027,21,11,30,30,26,7,3,0,0,132,506,282,270,439,477,456,409,248,114,3201,0,0,0,0,0,0,0,0,0,0,151,52,41,67,49,32,14,15,5,427,0,0,0,0,0,0,5,0,0,5,641,338,295,355,376,229,192,101,31,2562,7,5,3,0,12,10,4,0,3,40,7,0,3,7,4,5,3,0,0,36,17,12,14,7,8,15,10,0,0,90,12,14,15,4,9,8,0,0,0,58,27,11,13,17,18,11,4,0,5,105,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,17,37,29,16,27,18,10,7,0,0,140,16,13,8,33,44,56,39,37,14,260,7,6,3,4,4,8,9,3,7,45,9,0,0,7,3,0,0,5,0,23,44,26,36,48,70,64,50,31,19,391,86,50,58,59,49,19,13,9,3,343,0,5,0,0,0,0,0,0,0,10
502011028,9,8,12,18,18,14,3,0,0,90,180,183,149,180,341,479,534,348,145,2539,0,0,0,0,0,0,0,0,0,0,47,17,11,18,21,29,36,12,9,213,0,0,0,0,0,0,0,0,0,0,317,235,155,205,265,271,252,159,53,1916,4,7,0,7,6,4,3,3,0,38,0,4,0,5,5,5,4,4,0,27,5,3,8,10,8,19,11,3,4,69,15,6,4,3,9,4,3,0,0,42,8,5,3,7,8,9,8,11,4,62,0,0,0,0,0,0,0,0,0,0,6,0,5,7,5,4,0,6,0,29,23,20,7,10,13,9,3,9,0,90,7,9,3,13,30,56,39,43,11,216,0,5,0,0,0,5,11,7,0,40,0,4,0,0,3,6,0,0,0,17,28,16,14,18,42,69,87,71,20,365,60,37,27,27,32,25,16,6,0,230,0,0,0,0,5,3,0,0,0,16
502011029,9,7,13,11,9,7,3,0,0,51,277,136,141,239,291,354,322,211,59,2021,0,0,0,0,0,0,0,0,0,0,51,8,15,22,19,14,8,12,5,154,0,0,3,4,0,0,3,0,0,10,393,164,196,214,215,179,161,91,12,1625,0,0,0,0,5,4,0,3,0,14,0,0,0,0,0,3,0,0,0,5,49,6,26,24,19,22,10,8,0,163,0,5,0,0,0,4,0,0,0,16,0,0,0,0,5,3,5,5,0,29,0,0,0,0,0,0,0,0,0,0,10,6,4,4,8,3,3,0,3,43,28,7,8,9,7,9,3,0,0,67,22,7,10,18,26,33,41,20,0,179,0,0,0,3,4,8,5,0,0,22,0,0,0,4,0,7,0,5,0,13,20,21,18,19,52,57,70,32,9,303,39,16,20,25,15,20,20,0,0,156,9,0,5,0,4,0,0,0,0,14
503011030,10,7,9,13,11,6,9,4,0,79,274,153,35,187,236,179,201,183,68,1510,0,0,0,0,0,0,0,0,0,0,3,9,0,0,8,9,11,3,0,45,0,0,0,0,0,0,0,0,0,0,451,263,60,190,319,170,145,102,30,1726,0,3,0,0,0,0,8,0,0,8,31,43,6,18,50,27,28,21,4,218,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,0,0,16,0,9,3,6,12,3,3,0,8,42,0,0,0,3,0,0,0,0,0,11,10,3,0,6,3,0,0,0,0,22,16,7,3,0,9,4,6,0,0,40,3,11,4,8,31,18,28,33,10,146,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,0,0,0,4,27,26,0,27,53,36,45,48,36,300,15,21,8,5,14,14,12,4,0,95,0,0,0,5,0,0,0,3,0,10
503011031,3,35,16,10,18,20,4,5,0,102,229,184,121,185,255,281,306,191,140,1893,0,0,0,0,0,0,0,0,0,0,14,9,10,16,8,0,0,3,0,74,0,0,0,0,0,0,0,0,0,0,309,199,186,185,241,198,167,89,52,1630,13,6,0,8,3,3,0,4,0,32,14,10,8,9,12,3,4,5,3,64,0,0,4,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,4,5,8,4,3,3,5,34,0,0,3,0,0,0,0,0,0,9,5,7,3,3,4,4,0,0,0,24,8,10,8,11,9,7,4,0,6,57,12,27,11,17,25,26,29,18,16,188,0,0,0,0,0,0,0,0,0,7,0,4,0,4,0,0,0,0,0,6,66,45,26,38,42,58,68,48,28,405,12,26,16,14,16,17,15,3,5,111,0,0,0,0,0,0,4,0,0,6
503011032,9,0,12,10,12,21,3,0,0,67,324,198,185,215,273,304,239,121,62,1920,0,0,0,0,0,0,0,0,0,0,7,9,6,3,7,9,10,0,0,42,0,0,0,0,0,0,0,0,0,0,305,199,197,194,233,183,97,54,18,1493,0,0,0,0,4,0,0,0,0,9,20,6,7,6,11,14,9,3,0,81,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,5,4,0,9,4,4,9,0,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,4,5,3,10,0,0,0,26,9,18,13,26,33,38,26,11,13,187,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,38,41,19,34,43,54,33,19,4,282,20,3,11,4,9,23,7,4,4,85,0,0,0,0,0,0,0,0,0,14
503011033,9,8,9,17,19,3,7,0,0,67,357,163,66,252,256,206,138,88,72,1587,0,0,0,0,0,0,0,0,0,0,13,7,9,6,14,8,8,3,0,71,0,0,0,0,0,0,0,0,0,0,594,327,94,306,368,207,118,69,46,2122,11,4,3,8,7,0,4,0,0,39,39,26,10,28,33,22,9,15,5,187,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,4,4,12,8,5,3,4,0,40,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,5,0,0,0,20,8,8,0,6,11,16,0,3,0,51,10,14,5,10,37,22,12,10,8,121,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,50,41,8,44,70,51,38,39,16,349,29,7,8,24,20,18,0,5,5,114,0,0,0,0,0,0,0,0,0,5
