SA2_CODE_2021,C21_85_over_UOL_SE_Tot,C21_85_over_LPE_NS,C21_85_over_Tot,C21_Tot_SEO,C21_Tot_UOL_SE_Vw_w,C21_Tot_UOL_SE_Nw_Na,C21_Tot_UOL_SE_P_E_n,C21_Tot_UOL_SE_Tot,C21_Tot_LPE_NS,C21_Tot_Tot
503021295,30,5,98,6310,3962,501,49,4508,982,11798
503021296,52,12,104,7428,2661,427,30,3112,873,11414
503021297,25,8,106,6040,4164,496,33,4690,1393,12119
504011044,60,23,360,12856,1966,284,37,2285,794,15932
504011045,161,56,683,18629,4176,753,59,4989,900,24523
504011046,33,54,166,9254,2815,379,46,3238,801,13294
504011047,182,36,525,13625,6698,1485,68,8250,845,22714
504011048,94,10,216,5276,2111,419,22,2552,179,8002
504021049,0,0,30,2525,94,13,0,114,1999,4633
504021050,9,10,122,6551,382,25,7,408,259,7223
504021051,8,0,87,5181,341,16,7,370,235,5780
504021052,0,0,0,10,0,0,0,0,0,10
504021053,7,29,259,12230,477,30,5,512,562,13305
504021054,56,88,366,10359,1519,173,12,1704,780,12838
504031055,0,0,0,5,0,0,0,0,0,5
504031056,57,14,198,12040,4565,1180,39,5781,680,18505
504031057,41,11,159,11650,7146,1406,72,8621,1080,21348
504031058,0,7,38,4958,260,19,0,276,371,5605
504031060,0,4,37,2532,120,4,0,119,158,2818
504031061,4,4,61,4542,606,54,16,674,188,5408
504031062,25,3,84,8308,3134,490,39,3670,544,12518
504031063,0,0,0,12,0,0,0,3,4,25
504031064,0,0,0,0,0,0,0,0,0,0
504031065,25,8,108,4338,917,117,8,1043,295,5678
504031066,93,102,426,8304,1665,225,25,1910,872,11087
504031067,7,8,66,6097,606,72,4,676,250,7019
504031068,14,0,74,10178,1697,150,20,1864,413,12457
504031069,0,0,0,0,0,0,0,0,0,0
504031298,5,3,57,11614,3249,287,41,3574,486,15680
504031299,5,0,26,6891,3504,364,62,3935,339,11164
504031300,35,27,334,14467,3126,378,41,3537,1002,19011
505011070,10,9,106,9094,967,126,16,1104,349,10556
505011071,15,4,150,11752,1519,125,20,1659,403,13819
505011072,43,10,314,13874,1639,135,18,1791,312,15982
505011073,34,3,185,11683,1416,177,13,1603,434,13723
505011074,18,7,123,9124,959,98,5,1068,384,10572
505011075,19,6,162,9748,1100,74,10,1196,254,11200
505011076,3,6,55,8262,1191,85,10,1293,183,9737
505011077,47,41,338,11160,1854,201,17,2072,613,13845
505011078,50,27,559,11642,1138,109,18,1269,289,13204
505011079,15,11,193,10214,918,52,3,973,303,11493
505011080,25,3,118,6997,790,73,13,876,254,8125
505011081,16,10,104,7442,872,85,13,970,214,8626
505011082,25,17,204,9059,803,54,4,862,267,10193
505011083,21,12,177,8333,1001,88,10,1097,147,9579
505021084,251,30,509,10876,3884,596,75,4557,602,16025
505021085,74,10,207,8766,8280,2340,91,10712,1557,21032
505021087,0,0,0,0,0,0,0,0,0,0
505021088,59,112,485,14203,2944,340,41,3322,945,18468
505021089,81,65,773,19178,2539,260,26,2822,605,22602
505021090,111,22,301,9624,7437,1348,110,8895,1292,19818
505021091,0,0,0,137,40,8,0,48,33,219
505021092,33,8,270,14161,2172,180,17,2372,1019,17552
505021093,160,8,270,8607,4855,599,43,5503,513,14620
505021094,10,7,169,7121,542,43,10,599,248,7965
505021095,125,23,345,8176,3495,477,38,4014,629,12820
505021096,71,14,494,11585,2807,277,22,3106,347,15044
505021097,179,28,836,12103,3828,501,35,4368,594,17066
505021301,172,20,384,6959,3862,761,56,4680,282,11927
505021302,116,22,468,8706,3168,532,31,3736,543,12985
505031098,46,6,152,6451,3585,1180,32,4798,437,11687
505031099,29,34,544,19095,3018,348,38,3405,1186,23679
505031100,5,4,58,14755,2971,307,33,3315,577,18641
505031101,13,0,71,10378,2514,333,30,2875,645,13904
505031102,38,6,98,5008,2469,929,42,3436,458,8897
505031104,81,72,258,6095,2943,931,28,3908,484,10483
505031105,33,20,261,17828,2002,139,14,2160,773,20764
505031106,0,0,0,6,0,0,0,0,0,6
505031107,8,7,166,11232,1737,172,12,1918,409,13569
505031255,0,0,37,11214,1962,141,28,2129,562,13904
505031256,0,0,5,574,67,17,4,89,66,723
505031257,0,0,35,3292,229,8,0,243,291,3822
505031258,19,29,151,9371,938,90,6,1033,606,11009
505031303,21,0,93,10193,2219,277,21,2518,428,13139
505031304,21,0,75,9232,5032,726,50,5806,354,15401
505031305,51,16,252,8965,4316,555,31,4902,338,14199
505031306,26,59,363,12100,1760,231,15,2002,576,14678
506011110,42,49,363,17313,3741,426,40,4207,1643,23166
506011111,0,0,0,0,0,0,0,0,0,3
506011112,12,0,63,4409,865,174,18,1052,331,5793
506011114,27,50,238,8631,1074,146,25,1242,730,10604
506011115,20,4,137,7301,608,31,11,650,288,8241
506011116,5,6,79,6534,464,37,3,498,207,7243
506011117,4,0,68,7997,2391,347,39,2775,640,11409
506011307,11,0,29,6128,4720,454,77,5254,289,11667
506011308,8,0,30,8610,6280,660,111,7050,392,16049
506021118,48,95,432,9934,3406,522,48,3978,1173,15082
506021119,61,16,233,12154,3606,458,42,4109,978,17245
506021120,0,0,0,0,0,0,0,0,0,0
506021121,0,0,0,0,0,0,0,0,20,20
506021123,60,13,182,10621,3921,410,44,4378,817,15816
506021309,36,13,197,5222,2635,368,38,3042,594,8864
506021310,29,12,142,4178,2438,381,40,2861,363,7394
506021311,42,10,136,6796,2979,477,46,3497,602,10897
506031124,138,239,943,11242,6908,932,86,7925,1447,20612
506031125,21,3,88,6256,3125,467,23,3620,204,10078
506031126,0,0,0,0,0,0,0,0,4,3
506031127,52,10,176,7454,10216,1622,174,12012,1190,20655
506031128,50,41,319,9132,3589,775,36,4397,467,13992
506031129,57,16,428,8581,4995,590,44,5626,303,14518
506031130,0,0,0,7,9,0,0,9,5,16
506031131,51,6,235,10164,7651,1037,48,8736,359,19262
506041132,56,10,210,9979,7476,1588,96,9159,1139,20280
506041133,74,18,324,12004,9063,1491,93,10645,1766,24415
506041134,55,107,584,14116,4639,976,75,5685,1344,21146
506041135,27,6,116,13626,6593,876,80,7541,698,21869
506041136,55,87,307,8477,4634,857,60,5555,974,15005
506041137,56,12,329,15337,6115,1225,69,7415,912,23665
506051138,35,20,292,14244,4021,503,60,4584,902,19729
506051139,18,16,246,10535,1019,104,16,1142,524,12198
506051140,41,13,439,13612,967,74,20,1056,465,15136
506051141,45,37,315,10478,770,66,5,839,386,11698
506061142,18,3,129,16712,2749,247,37,3032,725,20471
506061143,6,3,62,6449,370,39,5,419,301,7165
506061144,6,3,56,3795,171,6,5,176,630,4607
506071145,53,91,523,10790,2806,280,42,3125,663,14575
506071146,60,71,419,8199,2585,323,37,2942,507,11653
506071147,33,41,290,13364,2720,294,31,3046,813,17226
507011148,18,8,197,15982,4575,586,57,5221,541,21746
507011150,0,0,0,15,0,0,0,0,3,21
507011151,0,0,0,0,0,0,0,0,0,0
507011152,51,10,162,7592,1582,165,11,1765,462,9816
507011153,23,9,144,6653,1304,135,14,1456,394,8503
507011154,108,63,320,8111,2132,305,33,2472,745,11327
507011155,0,0,0,6,0,0,0,0,3,10
507011158,23,3,84,3035,492,58,10,562,149,3741
507011159,37,22,227,8810,2047,296,29,2372,548,11723
507011160,183,9,352,8009,2397,447,27,2863,394,11268
507011161,23,25,138,11939,4334,568,64,4966,550,17454
507011163,15,4,71,5956,1185,170,17,1374,306,7631
507011259,18,4,70,7597,1942,201,23,2165,368,10128
507011260,3,0,33,2010,338,42,3,384,58,2446
507021164,41,40,254,6902,553,51,3,609,308,7819
507021165,149,14,403,13587,1762,281,19,2061,1075,16720
507021166,132,81,451,12376,1896,249,25,2167,823,15372
507021167,0,0,0,4,0,0,0,0,0,5
507031169,3,4,44,11510,5119,503,87,5710,729,17953
507031170,17,11,214,6102,791,79,16,884,452,7434
507031172,0,0,0,64,12,0,0,7,7,75
507031173,0,0,0,17,4,0,0,4,0,24
507031174,15,4,134,8726,1615,192,20,1826,733,11286
507031261,4,6,26,6030,1441,132,28,1602,1457,9084
507041175,36,10,269,8584,2548,249,16,2807,333,11725
507041176,33,4,101,2564,1040,122,11,1169,100,3832
507041177,45,31,445,12798,1273,114,18,1402,577,14778
507041178,79,22,547,11528,3165,351,28,3548,404,15476
507041179,35,39,376,5019,2449,293,19,2761,246,8030
507041180,23,3,139,8422,1997,260,19,2279,180,10883
507041181,82,52,705,14911,1866,142,15,2024,518,17452
507041182,81,97,480,8590,2956,350,22,3328,568,12489
507041183,23,13,198,4400,648,76,15,739,309,5447
507041184,44,4,103,3871,1776,252,11,2036,110,6020
507051186,14,9,194,7203,698,78,10,777,518,8503
507051187,14,25,216,11791,884,91,13,987,704,13477
507051188,40,101,628,13366,1337,211,18,1569,1475,16411
507051189,0,0,0,3,0,0,0,0,0,3
507051190,6,113,436,10588,663,62,10,732,716,12039
507051191,6,8,104,20063,1169,80,22,1268,843,22178
507051192,14,35,180,10682,986,115,12,1122,735,12539
507051193,9,3,137,9518,651,60,7,725,502,10741
507051312,0,0,49,9579,1305,108,21,1441,634,11651
507051313,9,6,124,22086,2632,205,21,2855,1110,26046
507051314,0,0,15,1862,120,11,0,133,101,2096
509011225,31,56,764,12971,1025,94,9,1129,728,14828
509011226,0,3,28,3282,146,4,0,148,274,3707
509011227,0,8,120,4738,220,19,0,239,233,5211
509011228,3,18,155,5481,237,14,5,249,576,6310
509011229,0,0,20,2454,146,8,0,156,249,2862
509011230,14,6,105,3226,557,275,17,842,444,4512
509011231,3,11,81,3473,169,10,8,187,389,4053
509011232,0,10,63,3108,99,7,0,108,467,3679
509011233,18,18,192,9944,726,134,4,865,528,11333
509011234,3,30,117,4425,283,65,3,350,609,5388
509011235,0,0,0,0,0,0,0,0,0,0
509021236,8,9,77,5208,256,17,3,278,449,5930
509021237,4,13,120,3108,161,6,11,180,505,3789
509021238,0,4,72,3378,88,13,0,99,323,3801
509021239,4,15,154,7503,554,108,18,681,753,8929
509021240,7,27,131,4018,220,23,4,245,619,4893
509021241,3,11,101,3639,246,18,4,266,568,4471
509021242,4,13,60,2447,126,16,4,141,417,3005
509021243,15,31,237,9341,557,72,10,636,1386,11358
509021244,6,7,72,3932,145,17,0,166,502,4601
509021245,3,26,166,4509,159,10,5,168,478,5158
509031246,0,15,119,3054,129,9,3,141,310,3504
509031247,6,17,66,3592,143,18,0,158,492,4249
509031248,4,4,36,2058,87,6,6,98,213,2376
509031249,3,30,154,3479,389,38,5,431,464,4370
509031250,0,3,104,4222,128,5,0,138,506,4859
510011262,8,15,63,10859,1624,101,16,1741,2053,14660
510011263,12,4,29,3130,2218,338,63,2615,1293,7045
510011264,4,3,11,1440,1594,133,73,1800,368,3603
510011265,0,13,25,5252,901,73,30,997,1229,7477
510011266,0,3,15,1569,449,26,24,496,239,2310
510021267,9,3,13,2555,1358,140,16,1510,1848,5910
510021268,0,0,0,3084,612,31,10,654,501,4239
510021269,0,0,3,3213,454,30,6,491,545,4253
510021270,6,4,18,7442,1760,127,31,1921,1686,11046
510031271,0,0,10,5167,783,43,14,847,1384,7391
510031272,0,0,11,12300,2029,157,31,2216,2502,17013
510031273,0,0,0,3296,683,32,7,724,1170,5187
511011274,6,17,275,10242,516,43,7,565,1196,12003
511011275,0,0,41,3329,235,9,0,246,394,3966
511021276,11,12,65,3362,502,150,12,660,861,4879
511021277,0,8,24,3797,333,28,10,366,496,4659
511031278,3,0,26,5185,580,41,6,628,1341,7150
511031279,6,26,122,9891,2023,161,39,2226,1088,13213
511031280,4,7,51,7082,1011,82,5,1104,525,8711
511031281,0,0,0,0,0,0,0,0,0,0
511031282,0,0,19,3137,260,12,0,272,975,4389
511031283,7,0,15,1949,1518,111,25,1657,1200,4804
511031284,0,0,0,0,0,0,0,0,0,0
511041285,33,112,531,9572,977,104,10,1090,1223,11888
511041286,12,5,57,6303,393,61,10,468,1061,7824
511041287,0,8,97,7354,473,36,6,521,671,8546
511041288,10,9,136,8697,937,89,12,1039,596,10333
511041289,0,11,78,3207,78,8,0,84,387,3680
511041290,0,0,10,1761,361,24,5,394,1002,3153
511041291,0,23,81,3060,112,4,4,121,694,3876
511041292,0,16,110,4695,167,15,6,190,801,5679
597979799,0,0,0,232,59,3,0,68,219,514
599999499,0,18,30,4079,497,56,9,562,3411,8055
