POA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
POA6012,9,15,10,18,20,8,10,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,28,26,41,21,17,175,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,14,9,32,33,30,40,26,17,193,9,17,8,16,13,5,5,68,0,0,0,0,0,0,0,4,15,52,46,43,52,29,19,262
POA6014,16,32,34,26,34,16,9,162,4,3,5,0,3,0,0,14,0,0,0,0,0,0,0,9,33,74,81,68,91,41,28,424,0,0,3,0,0,0,0,6,0,4,5,0,4,0,0,18,0,6,6,3,4,0,0,23,37,82,89,72,96,41,29,447,12,26,10,10,15,15,7,89,0,0,0,0,0,0,0,0,52,111,102,79,109,56,36,536
POA6015,3,3,7,4,14,13,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,19,11,24,14,11,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,19,11,24,14,11,107,7,8,7,7,8,4,0,40,0,0,0,0,0,0,0,0,10,19,31,17,38,21,6,144
POA6016,6,40,24,15,17,7,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,48,35,45,22,11,253,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,3,0,6,4,0,0,0,0,10,20,76,54,41,45,22,11,262,14,17,8,7,11,7,7,67,3,0,0,0,0,0,0,0,34,89,59,45,58,28,15,328
POA6017,3,14,8,3,6,6,3,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,20,14,8,11,3,5,66,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,6,5,17,15,8,12,3,5,72,19,5,0,3,0,0,0,33,0,0,0,0,0,0,0,0,23,28,20,9,15,7,4,99
POA6018,39,118,88,53,74,41,13,425,6,3,3,3,0,0,0,20,0,3,0,0,0,0,0,10,82,222,186,155,204,102,57,1011,0,3,4,0,4,4,0,18,3,10,9,5,6,0,0,32,3,6,13,6,14,4,6,55,85,236,203,160,212,107,60,1060,51,80,46,37,41,25,7,290,3,4,0,0,0,0,0,6,147,314,249,206,251,133,65,1359
POA6019,33,82,45,35,44,25,4,270,4,0,3,3,4,0,0,23,0,0,5,0,0,0,0,4,46,145,109,88,124,68,32,610,4,3,0,5,4,0,0,13,0,4,5,0,3,0,0,13,4,9,7,7,8,0,0,31,44,151,117,90,132,74,32,637,36,46,24,19,22,5,9,159,0,4,0,0,0,0,0,9,78,206,136,108,153,80,41,802
POA6020,22,24,45,18,23,12,8,160,3,3,0,0,5,5,0,15,0,5,0,0,0,0,0,3,44,87,97,57,84,30,29,423,0,0,0,0,4,0,0,6,0,0,0,0,7,0,0,9,0,0,0,0,5,3,0,7,44,87,97,60,83,35,29,436,15,22,13,12,15,5,9,95,0,0,0,0,0,0,0,0,62,108,106,78,104,40,38,530
POA6021,27,67,37,23,28,11,9,203,3,3,0,0,4,0,0,6,0,0,0,5,8,0,0,9,45,121,78,68,84,41,29,459,4,3,0,0,3,0,0,12,4,4,0,4,5,3,0,14,3,11,0,3,5,4,0,28,47,129,77,72,93,43,26,492,30,39,21,17,25,5,5,141,0,0,0,0,4,0,0,6,78,167,101,89,117,51,32,643
POA6022,9,15,13,16,8,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,40,31,20,28,11,3,146,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,6,4,0,0,0,0,15,14,43,32,23,28,11,3,161,8,16,0,9,3,0,0,41,0,0,0,0,0,0,0,0,26,60,37,28,38,11,3,201
POA6023,15,49,51,24,30,8,6,185,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,22,92,99,72,93,35,23,432,0,0,0,0,4,0,0,4,3,4,5,4,0,0,0,14,3,8,4,4,4,0,0,19,31,92,107,74,96,37,22,451,12,13,6,12,10,0,0,50,0,0,4,0,0,0,0,7,43,104,116,86,100,35,22,507
POA6024,17,58,42,30,33,15,3,188,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,23,113,83,71,82,30,19,421,0,0,0,0,0,3,0,11,4,10,4,0,0,0,0,17,5,13,5,0,4,3,0,30,25,123,90,74,87,29,19,446,30,15,13,23,18,8,3,113,0,0,4,0,0,0,0,4,54,141,109,94,108,41,20,562
POA6025,45,113,78,40,68,28,8,386,4,6,0,0,4,0,0,24,0,0,6,0,0,0,0,8,89,192,184,108,180,70,38,862,0,4,5,8,4,0,0,23,7,22,9,5,6,0,0,39,7,31,11,11,11,0,3,68,89,213,194,121,193,77,42,931,55,47,35,30,29,13,3,208,0,4,3,0,0,0,0,9,148,266,225,148,221,82,47,1146
POA6026,33,56,49,35,43,20,8,244,3,4,0,0,6,0,0,11,0,0,0,0,0,0,0,4,50,114,106,75,124,61,26,561,0,3,3,3,0,0,0,9,0,3,3,0,0,0,0,7,5,5,7,3,0,0,0,16,46,122,109,83,129,61,30,575,28,23,16,5,12,6,0,103,0,0,0,0,0,0,0,3,76,151,124,88,134,65,30,680
POA6027,45,147,75,65,76,31,19,462,9,10,0,12,3,3,3,44,6,3,3,5,0,5,0,21,91,251,181,176,220,93,63,1083,0,10,6,5,6,0,0,34,11,16,7,10,5,0,3,48,9,29,14,9,15,3,9,86,104,280,198,186,233,96,63,1169,88,91,69,38,42,11,4,344,0,0,0,0,0,0,0,0,191,379,268,228,274,105,75,1517
POA6028,26,46,38,29,48,13,13,209,0,0,3,0,4,0,0,12,0,0,0,3,5,0,0,7,44,115,84,74,134,45,39,531,0,5,5,0,0,0,0,13,3,8,3,3,0,0,4,21,3,10,5,5,0,0,5,37,43,128,92,85,137,42,39,572,35,51,23,17,24,5,5,166,0,0,0,0,3,0,0,9,81,182,118,96,166,51,45,739
POA6029,3,4,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,8,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,9,0,8,4,0,35,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,12,7,6,13,4,5,40
POA6030,80,175,132,96,104,39,13,653,11,17,5,7,7,6,0,51,7,17,5,0,7,0,0,39,161,315,263,223,276,95,46,1379,10,18,15,9,17,3,0,69,11,23,19,6,7,0,0,65,18,43,31,17,21,3,5,136,177,356,295,239,299,97,50,1516,207,234,125,77,89,16,12,756,0,3,7,6,0,0,0,15,390,600,420,319,389,114,59,2288
POA6031,54,100,67,48,70,14,7,361,4,12,3,3,0,0,3,27,0,0,0,0,3,0,0,11,86,190,130,104,128,37,22,694,0,6,6,0,6,0,4,24,13,17,3,0,3,0,0,35,14,18,9,7,10,0,4,63,101,206,140,109,131,37,22,757,77,87,52,24,42,10,0,292,0,0,0,0,0,0,0,5,181,296,197,138,177,43,29,1055
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9
POA6033,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
POA6034,7,24,13,7,8,0,7,66,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,25,37,25,14,18,0,7,130,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,8,30,40,24,20,18,0,7,143,24,16,3,6,0,4,0,54,0,0,0,0,0,0,0,0,58,56,29,20,21,3,6,194
POA6035,34,61,45,24,22,0,4,197,5,3,3,0,4,0,0,10,4,4,0,0,0,0,0,10,55,121,94,43,60,10,6,383,4,7,8,5,7,0,0,27,3,10,13,4,0,0,0,33,3,22,17,9,11,0,0,63,61,132,109,58,64,9,12,449,72,79,46,27,19,3,4,248,0,0,0,0,0,0,0,6,135,217,154,81,87,12,13,703
POA6036,57,80,77,42,56,6,3,321,6,0,0,0,0,5,0,18,0,5,0,0,0,0,0,10,95,166,135,87,145,33,18,685,6,14,8,11,10,3,3,43,20,17,5,0,5,0,0,44,24,31,10,10,11,3,3,91,126,192,145,92,154,36,25,772,120,96,53,38,43,3,3,355,0,6,0,0,0,0,0,8,249,293,203,131,199,37,25,1138
POA6037,8,16,3,4,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,10,17,8,0,0,71,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,5,8,24,8,17,8,0,0,74,17,25,10,5,4,0,0,60,0,0,0,0,0,0,0,0,26,48,22,19,14,0,0,138
POA6038,41,85,33,25,22,5,6,210,9,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,66,135,75,39,61,16,18,406,0,0,0,3,0,0,0,11,6,5,0,3,0,0,0,17,7,11,5,8,0,0,0,28,78,137,79,50,65,18,18,436,58,44,13,12,11,5,0,144,4,0,0,0,0,0,0,5,135,187,94,60,75,20,22,583
POA6041,5,10,0,5,3,0,0,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,3,14,8,4,10,0,0,40,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,0,0,0,0,0,0,8,7,14,8,4,10,0,0,46,12,6,3,0,3,0,0,25,0,0,0,0,0,0,0,0,21,20,11,8,15,0,0,70
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,13
POA6050,15,18,23,17,16,7,8,105,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,27,53,53,44,47,28,19,273,0,4,3,0,0,0,0,6,0,3,0,5,4,3,0,14,0,7,3,5,0,3,0,22,28,58,53,45,54,36,24,294,12,11,9,8,3,3,5,48,0,0,0,0,0,0,0,0,39,69,61,54,54,34,26,342
POA6051,18,19,27,20,8,4,5,107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,36,57,49,44,30,16,7,249,0,8,6,4,0,0,0,16,3,3,0,0,0,0,0,8,3,11,3,3,0,4,0,24,40,63,59,50,34,20,10,275,39,28,18,4,9,4,3,98,0,5,0,0,0,0,0,5,83,94,75,55,43,20,12,380
POA6052,12,23,21,17,11,12,0,101,4,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,20,66,44,34,39,26,15,251,0,3,8,3,4,0,0,16,0,5,0,3,0,0,0,11,0,11,8,4,3,0,0,27,20,75,49,41,41,26,18,278,21,18,19,14,11,3,0,81,0,0,0,0,0,0,0,3,45,94,67,52,50,32,21,360
POA6053,19,37,11,19,34,4,7,132,5,0,3,0,0,0,3,15,0,0,0,0,0,0,0,9,41,65,48,46,75,21,14,310,4,4,0,3,0,0,0,20,3,9,0,0,0,0,0,9,6,13,3,5,6,0,3,32,50,76,49,51,79,20,21,344,30,37,10,18,11,8,4,122,0,0,0,0,0,0,0,0,85,110,64,69,93,33,23,469
POA6054,35,73,37,35,41,12,10,242,4,3,0,0,0,0,0,10,0,0,0,0,0,4,4,8,60,148,90,95,104,37,21,555,0,5,7,3,4,0,0,15,10,21,12,7,3,0,0,54,10,29,17,10,12,0,0,68,69,177,105,105,111,39,25,629,85,84,63,42,29,15,3,322,5,5,3,0,0,0,0,14,158,266,171,143,145,49,29,960
POA6055,55,103,52,58,44,15,13,333,9,3,0,0,0,3,0,19,4,5,3,0,3,0,0,21,131,201,145,103,126,52,30,787,3,10,3,0,3,5,0,23,7,6,0,0,0,0,0,15,11,12,9,0,3,5,0,36,141,213,153,100,128,55,28,827,109,98,43,34,20,12,0,324,0,3,0,0,0,0,0,4,249,319,196,139,152,66,30,1151
POA6056,97,161,112,73,115,27,6,602,17,4,3,4,3,4,0,41,3,3,4,4,5,0,0,28,167,299,212,175,267,77,38,1234,9,13,11,4,5,4,0,45,13,43,14,9,9,0,0,91,24,54,27,11,18,4,0,139,192,352,246,183,279,85,38,1376,235,208,103,82,64,14,10,711,0,3,8,0,3,0,0,17,425,562,355,265,353,97,50,2106
POA6057,27,72,56,45,37,9,3,249,5,4,7,0,0,4,0,15,0,5,0,3,0,0,0,11,47,154,130,96,104,22,18,583,0,0,11,0,0,0,0,14,4,8,0,4,3,0,4,25,3,11,11,4,9,0,3,40,54,162,146,100,113,26,23,622,67,78,36,20,24,3,0,227,0,0,3,0,0,0,0,5,116,239,183,117,134,33,23,856
POA6058,31,51,42,34,23,9,0,193,3,4,8,0,0,0,0,12,3,0,0,0,0,0,0,8,57,100,77,64,73,17,7,402,0,10,6,0,8,0,0,19,10,27,8,9,3,0,0,49,10,28,14,8,9,0,0,68,71,125,94,72,81,23,7,469,44,60,33,19,23,0,6,185,0,4,0,0,0,0,0,11,115,192,131,92,100,22,13,663
POA6059,24,60,60,28,41,18,15,241,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,4,45,116,119,63,95,52,43,527,0,7,0,0,0,4,4,22,4,7,4,0,0,0,0,10,8,9,3,0,0,4,4,30,47,128,121,66,94,54,46,554,61,57,36,17,24,10,4,204,0,5,3,0,0,0,0,6,106,184,156,84,118,61,52,769
POA6060,41,63,35,25,36,19,17,229,0,0,3,6,0,0,0,15,0,0,0,0,0,0,0,3,69,133,93,60,95,49,40,537,0,4,6,3,6,0,0,30,7,9,5,4,4,4,3,29,9,8,10,13,6,3,5,58,75,145,100,69,109,58,41,600,39,55,19,17,13,3,9,155,0,5,4,0,0,0,0,9,113,204,122,88,125,60,51,762
POA6061,103,172,98,73,93,30,27,594,12,3,11,9,9,4,4,39,7,7,7,5,10,0,0,34,204,320,205,145,195,102,67,1241,6,25,18,8,12,3,4,80,26,49,27,7,21,3,0,140,34,78,45,19,33,6,6,219,237,396,252,168,232,104,68,1466,241,241,130,82,88,28,27,839,14,14,0,0,0,0,0,35,495,656,384,247,323,138,99,2335
POA6062,48,105,66,56,64,30,14,387,8,6,6,0,0,0,0,12,3,0,3,8,3,0,0,18,94,199,148,126,174,72,43,853,8,14,7,4,6,4,3,35,5,20,14,7,12,5,0,55,10,28,19,7,20,14,3,95,101,228,160,135,193,84,44,944,99,115,49,37,44,18,14,373,0,3,0,0,0,0,0,8,203,340,218,177,234,101,56,1324
POA6063,26,67,34,21,28,6,13,189,8,0,4,0,3,0,0,18,0,0,0,3,4,0,0,8,47,117,65,55,70,19,18,401,7,3,11,4,4,0,0,33,0,8,3,6,0,0,0,21,6,10,12,12,4,0,0,48,58,126,77,69,71,23,20,445,86,101,47,35,28,8,6,305,0,3,0,0,0,0,0,10,148,227,124,103,103,31,25,760
POA6064,53,117,84,69,78,37,12,450,8,11,5,5,3,0,0,27,6,7,9,6,5,4,0,30,95,201,157,122,166,69,43,855,0,16,5,5,12,8,5,47,16,25,15,16,12,3,3,87,18,37,23,22,22,5,9,140,110,239,184,143,195,72,50,994,200,195,112,91,76,35,24,736,4,5,7,0,4,5,0,26,313,439,302,239,274,117,70,1755
POA6065,110,252,153,107,124,42,24,815,8,9,11,5,6,0,5,47,11,10,3,0,4,5,4,36,195,477,367,274,335,138,89,1857,6,12,10,3,9,4,3,51,14,23,20,13,11,4,4,88,18,29,35,23,22,3,9,139,213,505,394,294,359,143,94,1996,183,184,93,79,89,30,13,669,7,5,3,0,0,3,4,24,399,693,494,373,447,174,102,2685
POA6066,32,66,48,44,39,17,9,263,8,9,7,4,5,0,0,37,4,4,3,3,9,0,0,20,66,130,121,101,115,38,27,600,0,3,3,5,6,4,0,19,6,13,4,0,0,0,4,27,6,17,4,6,6,4,4,48,70,148,131,102,121,42,28,646,84,86,51,35,47,25,5,329,10,8,3,3,0,0,0,18,161,247,182,137,170,63,36,998
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
