POA_CODE_2021,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
POA6012,53,0,0,0,53,4,0,52,5,0,0,0,5,0,0,0,5,0,0,3,226,25,3,0,256,3,0,3,258,7,6,269,49,0,0,0,51,0,0,0,51,5,0,50,61,8,0,0,70,0,0,0,78,0,0,78,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,3,113,14,0,0,131,0,0,0,131,5,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,0,0,131,3,0,3,130,3,0,131,28,3,0,0,31,0,0,0,32,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,143,21,0,0,160,3,0,3,163,4,0,172,82,0,0,0,83,3,0,4,87,5,0,96,109,8,0,0,115,0,0,0,115,0,0,124
POA6014,128,0,0,0,128,7,0,136,0,0,0,0,0,0,0,0,0,0,0,0,742,92,9,9,848,4,0,6,857,25,0,876,170,21,3,0,196,4,0,3,197,0,0,198,212,22,0,0,240,3,4,4,238,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,388,45,9,0,436,4,7,7,445,9,0,451,3,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,5,0,0,0,5,0,0,5,7,4,0,0,11,0,0,0,11,0,0,11,396,48,9,0,448,4,7,7,454,9,0,460,67,3,0,0,74,5,0,5,78,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,459,48,8,3,520,9,7,9,531,7,0,538,226,21,8,0,251,9,0,8,256,8,0,268,256,24,4,0,283,0,0,0,286,9,0,295
POA6015,57,0,3,3,59,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,228,29,6,0,263,0,3,3,258,9,0,272,45,8,0,0,59,0,0,0,60,3,0,66,81,8,4,0,94,0,0,0,96,0,0,93,0,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,130,18,0,6,155,0,0,0,158,5,0,165,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,5,0,0,5,133,18,0,6,157,3,0,3,160,5,0,168,53,0,0,0,57,5,0,5,54,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,185,16,0,4,217,3,0,3,224,7,0,229,84,13,0,0,100,0,0,0,99,9,0,106,104,9,0,0,107,0,0,0,111,3,0,115
POA6016,43,0,0,0,43,5,0,54,0,0,0,0,0,0,0,0,0,0,0,3,326,42,3,0,373,4,0,6,379,5,0,385,65,4,0,0,75,3,0,3,74,0,0,74,91,13,0,0,103,0,0,3,110,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,20,0,0,181,3,0,5,185,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,160,20,0,0,187,3,0,5,185,0,0,185,22,0,0,0,25,0,0,0,25,6,0,27,0,0,0,0,0,0,0,0,0,0,0,0,183,19,0,0,203,3,0,5,208,6,0,215,84,10,0,0,95,0,0,0,93,0,0,97,99,17,0,0,113,4,0,5,119,8,0,124
POA6017,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,28,18,0,0,47,0,0,0,54,0,0,52,9,0,0,0,9,0,0,0,9,0,0,9,5,3,0,0,4,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,13,0,0,0,13,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,13,0,0,0,13,0,0,17,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,15,0,0,0,15,0,0,20,9,0,0,0,9,0,0,3,10,0,0,10,10,4,0,0,17,0,0,0,17,0,0,19
POA6018,137,5,3,3,145,21,0,162,0,0,0,0,0,0,0,0,0,0,0,3,981,107,8,6,1095,12,0,16,1116,39,0,1155,264,25,3,0,296,5,0,5,302,8,0,311,312,22,9,0,343,0,0,0,342,7,0,350,6,0,0,0,5,0,0,0,5,0,0,7,0,0,0,0,5,0,0,0,4,0,0,4,580,49,9,0,644,9,0,7,654,20,0,670,4,0,0,0,4,0,0,0,4,0,0,4,13,0,0,0,17,0,0,0,17,0,0,17,16,0,0,0,18,0,0,0,18,0,0,18,599,49,9,3,659,9,0,7,671,20,0,692,80,10,4,0,87,0,0,0,87,17,0,108,0,0,0,3,0,0,0,0,0,0,4,9,679,59,14,3,753,9,0,7,761,33,5,801,324,42,4,0,363,6,0,6,376,11,0,383,415,39,3,0,454,0,0,0,453,10,0,465
POA6019,68,0,0,0,65,13,0,78,0,0,0,0,0,0,0,0,0,0,0,3,448,46,11,5,511,6,5,14,517,25,0,547,114,19,3,0,137,0,0,0,136,12,0,147,115,13,0,0,129,0,0,0,129,5,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,30,4,0,263,0,0,0,265,10,0,277,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,230,30,4,0,266,0,0,0,269,16,0,283,18,7,0,0,26,0,0,0,28,6,0,32,0,0,0,0,0,0,0,0,0,0,0,0,250,31,6,0,290,0,0,0,291,21,0,314,162,27,3,0,191,4,0,5,193,4,0,200,151,23,3,0,171,0,0,0,171,3,0,175
POA6020,89,3,0,3,91,3,0,93,0,0,0,0,0,0,0,0,0,0,4,4,710,57,19,9,796,4,0,4,800,17,9,825,151,15,0,0,165,0,0,0,165,10,0,171,233,15,0,0,253,0,0,0,253,7,0,263,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,6,383,35,3,8,426,0,0,0,427,15,4,444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,5,385,36,3,8,429,0,0,0,428,15,4,444,38,4,0,0,52,0,0,0,49,0,0,48,0,0,0,0,0,0,0,0,0,0,3,3,427,41,7,8,479,0,0,0,483,18,4,501,198,24,6,0,225,0,0,0,225,12,0,231,277,26,8,3,319,0,0,0,319,3,0,325
POA6021,73,0,0,0,73,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,396,50,5,6,454,12,0,12,465,21,0,487,69,13,0,4,92,0,0,0,92,4,0,95,131,14,0,0,146,0,0,0,146,3,0,153,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,5,0,0,0,5,0,0,5,211,31,0,4,250,0,0,0,250,8,0,259,4,0,0,0,4,0,0,0,4,0,0,0,6,0,0,0,6,0,0,0,8,0,0,9,9,0,0,0,9,0,0,0,10,5,0,15,222,31,0,4,261,0,0,0,255,10,0,267,33,0,0,0,38,0,0,0,38,8,0,42,0,0,0,0,0,0,0,0,3,0,0,3,259,33,0,4,298,4,0,4,303,16,0,315,120,23,0,0,142,3,0,3,147,4,4,154,152,24,0,4,182,0,0,0,185,6,0,193
POA6022,15,0,0,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,109,15,6,0,137,6,0,6,136,5,0,141,21,9,0,0,26,0,0,0,28,3,0,36,25,0,0,0,27,0,0,0,27,0,0,28,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,11,3,0,62,0,0,0,68,3,0,72,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,3,5,0,0,0,5,0,0,0,5,0,0,3,57,11,3,0,66,0,0,0,69,0,0,71,11,0,0,0,11,0,0,0,11,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,63,11,3,0,73,0,0,0,76,9,0,83,34,5,3,0,45,0,0,0,46,0,0,51,37,5,3,0,42,0,0,0,42,0,0,42
POA6023,74,0,0,0,73,7,0,82,0,0,0,0,0,0,0,0,0,0,0,0,581,39,17,3,644,4,0,4,649,23,3,673,133,9,0,0,144,0,0,0,145,0,0,144,221,9,6,0,235,0,0,0,236,4,0,240,4,0,0,0,4,0,0,0,4,0,0,5,0,0,0,0,4,0,0,0,4,0,0,4,361,16,8,0,390,0,0,0,387,3,0,397,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,362,16,8,0,393,0,0,0,393,3,0,398,44,3,0,0,49,0,0,0,54,7,0,57,0,0,0,0,0,0,0,0,0,0,0,6,409,21,8,5,438,0,0,0,444,14,5,459,148,24,3,0,176,3,0,3,178,4,0,181,223,17,0,0,247,9,0,9,250,11,0,254
POA6024,54,0,0,0,54,6,0,56,0,0,0,0,0,0,0,0,0,0,0,4,296,32,11,5,342,3,0,3,346,15,0,361,70,3,0,0,76,0,0,0,79,10,0,84,79,15,3,0,101,0,0,0,103,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,19,4,0,177,3,0,3,182,11,0,193,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,0,7,5,0,0,0,5,0,0,0,5,0,0,5,162,19,4,0,180,3,0,3,184,11,0,196,25,4,0,0,25,0,0,0,26,6,0,31,0,0,0,0,0,0,0,0,0,0,0,0,184,22,4,0,213,0,0,0,211,17,0,230,106,11,0,0,115,0,0,0,114,13,0,129,94,20,0,0,117,0,0,0,123,5,0,125
POA6025,126,0,0,6,131,9,0,143,0,0,0,0,0,0,0,0,0,0,0,0,826,70,15,5,908,11,6,20,923,28,4,957,185,30,4,0,223,4,0,5,225,5,0,231,248,32,8,0,291,3,0,3,291,13,0,300,4,0,4,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,440,63,13,0,519,7,0,7,526,14,0,538,0,0,0,0,3,0,0,0,3,0,0,3,8,0,0,0,8,0,0,0,8,0,0,12,13,0,0,0,12,0,0,0,17,0,0,15,449,63,14,0,528,8,0,6,536,13,0,554,78,6,0,0,87,0,0,3,92,4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,529,66,14,0,613,13,4,11,626,25,0,649,262,24,6,3,301,8,0,9,312,5,0,315,273,33,9,0,316,5,0,5,321,17,0,332
POA6026,106,9,0,9,111,6,0,124,0,0,0,0,0,0,0,0,0,0,0,0,655,70,17,0,740,7,0,7,755,26,4,785,164,22,6,0,191,0,0,0,191,4,0,196,195,30,5,0,226,0,0,0,226,4,0,230,0,0,0,0,5,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,360,54,9,0,422,0,0,0,426,11,0,431,3,0,0,0,3,0,0,0,3,0,0,7,8,0,0,0,8,0,0,0,8,0,0,8,6,0,0,0,14,0,0,0,14,0,0,13,367,53,9,0,430,0,0,0,433,7,0,441,41,8,0,0,49,0,0,0,54,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,416,61,9,0,481,3,0,3,486,16,0,501,227,17,3,0,253,3,0,3,253,11,0,262,235,37,0,0,271,4,0,3,280,9,0,282
POA6027,140,5,0,5,144,20,0,159,3,0,0,0,8,0,0,0,8,0,6,9,925,95,17,12,1045,16,0,16,1067,56,8,1128,250,32,4,0,288,0,0,0,289,7,0,295,292,39,11,0,337,8,0,9,350,9,0,355,6,0,0,0,9,0,0,0,9,0,0,11,0,0,0,0,5,0,0,0,5,0,0,5,555,69,11,0,634,13,0,11,650,22,0,671,3,0,0,0,3,0,0,0,3,0,0,3,13,0,0,0,10,0,0,0,12,3,0,19,14,0,0,0,17,4,0,4,18,3,0,22,565,73,15,0,651,9,0,11,669,21,0,689,77,5,4,6,92,3,0,3,88,13,0,102,0,0,0,0,0,0,0,0,0,0,0,4,644,81,15,5,741,18,0,16,758,32,3,794,342,24,9,0,369,7,0,7,380,15,0,394,351,44,8,0,403,15,0,11,421,7,0,429
POA6028,89,0,0,0,94,4,0,103,3,0,0,0,3,0,0,0,3,0,0,3,675,48,20,12,760,4,4,7,768,21,0,789,182,14,5,0,205,4,0,8,210,10,5,221,218,17,4,0,245,0,0,0,245,4,0,253,7,0,0,0,5,0,0,0,5,0,0,5,0,0,0,5,9,0,0,0,4,0,0,11,409,35,13,4,458,11,0,8,472,17,5,487,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,4,0,0,0,6,0,0,6,5,0,0,0,8,0,0,0,12,0,0,12,421,34,13,5,468,11,0,9,482,17,5,494,60,0,7,0,66,0,0,0,66,3,0,74,0,0,0,0,0,0,0,0,0,0,0,5,479,40,18,8,539,11,0,9,552,18,3,572,273,16,6,0,298,9,0,10,301,5,3,315,327,24,3,5,364,3,0,3,363,7,0,370
POA6029,13,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,79,12,0,0,95,0,0,0,94,5,0,99,17,6,0,0,28,0,0,0,28,3,0,29,24,5,0,0,32,0,0,0,32,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,0,57,0,0,0,57,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,0,57,0,0,0,57,3,0,60,4,5,0,0,12,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,54,9,0,0,70,0,0,0,70,6,0,71,28,5,0,0,33,0,0,0,33,0,0,30,37,9,0,0,53,0,0,0,53,0,0,50
POA6030,175,3,0,6,183,32,0,209,0,0,0,0,0,0,0,0,0,0,5,3,830,113,26,15,987,15,6,19,1007,65,13,1081,202,31,6,0,241,0,0,0,241,10,0,245,241,30,5,3,284,0,0,4,285,0,0,289,9,7,6,0,15,0,0,0,15,0,0,15,5,0,0,4,11,0,0,0,11,0,4,11,464,74,14,6,549,0,0,4,553,11,4,569,3,0,0,0,3,0,0,0,8,0,0,6,12,3,0,0,17,0,0,0,17,0,0,18,23,3,0,0,22,0,0,0,25,7,0,24,480,71,14,6,570,4,0,8,578,19,4,595,88,9,0,6,101,3,4,7,109,22,0,135,0,0,0,0,0,0,0,0,0,0,0,3,574,82,17,8,678,9,0,10,688,38,3,733,290,38,6,0,329,3,0,8,339,15,0,355,315,41,14,0,370,3,0,8,379,5,0,390
POA6031,75,0,0,0,78,13,0,90,0,0,0,0,0,0,0,0,0,0,3,4,442,58,14,15,525,8,5,5,535,35,3,571,117,9,0,0,123,0,0,0,125,8,0,134,150,18,5,4,168,4,0,4,168,8,0,182,3,0,3,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,268,29,3,4,304,4,0,4,304,18,0,325,3,0,0,0,3,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,9,0,0,9,8,0,0,0,15,0,0,0,10,0,0,10,277,28,3,4,313,3,0,3,320,18,0,333,45,13,0,0,55,3,0,3,59,12,0,70,0,0,0,0,0,0,0,0,0,0,4,0,323,40,7,3,373,10,0,10,380,24,4,403,166,9,4,0,180,0,0,0,184,4,0,187,170,19,3,6,196,0,0,0,196,8,0,206
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,16,0,0,0,16,0,0,15,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,12,0,0,0,12,0,0,12,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,16,0,0,0,16,0,0,15,0,0,4,0,5,0,0,0,5,0,0,5,9,0,0,0,6,0,0,0,6,0,0,8
POA6034,13,0,0,0,13,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,74,6,4,0,88,3,0,3,93,7,0,92,15,0,3,0,21,0,0,0,21,0,0,21,13,6,0,0,11,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,4,3,0,32,0,0,0,32,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,3,0,36,0,0,0,36,0,0,43,11,0,0,0,9,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,40,5,3,0,49,0,0,0,51,0,0,52,13,3,0,0,20,0,0,0,20,0,0,20,21,3,0,0,22,0,0,0,20,0,0,24
POA6035,68,0,0,0,63,11,0,78,0,0,0,0,0,0,0,0,0,0,0,0,232,23,16,8,281,9,0,9,292,23,0,315,55,6,5,0,58,0,0,0,61,3,0,62,67,3,4,0,82,4,0,4,84,3,0,90,7,0,4,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,129,6,9,0,150,5,0,5,157,7,0,157,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,6,0,0,6,6,0,0,0,6,0,0,0,8,0,0,8,135,6,5,0,156,10,0,10,160,7,0,165,15,4,0,3,26,0,0,0,29,8,0,36,0,0,0,0,0,0,0,0,0,0,0,0,148,18,5,3,184,10,0,11,186,17,0,203,43,7,6,0,53,0,0,0,55,0,0,58,78,4,3,0,87,0,0,0,87,6,0,89
POA6036,104,4,0,4,109,18,0,125,0,0,0,0,0,0,0,0,0,0,6,6,447,43,9,17,511,11,0,10,521,26,3,552,90,5,0,0,99,4,3,5,104,3,0,105,112,11,6,0,138,3,0,3,139,5,0,145,5,0,0,0,4,0,0,0,4,0,0,7,3,0,0,0,4,0,0,0,4,0,0,4,214,23,6,0,242,7,3,7,249,11,0,260,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,11,0,0,0,11,0,0,12,221,20,6,4,249,7,3,7,260,12,0,271,43,8,0,0,59,4,0,4,61,7,0,68,0,0,0,0,0,0,0,0,0,0,0,0,267,34,8,3,313,7,3,9,320,15,0,335,149,16,0,0,164,0,0,3,163,10,0,178,150,18,3,0,178,3,0,3,183,0,0,186
POA6037,28,0,0,0,28,4,0,34,0,0,0,0,0,0,0,0,0,0,0,0,84,11,12,5,112,0,0,0,112,16,6,132,14,0,6,0,15,0,0,0,15,0,0,17,21,8,4,0,25,0,0,0,27,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,4,0,41,0,0,0,44,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,4,0,44,0,0,0,45,0,0,50,17,0,0,0,15,0,0,0,15,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,45,8,4,0,58,0,0,0,58,4,3,72,24,0,0,0,23,0,0,0,27,0,0,27,18,4,3,0,20,0,0,0,20,0,0,24
