POA_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
POA6034,0,0,0,0,0,0,0,0,0,68,56,6,126,3,3,6,135,48,0,184
POA6035,3,3,0,0,0,3,0,5,11,173,141,20,332,20,21,42,372,189,3,564
POA6036,0,3,0,0,0,4,8,0,15,335,265,34,631,33,35,65,702,284,0,985
POA6037,0,0,0,0,0,0,0,0,0,42,29,0,69,3,5,8,80,56,0,138
POA6038,0,0,0,0,0,0,4,0,0,184,153,14,355,12,10,26,381,125,3,507
POA6041,0,0,0,0,0,0,0,0,0,10,18,3,35,0,3,3,37,17,0,52
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6043,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,5,0,0,6
POA6044,0,0,0,0,0,0,0,0,0,3,5,5,14,3,0,3,13,6,0,21
POA6050,0,0,0,0,0,0,0,0,0,150,109,8,264,10,10,19,285,116,0,402
POA6051,0,4,0,0,0,4,6,0,6,157,106,15,278,14,9,18,299,121,5,421
POA6052,0,0,0,0,0,0,5,0,3,169,89,16,273,11,12,25,293,158,0,449
POA6053,3,3,0,0,0,3,0,5,4,184,122,27,335,16,11,31,362,162,5,531
POA6054,0,4,0,0,0,4,0,5,15,361,228,23,618,22,38,60,675,369,14,1062
POA6055,3,3,0,0,0,3,3,6,12,420,270,40,733,20,12,36,766,291,6,1062
POA6056,3,8,0,0,0,8,11,10,33,717,513,80,1308,55,71,130,1438,824,27,2287
POA6057,3,5,0,0,0,5,3,4,10,331,201,25,560,14,17,35,592,250,3,845
POA6058,4,4,0,0,0,4,0,0,8,231,161,20,414,24,25,45,460,210,9,682
POA6059,0,3,0,0,0,4,3,0,8,292,240,16,547,22,13,32,577,358,9,944
POA6060,0,3,0,0,0,3,0,8,18,365,229,18,616,21,25,49,665,317,12,986
POA6061,3,7,0,0,0,11,7,15,34,624,520,65,1212,64,93,162,1371,931,24,2334
POA6062,3,0,0,0,0,0,9,4,13,491,353,44,884,36,47,77,960,605,17,1581
POA6063,0,5,0,0,0,5,0,4,13,227,164,25,420,15,19,35,450,277,11,743
POA6064,0,3,0,0,0,3,9,9,22,416,375,53,855,44,53,96,952,801,27,1775
POA6065,9,15,0,5,3,18,11,15,39,1024,687,87,1802,47,61,111,1913,692,15,2619
POA6066,5,5,0,0,0,5,0,10,17,317,228,36,584,19,19,39,623,327,14,959
POA6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,10,8,0,0,0,8,10,10,28,826,524,88,1436,53,48,101,1536,573,13,2123
POA6070,0,0,0,0,0,0,0,0,0,48,27,0,71,0,0,0,75,35,0,110
POA6071,0,0,0,0,0,0,0,0,0,38,27,5,69,3,4,8,75,34,0,115
POA6072,0,0,0,0,0,0,0,0,0,10,9,0,12,0,0,4,14,11,0,21
POA6073,0,0,0,0,0,0,0,0,0,45,38,3,85,4,4,3,92,35,0,127
POA6074,0,0,0,0,0,0,0,0,0,18,4,4,30,0,0,0,29,6,0,36
POA6076,0,0,0,0,0,0,4,0,4,236,189,27,460,11,12,22,479,220,0,699
POA6077,0,0,0,0,0,0,0,0,0,7,6,6,19,0,4,8,25,15,0,36
POA6078,0,0,0,0,0,0,0,0,0,7,7,0,16,0,0,0,16,9,0,24
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,0,6,0,0,0,6,0,0,4,63,27,0,100,5,0,6,102,50,0,152
POA6082,0,0,0,0,0,0,0,0,0,53,30,6,95,3,0,3,98,39,0,144
POA6083,0,0,0,0,0,0,0,0,0,27,17,5,45,4,6,8,52,33,0,84
POA6084,0,0,0,0,0,0,4,0,0,136,76,12,218,6,0,10,228,93,3,318
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,0,0,0,0,0,0,5,0,6,198,105,14,314,7,8,18,335,115,3,451
POA6101,0,0,0,0,0,0,4,3,3,180,138,11,332,17,16,26,355,219,3,578
POA6102,0,0,0,0,0,0,0,5,4,125,86,15,223,9,10,25,243,163,11,415
POA6103,0,3,0,0,0,3,0,0,7,124,76,3,202,18,16,31,229,143,0,373
POA6104,0,0,0,0,0,0,4,4,11,178,109,17,310,24,26,44,353,241,7,604
POA6105,3,3,0,0,0,3,7,3,14,213,148,16,378,30,22,47,417,314,9,744
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,3,0,0,0,0,4,7,22,33,535,341,54,925,53,50,100,1028,634,36,1690
POA6108,0,3,0,0,3,4,0,7,16,341,222,27,591,31,39,74,658,417,12,1094
POA6109,0,4,0,0,0,4,3,0,5,150,120,12,279,16,20,35,323,268,8,599
POA6110,0,10,0,0,0,10,11,21,36,620,475,66,1156,67,64,128,1283,771,30,2084
POA6111,0,4,4,0,3,8,5,7,22,377,252,29,657,40,41,81,743,445,16,1198
POA6112,9,7,0,4,4,11,13,27,51,957,670,108,1739,95,111,212,1948,1134,43,3119
POA6121,0,0,0,0,0,0,0,0,0,29,20,6,52,0,0,0,52,27,0,79
POA6122,0,3,0,0,0,3,7,6,17,306,222,35,564,22,20,42,607,251,4,862
POA6123,0,0,0,0,0,0,3,0,3,31,24,3,62,5,0,5,66,36,0,106
POA6124,0,0,0,0,0,0,0,0,0,12,11,0,24,0,0,0,24,16,0,41
POA6125,0,0,0,0,0,0,3,0,3,27,32,3,58,0,0,0,64,36,0,98
POA6126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
POA6147,0,0,0,0,0,4,4,5,11,200,157,26,375,19,17,36,412,311,9,737
POA6148,0,0,0,0,0,0,0,0,3,228,181,20,424,11,8,18,442,224,5,670
POA6149,3,3,0,0,0,3,0,0,6,232,131,23,378,4,12,18,399,201,0,597
POA6150,0,3,0,0,3,3,0,0,3,118,98,7,227,3,7,14,236,127,0,360
POA6151,0,0,0,0,0,0,5,9,8,171,125,11,310,10,7,13,324,164,7,489
POA6152,0,0,0,0,0,0,0,6,14,304,199,22,524,16,19,39,558,271,6,840
POA6153,0,3,0,0,0,3,0,3,6,255,181,18,454,18,22,35,488,217,10,717
POA6154,0,0,0,0,0,0,0,0,0,157,85,10,253,4,0,9,267,115,0,387
POA6155,0,4,0,0,0,4,4,4,14,647,449,51,1156,19,33,51,1204,478,12,1692
POA6156,3,3,0,0,0,3,3,6,15,241,178,19,438,7,18,27,467,268,7,742
POA6157,0,0,0,0,0,0,0,4,5,237,165,24,426,11,10,21,445,139,8,589
POA6158,0,0,0,0,0,0,0,0,0,108,71,3,185,6,3,7,192,65,0,259
POA6159,0,0,0,0,0,0,0,0,0,45,30,0,71,4,3,4,78,36,0,116
POA6160,0,0,0,0,0,0,3,0,5,113,98,7,214,4,3,8,218,107,0,331
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6162,0,0,0,0,0,0,0,0,6,169,127,12,305,13,14,25,324,190,4,522
POA6163,3,7,0,0,0,9,13,16,37,817,683,80,1588,46,69,121,1703,927,36,2663
POA6164,0,6,0,0,0,4,3,14,25,1009,731,77,1814,41,65,110,1924,690,18,2631
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6166,0,0,0,0,0,0,0,0,0,111,87,17,213,0,9,11,223,119,3,338
POA6167,5,0,0,0,0,4,9,12,25,415,323,49,791,55,56,106,893,610,16,1522
POA6168,0,3,0,0,0,3,20,9,31,350,250,44,646,40,42,85,731,572,18,1315
POA6169,4,10,0,0,0,10,10,14,26,492,403,64,955,50,50,99,1062,736,19,1812
POA6170,3,7,0,0,0,6,3,0,12,265,170,31,463,19,16,36,499,257,0,763
POA6171,10,13,0,0,0,13,8,7,23,552,410,69,1041,41,43,87,1127,448,20,1588
POA6172,4,4,0,0,0,4,0,12,11,204,175,26,406,21,25,39,448,243,9,700
POA6173,0,5,0,0,0,5,0,4,10,198,143,20,361,10,12,21,385,115,4,510
POA6174,0,6,0,0,0,6,0,3,8,124,92,17,241,11,3,19,256,98,6,356
POA6175,0,0,0,0,0,0,0,0,0,76,50,10,134,3,0,3,134,51,0,186
POA6176,0,0,0,0,0,0,0,0,0,31,28,3,57,0,4,5,61,18,0,86
POA6180,0,0,0,0,0,0,4,0,3,115,94,13,219,6,13,17,240,95,0,336
POA6181,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,0,8
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,0,0,0,0,0,0,0,0,0,9,5,0,19,0,0,0,19,17,0,31
POA6208,0,0,0,0,0,0,0,3,7,158,153,18,327,16,25,33,370,220,8,592
POA6209,0,0,0,0,0,0,0,0,0,20,16,0,44,5,5,3,50,41,5,95
POA6210,7,9,0,0,0,17,13,29,53,897,896,123,1923,118,129,241,2164,1445,43,3647
POA6211,0,4,0,0,0,4,5,0,10,81,87,10,174,23,14,31,201,117,3,320
POA6213,0,0,0,0,0,0,0,0,0,5,0,4,8,0,0,0,8,13,0,16
POA6214,0,0,0,0,0,0,0,0,0,11,3,0,11,0,0,0,15,18,0,29
POA6215,0,0,0,0,0,0,0,5,4,32,29,5,68,3,6,11,83,58,0,144
POA6218,0,0,0,0,0,0,0,0,0,6,4,0,14,0,0,0,14,14,0,27
POA6219,0,0,0,0,0,0,0,0,3,9,0,6,9,0,0,4,11,19,0,28
POA6220,0,0,0,0,0,0,0,0,4,42,36,6,84,7,8,9,95,71,5,165
POA6221,0,0,0,0,0,0,0,0,0,4,8,0,4,0,0,0,7,5,0,11
POA6223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6224,0,0,0,0,0,0,0,0,5,15,11,0,29,0,0,0,32,27,0,58
POA6225,0,0,0,0,0,0,5,0,10,82,85,13,173,18,17,30,208,185,3,398
POA6226,0,0,0,0,0,0,0,0,0,6,7,0,10,0,0,0,10,5,0,19
POA6227,0,0,0,0,0,0,0,0,0,6,6,0,15,0,0,0,16,6,0,25
POA6228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
POA6229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6230,3,7,0,0,0,5,11,8,26,675,567,87,1336,47,63,107,1437,831,18,2284
POA6232,0,3,0,0,0,3,3,0,9,176,138,19,326,17,6,22,347,129,5,476
POA6233,0,0,0,0,0,0,4,0,7,280,233,28,546,13,16,37,583,232,0,815
POA6236,0,0,0,0,0,0,0,0,0,27,15,3,45,0,0,0,48,13,0,59
POA6237,0,0,0,0,0,0,0,0,3,9,27,3,36,7,4,5,46,30,0,77
POA6239,0,0,0,0,0,0,0,3,3,26,45,10,78,3,3,4,84,75,0,157
POA6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
POA6244,0,0,0,0,0,0,0,0,0,8,13,4,26,0,3,3,27,24,0,51
POA6251,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,9,0,12
POA6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6253,0,0,0,0,0,0,0,0,0,7,7,0,12,0,0,0,12,4,0,19
POA6254,0,0,0,0,0,0,0,0,0,3,4,0,7,0,0,0,7,10,0,21
POA6255,0,0,0,0,0,0,0,0,0,41,36,4,88,0,3,3,91,45,3,131
POA6256,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
POA6258,0,0,0,0,0,0,5,0,4,60,59,8,136,10,7,15,147,91,0,239
POA6260,0,0,0,0,0,0,0,0,0,8,9,0,23,0,0,0,23,19,0,37
POA6262,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,11,6,0,14
POA6271,0,0,0,0,0,0,0,0,0,49,48,5,99,3,0,4,102,48,4,158
POA6275,0,0,0,0,0,0,0,0,0,11,15,0,27,0,0,6,30,8,0,39
POA6280,0,3,0,0,0,3,3,8,11,369,406,43,806,15,14,32,843,365,11,1218
POA6281,0,4,0,0,0,4,0,0,4,71,105,16,191,0,4,6,195,55,0,257
POA6282,0,0,0,0,0,0,0,0,0,9,6,0,16,0,0,0,16,3,0,24
POA6284,0,0,0,0,0,0,0,0,0,27,34,0,61,0,0,0,60,11,0,70
POA6285,0,0,0,0,0,0,0,3,9,132,171,20,328,5,4,11,339,95,4,438
POA6286,0,0,0,0,0,0,0,0,0,5,8,0,18,0,0,0,17,6,0,19
POA6288,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,9,5,0,12
POA6290,0,0,0,0,0,0,0,0,0,12,23,0,30,3,0,3,36,17,0,51
POA6302,0,0,0,0,0,0,0,0,3,41,33,3,73,6,6,11,84,45,0,133
POA6304,0,0,0,0,0,0,0,0,0,7,10,0,17,7,0,3,29,19,0,47
POA6306,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,10,14,0,19
POA6308,0,0,0,0,0,0,0,0,0,10,9,3,24,0,0,6,25,24,0,51
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
POA6311,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,4,8,0,17
POA6312,0,0,0,0,0,0,0,3,7,62,44,6,116,14,3,18,130,66,4,205
POA6313,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,7
POA6315,0,0,0,0,0,0,0,0,0,19,14,4,33,5,4,3,39,30,0,69
POA6316,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,5,0,9
POA6317,0,0,0,0,0,0,0,5,4,27,38,3,65,5,13,13,78,70,5,159
POA6318,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,7,11,0,17
POA6320,0,0,0,0,0,0,0,0,3,7,0,0,9,0,0,0,12,12,0,23
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,18
POA6322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
POA6323,0,0,0,0,0,0,0,0,0,8,14,0,21,0,0,0,22,15,0,38
POA6324,0,0,0,0,0,0,6,0,0,32,40,5,66,0,3,4,67,41,0,117
POA6326,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,5,8,0,19
POA6327,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
POA6328,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,4,9,4,0,7
POA6330,3,5,0,0,0,5,9,10,20,436,450,45,929,25,25,46,977,565,19,1565
POA6333,0,0,0,0,0,0,0,0,0,49,92,4,144,0,0,3,145,63,3,214
POA6335,0,0,0,0,0,0,0,0,0,5,5,0,7,0,0,0,7,5,0,13
POA6336,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,13,3,0,12
POA6337,0,0,0,0,0,0,0,0,0,10,5,0,8,0,0,0,9,0,0,14
POA6338,0,0,0,0,0,0,0,0,0,5,4,0,8,0,0,0,8,0,0,9
POA6341,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
POA6343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6346,0,0,0,0,0,0,0,4,4,10,4,0,13,0,0,0,16,3,4,21
POA6348,0,0,0,0,0,0,0,0,0,9,6,3,18,0,0,0,19,16,0,35
POA6350,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,6,0,3
POA6351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6353,0,0,0,0,0,0,0,0,0,4,5,0,10,0,0,0,10,3,0,11
POA6355,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
POA6356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,4
POA6359,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,6,3,0,12
POA6361,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
POA6363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6365,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,6,3,0,13
POA6367,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,8,8,0,14
POA6368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6369,0,0,0,0,0,0,0,0,0,8,6,0,10,0,0,0,13,3,0,17
POA6370,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,4,4,0,11
POA6372,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0
POA6373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6375,0,0,0,0,0,0,0,0,0,4,9,0,9,6,0,6,12,0,0,17
POA6383,0,0,0,0,0,0,0,0,0,3,5,0,10,0,0,0,9,16,0,24
POA6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6390,0,0,0,0,0,0,0,0,0,20,9,6,30,0,0,0,32,21,0,57
POA6391,0,0,0,0,0,0,0,0,0,10,6,0,14,0,0,0,14,4,0,20
POA6392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
POA6393,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,7
POA6394,0,0,0,0,0,0,0,0,0,4,3,0,9,0,0,0,9,0,0,12
POA6395,0,0,0,0,0,0,0,0,0,9,14,0,21,0,4,6,25,10,0,35
POA6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
POA6397,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,5
POA6398,0,0,0,0,0,0,0,0,0,7,5,0,10,0,0,0,10,5,0,17
POA6401,0,0,0,0,0,0,6,3,11,98,91,10,204,14,11,23,226,165,4,393
POA6403,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,6,0,0,6
POA6405,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,4,0,10
POA6407,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,10,11,0,23
POA6409,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,11,0,16
POA6410,0,0,0,0,0,0,0,0,3,11,7,0,13,0,0,0,13,22,0,36
POA6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6415,0,0,0,0,0,5,5,3,11,25,19,9,53,0,7,7,57,38,4,99
POA6418,0,0,0,0,0,0,0,0,0,3,3,0,9,0,4,3,11,13,0,23
POA6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6421,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,3,0,0,3
POA6422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
POA6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6426,0,0,0,0,0,0,0,0,0,3,0,0,11,0,0,0,10,7,0,22
POA6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6429,0,0,0,0,0,0,0,6,6,8,4,0,16,0,0,0,18,18,0,44
POA6430,6,10,0,0,0,10,3,22,30,339,117,30,492,16,10,24,520,187,24,730
POA6431,0,0,0,0,0,0,0,0,0,4,5,0,9,4,0,4,6,36,0,43
POA6432,0,3,0,0,0,3,0,8,8,128,53,3,188,5,10,12,203,116,8,325
POA6434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6436,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
POA6437,0,0,0,0,0,0,0,0,0,12,0,0,8,0,0,0,8,0,0,8
POA6438,0,0,0,0,0,0,0,0,0,6,3,0,13,0,0,0,13,8,0,23
POA6440,0,0,0,0,0,0,0,0,0,4,4,0,12,0,0,0,15,17,0,25
POA6442,0,0,0,0,0,0,0,0,6,37,18,8,56,3,3,3,62,30,0,89
POA6443,0,0,0,0,0,0,0,4,4,7,3,0,12,0,0,6,15,10,6,34
POA6445,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4
POA6446,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
POA6447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6448,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,11
POA6450,0,4,0,0,0,4,0,6,13,151,100,15,263,8,9,19,286,178,11,468
POA6452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6460,0,0,0,0,0,0,0,0,0,7,6,0,12,0,0,0,13,7,0,22
POA6461,0,0,0,0,0,0,0,0,3,4,3,0,11,0,0,0,11,10,0,16
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,5
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6468,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6475,0,0,0,0,0,0,0,0,0,7,3,0,6,0,0,0,6,0,0,3
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6477,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,8,4,0,9
POA6479,0,0,0,0,0,0,0,0,0,4,5,0,8,0,0,0,8,0,0,10
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6485,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,10,0,14
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
POA6490,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,8,3,0,8
POA6501,0,0,0,0,0,0,0,0,0,11,11,0,21,0,0,0,20,13,0,32
